,Concept_ID,cs,cy
83,Regen::N,déšť,glaw
84,Schnee::N,sníh,ôd
85,Schnee::N,sníh,eira
86,Eis::N,led,iâ
87,Frost::N,mráz,rhew
88,Kälte::N,chlad,oerni
89,Kälte::N,chlad,annwyd
90,Hitze::N,horko,gwres
91,Raureif::N,jinovatka,barrug
92,Regenbogen::N,duha,enfys
93,Donner::N,hrom,tyrfau
94,Strömung::N,proudění,cerrynt
95,Tropfen::N,kapka,dafn
96,Tropfen::N,kapka,diferyn
97,Schaum::N,pěna,ewyn
98,Schmutz::N,špína,baw
99,Schmutz::N,špína,budreddi
100,See::N,jezero,llyn
101,Sumpf::N,močál,cors
102,Sumpf::N,bažina,cors
103,Moor::N,bažina,rhos
104,Moor::N,slatina,rhos
105,Wiese::N,louka,dôl
106,Wald::N,les,coedwig
107,Hügel::N,kopec,bryn
108,Anhöhe::N,pahorek,bryn
109,Berg::N,hora,mynydd
110,Gipfel::N,vrchol,copa
111,Höhle::N,jeskyně,ogof
112,Abhang::N,svah,llethr
113,Abhang::N,stráň,llethr
114,Quelle::N,pramen,tarddiad
115,Quelle::N,pramen,ffynhonnell
116,Bach::N,potok,nant
117,Bach::N,potok,afonig
118,Bach::N,potok,cornant
119,Fluss::N,řeka,afon
120,Ufer::N,břeh,glan
121,Küste::N,pobřeží,traeth
122,Küste::N,pobřeží,arfordir
123,Festland::N,souš,tir
124,Festland::N,pevnina,tir
125,Meer::N,moře,môr
126,Bucht::N,záliv,bae
127,Bucht::N,zátoka,bae
128,Insel::N,ostrov,ynys
129,Blume::N,květina,blodyn
130,Gras::N,tráva,glaswellt
131,Wurzel::N,kořen,gwreiddyn
132,Baum::N,strom,coeden
133,Stamm::N,kmen,colfen
134,Stamm::N,kmen,boncyff
135,Rinde::N,kůra,rhisgl
136,Ast::N,větev,cangen
137,Zweig::N,větev,cainc
138,Zweig::N,větev,cangen
139,Blatt::N,lupen,deilen
140,Birke::N,bříza,bedwen
141,Kiefer[Baum]::N,sosna,pinwydden
142,Kiefer[Baum]::N,borovice,pinwydden
143,Weide[Baum]::N,vrba,helygen
144,Tanne::N,jedle,ffynidwydden
145,Horn::N,roh,corn
146,Feder::N,pero,plufyn
147,Fell::N,srst,ffwr
148,Flügel::N,křídlo,adain
149,Klaue::N,dráp,crafanc
150,Klaue::N,pazneht,crafanc
151,Kralle::N,dráp,ewin
152,Schwanz::N,ocas,cwt
153,Schwanz::N,ocas,cynffon
154,Ei::N,vejce,wy
155,Nest::N,hnízdo,nyth
156,Bau::N,nora,ffau
157,Tier::N,zvíře,anifail
158,Herde::N,stádo,praidd
159,Herde::N,stádo,diadell
160,Kuh::N,kráva,buwch
161,Bulle::N,býk,tarw
162,Pferd::N,kůň,ceffyl
163,Schaf::N,ovce,dafad
164,Schwein::N,vepř,mochyn
165,Schwein::N,prase,mochyn
166,Hund::N,pes,ci
167,Katze::N,kočka,cath
168,Bär::N,medvěd,arth
169,Eichhörnchen::N,veverka,gwiwer
170,Elch::N,los,elc
171,Fuchs::N,liška,cadno
172,Hase::N,zajíc,ysgyfarnog
173,Maus::N,myš,llygoden
174,Wolf::N,vlk,blaidd
175,Vogel::N,pták,aderyn
176,Schwarm::N,roj,haid
177,Schwarm::N,hejno,haid
178,Huhn::N,kuře,cyw
179,Huhn::N,slepice,cyw
180,Hahn::N,kohout,ceiliog
181,Gans::N,husa,gŵydd
182,Adler::N,orel,eryr
183,Ente::N,kachna,hwyad
184,Eule::N,sova,tylluan
185,Kranich::N,jeřáb,garan
186,Kranich::N,jeřáb,crychydd
187,Krähe::N,vrána,brân
188,Kuckuck::N,kukačka,cog
189,Kuckuck::N,kukačka,cwcw
190,Schwan::N,labuť,alarch
191,Fisch::N,ryba,pysgod
192,Barsch::N,okoun,draenog
193,Hecht::N,štika,penhwyad
194,Schlange[Tier]::N,had,neidr
195,Wurm::N,červ,abwydyn
196,Wurm::N,červ,pryf genwair
197,Spinne::N,pavouk,cor
198,Spinne::N,pavouk,pryf copyn
199,Ameise::N,mravenec,morgrugyn
200,Laus::N,veš,lleuen
201,Mücke::N,komár,gwybedyn
202,Fliege::N,moucha,cleren
203,Schmetterling::N,motýl,glöyn byw
204,Schmetterling::N,motýl,iâr fach yr haf
205,Beere::N,bobule,aeronen
206,Apfel::N,jablko,afal
207,Pilz::N,houba,madarch
208,Zwiebel::N,cibule,nionyn
209,Zwiebel::N,cibule,winwnsyn
210,Saat::N,osivo,had
211,Korn::N,zrno,grawn
212,Heu::N,seno,gwair
213,Schale::N,slupka,croen
214,Schale::N,slupka,plisgyn
215,Schale::N,skořápka,croen
216,Schale::N,skořápka,plisgyn
217,Grube::N,jáma,pwll
218,Grube::N,jáma,pydew
219,Falle::N,past,magl
220,Falle::N,léčka,magl
221,Schlinge::N,smyčka,cwlwm rhedeg
222,Spur::N,stopa,ôl
223,Asche::N,popel,lludw
224,Dreck::N,špína,baw
225,Dreck::N,špína,budreddi
226,Eisen::N,železo,haearn
227,Gold::N,zlato,aur
228,Silber::N,stříbro,arian
229,Kohle::N,uhlí,glo
230,Glas::N,sklo,gwydr
231,Lehm::N,jíl,clai
232,Lehm::N,hlína,clai
233,Sand::N,písek,tywod
234,Mensch::N,člověk,dyn
235,Mann::N,muž,dyn
236,Frau::N,žena,merch
237,Frau::N,žena,gwraig
238,Kind::N,dítě,plentyn
239,Junge::N,hoch,hogyn
240,Junge::N,hoch,bachgen
241,Junge::N,chlapec,hogyn
242,Junge::N,chlapec,bachgen
243,Mädchen::N,děvče,merch
244,Mädchen::N,děvče,geneth
245,Familie::N,rodina,teulu
246,Familie::N,rodina,tylwyth
247,Großvater::N,děd,taid
248,Großvater::N,děd,tad-cu
249,Großvater::N,dědeček,taid
250,Großvater::N,dědeček,tad-cu
251,Großmutter::N,babička,nain
252,Großmutter::N,babička,mam-gu
253,Eltern::N,rodiče,rhieni
254,Vater::N,otec,tad
255,Mutter::N,matka,mam
256,Sohn::N,syn,mab
257,Tochter::N,dcera,merch
258,Bruder::N,bratr,brawd
259,Schwester::N,sestra,chwaer
260,Onkel::N,strýc,ewythr
261,Tante::N,teta,modryb
262,Ehemann::N,choť,gŵr
263,Ehemann::N,manžel,gŵr
264,Ehefrau::N,choť,gwraig
265,Ehefrau::N,manželka,gwraig
266,Freude::N,radost,gorfoledd
267,Gelächter::N,smích,chwerthin
268,Glück::N,štěstí,hapusrwydd
269,Kummer::N,žal,galar
270,Kummer::N,trápení,galar
271,Wunsch::N,přání,dymuniad
272,Lust::N,chuť,chwant
273,Geist::N,duch,ysbryd
274,Gedanke::N,myšlenka,meddwl
275,Gedächtnis::N,paměť,cof
276,Verstand::N,rozum,meddwl
277,Sinn::N,smysl,ystyr
278,Grund::N,důvod,achos
279,Grund::N,důvod,rheswm
280,Wahrheit::N,pravda,gwir
281,Wahrheit::N,pravda,gwirionedd
282,Gespräch::N,rozhovor,sgwrs
283,Märchen::N,pohádka,chwedl werin
284,Erzählung::N,povídka,stori
285,Nachricht::N,zpráva,neges
286,Neuigkeit::N,novina,newydd
287,Neuigkeit::N,novinka,newydd
288,Name::N,jméno,enw
289,Rätsel::N,hádanka,pos
290,Rede::N,řeč,araith
291,Rede::N,proslov,araith
292,Sprache::N,řeč,iaith
293,Sprache::N,jazyk,iaith
294,Stimme::N,hlas,llais
295,Wort::N,slovo,gair
296,Zeichen::N,znamení,arwydd
297,Ruf::N,zavolání,galwad
298,Lärm::N,hluk,trwst
299,Laut::N,zvuk,sain
300,Ton::N,tón,tôn
301,Lied::N,píseň,cân
302,Ruhe::N,klid,tawelwch
303,Ruhe::N,pokoj,tawelwch
304,Leute::N,lidé,pobl
305,Volk::N,národ,pobl
306,Arbeit::N,práce,gwaith
307,Gast::N,host,gwestai
308,Geschenk::N,dar,rhodd
309,Geschenk::N,dar,anrheg
310,Spiel::N,hra,chwarae
311,Gesellschaft::N,společnost,cwmni
312,Hilfe::N,pomoc,cymorth
313,Freund::N,přítel,cyfaill
314,Kamerad::N,kamarád,cydymaith
315,Angelegenheit::N,záležitost,pwnc
316,Anzahl::N,počet,cyfrif
317,Art::N,druh,bath
318,Stück::N,kus,darn
319,Stück::N,kousek,darn
320,Teil::N,díl,rhan
321,Teil::N,část,rhan
322,Hälfte::N,půl,hanner
323,Kreis::N,kruh,cylch
324,Kreuz::N,kříž,croes
325,Linie::N,linka,llinell
326,Strich::N,čára,strôc
327,Strich::N,čára,trawiad
328,Strich::N,čárka,strôc
329,Strich::N,čárka,trawiad
330,Abstand::N,vzdálenost,bwlch
331,Abstand::N,vzdálenost,pellter
332,Entfernung::N,vzdálenost,pellter
333,Gegend::N,krajina,cylch
334,Platz::N,prostor,lle
335,Ort::N,místo,lle
336,Seite::N,strana,ochr
337,Mitte::N,střed,canol
338,Mitte::N,prostředek,canol
339,Gegenstand::N,předmět,eitem
340,Sache::N,věc,peth
341,Rand::N,kraj,cwr
342,Rand::N,kraj,ymyl
343,Rand::N,okraj,cwr
344,Rand::N,okraj,ymyl
345,Kante::N,hrana,min
346,Kante::N,hrana,ymyl
347,Ecke::N,roh,cornel
348,Spitze::N,hrot,blaen
349,Spitze::N,špička,blaen
350,Ende::N,konec,pen
351,Loch::N,díra,twll
352,Winkel::N,kout,congl
353,Muster::N,vzor,patrwm
354,Größe::N,velikost,maint
355,Größe::N,velikost,maintioli
356,Länge::N,délka,hyd
357,Höhe::N,výška,uchder
358,Gewicht::N,váha,pwysau
359,Menge::N,množství,swm
360,Menge::N,množství,maint
361,Haufen::N,kupa,pentwr
362,Haufen::N,hromada,pentwr
363,Reihe::N,řada,rhes
364,Reihe::N,řádek,rhes
365,Boot::N,člun,cwch
366,Ruder::N,veslo,rhwyf
367,Schlitten::N,sáně,sled
368,Schlitten::N,sáně,car llusg
369,Ski::N,lyže,sgi
370,Lagerfeuer::N,táborák,coelcerth
371,Last::N,náklad,llwyth
372,Last::N,břemeno,llwyth
373,Gang::N,chůze,tro
374,Gang::N,chodba,tro
375,Schritt::N,krok,cam
376,Norden::N,sever,gogledd
377,Süden::N,jih,de
378,Westen::N,západ,gorllewin
379,Osten::N,východ,dwyrain
380,Holz::N,dřevo,pren
381,Brett::N,prkno,bwrdd
382,Brett::N,prkno,astell
383,Platte::N,deska,llech
384,Stütze::N,opěra,ateg
385,Stütze::N,opěra,cynhalydd
386,Stange::N,tyč,polyn
387,Stange::N,tyčka,polyn
388,Stock::N,hůlka,ffon
389,Stock::N,hůlka,brigyn
390,Stab::N,hůl,ffon
391,Rohr::N,trubka,pibell
392,Haus::N,dům,tŷ
393,Heim::N,domov,cartref
394,Ofen::N,kamna,stof
395,Fußboden::N,podlaha,llawr
396,Tisch::N,stůl,bwrdd
397,Stuhl::N,židle,cadair
398,Wiege::N,kolébka,crud
399,Bett::N,postel,gwely
400,Regal::N,regál,silff
401,Regal::N,police,silff
402,Kiste::N,bedna,bocs
403,Kiste::N,bedna,blwch
404,Fenster::N,okno,ffenestr
405,Tür::N,dveře,drws
406,Tor::N,vrata,porth
407,Zaun::N,plot,ffens
408,Dach::N,střecha,to
409,Leiter::N,žebřík,ysgol
410,Besen::N,koště,ysgub
411,Besen::N,smeták,ysgub
412,Spaten::N,rýč,rhaw
413,Schaufel::N,lopata,rhaw
414,Gabel::N,vidlička,fforc
415,Löffel::N,lžíce,llwy
416,Messer::N,nůž,cyllell
417,Nagel::N,hřebík,hoel
418,Netz::N,síť,gwe
419,Netz::N,síť,rhwyd
420,Haken::N,hák,bach
421,Griff::N,držadlo,carn
422,Schloss::N,zámek,clo
423,Bild::N,obraz,llun
424,Bild::N,obraz,pictiwr
425,Figur::N,figura,ffigur
426,Puppe::N,panenka,dol
427,Beutel::N,pytlík,cwd
428,Bündel::N,svazek,bwndel
429,Bündel::N,svazek,coflaid
430,Tasche::N,taška,cod
431,Tasche::N,brašna,cod
432,Eimer::N,kýbl,bwced
433,Eimer::N,kýbl,cunnog
434,Eimer::N,vědro,bwced
435,Eimer::N,vědro,cunnog
436,Deckel::N,víko,caead
437,Deckel::N,příklop,caead
438,Geschirr::N,nádobí,llestri
439,Sack::N,pytel,sach
440,Tasse::N,šálek,cwpan
441,Topf::N,hrnec,pot
442,Topf::N,hrnec,crochan
443,Kessel::N,kotel,tegell
444,Essen::N,jídlo,pryd o fwyd
445,Nahrung::N,strava,bwyd
446,Nahrung::N,potrava,bwyd
447,Speise::N,jídlo,saig
448,Fleisch::N,maso,cig
449,Getreide::N,obilí,ŷd
450,Getreide::N,obilí,llafur
451,Brei::N,kaše,uwd
452,Brot::N,chléb,bara
453,Scheibe::N,krajíc,tafell
454,Fett::N,tuk,saim
455,Fett::N,tuk,braster
456,Fett::N,omastek,saim
457,Fett::N,omastek,braster
458,Butter::N,máslo,ymenyn
459,Öl::N,olej,olew
460,Salz::N,sůl,halen
461,Suppe::N,polévka,cawl
462,Honig::N,med,mêl
463,Milch::N,mléko,llaeth
464,Milch::N,mléko,llefrith
465,Tee::N,čaj,te
466,Leder::N,kůže,lledr
467,Wolle::N,vlna,gwlân
468,Stoff::N,látka,lliain
469,Stoff::N,látka,brethyn
470,Nadel::N,jehla,nodwydd
471,Faden::N,nit,edau
472,Faden::N,nit,edefyn
473,Knopf::N,knoflík,botwm
474,Knoten::N,uzel,cwlwm
475,Farbe::N,barva,paent
476,Kleidung::N,šaty,dillad
477,Kleidung::N,šaty,gwisgoedd
478,Kleidung::N,šatstvo,dillad
479,Kleidung::N,šatstvo,gwisgoedd
480,Hemd::N,košile,crys
481,Kragen::N,límec,coler
482,Ärmel::N,rukáv,llawes
483,Hose::N,kalhoty,trowsus
484,Gürtel::N,pás,gwregys
485,Gürtel::N,opasek,gwregys
486,Mütze::N,čepice,cap
487,Schuh::N,bota,esgid
488,Stiefel::N,holínka,botasen
489,Ring::N,prsten,modrwy
490,Band::N,pásek,rhuban
491,Kamm::N,hřeben,crib
492,Spiegel::N,zrcadlo,drych
493,Riemen::N,řemen,strap
494,Schnur::N,šňůra,llinyn
495,Leine::N,vodítko,tennyn
496,Decke::N,pokrývka,blanced
497,Decke::N,pokrývka,gwrthban
498,Decke::N,přikrývka,blanced
499,Decke::N,přikrývka,gwrthban
500,Kissen::N,polštář,clustog
501,Kissen::N,polštář,gobennydd
502,Tuch::N,šátek,sgarff
503,Handtuch::N,ručník,tywel
504,Handtuch::N,ručník,lliain sychu
505,Kraft::N,síla,grym
506,Stärke::N,síla,nerth
507,Stärke::N,síla,cryfder
508,Gesundheit::N,zdraví,iechyd
509,Krankheit::N,nemoc,afiechyd
510,Krankheit::N,nemoc,anhwylder
511,Krankheit::N,choroba,afiechyd
512,Krankheit::N,choroba,anhwylder
513,Schmerz::N,bolest,poen
514,Schmerz::N,bolest,gwayw
515,Wunde::N,rána,clwyf
516,Fieber::N,horečka,twymyn
517,Arznei::N,lék,meddyginiaeth
518,Brücke::N,most,pont
519,Brunnen::N,studna,ffynnon
520,Weide::N,pastva,porfa
521,Weide::N,pastvina,porfa
522,Pfad::N,pěšina,llwybr
523,Weg::N,cesta,ffordd
524,Straße::N,silnice,heol
525,Straße::N,silnice,ffordd
526,Dorf::N,vesnice,pentref
527,Stadt::N,město,tref
528,Brief::N,dopis,llythyr
529,Buch::N,kniha,llyfr
530,Buchstabe::N,písmeno,llythyren
531,Zeitung::N,noviny,papur newydd
532,Leben::N,život,bywyd
533,Tod::N,smrt,marwolaeth
534,Grab::N,hrob,bedd
535,Kirche::N,kostel,eglwys
536,Sünde::N,hřích,pechod
537,Gott::N,bůh,duw
538,Arbeiter::N,dělník,gweithiwr
539,Arbeiter::N,pracovník,gweithiwr
540,Chef::N,šéf,pennaeth
541,Chef::N,vedoucí,pennaeth
542,Meister::N,mistr,meistr
543,Arzt::N,lékař,meddyg
544,Lehrer::N,učitel,athro
545,Geld::N,peníze,pres
546,Geld::N,peníze,arian
547,Geschäft::N,obchod,busnes
548,Laden::N,krám,siop
549,Preis::N,cena,pris
550,Ware::N,zboží,nwydd
551,Nutzen::N,užitek,elw
552,Nutzen::N,užitek,budd
553,Reichtum::N,bohatství,cyfoeth
554,Welt::N,svět,byd
555,Land::N,země,gwlad
556,Staat::N,stát,gwladwriaeth
557,König::N,král,brenin
558,Macht::N,moc,grym
559,Macht::N,moc,awdurdod
560,Macht::N,mocnost,grym
561,Macht::N,mocnost,awdurdod
562,Grenze::N,hranice,ffin
563,Grenze::N,hranice,goror
564,Krieg::N,válka,rhyfel
565,Feind::N,nepřítel,gelyn
566,Gewalt::N,násilí,ffyrnigrwydd
567,Kampf::N,boj,brwydr
568,Bogen[Waffe]::N,luk,bwa
569,Pfeil::N,šíp,saeth
570,Gewehr::N,puška,dryll
571,Gewehr::N,ručnice,dryll
572,Fehler::N,chyba,gwall
573,Fehler::N,chyba,camgymeriad
574,Lüge::N,lež,celwydd
575,Lüge::N,lež,anwiredd
576,Schaden::N,škoda,niwed
577,Schaden::N,škoda,difrod
578,Unglück::N,neštěstí,anffawd
579,Schuld::N,vina,bai
580,Alter::N,věk,oed
581,Schluss::N,konec,diwedd
582,Zeit::N,čas,amser
583,Tag::N,den,dydd
584,Tag::N,den,diwrnod
585,Morgen::N,ráno,bore
586,Morgen::N,jitro,bore
587,Mittag::N,poledne,nawn
588,Abend::N,večer,noswaith
589,Nacht::N,noc,nos
590,Woche::N,týden,wythnos
591,Monat::N,měsíc,mis
592,Jahr::N,rok,blwyddyn
593,Frühling::N,jaro,gwanwyn
594,Sommer::N,léto,haf
595,Herbst::N,podzim,hydref
596,Winter::N,zima,gaeaf
597,Januar::N,leden,Ionawr
598,Februar::N,únor,Chwefror
599,März::N,březen,Mawrth
600,April::N,duben,Ebrill
601,Mai::N,květen,Mai
602,Juni::N,červen,Mehefin
603,Juli::N,červenec,Gorffennaf
604,August::N,srpen,Awst
605,September::N,září,Medi
606,Oktober::N,říjen,Hydref
607,November::N,listopad,Tachwedd
608,Dezember::N,prosinec,Rhagfyr
609,Montag::N,pondělí,dydd Llun
610,Montag::N,pondělek,dydd Llun
611,Dienstag::N,úterý,dydd Mawrth
612,Mittwoch::N,středa,dydd Mercher
613,Donnerstag::N,čtvrtek,dydd Iau
614,Freitag::N,pátek,dydd Gwener
615,Samstag::N,sobota,dydd Sadwrn
616,Sonntag::N,neděle,dydd Sul
617,groß::A,velký,mawr
618,klein::A,malý,bach
619,lang::A,dlouhý,hir
620,kurz::A,krátký,byr
621,kurz::A,krátký,cwta
622,breit::A,široký,llydan
623,schmal::A,úzký,cul
624,dicht::A,hustý,dwys
625,dick[Gegenstand]::A,tlustý,trwchus
626,dünn::A,tenký,tenau
627,fein::A,jemný,main
628,fest::A,pevný,cadarn
629,flach::A,plochý,gwastad
630,flach::A,placatý,gwastad
631,glatt::A,hladký,llyfn
632,hart::A,tvrdý,caled
633,weich::A,měkký,meddal
634,rund::A,kulatý,crwn
635,rund::A,okrouhlý,crwn
636,spitz::A,špičatý,pigfain
637,scharf::A,ostrý,miniog
638,stumpf::A,tupý,pŵl
639,schwer::A,těžký,trwm
640,schön::A,pěkný,teg
641,schön::A,pěkný,hardd
642,schön::A,pěkný,prydferth
643,schön::A,krásný,teg
644,schön::A,krásný,hardd
645,schön::A,krásný,prydferth
646,heiß::A,horký,poeth
647,warm::A,teplý,twym
648,warm::A,teplý,cynnes
649,kalt::A,studený,oer
650,kühl::A,chladný,oeraidd
651,frisch::A,svěží,iach
652,feucht::A,vlhký,llaith
653,nass::A,mokrý,gwlyb
654,trocken::A,suchý,sych
655,voll::A,plný,llawn
656,leer::A,prázdný,gwag
657,offen::A,otevřený,agored
658,geschlossen::A,zavřený,caead
659,geschlossen::A,zavřený,caeëdig
660,sauber::A,čistý,glân
661,schmutzig::A,špinavý,budr
662,schmutzig::A,špinavý,brwnt
663,roh::A,syrový,amrwd
664,reif::A,zralý,aeddfed
665,lecker::A,chutný,blasus
666,lecker::A,chutný,danteithiol
667,süß::A,sladký,melys
668,bitter::A,hořký,chwerw
669,sauer::A,kyselý,sur
670,hell::A,světlý,disglair
671,dunkel::A,temný,tywyll
672,schwarz::A,černý,du
673,weiß::A,bílý,gwyn
674,rot::A,rudý,coch
675,rot::A,červený,coch
676,gelb::A,žlutý,melyn
677,blau::A,modrý,glas
678,grün::A,zelený,gwyrdd
679,grau::A,šedý,llwyd
680,grau::A,šedivý,llwyd
681,bunt::A,pestrý,lliwgar
682,billig::A,levný,rhad
683,billig::A,laciný,rhad
684,teuer::A,drahý,drud
685,wertvoll::A,cenný,gwerthfawr
686,blind::A,slepý,dall
687,taub::A,hluchý,byddar
688,kräftig::A,silný,nerthol
689,kräftig::A,silný,grymus
690,stark::A,silný,cryf
691,stark::A,silný,cadarn
692,schwach::A,slabý,gwan
693,fett::A,tučný,tew
694,fett::A,tlustý,tew
695,schlank::A,štíhlý,main
696,hübsch::A,hezký,tlws
697,böse::A,zlý,drwg
698,dumm::A,hloupý,twp
699,faul::A,líný,diog
700,fleißig::A,pilný,dyfal
701,geizig::A,lakomý,crintach
702,geizig::A,lakomý,cybyddlyd
703,klug::A,chytrý,deallus
704,geschickt::A,šikovný,medrus
705,geschickt::A,šikovný,deheuig
706,lieb::A,milý,hoff
707,lieb::A,milý,annwyl
708,lustig::A,veselý,llon
709,sanft::A,mírný,mwyn
710,hungrig::A,hladový,newynog
711,krank::A,nemocný,sâl
712,krank::A,nemocný,gwael
713,nackt::A,nahý,noeth
714,traurig::A,smutný,trist
715,traurig::A,truchlivý,trist
716,lebendig::A,živý,yn fyw
717,gut::A,dobrý,da
718,schlecht::A,špatný,drwg
719,schlecht::A,špatný,gwael
720,richtig::A,pravý,cywir
721,richtig::A,správný,cywir
722,schlimm::A,zlý,enbyd
723,wahr::A,pravdivý,gwir
724,alt::A,starý,hen
725,neu::A,nový,newydd
726,ehemalig::A,bývalý,blaenorol
727,alt[Lebewesen]::A,starý,oedrannus
728,jung::A,mladý,ifanc
729,arm::A,chudý,tlawd
730,reich::A,bohatý,cyfoethog
731,bekannt::A,známý,cynefin
732,bekannt::A,známý,cyfarwydd
733,berühmt::A,slavný,enwog
734,fremd::A,cizí,estron
735,verschieden::A,různý,gwahanol
736,verschieden::A,rozličný,gwahanol
737,nah::A,blízký,agos
738,fern::A,daleký,pell
739,linker::A,levý,aswy
740,linker::A,levý,chwith
741,rechter::A,pravý,de
742,rechter::A,pravý,deau
743,anderer::A,jiný,arall
744,erster::A,první,cyntaf
745,zweiter::A,druhý,ail
746,dritter::A,třetí,trydydd
747,letzter::A,poslední,olaf
748,allein::ADV,sám,unig
749,allein::ADV,sám,ar ei ben ei hun
750,auf einmal::ADV,najednou,ar yr un pryd
751,zusammen::ADV,spolu,ynghyd
752,zusammen::ADV,spolu,gyda'i gilydd
753,zusammen::ADV,dohromady,ynghyd
754,zusammen::ADV,dohromady,gyda'i gilydd
755,lange::ADV,dlouho,amser hir
756,plötzlich::ADV,vtom,yn sydyn
757,plötzlich::ADV,náhle,yn sydyn
758,sofort::ADV,hned,ar unwaith
759,sofort::ADV,ihned,ar unwaith
760,später::ADV,později,yn ddiweddarach
761,jetzt::ADV,teď,yn awr
762,jetzt::ADV,nyní,yn awr
763,heute::ADV,dnes,heddiw
764,heute::ADV,dneska,heddiw
765,morgen::ADV,zítra,yfory
766,bald::ADV,brzo,yn fuan
767,bald::ADV,brzo,gyda hyn
768,dann::ADV,pak,yna
769,dann::ADV,pak,y pryd hwnnw
770,dann::ADV,potom,yna
771,dann::ADV,potom,y pryd hwnnw
772,gestern::ADV,včera,ddoe
773,einst::ADV,kdysi,gynt
774,damals::ADV,tehdy,ar y pryd
775,damals::ADV,tehdy,bryd hynny
776,damals::ADV,tenkrát,ar y pryd
777,damals::ADV,tenkrát,bryd hynny
778,danach::ADV,podle toho,wedyn
779,vorher::ADV,dříve,o'r blaen
780,vorher::ADV,napřed,o'r blaen
781,zuerst::ADV,nejprve,yn gyntaf
782,zuerst::ADV,nejdříve,yn gyntaf
783,einmal::ADV,jednou,unwaith
784,manchmal::ADV,někdy,weithiau
785,manchmal::ADV,někdy,ar brydiau
786,oft::ADV,často,yn aml
787,oft::ADV,často,yn fynych
788,immer::ADV,vždy,bob amser
789,immer::ADV,stále,bob amser
790,niemals::ADV,nikdy,ni ... byth
791,niemals::ADV,nikdy,ni ... erioed
792,hier::ADV,zde,yma
793,hier::ADV,tady,yma
794,hierhin::ADV,sem,hyd yma
795,von hier::ADV,odtud,oddi yma
796,dort::ADV,tam,acw
797,dorthin::ADV,tam,tuag yno
798,geradeaus::ADV,rovně,syth ymlaen
799,vorwärts::ADV,kupředu,ymlaen
800,rückwärts::ADV,zpět,yn ôl
801,zurück::ADV,zpět,yn ôl
802,zurück::ADV,nazpět,yn ôl
803,unten::ADV,dole,isod
804,unten::ADV,dole,oddi tanodd
805,hinab::ADV,dolů,i lawr
806,hinab::ADV,dolů,i waered
807,oben::ADV,nahoře,fry
808,oben::ADV,navrchu,fry
809,hinauf::ADV,nahoru,i fyny
