,Concept_ID,kn,br
180,Grube::N,ಗುಂಡಿ,
181,Falle::N,ಬೋನು,pech
182,Schlinge::N,ಉರುಲು,krouglas
183,Spur::N,ಜಾಡು,
184,Asche::N,ಬೂದಿ,ludu
185,Dreck::N,ಹೊಲಸು,fank
186,Eisen::N,ಕಬ್ಬಿಣ,houarn
187,Gold::N,ಚಿನ್ನ,aour
188,Silber::N,ಬೆಳ್ಳಿ,arc'hant
189,Kohle::N,ಕಲ್ಲಿದ್ದಲು,glaou
190,Glas::N,ಗಾಜು,gwer
191,Lehm::N,ಜೇಡಿಮಣ್ಣು,
192,Sand::N,ಮರಳು,traezh
193,Mensch::N,ಪುರುಷ,den
194,Mann::N,ಆಳು,den
195,Frau::N,ಹೆಣ್ಣು,maouez
196,Kind::N,ಮಗು,bugel
197,Junge::N,ಹುಡುಗ,paotr
198,Mädchen::N,ಹುಡುಗಿ,plac'h
199,Familie::N,ಕುಟುಂಬ,familh
200,Großvater::N,ಅಜ್ಜ,tad-kozh
201,Großmutter::N,ಅಮ್ಮ,mamm-gozh
202,Eltern::N,ಹೆತ್ತವರು,kerent
203,Vater::N,ತಂದೆ,tad
204,Mutter::N,ಅಮ್ಮ,mamm
205,Sohn::N,ಮಗ ,mab
206,Tochter::N,ಮಗಳು,merc'h
207,Bruder::N,ತಮ್ಮ,breur
208,Schwester::N,ತಂಗಿ,c'hoar
209,Onkel::N,ಸೋದರಮಾವ,eontr
210,Onkel::N,ದೊಡ್ಡಪ್ಪ,eontr
211,Tante::N,ಚಿಕ್ಕಮ್ಮ,moereb
212,Ehemann::N,ಗಂಡ,gwaz
213,Ehefrau::N,ಹೆಂಡತಿ,gwreg
214,Freude::N,ನಲಿವು,levenez
215,Gelächter::N,ನಗೆ,c'hoarzherezh
216,Glück::N,ಆನಂದ,chañs
217,Kummer::N,ದುಃಖ,doan
218,Wunsch::N,ಬಯಕೆ,c'hoant
219,Lust::N,ಇಷ್ಟ,c'hoant
220,Geist::N,ಆತ್ಮ,spered
221,Gedanke::N,ಯೋಚನೆ,soñj
222,Gedächtnis::N,ಸ್ಮರಣೆ,eñvor
223,Verstand::N,ಮನಸ್ಸು,skiant
224,Sinn::N,ಅರ್ಥ,ster
225,Grund::N,ಕಾರಣ,kaoz
226,Wahrheit::N,ಸತ್ಯ,gwirionez
227,Gespräch::N,ಸಂಭಾಷಣೆ,kaozeadenn
228,Märchen::N,ಸುಳ್ಳು ಕಥೆ,kaoz korriganez
229,Erzählung::N,ಕಥೆ,kontadenn
230,Nachricht::N,ಸಂದೇಶ,keloù
231,Neuigkeit::N,ಸುದ್ದಿ,kelaouenn
232,Name::N,ಹೆಸರು,anv
233,Rätsel::N,ಒಗಟು,divinatez
234,Rede::N,ಮಾತು,diskour
235,Sprache::N,ಭಾಷೆ,yezh
236,Stimme::N,ಧ್ವನಿ,mouezh
237,Wort::N,ಮಾತು,ger
238,Zeichen::N,ಗುರುತು,sin
239,Ruf::N,ಕೂಗು,galv
240,Lärm::N,ಸದ್ದು,trouz
241,Laut::N,ಶಬ್ದ,
242,Ton::N,ನಾದ,ton
243,Lied::N,ಗಾನ,kanaouenn
244,Ruhe::N,ಶಾಂತಿ,sioulded
245,Leute::N,ಮಂದಿ,tud
246,Volk::N,ಜನಾಂಗ,pobl
247,Arbeit::N,ಕೆಲಸ,labour
248,Gast::N,ಅತಿಥಿ,kouviad
249,Geschenk::N,ಕಾಣಿಕೆ,prof
250,Spiel::N,ಆಟ,c'hoari
251,Gesellschaft::N,ಸಂಗ,kompagnunezh
252,Gesellschaft::N,ಸಂಗ,kavandad
253,Hilfe::N,ಸಹಾಯ,sikour
254,Freund::N,ಸ್ನೇಹಿತ,mignon
255,Kamerad::N,ಜೊತೆಗಾರ,kamarad
256,Angelegenheit::N,ವಿಚಾರ,afer
257,Anzahl::N,ಎಣಿಕೆ,niver
258,Art::N,ತರ,sort
259,Stück::N,ತುಂಡು,tamm
260,Teil::N,ಭಾಗ,pezh
261,Hälfte::N,ಅರ್ಧ,hanterenn
262,Kreis::N,ವೃತ್ತ,kelc'h
263,Kreuz::N,ಶಿಲುಬೆ,kroaz
264,Linie::N,ರೀಖೆ,linenn
265,Strich::N,ಗೀಟು,tenn
266,Abstand::N,ಅಂತರ,distok
267,Entfernung::N,ದೂರ,keid
268,Entfernung::N,ದೂರ,kehid
269,Gegend::N,ವಿಸ್ತೀರ್ಣ,korn-bro
270,Platz::N,ಅಂತರ,plasenn
271,Ort::N,ಸ್ಥಳ,lec'h
272,Seite::N,ಪಕ್ಷ,tu
273,Mitte::N,ನಡು,kreiz
274,Gegenstand::N,ವಸ್ತು,tra
275,Sache::N,ವಸ್ತು,tra
276,Rand::N,ಅಂಚು,kantenn
277,Kante::N,ಅಂಚು,kantenn
278,Ecke::N,ಮೂಲೆ,korn
279,Spitze::N,ತುದಿ,begell
280,Ende::N,ಕೊನೆ,dibenn
281,Loch::N,ತೂತು,toull
282,Winkel::N,ಕೋನ,
283,Muster::N,ನಮೂನೆ,tresadenn
284,Größe::N,ಪ್ರಮಾಣ,ment
285,Länge::N,ಉದ್ದ,hirder
286,Höhe::N,ಎತ್ತರ,uhelder
287,Gewicht::N,ತೂಕ,pouez
288,Menge::N,ಮೊತ್ತ,bern
289,Haufen::N,ರಾಶಿ,bern
290,Reihe::N,ಸಾಲು,steud
291,Boot::N,ದೋಣಿ,bag
292,Ruder::N,ಹುಟ್ಟು,roeñv
293,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,trainell
294,Ski::N,ಜಾರುಪಟ್ಟಿ,ski
295,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,
296,Last::N,ಹೊರೆ,karg
297,Gang::N,ತಿರುಗಾಟ,kerzh
298,Schritt::N,ಹೆಜ್ಜೆ,paz
299,Norden::N,ಉತ್ತರ,norzh
300,Norden::N,ಉತ್ತರ,hanternoz
301,Süden::N,ದಕ್ಷಿಣ,su
302,Süden::N,ದಕ್ಷಿಣ,kreisteiz
303,Westen::N,ಪಶ್ಚಿಮ,kuzh-heol
304,Osten::N,ಮೂಡಲು,reter
305,Osten::N,ಮೂಡಲು,sav-heol
306,Holz::N,ಚೌಬೀನೆ,koad
307,Brett::N,ಹಲಗೆ,plankenn
308,Platte::N,ಹಲಗೆ,plakenn
309,Stütze::N,ಆಸರೆ,harp
310,Stange::N,ಕಂಬ,sparl
311,Stock::N,ಕೋಲು,bazh
312,Stab::N,ದೊಣ್ಣೆ,bazh
313,Rohr::N,ನಳಿಕೆ,tub
314,Rohr::N,ನಳಿಕೆ,korz
315,Haus::N,ಮನೆ,ti
316,Heim::N,ಗೃಹ,kêr
317,Ofen::N,ಒಲೆ,forn
318,Fußboden::N,ನೆಲ,plañchod
319,Tisch::N,ಮೇಜು,taol
320,Stuhl::N,ಕುರ್ಚಿ,kador
321,Wiege::N,ತೊಟ್ಟಿಲು,kavell
322,Bett::N,ಹಾಸಿಗೆ,gwele
323,Regal::N,ಬೀರು,estajerenn
324,Kiste::N,ಪಟ್ಟಿಗೆ,kased
325,Fenster::N,ಕಿಟಕಿ,prenestr
326,Tür::N,ಬಾಗಿಲು,dor
327,Tor::N,ಹೆಬ್ಬಾಗಿಲು,portal
328,Zaun::N,ಬೇಲಿ,sklotur
329,Dach::N,ಮಾಳಿಗೆ,toenn
330,Leiter::N,ಏಣಿ,skeul
331,Besen::N,ಪೊರಕೆ,skubell
332,Spaten::N,ಗುದ್ದಲಿ,pal
333,Schaufel::N,ಸನಿಕೆ,pal
334,Gabel::N,ಕವಲು,fourchetez
335,Löffel::N,ಚಮಚ,loa
336,Messer::N,ಚಾಕು,kontell
337,Nagel::N,ಆಣಿ,tach
338,Netz::N,ಬಲೆ,roued
339,Haken::N,ಕೊಂಡಿ,krog
340,Griff::N,ಹಿಡಿ,kemer
341,Schloss::N,ವೀಗ,potenn
342,Bild::N,ಚಿತ್ರ,skeudenn
343,Figur::N,ಆಕಾರ,skeud
344,Figur::N,ಆಕಾರ,figur
345,Puppe::N,ಗೊಂಬೆ,merc'hodenn
346,Beutel::N,ಸಂಚಿ,sac'h
347,Bündel::N,ಕಟ್ಟು,feskenn
348,Tasche::N,ಚೀಲ,sac'h
349,Eimer::N,ಬಾನೆ,sailh
350,Deckel::N,ಮುಚ್ಚಳ,pallenn
351,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,listriaj
352,Sack::N,ಮೂಟೆ,sac'h
353,Tasse::N,ಬಟ್ಟಲು,tas
354,Topf::N,ಮಡಕೆ,pod
355,Kessel::N,ಕೆಟಲ್,chaodouron
356,Essen::N,ಊಟ,pred
357,Nahrung::N,ಆಹಾರ,boued
358,Speise::N,ಊಟ,meuz
359,Fleisch::N,ಮಾಂಸ,kig
360,Getreide::N,ಧಾನ್ಯ,ed
361,Brei::N,ಗಂಜಿ,yod
362,Brot::N,ರೊಟ್ಟಿ,bara
363,Scheibe::N,ಹೋಳು,tailhenn
364,Fett::N,ಕೊಬ್ಬು,lard
365,Butter::N,ಬೆಣ್ಣೆ,amann
366,Öl::N,ಎಣ್ಣೆ,eoul
367,Salz::N,ಉಪ್ಪು,holen
368,Suppe::N,ಎಸರು,soubenn
369,Honig::N,ಮಧು,mel
370,Milch::N,ಹಾಲು,laezh
371,Tee::N,ಚಹ,te
372,Leder::N,ಚಕ್ಕಳ,lêr
373,Wolle::N,ಉಣ್ಣೆ,gloan
374,Stoff::N,ಬಟ್ಟೆ,danvez
375,Nadel::N,ಸೂಜಿ,nadoz
376,Faden::N,ದಾರ,neudenn
377,Knopf::N,ಗುಂಡು,bouton
378,Knoten::N,ಗಂಟು,skoulm
379,Farbe::N,ಬಣ್ಣ,liv
380,Kleidung::N,ಅರಿವೆ,dilhad
381,Hemd::N,ಅಂಗಿ,roc'hed
382,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,gouzoug
383,Ärmel::N,ತೋಳು,milgin
384,Hose::N,ಇಜಾರ,bragoù
385,Gürtel::N,ಬೆಲ್ಟು,gouriz
386,Mütze::N,ಟೋಪಿ,boned
387,Schuh::N,ಪಾದರಕ್ಷೆ,botez
388,Stiefel::N,ಬೂಟು,botez
389,Ring::N,ಉಂಗುರ,gwalenn
390,Band::N,ರಿಬ್ಬನ್,bagad
391,Kamm::N,ಹಣಿಗೆ,krib
392,Spiegel::N,ಕನ್ನಡಿ,melezour
393,Riemen::N,ಬಾರು,lerenn
394,Schnur::N,ಹುರಿ,kordenn
395,Leine::N,ಹಗ್ಗ,roll
396,Decke::N,ಕಂಬಳಿ,golo
397,Kissen::N,ದಿಂಬು,goubenner
398,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,mezher
399,Handtuch::N,ಚೌಕ,toailhon
400,Kraft::N,ಬಲ,nerzh
401,Stärke::N,ಶಕ್ತಿ,nerzhder
402,Gesundheit::N,ಆರೋಗ್ಯ,yec'hed
403,Krankheit::N,ರೋಗ,klañved
404,Schmerz::N,ನೋವು,poan
405,Schmerz::N,ನೋವು,droug
406,Wunde::N,ಗಾಯ,gloazadenn
407,Fieber::N,ಜ್ವರ,terzhienn
408,Arznei::N,ಔಷಧ,louzoù
409,Brücke::N,ಸೇತುವೆ,pont
410,Brunnen::N,ಬಾವಿ,puñs
411,Weide::N,ಗೋಮಾಳ,prad
412,Pfad::N,ದಾರಿ,gwenodenn
413,Weg::N,ಹಾದಿ,hent
414,Straße::N,ರಸ್ತೆ,ru
415,Straße::N,ರಸ್ತೆ,hent
416,Dorf::N,ಹಳ್ಳಿ,kêr
417,Dorf::N,ಹಳ್ಳಿ,kêriadenn
418,Stadt::N,ಪಟ್ಟಣ,kêr
419,Brief::N,ಕಾಗದ,lizher
420,Buch::N,ಪುಸ್ತಕ,levr
421,Buchstabe::N,ಅಕ್ಷರ,lizherenn
422,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,kazetenn
423,Leben::N,ಜೀವನ,buhez
424,Tod::N,ಮರಣ,marv
425,Grab::N,ಗೋರಿ,bez
426,Kirche::N,ಚರ್ಚು,iliz
427,Sünde::N,ಪಾಪ,pec'hed
428,Gott::N,ದೇವರು,doue
429,Arbeiter::N,ಕೆಲಸಗಾರ,labourer
430,Arbeiter::N,ಕೆಲಸಗಾರ,micherour
431,Chef::N,ದಣಿ,penn
432,Meister::N,ಶಿಕ್ಷಕ,mestr
433,Arzt::N,ವೈದ್ಯ,mezeg
434,Arzt::N,ವೈದ್ಯ,medisin
435,Lehrer::N,ಉಪಾಧ್ಯಾಯ,skolaer
436,Lehrer::N,ಉಪಾಧ್ಯಾಯ,kelenner
437,Geld::N,ಹಣ,arc'hant
438,Geschäft::N,ವಾಣಿಜ್ಯ,stal
439,Laden::N,ಅಂಗಡಿ,stal
440,Preis::N,ಬೆಲೆ,priz
441,Ware::N,ಸರಕು,marc'hadourezh
442,Nutzen::N,ಲಾಭ,gounidegezh
443,Nutzen::N,ಲಾಭ,lañs
444,Nutzen::N,ಲಾಭ,profit
445,Nutzen::N,ಲಾಭ,spleit
446,Reichtum::N,ಸಂಪತ್ತು,pinvidigezh
447,Welt::N,ಭೂಲೋಕ,douar
448,Land::N,ದೇಶ,bro
449,Staat::N,ರಾಜ್ಯ,stad
450,König::N,ರಾಜ,roue
451,Macht::N,ಅಧಿಕಾರ,galloud
452,Grenze::N,ಗಡಿ,harzoù
453,Krieg::N,ಯುದ್ಧ,brezel
454,Feind::N,ಶತ್ರು,eneber
455,Gewalt::N,ಹಿಂಸೆ,tâerder
456,Kampf::N,ಹೋರಾಟ,kann
457,Bogen[Waffe]::N,ಬಿಲ್ಲು,gwareg
458,Pfeil::N,ಅಂಬು,saezh
459,Gewehr::N,ಬಂದೂಕು,fuzuilh
460,Fehler::N,ತಪ್ಪು,fazi
461,Lüge::N,ಸುಳ್ಳು,gaou
462,Schaden::N,ಹಾನಿ,gwall
463,Unglück::N,ಅಪಾಯ,gwalleur
464,Schuld::N,ದೋಷ,kablusted
465,Schuld::N,ದೋಷ,pec'hedigezh
466,Alter::N,ಮುಪ್ಪು,oad
467,Schluss::N,ಮುಕ್ತಾಯ,diwezh
468,Zeit::N,ಕಾಲ,amzer
469,Tag::N,ದಿನ,deizh
470,Morgen::N,ಮುಂಜಾನೆ,beure
471,Morgen::N,ಮುಂಜಾನೆ,mintin
472,Mittag::N,ನಡುಹಗಲು,kreisteiz
473,Abend::N,ಸಂಜೆ,abardaez
474,Nacht::N,ರಾತ್ರಿ,noz
475,Woche::N,ವಾರ,sizhun
476,Monat::N,ತಿಂಗಳು,miz
477,Jahr::N,ಸಂವತ್ಸರ,bloaz
478,Frühling::N,ವಸಂತ,nevezamzer
479,Sommer::N,ಬಿಸಿಲುಕಾಲ,hañv
480,Herbst::N,ಶರತ್ಕಾಲ,diskaramzer
481,Winter::N,ಚಳಿಗಾಲ,goañv
482,Januar::N,ನಾಲ್ಚಳಿ,Genver
483,Februar::N,ಅಯ್ಚಳಿ,C'hwevrer
484,März::N,ಮೊಬ್ಬೇಸಿಗೆ,Meurzh
485,April::N,ಇಬ್ಬೇಸಿಗೆ,Ebrel
486,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,Mae
487,Juni::N,ಮೊಮ್ಮಳೆ,Mezheven
488,Juli::N,ಇಮ್ಮಳೆ,Gouhere
489,August::N,ಮುಮ್ಮಳೆ,Eost
490,September::N,ನಾಲ್ಮಳೆ,Gwengolo
491,Oktober::N,ಮೊಚ್ಚಳಿ,Here
492,November::N,ಇಚ್ಚಳಿ,Du
493,Dezember::N,ಮುಚ್ಚಳಿ,Kerzu
494,Montag::N,ಸೋಮುವಾರ,Lun
495,Dienstag::N,ಮಂಗಳವಾರ,Meurzh
496,Mittwoch::N,ಬುಧವಾರ,Merc'her
497,Donnerstag::N,ಗುರುವಾರ,Yaou
498,Freitag::N,ಶುಕ್ರವಾರ,Gwener
499,Samstag::N,ಶನಿವಾರ,Sadorn
500,Sonntag::N,ಭಾನುವಾರ,Sul
501,groß::A,ದೊಡ್ಡ,bras
502,klein::A,ಪುಟ್ಟ,bihan
503,lang::A,ದೀರ್ಘ,hir
504,kurz::A,ಚಕ್ಕ,berr
505,breit::A,ಅಗಲವಾದ,ledan
506,schmal::A,ಇಕ್ಕಟ್ಟಾದ,strizh
507,dicht::A,ದಟ್ಟ,stank
508,dick[Gegenstand]::A,ದಟ್ಟ,tev
509,dünn::A,ತೆಳು,moan
510,fein::A,ಕೋಮಲ,munut
511,fest::A,ಘನ,start
512,flach::A,ಚಪ್ಪಟೆ,plaen
513,glatt::A,ನಯ,lintr
514,glatt::A,ನಯ,levn
515,hart::A,ಗಟ್ಟಿ,kalet
516,weich::A,ಮೃದುವಾದ,blot
517,rund::A,ವರ್ತುಳ,ront
518,spitz::A,ಮೊನಚಾದ,poentet
519,scharf::A,ತೀಕ್ಷ್ಣ,dremm
520,stumpf::A,ಮೊಂಡು,talsoc'h
521,schwer::A,ಭಾರಿ,pounner
522,schön::A,ಸುಂದರ,kaer
523,heiß::A,ಬಿಸಿ,tomm
524,warm::A,ಬಿಸಿ,tomm
525,kalt::A,ತಣ್ಣನೆಯ,yen
526,kühl::A,ತಂಪಾದ,yen
527,frisch::A,ನಿರ್ಮಲ,fresk
528,feucht::A,ಒದ್ದೆಯಾದ,gleb
529,nass::A,ಒದ್ದೆಯಾದ,gleb
530,trocken::A,ಶುಷ್ಕ,sec'h
531,voll::A,ತುಂಬಿದ,leun
532,leer::A,ಖಾಲಿ,goullo
533,offen::A,ಮುಚ್ಚಲ್ಲದ,digor
534,geschlossen::A,ಮುಚ್ಚಿದ,serr
535,sauber::A,ಶುದ್ಧ,naet
536,schmutzig::A,ಅಶುದ್ಧ,lous
537,roh::A,ಹಸಿ,kriz
538,reif::A,ಹಣ್ಣಾದ,darev
539,lecker::A,ಗುಚಿಕರ,lipous
540,lecker::A,ಗುಚಿಕರ,saourus
541,süß::A,ಸಿಹಿ,dous
542,bitter::A,ಕಹಿ,c'hwerv
543,sauer::A,ಹುಳಿಯಾದ,trenk
544,hell::A,ಹೊಳೆಯುವ,sklaer
545,dunkel::A,ಮಬ್ಬಾದ,teñval
546,schwarz::A,ಕಪ್ಪು,du
547,weiß::A,ಬಿಳಿಯ,gwenn
548,rot::A,ಕೆಂಪು,ruz
549,gelb::A,ಹಳದಯ,melen
550,blau::A,ನೀಲ,glas
551,grün::A,ಕಾಯಾದ,gwer
552,grau::A,ಬೂದುಬಣ್ಣದ,louet
553,bunt::A,ವರ್ಣರಂಜಿತ,liesliv
554,billig::A,ಅಗ್ಗ,marc'had-mat
555,teuer::A,ದುಬಾರಿಯಾದ,ker
556,wertvoll::A,ಅಮೂಲ್ಯ,prizius
557,blind::A,ಅಂಧ,dall
558,taub::A,ಕಿವುಡಾದ,bouzar
559,kräftig::A,ಪ್ರಬಲ,start
560,stark::A,ಶಕ್ತಿವಂತ,kreñv
561,schwach::A,ದುರ್ಬಲ,gwan
562,fett::A,ಕೊಬ್ಬಿದ,lard
563,schlank::A,ತೆಳ್ಳಗಿನ,sinkl
564,hübsch::A,ಅಂದವಾದ,koant
