,Concept_ID,da,kl
142,Stamm::N,stamme,kanaartaq
143,Rinde::N,bark,ameraq
144,Ast::N,gren,avalequt
145,Zweig::N,kvist,avalequt
146,Blatt::N,blad,pilutaq
147,Birke::N,birk,patitsit
148,Kiefer[Baum]::N,fyrretræ,
149,Weide[Baum]::N,piletræ,palleq
150,Tanne::N,gran,orsuerneq
151,Horn::N,horn,nassuk
152,Feder::N,fjer,suluk
153,Fell::N,skind,ameq
154,Flügel::N,vinge,suluk
155,Flügel::N,vinge,isaroq
156,Klaue::N,klov,kukik
157,Kralle::N,klo,kukik
158,Schwanz::N,hale,pamioq
159,Schwanz::N,hale,paperuusaq
160,Ei::N,æg,mannik
161,Nest::N,rede,ullut
162,Bau::N,bo,ini
163,Tier::N,dyr,uumasoq
164,Herde::N,flok,unguukkat
165,Kuh::N,ko,ussik
166,Bulle::N,tyr,angukulak
167,Bulle::N,tyr,anguteralak
168,Bulle::N,tyr,angutikulooq
169,Pferd::N,hest,
170,Schaf::N,får,sava
171,Schwein::N,gris,puuluki
172,Hund::N,hund,qimmeq
173,Katze::N,kat,puisaaq
174,Bär::N,bjørn,allaq
175,Eichhörnchen::N,egern,sissinnguaq
176,Elch::N,elg,
177,Fuchs::N,ræv,terianniaq
178,Hase::N,hare,ukaleq
179,Maus::N,mus,teriannguaq
180,Wolf::N,ulv,amaroq
181,Vogel::N,fugl,timmiaq
182,Schwarm::N,sværm,
183,Huhn::N,høne,kukkukooq
184,Huhn::N,høne,marloraaqaaq
185,Hahn::N,hane,kiasiusaq
186,Gans::N,gås,nerleq
187,Adler::N,ørn,nattoralik
188,Ente::N,and,
189,Eule::N,ugle,uppik
190,Kranich::N,trane,qorlorfik
191,Krähe::N,krage,tuluatsiaq
192,Kuckuck::N,gøg,kukkooq
193,Schwan::N,svane,qussuk
194,Fisch::N,fisk,aalisagaq
195,Barsch::N,aborre,
196,Hecht::N,gedde,
197,Schlange[Tier]::N,slange,pulateriarsuk
198,Schlange[Tier]::N,slange,pulateriaarsuk
199,Wurm::N,orm,
200,Spinne::N,edderkop,aasiaq
201,Spinne::N,edderkop,nissavaarsuk
202,Ameise::N,myre,uniaaluk
203,Laus::N,lus,kumak
204,Mücke::N,myg,ippernaq
205,Fliege::N,flue,ippernaq
206,Schmetterling::N,sommerfugl,paluaq
207,Schmetterling::N,sommerfugl,pakkaluaq
208,Schmetterling::N,sommerfugl,utsuppaluaq
209,Schmetterling::N,sommerfugl,taqaleqisaaq
210,Beere::N,bær,paarmaq
211,Beere::N,bær,paarngaq
212,Apfel::N,æble,iipili
213,Pilz::N,svamp,anngiusaq
214,Zwiebel::N,løg,uanitsoq
215,Saat::N,sæd,naatsiiassaq
216,Korn::N,korn,maannineq
217,Heu::N,hø,
218,Schale::N,skræl,niutsivik
219,Schale::N,skræl,ilulissaq qaartussaq
220,Grube::N,grav,itersaq
221,Falle::N,fælde,pualavoq
222,Schlinge::N,snare,orseq
223,Schlinge::N,snare,norloq
224,Spur::N,spor,tumaa
225,Asche::N,aske,arsat
226,Dreck::N,snavs,minguk
227,Eisen::N,jern,savimineq
228,Eisen::N,jern,saffiugassaq
229,Gold::N,guld,kuulti
230,Silber::N,sølv,siilviuvoq
231,Kohle::N,kul,aamarsuit aamaruutissat
232,Glas::N,glas,igalaaq
233,Glas::N,glas,imertarfik
234,Glas::N,glas,igalaamineq
235,Lehm::N,ler,marraq
236,Sand::N,sand,sioqqat
237,Mensch::N,mennesge,inuk
238,Mensch::N,mennesge,silamiu
239,Mann::N,mand,angut
240,Frau::N,kvinde,arnaq
241,Kind::N,barn,meeraq
242,Junge::N,dreng,nukappiaraq
243,Mädchen::N,pige,arnannguaq
244,Familie::N,familie,ilaqutakka
245,Familie::N,familie,ilaqutariit
246,Großvater::N,bedstefar,aatak
247,Großmutter::N,bedstemor,aanaq
248,Eltern::N,forældre,angajoqqaat
249,Vater::N,far,ataata
250,Vater::N,far,ataataq
251,Mutter::N,mor,anaana
252,Sohn::N,søn,erneq
253,Tochter::N,datter,panik
254,Bruder::N,bror,ani
255,Bruder::N,bror,aqqaluk
256,Bruder::N,bror,qatanngut
257,Schwester::N,søster,naja
258,Schwester::N,søster,aleqa
259,Schwester::N,søster,qatanngut
260,Onkel::N,onkel,akkak
261,Tante::N,tante,aja
262,Tante::N,tante,ajak
263,Tante::N,tante,atsak
264,Ehemann::N,ægtemand,ui
265,Ehefrau::N,hustru,nuliaq
266,Freude::N,glæde,tipaatsussuseq
267,Gelächter::N,latter,illaq
268,Glück::N,lykke,usornaat
269,Glück::N,lykke,usornarsuseq
270,Kummer::N,sorg,
271,Wunsch::N,ønske,kissaat
272,Lust::N,lyst,illigussuseq
273,Lust::N,lyst,piummaseq
274,Geist::N,ånd,anerneq
275,Geist::N,ånd,toornaq
276,Gedanke::N,tanke,isumassaq
277,Gedächtnis::N,hukommelse,eqqaamannissuseq
278,Verstand::N,forstand,isuma
279,Verstand::N,forstand,sianissut
280,Verstand::N,forstand,misigissut
281,Verstand::N,forstand,sianissuseq
282,Verstand::N,forstand,silaqassuseq
283,Sinn::N,mening,isuma
284,Sinn::N,betydning,isuma
285,Grund::N,grund,patsit
286,Wahrheit::N,sandhed,sallusuissut
287,Gespräch::N,samtale,
288,Märchen::N,eventyr,oqalualaarut
289,Märchen::N,eventyr,oqaluasaaq
290,Erzählung::N,fortælling,oqaluttuaq
291,Nachricht::N,efterretning,oqaassut
292,Nachricht::N,efterretning,oqqersuut
293,Neuigkeit::N,nyhed,tusarnartaq
294,Name::N,navn,ateq
295,Rätsel::N,gåde,nalorsitsaarut
296,Rede::N,tale,oqaluuseq
297,Sprache::N,sprog,oqaatsit
298,Stimme::N,stemme,erinaq
299,Stimme::N,stemme,qarluuseq
300,Wort::N,ord,oqaasii
301,Zeichen::N,tegn,nalunaaqqut
302,Ruf::N,råb,qaaqqussut
303,Lärm::N,larm,perpaluk
304,Laut::N,lyd,torsukattak
305,Ton::N,tone,erinaq
306,Lied::N,sang,taalliaq
307,Lied::N,sang,erinarsuut
308,Ruhe::N,ro,qatsunganeq
309,Ruhe::N,hvile,qatsunganeq
310,Leute::N,folk,inuiak
311,Leute::N,folk,inuiaqatigiit
312,Leute::N,mennesker,inuiak
313,Leute::N,mennesker,inuiaqatigiit
314,Volk::N,folk,inuiaat
315,Arbeit::N,arbejde,suliaq
316,Gast::N,gæst,qaaqqusaq
317,Geschenk::N,gave,pajugut
318,Spiel::N,leg,
319,Gesellschaft::N,selskab,
320,Hilfe::N,hjælp,annertoqqut
321,Freund::N,ven,tiliaq
322,Freund::N,ven,ikinngut
323,Kamerad::N,kammerat,tiliaq
324,Kamerad::N,kammerat,ikinngut
325,Angelegenheit::N,sag,
326,Angelegenheit::N,anliggende,
327,Anzahl::N,antal,
328,Art::N,art,ileqquuseq
329,Stück::N,stykke,nakkaalaniku
330,Teil::N,del,tassiaasat
331,Hälfte::N,halvdel,affaq
332,Kreis::N,cirkel,kaajaluinneq or kaajaluitsoq
333,Kreuz::N,kors,sanningasulik
334,Kreuz::N,kryds,sanningasulik
335,Linie::N,linie,tittaq
336,Linie::N,linie,titarneq
337,Strich::N,streg,
338,Abstand::N,afstand,aku
339,Abstand::N,afstand,ikiaq
340,Entfernung::N,afstand,asi
341,Gegend::N,egn,nuna
342,Platz::N,plads,ini
343,Platz::N,plads,inissaq
344,Ort::N,sted,sumiiffik
345,Seite::N,side,saneraq
346,Mitte::N,midte,qiteq
347,Gegenstand::N,genstand,
348,Sache::N,sag,pigisaq
349,Rand::N,rand,sini
350,Rand::N,rand,akerfineq
351,Kante::N,kant,akerfineq
352,Ecke::N,hjørne,teqeqqoq
353,Ecke::N,hjørne,tikeqqoq
354,Spitze::N,spids,inngik
355,Ende::N,ende,isu
356,Loch::N,hul,putu
357,Winkel::N,vinkel,teqeqqorissaat
358,Muster::N,mønster,ilisserut
359,Größe::N,størrelse,angissuseq
360,Länge::N,længde,takissuseq
361,Höhe::N,højde,
362,Gewicht::N,vægt,oqimaalutaq
363,Menge::N,mængde,amerlassuseq
364,Haufen::N,bunke,eqimattat
365,Reihe::N,række,allunaasaq
366,Boot::N,båd,qajaq
367,Boot::N,båd,angallat
368,Boot::N,båd,umiatsiaq
369,Ruder::N,åre,iput
370,Schlitten::N,kælk,qamutit
371,Schlitten::N,kælk,qimusseq
372,Schlitten::N,slæde,qamutit
373,Schlitten::N,slæde,qimusseq
374,Ski::N,ski,ataarut
375,Lagerfeuer::N,lejrbål,
376,Last::N,last,nammagaq
377,Last::N,byrde,nammagaq
378,Gang::N,gang,
379,Schritt::N,skridt,allorneq
380,Norden::N,nord,avannaq
381,Süden::N,syd,qava
382,Süden::N,syd,kujat
383,Süden::N,syd,kujataa
384,Westen::N,vest,kitaa
385,Osten::N,øst,kangi
386,Holz::N,træ,qisuk
387,Brett::N,bræt,salliligaq
388,Platte::N,plade,qaateq
389,Stütze::N,støtte,ajagutaq
390,Stütze::N,støtte,ajaagutaq
391,Stange::N,stang,kaaviffik
392,Stock::N,stok,ajaappissat
393,Stab::N,stav,ajaappissat
394,Rohr::N,rør,sullulik
395,Haus::N,hus,illu
396,Heim::N,hjem,
397,Ofen::N,ovn,kissarsuut
398,Fußboden::N,gulv,nateq
399,Tisch::N,bord,allattarfik
400,Stuhl::N,stol,issiavik
401,Stuhl::N,stol,issiaffik
402,Wiege::N,vugge,uaasoq
403,Bett::N,seng,nallavik
404,Regal::N,reol,ilisivik
405,Kiste::N,kasse,sakissat
406,Kiste::N,kasse,illerfiusaq
407,Fenster::N,vindue,aki
408,Fenster::N,vindue,igalaaq
409,Tür::N,dør,matu
410,Tor::N,port,isaaffik
411,Zaun::N,stakit,saputit
412,Dach::N,tag,qaliaq
413,Leiter::N,stige,tummeqqat
414,Leiter::N,stige,majuartarfiit
415,Besen::N,kost,saligutit
416,Spaten::N,spade,nivaataq
417,Schaufel::N,skovl,nivaataq
418,Gabel::N,gaffel,qilluaq
419,Gabel::N,gaffel,ajassaatit
420,Löffel::N,ske,alussaat
421,Messer::N,kniv,savik
422,Nagel::N,søm,kukik
423,Netz::N,net,anguffaseq
424,Haken::N,krog,nissik
425,Haken::N,krog,qarsorsaq
426,Haken::N,krog,qarsorsartoq
427,Griff::N,tag,ipi
428,Griff::N,håndtag,ipi
429,Schloss::N,lås,illussaarsuaq
430,Bild::N,billede,assiliaq
431,Figur::N,figur,kisitsit
432,Puppe::N,dukke,inuusaq
433,Beutel::N,pose,
434,Bündel::N,bylt,qilertaq
435,Bündel::N,bundt,qilertaq
436,Tasche::N,taske,pooqattaq
437,Eimer::N,spand,
438,Deckel::N,låg,matu
439,Geschirr::N,husgeråd,anut
440,Sack::N,sæk,
441,Tasse::N,kop,tiitorfik
442,Tasse::N,kop,tiitorfiup ilorlia
443,Topf::N,gryde,qoqqoq
444,Kessel::N,kedel,uunnaavik
445,Essen::N,måltid,igaaq
446,Nahrung::N,mad,neqissaq
447,Nahrung::N,næring,neqissaq
448,Speise::N,ret,nerisassat
449,Fleisch::N,kød,neqi
450,Getreide::N,korn,maannineq
451,Brei::N,grød,
452,Brot::N,brød,iffit
453,Brot::N,brød,iffiaq
454,Scheibe::N,skive,igalaassiaq
455,Fett::N,fedt,tarnutissaq
456,Fett::N,fedt,tarnutissiaq
457,Butter::N,smør,punneq
458,Öl::N,olie,uulia
459,Salz::N,salt,taratsut
460,Suppe::N,suppe,qajoq
461,Honig::N,honning,tungusunnitsuut
462,Milch::N,mælk,immuk
463,Tee::N,te,tii
464,Tee::N,te,teeq
465,Leder::N,skind,
466,Wolle::N,uld,nuersagassiaq
467,Stoff::N,stof,milliaq
468,Stoff::N,stof,qarlissiaq
469,Nadel::N,nål,meqqut
470,Faden::N,tråd,ujalussiaq
471,Knopf::N,knap,attat
472,Knoten::N,knude,akeroq
473,Knoten::N,knude,qilerneq
474,Farbe::N,farve,qalipaat
475,Kleidung::N,påklædning,atisat
476,Kleidung::N,påklædning,annoraaq
477,Hemd::N,skjorte,ilupaaq
478,Kragen::N,krave,qungasiinnaq
479,Ärmel::N,ærme,aaq
480,Hose::N,bukser,qarliit
481,Gürtel::N,bælte,qiterut
482,Gürtel::N,bælte,unngersaq
483,Mütze::N,hue,nasaq
484,Schuh::N,sko,skuu
485,Schuh::N,sko,ikernuk
486,Schuh::N,sko,ateraasaq
487,Stiefel::N,støvle,kamik
488,Ring::N,ring,assammiu
489,Band::N,bånd,qilerutissiaq
490,Kamm::N,kam,illaagutit
491,Kamm::N,kam,illaajaatit pl.
492,Spiegel::N,spejl,tarrarsuut
493,Riemen::N,rem,allunaaq
494,Schnur::N,snor,kujaaq
495,Schnur::N,snor,allunaasaq
496,Leine::N,snor,aleq
497,Decke::N,tæppe,qipik
498,Kissen::N,pude,akit
499,Tuch::N,sjaltørklæde,qarlissiaq
500,Handtuch::N,håndklæde,allarut
501,Handtuch::N,håndklæde,allarterut
502,Kraft::N,kraft,pissak
503,Stärke::N,styrke,qerattarsaat
504,Gesundheit::N,sundhed,peqqisusseq
505,Krankheit::N,sygdom,nappaat
506,Schmerz::N,smerte,anniaat
507,Wunde::N,sår,iki
508,Fieber::N,feber,nappaat qanimanartoq
509,Arznei::N,medicin,imigassaq
510,Arznei::N,lægemiddel,imigassaq
511,Brücke::N,bro,ikaartarfik
512,Brunnen::N,brønd,tissaluttuliaq
513,Weide::N,græsgang,masarsuk
514,Pfad::N,sti,aqqut
515,Weg::N,vej,aggerfik
516,Straße::N,gade,aqqusineq
517,Dorf::N,landsby,nunaqarfik
518,Stadt::N,by,illorpaat
519,Stadt::N,by,illorpalik
520,Brief::N,brev,allagarsiaq
521,Buch::N,bog,atuakkat
522,Buch::N,bog,mappersagaq
523,Buchstabe::N,bogstav,naqinneq
524,Zeitung::N,avis,aviisi
525,Leben::N,liv,inuussuseq
526,Tod::N,død,toqu
527,Tod::N,død,toquneq
528,Grab::N,grav,iliveq
529,Grab::N,grav,illissat
530,Kirche::N,kirke,oqaluffik
531,Sünde::N,synd,ajorti
532,Gott::N,gud,
533,Arbeiter::N,arbejder,sulisoq
534,Chef::N,chef,ittoqut
535,Meister::N,mester,naalagaq
536,Arzt::N,læge,katsorsaasoq
537,Lehrer::N,lærer,ilinniartitsisoq
538,Geld::N,penge,aningaasat
539,Geschäft::N,forretning,niuertarfik
540,Laden::N,butik,niuertarfik
541,Laden::N,forretning,niuertarfik
542,Preis::N,pris,aki
543,Ware::N,vare,qaliata pii
544,Ware::N,vare,nioqqutissaq
545,Nutzen::N,nytte,iluaqut
546,Reichtum::N,rigdom,
547,Welt::N,verden,nunarsuaq
548,Land::N,land,nuna
549,Staat::N,stat,
550,König::N,konge,kunngi
551,Macht::N,magt,pissaassuseq
552,Grenze::N,grænse,killik
553,Krieg::N,krig,sorsunneq
554,Feind::N,fjende,akeraq
555,Feind::N,fjende,akerartorti
556,Feind::N,fjende,qinngarsuisoq
557,Gewalt::N,vold,
558,Kampf::N,kamp,sorsunneq
559,Bogen[Waffe]::N,bue,
560,Pfeil::N,pil,qalugiusaq
561,Gewehr::N,gevær,aallaat
562,Fehler::N,fejl,kukkuneq
563,Fehler::N,fejl,paarlaappaa
564,Lüge::N,løgn,
565,Schaden::N,skade,
566,Unglück::N,uheld,perluut
567,Unglück::N,ulykke,perluut
568,Schuld::N,skyld,akiitsugaq
569,Schuld::N,skyld,akiligassaq
570,Alter::N,alder,utoqqaq
571,Schluss::N,slut,isu
572,Schluss::N,slutning,isu
573,Zeit::N,tid,ulloq
574,Zeit::N,tid,akuttoqatigiinneq
575,Tag::N,dag,ulloq
576,Morgen::N,morgen,ullaaq
577,Mittag::N,middag,ulloqeqqa
578,Abend::N,aften,unnuk
579,Nacht::N,nat,unnuaq
580,Woche::N,uge,sapaatip akunnera
581,Monat::N,måned,qaammat
582,Jahr::N,år,ukioq
583,Frühling::N,forår,upernaaq
584,Sommer::N,sommer,aasaq
585,Herbst::N,efterår,ukiaq
586,Winter::N,vinter,ukioq
587,Januar::N,januar,siulleeq
588,Januar::N,januar,qaammaliaq
589,Februar::N,februar,aarlaat
590,März::N,marts,marsi
591,März::N,marts,martsi
592,April::N,april,
593,Mai::N,maj,maaji
594,Juni::N,juni,juuni
595,Juli::N,juli,juuli
596,August::N,august,aggusti
597,September::N,september,septembari
598,Oktober::N,oktober,oktobari
599,November::N,november,novembari
600,Dezember::N,december,detsembari
601,Montag::N,mandag,ataasinngortoq
602,Dienstag::N,tirsdag,marlunngorneq
603,Mittwoch::N,onsdag,pingasunngorneq
604,Donnerstag::N,torsdag,sisamanngorneq
605,Freitag::N,fredag,tallimanngorneq
606,Samstag::N,lørdag,arfininngorneq
607,Sonntag::N,søndag,sapaat
608,Sonntag::N,søndag,sapaati
609,groß::A,stor,angivoq
610,klein::A,lille,mikivoq
611,lang::A,lang,takisooq
612,kurz::A,kort,naatsoq
613,breit::A,bred,silippoq
614,schmal::A,smal,amitsoq
615,dicht::A,tæt,torsusooq
616,dick[Gegenstand]::A,tyk,issuvoq
617,dick[Gegenstand]::A,tyk,issusooq
618,dünn::A,tynd,amitsoq
619,fein::A,fin,mamarpoq
620,fest::A,fast,tangeqarpoq
621,flach::A,flad,nalimmappoq
622,glatt::A,glat,quasak
623,hart::A,hård,mattusooq
624,hart::A,hård,manngerpoq
625,hart::A,hård,titeqquluppoq
626,weich::A,blød,nerumaarpoq
627,rund::A,rund,ammallorippoq
628,spitz::A,spids,qummukujooq
629,scharf::A,skarp,ipippoq
630,stumpf::A,sløv,anngerpoq
631,stumpf::A,stump,anngerpoq
632,schwer::A,tung,oqimaappoq
633,schön::A,skøn,kusanarpoq
634,heiß::A,hed,kiappoq
635,warm::A,varm,oqorpoq
636,kalt::A,kold,issippoq
637,kühl::A,kølig,pueqqortippoq
638,frisch::A,frisk,
639,feucht::A,fugtig,isugutavoq
640,feucht::A,fugtig,qaasernarpoq
641,nass::A,våd,imerorpoq
642,trocken::A,tør,panerpoq
643,voll::A,fuld,ulikkaarpoq
644,leer::A,tom,imaattuarpoq
645,offen::A,åben,ammavoq
646,geschlossen::A,lukket,matuvoq
647,sauber::A,ren,eqqippoq
648,sauber::A,ren,sukuluippoq
649,sauber::A,ren,ipeqanngilaq
650,schmutzig::A,snavset,tapappoq
651,schmutzig::A,snavset,minguppoq
652,roh::A,rå,aapavoq
653,reif::A,moden,qaarulerpoq
654,lecker::A,lækker,
655,süß::A,sød,tungusunnippoq
656,bitter::A,bitter,qasilippoq
657,sauer::A,sur,
658,hell::A,lys,qaamavoq
659,dunkel::A,mørk,qernerpoq
660,schwarz::A,sort,qernerpoq
661,weiß::A,hvid,qaqorpoq
662,rot::A,rød,aappaluppoq
663,gelb::A,gul,sungaarpoq
664,blau::A,blå,tungujorpoq
665,grün::A,grøn,qorsooqqippoq
666,grau::A,grå,qaserpoq
667,bunt::A,broget,
668,billig::A,billig,akikippoq
669,teuer::A,dyr,
670,wertvoll::A,værdifuld,erlinnarpoq
671,blind::A,blind,tappiippoq
672,blind::A,blind,isigisaqanngilaq
673,taub::A,døv,tusilarpoq
674,kräftig::A,kraftig,pissaq
675,kräftig::A,kraftig,pissarsuaq
676,stark::A,stærk,sanngivoq
677,schwach::A,svag,nakuippoq
678,fett::A,fed,pualavoq
679,schlank::A,slank,tuappoq
680,hübsch::A,køn,aatsialaq
681,böse::A,ond,ajorpoq
682,böse::A,slem,ajorpoq
683,dumm::A,dum,taqajak
684,dumm::A,dum,sikkilluppoq
685,dumm::A,dum,qaatusimasaqanngilaq
686,faul::A,doven,eqiasuppoq
687,faul::A,doven,eqiattortuvoq
688,fleißig::A,flittig,eqiasuippoq
689,geizig::A,gerrig,iasilaarpoq
690,geizig::A,gerrig,tukkuippoq
691,klug::A,klog,mallak
692,klug::A,klog,ittanneq
693,klug::A,klog,kutaappoq
694,klug::A,klog,kuttaappoq
695,klug::A,klog,qarasagippoq
696,geschickt::A,dygtig,
697,geschickt::A,behændig,
698,lieb::A,rar,akisooq
699,lustig::A,lystig,piikulavoq
700,sanft::A,blid,isumagippoq
701,hungrig::A,sulten,kaappoq
702,hungrig::A,sulten,perlilerpoq
703,krank::A,syg,napparsimavoq
704,nackt::A,nøgen,
705,traurig::A,bedrøvet,aliasuppoq
706,lebendig::A,levende,uumavoq
707,gut::A,god,ajunngilaq
708,schlecht::A,dårlig,sualuppoq
709,richtig::A,rigtig,iluarpoq
710,schlimm::A,slem,amiilaarnarpoq
711,wahr::A,sand,ilumoorpoq
712,alt::A,gammel,pisoqaq
713,neu::A,ny,nutaavoq
714,ehemalig::A,forhenværende,
715,alt[Lebewesen]::A,gammel,utoqqaq
716,jung::A,ung,inuusuppoq
717,jung::A,ung,kingulliarsuk
718,arm::A,fattig,piillasoq
719,arm::A,fattig,piitsuuvoq
720,reich::A,rig,pisuuvoq
721,bekannt::A,kendt,
722,berühmt::A,berømt,tusaamasaq
723,fremd::A,fremmed,ajasoornarpoq
724,verschieden::A,forskellig,allatut
725,verschieden::A,forskellig,tamalaat
726,nah::A,nær,qanippoq
727,fern::A,fjern,ungasippoq
728,linker::A,venstre,saamerleq
729,rechter::A,højre,innarluissut
730,anderer::A,anden,
731,erster::A,første,siulleq
732,zweiter::A,anden,qataatsup tullia
733,dritter::A,tredje,pingajorarterut
734,letzter::A,sidste,kingulleq
735,allein::ADV,alene,kisimiippoq
736,auf einmal::ADV,på én gang,tassanngaannaq
737,zusammen::ADV,sammen,attaasa
738,zusammen::ADV,sammen,attarmik
739,lange::ADV,længe,akuni
740,plötzlich::ADV,pludselig,tassanngaannaq
741,sofort::ADV,straks,erniinnaq
742,später::ADV,senere,kingorna
743,jetzt::ADV,nu,maanna
744,jetzt::ADV,nu,massakkut
745,heute::ADV,i dag,ullumi
746,morgen::ADV,i morgen,aqagu
747,bald::ADV,snart,erniinnaq
748,dann::ADV,så,taava
749,gestern::ADV,i går,ippassaq
750,einst::ADV,engang,ataatsimik
751,einst::ADV,engang,ilaanni
752,damals::ADV,dengang,taamani
753,damals::ADV,dengang,taamanikkut
754,damals::ADV,dengang,taassumuunakkut
755,danach::ADV,derefter,taava
756,vorher::ADV,før,siornagut
757,vorher::ADV,forud,siornagut
758,zuerst::ADV,først,
759,einmal::ADV,en gang,ilaanni
760,einmal::ADV,en gang,ataatsimik
761,manchmal::ADV,sommetider,qaqutigu
762,manchmal::ADV,sommetider,qaqutigut
763,oft::ADV,ofte,akulikitsumik
764,immer::ADV,altid,tamatigut
765,niemals::ADV,aldrig,
766,hier::ADV,her,maani
767,hierhin::ADV,hid,maani
768,hierhin::ADV,herhen,maani
769,von hier::ADV,herfra,
770,dort::ADV,der,
771,dorthin::ADV,derhen,ikuuna
772,geradeaus::ADV,lige ud,narlumut
773,vorwärts::ADV,fremad,pilangavoc
774,rückwärts::ADV,baglæns,kingumut
775,rückwärts::ADV,baglæns,tunumut or tunummut
