,Concept_ID,ku,hr
106,Tropfen::N,dilop,kaplja
107,Schaum::N,kef,pjena
108,Schmutz::N,gemar,nečistoća
109,Schmutz::N,gemar,prljavština
110,See::N,gol,jezero
111,Sumpf::N,hezek,bara
112,Moor::N,mafêl,močvara
113,Wiese::N,sûrik,livada
114,Wald::N,çiya,šuma
115,Wald::N,daristan,šuma
116,Hügel::N,gir,brijeg
117,Hügel::N,gir,brežuljak
118,Anhöhe::N,sere gir,uzvišica
119,Berg::N,kaş,brdo
120,Gipfel::N,sere gir,vrh
121,Höhle::N,şikeft,pećina
122,Höhle::N,şikeft,spilja
123,Abhang::N,kaş,obronak
124,Abhang::N,kaş,nizbrdica
125,Quelle::N,kanî,izvor
126,Quelle::N,kanî,vrelo
127,Bach::N,çem,potok
128,Fluss::N,çem,rijeka
129,Fluss::N,rûbar,rijeka
130,Ufer::N,kevî,obala
131,Küste::N,berav,obala
132,Küste::N,berav,morska obala
133,Festland::N,bejahî,kopno
134,Meer::N,behr,more
135,Bucht::N,derav,zaliv
136,Insel::N,girav,ada
137,Insel::N,girav,otok
138,Blume::N,kulînk,cvijet
139,Gras::N,giha,trava
140,Wurzel::N,reh,korijen
141,Baum::N,dar,drvo
142,Baum::N,dar,stablo
143,Stamm::N,bavik,deblo
144,Stamm::N,bavik,stablo
145,Rinde::N,qaqil,kora
146,Ast::N,gulî,grana
147,Zweig::N,şax,grana
148,Blatt::N,pel,list
149,Birke::N,dara sipî,breza
150,Kiefer[Baum]::N,dara bî,bor
151,Weide[Baum]::N,dara belalûk,iva
152,Weide[Baum]::N,dara belalûk,vŕba
153,Tanne::N,merx,jela
154,Horn::N,strô,rog
155,Feder::N,pîrtîk,pero
156,Fell::N,heyar,koža
157,Flügel::N,per,krilo
158,Klaue::N,napîk,papak
159,Kralle::N,dinik,pandža
160,Kralle::N,dirnax,pandža
161,Schwanz::N,dûv,rep
162,Ei::N,hêk,jaje
163,Nest::N,hêlîn,gnijezdo
164,Bau::N,avahî,jazbina
165,Tier::N,heywan,životinja
166,Herde::N,hoz,krdo
167,Herde::N,hoz,stado
168,Kuh::N,çêlek,krava
169,Bulle::N,ga,bik
170,Pferd::N,hesp,konj
171,Schaf::N,mîh,ovca
172,Schwein::N,beraz,svinja
173,Hund::N,seh,pas
174,Hund::N,seh,pseto
175,Katze::N,pişîk,mačka
176,Bär::N,hirç,medvjed
177,Eichhörnchen::N,pilûr,vjeverica
178,Elch::N,pazkovî,los
179,Fuchs::N,rovî,lisica
180,Hase::N,kîroşk,zec
181,Maus::N,mişk,miš
182,Wolf::N,gur,vuk
183,Wolf::N,gur,kurjak
184,Vogel::N,çûk,ptica
185,Schwarm::N,lufik,roj
186,Schwarm::N,lufik,jato
187,Huhn::N,mirîşk,kokoš
188,Hahn::N,dîk,kokot
189,Hahn::N,dîk,pijevac
190,Gans::N,qaz,guska
191,Adler::N,eylo,orao
192,Ente::N,werdek,patka
193,Eule::N,bûm,sova
194,Eule::N,kund,sova
195,Kranich::N,quling,ždral
196,Krähe::N,qijik,vrana
197,Kuckuck::N,pepûk,kukavica
198,Schwan::N,qû,labud
199,Fisch::N,masî,riba
200,Barsch::N,okûn,grgeč
201,Hecht::N,mesîyê lûf,štuka
202,Schlange[Tier]::N,mar,guja
203,Schlange[Tier]::N,mar,zmija
204,Wurm::N,kurm,crv
205,Spinne::N,pîrê,pauk
206,Ameise::N,mîro,mrav
207,Ameise::N,gêrîk,mrav
208,Laus::N,spi,uš
209,Mücke::N,mêş,komarac
210,Fliege::N,mêş,muha
211,Schmetterling::N,perperîk,leptir
212,Beere::N,hirç,boba
213,Beere::N,hirç,bobica
214,Apfel::N,sêv,jabuka
215,Pilz::N,bîrov,pečurka
216,Zwiebel::N,pîvaz,luk
217,Zwiebel::N,pîvaz,kapula
218,Saat::N,tov,sjemenje
219,Korn::N,dexl,zrno
220,Heu::N,sap,sijeno
221,Schale::N,qaşik,kora
222,Schale::N,qaşik,ljuska
223,Grube::N,çahl,jama
224,Falle::N,dafik,zamka
225,Falle::N,dafik,klopka
226,Schlinge::N,dahf,uzao
227,Schlinge::N,dahf,petlja
228,Spur::N,rêç,trag
229,Spur::N,rêç,slijed
230,Asche::N,xweli,pepeo
231,Dreck::N,gemarî,blato
232,Eisen::N,hesing,željezo
233,Gold::N,zêr,zlato
234,Silber::N,zîv,srebro
235,Kohle::N,komir,ugalj
236,Kohle::N,komir,ugljen
237,Glas::N,qedeh,staklo
238,Lehm::N,kelpîç,glina
239,Lehm::N,kelpîç,ilovača
240,Sand::N,qûm,pijesak
241,Mensch::N,mirov,čovjek
242,Mann::N,mêr,muškarac
243,Frau::N,jin,žena
244,Kind::N,zarok,čedo
245,Kind::N,zarok,dijete
246,Junge::N,kur,momče
247,Junge::N,kur,dječak
248,Mädchen::N,keç,djevojka
249,Mädchen::N,keç,djevojčica
250,Mädchen::N,keçik,djevojka
251,Mädchen::N,keçik,djevojčica
252,Familie::N,malbat,obitelj
253,Familie::N,malbat,porodica
254,Großvater::N,bapîr,djed
255,Großmutter::N,pîrik,baka
256,Eltern::N,bavudê,roditelji
257,Vater::N,bav,otac
258,Mutter::N,dê,majka
259,Mutter::N,dayik,majka
260,Sohn::N,kur,sin
261,Tochter::N,keç,kći
262,Tochter::N,keç,kćerka
263,Bruder::N,bira,brat
264,Schwester::N,xweh,sestra
265,Onkel::N,am,čika
266,Onkel::N,am,ujak
267,Onkel::N,xal,čika
268,Onkel::N,xal,ujak
269,Tante::N,metik,ujna
270,Tante::N,metik,tetka
271,Tante::N,xaltîk,ujna
272,Tante::N,xaltîk,tetka
273,Ehemann::N,mêr,muž
274,Ehemann::N,mêr,suprug
275,Ehefrau::N,kulfet,žena
276,Ehefrau::N,kulfet,supruga
277,Freude::N,kêfxweşî,radost
278,Gelächter::N,pîrqînî,grohot
279,Glück::N,bext,sreća
280,Kummer::N,derd,jad
281,Kummer::N,derd,briga
282,Wunsch::N,daxwaz,želja
283,Wunsch::N,xwestek,želja
284,Lust::N,şewq,volja
285,Geist::N,aqil,duh
286,Gedanke::N,fikir,misao
287,Gedächtnis::N,aqil,pamćenje
288,Verstand::N,fêm,um
289,Verstand::N,fêm,razum
290,Sinn::N,aqil,smisao
291,Sinn::N,aqil,značenje
292,Grund::N,asas,razlog
293,Wahrheit::N,rastî,istina
294,Gespräch::N,guftûgo,razgovor
295,Märchen::N,çirok,bajka
296,Erzählung::N,çirok,priča
297,Erzählung::N,çirok,pripovijest
298,Erzählung::N,vegotin,priča
299,Erzählung::N,vegotin,pripovijest
300,Nachricht::N,nûçe,vijest
301,Neuigkeit::N,hewal,novost
302,Name::N,nav,ime
303,Name::N,paşnav,ime
304,Rätsel::N,tiştonek,zagonetka
305,Rede::N,gotar,govor
306,Rede::N,gotar,besjeda
307,Rede::N,axavtin,govor
308,Rede::N,axavtin,besjeda
309,Sprache::N,ziman,jezik
310,Stimme::N,pejn,glas
311,Wort::N,gotin,riječ
312,Zeichen::N,şanek,znak
313,Ruf::N,hawar,povik
314,Ruf::N,hawar,poklik
315,Lärm::N,xarbalix,buka
316,Lärm::N,xarbalix,galama
317,Laut::N,deng,zvuk
318,Laut::N,hês,zvuk
319,Ton::N,awaz,ton
320,Lied::N,sitran,pjesma
321,Ruhe::N,rihetî,tišina
322,Ruhe::N,rihetî,počinak
323,Leute::N,xelk,ljudi
324,Volk::N,xelk,puk
325,Volk::N,xelk,narod
326,Arbeit::N,xebat,rad
327,Arbeit::N,xebat,posao
328,Gast::N,mêvan,gost
329,Geschenk::N,diyarî,dar
330,Geschenk::N,diyarî,poklon
331,Spiel::N,lîstik,igra
332,Gesellschaft::N,komal,društvo
333,Gesellschaft::N,komal,kompanija
334,Hilfe::N,alîkarî,pomoć
335,Freund::N,heval,prijatelj
336,Kamerad::N,heval,drug
337,Kamerad::N,heval,drugar
338,Angelegenheit::N,pirsgirêk,posao
339,Anzahl::N,çend,broj
340,Anzahl::N,çend,brojnost
341,Art::N,çeh,vid
342,Art::N,çeh,vrst
343,Stück::N,lib,komad
344,Stück::N,parçe,komad
345,Teil::N,parçe,dio
346,Hälfte::N,nîvî,polovina
347,Kreis::N,çemil,krug
348,Kreuz::N,xaç,križ
349,Linie::N,xezik,crta
350,Strich::N,xezik,crta
351,Abstand::N,dûrahî,razmak
352,Abstand::N,dûrahî,odstojanje
353,Entfernung::N,dûrahî,udaljenost
354,Gegend::N,dever,kraj
355,Gegend::N,dever,predeo
356,Platz::N,çih,mjesto
357,Ort::N,dever,mjesto
358,Seite::N,rûpel,bok
359,Seite::N,rûpel,strana
360,Mitte::N,nav,sredina
361,Mitte::N,nabênê,sredina
362,Gegenstand::N,tişt,predmet
363,Sache::N,tişt,posao
364,Rand::N,kevî,rub
365,Rand::N,kevî,kraj
366,Kante::N,kevî,brid
367,Kante::N,kevî,ivica
368,Ecke::N,qunç,ugao
369,Spitze::N,derzî,vrh
370,Spitze::N,derzî,šiljak
371,Ende::N,talî,konac
372,Loch::N,qul,rupa
373,Winkel::N,kurnîşk,kut
374,Winkel::N,kurnîşk,ugao
375,Muster::N,desen,uzor
376,Größe::N,mezinî,veličina
377,Länge::N,dirêjahî,duljina
378,Höhe::N,bilindayî,visina
379,Gewicht::N,giranî,težina
380,Menge::N,qas,mnoštvo
381,Menge::N,qas,količina
382,Haufen::N,lod,hrpa
383,Haufen::N,lod,gomila
384,Reihe::N,rêz,red
385,Boot::N,kelek,čun
386,Boot::N,kelek,čamac
387,Ruder::N,bêrik,veslo
388,Schlitten::N,xîjik,saone
389,Ski::N,lakan,ski
390,Ski::N,lakan,smučka
391,Lagerfeuer::N,agir,logorska vatra
392,Last::N,bar,tovar
393,Gang::N,fîtêz,hod
394,Schritt::N,gav,korak
395,Norden::N,bakur,sjever
396,Süden::N,başur,jug
397,Westen::N,rojava,zapad
398,Osten::N,rojhilat,istok
399,Holz::N,dep,drvo
400,Brett::N,dep,daska
401,Platte::N,dep,ploča
402,Stütze::N,destek,potpora
403,Stange::N,sing,motka
404,Stock::N,çam,štap
405,Stock::N,çam,palica
406,Stab::N,qat,štap
407,Stab::N,qat,šipka
408,Rohr::N,borî,cijev
409,Haus::N,mal,kuća
410,Haus::N,xanî,kuća
411,Heim::N,mal,dom
412,Ofen::N,sobe,peć
413,Fußboden::N,binpê,pod
414,Tisch::N,mase,stol
415,Tisch::N,mase,trpeza
416,Stuhl::N,kursî,stolac
417,Stuhl::N,kursî,stolica
418,Wiege::N,derguş,kolijevka
419,Bett::N,qerewêle,krevet
420,Bett::N,qerewêle,postelja
421,Regal::N,rêbaz,polica
422,Kiste::N,sindoq,sanduk
423,Fenster::N,çam,prozor
424,Fenster::N,şibeke,prozor
425,Tür::N,derî,vrata
426,Tor::N,derge,vrata
427,Tor::N,derge,kapija
428,Zaun::N,hejik,plot
429,Zaun::N,hejik,ograda
430,Dach::N,sere xanî,krov
431,Leiter::N,pêling,ljestve
432,Leiter::N,pêling,ljestvice
433,Besen::N,melkes,metla
434,Spaten::N,mer,ašov
435,Schaufel::N,bêr,lopata
436,Gabel::N,çetel,viljuška
437,Löffel::N,kevçî,žlica
438,Messer::N,kêr,nož
439,Nagel::N,bizmar,čavao
440,Netz::N,tor,mreža
441,Haken::N,çenqel,kuka
442,Griff::N,destî,držak
443,Griff::N,destî,ručica
444,Schloss::N,qonax,brava
445,Bild::N,dimen,slika
446,Figur::N,figûr,figura
447,Puppe::N,bûk,lutka
448,Beutel::N,kîsik,kesa
449,Bündel::N,pêçek,snop
450,Bündel::N,pêçek,svežanj
451,Tasche::N,bêrîk,torba
452,Tasche::N,bêrîk,taška
453,Eimer::N,dewl,kabao
454,Deckel::N,devik,poklopac
455,Geschirr::N,ferax,suđe
456,Geschirr::N,ferax,posuđe
457,Sack::N,tûr,džak
458,Sack::N,tûr,vreća
459,Tasse::N,kada,šalica
460,Topf::N,beroş,lonac
461,Kessel::N,şîril,kazan
462,Essen::N,xwarin,obrok
463,Nahrung::N,xwarin,hrana
464,Speise::N,xwarin,jelo
465,Fleisch::N,goşt,meso
466,Getreide::N,zad,žito
467,Getreide::N,zad,žitarice
468,Brei::N,hewdêl,kaša
469,Brot::N,,kruh
470,Scheibe::N,parçe,kriška
471,Fett::N,rûn,mast
472,Fett::N,rûn,salo
473,Butter::N,rûn,buter
474,Butter::N,rûn,maslac
475,Öl::N,rûn,ulje
476,Salz::N,xwe,sol
477,Suppe::N,şorbe,supa
478,Honig::N,hingiv,med
479,Milch::N,şîr,mlijeko
480,Tee::N,çay,čaj
481,Leder::N,çerm,koža
482,Wolle::N,herî,vuna
483,Stoff::N,paç,štof
484,Stoff::N,paç,tkanina
485,Nadel::N,derzî,igla
486,Faden::N,ta,nit
487,Faden::N,ta,konac
488,Knopf::N,bişkok,dugme
489,Knoten::N,girêk,čvor
490,Knoten::N,girêk,uzao
491,Farbe::N,boyax,farba
492,Kleidung::N,çil,odjeća
493,Hemd::N,qutik,košulja
494,Hemd::N,miltan,košulja
495,Kragen::N,stûvang,ovratnik
496,Ärmel::N,hûçik,rukav
497,Hose::N,şewel,hlače
498,Gürtel::N,qayiş,pas
499,Gürtel::N,qayiş,pojas
500,Mütze::N,fîno,kapa
501,Schuh::N,şêkal,cipela
502,Stiefel::N,gizme,čizma
503,Stiefel::N,çizme,čizma
504,Ring::N,xelek,prsten
505,Band::N,band,vrpca
506,Kamm::N,şeh,češalj
507,Spiegel::N,eynik,zrcalo
508,Spiegel::N,eynik,ogledalo
509,Riemen::N,qayiş,kaiš
510,Riemen::N,qayiş,remen
511,Schnur::N,doxin,vrpca
512,Leine::N,şirît,uzica
513,Decke::N,bataniye,ćebe
514,Decke::N,bataniye,pokrivač
515,Kissen::N,balgî,jastuk
516,Tuch::N,şar,rubac
517,Tuch::N,şar,marama
518,Handtuch::N,dezmal,ručnik
519,Kraft::N,hêz,snaga
520,Kraft::N,qewet,snaga
521,Stärke::N,xurtî,jakost
522,Gesundheit::N,nojdarî,zdravlje
523,Krankheit::N,nexweşî,bolest
524,Schmerz::N,êş,bol
525,Wunde::N,kul,rana
526,Fieber::N,ta,groznica
527,Arznei::N,derman,lijek
528,Brücke::N,kopî,most
529,Brücke::N,kopî,ćuprija
530,Brunnen::N,çal,bunar
531,Brunnen::N,çal,zdenac
532,Brunnen::N,kani,bunar
533,Brunnen::N,kani,zdenac
534,Weide::N,beyar,paša
535,Weide::N,beyar,pašnjak
536,Pfad::N,xaçirek,staza
537,Weg::N,rê,put
538,Straße::N,rê,drum
539,Straße::N,rê,cesta
540,Dorf::N,gund,selo
541,Stadt::N,baçar,grad
542,Stadt::N,baçar,varoš
543,Brief::N,name,list
544,Brief::N,name,pismo
545,Buch::N,kitêb,knjiga
546,Buch::N,pirtûk,knjiga
547,Buchstabe::N,herf,slovo
548,Zeitung::N,rojname,novine
549,Leben::N,jiyan,život
550,Tod::N,mirin,smrt
551,Grab::N,mezel,raka
552,Kirche::N,gilyas,crkva
553,Sünde::N,guneh,grijeh
554,Gott::N,xwedê,bog
555,Arbeiter::N,hîşçî,radnik
556,Chef::N,bêg,šef
557,Meister::N,hoste,majstor
558,Arzt::N,doktor,liječnik
559,Lehrer::N,mamoste,učitelj
560,Geld::N,pere,novac
561,Geschäft::N,firoşgeh,posao
562,Geschäft::N,firoşgeh,trgovina
563,Laden::N,dikan,dućan
564,Preis::N,buha,cijena
565,Ware::N,tişt,roba
566,Nutzen::N,fêde,korist
567,Reichtum::N,serwet,bogatstvo
568,Welt::N,dinya,svijet
569,Land::N,welat,zemlja
570,Staat::N,dewlet,država
571,König::N,şah,kralj
572,König::N,qral,kralj
573,Macht::N,qewet,moć
574,Macht::N,qewet,vlast
575,Macht::N,destihilat,moć
576,Macht::N,destihilat,vlast
577,Grenze::N,kevî,granica
578,Krieg::N,çeng,rat
579,Krieg::N,sêwaş,rat
580,Feind::N,dijmin,neprijatelj
581,Gewalt::N,zor,sila
582,Gewalt::N,zor,nasilje
583,Kampf::N,şer,boj
584,Kampf::N,şer,borba
585,Bogen[Waffe]::N,kêvan,luk
586,Pfeil::N,çîrik,strijela
587,Gewehr::N,tifing,puška
588,Fehler::N,şaşî,pogreška
589,Fehler::N,şaşî,griješka
590,Lüge::N,derew,laž
591,Schaden::N,xisar,šteta
592,Unglück::N,bêbextî,nesreća
593,Schuld::N,suç,krivnja
594,Alter::N,temen,dob
595,Schluss::N,girtin,kraj
596,Schluss::N,girtin,konac
597,Zeit::N,çax,doba
598,Zeit::N,çax,vrijeme
599,Tag::N,roj,dan
600,Morgen::N,sibeh,jutro
601,Mittag::N,nîro,podne
602,Abend::N,êvar,veče
603,Abend::N,êvar,večer
604,Nacht::N,şev,noć
605,Woche::N,heftî,sedmica
606,Monat::N,meh,mjesec
607,Jahr::N,sal,godina
608,Frühling::N,bihar,proljeće
609,Sommer::N,havîn,ljeto
610,Herbst::N,payîz,jesen
611,Winter::N,zistan,zima
612,Januar::N,çile,januar
613,Januar::N,çile,siječanj
614,Februar::N,sibat,veljača
615,Februar::N,sibat,februar
616,März::N,adar,mart
617,März::N,adar,ožujak
618,April::N,nîsan,april
619,April::N,nîsan,travanj
620,Mai::N,gûlan,maj
621,Mai::N,gûlan,svibanj
622,Juni::N,hezîran,juni
623,Juni::N,hezîran,lipanj
624,Juli::N,tîmeh,juli
625,Juli::N,tîmeh,srpanj
626,August::N,tebax,august
627,August::N,tebax,kolovoz
628,September::N,îlon,rujan
629,September::N,îlon,septembar
630,Oktober::N,çotmeh,oktobar
631,Oktober::N,çotmeh,listopad
632,November::N,mijdar,studeni
633,November::N,mijdar,novembar
634,Dezember::N,kanûn,prosinac
635,Montag::N,duşemb,ponedjeljak
636,Montag::N,duşemb,ponedjeljnik
637,Dienstag::N,sêşem,utorak
638,Dienstag::N,sêşem,utornik
639,Mittwoch::N,çarşemb,srijeda
640,Donnerstag::N,pêşemb,četvrtak
641,Freitag::N,în,petak
642,Samstag::N,şemî,subota
643,Sonntag::N,yekşemb,nedjelja
644,groß::A,mezin,velik
645,klein::A,çûçik,mali
646,klein::A,çûçik,malen
647,lang::A,dirêj,dug
648,lang::A,dirêj,dugačak
649,kurz::A,kin,kratak
650,breit::A,fireh,širok
651,schmal::A,tenik,uski
652,schmal::A,tenik,uzak
653,dicht::A,gir,gust
654,dick[Gegenstand]::A,şîşman,debeo
655,dünn::A,zirav,tanak
656,fein::A,tenik,fin
657,fein::A,tenik,tanak
658,fest::A,saxlem,čvrst
659,flach::A,pahn,ravan
660,flach::A,pahn,plosnat
661,glatt::A,dûz,gladak
662,glatt::A,şayîk,gladak
663,hart::A,hişk,tvrd
664,weich::A,nerm,mek
665,weich::A,nerm,mekan
666,rund::A,gilover,okrugao
667,spitz::A,pîj,oštar
668,spitz::A,pîj,šiljast
669,scharf::A,tûj,oštar
670,scharf::A,tûj,bridak
671,stumpf::A,ne tûj,tup
672,schwer::A,giran,težak
673,schön::A,xweş,krasan
674,schön::A,xweşik,krasan
675,heiß::A,kelandî,vruć
676,warm::A,germ,topao
677,kalt::A,sar,hladan
678,kühl::A,jemîrî,hladan
679,frisch::A,ter,svjež
680,feucht::A,şil,vlažan
681,nass::A,şilek,mokar
682,trocken::A,zuwa,suh
683,voll::A,tijî,pun
684,leer::A,vala,prazan
685,offen::A,vekirî,otvoren
686,geschlossen::A,asê,zatvoren
687,sauber::A,pakij,čist
688,schmutzig::A,lewitî,nečist
689,schmutzig::A,lewitî,blatan
690,roh::A,xav,sirov
691,reif::A,gihaştî,zreo
692,lecker::A,xweş,tečan
693,lecker::A,xweş,ukusan
694,süß::A,şîrîn,sladak
695,bitter::A,tahl,gorak
696,sauer::A,tirş,kiseo
697,hell::A,ronî,vedar
698,hell::A,ronî,svijetao
699,dunkel::A,tarî,taman
700,schwarz::A,reş,crn
701,weiß::A,sipî,bio
702,weiß::A,sipî,bijel
703,rot::A,sor,crven
704,gelb::A,zer,žut
705,blau::A,şîn,plav
706,blau::A,şîn,modar
707,grün::A,şîn,zelen
708,grau::A,gewr,siv
709,bunt::A,rengîn,šaren
710,billig::A,erzan,jeftin
711,teuer::A,biha,skup
712,wertvoll::A,hêja,vrijedan
713,wertvoll::A,hêja,dragocjen
714,wertvoll::A,giranbiha,vrijedan
715,wertvoll::A,giranbiha,dragocjen
716,blind::A,kor,slijep
717,taub::A,kerr,gluh
718,kräftig::A,gir,snažan
719,kräftig::A,xurt,snažan
720,stark::A,xurt,jak
721,stark::A,xurt,snažan
722,schwach::A,kesad,slab
723,fett::A,qelew,pretio
724,schlank::A,zirav,vitak
725,hübsch::A,xweşik,zgodan
726,böse::A,xerab,zao
727,böse::A,xerab,opak
728,böse::A,aciz,zao
729,böse::A,aciz,opak
730,dumm::A,gêj,glup
731,faul::A,têmbêl,lijen
732,fleißig::A,jêhatî,radin
733,fleißig::A,jêhatî,marljiv
734,geizig::A,destgirtî,škrt
735,klug::A,baqil,razborit
736,geschickt::A,zîrek,vješt
737,geschickt::A,ziring,vješt
738,lieb::A,delal,drag
739,lustig::A,kêfxweş,veseo
740,sanft::A,nazenîn,blag
741,hungrig::A,birçî,gladan
742,krank::A,nexweş,bolestan
743,nackt::A,rût,nag
744,nackt::A,tazî,nag
745,traurig::A,xemgîn,tužan
746,traurig::A,xemgîn,žalostan
747,lebendig::A,bisaxî,živ
748,gut::A,baş,dobar
749,schlecht::A,xerab,loš
750,schlecht::A,xerab,rđav
751,richtig::A,rast,tačan
752,richtig::A,rast,ispravan
753,richtig::A,saxlem,tačan
754,richtig::A,saxlem,ispravan
755,schlimm::A,nebaş,zao
756,schlimm::A,nebaş,zločest
757,wahr::A,rast,istinit
758,alt::A,pîr,star
759,alt::A,kevn,star
760,neu::A,nû,nov
761,ehemalig::A,kevnar,bivši
762,ehemalig::A,peşidar,bivši
763,alt[Lebewesen]::A,pîr,star
764,jung::A,xort,mlad
765,arm::A,feqîr,ubog
766,arm::A,feqîr,siromašan
767,arm::A,desteng,ubog
768,arm::A,desteng,siromašan
769,reich::A,dewlemend,bogat
770,bekannt::A,naskirî,poznat
771,berühmt::A,navdar,čuven
772,berühmt::A,navdar,slavan
773,fremd::A,xerîb,tuđ
774,fremd::A,xerîb,stran
775,verschieden::A,çîhê,razan
776,verschieden::A,çîhê,različan
777,nah::A,nêzîk,blizak
778,fern::A,dûr,dalek
779,fern::A,dûr,daljnji
780,linker::A,çepê,lijevi
781,rechter::A,rastê,desni
782,anderer::A,yê din,drugi
783,anderer::A,yê din,drugačiji
784,erster::A,yekemîn,prvi
785,zweiter::A,duda,drugi
786,dritter::A,sisêya,treći
787,letzter::A,paşîn,zadnji
788,allein::ADV,tenê,sam
789,auf einmal::ADV,jar kê,istodobno
790,zusammen::ADV,tev,skupa
791,zusammen::ADV,tev,zajedno
792,zusammen::ADV,bi hev re,skupa
793,zusammen::ADV,bi hev re,zajedno
794,lange::ADV,dirêj,dugo
795,plötzlich::ADV,ji nişkave,naglo
796,plötzlich::ADV,ji nişkave,iznenada
797,sofort::ADV,yekser,odmah
798,später::ADV,paşiyê,kasnije
799,jetzt::ADV,nuha,sad
800,jetzt::ADV,nuha,sada
801,heute::ADV,îro,danas
802,morgen::ADV,sibeh,sutra
803,bald::ADV,nêzîk,skoro
804,bald::ADV,nêzîk,doskora
805,dann::ADV,paşê,zatim
806,gestern::ADV,do,juče
807,gestern::ADV,do,jučer
808,einst::ADV,jar ke,negda
809,einst::ADV,jar ke,nekada
810,damals::ADV,hîngî,tada
811,damals::ADV,hîngî,onda
812,danach::ADV,piştra,poslije
813,danach::ADV,piştra,nakon toga
814,vorher::ADV,pîşî,prije
815,vorher::ADV,pîşî,prije toga
816,zuerst::ADV,bere,prvo
817,zuerst::ADV,bere,najprije
818,einmal::ADV,çarik,jednom
819,einmal::ADV,çarik,jedanput
820,manchmal::ADV,çarna,katkad
821,manchmal::ADV,çarna,katkada
822,oft::ADV,gelek çaran,često
823,immer::ADV,daîm,vazda
824,immer::ADV,daîm,uvijek
825,niemals::ADV,tu çar,nikad
826,niemals::ADV,tu çar,nikada
827,hier::ADV,li vir,tu
828,hier::ADV,li vir,ovdje
829,hierhin::ADV,vir,amo
830,hierhin::ADV,vir,ovamo
831,von hier::ADV,ji vir,odavde
832,dort::ADV,li wê derê,ondje
