,Concept_ID,cv,se
180,Ellenbogen::N,чавса,gargŋil
181,Ellenbogen::N,чавса,käŋŋir
182,Ellenbogen::N,чавса,kõõnjâr
183,Ellenbogen::N,чавса,карьнэль
184,Hand::N,алӑ сыппи,gïete
185,Hand::N,алӑ сыппи,giehta
186,Hand::N,алӑ сыппи,giehta
187,Hand::N,алӑ сыппи,kietâ
188,Hand::N,алӑ сыппи,ǩiõtt
189,Hand::N,алӑ сыппи,кӣдт
190,Handfläche::N,ал лаппи,gïeten-låapoe
191,Handfläche::N,ал лаппи,giehtavuodo
192,Handfläche::N,ал лаппи,tjårmmåvuodo
193,Handfläche::N,ал лаппи,giehtaloahpu
194,Handfläche::N,ал лаппи,kiämád
195,Handfläche::N,ал лаппи,kuámmir
196,Handfläche::N,ал лаппи,kuä´m'mer
197,Handfläche::N,ал лаппи,ǩiõttǩeä´m'men
198,Handfläche::N,ал лаппи,ко̄а̄ллдэгк
199,Handfläche::N,ал лаппи,кӣдткоалдэгк
200,Finger::N,пӳрне,soerme
201,Finger::N,пӳрне,tjuvdde
202,Finger::N,пӳрне,suorbma
203,Finger::N,пӳрне,čuvde
204,Finger::N,пӳрне,suor'mâ
205,Finger::N,пӳрне,suõrmm
206,Finger::N,пӳрне,це̄ххп
207,Fingernagel::N,чӗрне,gadtse
208,Fingernagel::N,чӗрне,guehpere
209,Fingernagel::N,чӗрне,gadtsa
210,Fingernagel::N,чӗрне,gazza
211,Fingernagel::N,чӗрне,kozzâ
212,Fingernagel::N,чӗрне,kõʒʒ
213,Fingernagel::N,чӗрне,кэ̄ннц
214,Nagel[Anatomie]::N,чӗрне,gadtse
215,Nagel[Anatomie]::N,чӗрне,guehpere
216,Nagel[Anatomie]::N,чӗрне,gadtsa
217,Nagel[Anatomie]::N,чӗрне,gazza
218,Nagel[Anatomie]::N,чӗрне,kozzâ
219,Nagel[Anatomie]::N,чӗрне,kõʒʒ
220,Nagel[Anatomie]::N,чӗрне,кэ̄ннц
221,Zeh::N,пӳрне,tjiehtjere
222,Zeh::N,пӳрне,juolggetjuvdde
223,Zeh::N,пӳрне,juolgesuorbma
224,Zeh::N,пӳрне,jyel'gisuor'mâ
225,Zeh::N,пӳрне,jue´lǧǧsuõrmm
226,Zeh::N,пӳрне,ю̄лльк-це̄һп
227,Fuß::N,ура лаппи,juelkie
228,Fuß::N,ура лаппи,juolgge
229,Fuß::N,ура лаппи,juolgi
230,Fuß::N,ура лаппи,jyel'gi
231,Fuß::N,ура лаппи,jue´lǧǧ
232,Fuß::N,ура лаппи,ла̄бпь
233,Ferse::N,кӗле,båetskie
234,Ferse::N,кӗле,boasske
235,Ferse::N,кӗле,šušmi
236,Ferse::N,кӗле,šušme
237,Ferse::N,кӗле,jue´lǧǧkädd
238,Ferse::N,кӗле,ка̄ннт
239,Knie::N,чӗркуҫҫи,boelve
240,Knie::N,чӗркуҫҫи,buolvva
241,Knie::N,чӗркуҫҫи,čibbi
242,Knie::N,чӗркуҫҫи,veaŋki
243,Knie::N,чӗркуҫҫи,iidâ
244,Knie::N,чӗркуҫҫи,puõlvv
245,Knie::N,чӗркуҫҫи,пуллв
246,Oberschenkel::N,пӗҫӗ,ruaksja
247,Oberschenkel::N,пӗҫӗ,tjibbe
248,Oberschenkel::N,пӗҫӗ,gassaváhkká
249,Oberschenkel::N,пӗҫӗ,badjeváhkáa
250,Oberschenkel::N,пӗҫӗ,čuár'bpeeḷi
251,Oberschenkel::N,пӗҫӗ,če´bb
252,Oberschenkel::N,пӗҫӗ,чуаррбе̄лль
253,Bein::N,ура,juelkie
254,Bein::N,ура,juolgge
255,Bein::N,ура,juolgi
256,Bein::N,ура,jyel'gi
257,Bein::N,ура,jue´lǧǧ
258,Bein::N,ура,ю̄лльк
259,Körper::N,ӳт,kråahpe
260,Körper::N,ӳт,rumáj
261,Körper::N,ӳт,rumaš
262,Körper::N,ӳт,ruumâš
263,Körper::N,ӳт,rå´pp
264,Körper::N,ӳт,лышшьк
265,Körper::N,ӳт,роаӈӈьк
266,Körper::N,ӳт-пӳ,kråahpe
267,Körper::N,ӳт-пӳ,rumáj
268,Körper::N,ӳт-пӳ,rumaš
269,Körper::N,ӳт-пӳ,ruumâš
270,Körper::N,ӳт-пӳ,rå´pp
271,Körper::N,ӳт-пӳ,лышшьк
272,Körper::N,ӳт-пӳ,роаӈӈьк
273,Haut::N,тир,njaltja
274,Haut::N,тир,lijkke
275,Haut::N,тир,tjuobma
276,Haut::N,тир,liiki
277,Haut::N,тир,liške
278,Haut::N,тир,le´šǩǩ
279,Haut::N,тир,лышшьк
280,Blut::N,юн,vïrre
281,Blut::N,юн,maelie
282,Blut::N,юн,varra
283,Blut::N,юн,varra
284,Blut::N,юн,vorrâ
285,Blut::N,юн,võrr
286,Blut::N,юн,вэ̄рр
287,Ader::N,вена,åerie
288,Ader::N,вена,aajroe
289,Ader::N,вена,suodna
290,Ader::N,вена,varrasuotna
291,Ader::N,вена,suoṇâ
292,Ader::N,вена,suõnn
293,Ader::N,вена,сӯнн
294,Sehne::N,шӑнӑр,soene
295,Sehne::N,шӑнӑр,gåårtenje
296,Sehne::N,шӑнӑр,suodna
297,Sehne::N,шӑнӑр,suotna
298,Sehne::N,шӑнӑр,suoṇâ
299,Sehne::N,шӑнӑр,suõnn
300,Sehne::N,шӑнӑр,сӯнн
301,Knochen::N,шӑмӑ,måara
302,Knochen::N,шӑмӑ,måaroe
303,Knochen::N,шӑмӑ,dákte
304,Knochen::N,шӑмӑ,dákti
305,Knochen::N,шӑмӑ,tähti
306,Knochen::N,шӑмӑ,tä´htt
307,Knochen::N,шӑмӑ,та̄ххт
308,Knochen::N,шӑмӑ,та̄ффьт
309,Gehirn::N,миме,aajla
310,Gehirn::N,миме,vuojŋam
311,Gehirn::N,миме,vuoigŋašat
312,Gehirn::N,миме,vuoi'ŋâšeh
313,Gehirn::N,миме,vuo'ivâšneh
314,Gehirn::N,миме,vuõivâšn
315,Gehirn::N,миме,вуэййвэшна
316,Herz::N,чӗре,vaajmoe
317,Herz::N,чӗре,tsåhke
318,Herz::N,чӗре,váibmu
319,Herz::N,чӗре,váimu
320,Herz::N,чӗре,čââ´đ
321,Herz::N,чӗре,кӯттҌк
322,Magen::N,хырӑмлӑх,tjåejjie
323,Magen::N,хырӑмлӑх,tjoajvve
324,Magen::N,хырӑмлӑх,čoavji
325,Magen::N,хырӑмлӑх,čuáv'ji
326,Magen::N,хырӑмлӑх,čåu´jj
327,Magen::N,хырӑмлӑх,чо̄ввьй
328,Leber::N,пӗвер,mueksie
329,Leber::N,пӗвер,librre
330,Leber::N,пӗвер,vuoivvas
331,Leber::N,пӗвер,vuoivâs
332,Leber::N,пӗвер,vuõivâs
333,Leber::N,пӗвер,вуйвас
334,Atem::N,сывлав,voejngehtasse
335,Atem::N,сывлав,båssånis
336,Atem::N,сывлав,vuojŋadahka
337,Atem::N,сывлав,vuoiŋŋahat
338,Atem::N,сывлав,vuo'iŋâstim
339,Atem::N,сывлав,jiõg'g
340,Atem::N,сывлав,вӯйнас
341,Atem::N,сывлав,вӯййнмушш
342,Hunger::N,выҫлӑх,nielkie
343,Hunger::N,выҫлӑх,nielgge
344,Hunger::N,выҫлӑх,nealgi
345,Hunger::N,выҫлӑх,nelgi
346,Hunger::N,выҫлӑх,neä´lǧǧ
347,Hunger::N,выҫлӑх,не̄лльк
348,Träne::N,куҫҫуль,gïknjele
349,Träne::N,куҫҫуль,ganjál
350,Träne::N,куҫҫуль,ganjal
351,Träne::N,куҫҫуль,koonjâl
352,Träne::N,куҫҫуль,kõõnjâl
353,Träne::N,куҫҫуль,кэ̄нял
354,Geschmack::N,техӗм,aelmie
355,Geschmack::N,техӗм,muosse
356,Geschmack::N,техӗм,smáhkka
357,Geschmack::N,техӗм,máhku
358,Geschmack::N,техӗм,smáhkka
359,Geschmack::N,техӗм,mááhu
360,Geschmack::N,техӗм,smakkâ
361,Geschmack::N,техӗм,njõõd
362,Geschmack::N,техӗм,smääkk
363,Geschmack::N,техӗм,ня̄лльк
364,Geruch::N,шӑршӑ,haaje
365,Geruch::N,шӑршӑ,habjja
366,Geruch::N,шӑршӑ,hádja
367,Geruch::N,шӑршӑ,opsâ
368,Geruch::N,шӑршӑ,haajâ
369,Geruch::N,шӑршӑ,õpss
370,Geruch::N,шӑршӑ,haajj
371,Geruch::N,шӑршӑ,апс
372,Geruch::N,шӑршӑ,лэ̄гк
373,Schlaf::N,ыйхӑ,nahkerh
374,Schlaf::N,ыйхӑ,nager
375,Schlaf::N,ыйхӑ,oados
376,Schlaf::N,ыйхӑ,nagir
377,Schlaf::N,ыйхӑ,naṿer
378,Schlaf::N,ыйхӑ,nââ´er
379,Schlaf::N,ыйхӑ,нагерь
380,Traum::N,тӗлӗк,nahkere
381,Traum::N,тӗлӗк,niehko
382,Traum::N,тӗлӗк,niehku
383,Traum::N,тӗлӗк,naṿer
384,Traum::N,тӗлӗк,nââ´er
385,Traum::N,тӗлӗк,нагерь
386,Himmel::N,пӗлӗт,elmie
387,Himmel::N,пӗлӗт,almme
388,Himmel::N,пӗлӗт,albmi
389,Himmel::N,пӗлӗт,alme
390,Himmel::N,пӗлӗт,â´lmm
391,Himmel::N,пӗлӗт,алльм
392,Sonne::N,хӗвел,biejjie
393,Sonne::N,хӗвел,bæjvásj
394,Sonne::N,хӗвел,beaivváš
395,Sonne::N,хӗвел,peivi
396,Sonne::N,хӗвел,piäiváš
397,Sonne::N,хӗвел,pei´vv
398,Sonne::N,хӗвел,пе̄ййв
399,Mond::N,уйӑх,aske
400,Mond::N,уйӑх,mánno
401,Mond::N,уйӑх,mánnu
402,Mond::N,уйӑх,máánu
403,Mond::N,уйӑх,mään
404,Mond::N,уйӑх,ма̄нн
405,Stern::N,ҫӑлтӑр,daasta
406,Stern::N,ҫӑлтӑр,naestie
407,Stern::N,ҫӑлтӑр,násste
408,Stern::N,ҫӑлтӑр,násti
409,Stern::N,ҫӑлтӑр,täsni
410,Stern::N,ҫӑлтӑр,tä´snn
411,Stern::N,ҫӑлтӑр,та̄ссьт
412,Luft::N,сывлӑш,elmie
413,Luft::N,сывлӑш,ájmmo
414,Luft::N,сывлӑш,áibmu
415,Luft::N,сывлӑш,áimu
416,Luft::N,сывлӑш,šõŋŋ
417,Luft::N,сывлӑш,вӯйнас
418,Wind::N,ҫил,bïegke
419,Wind::N,ҫил,biegga
420,Wind::N,ҫил,biegga
421,Wind::N,ҫил,pieg'gâ
422,Wind::N,ҫил,piõg'g
423,Wind::N,ҫил,пӣӈӈк
424,Welle::N,хум,baaroe
425,Welle::N,хум,bárro
426,Welle::N,хум,bárru
427,Welle::N,хум,pááṛu
428,Welle::N,хум,päärr
429,Welle::N,хум,нэ̄ммп
430,Wasser::N,шыв,tjaetsie
431,Wasser::N,шыв,tjáhtje
432,Wasser::N,шыв,čáhci
433,Wasser::N,шыв,čääci
434,Wasser::N,шыв,čää´cc
435,Wasser::N,шыв,ча̄дзь
436,Wasser::N,шыв-шур,tjaetsie
437,Wasser::N,шыв-шур,tjáhtje
438,Wasser::N,шыв-шур,čáhci
439,Wasser::N,шыв-шур,čääci
440,Wasser::N,шыв-шур,čää´cc
441,Wasser::N,шыв-шур,ча̄дзь
442,Stein::N,чул,gierkie
443,Stein::N,чул,giergge
444,Stein::N,чул,geađgi
445,Stein::N,чул,keđgi
446,Stein::N,чул,ǩeä´dǧǧ
447,Stein::N,чул,ке̄ддҌк
448,Boden::N,тӑпра,betnie
449,Boden::N,тӑпра,ednam
450,Boden::N,тӑпра,bodni
451,Boden::N,тӑпра,vuođđu
452,Boden::N,тӑпра,ponne
453,Boden::N,тӑпра,vuáđ̣u
454,Boden::N,тӑпра,vuâđđ
455,Boden::N,тӑпра,лаввьн
456,Boden::N,тӑпра,е̄ммьне
457,Erde::N,ҫӗр,jåarta
458,Erde::N,ҫӗр,mueltie
459,Erde::N,ҫӗр,ednam
460,Erde::N,ҫӗр,mållde
461,Erde::N,ҫӗр,eana
462,Erde::N,ҫӗр,eennâm
463,Erde::N,ҫӗр,mädd
464,Erde::N,ҫӗр,jânnam
465,Erde::N,ҫӗр,е̄ммьне
466,Staub::N,тусан,heblie
467,Staub::N,тусан,tsumhtsie
468,Staub::N,тусан,dubme
469,Staub::N,тусан,dopmu
470,Staub::N,тусан,kovjâ
471,Staub::N,тусан,põõ´l
472,Staub::N,тусан,кэ̄ббьй
473,Rauch::N,тӗтӗм,soeve
474,Rauch::N,тӗтӗм,suovva
475,Rauch::N,тӗтӗм,suovva
476,Rauch::N,тӗтӗм,suoṿâ
477,Rauch::N,тӗтӗм,suõvv
478,Rauch::N,тӗтӗм,сӯвв
479,Funke::N,хӗм,naestie
480,Funke::N,хӗм,tjuonam
481,Funke::N,хӗм,čuotnan
482,Funke::N,хӗм,čuođâlm
483,Funke::N,хӗм,iiskâr
484,Funke::N,хӗм,čuõzzâm
485,Funke::N,хӗм,чӯссэм
486,Feuer::N,вут,dålle
487,Feuer::N,вут,dållå
488,Feuer::N,вут,dolla
489,Feuer::N,вут,tullâ
490,Feuer::N,вут,toll
491,Feuer::N,вут,то̄лл
492,Feuer::N,ҫулӑм,dålle
493,Feuer::N,ҫулӑм,dållå
494,Feuer::N,ҫулӑм,dolla
495,Feuer::N,ҫулӑм,tullâ
496,Feuer::N,ҫулӑм,toll
497,Feuer::N,ҫулӑм,то̄лл
498,Licht::N,ҫутӑ,tjoevke
499,Licht::N,ҫутӑ,tjuovgga
500,Licht::N,ҫутӑ,čuovga
501,Licht::N,ҫутӑ,čuovggas
502,Licht::N,ҫутӑ,čuoṿâ
503,Licht::N,ҫутӑ,toll
504,Licht::N,ҫутӑ,čuõvv
505,Licht::N,ҫутӑ,то̄лл
506,Schatten::N,сулхӑн,skugkie
507,Schatten::N,сулхӑн,soejvene
508,Schatten::N,сулхӑн,irkes
509,Schatten::N,сулхӑн,sieges
510,Schatten::N,сулхӑн,itku
511,Schatten::N,сулхӑн,suoivâ
512,Schatten::N,сулхӑн,õõtt
513,Schatten::N,сулхӑн,ǩeeu´niǩ
514,Schatten::N,сулхӑн,кывьнэхь
515,Wetter::N,ҫанталӑк,vïerhtse
516,Wetter::N,ҫанталӑк,dálkke
517,Wetter::N,ҫанталӑк,dálki
518,Wetter::N,ҫанталӑк,šoŋŋâ
519,Wetter::N,ҫанталӑк,šõŋŋ
520,Wetter::N,ҫанталӑк,шэ̄ӈӈ
521,Nebel::N,тӗтре,såavla
522,Nebel::N,тӗтре,mearhka
523,Nebel::N,тӗтре,murkko
524,Nebel::N,тӗтре,mierkká
525,Nebel::N,тӗтре,mierká
526,Nebel::N,тӗтре,miär'kká
527,Nebel::N,тӗтре,oṃo
528,Nebel::N,тӗтре,sue´lnn
529,Nebel::N,тӗтре,цӣгк
530,Nebel::N,тӗтре,сулльн
531,Wolke::N,пӗлӗт,balve
532,Wolke::N,пӗлӗт,balvva
533,Wolke::N,пӗлӗт,balva
534,Wolke::N,пӗлӗт,polvâ
535,Wolke::N,пӗлӗт,põlvv
536,Wolke::N,пӗлӗт,пэллв
537,Regen::N,ҫумӑр,ebrie
538,Regen::N,ҫумӑр,harvve
539,Regen::N,ҫумӑр,arvi
540,Regen::N,ҫумӑр,arve
541,Regen::N,ҫумӑр,â´brr
542,Regen::N,ҫумӑр,аббьр
543,Schnee::N,юр,lopme
544,Schnee::N,юр,moehtege
545,Schnee::N,юр,muohta
546,Schnee::N,юр,muohta
547,Schnee::N,юр,muotâ
548,Schnee::N,юр,muõtt
549,Schnee::N,юр,вэ̄дз
550,Schnee::N,юр,куэллт
551,Eis::N,пӑр,jïenge
552,Eis::N,пӑр,jiegŋa
553,Eis::N,пӑр,jiekŋa
554,Eis::N,пӑр,jieŋ̣â
555,Eis::N,пӑр,jiõŋŋ
556,Eis::N,пӑр,ӣӈӈ
557,Frost::N,сивӗ,baajkoe
558,Frost::N,сивӗ,tjoasskem
559,Frost::N,сивӗ,buolaš
560,Frost::N,сивӗ,puolâš
561,Frost::N,сивӗ,puõlâš
562,Frost::N,сивӗ,мӯнь
563,Kälte::N,сивӗ,jueskie
564,Kälte::N,сивӗ,tjåetskeme
565,Kälte::N,сивӗ,tjoasskem
566,Kälte::N,сивӗ,čoaskin
567,Kälte::N,сивӗ,ko'lmâsvuotâ
568,Kälte::N,сивӗ,ijss
569,Kälte::N,сивӗ,čuä´cǩǩem
570,Kälte::N,сивӗ,tuârggnjõs
571,Kälte::N,сивӗ,кэ̄лмас
572,Hitze::N,вӗри,baahke
573,Hitze::N,вӗри,báhkka
574,Hitze::N,вӗри,báhkka
575,Hitze::N,вӗри,pakkâ
576,Hitze::N,вӗри,kuṃe
577,Hitze::N,вӗри,paašt
578,Hitze::N,вӗри,жоарр
579,Hitze::N,шӑрӑх,baahke
580,Hitze::N,шӑрӑх,báhkka
581,Hitze::N,шӑрӑх,báhkka
582,Hitze::N,шӑрӑх,pakkâ
583,Hitze::N,шӑрӑх,kuṃe
584,Hitze::N,шӑрӑх,paašt
585,Hitze::N,шӑрӑх,жоарр
586,Raureif::N,пас,jyjse
587,Raureif::N,пас,ridne
588,Raureif::N,пас,goarre
589,Raureif::N,пас,ritni
590,Raureif::N,пас,suhči
591,Raureif::N,пас,riṇe
592,Raureif::N,пас,ай
593,Regenbogen::N,асамат кӗперӗ,aatjan goengere
594,Regenbogen::N,асамат кӗперӗ,aatjan joekse
595,Regenbogen::N,асамат кӗперӗ,ádjájuoksa
596,Regenbogen::N,асамат кӗперӗ,arvedávgi
597,Regenbogen::N,асамат кӗперӗ,bajándávgi
598,Regenbogen::N,асамат кӗперӗ,äijihtävgi
599,Regenbogen::N,асамат кӗперӗ,teârmmazjohss
600,Regenbogen::N,асамат кӗперӗ,тӣрмесью̄ккс
601,Donner::N,аслати,raejrie
602,Donner::N,аслати,átjek
603,Donner::N,аслати,átjárájdde
604,Donner::N,аслати,áddjá
605,Donner::N,аслати,baján
606,Donner::N,аслати,juuṛâ
607,Donner::N,аслати,tie´rmes
608,Donner::N,аслати,тӣрмесь
609,Donner::N,аслати,ча̄ркнэгк
610,Strömung::N,юхӑ,njuvvie
611,Strömung::N,юхӑ,ájggedáhpe
612,Strömung::N,юхӑ,rávdnji
613,Strömung::N,юхӑ,virde
614,Strömung::N,юхӑ,ve´rdd
615,Strömung::N,юхӑ,выррьт
616,Tropfen::N,тумлам,gåajhkohts
617,Tropfen::N,тумлам,gåjkudis
618,Tropfen::N,тумлам,goaikkanas
619,Tropfen::N,тумлам,čalme
620,Tropfen::N,тумлам,čâ´lmm
621,Tropfen::N,тумлам,ча̄лльм
622,Schaum::N,кӑпӑк,sapte
623,Schaum::N,кӑпӑк,såpptå
624,Schaum::N,кӑпӑк,sokta
625,Schaum::N,кӑпӑк,suptâ
626,Schaum::N,кӑпӑк,soptt
627,Schaum::N,кӑпӑк,со̄ппт
628,Schmutz::N,пылчӑк,haaskoe
629,Schmutz::N,пылчӑк,duolvva
630,Schmutz::N,пылчӑк,duolva
631,Schmutz::N,пылчӑк,durdi
632,Schmutz::N,пылчӑк,stänži
633,Schmutz::N,пылчӑк,sähss
634,Schmutz::N,пылчӑк,са̄ккьс
635,Schmutz::N,пылчӑк,не̄шшь
636,See::N,кӳлӗ,jaevrie
637,See::N,кӳлӗ,jávrre
638,See::N,кӳлӗ,jávri
639,See::N,кӳлӗ,jävri
640,See::N,кӳлӗ,jâu´rr
641,See::N,кӳлӗ,я̄ввьр
642,Sumpf::N,шур,pluevie
643,Sumpf::N,шур,áhpe
644,Sumpf::N,шур,sæmssa
645,Sumpf::N,шур,jeaggi
646,Sumpf::N,шур,jeggi
647,Sumpf::N,шур,jeä´ǧ'ǧ
648,Sumpf::N,шур,ла̄ммьп
649,Sumpf::N,шурлӑх,pluevie
650,Sumpf::N,шурлӑх,áhpe
651,Sumpf::N,шурлӑх,sæmssa
652,Sumpf::N,шурлӑх,jeaggi
653,Sumpf::N,шурлӑх,jeggi
654,Sumpf::N,шурлӑх,jeä´ǧ'ǧ
655,Sumpf::N,шурлӑх,ла̄ммьп
656,Moor::N,торфлӑ шурлӑх,pluevie
657,Moor::N,торфлӑ шурлӑх,jiegge
658,Moor::N,торфлӑ шурлӑх,suotnju
