,Concept_ID,et,tr
78,Erde::N,maa,toprak
79,Staub::N,põrm,toz
80,Rauch::N,suits,duman
81,Funke::N,säde,kıvılcım
82,Feuer::N,tuli,ateş
83,Licht::N,valgus,ışık
84,Schatten::N,vari,gölge
85,Wetter::N,ilm,hava
86,Nebel::N,udu,pus
87,Wolke::N,pilv,bulut
88,Regen::N,sadu,yağmur
89,Schnee::N,lumi,kar
90,Eis::N,jää,buz
91,Frost::N,pakane,don
92,Kälte::N,külm,soğukluk
93,Kälte::N,külmus,soğukluk
94,Hitze::N,kuumus,sıcaklık
95,Hitze::N,palavus,sıcaklık
96,Raureif::N,härmatis,kırç
97,Regenbogen::N,vikerkaar,gökkuşağı
98,Donner::N,kõu,gök gürlemesi
99,Donner::N,müristamine,gök gürlemesi
100,Strömung::N,voolus,akıntı
101,Strömung::N,voolus,cereyan
102,Strömung::N,jõevool,akıntı
103,Strömung::N,jõevool,cereyan
104,Tropfen::N,tilk,damla
105,Schaum::N,vaht,köpük
106,Schmutz::N,pori,çamur
107,Schmutz::N,pori,pislik
108,Schmutz::N,mustus,çamur
109,Schmutz::N,mustus,pislik
110,See::N,järv,göl
111,Sumpf::N,soo,batak
112,Moor::N,raba,cılgıt
113,Wiese::N,aas,çimen
114,Wiese::N,nurm,çimen
115,Wald::N,mets,koru
116,Wald::N,mets,orman
117,Hügel::N,küngas,tepe
118,Anhöhe::N,küngas,tümsek
119,Anhöhe::N,küngas,yükseklik
120,Berg::N,mägi,dağ
121,Gipfel::N,mäetipp,zirve
122,Höhle::N,koobas,in
123,Höhle::N,koobas,mağara
124,Abhang::N,nõlvak,bayır
125,Quelle::N,allikas,pınar
126,Quelle::N,allikas,kaynak
127,Bach::N,oja,çay
128,Bach::N,oja,dere
129,Fluss::N,jõgi,nehir
130,Ufer::N,kallas,kıyı
131,Ufer::N,kallas,sahil
132,Küste::N,rannik,kıyı
133,Küste::N,rannik,sahil
134,Festland::N,mander,kara
135,Festland::N,maismaa,kara
136,Meer::N,meri,deniz
137,Bucht::N,laht,koy
138,Bucht::N,laht,körfez
139,Insel::N,saar,ada
140,Blume::N,lill,çiçek
141,Gras::N,rohi,ot
142,Gras::N,rohi,çim
143,Wurzel::N,juur,kök
144,Baum::N,puu,ağaç
145,Stamm::N,tüvi,gövde
146,Rinde::N,koor,kabuk
147,Ast::N,oks,dal
148,Ast::N,oks,budak
149,Zweig::N,oks,dal
150,Blatt::N,leht,yaprak
151,Birke::N,kask,huş
152,Kiefer[Baum]::N,mänd,çam
153,Weide[Baum]::N,paju,söğüt
154,Tanne::N,nulg,çam
155,Tanne::N,nulg,köknar
156,Horn::N,sarv,boynuz
157,Feder::N,sulg,tüy
158,Fell::N,karvkate,post
159,Fell::N,karusnahk,post
160,Flügel::N,tiib,kanat
161,Flügel::N,tiivik,kanat
162,Klaue::N,küüs,pençe
163,Kralle::N,küünis,tırnak
164,Schwanz::N,saba,kuyruk
165,Ei::N,muna,yumurta
166,Nest::N,pesa,yuva
167,Bau::N,urg,in
168,Tier::N,loom,hayvan
169,Herde::N,kari,sürü
170,Kuh::N,lehm,inek
171,Bulle::N,pull,boğa
172,Pferd::N,hobune,at
173,Pferd::N,hobune,beygir
174,Schaf::N,lammas,koyun
175,Schwein::N,siga,domuz
176,Hund::N,koer,it
177,Hund::N,koer,köpek
178,Katze::N,kass,kedi
179,Bär::N,karu,ayı
180,Eichhörnchen::N,orav,sincap
181,Elch::N,põder,büyük kuzey geyiği
182,Fuchs::N,rebane,tilki
183,Hase::N,jänes,tavşan
184,Maus::N,hiir,fare
185,Maus::N,hiir,sıçan
186,Wolf::N,hunt,kurt
187,Vogel::N,lind,kuş
188,Schwarm::N,parv,sürü
189,Huhn::N,kana,tavuk
190,Hahn::N,kukk,horoz
191,Gans::N,hani,kaz
192,Adler::N,kotkas,kartal
193,Adler::N,kotkas,karakuş
194,Ente::N,part,ördek
195,Eule::N,kakk,baykuş
196,Eule::N,öökull,baykuş
197,Kranich::N,kurg,turna
198,Krähe::N,vares,karga
199,Kuckuck::N,kägu,guguk
200,Schwan::N,luik,kuğu
201,Fisch::N,kala,balık
202,Barsch::N,ahven,hani
203,Barsch::N,ahven,levrek
204,Hecht::N,haug,turnabalığı
205,Schlange[Tier]::N,uss,yılan
206,Wurm::N,uss,kurt
207,Wurm::N,uss,solucan
208,Wurm::N,vagel,kurt
209,Wurm::N,vagel,solucan
210,Spinne::N,ämblik,örümcek
211,Ameise::N,sipelgas,karınca
212,Laus::N,täi,bit
213,Mücke::N,sääsk,sivrisinek
214,Fliege::N,kärbes,sinek
215,Schmetterling::N,liblikas,kelebek
216,Beere::N,mari,tane
217,Apfel::N,õun,elma
218,Pilz::N,seen,mantar
219,Zwiebel::N,sibul,soğan
220,Saat::N,seeme,ekin
221,Korn::N,iva,tane
222,Korn::N,tera,tane
223,Heu::N,hein,kuru ot
224,Schale::N,koor,kabuk
225,Grube::N,kaevand,çukur
226,Falle::N,lõks,tuzak
227,Falle::N,püünis,tuzak
228,Schlinge::N,aas,ilmik
229,Spur::N,jälg,iz
230,Asche::N,tuhk,kül
231,Dreck::N,saast,pislik
232,Dreck::N,mustus,pislik
233,Eisen::N,raud,demir
234,Gold::N,kuld,altın
235,Silber::N,hõbe,gümüş
236,Kohle::N,süsi,kömür
237,Glas::N,klaas,cam
238,Lehm::N,savi,balçık
239,Sand::N,liiv,kum
240,Mensch::N,inimene,insan
241,Mann::N,mees,adam
242,Mann::N,mees,erkek
243,Frau::N,naine,bayan
244,Kind::N,laps,çocuk
245,Junge::N,poiss,erkek çocuk
246,Mädchen::N,tüdruk,kız
247,Familie::N,perekond,aile
248,Großvater::N,vanaisa,dede
249,Großvater::N,vanaisa,büyükbaba
250,Großmutter::N,vanaema,nine
251,Großmutter::N,vanaema,büyükanne
252,Eltern::N,vanemad,ebeveyn
253,Eltern::N,vanemad,ana baba
254,Vater::N,isa,ata
255,Vater::N,isa,baba
256,Mutter::N,ema,ana
257,Mutter::N,ema,anne
258,Sohn::N,poeg,oğul
259,Tochter::N,tütar,kız
260,Tochter::N,tütar,kız evlât
261,Bruder::N,vend,abi
262,Bruder::N,vend,erkek kardeş
263,Schwester::N,õde,abla
264,Schwester::N,õde,kız kardeş
265,Onkel::N,onu,dayı
266,Tante::N,tädi,hala
267,Tante::N,tädi,teyze
268,Ehemann::N,mees,koca
269,Ehemann::N,abikaasa,koca
270,Ehefrau::N,naine,karı
271,Ehefrau::N,abikaasa,karı
272,Freude::N,rõõm,neşe
273,Freude::N,rõõm,sevinç
274,Gelächter::N,naer,gülme
275,Gelächter::N,naer,kahkaha
276,Glück::N,õnn,mutluluk
277,Kummer::N,mure,dert
278,Kummer::N,mure,keder
279,Kummer::N,kurbus,dert
280,Kummer::N,kurbus,keder
281,Wunsch::N,soov,arzu
282,Wunsch::N,soov,istek
283,Lust::N,himu,arzu
284,Lust::N,himu,heves
285,Geist::N,vaim,tin
286,Gedanke::N,mõte,fikir
287,Gedanke::N,mõte,düşünce
288,Gedächtnis::N,mälu,bellek
289,Verstand::N,aru,zekâ
290,Verstand::N,mõistus,zekâ
291,Sinn::N,tähendus,anlam
292,Grund::N,põhjus,sebep
293,Wahrheit::N,tõde,doğruluk
294,Wahrheit::N,tõde,gerçeklik
295,Gespräch::N,kõne,görüşme
296,Gespräch::N,vestlus,görüşme
297,Märchen::N,muinasjutt,masal
298,Erzählung::N,jutustus,öykü
299,Erzählung::N,jutustus,hikâye
300,Nachricht::N,teade,haber
301,Neuigkeit::N,uudis,haber
302,Name::N,nimi,ad
303,Name::N,nimi,isim
304,Rätsel::N,mõistatus,bilmece
305,Rede::N,kõne,söylev
306,Rede::N,kõne,konuşma
307,Sprache::N,keel,dil
308,Sprache::N,keel,lisan
309,Stimme::N,hääl,ses
310,Wort::N,sõna,kelime
311,Zeichen::N,märk,işaret
312,Ruf::N,hüüe,çağırma
313,Lärm::N,müra,şamata
314,Lärm::N,müra,gürültü
315,Laut::N,hääl,ses
316,Ton::N,toon,ses
317,Lied::N,laul,türkü
318,Ruhe::N,rahu,sakinlik
319,Ruhe::N,vaikus,sakinlik
320,Leute::N,inimesed,halk
321,Leute::N,inimesed,insanlar
322,Volk::N,rahvas,ulus
323,Volk::N,rahvas,millet
324,Arbeit::N,töö,iş
325,Arbeit::N,töö,çalışma
326,Gast::N,külaline,konuk
327,Gast::N,külaline,misafir
328,Geschenk::N,kingitus,hediye
329,Geschenk::N,kingitus,armağan
330,Spiel::N,mäng,oyun
331,Gesellschaft::N,selts,çevre
332,Gesellschaft::N,selts,arkadaşlık
333,Hilfe::N,abi,yardım
334,Freund::N,sõber,dost
335,Freund::N,sõber,arkadaş
336,Kamerad::N,sõber,arkadaş
337,Angelegenheit::N,asi,iş
338,Angelegenheit::N,asi,husus
339,Anzahl::N,arv,sayı
340,Anzahl::N,hulk,sayı
341,Art::N,liik,çeşit
342,Stück::N,tükk,tane
343,Stück::N,tükk,parça
344,Teil::N,osa,kısım
345,Hälfte::N,pool,yarı
346,Kreis::N,ring,daire
347,Kreuz::N,rist,haç
348,Linie::N,joon,hat
349,Linie::N,joon,çizgi
350,Strich::N,joon,çizgi
351,Abstand::N,vahe,aralık
352,Entfernung::N,kaugus,mesafe
353,Entfernung::N,kaugus,uzaklık
354,Entfernung::N,vahemaa,mesafe
355,Entfernung::N,vahemaa,uzaklık
356,Gegend::N,ümbrus,yöre
357,Platz::N,ruum,yer
358,Ort::N,paik,yer
359,Seite::N,pool,yan
360,Seite::N,pool,taraf
361,Mitte::N,keskpaik,orta
362,Mitte::N,keskpaik,merkez
363,Gegenstand::N,ese,şey
364,Sache::N,ese,iş
365,Sache::N,ese,şey
366,Rand::N,äär,kenar
367,Rand::N,serv,kenar
368,Kante::N,kant,kenar
369,Ecke::N,nurk,köşe
370,Spitze::N,teravik,uç
371,Spitze::N,teravik,baş
372,Ende::N,ots,uç
373,Ende::N,jupp,uç
374,Loch::N,auk,oyuk
375,Loch::N,auk,delik
376,Winkel::N,nurk,köşe
377,Muster::N,muster,örnek
378,Größe::N,suurus,büyüklük
379,Länge::N,pikkus,uzunluk
380,Höhe::N,kõrgus,yükseklik
381,Gewicht::N,kaal,ağırlık
382,Gewicht::N,raskus,ağırlık
383,Menge::N,arv,miktar
384,Menge::N,hulk,miktar
385,Haufen::N,hunnik,küme
386,Haufen::N,hunnik,yığın
387,Reihe::N,rivi,sıra
388,Boot::N,paat,kayık
389,Boot::N,paat,sandal
390,Ruder::N,aer,kürek
391,Schlitten::N,saan,kızak
392,Ski::N,suusk,kayak
393,Lagerfeuer::N,lõke,kamp ateşi
394,Last::N,koorem,yük
395,Gang::N,käik,gidiş
396,Gang::N,käik,yürüyüş
397,Schritt::N,samm,adım
398,Norden::N,põhi,kuzey
399,Süden::N,lõuna,güney
400,Westen::N,lääs,batı
401,Osten::N,ida,doğu
402,Holz::N,puu,ağaç
403,Holz::N,puu,tahta
404,Brett::N,saelaud,tahta
405,Platte::N,plaat,levha
406,Stütze::N,tugi,dayak
407,Stütze::N,tugi,destek
408,Stange::N,latt,çubuk
409,Stange::N,teivas,çubuk
410,Stock::N,kepp,sopa
411,Stock::N,kepp,değnek
412,Stab::N,varras,sırık
413,Stab::N,varras,baston
414,Rohr::N,toru,boru
415,Haus::N,maja,ev
416,Heim::N,kodu,ev
417,Heim::N,kodu,yurt
418,Ofen::N,ahi,soba
419,Fußboden::N,põrand,taban
420,Fußboden::N,põrand,döşeme
421,Tisch::N,laud,masa
422,Stuhl::N,tool,iskemle
423,Stuhl::N,tool,sandalye
424,Wiege::N,häll,beşik
425,Wiege::N,kätki,beşik
426,Bett::N,voodi,yatak
427,Regal::N,riiul,raf
428,Kiste::N,kast,sandık
429,Fenster::N,aken,pencere
430,Tür::N,uks,kapı
431,Tor::N,värav,kapı
432,Zaun::N,aed,çit
433,Zaun::N,tara,çit
434,Dach::N,katus,dam
435,Dach::N,katus,çatı
436,Leiter::N,redel,merdiven
437,Besen::N,luud,süpürge
438,Spaten::N,labidas,bel
439,Schaufel::N,kühvel,kürek
440,Gabel::N,kahvel,çatal
441,Löffel::N,lusikas,kaşık
442,Messer::N,nuga,bıçak
443,Nagel::N,nael,çivi
444,Netz::N,võrk,ağ
445,Haken::N,haak,çengel
446,Haken::N,konks,çengel
447,Griff::N,sang,kulp
448,Griff::N,sang,tutamak
449,Griff::N,käepide,kulp
450,Griff::N,käepide,tutamak
451,Schloss::N,lukk,kilit
452,Bild::N,pilt,imaj
453,Bild::N,pilt,resim
454,Figur::N,kuju,şekil
455,Figur::N,kuju,heykel
456,Figur::N,kujund,şekil
457,Figur::N,kujund,heykel
458,Puppe::N,nukk,kukla
459,Beutel::N,paun,kese
460,Beutel::N,paun,torba
461,Bündel::N,kimp,deste
462,Tasche::N,kott,çanta
463,Eimer::N,pang,kova
464,Eimer::N,ämber,kova
465,Deckel::N,kaas,kapak
466,Geschirr::N,nõud,kap kacak
467,Sack::N,kott,torba
468,Tasse::N,tass,fincan
469,Topf::N,pada,tencere
470,Kessel::N,pada,kazan
471,Essen::N,söök,yemek
472,Nahrung::N,toit,gıda
473,Nahrung::N,toit,besin
474,Speise::N,roog,yemek
475,Fleisch::N,liha,et
476,Getreide::N,teravili,tahıl
477,Getreide::N,teravili,hububat
478,Brei::N,puder,ezme
479,Brot::N,sai,ekmek
480,Brot::N,leib,ekmek
481,Scheibe::N,viil,dilim
482,Scheibe::N,viilukas,dilim
483,Fett::N,rasv,yağ
484,Butter::N,või,tereyağı
485,Öl::N,õli,yağ
486,Öl::N,õli,akar yağ
487,Salz::N,sool,tuz
488,Suppe::N,supp,çorba
489,Honig::N,mesi,bal
490,Milch::N,piim,süt
491,Tee::N,tee,çay
492,Leder::N,nahk,deri
493,Leder::N,nahk,meşin
494,Wolle::N,vill,yün
495,Stoff::N,kangas,kumaş
496,Nadel::N,nõel,iğne
497,Faden::N,niit,tire
498,Faden::N,niit,iplik
499,Knopf::N,nööp,düğme
500,Knoten::N,sõlm,düğüm
501,Farbe::N,värv,boya
502,Kleidung::N,riided,giyim
503,Kleidung::N,riietus,giyim
504,Hemd::N,särk,gömlek
505,Kragen::N,krae,yaka
506,Ärmel::N,varrukas,yen
507,Ärmel::N,varrukas,elbise kolu
508,Hose::N,püksid,pantolon
509,Gürtel::N,vöö,kuşak
510,Mütze::N,müts,bere
511,Mütze::N,müts,kasket
512,Schuh::N,king,kundura
513,Schuh::N,king,ayakkabı
514,Stiefel::N,saabas,çizme
515,Ring::N,sõrmus,yüzük
516,Band::N,lint,bağ
517,Band::N,lint,şerit
518,Kamm::N,kamm,tarak
519,Spiegel::N,peegel,ayna
520,Riemen::N,rihm,kayış
521,Schnur::N,nöör,ip
522,Schnur::N,nöör,sicim
523,Leine::N,jalutusrihm,kayış
524,Decke::N,tekk,örtü
525,Decke::N,tekk,yorgan
526,Kissen::N,padi,yastık
527,Tuch::N,kalev,bez
528,Handtuch::N,käterätik,havlu
529,Kraft::N,jõud,güç
530,Kraft::N,jõud,kuvvet
531,Stärke::N,tugevus,kuvvet
532,Gesundheit::N,tervis,sağlık
533,Krankheit::N,haigus,hastalık
534,Schmerz::N,valu,ağrı
535,Schmerz::N,valu,sancı
536,Wunde::N,haav,yara
537,Fieber::N,palavik,ateş
538,Arznei::N,ravim,ilâç
539,Brücke::N,sild,köprü
540,Brunnen::N,kaev,kuyu
541,Brunnen::N,kaev,çeşme
542,Weide::N,karjamaa,otlak
543,Pfad::N,rada,patika
544,Pfad::N,rada,keçiyolu
545,Weg::N,tee,yol
546,Straße::N,tee,yol
547,Straße::N,tee,cadde
548,Dorf::N,küla,köy
549,Stadt::N,linn,kent
550,Stadt::N,linn,şehir
551,Brief::N,kiri,mektup
552,Buch::N,raamat,kitap
553,Buchstabe::N,täht,harf
554,Zeitung::N,ajaleht,gazete
555,Leben::N,elu,hayat
556,Tod::N,surm,ölüm
557,Grab::N,haud,kabir
558,Kirche::N,kirik,kilise
559,Sünde::N,patt,günah
560,Gott::N,jumal,tanrı
561,Arbeiter::N,tööline,işçi
562,Chef::N,ülemus,şef
563,Chef::N,ülemus,müdür
564,Chef::N,juhataja,şef
565,Chef::N,juhataja,müdür
566,Meister::N,meister,usta
567,Arzt::N,arst,hekim
568,Arzt::N,arst,doktor
569,Lehrer::N,õpetaja,hoca
570,Lehrer::N,õpetaja,öğretmen
571,Geld::N,raha,para
572,Geschäft::N,äri,ticaret
573,Laden::N,pood,dükkân
574,Laden::N,kauplus,dükkân
575,Preis::N,hind,fiyat
576,Ware::N,kaup,mal
577,Nutzen::N,tulu,fayda
578,Nutzen::N,kasulikkus,fayda
579,Reichtum::N,rikkus,servet
580,Reichtum::N,rikkus,zenginlik
581,Welt::N,maailm,dünya
582,Land::N,maa,ülke
583,Staat::N,riik,devlet
584,König::N,kuningas,kral
585,Macht::N,võim,kudret
586,Macht::N,võim,iktidar
587,Grenze::N,piir,had
588,Grenze::N,piir,sınır
589,Krieg::N,sõda,savaş
590,Feind::N,vaenlane,düşman
591,Gewalt::N,väevõim,zor
592,Gewalt::N,väevõim,cebir
593,Kampf::N,võitlus,savaş
594,Bogen[Waffe]::N,vibu,yay
595,Pfeil::N,nool,ok
596,Gewehr::N,püss,tüfek
597,Fehler::N,viga,hata
598,Fehler::N,viga,yanlış
599,Lüge::N,vale,yalan
600,Schaden::N,kahju,zarar
601,Unglück::N,häda,felâket
602,Unglück::N,häda,talihsizlik
603,Unglück::N,õnnetus,felâket
604,Unglück::N,õnnetus,talihsizlik
605,Schuld::N,süü,suç
606,Schuld::N,süü,kabahat
607,Alter::N,iga,yaş
608,Schluss::N,lõpp,son
609,Zeit::N,aeg,zaman
610,Tag::N,päev,gün
611,Morgen::N,hommik,sabah
612,Mittag::N,lõuna,öğle
613,Mittag::N,keskpäev,öğle
614,Abend::N,õhtu,akşam
615,Nacht::N,öö,gece
616,Woche::N,nädal,hafta
617,Monat::N,kuu,ay
618,Jahr::N,aasta,yıl
619,Jahr::N,aasta,sene
620,Frühling::N,kevad,ilkbahar
621,Sommer::N,suvi,yaz
622,Herbst::N,sügis,güz
623,Herbst::N,sügis,sonbahar
624,Winter::N,talv,kış
625,Januar::N,jaanuar,ocak
626,Februar::N,veebruar,şubat
627,März::N,märts,mart
628,April::N,aprill,nisan
629,Mai::N,mai,mayıs
630,Juni::N,juuni,haziran
631,Juli::N,juuli,temmuz
632,August::N,august,ağustos
633,September::N,september,eylül
634,Oktober::N,oktoober,ekim
635,November::N,november,kasım
636,Dezember::N,detsember,aralık
637,Montag::N,esmaspäev,pazartesi
638,Dienstag::N,teisipäev,salı
639,Mittwoch::N,kesknädal,çarşamba
640,Donnerstag::N,neljapäev,perşembe
641,Freitag::N,reede,cuma
642,Samstag::N,laupäev,cumartesi
643,Sonntag::N,pühapäev,pazar
644,groß::A,suur,büyük
645,klein::A,väike,ufak
646,klein::A,väike,küçük
647,klein::A,pisike,ufak
648,klein::A,pisike,küçük
649,lang::A,pikk,uzun
650,kurz::A,lühike,kısa
651,breit::A,lai,enli
652,breit::A,lai,geniş
653,schmal::A,kitsas,dar
654,dicht::A,tihe,sık
655,dicht::A,tihe,yoğun
656,dick[Gegenstand]::A,jäme,kalın
657,dick[Gegenstand]::A,jäme,iri
658,dünn::A,õhuke,ince
659,dünn::A,peenike,ince
660,fein::A,peen,ince
661,fein::A,peen,narin
662,fein::A,õhuke,ince
663,fein::A,õhuke,narin
664,fest::A,püsiv,sabit
665,fest::A,püsiv,sağlam
666,fest::A,kindel,sabit
667,fest::A,kindel,sağlam
668,flach::A,lame,düz
669,flach::A,lame,yassı
670,flach::A,tasane,düz
671,flach::A,tasane,yassı
672,glatt::A,sile,düz
673,hart::A,kõva,katı
674,weich::A,pehme,yumuşak
675,rund::A,ümar,yuvarlak
676,spitz::A,torkav,sivri
677,scharf::A,terav,keskin
678,stumpf::A,nüri,kör
679,schwer::A,raske,ağır
680,schön::A,kena,güzel
681,heiß::A,kuum,kızgın
682,heiß::A,palav,kızgın
683,warm::A,soe,sıcak
684,kalt::A,külm,soğuk
685,kühl::A,jahe,serin
686,frisch::A,värske,taze
687,feucht::A,niiske,nemli
688,feucht::A,niiske,rutubetli
689,nass::A,märg,yaş
690,nass::A,märg,ıslak
691,trocken::A,kuiv,kuru
692,voll::A,täis,dolu
693,voll::A,täis,dolmuş
694,leer::A,tühi,boş
695,offen::A,avatud,açık
696,offen::A,lahtine,açık
697,geschlossen::A,suletud,kapalı
698,sauber::A,puhas,pak
699,sauber::A,puhas,temiz
700,schmutzig::A,räpane,pis
701,schmutzig::A,räpane,kirli
702,schmutzig::A,määrdunud,pis
703,schmutzig::A,määrdunud,kirli
704,roh::A,toores,çiğ
705,reif::A,küps,olgun
706,lecker::A,hõrk,lezzetli
707,lecker::A,maitsev,lezzetli
708,süß::A,magus,tatlı
709,süß::A,magus,şekerli
710,bitter::A,mõru,acı
711,sauer::A,hapu,ekşi
712,hell::A,hele,aydınlık
713,dunkel::A,pime,karanlık
714,schwarz::A,must,kara
715,schwarz::A,must,siyah
716,weiß::A,valge,ak
717,weiß::A,valge,beyaz
718,rot::A,punane,kırmızı
719,gelb::A,kollane,sarı
720,blau::A,sinine,mavi
721,grün::A,roheline,yeşil
722,grau::A,hall,boz
723,bunt::A,kirju,renkli
724,bunt::A,värviline,renkli
725,billig::A,odav,ucuz
726,teuer::A,kallis,pahalı
727,wertvoll::A,väärtuslik,değerli
728,blind::A,pime,kör
729,taub::A,kurt,sağır
730,kräftig::A,jõuline,dinç
731,kräftig::A,jõuline,kuvvetli
732,stark::A,tugev,güçlü
733,stark::A,tugev,kuvvetli
734,schwach::A,nõrk,zayıf
735,schwach::A,nõrk,güçsüz
736,schwach::A,jõuetu,zayıf
737,schwach::A,jõuetu,güçsüz
738,fett::A,rasvane,şişman
739,schlank::A,sale,narin
740,hübsch::A,kena,güzel
741,hübsch::A,kena,sevimli
742,böse::A,tige,kötü
743,dumm::A,juhm,aptal
744,dumm::A,rumal,aptal
745,faul::A,laisk,tembel
746,fleißig::A,virk,çalışkan
747,fleißig::A,hoolas,çalışkan
748,geizig::A,ihne,cimri
749,klug::A,tark,zekî
750,klug::A,tark,akıllı
751,klug::A,arukas,zekî
752,klug::A,arukas,akıllı
753,klug::A,mõistlik,zekî
754,klug::A,mõistlik,akıllı
755,geschickt::A,osav,becerikli
756,lieb::A,armas,sevimli
757,lustig::A,lõbus,neşeli
758,sanft::A,õrn,nazik
759,hungrig::A,näljane,aç
760,krank::A,haige,hasta
761,krank::A,haige,rahatsız
762,nackt::A,alasti,çıplak
763,traurig::A,kurb,kederli
764,traurig::A,kurb,üzüntülü
765,lebendig::A,elus,canlı
766,gut::A,hea,iyi
767,schlecht::A,halb,kötü
768,richtig::A,õige,doğru
769,schlimm::A,paha,kötü
770,wahr::A,tõene,doğru
771,wahr::A,tõene,gerçek
772,alt::A,vana,eski
773,neu::A,uus,yeni
774,ehemalig::A,endine,önceki
775,alt[Lebewesen]::A,vana,yaşlı
776,jung::A,noor,genç
777,arm::A,vaene,fakir
778,reich::A,rikas,zengin
779,bekannt::A,teada,bilinen
780,bekannt::A,tuttav,bilinen
781,berühmt::A,tuntud,ünlü
782,berühmt::A,tuntud,meşhur
783,fremd::A,võõras,yabancı
784,verschieden::A,erinev,ayrı
785,verschieden::A,erinev,farklı
786,nah::A,lähedane,yakın
787,nah::A,lähedane,bitişik
788,fern::A,kauge,uzak
789,linker::A,vasak,sol
790,rechter::A,parem,sağ
791,anderer::A,muu,diğer
792,anderer::A,teine,diğer
793,erster::A,esimene,ilk
794,erster::A,esimene,birinci
795,zweiter::A,teine,ikinci
796,dritter::A,kolmas,üçüncü
797,letzter::A,viimane,son
798,letzter::A,viimane,sonuncu
799,allein::ADV,üksi,yalnız
800,allein::ADV,üksi,tek başına
801,auf einmal::ADV,korraga,birden
802,auf einmal::ADV,ühekorraga,birden
803,zusammen::ADV,koos,beraber
804,zusammen::ADV,koos,birlikte
805,zusammen::ADV,üheskoos,beraber
806,zusammen::ADV,üheskoos,birlikte
807,lange::ADV,kaua,çok
808,lange::ADV,kaua,uzun
809,plötzlich::ADV,äkki,ansızın
810,plötzlich::ADV,äkki,birdenbire
811,plötzlich::ADV,järsku,ansızın
812,plötzlich::ADV,järsku,birdenbire
813,sofort::ADV,kohe,hemen
814,sofort::ADV,kohe,derhal
815,später::ADV,hiljem,daha sonra
816,jetzt::ADV,nüüd,şimdi
817,heute::ADV,täna,bugün
818,morgen::ADV,homme,yarın
819,bald::ADV,pea,yakında
820,bald::ADV,varsti,yakında
821,dann::ADV,siis,sonra
822,gestern::ADV,eile,dün
823,einst::ADV,vanasti,eskiden
824,damals::ADV,tookord,o zamanlar
825,danach::ADV,seejärel,sonradan
826,danach::ADV,seejärel,ondan sonra
827,vorher::ADV,enne,önce
828,vorher::ADV,enne,önceden
829,zuerst::ADV,enne,ilk önce
830,zuerst::ADV,esmalt,ilk önce
831,einmal::ADV,kord,bir defa
832,einmal::ADV,üks kord,bir defa
833,manchmal::ADV,mõnikord,bazan
834,oft::ADV,tihti,sık sık
835,oft::ADV,tihti,çok defa
