,Concept_ID,hr,ab
1432,prahlen::V,hvalisati se,аҽхəара
1433,übersetzen::V,prevesti,аиҭагара
1434,denken::V,misliti,азхəыцра
1435,glauben::V,vjerovati,ахаҵара
1436,bemerken::V,zapaziti,агəаҭара
1437,bemerken::V,primijetiti,агəаҭара
1438,erkennen::V,prepoznati,адырра
1439,begreifen::V,pojmiti,аилкаара
1440,begreifen::V,shvatiti,аилкаара
1441,verstehen::V,razabrati,аҳара
1442,lernen::V,učiti se,аҵара
1443,wissen::V,znati,адырра
1444,sich erinnern an::V,sjetiti se,агəаларшəара
1445,vergessen::V,zaboraviti,ахашҭра
1446,messen::V,mjeriti,ашəара
1447,zählen::V,brojiti,аҧхьаӡара
1448,rechnen::V,računati,аҳасабра
1449,lesen::V,čitati,аҧхьара
1450,malen::V,slikati,
1451,zeichnen::V,crtati,
1452,schreiben::V,pisati,
1453,besitzen::V,imati,амазаара
1454,besitzen::V,posjedovati,амазаара
1455,kaufen::V,kupiti,Аахəара
1456,verkaufen::V,prodati,аҭира
1457,verkaufen::V,raspačati,аҭира
1458,bezahlen::V,platiti,ахҭынҵара
1459,bezahlen::V,platiti,ашəара
1460,zahlen::V,plaćati,ашəара
1461,beherrschen::V,vladati,
1462,beherrschen::V,gospodariti,
1463,ertragen::V,trpjeti,ачҳара
1464,ertragen::V,podnijeti,ачҳара
1465,Gehirn::N,,ахшлыбаҩ
1466,Gehirn::N,,ахшыбаҩ
