,Concept_ID,mn,te
108,Wald::N,ой,అడవి
109,Hügel::N,болдог,చివ్నకొండ
110,Anhöhe::N,гүвээ,కొండ
111,Berg::N,уул,పర్వతము
112,Gipfel::N,орой,శిఖరము
113,Gipfel::N,оргил,శిఖరము
114,Höhle::N,агуй,గుహ
115,Abhang::N,хүр,ఏటవాలు
116,Quelle::N,булаг,మూలము
117,Bach::N,горхи,కాలువ
118,Fluss::N,гол,నది
119,Fluss::N,мөрөн,నది
120,Ufer::N,эрэг,తీరము
121,Küste::N,эрэг,తీరము
122,Festland::N,хуурай газар,భూమి
123,Meer::N,далай,సముద్రము
124,Meer::N,тэнгис,సముద్రము
125,Bucht::N,булан,మరుగు
126,Bucht::N,далайн тохой,మరుగు
127,Insel::N,арал,దీవి
128,Blume::N,цэцэг,పుష్పము
129,Gras::N,өвс,పచ్చగడ్డి
130,Gras::N,ногоо,పచ్చగడ్డి
131,Wurzel::N,үндэс,వేరు
132,Baum::N,мод,చెట్టు
133,Stamm::N,иш,చెట్టుబోదె
134,Stamm::N,гуалин,చెట్టుబోదె
135,Rinde::N,холтос,చెట్టుపట్ట
136,Ast::N,гишүү,కొమ్మ
137,Zweig::N,салаа,చివుకు
138,Blatt::N,навч,ఆకు
139,Birke::N,хус,తరహా చెట్టు
140,Kiefer[Baum]::N,нарс,దేవదారు చెట్టు
141,Weide[Baum]::N,уд,జాతిచెట్టు
142,Weide[Baum]::N,бургас,జాతిచెట్టు
143,Tanne::N,гачуур,దేవదారుచెట్టు
144,Horn::N,эвэр,కొమ్ము
145,Feder::N,өд,ఈక
146,Fell::N,арьс,తోలు
147,Flügel::N,жигүүр,ఱెక్క
148,Flügel::N,далавч,ఱెక్క
149,Klaue::N,савар,వంకరగోరు
150,Klaue::N,хумс,వంకరగోరు
151,Kralle::N,савар,వంకరగోరు
152,Schwanz::N,сүүл,తోక
153,Ei::N,өндөг,గ్రుడ్డు
154,Nest::N,үүр,పక్షిగూడు
155,Bau::N,нүх,గుహ
156,Bau::N,элүү,గుహ
157,Tier::N,амьтан,జంతువు
158,Tier::N,адгуус,జంతువు
159,Herde::N,сүрэг,మంద
160,Kuh::N,үнээ,ఆవు
161,Bulle::N,бух,గిత్త
162,Pferd::N,морь,గుఱ్ఱము
163,Pferd::N,адуу,గుఱ్ఱము
164,Schaf::N,хонь,గొఱ్ఱె
165,Schwein::N,гахай,పంది
166,Hund::N,нохой,కుక్క
167,Katze::N,муур,పిల్లి
168,Katze::N,мигуй,పిల్లి
169,Bär::N,баавгай,ఎలుగుబంటి
170,Eichhörnchen::N,хэрэм,ఉడుత
171,Elch::N,хандгай,కణంజు
172,Fuchs::N,үнэг,గుంటనక్క
173,Hase::N,туулай,కుందేలు
174,Maus::N,хулгана,చిట్టెలుక
175,Wolf::N,чоно,తోడేలు
176,Vogel::N,шувуу,పక్షి
177,Schwarm::N,сүрэг,గుంపు
178,Huhn::N,тахиа,కోడిపిల్ల
179,Hahn::N,эр тахиа,కోడివుంజు
180,Gans::N,галуу,ఆడుబాతు
181,Adler::N,бүргэд,గ్రద్ద
182,Ente::N,нугас,పాట్టిబాతు
183,Eule::N,ууль,గ్రుడ్లగూబ
184,Kranich::N,тогоруу,కొంగ
185,Krähe::N,хэрээ,కాకి
186,Kuckuck::N,хөхөө,కోయల
187,Schwan::N,хун,హంస
188,Fisch::N,загас,చేప
189,Barsch::N,алгана,ఒకచేఁప
190,Hecht::N,цурхай,గండుమీను
191,Schlange[Tier]::N,могой,పాము
192,Wurm::N,өт,పురుగు
193,Wurm::N,хорхой,పురుగు
194,Spinne::N,аалз,సాలె పురుగు
195,Ameise::N,шоргоолж,చీమ
196,Laus::N,бөөс,పేను
197,Mücke::N,шумуул,చీకటీగ
198,Fliege::N,ялаа,ఈగ
199,Schmetterling::N,эрвээхэй,సీతాకోకచిలుక
200,Beere::N,жимсгэнэ,కాయ
201,Apfel::N,алим,ఆపిల్ పండు
202,Pilz::N,мөөг,కుక్కగొడుగు
203,Zwiebel::N,сонгино,నీరుల్లి
204,Saat::N,тариа,విత్తనము
205,Korn::N,үр,గింజ
206,Korn::N,мөхлөг,గింజ
207,Heu::N,өвс,ఎండుగడ్డి
208,Schale::N,хальс,పొట్టు
209,Grube::N,алам,గొయ్యి
210,Grube::N,нүх,గొయ్యి
211,Falle::N,хавх,బోను
212,Falle::N,занга,బోను
213,Schlinge::N,урхи,ఉరి
214,Spur::N,мөр,జాడ
215,Asche::N,үнс,బూడిద
216,Dreck::N,хир,ముఱికి
217,Eisen::N,төмөр,ఇనుము
218,Gold::N,алт,బంగారము
219,Silber::N,мөнгө,వెండి
220,Kohle::N,нүүрс,నేలబొగ్గు
221,Glas::N,шил,గాజు
222,Lehm::N,шавар,బంకమన్ను
223,Sand::N,элс,ఇసుక
224,Mensch::N,хүн,నరుడు
225,Mann::N,эр,పురుమడు
226,Mann::N,эрэгтэй,పురుమడు
227,Frau::N,эмэгтэй,ఆడుది
228,Frau::N,хатагтай,ఆడుది
229,Kind::N,хүүхэд,బిడ్డ
230,Junge::N,хүү,బాలుడు
231,Mädchen::N,охин,బాలిక
232,Mädchen::N,бүсгүй,బాలిక
233,Familie::N,айл,కుటుంబము
234,Großvater::N,өвгөн аав,తాత
235,Großmutter::N,эмэг эх,అయ్యమ్మ
236,Großmutter::N,эмгээ,అయ్యమ్మ
237,Eltern::N,эцэг эх,తల్లితండ్రులు
238,Vater::N,аав,తండ్రి
239,Vater::N,эцэг,తండ్రి
240,Mutter::N,эх,తల్లి
241,Mutter::N,ээж,తల్లి
242,Sohn::N,хүү,కొడుకు
243,Tochter::N,охин,కూతురు
244,Bruder::N,ах,పోదరుడు
245,Bruder::N,дүү,పోదరుడు
246,Schwester::N,эгч,సోదరి
247,Schwester::N,охин дүү,సోదరి
248,Onkel::N,авга ах,మేనమామ
249,Onkel::N,нагац ах,మేనమామ
250,Tante::N,авга эгч,మేనత్త
251,Tante::N,авга эгч,పినతల్లి
252,Tante::N,нагац эгч,మేనత్త
253,Tante::N,нагац эгч,పినతల్లి
254,Ehemann::N,нөхөр,భర్త
255,Ehefrau::N,эхнэр,భార్య
256,Ehefrau::N,гэргий,భార్య
257,Freude::N,баяр,సంతోషము
258,Freude::N,баясгалан,సంతోషము
259,Gelächter::N,инээдэм,నవ్వు
260,Glück::N,жаргалан,సంతోషము
261,Kummer::N,гаслан,దుఃఖము
262,Wunsch::N,ерөөл,కోరిక
263,Lust::N,дур,కోరిక
264,Lust::N,хүсэл,కోరిక
265,Geist::N,оюун,ఆత్మ
266,Gedanke::N,сэтгэл,ఆలోచన
267,Gedächtnis::N,ой,జ్ఞాపకము
268,Gedächtnis::N,цээж,జ్ఞాపకము
269,Verstand::N,ухаан,మనస్సు
270,Sinn::N,утга,అర్థము
271,Grund::N,учир,కారణము
272,Wahrheit::N,үнэн,సత్యము
273,Gespräch::N,яриа,పంభాషణ
274,Märchen::N,явган үлгэр,అద్భుతకథ
275,Erzählung::N,тууж,కథ
276,Nachricht::N,мэдээ,వార్త
277,Neuigkeit::N,сонин,వార్త
278,Name::N,нэр,పేరు
279,Rätsel::N,оньсого,చిక్కు
280,Rede::N,хэлсэн үг,ఉపన్యాసము
281,Sprache::N,хэл,భాష
282,Stimme::N,дуу,కంరథ్సని
283,Wort::N,үг,మాట
284,Zeichen::N,тамга,గుర్తు
285,Zeichen::N,тэмдэг,గుర్తు
286,Ruf::N,дуудлага,పిలువు
287,Lärm::N,шуугиан,సందడి
288,Lärm::N,чимээ,సందడి
289,Laut::N,анир,ధ్వని
290,Laut::N,дуу,ధ్వని
291,Ton::N,авиа,స్వరము
292,Ton::N,аялгуу,స్వరము
293,Lied::N,дуу,పాట
294,Ruhe::N,энх,గాలిలేమి
295,Ruhe::N,тайван,గాలిలేమి
296,Leute::N,хүмүүс,జనులు
297,Volk::N,улс,జాతి
298,Arbeit::N,ажил,పని
299,Arbeit::N,хөдөлмөр,పని
300,Gast::N,зочин,అతిధి
301,Gast::N,айлчин,అతిధి
302,Geschenk::N,бэлэг,దానము
303,Spiel::N,наадам,ఆట
304,Spiel::N,тоглоом,ఆట
305,Gesellschaft::N,хамт байх,జట్టు
306,Hilfe::N,тусламж,సాహాయ్యము
307,Freund::N,найз,స్నేహితుడు
308,Freund::N,нөхөр,స్నేహితుడు
309,Kamerad::N,хань,చెలికాడు
310,Kamerad::N,нөхөр,చెలికాడు
311,Angelegenheit::N,хэрэг,విషయము
312,Anzahl::N,тоо,లెక్క
313,Art::N,төрөл,జాతి
314,Art::N,янз,జాతి
315,Stück::N,хэсэг,తునుక
316,Teil::N,хувь,భాగము
317,Teil::N,хэсэг,భాగము
318,Hälfte::N,хагас,సగము
319,Kreis::N,тойрог,వృత్తము
320,Kreis::N,хүрээ,వృత్తము
321,Kreuz::N,загалмай,సిలువ
322,Linie::N,шугам,గీత
323,Strich::N,зураас,గీత
324,Abstand::N,зай,సందు
325,Entfernung::N,зай,దూరము
326,Entfernung::N,хол ойр,దూరము
327,Gegend::N,хавь,విస్తీర్ణము
328,Gegend::N,газар,విస్తీర్ణము
329,Platz::N,зай,ఎడము
330,Platz::N,завсар,ఎడము
331,Ort::N,газар,స్థలము
332,Ort::N,байр,స్థలము
333,Seite::N,тал,ప్రక్క
334,Seite::N,этгээд,ప్రక్క
335,Mitte::N,төв,నడిమి
336,Mitte::N,дунд,నడిమి
337,Gegenstand::N,юм,పద్దు
338,Sache::N,үйл,వస్తువు
339,Sache::N,хэрэг,వస్తువు
340,Rand::N,зах,అంచు
341,Rand::N,хөвөө,అంచు
342,Kante::N,ирмэг,అంచు
343,Ecke::N,өнцөг,మూల
344,Spitze::N,үзүүр,మొన
345,Ende::N,зах,కొన
346,Ende::N,үзүүр,కొన
347,Loch::N,цоорхой,రంధ్రము
348,Loch::N,онгорхой,రంధ్రము
349,Winkel::N,өнцөг,కోణము
350,Muster::N,хээ,మాదిరి
351,Muster::N,угалз,మాదిరి
352,Größe::N,хэмжээ,పరిమాణము
353,Länge::N,урт,పొడుగు
354,Höhe::N,өндөр,పొడుగు
355,Gewicht::N,жин,భారము
356,Menge::N,тоо,మొత్తము
357,Haufen::N,бөөн,రాశి
358,Reihe::N,эгнээ,వరుస
359,Boot::N,завь,పడవ
360,Ruder::N,сэлүүр,అడక
361,Schlitten::N,чарга,సరవండ్లు
362,Ski::N,цана,స్కీ
363,Lagerfeuer::N,түүдэг,నెగడు
364,Last::N,ачаа,బరువు
365,Gang::N,явдал,నడక
366,Schritt::N,алхам,అడుగు
367,Norden::N,умар,ఉత్తరదిక్కు
368,Süden::N,урд,దక్షిణము
369,Süden::N,өмнө,దక్షిణము
370,Westen::N,өрнө,పడమర
371,Westen::N,баруун,పడమర
372,Osten::N,зүүн,తూర్పు
373,Osten::N,дорно,తూర్పు
374,Holz::N,мод,కొయ్య
375,Brett::N,банз,పలక
376,Platte::N,хавтан,పలక
377,Stütze::N,тулгуур,వాల్సేడ్లు
378,Stütze::N,тулга,వాల్సేడ్లు
379,Stange::N,сургааг,స్తంభము
380,Stock::N,саваа,కఱ్ఱ
381,Stab::N,таяг,కఱ్ఱ
382,Rohr::N,хоолой,గొట్టము
383,Haus::N,гэр,ఇల్లు
384,Haus::N,байшин,ఇల్లు
385,Heim::N,гэр,స్వగృహము
386,Ofen::N,зуух,పొయ్యి
387,Ofen::N,пийшин,పొయ్యి
388,Fußboden::N,шал,నేల
389,Tisch::N,ширээ,మేజా
390,Stuhl::N,сандал,కుర్చీ
391,Wiege::N,өлгий,ఉయ్యాల
392,Bett::N,ор,పడక
393,Bett::N,ор,మంచం
394,Regal::N,тавиур,అటక
395,Kiste::N,авдар,వెట్టె
396,Kiste::N,хайрцаг,వెట్టె
397,Fenster::N,гэгээвч,కిటికి
398,Tür::N,үүд,ద్వారము
399,Tür::N,хаалга,ద్వారము
400,Tor::N,хаалга,ద్వారము
401,Zaun::N,хашаа,కంచె
402,Dach::N,дээвэр,ఇంటివైకప్పు
403,Leiter::N,шат,నిచ్చెన
404,Besen::N,хамуур,చీపురుకట్ట
405,Besen::N,туужуу,చీపురుకట్ట
406,Spaten::N,хүрз,పాఱ
407,Schaufel::N,хүрз,పాఱ
408,Gabel::N,сэрээ,ముండ్లగరిటె
409,Löffel::N,халбага,గరిటె
410,Messer::N,хутга,కత్తి
411,Nagel::N,хадаас,మేకు
412,Netz::N,өөш,వల
413,Netz::N,тор,వల
414,Haken::N,гох,కొక్కెము
415,Griff::N,иш,పిడి
416,Griff::N,сэнж,పిడి
417,Schloss::N,цуурга,తాళము
418,Schloss::N,цоож,తాళము
419,Bild::N,зураг,చిత్రము
420,Figur::N,баримал,రూపము
421,Puppe::N,хүүхэлдэй,బొమ్మ
422,Beutel::N,агсаа,సంచి
423,Beutel::N,уут,సంచి
424,Bündel::N,боодол,మూట
425,Tasche::N,цүнх,సంచి
426,Eimer::N,хөнөг,చేద
427,Eimer::N,хувин,చేద
428,Deckel::N,таг,మూత
429,Deckel::N,хавхаг,మూత
430,Geschirr::N,сав суулга,వంటకాలు
431,Sack::N,шуудай,గోనెసంచి
432,Tasse::N,аяга,గిన్నె
433,Topf::N,тогоо,కుండ
434,Kessel::N,тогоо,నీరుకాచుపాత్ర
435,Essen::N,идээ,ఆహారము
436,Nahrung::N,хүнс,ఆహారము
437,Speise::N,идээ,ఆహారము
438,Fleisch::N,мах,మాంసము
439,Getreide::N,будаа,ధాన్యము
440,Brei::N,богшмол,గుజ్జు
441,Brei::N,будаа,గుజ్జు
442,Brot::N,талх,రొట్టె
443,Scheibe::N,зүсэм,బద్ద
444,Scheibe::N,хэрчим,బద్ద
445,Fett::N,өөх,క్రొవ్వు
446,Butter::N,тос,వెన్న
447,Öl::N,тос,నూనె
448,Salz::N,давс,ఉప్పు
449,Suppe::N,шөл,చారు
450,Honig::N,бал,తెనె
451,Milch::N,сүү,పాలు
452,Tee::N,цай,తేనీరు
453,Leder::N,арьс,బాగుచేసివతోలు
454,Leder::N,савхи,బాగుచేసివతోలు
455,Wolle::N,ноос,ఉన్ని
456,Wolle::N,унгас,ఉన్ని
457,Stoff::N,бөс,బట్ట
458,Nadel::N,зүү,సూది
459,Faden::N,боолт,దారము
460,Faden::N,утас,దారము
461,Knopf::N,товч,బొత్తాము
462,Knoten::N,зангилаа,ముడి
463,Farbe::N,будаг,రంగు
464,Kleidung::N,хувцас,బట్టలు
465,Hemd::N,цамц,చొక్కాయ
466,Kragen::N,зах заам,మాల
467,Ärmel::N,ханцуй,చొక్కాయచెయ్యి
468,Hose::N,өмд,ఇజారు
469,Gürtel::N,бүс,పటకా
470,Mütze::N,малгай,టోపి
471,Mütze::N,бүрх,టోపి
472,Schuh::N,туфли,పాదరక్ష
473,Stiefel::N,гутал,బూటు
474,Ring::N,бөгж,ఉంగరము
475,Band::N,тууз,నాడా
476,Kamm::N,сам,దువ్వెన
477,Spiegel::N,толь,అద్దము
478,Riemen::N,тасам,వాడా
479,Riemen::N,сур,వాడా
480,Schnur::N,татлага,దారము
481,Leine::N,оосор,వారు
482,Decke::N,хөнжил,కంబళి
483,Decke::N,хучлага,కంబళి
484,Kissen::N,дэр,తలగడ
485,Tuch::N,алчуур,బట్ట
486,Tuch::N,даавуу,బట్ట
487,Handtuch::N,алчуур,తువాలు
488,Kraft::N,чадал,బలము
489,Kraft::N,хүч,బలము
490,Stärke::N,эрч,శక్తి
491,Stärke::N,тэнхээ,శక్తి
492,Gesundheit::N,бие,ఆరోగ్యము
493,Gesundheit::N,эрүүл мэнд,ఆరోగ్యము
494,Krankheit::N,эмгэг,రోగము
495,Schmerz::N,өвчин,నొప్పి
496,Wunde::N,шарх,గాయము
497,Fieber::N,халуун,జ్వరము
498,Arznei::N,эм,మందు
499,Brücke::N,гүүр,వంతెన
500,Brunnen::N,худаг,బావి
501,Brunnen::N,худаг,కూపము
502,Brunnen::N,худаг,నుయ్యి
503,Weide::N,бэлчээр,పచ్చికబయలు
504,Pfad::N,жим,కాలిత్రోవ
505,Pfad::N,зөрөг,కాలిత్రోవ
506,Weg::N,зам,మార్గము
507,Weg::N,харгуй,మార్గము
508,Straße::N,зам,బాట
509,Straße::N,харгуй,బాట
510,Dorf::N,тосгон,గ్రామము
511,Dorf::N,гацаа,గ్రామము
512,Stadt::N,хот,పట్టణము
513,Brief::N,захидал,జాబు
514,Brief::N,захиа,జాబు
515,Buch::N,ном,పుస్తకము
516,Buch::N,бичиг,పుస్తకము
517,Buchstabe::N,үсэг,అక్షరము
518,Zeitung::N,сонин,వార్తాపత్రిక
519,Leben::N,амь,ప్రాణము
520,Leben::N,амьдрал,ప్రాణము
521,Tod::N,үхэл,మరణము
522,Grab::N,булш,సమాధి
523,Kirche::N,сүм,క్రెస్తవులగుడి
524,Sünde::N,нүгэл,పాపము
525,Sünde::N,хилэнц,పాపము
526,Gott::N,бурхан,దేవుడు
527,Arbeiter::N,ажилчин,పనిపాటుచేశేవాడు
528,Arbeiter::N,хөдөлмөрчин,పనిపాటుచేశేవాడు
529,Chef::N,дарга,యజమానుడు
530,Meister::N,дархан,కళాకారుడు
531,Arzt::N,эмч,వైద్యుడు
532,Lehrer::N,багш,ఉపాధ్యాయుడు
533,Geld::N,цаас,ద్రవ్యము
534,Geld::N,мөнгө,ద్రవ్యము
535,Geschäft::N,наймаа,వ్యాపారము
536,Laden::N,дэлгүүр,అంగడి
537,Preis::N,үнэ,వెల
538,Ware::N,таваар,సరకులు
539,Ware::N,бараа,సరకులు
540,Nutzen::N,ашиг,ప్రయోజనము
541,Reichtum::N,баялаг,ధనము
542,Welt::N,дэлхий,ప్రపంచము
543,Welt::N,орчлон,ప్రపంచము
544,Land::N,улс,దేశము
545,Land::N,орон,దేశము
546,Staat::N,төр,రాజ్యము
547,Staat::N,гүрэн,రాజ్యము
548,König::N,ван,రాజు
549,Macht::N,засаг,అధికారము
550,Grenze::N,хил,సరిహద్దు
551,Krieg::N,дайн,యుద్ధము
552,Feind::N,дайсан,శత్రువు
553,Gewalt::N,хүчирхэх,దౌర్జన్యము
554,Kampf::N,тэмцэл,పోట్లాట
555,Kampf::N,байлдаан,పోట్లాట
556,Bogen[Waffe]::N,нум,విల్లు
557,Pfeil::N,годил,బాణము
558,Pfeil::N,сум,బాణము
559,Gewehr::N,буу,తుపాకి
560,Fehler::N,эндэл,తప్ప
561,Fehler::N,алдаа,తప్ప
562,Lüge::N,худал,అసత్యము
563,Schaden::N,хор,నష్టము
564,Schaden::N,хөнөөл,నష్టము
565,Unglück::N,гай,దురదృష్టము
566,Unglück::N,гамшиг,దురదృష్టము
567,Schuld::N,гэм,తప్పు
568,Schuld::N,буруу,తప్పు
569,Alter::N,нас,వయస్సు
570,Schluss::N,эцэс,ముగింపు
571,Schluss::N,төгсгөл,ముగింపు
572,Zeit::N,цаг,కాలము
573,Tag::N,өдөр,దినము
574,Morgen::N,өглөө,ఉదయము
575,Mittag::N,үд,మధ్యాహ్నము
576,Abend::N,үдэш,సాయంకాలము
577,Nacht::N,шөнө,రత్రి
578,Woche::N,долоо хоног,వారము
579,Monat::N,сар,నెల
580,Jahr::N,жил,సంవత్సరము
581,Frühling::N,хавар,వసంతకాలము
582,Sommer::N,зун,వేసవికాము
583,Herbst::N,намар,ఆకురాలుకాలము
584,Winter::N,өвөл,శీతకాలము
585,Januar::N,нэгдүгээр сар,జనవరి
586,Februar::N,хоёрдугаар сар,ఫిబ్రవరి
587,März::N,гуравдугаар сар,మార్చి
588,April::N,дөрөвдүгээр сар,ఏప్రిలు
589,Mai::N,тавдугаар сар,మే
590,Juni::N,зургаадугаар сар,జూన్
591,Juli::N,долдугаар сар,జూలై
592,August::N,наймдугаар сар,ఆగస్టు
593,September::N,есдүгээр сар,సెప్ఠెంబరు
594,Oktober::N,аравдугаар сар,అక్టోబరు
595,November::N,арван нэгдүгээр сар,నవంబరు
596,Dezember::N,арван хоёрдугаар сар,డిసెంబర్
597,Montag::N,даваа,సోమవారము
598,Dienstag::N,мягмар,మంగళవారము
599,Mittwoch::N,лхагва,బుధవారము
600,Donnerstag::N,пүрэв,గురువారము
601,Freitag::N,баасан,శుక్రవారము
602,Samstag::N,бямба,శనివారము
603,Sonntag::N,ням,ఆదివారము
604,groß::A,их,గొప్పైన
605,groß::A,том,గొప్పైన
606,klein::A,бага,చిన్న
607,klein::A,жаахан,చిన్న
608,lang::A,урт,పొడుగాటి
609,kurz::A,охор,పొట్టి
610,kurz::A,богино,పొట్టి
611,breit::A,өргөн,వెడల్పైన
612,schmal::A,уйтан,ఇఱుకైన
613,schmal::A,нарийн,ఇఱుకైన
614,dicht::A,нягт,దట్టమైన
615,dicht::A,чигжүү,దట్టమైన
616,dick[Gegenstand]::A,зузаан,దట్టమైన
617,dünn::A,нимгэн,పలుచని
618,fein::A,нарийн,నాజాకైన
619,fest::A,бөх,దృడమైవ
620,fest::A,хатуу,దృడమైవ
621,flach::A,хавтгай,చదువైన
622,glatt::A,цагаан,నున్నని
623,hart::A,хатуу,కఠినమైన
624,weich::A,зөөлөн,మృదువైన
625,rund::A,дугуй,గుండ్రని
626,rund::A,дугариг,గుండ్రని
627,spitz::A,шовх,మొనగల
628,spitz::A,шовгор,మొనగల
629,scharf::A,хурц,పదనైన
630,scharf::A,иртэй,పదనైన
631,stumpf::A,мохоо,వాడిలేని
632,schwer::A,хүнд,బరువ్తెన
633,schön::A,гуа,సుందరమైన
634,schön::A,сайхан,సుందరమైన
635,heiß::A,халуун,వేడియైన
636,warm::A,дулаан,వెచ్చని
637,kalt::A,хүйтэн,చల్లని
638,kühl::A,сэрүүн,చల్లని
639,frisch::A,эрүүл,తాజాయైన
640,frisch::A,жихүүн,తాజాయైన
641,feucht::A,чийгтэй,చెమ్మగానున్న
642,nass::A,нойтон,తడిగామన్న
643,trocken::A,хатсан,ఎండిన
644,voll::A,дүүрэн,నిండు
645,leer::A,хоосон,శూన్యమైన
646,offen::A,онгорхой,తెఱచియున్న
647,geschlossen::A,битүү,మూసిన
648,geschlossen::A,хаалтай,మూసిన
649,sauber::A,цэвэр,పరిశుద్ధమైన
650,sauber::A,хиргүй,పరిశుద్ధమైన
651,schmutzig::A,бохир,ముఱికియైన
652,schmutzig::A,хиртэй,ముఱికియైన
653,roh::A,түүхий,పచ్చి
654,reif::A,болсон,పండివ
655,lecker::A,амттай,రుచి గల
656,süß::A,амттай,తియ్యని
657,süß::A,чихэрлэг,తియ్యని
658,bitter::A,гашуун,చేదైన
659,sauer::A,эсгэлэн,పుల్లని
660,hell::A,гэгээн,కాంతిగల
661,hell::A,гэрэлтэй,కాంతిగల
662,dunkel::A,бараан,చీకటియైన
663,dunkel::A,харанхуй,చీకటియైన
664,schwarz::A,хар,నల్లని
665,weiß::A,цагаан,తెలుపు
666,rot::A,улаан,ఎఱ్ఱని
667,gelb::A,шар,పసుపు పచ్చ
668,blau::A,хөх,నీలవర్ణము
669,blau::A,цэнхэр,నీలవర్ణము
670,grün::A,ногоон,ఆకుపచ్చని
671,grau::A,орог,నెరిసిన
672,grau::A,саарал,నెరిసిన
673,bunt::A,эрээн,రంగేలీ
674,billig::A,хямд,చౌకయైన
675,teuer::A,үнэтэй,వెలపొడుగైన
676,wertvoll::A,үнэт,విలుప్తెన
677,blind::A,сохор,గ్రుడ్డి
678,taub::A,чих хатуу,చెవిటి
679,kräftig::A,чийрэг,శక్తి గల
680,stark::A,хүчтэй,బలమైన
