,Concept_ID,uk,sah
139,Klaue::N,кіготь,тыҥырах
140,Kralle::N,лапа,баппаҕай
141,Schwanz::N,хвіст,кутурук
142,Ei::N,яйце,сымыыт
143,Nest::N,гніздо,уйа
144,Bau::N,лігво,хороон
145,Tier::N,тварина,кыыл
146,Tier::N,тварина,харамай
147,Herde::N,стадо,үөр
148,Kuh::N,корова,ынах
149,Bulle::N,бик,оҕус
150,Bulle::N,бугай,оҕус
151,Pferd::N,кінь,сылгы
152,Schaf::N,вівця,овца
153,Schwein::N,свиня,сибиинньэ
154,Hund::N,собака,ыт
155,Katze::N,кішка,куоска
156,Bär::N,ведмідь,эһэ
157,Eichhörnchen::N,білка,тииҥ
158,Elch::N,лось,тайах
159,Fuchs::N,лисиця,саһыл
160,Hase::N,заєць,куобах
161,Maus::N,миша,кутуйах
162,Wolf::N,вовк,бөрө
163,Vogel::N,птах,көтөр
164,Schwarm::N,зграя,бөлөх
165,Huhn::N,курка,куурусса
166,Hahn::N,півень,бөтүүк
167,Gans::N,гуска,хаас
168,Adler::N,орел,хотой
169,Ente::N,качка,кус
170,Eule::N,сова,мэкчиргэ
171,Kranich::N,журавель,туруйа
172,Krähe::N,ворона,тураах
173,Kuckuck::N,зозуля,кэҕэ
174,Schwan::N,лебідь,куба
175,Fisch::N,риба,балык
176,Barsch::N,окунь,алыһар
177,Hecht::N,щука,сордон
178,Schlange[Tier]::N,змія,моҕой
179,Schlange[Tier]::N,змія,эриэн үөн
180,Wurm::N,черв’як,үөн
181,Spinne::N,павук,ооҕуй
182,Ameise::N,мурашка,кымырдаҕас
183,Laus::N,воша,быт
184,Mücke::N,комар,кумаар
185,Fliege::N,муха,сахсырҕа
186,Schmetterling::N,метелик,лыах
187,Schmetterling::N,метелик,үрүмэччи
188,Beere::N,ягода,отон
189,Apfel::N,яблуко,яблоко
190,Pilz::N,гриб,тэллэй
191,Zwiebel::N,цибуля,луук
192,Saat::N,сім’я,сиэмэ
193,Korn::N,зерно,сиэмэ
194,Heu::N,сіно,от
195,Schale::N,шкірка,хах
196,Grube::N,яма,дьаама
197,Falle::N,пастка,сохсо
198,Schlinge::N,петля,уктаа
199,Spur::N,слід,суол
200,Asche::N,зола,күл
201,Asche::N,попіл,күл
202,Dreck::N,бруд,бадараан
203,Eisen::N,залізо,тимир
204,Gold::N,золото,көмүс
205,Gold::N,золото,кыһыл көмүс
206,Silber::N,срібло,көмүс
207,Silber::N,срібло,үрүҥ көмүс
208,Kohle::N,вугілля,чох
209,Glas::N,скло,өстүөкүлэ
210,Lehm::N,глина,туой
211,Sand::N,пісок,кумах
212,Mensch::N,людина,киһи
213,Mann::N,чоловік,эр
214,Frau::N,жінка,дьахтар
215,Kind::N,дитина,оҕо
216,Junge::N,хлопець,уол
217,Mädchen::N,дівчина,кыыс оҕо
218,Familie::N,сім’я,кэргэн
219,Familie::N,родина,кэргэн
220,Großvater::N,дідусь,эһэ
221,Großmutter::N,бабуся,эбэ
222,Eltern::N,батьки,аҕа-ийэ
223,Vater::N,батько,аҕа
224,Mutter::N,мати,ийэ
225,Sohn::N,син,уол
226,Tochter::N,дочка,кыыс
227,Bruder::N,брат,убай
228,Bruder::N,брат,быраат
229,Schwester::N,сестра,аҕас
230,Schwester::N,сестра,балыс
231,Onkel::N,дядько,таай
232,Onkel::N,дядько,абаҕа
233,Tante::N,тітка,эдьиий
234,Ehemann::N,чоловік,эр
235,Ehefrau::N,жінка,ойох
236,Ehefrau::N,дружина,ойох
237,Freude::N,радощі,үөрүү
238,Gelächter::N,сміх,күлүү
239,Glück::N,щастя,дьол
240,Glück::N,щастя,соргу
241,Kummer::N,горе,кутурҕан
242,Wunsch::N,бажання,баҕарыы
243,Lust::N,бажання,баҕа
244,Geist::N,дух,тыын
245,Gedanke::N,думка,санаа
246,Gedächtnis::N,пам’ять,өй
247,Verstand::N,розум,өй
248,Sinn::N,зміст,суолта
249,Sinn::N,значення,суолта
250,Grund::N,причина,төрүөт
251,Wahrheit::N,правда,кырдьык
252,Gespräch::N,розмова,бэсиэдэ
253,Gespräch::N,розмова,кэпсэтии
254,Märchen::N,байка,остуоруйа
255,Erzählung::N,повість,кэпсээн
256,Erzählung::N,оповідання,кэпсээн
257,Nachricht::N,повідомлення,биллэриллии
258,Neuigkeit::N,новина,сонун
259,Name::N,ім’я,аат
260,Rätsel::N,загадка,таабырын
261,Rede::N,промова,этии
262,Sprache::N,мова,тыл
263,Stimme::N,голос,куолас
264,Wort::N,слово,тыл
265,Zeichen::N,знак,бэлиэ
266,Ruf::N,оклик,ыҥырыы
267,Lärm::N,шум,айдаан
268,Laut::N,звук,тыас
269,Ton::N,тон,дорҕоон
270,Lied::N,пісня,ырыа
271,Ruhe::N,спокій,уу чуумпу
272,Leute::N,люди,дьон
273,Volk::N,народ,дьон
274,Volk::N,народ,норуот
275,Arbeit::N,робота,үлэ
276,Gast::N,гість,ыалдьыт
277,Geschenk::N,подарунок,бэлэх
278,Spiel::N,гра,оонньуу
279,Gesellschaft::N,товариство,общество
280,Hilfe::N,допомога,көмө
281,Freund::N,друг,доҕор
282,Freund::N,приятель,доҕор
283,Kamerad::N,товариш,атас
284,Angelegenheit::N,справа,дьыала
285,Anzahl::N,число,ахсаан
286,Art::N,рід,биис
287,Stück::N,кусок,кырбас
288,Teil::N,частина,ирээт
289,Hälfte::N,половина,аҥар
290,Kreis::N,круг,төгүрүк
291,Kreis::N,круг,төгүрүмтэ
292,Kreis::N,коло,төгүрүк
293,Kreis::N,коло,төгүрүмтэ
294,Kreuz::N,хрест,кириэс
295,Linie::N,лінія,сурааһын
296,Strich::N,штрих,сурааһын
297,Abstand::N,проміжок,арыт
298,Entfernung::N,відстань,ыраах
299,Gegend::N,місцевість,сир
300,Platz::N,площа,арыт
301,Ort::N,місце,сир
302,Seite::N,сторона,өрүт
303,Seite::N,сторона,сирэй
304,Mitte::N,середина,орто
305,Gegenstand::N,предмет,предмет
306,Sache::N,річ,мал
307,Rand::N,край,кытыы
308,Rand::N,край,ойоҕос
309,Kante::N,ребро,кырыы
310,Ecke::N,ріг,муннук
311,Spitze::N,кінчик,чыпчаал
312,Ende::N,кінець,төбө
313,Loch::N,діра,тэһэҕэс
314,Loch::N,діра,дьөлөҕөс
315,Winkel::N,куток,муннук
316,Muster::N,узор,оһуор
317,Größe::N,розмір,кээмэй
318,Länge::N,довжина,уста
319,Höhe::N,висота,үрдүк
320,Gewicht::N,вага,ыйааһын
321,Menge::N,кількість,ахсаан
322,Haufen::N,купа,чөмчөх
323,Reihe::N,ряд,кэккэ
324,Boot::N,човен,оҥочо
325,Ruder::N,весло,эрдии
326,Schlitten::N,сани,сыарҕа
327,Ski::N,лижа,хайыһар
328,Lagerfeuer::N,вогнище,кутаа
329,Last::N,тягар,ыарахан
330,Last::N,вантаж,ыарахан
331,Gang::N,хід,хаамыы
332,Schritt::N,крок,хардыы
333,Norden::N,північ,хоту
334,Süden::N,південь,соҕуруу
335,Westen::N,захід,арҕаа
336,Osten::N,схід,илин
337,Holz::N,дрова,мас
338,Brett::N,дошка,дуоска
339,Brett::N,дошка,хаптаһын
340,Platte::N,плита,билиитэ
341,Stütze::N,підпірка,тулааһын
342,Stange::N,жердина,ураҕас
343,Stock::N,палиця,мас
344,Stock::N,палиця,баалкы
345,Stab::N,палиця,ураҕас
346,Rohr::N,труба,турба
347,Haus::N,дім,дьиэ
348,Haus::N,хата,дьиэ
349,Heim::N,житло,дьиэ
350,Ofen::N,піч,оһох
351,Fußboden::N,підлога,муоста
352,Tisch::N,стіл,остуол
353,Stuhl::N,стілець,устуул
354,Wiege::N,колиска,биһик
355,Bett::N,ліжко,кырабаат
356,Bett::N,постіль,кырабаат
357,Regal::N,полиця,долбуур
358,Kiste::N,ящик,дьааһык
359,Fenster::N,вікно,түннүк
360,Tür::N,двері,аан
361,Tor::N,ворота,аан
362,Zaun::N,паркан,соппулуот
363,Zaun::N,огорожа,соппулуот
364,Dach::N,дах,кырыыса
365,Leiter::N,драбина,кирилиэс
366,Besen::N,мітла,миинньик
367,Spaten::N,заступ,күрдьэх
368,Schaufel::N,совок,күрдьэх
369,Schaufel::N,лопата,күрдьэх
370,Gabel::N,виделка,биилкэ
371,Löffel::N,ложка,луоска
372,Messer::N,ніж,быһах
373,Nagel::N,цвях,тоһоҕо
374,Netz::N,сіть,илим
375,Haken::N,крюк,көхө
376,Griff::N,ручка,ук
377,Griff::N,ручка,тутаах
378,Griff::N,держак,ук
379,Griff::N,держак,тутаах
380,Schloss::N,замок,күлүүс
381,Bild::N,картина,хартыына
382,Figur::N,фігура,фигура
383,Puppe::N,лялька,куукула
384,Beutel::N,мішечок,мөһөөччук
385,Beutel::N,торбинка,мөһөөччук
386,Bündel::N,в’язка,баайыы
387,Tasche::N,сумка,суумка
388,Eimer::N,відро,биэдэрэ
389,Deckel::N,кришка,хаппах
390,Geschirr::N,посуд,иһит
391,Sack::N,мішок,куул
392,Tasse::N,чашка,сэлиэнэй
393,Topf::N,горщик,көстүрүүҥкэ
394,Kessel::N,котел,хочуол
395,Essen::N,їжа,аһылык
396,Nahrung::N,харч,ас
397,Speise::N,страва,аһылык
398,Fleisch::N,м’ясо,эт
399,Getreide::N,хліб,злактар
400,Getreide::N,збіжжя,злактар
401,Brei::N,каша,хааһы
402,Brot::N,хліб,килиэп
403,Scheibe::N,скибочка,куһуок
404,Fett::N,жир,сыа
405,Butter::N,масло,арыы
406,Öl::N,олія,арыы
407,Salz::N,сіль,туус
408,Suppe::N,суп,мин
409,Honig::N,мед,мүөт
410,Milch::N,молоко,үүт
411,Tee::N,чай,чэй
412,Leder::N,шкіра,тирии
413,Wolle::N,шерсть,түү
414,Stoff::N,тканина,таҥас
415,Nadel::N,голка,иннэ
416,Faden::N,нитка,сап
417,Knopf::N,ґудзик,тимэх
418,Knoten::N,вузол,түмүк
419,Farbe::N,фарба,кырааска
420,Kleidung::N,одяг,таҥас
421,Kleidung::N,убрання,таҥас
422,Hemd::N,сорочка,ырбаахы
423,Kragen::N,комір,саҕа
424,Ärmel::N,рукав,сиэх
425,Hose::N,брюки,ыстаан
426,Hose::N,брюки,бүрүүкэ
427,Gürtel::N,пояс,кур
428,Mütze::N,шапка,бэргэһэ
429,Schuh::N,ботинок,бачыыҥка
430,Stiefel::N,чобіт,саппыкы
431,Ring::N,кільце,биһилэх
432,Band::N,стрічка,лиэнтэ
433,Kamm::N,гребінець,тараах
434,Spiegel::N,дзеркало,сиэркилэ
435,Riemen::N,ремінь,кур
436,Schnur::N,вірьовка,быа
437,Leine::N,шворка,тэһиин
438,Decke::N,ковдра,суорҕан
439,Kissen::N,подушка,сыттык
440,Tuch::N,хустка,былаат
441,Handtuch::N,рушник,соттор
442,Kraft::N,сила,сыра
443,Stärke::N,сила,күүс
444,Gesundheit::N,здоров’я,доруобуйа
445,Krankheit::N,хвороба,ыарыы
446,Schmerz::N,біль,ыарыы
447,Wunde::N,рана,баас
448,Fieber::N,гарячка,түрүлгэн
449,Fieber::N,гарячка,лихорадка
450,Fieber::N,гарячка,температура
451,Arznei::N,ліки,эмп
452,Brücke::N,міст,күргэ
453,Brunnen::N,колодязь,холуодьас
454,Weide::N,пасовище,мэччирэҥ
455,Pfad::N,стежка,ыллык
456,Weg::N,шлях,суол
457,Weg::N,дорога,суол
458,Straße::N,вулиця,суол
459,Dorf::N,село,дэриэбинэ
460,Stadt::N,місто,куорат
461,Brief::N,лист,сурук
462,Buch::N,книга,кинигэ
463,Buch::N,книжка,кинигэ
464,Buchstabe::N,буква,буква
465,Buchstabe::N,літера,буква
466,Zeitung::N,газета,хаһыат
467,Leben::N,життя,тыын
468,Tod::N,смерть,өлүү
469,Grab::N,могила,иин
470,Kirche::N,церква,таҥара дьиэтэ
471,Sünde::N,гріх,айыы
472,Gott::N,бог,тангара
473,Arbeiter::N,робітник,үлэһит
474,Chef::N,хазяїн,баһылык
475,Chef::N,хазяїн,начальник
476,Meister::N,умілець,уус
477,Meister::N,умілець,маастар
478,Arzt::N,лікар,врач
479,Lehrer::N,вчитель,учуутал
480,Geld::N,гроші,харчы
481,Geschäft::N,заняття,идэ
482,Laden::N,магазин,маҕаһыын
483,Laden::N,крамниця,маҕаһыын
484,Preis::N,ціна,сыана
485,Ware::N,товар,табаар
486,Nutzen::N,вигода,туһа
487,Nutzen::N,користь,туһа
488,Reichtum::N,багатство,баай
489,Welt::N,світ,аан дойду
490,Land::N,країна,дойду
491,Staat::N,держава,государство
492,König::N,король,король
493,Macht::N,влада,былаас
494,Grenze::N,кордон,кыраныысса
495,Krieg::N,війна,сэрии
496,Feind::N,ворог,өстөөх
497,Gewalt::N,насильство,күүһүлээһин
498,Kampf::N,бій,охсуһуу
499,Kampf::N,боротьба,охсуһуу
500,Bogen[Waffe]::N,лук,ох
501,Pfeil::N,стріла,ох
502,Gewehr::N,рушниця,саа
503,Gewehr::N,гвинтівка,саа
504,Fehler::N,помилка,сыыһа
505,Lüge::N,брехня,сымыйа
506,Schaden::N,шкода,хоромньу
507,Schaden::N,збиток,хоромньу
508,Unglück::N,нещастя,алдьархай
509,Schuld::N,провина,буруй
510,Alter::N,вік,саас
511,Alter::N,літа,саас
512,Schluss::N,кінець,тиһэх
513,Zeit::N,час,бириэмэ
514,Tag::N,день,күн
515,Morgen::N,ранок,сарсыарда
516,Mittag::N,південь,күн ортото
517,Abend::N,вечір,киэһэ
518,Nacht::N,ніч,түүн
519,Woche::N,тиждень,нэдиэлэ
520,Monat::N,місяць,ый
521,Jahr::N,рік,сыл
522,Jahr::N,рік,дьыл
523,Frühling::N,весна,саас
524,Sommer::N,літо,сайын
525,Herbst::N,осінь,күһүн
526,Winter::N,зима,кыһын
527,Januar::N,січень,тохсунньу
528,Februar::N,лютий,олунньу
529,März::N,березень,кулун тутар
530,April::N,квітень,муус устар ый
531,Mai::N,травень,ыам ыйа
532,Juni::N,червень,бэс ыйа
533,Juli::N,липень,от ыйа
534,August::N,серпень,атырдьах ыйа
535,September::N,вересень,балаҕан ыйа
536,Oktober::N,жовтень,алтынньы
537,November::N,листопад,сэтинньи
538,Dezember::N,грудень,ахсынньы
539,Montag::N,понеділок,бэнидиэнньик
540,Dienstag::N,вівторок,оптуорунньук
541,Mittwoch::N,середа,сэрэдэ
542,Donnerstag::N,четвер,чэппиэр
543,Freitag::N,п’ятниця,бээтинсэ
544,Samstag::N,субота,субуота
545,Sonntag::N,неділя,баскыһыанньа
546,groß::A,великий,бөдөҥ
547,groß::A,великий,улахан
548,klein::A,малий,кыр
549,klein::A,маленький,кыр
550,lang::A,довгий,уһун
551,kurz::A,короткий,кылгас
552,breit::A,широкий,кэтит
553,schmal::A,вузький,кыараҕас
554,dicht::A,густий,хойуу
555,dick[Gegenstand]::A,товстий,суон
556,dick[Gegenstand]::A,товстий,хойуу
557,dünn::A,тонкий,чараас
558,fein::A,дрібний,бытархай
559,fein::A,дрібний,синньигес
560,fest::A,міцний,бөҕө
561,fest::A,міцний,кытаанах
562,flach::A,плоский,хаптаҕай
563,glatt::A,рівний,кылааккай
564,glatt::A,гладенький,кылааккай
565,hart::A,твердий,хатан
566,hart::A,твердий,кытаанах
567,weich::A,м’який,сымнаҕас
568,rund::A,круглий,төгүрүк
569,spitz::A,гострокінцевий,сытыы
570,spitz::A,гострокінцевий,уһуктаах
571,scharf::A,гострий,сытыы
572,stumpf::A,тупий,сыппах
573,schwer::A,важкий,ыарахан
574,schön::A,вродливий,кыраһыабай
575,heiß::A,жаркий,итии
576,heiß::A,гарячий,итии
577,warm::A,теплий,ичигэс
578,kalt::A,холодний,тымныы
579,kühl::A,прохолодний,сөрүүн
580,frisch::A,свіжий,ыраас
581,frisch::A,свіжий,сөрүүн
582,frisch::A,свіжий,тымныы
583,feucht::A,вогкий,сииктээх
584,nass::A,мокрий,инчэҕэй
585,trocken::A,сухий,кураан
586,voll::A,повний,толору
587,leer::A,пустий,иччитэх
588,offen::A,відкритий,аһаҕас
589,geschlossen::A,закритий,бүтэй
590,geschlossen::A,зачинений,бүтэй
591,sauber::A,чистий,сэбэр
592,sauber::A,охайний,сэбэр
593,schmutzig::A,брудний,кирдээх
594,roh::A,сирий,сиикэй
595,reif::A,зрілий,буспут
596,reif::A,зрілий,сиппит-хоппут
597,lecker::A,смачний,минньигэс
598,süß::A,солодкий,минньигэс
599,bitter::A,гіркий,аһыы
600,sauer::A,кислий,аһыы
601,hell::A,світлий,сырдык
602,dunkel::A,темний,хараҥа
603,schwarz::A,чорний,хара
604,weiß::A,сивий,үрүҥ
605,weiß::A,сивий,маҥан
606,rot::A,червоний,кыһыл
607,gelb::A,жовтий,саһархай
608,blau::A,синій,күөх
609,grün::A,зелений,күөх
610,grün::A,зелений,от күөҕэ
611,grau::A,сірий,сиэрэй
612,bunt::A,барвистий,эриэн
613,billig::A,дешевий,чэпчэки
614,teuer::A,дорогий,сыаналаах
615,wertvoll::A,цінний,сыаналаах
616,blind::A,сліпий,хараҕа суох
617,taub::A,глухий,дьүлэй
618,kräftig::A,могутній,модун
619,stark::A,сильний,күүстээх
620,schwach::A,слабкий,мөлтөх
621,fett::A,жирний,эмис
622,fett::A,товстий,эмис
623,schlank::A,тонкий,дьылҕан
624,schlank::A,тонкий,дьыпсаҕай
625,schlank::A,стрункий,дьылҕан
626,schlank::A,стрункий,дьыпсаҕай
627,hübsch::A,чарівний,олус кэрэ
628,hübsch::A,чарівний,көрүөхтэн үчүгэй
629,böse::A,злий,өһүөннээх
630,böse::A,лихий,өһүөннээх
631,dumm::A,дурний,акаары
632,faul::A,ледачий,нэс
633,fleißig::A,старанний,кыһамньылаах
634,geizig::A,скупий,иҥсэлээх
635,klug::A,мудрий,өйдөөх
636,klug::A,розумний,өйдөөх
637,geschickt::A,умілий,наһаа дьоҕурдаах
638,lieb::A,милий,тапталлаах
639,lustig::A,веселий,көрдөөх
640,sanft::A,лагідний,намчы
641,sanft::A,лагідний,сымнаҕас
642,hungrig::A,голодний,аччык
643,krank::A,слабий,ыалдьар
644,nackt::A,голий,сыгынньах
645,traurig::A,сумний,санаарҕабыллаах
646,lebendig::A,живий,тыыннаах
647,gut::A,добрий,үтүө
648,gut::A,добрий,үчүгэй
649,schlecht::A,поганий,куһаҕан
650,schlecht::A,кепський,куһаҕан
651,richtig::A,правильний,сөп
652,schlimm::A,бридкий,сидьиҥ
653,schlimm::A,бридкий,быдьар
654,wahr::A,справжній,кырдьык
655,alt::A,старий,былыргы
656,neu::A,новий,саҥа
657,ehemalig::A,колишній,урукку
658,alt[Lebewesen]::A,старий,кырдьаҕас
659,jung::A,молодий,эдэр
660,arm::A,бідний,дьадаҥы
661,reich::A,багатий,баай
662,bekannt::A,знайомий,билэр
663,berühmt::A,славетний,аатырбыт
664,fremd::A,чужий,атын
665,verschieden::A,різний,араас
666,nah::A,близький,чугас
667,fern::A,далекий,ыраах
668,linker::A,лівий,хаҥас
669,rechter::A,правий,уҥа
670,anderer::A,інакший,атын
671,erster::A,перший,маҥнайгы
672,zweiter::A,другий,иккис
673,dritter::A,третій,үһүс
674,letzter::A,останній,тиһэх
675,allein::ADV,сам,соҕотох
676,allein::ADV,один,соҕотох
677,auf einmal::ADV,відразу,биирдэ
678,zusammen::ADV,разом,холбуу
679,zusammen::ADV,спільно,холбуу
680,lange::ADV,довго,уһуннук
681,plötzlich::ADV,раптом,эмискэ
682,sofort::ADV,зараз,тута
683,später::ADV,пізніше,хойут
684,jetzt::ADV,тепер,билигин
685,heute::ADV,сьогодні,бүгүн
686,morgen::ADV,завтра,сарсын
687,bald::ADV,незабаром,өтөр
688,dann::ADV,потім,кэнна
689,gestern::ADV,вчора,бэҕэһээ
690,einst::ADV,колись,биир төгүл
691,einst::ADV,колись,арай биирдэ
692,damals::ADV,тоді,оччоҕо
693,danach::ADV,згодом,аары
694,danach::ADV,згодом,ол кэнниттэн
695,vorher::ADV,раніше,урут
696,zuerst::ADV,спершу,маҥнай
697,zuerst::ADV,спочатку,маҥнай
698,einmal::ADV,один раз,биирдэ
699,manchmal::ADV,іноді,арыт
700,manchmal::ADV,інколи,арыт
701,oft::ADV,часто,чаастатык
702,immer::ADV,завжди,мэлдьи
703,niemals::ADV,ніколи,хаһан да
704,hier::ADV,тут,маныаха
705,hierhin::ADV,сюди,бэттэх
706,von hier::ADV,звідси,мантан
707,dort::ADV,там,онно
708,dorthin::ADV,туди,онно
709,geradeaus::ADV,прямо,быһа
710,geradeaus::ADV,прямо,быһаччы
711,vorwärts::ADV,вперед,инники
712,rückwärts::ADV,назад,төттөру
713,zurück::ADV,назад,төттөрү
714,unten::ADV,внизу,аллара
715,hinab::ADV,вниз,аллара
716,oben::ADV,вгорі,үөһэ
717,hinauf::ADV,вгору,өрө
718,hinauf::ADV,вгору,үөһэ
719,überall::ADV,скрізь,бэйдиэ
720,nicht::ADV,не,буолбатах
721,ein wenig::ADV,трохи,кыратык
722,ein wenig::ADV,небагато,кыратык
723,kaum::ADV,ледве,нэһиилэ
724,sehr::ADV,дуже,бэрт
725,sehr::ADV,дуже,наһаа
726,so::ADV,так,оччо
727,so::ADV,так,оннук
728,noch::ADV,ще,өссө
729,nur::ADV,лише,эрэ
730,nur::ADV,лише,сыччах
731,nur::ADV,тільки,эрэ
732,nur::ADV,тільки,сыччах
733,schon::ADV,вже,бэлиэр
734,wieder::ADV,знову,эмиэ
735,vergebens::ADV,дарма,таак
736,vor::PRP,перед,иннигэр
737,hinter::PRP,ззаду,кэлин
738,hinter::PRP,позаду,кэлин
739,unter::PRP,під,-ҕа
740,unter::PRP,під,оһох түгэҕэ
741,durch::PRP,крізь,курдары
742,neben::PRP,біля,аттыгар
743,zwischen::PRP,між,ыккардынан
744,wegen::PRP,з-за,уҥуортан
745,wegen::PRP,через,уҥуортан
746,dies::PRN,це,ити
747,dies::PRN,це,бу
748,das::PRN,то,били
749,alles::PRN,все,барыта
750,ich::PRN,я,мин
751,du::PRN,ти,эн
752,er::PRN,він,кнни
753,wir::PRN,ми,биһиги
754,ihr::PRN,ви,эһиги
755,sie::PRN,вони,кинилэр
756,was::FPRN,що,туох
757,wer::FPRN,хто,ким
758,wo::FADV,де,ханна
759,wohin::FADV,куди,ханна
760,wie::FADV,як,хайдах
761,warum::FADV,чому,тоҕо
762,wieviel::FNUM,скільки,төһө
763,eins::NUM,один,биир
764,zwei::NUM,два,икки
765,drei::NUM,три,үс
766,vier::NUM,чотири,түөрт
767,fünf::NUM,п’ять,биэс
768,sechs::NUM,шість,алта
769,sieben::NUM,сім,сэттэ
770,acht::NUM,вісім,аҕыс
771,neun::NUM,дев’ять,тоҕус
772,zehn::NUM,десять,уон
773,elf::NUM,одинадцять,уон биир
774,zwölf::NUM,дванадцять,уон икки
775,zwanzig::NUM,двадцять,сүүрбэ
776,dreißig::NUM,тридцять,отут
777,vierzig::NUM,сорок,түөрт уон
778,fünfzig::NUM,п’ятдесят,биэс уон
