,Concept_ID,ta,ar
129,Birke::N,பிர்ச் மரம்,قضبان
130,Kiefer[Baum]::N,தேவதாரு மரம்,صنوبرة
131,Weide[Baum]::N,மர வகைகளுள் ஒன்று,صفصاف
132,Tanne::N,சாதிக்கய்,شوح
133,Tanne::N,சாதிக்கய்,تبوب
134,Horn::N,கொம்பு,قرن
135,Feder::N,இறகு,ريشة
136,Fell::N,மென்முடி,فرو
137,Flügel::N,இறக்கை,جناح
138,Klaue::N,நகம்,مخلب
139,Kralle::N,நகம்,مخلب
140,Schwanz::N,வால்,ذيل
141,Ei::N,முட்டை,بيض
142,Nest::N,கூடு,عش
143,Bau::N,குகை,جحر
144,Tier::N,விலங்கு,حيوان
145,Herde::N,கூட்டம்,قطيع
146,Kuh::N,பசு,بقرة
147,Bulle::N,காளை,ثور
148,Pferd::N,குதிரை,خيل
149,Schaf::N,செம்மறிஆடு,شاة
150,Schwein::N,பன்றி,خنزير
151,Hund::N,நாய்,كلب
152,Katze::N,பூனை,قطة
153,Bär::N,கரடி,دب
154,Eichhörnchen::N,அணில்,سنجاب
155,Elch::N,கடம்பை,موظ
156,Fuchs::N,நரி,ثعلب
157,Hase::N,முயல்,أرنب
158,Maus::N,எலி,فأرة
159,Wolf::N,ஓநாய்,ذئب
160,Vogel::N,பறவை,طير
161,Schwarm::N,தொகுதி,سرب
162,Huhn::N,கோழிக்குஞசு,دجاجة
163,Hahn::N,சேவல்,ديك
164,Gans::N,பெண் வாத்து,وزة
165,Adler::N,பருநது,نسر
166,Ente::N,வாத்து,بطة
167,Eule::N,ஆந்தை,بوم
168,Kranich::N,நாரை,كركي
169,Krähe::N,காகம்,غراب
170,Kuckuck::N,குயில்,وقواق
171,Schwan::N,அன்னம்,إوز عراقي
172,Fisch::N,மீன்,سمك
173,Barsch::N,பேர்ச்,فرخ أوربي
174,Hecht::N,கோலாச்சி மீன்,سمك الكراكي
175,Schlange[Tier]::N,பாம்பு,حية
176,Schlange[Tier]::N,பாம்பு,ثعبان
177,Wurm::N,புழு,دودة
178,Spinne::N,சிலந்தி,عنكبوت
179,Ameise::N,எறும்பு,نملة
180,Laus::N,பேன்,قملة
181,Mücke::N,கொசுவினப்பூச்சி,ناموسة
182,Fliege::N,ஈ,ذبابة
183,Schmetterling::N,வண்ணத்துப்பூச்சி,فراشة
184,Beere::N,சதைப்பழம்,حبة
185,Apfel::N,ஆப்பிள பழம்,تفاح
186,Pilz::N,காளான்,فطر
187,Zwiebel::N,வெங்காயம்,بصل
188,Saat::N,விதை,زرع
189,Korn::N,தானியம்,حبة
190,Heu::N,வைக்கோல்,دريس
191,Schale::N,தோல்,قشرة
192,Grube::N,குழி,نقرة
193,Falle::N,பொறி,فخ
194,Falle::N,பொறி,مصيدة
195,Schlinge::N,கண்ணி,عروة
196,Spur::N,சுவடு,أثر
197,Asche::N,சாம்பல்,رماد
198,Dreck::N,அழுக்கு,قذر
199,Eisen::N,இரும்பு,حديد
200,Gold::N,தங்கம்,ذهب
201,Silber::N,வெள்ளி,فضة
202,Kohle::N,நிலக்கரி,فحم
203,Glas::N,கண்ணாடி,زجاج
204,Lehm::N,களிமண்,طين
205,Sand::N,மணல்,رمل
206,Mensch::N,மனிதர்கள்,إنسان
207,Mann::N,மனிதன்,رجل
208,Frau::N,பெண்,امرأة
209,Kind::N,குழந்தை,طفل
210,Junge::N,பையன்,ولد
211,Mädchen::N,சிறுமி,بنت
212,Familie::N,குடும்பம்,عائلة
213,Großvater::N,தாத்தா,جد
214,Großmutter::N,பாட்டி,جدة
215,Eltern::N,பெற்றோர்,أبوان
216,Eltern::N,பெற்றோர்,والدان
217,Vater::N,தந்தை,أب
218,Mutter::N,தாய்,أم
219,Sohn::N,மகன்,إبن
220,Tochter::N,மகள்,بنت
221,Tochter::N,மகள்,إبنة
222,Bruder::N,சகோதரன்,أخ
223,Bruder::N,சகோதரன்,شقيق
224,Schwester::N,அக்கா,أخت
225,Onkel::N,தாய் மாமன்,عم
226,Tante::N,அத்தை,عمة
227,Ehemann::N,கணவன்,زوج
228,Ehefrau::N,மனைவி,زوجة
229,Freude::N,கொண்டாட்டம்,فرح
230,Freude::N,கொண்டாட்டம்,سرور
231,Gelächter::N,சிரிப்பு,قهقهة
232,Glück::N,மகிழ்ச்சி,سعادة
233,Kummer::N,துயரம்,غم
234,Wunsch::N,விருப்பம்,منية
235,Lust::N,விருப்பம்,شهوة
236,Geist::N,ஆன்மா,روح
237,Gedanke::N,எண்ணம்,فكرة
238,Gedächtnis::N,ஞாபகம்,ذاكرة
239,Verstand::N,மனம்,عقل
240,Sinn::N,அர்த்தம்,معنى
241,Grund::N,காரணம்,سبب
242,Wahrheit::N,உண்நை,حقيقة
243,Gespräch::N,பெசு,محادثة
244,Märchen::N,நம்பத்தகாத கதை,خرافة
245,Erzählung::N,கதை,قصة
246,Erzählung::N,கதை,حكاية
247,Nachricht::N,செய்தி,خبر
248,Neuigkeit::N,செய்தி,خبر جديد
249,Name::N,பெயர்,اسم
250,Rätsel::N,புதிர்,لغز
251,Rede::N,பேச்சு,خطبة
252,Sprache::N,மொழி,لغة
253,Stimme::N,குரல்,صوت
254,Wort::N,வார்த்தை,كلمة
255,Zeichen::N,குறி,رمز
256,Zeichen::N,குறி,إشارة
257,Ruf::N,அழைப்பு,نداء
258,Lärm::N,சத்தம்,صخب
259,Lärm::N,சத்தம்,ضجة
260,Laut::N,ஒலி,صوت
261,Ton::N,குரல்,نغمة
262,Lied::N,பாட்டு,أغنية
263,Ruhe::N,அமைதி,هدوء
264,Leute::N,மக்கள்,ناس
265,Volk::N,மக்கள்,شعب
266,Arbeit::N,வேலை,عمل
267,Gast::N,விருந்தாளி,ضيف
268,Geschenk::N,பரிசுப் பொருள்,هدية
269,Spiel::N,விளையாட்டு,لعب
270,Gesellschaft::N,சமுதாயம்,صحبة
271,Hilfe::N,உதவி,عون
272,Hilfe::N,உதவி,مساعدة
273,Freund::N,நண்பன்,صديق
274,Kamerad::N,உடனிருப்பவன்,زميل
275,Angelegenheit::N,செய்தி,أمر
276,Angelegenheit::N,செய்தி,شأن
277,Anzahl::N,எண்ணிக்கை,عدد
278,Art::N,வகை,نوع
279,Stück::N,துண்டம்,قطعة
280,Teil::N,பகுதி,قسم
281,Hälfte::N,பாதி,نصف
282,Kreis::N,வட்டம்,دائرة
283,Kreuz::N,சிலுவை,صليب
284,Linie::N,கோடு,خط
285,Strich::N,வாத நோய்,شرطة
286,Abstand::N,இடைவெளி,مسافة
287,Entfernung::N,தூரம்,بعد
288,Gegend::N,வட்டாரம்,ناحية
289,Platz::N,வெற்றிடம்,فراغ
290,Ort::N,இடம்,مكان
291,Seite::N,பக்கம்,جانب
292,Mitte::N,இடைப்பகுதி,وسط
293,Gegenstand::N,உருப்படி,موضوع
294,Sache::N,பொருள்,شيء
295,Rand::N,தொங்கு,حافة
296,Kante::N,விளிம்பு,حافة
297,Ecke::N,மூலை,ركن
298,Spitze::N,முனை,سن
299,Ende::N,முடிவு,طرف
300,Loch::N,துளை,ثقب
301,Winkel::N,கோணம்,زاوية
302,Muster::N,பாங்கு,عينة
303,Größe::N,அளவு,حجم
304,Länge::N,நீளம்,طول
305,Höhe::N,உயரம்,علو
306,Höhe::N,உயரம்,ارتفاع
307,Gewicht::N,எடை,وزن
308,Menge::N,தொகை,كمية
309,Haufen::N,குவியல்,كوم
310,Reihe::N,வரிசை,صف
311,Boot::N,படகு,قارب
312,Boot::N,படகு,زورق
313,Ruder::N,துடுப்பு,مجذاف
314,Schlitten::N,சகடையிலா வண்டி,مزلقة
315,Ski::N,பனிச் சறுக்கல்,زلاجة
316,Lagerfeuer::N,மூட்டம்,نار المخيم
317,Last::N,பாரம்,حمل
318,Gang::N,நடை,مشية
319,Schritt::N,காலடி,خطوة
320,Norden::N,வடக்கு,شمال
321,Süden::N,தெற்கு,جنوب
322,Westen::N,மேற்கு திசை,غرب
323,Osten::N,கிழக்கு,شرق
324,Holz::N,மரக்கட்டை,خشب
325,Brett::N,பலகை,لوح
326,Platte::N,பலகம்,صفيحة
327,Stütze::N,அடைப்புகன்,سند
328,Stütze::N,அடைப்புகன்,دعامة
329,Stange::N,கம்பம்,عود
330,Stock::N,குச்சி,عصا
331,Stab::N,கம்பு,قضيب
332,Rohr::N,குழாய்,أنبوبة
333,Haus::N,வீடு,دار
334,Haus::N,வீடு,بيت
335,Heim::N,வீடு,بيت
336,Heim::N,வீடு,مسكن
337,Ofen::N,அடுப்பு,مدفأة
338,Fußboden::N,தரை,أرضية
339,Tisch::N,மேசை,مائدة
340,Stuhl::N,நாற்காலி,كرسي
341,Wiege::N,தொட்டில்,مهد
342,Bett::N,படுக்கை,سرير
343,Regal::N,அலமாரி,رف
344,Kiste::N,பெட்டி,صندوق
345,Fenster::N,சாளரம்,شباك
346,Fenster::N,சாளரம்,نافذة
347,Tür::N,கதவு,باب
348,Tor::N,வாசற்கதவு,بوابة
349,Zaun::N,வேலி,سياج
350,Dach::N,கூரை,سطح
351,Leiter::N,ஏணி,سلم
352,Besen::N,விளக்குமாறு,مكنسة
353,Spaten::N,மண்வெட்டி,مسحاة
354,Schaufel::N,அடிதண்டா,مجرفة
355,Gabel::N,முட்கரண்டி,شوكة
356,Löffel::N,கரண்டி,ملعقة
357,Messer::N,கத்தி,سكين
358,Nagel::N,ஆணி,مسمار
359,Netz::N,வலை,شبكة
360,Haken::N,கொக்கி,خطاف
361,Haken::N,கொக்கி,صنارة
362,Griff::N,கைப்பிடி,قبضة
363,Schloss::N,பூட்டு,قفل
364,Bild::N,படம்,صورة
365,Figur::N,எண்ணிக்கை,تمثال
366,Puppe::N,பொம்மை,دمية
367,Beutel::N,பை,كيس
368,Bündel::N,பொதி,ربطة
369,Tasche::N,பை,شنطة
370,Tasche::N,பை,محفظة
371,Eimer::N,வாளி,سطل
372,Eimer::N,வாளி,جردل
373,Deckel::N,உறை,سداد
374,Geschirr::N,பாத்திரம்,أوان
375,Sack::N,பை,زكيبة
376,Tasse::N,கிண்ணம்,فنجان
377,Topf::N,பானை,قدر
378,Topf::N,பானை,طنجرة
379,Kessel::N,கெண்டி,قدر
380,Kessel::N,கெண்டி,غلاية
381,Essen::N,உணவருந்துதல்,طعام
382,Nahrung::N,உணவு,غذاء
383,Speise::N,உணவு வகை,أكل
384,Fleisch::N,இறைச்சி,لحم
385,Getreide::N,மக்காச்சோளம்,حبوب
386,Brei::N,கஞ்சி,عصيدة
387,Brot::N,ரொட்டி,خبز
388,Scheibe::N,துண்டு,شريحة
389,Fett::N,கொழுப்பு,سمن
390,Butter::N,வெண்ணெய்,زبدة
391,Öl::N,எண்ணெய்,زيت
392,Salz::N,உப்பு,ملح
393,Suppe::N,ரசம்,حساء
394,Suppe::N,ரசம்,شربة
395,Honig::N,தேன்,عسل
396,Milch::N,பால்,حليب
397,Tee::N,தெனீர்,شاي
398,Leder::N,பதம் செய்யப்பட்ட தோல்,جلد
399,Wolle::N,கம்பளி,صوف
400,Stoff::N,துணி,قماش
401,Nadel::N,ஊசி,إبرة
402,Faden::N,நூல்,خيط
403,Knopf::N,பொத்தான்,زر
404,Knoten::N,முடிச்சு,عقدة
405,Farbe::N,வண்ணக் குழம்பு,صبغة
406,Kleidung::N,ஆடைகள்,ملابس
407,Hemd::N,சட்டை,قميص
408,Kragen::N,கழுத்துப் பட்டை,ياقة
409,Ärmel::N,சட்டைக்கை,كم
410,Hose::N,கால்சட்டை,سروال
411,Hose::N,கால்சட்டை,بنطلون
412,Gürtel::N,பெல்ட்,حزام
413,Mütze::N,தொப்பி,طاقية
414,Schuh::N,காலணி,حذاء
415,Stiefel::N,காலணி,جزمة
416,Stiefel::N,காலணி,حذاء طويل
417,Ring::N,மோதிரம்,حلقة
418,Band::N,நாடா,شريط
419,Kamm::N,கீப்பு,مشط
420,Spiegel::N,ஆடி,مرآة
421,Spiegel::N,கண்ணாடி,مرآة
422,Riemen::N,வார்,سير
423,Schnur::N,கயிறு,حبل
424,Schnur::N,கயிறு,دوبارة
425,Leine::N,தோல்வார்,قيد
426,Decke::N,போர்வை,بطانية
427,Kissen::N,தலையணை,وسادة
428,Tuch::N,துணி,منديل
429,Handtuch::N,தண்டு,فوطة
430,Handtuch::N,தண்டு,منشفة
431,Kraft::N,நிர்பந்தம்,قدرة
432,Stärke::N,பலம்,قوة
433,Gesundheit::N,ஆரோக்கியம்,صحة
434,Krankheit::N,நோய்,مرض
435,Schmerz::N,வலி,ألم
436,Schmerz::N,வலி,وجع
437,Wunde::N,காயம்,جرح
438,Fieber::N,காய்ச்சல்,حمى
439,Arznei::N,மருந்து,دواء
440,Brücke::N,பாலம்,جسر
441,Brunnen::N,கேணி,بئر
442,Weide::N,மேய்ச்சல் நிலம்,مرعى
443,Pfad::N,நடை வழி,درب
444,Weg::N,வழி,سكة
445,Straße::N,சாலை,طريق
446,Dorf::N,கிராமம்,قرية
447,Stadt::N,நகரம்,مدينة
448,Brief::N,கடிதம்,خطاب
449,Brief::N,கடிதம்,مكتوب
450,Buch::N,புத்தகம்,كتاب
451,Buchstabe::N,எழத்து,حرف
452,Zeitung::N,செய்தித்தாள்,جريدة
453,Leben::N,வாழ்க்கை,عيش
454,Leben::N,வாழ்க்கை,حياة
455,Tod::N,மரணம்,موت
456,Tod::N,மரணம்,وفاة
457,Grab::N,சமாதி,قبر
458,Kirche::N,தேவாலயம்,كنيسة
459,Sünde::N,பாவம்,خطيئة
460,Gott::N,கடவுள்,إله
461,Arbeiter::N,தொழிலாளி,عامل
462,Chef::N,மேலாளர்,رئيس
463,Meister::N,தலைவன்,أسطى
464,Arzt::N,மருத்துவர்,طبيب
465,Lehrer::N,ஆசிரியர்,مدرس
466,Geld::N,பணம்,نقود
467,Geschäft::N,வாணிபம்,صفقة
468,Laden::N,கடை,دكان
469,Preis::N,விலை,سعر
470,Ware::N,சாமன்கள்,بضاعة
471,Nutzen::N,இலாபம்,فائدة
472,Reichtum::N,சொத்து,غنى
473,Reichtum::N,சொத்து,ثروة
474,Welt::N,உலகம்,عالم
475,Welt::N,உலகம்,دنيا
476,Land::N,நாடு,بلد
477,Staat::N,நாடு,دولة
478,König::N,அரசன்,ملك
479,Macht::N,அதிகாரம்,سلطة
480,Grenze::N,எல்லை,حدود
481,Krieg::N,போர்,حرب
482,Feind::N,எதிரி,عدو
483,Gewalt::N,வன்முறை,عنف
484,Kampf::N,போராட்டம்,قتال
485,Bogen[Waffe]::N,வில்,قوس
486,Pfeil::N,அம்பு,سهم
487,Gewehr::N,துப்பாக்கி,بندقية
488,Fehler::N,தவறு,خطأ
489,Lüge::N,பொய்,كذب
490,Schaden::N,சேதாரம்,تلف
491,Unglück::N,இடையூறு,نحس
492,Schuld::N,குற்றம்,ذنب
493,Alter::N,வயது,سن
494,Alter::N,வயது,عمر
495,Schluss::N,முடிவு,ختام
496,Schluss::N,முடிவு,نهاية
497,Zeit::N,காலம்,وقت
498,Tag::N,நாள்,يوم
499,Morgen::N,காலை நேரம்,صباح
500,Mittag::N,மதியம்,ظهر
501,Abend::N,மாலைப் பொழுது,مساء
502,Nacht::N,இரவு,ليلة
503,Woche::N,வாரம்,أسبوع
504,Monat::N,மாதம்,شهر
505,Jahr::N,வருடம்,عام
506,Jahr::N,வருடம்,سنة
507,Frühling::N,வசந்தம்,ربيع
508,Sommer::N,கோடை,صيف
509,Herbst::N,இலையுதிர் காலம்,خريف
510,Winter::N,குளிர்காலம்,شتاء
511,Januar::N,ஜனவரி,يناير
512,Januar::N,ஜனவரி,كانون الثاني
513,Februar::N,பிபரவரி மாதம்,شباط
514,Februar::N,பிபரவரி மாதம்,فبراير
515,März::N,மார்ச் மாதம்,آذار
516,März::N,மார்ச் மாதம்,مارس
517,April::N,ஏப்ரல் மாதம்,نيسان
518,Mai::N,மே மாதம்,مايو
519,Juni::N,ஜூன் மாதம்,يونيو
520,Juni::N,ஜூன் மாதம்,حزيران
521,Juli::N,ஜூலை மாதம்,تموز
522,Juli::N,ஜூலை மாதம்,يوليو
523,August::N,ஆகஸ்ட் மாதம்,آب
524,August::N,ஆகஸ்ட் மாதம்,أغسطس
525,September::N,செப்டம்பர் மாதம்,أيلول
526,September::N,செப்டம்பர் மாதம்,سبتمبر
527,Oktober::N,அக்டோபர் மாதம்,أكتوبر
528,Oktober::N,அக்டோபர் மாதம்,تشرين الأول
529,November::N,நவம்பர் மாதம்,نوفمبر
530,November::N,நவம்பர் மாதம்,تشرين الثاني
531,Dezember::N,டிசம்பர்,ديسمبر
532,Dezember::N,டிசம்பர்,كانون الأول
533,Montag::N,திங்கட் கிழமை,يوم الاثنين
534,Dienstag::N,செவ்வாய்க்கிழமை,يوم الثلاثاء
535,Mittwoch::N,புதன் கிழமை,يوم الأربعاء
536,Donnerstag::N,வியாழக் கிழமை,يوم الخميس
537,Freitag::N,வெள்ளிக்கிழமை,يوم الجمعة
538,Samstag::N,சனிக்கிழமை,يوم السبت
539,Sonntag::N,ஞாயிறுக் கிழமை,يوم الأحد
540,groß::A,பெரிய,كبير
541,klein::A,சிறிய,صغير
542,lang::A,நீண்ட,طويل
543,kurz::A,குட்டையான,قصير
544,breit::A,அகலமான,واسع
545,schmal::A,குறுகலான,ضيق
546,dicht::A,அடர்த்தியான,كث
547,dicht::A,அடர்த்தியான,كثيف
548,dick[Gegenstand]::A,தடித்த,غليظ
549,dünn::A,சன்னமான,رفيع
550,fein::A,மெல்லிய,رقيق
551,fest::A,உறுதியாள,متين
552,flach::A,தட்டையான,سهل
553,flach::A,தட்டையான,منبسط
554,glatt::A,வழுவழுப்பான,ناعم
555,hart::A,கடினமான,صلب
556,hart::A,கடினமான,جامد
557,weich::A,மென்மையான,لين
558,rund::A,உருண்டையான,مستدير
559,spitz::A,திகந்தமாக,مدبب
560,scharf::A,கூரான,حاد
561,stumpf::A,உளம் திறந்த,ثالم
562,schwer::A,கனமான,ثقيل
563,schön::A,அழகான,جميل
564,heiß::A,சூடான,حار
565,heiß::A,சூடான,ساخن
566,warm::A,இதமான,دافئ
567,kalt::A,குளிர்ச்சியான,بارد
568,kühl::A,குளிர்ச்சியான,قر
569,frisch::A,சுத்தமான,طازج
570,feucht::A,ஈரமான,رطب
571,nass::A,ஈரமான,مبلول
572,trocken::A,உலர்ந்த,جاف
573,voll::A,நிரம்பிய,ملء
574,leer::A,காலியான,خال
575,leer::A,காலியான,فارغ
576,offen::A,திறந்த,مفتوح
577,geschlossen::A,மூடப்பட்ட,مغلق
578,sauber::A,சுத்தமான,نظيف
579,schmutzig::A,அழக்கான,قذر
580,roh::A,கச்சா,نيء
581,reif::A,பழுத்த,ناضج
582,lecker::A,சுவைமிக்க,لذيذ
583,süß::A,இனிப்பான,حلو
584,bitter::A,கசப்பான,مر
585,sauer::A,புளிப்பாக,حامض
586,hell::A,பளபளப்பான,نير
587,dunkel::A,கருமையான,مظلم
588,schwarz::A,கருப்பு வண்ண,أسود
589,weiß::A,வெண்மையன,أبيض
590,rot::A,சிவப்பு,أحمر
591,gelb::A,மஞ்சள் வண்ணம்,أصفر
592,blau::A,நீல வண்ண,أزرق
593,grün::A,பச்சை வண்ண,أخضر
594,grau::A,சாம்பல் நிற,رمادي
595,bunt::A,வண்ண மயமான,ملوب
596,billig::A,மலிவான,رخيص
597,teuer::A,விலை அதிகமான,غال
598,wertvoll::A,மதிப்புள்ள,ثمين
599,blind::A,பார்வையற்ற,أعمى
600,taub::A,செவிடான,أصم
601,taub::A,செவிடான,أطرش
602,kräftig::A,வலிமையான,قوي
603,stark::A,பலமான,قوي
604,schwach::A,பலவீனமான,ضعيف
605,fett::A,பருமனாக,سمين
606,schlank::A,ஒல்லியான,أهيف
607,hübsch::A,அழகிய,جميل
608,böse::A,கேடு விளைவிக்கும்,رديء
609,dumm::A,முட்டாள்தனமான,أبله
610,dumm::A,முட்டாள்தனமான,أحمق
611,faul::A,சோம்பலான,كسلان
612,fleißig::A,ஊக்கந்தளராத,مجتهد
613,geizig::A,கஞேசத்தனமான,بخيل
614,klug::A,சாதுரியமான,ذكي
615,klug::A,சாதுரியமான,عاقل
616,geschickt::A,திறமையள்ள,ماهر
617,lieb::A,அன்புக்குரிய,عزيز
618,lustig::A,களிப்புமிக்க,مرح
619,sanft::A,சாதுவான,حليم
620,hungrig::A,பசியுடன்,جائع
621,krank::A,நோயுற்று,مريض
622,nackt::A,ஆடையற்ற,عار
623,traurig::A,சோகமான,حزين
624,lebendig::A,பிழைப்பு,حي
625,gut::A,நல்ல,جيد
626,schlecht::A,கெட்ட,سيء
627,richtig::A,சரியான,صحيح
628,schlimm::A,அருவருப்பான,خبيث
629,wahr::A,உண்மையான,حق
630,alt::A,பழைய,قديم
631,neu::A,புதிய,جديد
632,ehemalig::A,முன்நாள்,سابق
633,alt[Lebewesen]::A,வயதான,مسن
634,jung::A,இளமையான,شاب
635,jung::A,இளமையான,صغير
636,arm::A,ஏழ்மையான,فقير
637,reich::A,செல்வம் படைத்த,غني
638,bekannt::A,பழக்கப்பட்ட,معلوم
639,berühmt::A,புகழ்பெற்ற,مشهور
640,fremd::A,அயல் நாட்டு,أجنبي
641,verschieden::A,வித்தியாசமான,مختلف
642,nah::A,பக்கத்தில் உள்ள,قريب
643,fern::A,தொலை தூரத்தில்,بعيد
644,linker::A,மீந்திருக்கும்,يسار
645,rechter::A,வலதுபக்கம்,يمين
646,anderer::A,மற்ற,آخر
647,erster::A,முதனமையான,أول
648,zweiter::A,இரண்டாவது,ثان
649,dritter::A,மூன்றாவது,ثالث
650,letzter::A,கடைசி,أخير
651,allein::ADV,தனியாக,وحده
652,auf einmal::ADV,தடீரென்று,بالمرة
653,zusammen::ADV,சேர்ந்து,معا
654,lange::ADV,அதிக நோம்,مدة طويلة
655,plötzlich::ADV,தடீரென்று,فجأة
656,sofort::ADV,உடனடியாக,حالا
657,sofort::ADV,உடனடியாக,فورا
658,später::ADV,பிறகு,فيما بعد
659,jetzt::ADV,இப்பொழது,الآن
660,jetzt::ADV,இப்பொழது,حاليا
661,heute::ADV,இன்று,اليوم
662,morgen::ADV,நாளைக்கு,غدا
663,bald::ADV,சீக்கிரம்,قريبا
664,dann::ADV,அப்பொழுது,ثم
665,gestern::ADV,நேற்று,أمس
666,gestern::ADV,நேற்று,البارحة
667,einst::ADV,ஒரே முறை,قديما
668,damals::ADV,அப்பொழுது,حينئذ
669,danach::ADV,பிற்பாடு,ثم
670,danach::ADV,பிற்பாடு,بعد ذلك
671,vorher::ADV,முன்பாக,من قبل
672,vorher::ADV,முன்பாக,قبل ذلك
673,zuerst::ADV,முதலில்,أولا
674,einmal::ADV,ஒரே முறை,مرة
675,manchmal::ADV,சில நேரங்களில்,أحيانا
