,Concept_ID,he,hy
155,Hund::N,כלב,շուն
156,Katze::N,חתול,կատու
157,Bär::N,דב,արջ
158,Eichhörnchen::N,סנאי,սկյուռ
159,Elch::N,דישון,հիւսիսային եղջերու
160,Fuchs::N,שועל,աղվես
161,Hase::N,ארנב,նապաստակ
162,Maus::N,עכבר,մուկ
163,Wolf::N,זאב,գայլ
164,Vogel::N,צפור,թռչուն
165,Schwarm::N,נחיל,երամ
166,Schwarm::N,להקה,երամ
167,Huhn::N,תרנגלת,հավ
168,Hahn::N,תרנגול,աքաղաղ
169,Gans::N,אוז,սագ
170,Adler::N,עיט,արծիվ
171,Ente::N,ברוז,բադ
172,Eule::N,ינשוף,բու
173,Kranich::N,עגור,կռունկ
174,Kranich::N,כרוכיה,կռունկ
175,Krähe::N,עורב,ագռավ
176,Kuckuck::N,קוקיה,կուկու
177,Schwan::N,ברבור,կարապ
178,Fisch::N,דג,ձուկ
179,Barsch::N,אוקונוס,պերկես
180,Hecht::N,זאב הים,գայլաձուկ
181,Schlange[Tier]::N,נחש,օձ
182,Wurm::N,תולעת,որդ
183,Wurm::N,תולעת,ճիճու
184,Spinne::N,עכביש,սարդ
185,Ameise::N,נמלה,միջյուն
186,Laus::N,כנה,ոջիլ
187,Mücke::N,יתוש,մժղուկ
188,Fliege::N,זבוב,ճանճ
189,Schmetterling::N,פרפר,թիթեռ
190,Beere::N,ענבה,հատապտուղ
191,Apfel::N,תפוח,խնձոր
192,Pilz::N,פטריה,սունկ
193,Zwiebel::N,בצל,սոխ
194,Saat::N,זרעים,սերմ
195,Korn::N,גרעין,հատիկ
196,Heu::N,חציר,խոտ
197,Schale::N,קלפה,կեղեւ
198,Grube::N,בור,փոս
199,Grube::N,שוחה,փոս
200,Falle::N,מלכדת,ծուղակ
201,Schlinge::N,לולאה,խեղդան
202,Spur::N,עקבה,հետք
203,Asche::N,אפר,մոխիր
204,Dreck::N,זהמה,աղտ
205,Eisen::N,ברזל,երկաթ
206,Gold::N,זהב,ոսկի
207,Silber::N,כסף,արծաթ
208,Kohle::N,פחם,քարածուխ
209,Glas::N,זכוכית,ապակի
210,Lehm::N,חרסית,կավ
211,Sand::N,חול,ավազ
212,Mensch::N,אדם,մարդ
213,Mann::N,איש,մարդ
214,Mann::N,איש,տղամարդ
215,Mann::N,גבר,մարդ
216,Mann::N,גבר,տղամարդ
217,Frau::N,אשה,կին
218,Frau::N,גברת,կին
219,Kind::N,ילד,զավակ
220,Junge::N,ילד,տղա
221,Mädchen::N,נערה,աղջիկ
222,Familie::N,משפחה,ընտանիք
223,Großvater::N,סבא,պապ
224,Großmutter::N,סבתא,տատ
225,Eltern::N,הורים,ծնողներ
226,Vater::N,אב,հայր
227,Mutter::N,אם,մայր
228,Sohn::N,בן,որդի
229,Tochter::N,בת,աղջիկ
230,Tochter::N,בת,դուստր
231,Bruder::N,אח,եղբայր
232,Schwester::N,אחות,քույր
233,Onkel::N,דוד,քեռի
234,Onkel::N,דוד,հորեղբայր
235,Tante::N,דודה,մորաքույր
236,Ehemann::N,איש,մարդ
237,Ehemann::N,איש,ամուսին
238,Ehemann::N,בעל,մարդ
239,Ehemann::N,בעל,ամուսին
240,Ehefrau::N,אשה,կին ամուսին
241,Freude::N,שמחה,ուրախություն
242,Gelächter::N,צחוק,ծիծաղ
243,Glück::N,אשר,երջանկություն
244,Kummer::N,יגון,վիշտ
245,Kummer::N,עגמה,վիշտ
246,Wunsch::N,אחול,ցանկություն
247,Wunsch::N,משאלה,ցանկություն
248,Lust::N,חשק,փափագ
249,Lust::N,חשק,իղձ
250,Lust::N,תשוקה,փափագ
251,Lust::N,תשוקה,իղձ
252,Geist::N,רוח,ոգի
253,Gedanke::N,מחשבה,միտք
254,Gedächtnis::N,זכרון,հիշողություն
255,Verstand::N,שכל,խելք
256,Sinn::N,מובן,իմաստ
257,Sinn::N,משמעות,իմաստ
258,Grund::N,סבה,պատճառ
259,Wahrheit::N,אמת,ճշմարտություն
260,Gespräch::N,דיון,զրույց
261,Märchen::N,אגדה,պայիկի պատմություն
262,Erzählung::N,ספור,պատմվածք
263,Erzählung::N,ספור,պատմություն
264,Nachricht::N,ידיעה,հաղորդագրություն
265,Neuigkeit::N,חדשה,լուր
266,Neuigkeit::N,חדשה,նորություն
267,Name::N,שם,անուն
268,Rätsel::N,תעלומה,բարդ խնդիր
269,Rede::N,נאום,ճառ
270,Rede::N,נאום,ելույթ
271,Sprache::N,לשון,լեզու
272,Stimme::N,קול,ձայն
273,Wort::N,מלה,բառ
274,Zeichen::N,סימן,նշան
275,Ruf::N,קריאה,կոչ
276,Ruf::N,קריאה,կանչ
277,Lärm::N,רעש,աղմուկ
278,Laut::N,הגה,հնչյուն
279,Laut::N,הגה,ձայն
280,Ton::N,צליל,տոն
281,Lied::N,שיר,երգ
282,Ruhe::N,שלוה,անդորրություն
283,Leute::N,אנשים,մարդիկ
284,Volk::N,עם,ազգ
285,Arbeit::N,עבודה,գործ
286,Arbeit::N,עבודה,աշխատանք
287,Gast::N,אורח,հյուր
288,Geschenk::N,מתנה,նվեր
289,Spiel::N,משחק,խաղ
290,Gesellschaft::N,חברה,ընկերություն
291,Hilfe::N,עזרה,օգնությթուն
292,Freund::N,חבר,ընկեր
293,Freund::N,חבר,բարեկամ
294,Freund::N,ידיד,ընկեր
295,Freund::N,ידיד,բարեկամ
296,Kamerad::N,רע,ուղեկից
297,Angelegenheit::N,ענין,բան
298,Angelegenheit::N,ענין,գործ
299,Anzahl::N,מספר,քանակ
300,Anzahl::N,מספר,գումար
301,Art::N,סוג,տեսակ
302,Stück::N,חתיכה,կտոր
303,Teil::N,פרק,մաս
304,Hälfte::N,חצי,կես
305,Kreis::N,מעגל,շիջանակ
306,Kreuz::N,צלב,խաչ
307,Linie::N,קו,գիծ
308,Strich::N,קו קצר,գիծ
309,Abstand::N,מרחק,անջրպետ
310,Entfernung::N,מרחק,հեռավորություն
311,Gegend::N,נוף,շրջան
312,Platz::N,שטח,տարածություն
313,Ort::N,אתר,տեղ
314,Ort::N,אתר,վայր
315,Ort::N,מקום,տեղ
316,Ort::N,מקום,վայր
317,Seite::N,צד,կողմ
318,Mitte::N,אמצע,մեջտեղ
319,Gegenstand::N,אוביקט,առարկա
320,Sache::N,דבר,բան
321,Rand::N,פרור,վերջք
322,Kante::N,קצה,եզր
323,Ecke::N,פנה,անկյուն
324,Spitze::N,קצה,ծայր
325,Ende::N,סוף,ծայր
326,Loch::N,חר,անցք
327,Winkel::N,פנה,անկյուն
328,Muster::N,תבנית,օրինակ
329,Größe::N,גדל,մեծություն
330,Länge::N,ארך,երկարություն
331,Höhe::N,קומה,բարձրություն
332,Höhe::N,גבה,բարձրություն
333,Gewicht::N,משקל,կշիռ
334,Menge::N,כמות,քանակ
335,Haufen::N,ערמה,դեզ
336,Haufen::N,ערמה,կույտ
337,Reihe::N,רצף,շարք
338,Reihe::N,רצף,կարգ
339,Boot::N,סירה,նավակ
340,Ruder::N,משוט,թի
341,Ruder::N,משוט,թիակ
342,Schlitten::N,מזחלת,բալխիր
343,Ski::N,מגלשים,դահուկ
344,Lagerfeuer::N,מדורה,բացօդեայ կրակ
345,Last::N,משא,բեռ
346,Gang::N,הליכה,զբոսանք
347,Schritt::N,צעד,քայլ
348,Norden::N,צפון,հյուսիս
349,Süden::N,דרום,հարավ
350,Westen::N,מערב,արեւմուտք
351,Osten::N,מזרח,արեւելք
352,Holz::N,עץ,փայտ
353,Brett::N,קרש,տախտակ
354,Platte::N,לוח,թիթեղ
355,Stütze::N,משען,նեցուկ
356,Stange::N,מוט,ձող
357,Stock::N,מקל,փայտ
358,Stab::N,מוט,ցուպ
359,Stab::N,מוט,գավազան
360,Rohr::N,צנור,խողովակ
361,Haus::N,בית,տուն
362,Heim::N,בית,տուն
363,Ofen::N,תנור,վառարան
364,Fußboden::N,רצפה,հատակ
365,Tisch::N,שלחן,սեղան
366,Stuhl::N,כסא,աթոռ
367,Wiege::N,ערש,օրորոց
368,Bett::N,מטה,անկողին
369,Regal::N,מדף,դարակ
370,Kiste::N,תבה,տուփ
371,Kiste::N,ארגז,տուփ
372,Fenster::N,חלון,պատուհան
373,Tür::N,דלת,դուռ
374,Tor::N,שער,դարպաս
375,Zaun::N,גדר,ցանկապատ
376,Dach::N,גג,տանիք
377,Dach::N,גג,կտուր
378,Leiter::N,סלם,սանդուղք
379,Besen::N,מטאטא,ավել
380,Spaten::N,את,բահ
381,Schaufel::N,את,թի
382,Gabel::N,מזלג,պատառաքաղ
383,Löffel::N,כף,գդալ
384,Messer::N,סכין,դանակ
385,Nagel::N,מסמר,մեխ
386,Netz::N,רשת,ցանց
387,Haken::N,וו,կարթ
388,Haken::N,קרס,կարթ
389,Griff::N,ידית,կոթ
390,Griff::N,ידית,բռնակ
391,Schloss::N,מנעול,կողպեք
392,Bild::N,תמונה,նկար
393,Bild::N,תמונה,պատկեր
394,Figur::N,פסל,քանդակ
395,Figur::N,פסל,պատկեր
396,Puppe::N,בבה,տիկնիկ
397,Beutel::N,שק,տոպրակ
398,Bündel::N,צרור,կապոց
399,Tasche::N,שקית,պայուսակ
400,Eimer::N,דלי,դույլ
401,Deckel::N,מכסה,կափարիչ
402,Geschirr::N,כלים,ամանեղեն
403,Sack::N,שק,պարկ
404,Sack::N,שק,տոպրակ
405,Tasse::N,ספל,թաս
406,Tasse::N,ספל,գավաթ
407,Topf::N,סיר,անոթ
408,Kessel::N,קנקן,կաթսա
409,Essen::N,אכל,կերակուր
410,Essen::N,ארוחה,կերակուր
411,Nahrung::N,הזנה,ուտելիք
412,Nahrung::N,תזונה,ուտելիք
413,Speise::N,מאכל,խորտիկ
414,Speise::N,מאכל,կերակուր
415,Speise::N,ארוחה,խորտիկ
416,Speise::N,ארוחה,կերակուր
417,Fleisch::N,בשר,միս
418,Getreide::N,דגן,հացահատիկ
419,Brei::N,מחית,լանդակ
420,Brot::N,לחם,հաց
421,Scheibe::N,עגול,կտոր
422,Scheibe::N,עגול,պատառ
423,Scheibe::N,פרוסה,կտոր
424,Scheibe::N,פרוסה,պատառ
425,Fett::N,שמן,ճարպ
426,Butter::N,חמאה,կարագ
427,Öl::N,שמן,ձեթ
428,Salz::N,מלח,աղ
429,Suppe::N,מרק,սուպ
430,Suppe::N,מרק,ապուր
431,Honig::N,דבש,մեղր
432,Milch::N,חלב,կաթ
433,Tee::N,תה,թեյ
434,Leder::N,עור,կաշի
435,Wolle::N,צמר,բուրդ
436,Stoff::N,בד,գործվածք
437,Stoff::N,אריג,գործվածք
438,Nadel::N,מחט,ասեղ
439,Faden::N,חוט,թել
440,Knopf::N,כפתור,կոճակ
441,Knoten::N,קשר,հանգույց
442,Farbe::N,צבע,ներկ
443,Kleidung::N,בגדים,հագուստ
444,Hemd::N,חלצה,վերնաշապիկ
445,Kragen::N,צוארון,օձիք
446,Ärmel::N,שרוול,թեւք
447,Hose::N,מכנסים,շալվար
448,Gürtel::N,חגורה,գոտի
449,Mütze::N,כובע,կեպի
450,Schuh::N,נעל,կոշիկ
451,Stiefel::N,מגף,երկարաճիթ կոշիկ
452,Ring::N,טבעת,զնգալ
453,Band::N,סרט,ժապավեն
454,Kamm::N,מסרק,սանր
455,Spiegel::N,מראה,հայելի
456,Riemen::N,רצועה,փոկ
457,Schnur::N,חבל,լար
458,Leine::N,מושכות,փոկ
459,Decke::N,שמיכה,վերմակ
460,Kissen::N,כרית,բարձ
461,Tuch::N,צעיף,թաշկինակ
462,Handtuch::N,מגבת,սրբիչ
463,Kraft::N,כוח,ուժ
464,Stärke::N,און,պնդություն
465,Stärke::N,און,ամրություն
466,Gesundheit::N,בריאות,առողջություն
467,Krankheit::N,מחלה,ախտ
468,Krankheit::N,מחלה,հիվանդություն
469,Schmerz::N,כאב,ցավ
470,Schmerz::N,כאב,տանջանք
471,Wunde::N,פציעה,վերք
472,Fieber::N,חם,տենդ
473,Arznei::N,תרופה,դեղ
474,Brücke::N,גשר,կամուրջ
475,Brunnen::N,באר,հոր
476,Brunnen::N,באר,ջրհոր
477,Weide::N,אחו,արոտավայր
478,Weide::N,מרעה,արոտավայր
479,Pfad::N,שביל,արահետ
480,Pfad::N,מדרכה,արահետ
481,Weg::N,דרך,ուղի
482,Straße::N,כביש,ճանապարհ
483,Dorf::N,כפר,գյուղ
484,Stadt::N,עיר,քաղաք
485,Brief::N,מכתב,նամակ
486,Buch::N,ספר,գիրք
487,Buchstabe::N,אות,տառ
488,Buchstabe::N,אות,գիր
489,Zeitung::N,עתון,լրագիր
490,Leben::N,חיים,կյանք
491,Tod::N,מות,մահ
492,Grab::N,קבר,գերեզման
493,Kirche::N,כנסיה,եկեղեցի
494,Sünde::N,חטא,մեղք
495,Gott::N,אל,աստված
496,Arbeiter::N,פועל,բանվոր
497,Arbeiter::N,פועל,աշխատող
498,Chef::N,ראש,տեր
499,Chef::N,מנהל,տեր
500,Meister::N,ממחה,վարպետ
501,Arzt::N,רופא,բժիշկ
502,Lehrer::N,מורה,ուսուցիչ
503,Geld::N,כסף,փող
504,Geschäft::N,עסקה,գործ
505,Geschäft::N,עסקה,աշխատանք
506,Laden::N,חנות,կրպակ
507,Laden::N,חנות,խանութ
508,Preis::N,מחיר,գին
509,Ware::N,סחורה,ապրանք
510,Nutzen::N,תועלת,օգուտ
511,Reichtum::N,עשר,հարստություն
512,Welt::N,עולם,աշխարհ
513,Land::N,ארץ,երկիր
514,Staat::N,מדינה,պետություն
515,König::N,מלך,արքա
516,König::N,מלך,թագավոր
517,Macht::N,כוח,իշխանություն
518,Grenze::N,גבול,սահման
519,Krieg::N,מלחמה,պատերազմ
520,Feind::N,אויב,թշնամի
521,Gewalt::N,אלימות,բռնություն
522,Gewalt::N,אלימות,սաստկություն
523,Kampf::N,קרב,մարտ
524,Kampf::N,לחימה,մարտ
525,Bogen[Waffe]::N,קשת,աղեղ
526,Pfeil::N,חץ,նետ
527,Gewehr::N,רובה,հրացան
528,Fehler::N,טעות,սխալ
529,Lüge::N,שקר,սուտ
530,Schaden::N,נזק,վնաս
531,Unglück::N,מזל רע,դժբախտություն
532,Schuld::N,אשמה,պակասություն
533,Alter::N,גיל,հասակ
534,Schluss::N,סיום,վերջ
535,Schluss::N,סיום,վախճան
536,Zeit::N,זמן,ժամանակ
537,Tag::N,יום,օր
538,Morgen::N,בקר,առավոտ
539,Mittag::N,צהרים,կեսօր
540,Abend::N,ערב,երեկո
541,Nacht::N,לילה,գիշեր
542,Woche::N,שבוע,շաբաթ
543,Monat::N,חדש,ամիս
544,Jahr::N,שנה,տարի
545,Frühling::N,אביב,գարուն
546,Sommer::N,קיץ,ամառ
547,Herbst::N,סתו,աշուն
548,Winter::N,חרף,ձմեռ
549,Januar::N,ינואר,հունվար
550,Februar::N,פברואר,փետրվար
551,März::N,מרץ,մարտ
552,April::N,אפריל,ապրիլ
553,Mai::N,מאי,մայիս
554,Juni::N,יוני,հունիս
555,Juli::N,יולי,հուլիս
556,August::N,אוגוסט,օգոստոս
557,September::N,ספטמבר,սեպտեմբեր
558,Oktober::N,אוקטובר,հոկտեմբեր
559,November::N,נובמבר,նոյեմբեր
560,Dezember::N,דצמבר,դեկտեմբեր
561,Montag::N,יום שני,երկուշաբթի
562,Dienstag::N,יום שלישי,երեքշաբթի
563,Mittwoch::N,יום רביעי,չորեքշաբթի
564,Donnerstag::N,יום חמישי,հինգշաբթի
565,Freitag::N,יום ששי,ուրբաթ
566,Samstag::N,יום שבת,շաբաթ
567,Sonntag::N,יום ראשון,կիրակի
568,groß::A,גדול,մեծ
569,groß::A,גדול,խոշոր
570,klein::A,קטן,պստիկ
571,klein::A,קטן,փոքրիկ
572,lang::A,ארך,երկար
573,kurz::A,קצר,կարճ
574,breit::A,רחב,լայն
575,schmal::A,צר,նեղ
576,dicht::A,צפוף,խիտ
577,dick[Gegenstand]::A,עבה,հաստ
578,dünn::A,דק,բարակ
579,fein::A,מעדן,նուրբ
580,fest::A,מוצק,ամուր
581,fest::A,מוצק,պինդ
582,flach::A,שטוח,տափակ
583,glatt::A,חלק,հարթ
584,hart::A,קשיח,կարծր
585,weich::A,רך,մեղմ
586,weich::A,רך,փափուկ
587,rund::A,עגל,կլոր
588,spitz::A,חד,սրածայր
589,scharf::A,חד,սուր
590,stumpf::A,קהה,գուլ
591,schwer::A,כבד,ծանր
592,schön::A,יפה,սիրուն
593,schön::A,יפה,գեղեցիկ
594,heiß::A,חם,թեժ
595,warm::A,חם,տաք
596,warm::A,חם,ջերմ
597,kalt::A,קר,ցուրտ
598,kühl::A,צונן,զով
599,frisch::A,טרי,թարմ
600,feucht::A,לח,ղոնավ
601,nass::A,רטוב,թաց
602,trocken::A,יבש,ցամաք
603,voll::A,מלא,լի
604,voll::A,מלא,լիքը
605,leer::A,ריק,դատարկ
606,offen::A,פתוח,բաց
607,geschlossen::A,סגור,գոց
608,sauber::A,נקי,մաքուր
609,schmutzig::A,מלכלך,կեղտոտ
610,roh::A,חי,հում
611,reif::A,בשל,հասած
612,reif::A,בשל,հասուն
613,lecker::A,טעים,համեղ
614,süß::A,מתוק,անուշ
615,bitter::A,מר,կծու
616,sauer::A,חמוץ,թթու
617,sauer::A,חמוץ,թթված
618,hell::A,בהיר,պայծառ
619,hell::A,בהיר,խելամիտ
620,dunkel::A,עמום,մութ
621,schwarz::A,שחר,սեւ
622,weiß::A,לבן,սպիտակ
623,rot::A,אדם,կարմիր
624,gelb::A,צהב,դեղին
625,blau::A,כחל,կապույտ
626,grün::A,ירק,կանաչ
627,grau::A,אפר,գորշ
628,bunt::A,צבעוני,գոյնզգոյն
629,billig::A,זול,էժան
630,teuer::A,יקר,թանկ
631,wertvoll::A,יקר ערך,թանկարժեք
632,blind::A,עור,կույր
633,taub::A,חרש,խուլ
634,kräftig::A,חסן,հզոր
635,stark::A,חזק,ուժեղ
636,schwach::A,חלש,տկար
637,schwach::A,חלש,թույլ
638,fett::A,שמן,գեր
639,schlank::A,רזה,նիհար
640,hübsch::A,יפה תאר,գրավիչ
641,hübsch::A,יפה תאר,սիրունիկ
642,böse::A,רשע,չար
643,dumm::A,טפש,հիմար
644,faul::A,עצלן,ծույլ
645,fleißig::A,חרוץ,ջանասեր
646,fleißig::A,חרוץ,փութաջան
647,geizig::A,קמצן,ագահ
648,geizig::A,קמצן,կծծի
649,klug::A,נבון,խելոք
650,klug::A,נבון,ընդունակ
651,klug::A,פקח,խելոք
652,klug::A,פקח,ընդունակ
653,geschickt::A,מימן,ճարտար
654,lieb::A,יקר,սիրելի
655,lieb::A,אהוב,սիրելի
656,lustig::A,עליז,զվարթ
657,sanft::A,עדין,հեզ
658,hungrig::A,רעב,քաղցած
659,krank::A,חולה,հիվանդ
660,nackt::A,ערום,մերկ
661,traurig::A,עצוב,տխուր
662,lebendig::A,חי,կենդանի
663,gut::A,טוב,լավ
664,schlecht::A,גרוע,վատ
665,richtig::A,נכון,ձիշտ
666,schlimm::A,רע,լղրճուկ
667,wahr::A,אמתי,ճիշտ
668,wahr::A,אמתי,իրական
669,alt::A,ישן,հին
670,neu::A,חדש,նոր
671,ehemalig::A,לשעבר,նախկին
672,alt[Lebewesen]::A,זקן,ծեր
673,alt[Lebewesen]::A,זקן,պառավ
674,jung::A,צעיר,մատաղ
675,arm::A,עני,աղքատ
676,reich::A,עשיר,հարուստ
677,bekannt::A,ידוע,ծանոթ
678,berühmt::A,מפרסם,հայտնի
679,berühmt::A,מפרסם,հռչակավոր
680,fremd::A,זר,օտար
681,verschieden::A,שונה,տարբեր
682,nah::A,קרוב,մոտ
683,nah::A,קרוב,մերձ
684,fern::A,רחוק,հեռավոր
685,linker::A,שמאלי,ձախ
686,rechter::A,ימין,աջ
687,anderer::A,אחר,այլ
688,anderer::A,אחר,ուրիշ
689,erster::A,ראשון,առաջին
690,zweiter::A,שני,երկրորդ
691,dritter::A,שלישי,երրորդ
692,letzter::A,אחרון,վերջին
693,allein::ADV,לבד,միայնակ
694,auf einmal::ADV,בו-זמנית,միասնաբար
695,zusammen::ADV,ביחד,միասին
696,zusammen::ADV,ביחד,իրար հետ
697,lange::ADV,הרבה זמן,երկար ժամանակ
698,plötzlich::ADV,לפתע,հանկարծ
699,plötzlich::ADV,פתאום,հանկարծ
700,sofort::ADV,מיד,իսկույն
701,später::ADV,לאחר זמן,ավելի ուշ
702,später::ADV,לאחר זמן,հետո
703,später::ADV,יותר מאחר,ավելի ուշ
704,später::ADV,יותר מאחר,հետո
705,jetzt::ADV,עכשיו,այժմ
706,heute::ADV,היום,այսօր
707,morgen::ADV,מחר,վաղը
708,bald::ADV,בקרוב,շուտով
709,dann::ADV,אחר-כך,ապա
710,dann::ADV,אחר-כך,հետո
711,gestern::ADV,אתמול,երեկ
712,einst::ADV,לפנים,հին ատեն
713,damals::ADV,אז,ատէնին
714,danach::ADV,אחר-כך,ապա
715,danach::ADV,אחר-כך,այն ժամանակ
716,vorher::ADV,לפני זה,առաջ
717,zuerst::ADV,קדם,նախ
718,einmal::ADV,פעם,մի անգամ
719,manchmal::ADV,לפעמים,երբեմն
720,oft::ADV,לעתים קרובות,հաճախ
721,immer::ADV,תמיד,միշտ
722,niemals::ADV,אף פעם,երբեք
723,hier::ADV,כאן,այստեղ
724,hierhin::ADV,פה,այստեղ
725,von hier::ADV,מפה,այդտեղից
726,dort::ADV,שם,այնտեղ
727,dorthin::ADV,שם,այնտեղ
728,geradeaus::ADV,ישר,ուղիղ
729,vorwärts::ADV,קדימה,առաջ
730,rückwärts::ADV,לאחור,դեպի ետ
731,zurück::ADV,בחזרה,ետ
732,zurück::ADV,אחורנית,ետ
733,unten::ADV,למטה,ներքեւում
734,hinab::ADV,למטה,ներքեւ
735,oben::ADV,מעל,վերեւում
736,oben::ADV,למעלה,վերեւում
737,hinauf::ADV,למעלה,վերեւ
738,überall::ADV,בכל מקום,ամենուր
739,nicht::ADV,לא,չէ
740,ein wenig::ADV,קצת,մի քիչ
741,kaum::ADV,בקשי,հազիվ
742,sehr::ADV,מאוד,շատ
743,so::ADV,כך,այդպես
744,so::ADV,ככה,այդպես
