,Concept_ID,ro,kl
106,Hitze::N,căldură,kianneq
107,Hitze::N,căldură,kiassuseq
108,Raureif::N,chiciură,kaneq
109,Regenbogen::N,curcubeu,neriusaaq
110,Donner::N,tunet,kalleq
111,Strömung::N,curent,
112,Tropfen::N,picătură,kuseriarneq
113,Schaum::N,spumă,qapuk
114,Schmutz::N,murdărie,minguk
115,See::N,lac,taseq
116,Sumpf::N,mlaștină,maqulluk
117,Moor::N,bărăgan,
118,Wiese::N,fânaț,masarsuk
119,Wiese::N,livadă,masarsuk
120,Wald::N,codru,
121,Wald::N,pădure,
122,Hügel::N,deal,qattuneq
123,Hügel::N,deal,majuariaq
124,Hügel::N,deal,majorajaaq
125,Hügel::N,deal,qaqqannguaq
126,Hügel::N,movilă,qattuneq
127,Hügel::N,movilă,majuariaq
128,Hügel::N,movilă,majorajaaq
129,Hügel::N,movilă,qaqqannguaq
130,Anhöhe::N,deal,
131,Anhöhe::N,ridicătură,
132,Berg::N,munte,qaqqaq
133,Gipfel::N,pisc,
134,Höhle::N,peșteră,qaarusuk
135,Abhang::N,pantă,ippik
136,Abhang::N,pantă,sivinganeq
137,Abhang::N,pantă,sivingajaaq
138,Abhang::N,pantă,kussangajaaq
139,Abhang::N,versant,ippik
140,Abhang::N,versant,sivinganeq
141,Abhang::N,versant,sivingajaaq
142,Abhang::N,versant,kussangajaaq
143,Quelle::N,izvor,
144,Bach::N,gârlă,kuunnguaq
145,Fluss::N,râu,kuuk
146,Fluss::N,fluviu,kuuk
147,Ufer::N,mal,sissap sinaa
148,Ufer::N,țărm,sissap sinaa
149,Küste::N,coastă,sineriak
150,Festland::N,uscat,
151,Meer::N,mare,imaq
152,Bucht::N,golf,ikeq
153,Bucht::N,golf,kangerluk
154,Bucht::N,golf,kangerliumaneq
155,Insel::N,insulă,qeqertaq
156,Blume::N,floare,naasoq
157,Gras::N,iarbă,ivigaq
158,Wurzel::N,rădăcină,niulutaq
159,Baum::N,copac,orpik
160,Baum::N,arbore,orpik
161,Stamm::N,tulpină,kanaartaq
162,Rinde::N,scoarță,ameraq
163,Ast::N,cracă,avalequt
164,Ast::N,creangă,avalequt
165,Zweig::N,ramură,avalequt
166,Zweig::N,creangă,avalequt
167,Blatt::N,frunză,pilutaq
168,Birke::N,mesteacăn,patitsit
169,Kiefer[Baum]::N,pin,
170,Weide[Baum]::N,salcie,palleq
171,Weide[Baum]::N,răchită,palleq
172,Tanne::N,brad,orsuerneq
173,Horn::N,corn,nassuk
174,Feder::N,pană,suluk
175,Fell::N,piele,ameq
176,Flügel::N,aripă,suluk
177,Flügel::N,aripă,isaroq
178,Klaue::N,gheară,kukik
179,Kralle::N,labă,kukik
180,Kralle::N,gheară,kukik
181,Schwanz::N,coadă,pamioq
182,Schwanz::N,coadă,paperuusaq
183,Ei::N,ou,mannik
184,Nest::N,cuib,ullut
185,Bau::N,bârlog,ini
186,Bau::N,vizuină,ini
187,Tier::N,animal,uumasoq
188,Herde::N,turmă,unguukkat
189,Herde::N,cireadă,unguukkat
190,Kuh::N,vacă,ussik
191,Bulle::N,taur,angukulak
192,Bulle::N,taur,anguteralak
193,Bulle::N,taur,angutikulooq
194,Pferd::N,cal,
195,Schaf::N,oaie,sava
196,Schwein::N,porc,puuluki
197,Hund::N,câine,qimmeq
198,Katze::N,pisică,puisaaq
199,Bär::N,urs,allaq
200,Eichhörnchen::N,veveriță,sissinnguaq
201,Elch::N,elan,
202,Fuchs::N,vulpe,terianniaq
203,Hase::N,iepure,ukaleq
204,Maus::N,șoarece,teriannguaq
205,Wolf::N,lup,amaroq
206,Vogel::N,pasăre,timmiaq
207,Schwarm::N,cârd,
208,Huhn::N,găină,kukkukooq
209,Huhn::N,găină,marloraaqaaq
210,Hahn::N,cocoș,kiasiusaq
211,Gans::N,gâscă,nerleq
212,Adler::N,vultur,nattoralik
213,Ente::N,rață,
214,Eule::N,bufniță,uppik
215,Kranich::N,cocor,qorlorfik
216,Krähe::N,cioară,tuluatsiaq
217,Kuckuck::N,cuc,kukkooq
218,Schwan::N,lebădă,qussuk
219,Fisch::N,pește,aalisagaq
220,Barsch::N,biban,
221,Hecht::N,știucă,
222,Schlange[Tier]::N,șarpe,pulateriarsuk
223,Schlange[Tier]::N,șarpe,pulateriaarsuk
224,Wurm::N,vierme,
225,Spinne::N,păianjen,aasiaq
226,Spinne::N,păianjen,nissavaarsuk
227,Ameise::N,furnică,uniaaluk
228,Laus::N,păduche,kumak
229,Mücke::N,țânțar,ippernaq
230,Fliege::N,muscă,ippernaq
231,Schmetterling::N,fluture,paluaq
232,Schmetterling::N,fluture,pakkaluaq
233,Schmetterling::N,fluture,utsuppaluaq
234,Schmetterling::N,fluture,taqaleqisaaq
235,Beere::N,boabă,paarmaq
236,Beere::N,boabă,paarngaq
237,Apfel::N,măr,iipili
238,Pilz::N,burete,anngiusaq
239,Pilz::N,ciupercă,anngiusaq
240,Zwiebel::N,ceapă,uanitsoq
241,Saat::N,semănătură,naatsiiassaq
242,Korn::N,grâu,maannineq
243,Heu::N,fân,
244,Schale::N,coajă,niutsivik
245,Schale::N,coajă,ilulissaq qaartussaq
246,Grube::N,groapă,itersaq
247,Falle::N,cursă,pualavoq
248,Falle::N,capcană,pualavoq
249,Schlinge::N,laț,orseq
250,Schlinge::N,laț,norloq
251,Spur::N,dâră,tumaa
252,Asche::N,cenușă,arsat
253,Dreck::N,noroi,minguk
254,Dreck::N,murdărie,minguk
255,Eisen::N,fier,savimineq
256,Eisen::N,fier,saffiugassaq
257,Gold::N,aur,kuulti
258,Silber::N,argint,siilviuvoq
259,Kohle::N,cărbune,aamarsuit aamaruutissat
260,Glas::N,sticlă,igalaaq
261,Glas::N,sticlă,imertarfik
262,Glas::N,sticlă,igalaamineq
263,Lehm::N,lut,marraq
264,Lehm::N,humă,marraq
265,Sand::N,nisip,sioqqat
266,Mensch::N,om,inuk
267,Mensch::N,om,silamiu
268,Mensch::N,persoană,inuk
269,Mensch::N,persoană,silamiu
270,Mann::N,om,angut
271,Mann::N,bărbat,angut
272,Frau::N,femeie,arnaq
273,Kind::N,copil,meeraq
274,Junge::N,băiat,nukappiaraq
275,Junge::N,flăcău,nukappiaraq
276,Mädchen::N,fată,arnannguaq
277,Familie::N,familie,ilaqutakka
278,Familie::N,familie,ilaqutariit
279,Großvater::N,bunic,aatak
280,Großvater::N,tată mare,aatak
281,Großmutter::N,bunică,aanaq
282,Großmutter::N,mamă mare,aanaq
283,Eltern::N,părinți,angajoqqaat
284,Vater::N,tată,ataata
285,Vater::N,tată,ataataq
286,Vater::N,părinte,ataata
287,Vater::N,părinte,ataataq
288,Mutter::N,mamă,anaana
289,Sohn::N,fiu,erneq
290,Sohn::N,fecior,erneq
291,Tochter::N,fiică,panik
292,Bruder::N,frate,ani
293,Bruder::N,frate,aqqaluk
294,Bruder::N,frate,qatanngut
295,Schwester::N,soră,naja
296,Schwester::N,soră,aleqa
297,Schwester::N,soră,qatanngut
298,Onkel::N,unchi,akkak
299,Tante::N,mătușă,aja
300,Tante::N,mătușă,ajak
301,Tante::N,mătușă,atsak
302,Ehemann::N,soț,ui
303,Ehemann::N,bărbat,ui
304,Ehefrau::N,soție,nuliaq
305,Freude::N,bucurie,tipaatsussuseq
306,Gelächter::N,râset,illaq
307,Glück::N,fericire,usornaat
308,Glück::N,fericire,usornarsuseq
309,Kummer::N,mâhnire,
310,Wunsch::N,dorință,kissaat
311,Wunsch::N,deziderat,kissaat
312,Lust::N,poftă,illigussuseq
313,Lust::N,poftă,piummaseq
314,Lust::N,înclinare,illigussuseq
315,Lust::N,înclinare,piummaseq
316,Geist::N,duh,anerneq
317,Geist::N,duh,toornaq
318,Geist::N,minte,anerneq
319,Geist::N,minte,toornaq
320,Geist::N,suflet,anerneq
321,Geist::N,suflet,toornaq
322,Gedanke::N,gând,isumassaq
323,Gedanke::N,cuget,isumassaq
324,Gedächtnis::N,memorie,eqqaamannissuseq
325,Verstand::N,minte,isuma
326,Verstand::N,minte,sianissut
327,Verstand::N,minte,misigissut
328,Verstand::N,minte,sianissuseq
329,Verstand::N,minte,silaqassuseq
330,Verstand::N,intelect,isuma
331,Verstand::N,intelect,sianissut
332,Verstand::N,intelect,misigissut
333,Verstand::N,intelect,sianissuseq
334,Verstand::N,intelect,silaqassuseq
335,Sinn::N,sens,isuma
336,Sinn::N,înțeles,isuma
337,Grund::N,cauză,patsit
338,Grund::N,pricină,patsit
339,Wahrheit::N,adevăr,sallusuissut
340,Gespräch::N,convorbire,
341,Gespräch::N,conversație,
342,Märchen::N,basm,oqalualaarut
343,Märchen::N,basm,oqaluasaaq
344,Märchen::N,poveste,oqalualaarut
345,Märchen::N,poveste,oqaluasaaq
346,Erzählung::N,poveste,oqaluttuaq
347,Nachricht::N,veste,oqaassut
348,Nachricht::N,veste,oqqersuut
349,Neuigkeit::N,noutate,tusarnartaq
350,Neuigkeit::N,actualitate,tusarnartaq
351,Name::N,nume,ateq
352,Rätsel::N,ghicitoare,nalorsitsaarut
353,Rede::N,discurs,oqaluuseq
354,Sprache::N,limbă,oqaatsit
355,Sprache::N,limbaj,oqaatsit
356,Stimme::N,glas,erinaq
357,Stimme::N,glas,qarluuseq
358,Wort::N,cuvânt,oqaasii
359,Zeichen::N,semn,nalunaaqqut
360,Zeichen::N,semnal,nalunaaqqut
361,Ruf::N,chemare,qaaqqussut
362,Lärm::N,zgomot,perpaluk
363,Lärm::N,tărăboi,perpaluk
364,Laut::N,sunet,torsukattak
365,Ton::N,ton,erinaq
366,Lied::N,cântec,taalliaq
367,Lied::N,cântec,erinarsuut
368,Ruhe::N,odihnă,qatsunganeq
369,Ruhe::N,liniște,qatsunganeq
370,Leute::N,lume,inuiak
371,Leute::N,lume,inuiaqatigiit
372,Leute::N,oameni,inuiak
373,Leute::N,oameni,inuiaqatigiit
374,Volk::N,popor,inuiaat
375,Volk::N,națiune,inuiaat
376,Arbeit::N,lucru,suliaq
377,Gast::N,musafir,qaaqqusaq
378,Geschenk::N,dar,pajugut
379,Geschenk::N,cadou,pajugut
380,Spiel::N,joc,
381,Gesellschaft::N,societate,
382,Hilfe::N,ajutor,annertoqqut
383,Freund::N,amic,tiliaq
384,Freund::N,amic,ikinngut
385,Freund::N,prieten,tiliaq
386,Freund::N,prieten,ikinngut
387,Kamerad::N,tovarăș,tiliaq
388,Kamerad::N,tovarăș,ikinngut
389,Angelegenheit::N,afacere,
390,Anzahl::N,număr,
391,Anzahl::N,cantitate,
392,Art::N,fel,ileqquuseq
393,Art::N,specie,ileqquuseq
394,Stück::N,bucată,nakkaalaniku
395,Teil::N,parte,tassiaasat
396,Teil::N,porție,tassiaasat
397,Hälfte::N,jumătate,affaq
398,Kreis::N,cerc,kaajaluinneq or kaajaluitsoq
399,Kreuz::N,cruce,sanningasulik
400,Linie::N,linie,tittaq
401,Linie::N,linie,titarneq
402,Strich::N,linie,
403,Strich::N,trăsătură,
404,Abstand::N,distanță,aku
405,Abstand::N,distanță,ikiaq
406,Abstand::N,depărtare,aku
407,Abstand::N,depărtare,ikiaq
408,Entfernung::N,distanță,asi
409,Entfernung::N,depărtare,asi
410,Gegend::N,regiune,nuna
411,Platz::N,loc,ini
412,Platz::N,loc,inissaq
413,Ort::N,loc,sumiiffik
414,Seite::N,latură,saneraq
415,Mitte::N,centru,qiteq
416,Gegenstand::N,obiect,
417,Sache::N,lucru,pigisaq
418,Sache::N,chestie,pigisaq
419,Rand::N,bordură,sini
420,Rand::N,bordură,akerfineq
421,Kante::N,muchie,akerfineq
422,Kante::N,bordură,akerfineq
423,Ecke::N,colț,teqeqqoq
424,Ecke::N,colț,tikeqqoq
425,Spitze::N,vârf,inngik
426,Spitze::N,creștet,inngik
427,Ende::N,capăt,isu
428,Loch::N,gaură,putu
429,Winkel::N,colț,teqeqqorissaat
430,Muster::N,desen,ilisserut
431,Größe::N,mărime,angissuseq
432,Länge::N,lungime,takissuseq
433,Höhe::N,înălțime,
434,Gewicht::N,greutate,oqimaalutaq
435,Menge::N,cantitate,amerlassuseq
436,Haufen::N,grămadă,eqimattat
437,Reihe::N,șir,allunaasaq
438,Reihe::N,rând,allunaasaq
439,Boot::N,barcă,qajaq
440,Boot::N,barcă,angallat
441,Boot::N,barcă,umiatsiaq
442,Boot::N,luntre,qajaq
443,Boot::N,luntre,angallat
444,Boot::N,luntre,umiatsiaq
445,Ruder::N,vâslă,iput
446,Ruder::N,lopată,iput
447,Schlitten::N,sanie,qamutit
448,Schlitten::N,sanie,qimusseq
449,Ski::N,schi,ataarut
450,Lagerfeuer::N,foc de tabără,
451,Last::N,povară,nammagaq
452,Last::N,sarcină,nammagaq
453,Gang::N,mers,
454,Gang::N,umblet,
455,Schritt::N,pas,allorneq
456,Norden::N,nord,avannaq
457,Norden::N,miazănoapte,avannaq
458,Süden::N,sud,qava
459,Süden::N,sud,kujat
460,Süden::N,sud,kujataa
461,Süden::N,miazăzi,qava
462,Süden::N,miazăzi,kujat
463,Süden::N,miazăzi,kujataa
464,Westen::N,apus,kitaa
465,Osten::N,est,kangi
466,Osten::N,răsărit,kangi
467,Holz::N,lemn,qisuk
468,Brett::N,scândură,salliligaq
469,Platte::N,placă,qaateq
470,Stütze::N,proptea,ajagutaq
471,Stütze::N,proptea,ajaagutaq
472,Stange::N,bară,kaaviffik
473,Stange::N,prăjină,kaaviffik
474,Stock::N,băț,ajaappissat
475,Stock::N,baston,ajaappissat
476,Stab::N,baston,ajaappissat
477,Stab::N,prăjină,ajaappissat
478,Rohr::N,tub,sullulik
479,Rohr::N,țeavă,sullulik
480,Haus::N,casă,illu
481,Heim::N,casă,
482,Heim::N,cămin,
483,Ofen::N,sobă,kissarsuut
484,Fußboden::N,podea,nateq
485,Fußboden::N,dușumea,nateq
486,Tisch::N,masă,allattarfik
487,Stuhl::N,scaun,issiavik
488,Stuhl::N,scaun,issiaffik
489,Wiege::N,leagăn,uaasoq
490,Bett::N,pat,nallavik
491,Regal::N,rafturi,ilisivik
492,Kiste::N,ladă,sakissat
493,Kiste::N,ladă,illerfiusaq
494,Kiste::N,cutie,sakissat
495,Kiste::N,cutie,illerfiusaq
496,Fenster::N,fereastră,aki
497,Fenster::N,fereastră,igalaaq
498,Tür::N,ușă,matu
499,Tor::N,poartă,isaaffik
500,Zaun::N,gard,saputit
501,Dach::N,acoperiș,qaliaq
502,Leiter::N,scară,tummeqqat
503,Leiter::N,scară,majuartarfiit
504,Besen::N,mătură,saligutit
505,Spaten::N,cazma,nivaataq
506,Spaten::N,hârleț,nivaataq
507,Schaufel::N,lopată,nivaataq
508,Gabel::N,furculiță,qilluaq
509,Gabel::N,furculiță,ajassaatit
510,Löffel::N,lingură,alussaat
511,Messer::N,cuțit,savik
512,Nagel::N,cui,kukik
513,Netz::N,plasă,anguffaseq
514,Haken::N,cârlig,nissik
515,Haken::N,cârlig,qarsorsaq
516,Haken::N,cârlig,qarsorsartoq
517,Griff::N,mâner,ipi
518,Schloss::N,lacăt,illussaarsuaq
519,Bild::N,tablou,assiliaq
520,Bild::N,imagine,assiliaq
521,Figur::N,chip,kisitsit
522,Figur::N,figură,kisitsit
523,Puppe::N,păpușă,inuusaq
524,Beutel::N,pungă,
525,Beutel::N,săculeț,
526,Bündel::N,mănunchi,qilertaq
527,Tasche::N,geantă,pooqattaq
528,Eimer::N,găleată,
529,Deckel::N,capac,matu
530,Geschirr::N,vase,anut
531,Geschirr::N,tacâmuri,anut
532,Sack::N,sac,
533,Tasse::N,ceașcă,tiitorfik
534,Tasse::N,ceașcă,tiitorfiup ilorlia
535,Topf::N,oală,qoqqoq
536,Kessel::N,cazan,uunnaavik
537,Kessel::N,căldare,uunnaavik
538,Essen::N,mâncare,igaaq
539,Nahrung::N,hrană,neqissaq
540,Nahrung::N,aliment,neqissaq
541,Speise::N,bucate,nerisassat
542,Speise::N,fel de bucate,nerisassat
543,Fleisch::N,carne,neqi
544,Getreide::N,cereale,maannineq
545,Brei::N,pireu,
546,Brot::N,pâine,iffit
547,Brot::N,pâine,iffiaq
548,Scheibe::N,felie,igalaassiaq
549,Scheibe::N,bucată,igalaassiaq
550,Fett::N,untură,tarnutissaq
551,Fett::N,untură,tarnutissiaq
552,Fett::N,grăsime,tarnutissaq
553,Fett::N,grăsime,tarnutissiaq
554,Butter::N,unt,punneq
555,Öl::N,ulei,uulia
556,Salz::N,sare,taratsut
557,Suppe::N,supă,qajoq
558,Suppe::N,ciorbă,qajoq
559,Honig::N,miere,tungusunnitsuut
560,Milch::N,lapte,immuk
561,Tee::N,ceai,tii
562,Tee::N,ceai,teeq
563,Leder::N,piele,
564,Wolle::N,lână,nuersagassiaq
565,Stoff::N,stofă,milliaq
566,Stoff::N,stofă,qarlissiaq
567,Nadel::N,ac,meqqut
568,Faden::N,ață,ujalussiaq
569,Knopf::N,buton,attat
570,Knoten::N,nod,akeroq
571,Knoten::N,nod,qilerneq
572,Farbe::N,vopsea,qalipaat
573,Kleidung::N,haine,atisat
574,Kleidung::N,haine,annoraaq
575,Kleidung::N,îmbrăcăminte,atisat
576,Kleidung::N,îmbrăcăminte,annoraaq
577,Hemd::N,cămașă,ilupaaq
578,Kragen::N,guler,qungasiinnaq
579,Ärmel::N,mânecă,aaq
580,Hose::N,pantaloni,qarliit
581,Gürtel::N,cordon,qiterut
582,Gürtel::N,cordon,unngersaq
583,Mütze::N,șapcă,nasaq
584,Schuh::N,gheată,skuu
585,Schuh::N,gheată,ikernuk
586,Schuh::N,gheată,ateraasaq
587,Stiefel::N,cizmă,kamik
588,Ring::N,inel,assammiu
589,Ring::N,verigă,assammiu
590,Band::N,panglică,qilerutissiaq
591,Band::N,șiret,qilerutissiaq
592,Kamm::N,pieptene,illaagutit
593,Kamm::N,pieptene,illaajaatit pl.
594,Spiegel::N,oglindă,tarrarsuut
595,Riemen::N,curea,allunaaq
596,Schnur::N,funie,kujaaq
597,Schnur::N,funie,allunaasaq
598,Schnur::N,sfoară,kujaaq
599,Schnur::N,sfoară,allunaasaq
600,Leine::N,lesă,aleq
601,Leine::N,curea,aleq
602,Decke::N,pătură,qipik
603,Kissen::N,pernă,akit
604,Tuch::N,batic,qarlissiaq
605,Handtuch::N,prosop,allarut
606,Handtuch::N,prosop,allarterut
607,Handtuch::N,ștergar,allarut
608,Handtuch::N,ștergar,allarterut
609,Kraft::N,forță,pissak
610,Kraft::N,putere,pissak
611,Stärke::N,tărie,qerattarsaat
612,Stärke::N,vigoare,qerattarsaat
613,Gesundheit::N,sănătate,peqqisusseq
614,Krankheit::N,boală,nappaat
615,Krankheit::N,maladie,nappaat
616,Schmerz::N,durere,anniaat
617,Wunde::N,rană,iki
618,Fieber::N,febră,nappaat qanimanartoq
619,Arznei::N,leac,imigassaq
620,Arznei::N,medicament,imigassaq
621,Brücke::N,pod,ikaartarfik
622,Brücke::N,punte,ikaartarfik
623,Brunnen::N,puț,tissaluttuliaq
624,Weide::N,izlaz,masarsuk
625,Weide::N,pășune,masarsuk
626,Pfad::N,cărare,aqqut
627,Weg::N,drum,aggerfik
628,Straße::N,cale,aqqusineq
629,Straße::N,stradă,aqqusineq
630,Dorf::N,sat,nunaqarfik
631,Stadt::N,oraș,illorpaat
632,Stadt::N,oraș,illorpalik
633,Brief::N,scrisoare,allagarsiaq
634,Buch::N,carte,atuakkat
635,Buch::N,carte,mappersagaq
636,Buchstabe::N,literă,naqinneq
637,Buchstabe::N,caracter,naqinneq
638,Zeitung::N,ziar,aviisi
639,Zeitung::N,gazetă,aviisi
640,Leben::N,viață,inuussuseq
641,Tod::N,moarte,toqu
642,Tod::N,moarte,toquneq
643,Grab::N,groapă,iliveq
644,Grab::N,groapă,illissat
645,Grab::N,mormânt,iliveq
646,Grab::N,mormânt,illissat
647,Kirche::N,biserică,oqaluffik
648,Sünde::N,păcat,ajorti
649,Gott::N,zeu,
650,Arbeiter::N,muncitor,sulisoq
651,Chef::N,șef,ittoqut
652,Meister::N,meșter,naalagaq
653,Meister::N,maestru,naalagaq
654,Arzt::N,medic,katsorsaasoq
655,Arzt::N,doctor,katsorsaasoq
656,Lehrer::N,profesor,ilinniartitsisoq
657,Lehrer::N,învățător,ilinniartitsisoq
658,Geld::N,bani,aningaasat
659,Geld::N,parale,aningaasat
660,Geschäft::N,treabă,niuertarfik
661,Geschäft::N,afacere,niuertarfik
662,Laden::N,magazin,niuertarfik
663,Laden::N,prăvălie,niuertarfik
664,Preis::N,preț,aki
665,Ware::N,marfă,qaliata pii
666,Ware::N,marfă,nioqqutissaq
667,Nutzen::N,folos,iluaqut
668,Nutzen::N,profit,iluaqut
669,Reichtum::N,avuție,
670,Reichtum::N,bogăție,
671,Welt::N,lume,nunarsuaq
672,Land::N,țară,nuna
673,Staat::N,stat,
674,König::N,rege,kunngi
675,Macht::N,putere,pissaassuseq
676,Macht::N,putință,pissaassuseq
677,Grenze::N,hotar,killik
678,Grenze::N,graniță,killik
679,Grenze::N,frontieră,killik
680,Krieg::N,război,sorsunneq
681,Feind::N,dușman,akeraq
682,Feind::N,dușman,akerartorti
683,Feind::N,dușman,qinngarsuisoq
684,Gewalt::N,violență,
685,Kampf::N,luptă,sorsunneq
686,Bogen[Waffe]::N,arc,
687,Pfeil::N,săgeată,qalugiusaq
688,Gewehr::N,armă,aallaat
689,Gewehr::N,pușcă,aallaat
690,Fehler::N,eroare,kukkuneq
691,Fehler::N,eroare,paarlaappaa
692,Fehler::N,greșeală,kukkuneq
693,Fehler::N,greșeală,paarlaappaa
694,Lüge::N,minciună,
695,Schaden::N,daună,
696,Schaden::N,pagubă,
697,Unglück::N,nenorocire,perluut
698,Schuld::N,vină,akiitsugaq
699,Schuld::N,vină,akiligassaq
700,Alter::N,etate,utoqqaq
701,Alter::N,vârstă,utoqqaq
702,Schluss::N,sfârșit,isu
703,Zeit::N,timp,ulloq
704,Zeit::N,timp,akuttoqatigiinneq
705,Zeit::N,vreme,ulloq
706,Zeit::N,vreme,akuttoqatigiinneq
707,Tag::N,zi,ulloq
708,Morgen::N,dimineață,ullaaq
709,Mittag::N,prânz,ulloqeqqa
710,Mittag::N,amiază,ulloqeqqa
711,Abend::N,seară,unnuk
712,Nacht::N,noapte,unnuaq
713,Woche::N,săptămână,sapaatip akunnera
714,Monat::N,lună,qaammat
715,Jahr::N,an,ukioq
716,Frühling::N,primăvară,upernaaq
717,Sommer::N,vară,aasaq
718,Herbst::N,toamnă,ukiaq
719,Winter::N,iarnă,ukioq
720,Januar::N,ianuarie,siulleeq
721,Januar::N,ianuarie,qaammaliaq
722,Februar::N,februarie,aarlaat
723,März::N,martie,marsi
724,März::N,martie,martsi
725,April::N,aprilie,
726,Mai::N,mai,maaji
727,Juni::N,iunie,juuni
728,Juli::N,iulie,juuli
729,August::N,august,aggusti
730,September::N,septembrie,septembari
731,Oktober::N,octombrie,oktobari
732,November::N,noiembrie,novembari
733,Dezember::N,decembrie,detsembari
734,Montag::N,luni,ataasinngortoq
735,Dienstag::N,marți,marlunngorneq
736,Mittwoch::N,miercuri,pingasunngorneq
737,Donnerstag::N,joi,sisamanngorneq
738,Freitag::N,vineri,tallimanngorneq
739,Samstag::N,sâmbătă,arfininngorneq
740,Sonntag::N,duminică,sapaat
741,Sonntag::N,duminică,sapaati
742,groß::A,mare,angivoq
743,klein::A,mic,mikivoq
744,lang::A,lung,takisooq
745,kurz::A,scurt,naatsoq
746,breit::A,lat,silippoq
747,breit::A,larg,silippoq
748,schmal::A,strâmt,amitsoq
749,dicht::A,des,torsusooq
750,dick[Gegenstand]::A,gros,issuvoq
751,dick[Gegenstand]::A,gros,issusooq
752,dünn::A,subțire,amitsoq
753,fein::A,fin,mamarpoq
754,fein::A,subțire,mamarpoq
755,fest::A,tare,tangeqarpoq
756,fest::A,solid,tangeqarpoq
757,flach::A,șes,nalimmappoq
758,flach::A,plan,nalimmappoq
759,glatt::A,lins,quasak
760,hart::A,dur,mattusooq
761,hart::A,dur,manngerpoq
762,hart::A,dur,titeqquluppoq
763,weich::A,moale,nerumaarpoq
764,rund::A,rotund,ammallorippoq
765,rund::A,circular,ammallorippoq
