,Concept_ID,nl,kn
164,Gans::N,gans,ವರಟೆ
165,Adler::N,arend,ಗರುಡ
166,Ente::N,eend,ಬಾತು
167,Eule::N,uil,ಗೂಬೆ
168,Kranich::N,kraanvogel,ಕೊಕ್ಕರ
169,Krähe::N,kraai,ಕಾಗೆ
170,Kuckuck::N,koekoek,ಕೋಗಿಲೆ
171,Schwan::N,zwaan,ಹಂಸಪಕ್ಷಿ
172,Fisch::N,vis,ಮೀನು
173,Barsch::N,baars,ಪರ್ಚ್ ಮೀನು
174,Hecht::N,snoek,ಪೈಕ್ ಮೀನು
175,Schlange[Tier]::N,slang,ಹಾವು
176,Wurm::N,worm,ಹುಳು
177,Spinne::N,spin,ಊರ್ಣನಾಭ
178,Ameise::N,mier,ಇರುವೆ
179,Laus::N,luis,ಹೇನು
180,Mücke::N,mug,ಸೊಳ್ಳೆ
181,Fliege::N,vlieg,ನೊಣ
182,Schmetterling::N,vlinder,ಪತಂಗ
183,Beere::N,bes,ನಯವಣ್ಣು
184,Apfel::N,appel,ಸೇಬು
185,Pilz::N,paddestoel,ಅಣಬೆ
186,Zwiebel::N,ui,ನೀರುಳ್ಳಿ
187,Saat::N,zaad,ಬಿತ್ತ
188,Korn::N,graan,ಬೀಜ
189,Korn::N,korrel,ಬೀಜ
190,Heu::N,hooi,ಕರಡ
191,Schale::N,schil,ಹೊಟ್ಟು
192,Grube::N,kuil,ಗುಂಡಿ
193,Falle::N,val,ಬೋನು
194,Schlinge::N,strop,ಉರುಲು
195,Spur::N,spoor,ಜಾಡು
196,Asche::N,as,ಬೂದಿ
197,Dreck::N,drek,ಹೊಲಸು
198,Eisen::N,ijzer,ಕಬ್ಬಿಣ
199,Gold::N,goud,ಚಿನ್ನ
200,Silber::N,zilver,ಬೆಳ್ಳಿ
201,Kohle::N,kool,ಕಲ್ಲಿದ್ದಲು
202,Glas::N,glas,ಗಾಜು
203,Lehm::N,klei,ಜೇಡಿಮಣ್ಣು
204,Sand::N,zand,ಮರಳು
205,Mensch::N,mens,ಪುರುಷ
206,Mann::N,man,ಆಳು
207,Frau::N,vrouw,ಹೆಣ್ಣು
208,Kind::N,kind,ಮಗು
209,Junge::N,jongen,ಹುಡುಗ
210,Mädchen::N,meisje,ಹುಡುಗಿ
211,Familie::N,gezin,ಕುಟುಂಬ
212,Familie::N,familie,ಕುಟುಂಬ
213,Großvater::N,grootvader,ಅಜ್ಜ
214,Großmutter::N,grootmoeder,ಅಮ್ಮ
215,Eltern::N,ouders,ಹೆತ್ತವರು
216,Vater::N,vader,ತಂದೆ
217,Mutter::N,moeder,ಅಮ್ಮ
218,Sohn::N,zoon,ಮಗ 
219,Tochter::N,dochter,ಮಗಳು
220,Bruder::N,broer,ತಮ್ಮ
221,Bruder::N,broeder,ತಮ್ಮ
222,Schwester::N,zus,ತಂಗಿ
223,Schwester::N,zuster,ತಂಗಿ
224,Onkel::N,oom,ಸೋದರಮಾವ
225,Onkel::N,oom,ದೊಡ್ಡಪ್ಪ
226,Tante::N,tante,ಚಿಕ್ಕಮ್ಮ
227,Ehemann::N,echtgenoot,ಗಂಡ
228,Ehefrau::N,echtgenote,ಹೆಂಡತಿ
229,Freude::N,vreugde,ನಲಿವು
230,Gelächter::N,gelach,ನಗೆ
231,Glück::N,geluk,ಆನಂದ
232,Kummer::N,verdriet,ದುಃಖ
233,Wunsch::N,wens,ಬಯಕೆ
234,Wunsch::N,verlangen,ಬಯಕೆ
235,Lust::N,zin,ಇಷ್ಟ
236,Lust::N,lust,ಇಷ್ಟ
237,Geist::N,geest,ಆತ್ಮ
238,Gedanke::N,gedachte,ಯೋಚನೆ
239,Gedächtnis::N,geheugen,ಸ್ಮರಣೆ
240,Verstand::N,verstand,ಮನಸ್ಸು
241,Sinn::N,betekenis,ಅರ್ಥ
242,Grund::N,reden,ಕಾರಣ
243,Wahrheit::N,waarheid,ಸತ್ಯ
244,Gespräch::N,gesprek,ಸಂಭಾಷಣೆ
245,Märchen::N,sprookje,ಸುಳ್ಳು ಕಥೆ
246,Erzählung::N,verhaal,ಕಥೆ
247,Nachricht::N,tijding,ಸಂದೇಶ
248,Neuigkeit::N,nieuws,ಸುದ್ದಿ
249,Neuigkeit::N,nieuwtje,ಸುದ್ದಿ
250,Name::N,naam,ಹೆಸರು
251,Rätsel::N,raadsel,ಒಗಟು
252,Rede::N,rede,ಮಾತು
253,Sprache::N,taal,ಭಾಷೆ
254,Stimme::N,stem,ಧ್ವನಿ
255,Wort::N,woord,ಮಾತು
256,Zeichen::N,teken,ಗುರುತು
257,Ruf::N,roep,ಕೂಗು
258,Lärm::N,lawaai,ಸದ್ದು
259,Laut::N,klank,ಶಬ್ದ
260,Laut::N,geluid,ಶಬ್ದ
261,Ton::N,toon,ನಾದ
262,Ton::N,klank,ನಾದ
263,Lied::N,lied,ಗಾನ
264,Ruhe::N,rust,ಶಾಂತಿ
265,Ruhe::N,stilte,ಶಾಂತಿ
266,Leute::N,lui,ಮಂದಿ
267,Leute::N,mensen,ಮಂದಿ
268,Volk::N,volk,ಜನಾಂಗ
269,Arbeit::N,werk,ಕೆಲಸ
270,Arbeit::N,arbeid,ಕೆಲಸ
271,Gast::N,gast,ಅತಿಥಿ
272,Geschenk::N,cadeau,ಕಾಣಿಕೆ
273,Geschenk::N,geschenk,ಕಾಣಿಕೆ
274,Spiel::N,spel,ಆಟ
275,Gesellschaft::N,gezelschap,ಸಂಗ
276,Hilfe::N,hulp,ಸಹಾಯ
277,Freund::N,vriend,ಸ್ನೇಹಿತ
278,Kamerad::N,maat,ಜೊತೆಗಾರ
279,Kamerad::N,metgezel,ಜೊತೆಗಾರ
280,Angelegenheit::N,zaak,ವಿಚಾರ
281,Angelegenheit::N,aangelegenheid,ವಿಚಾರ
282,Anzahl::N,tal,ಎಣಿಕೆ
283,Anzahl::N,aantal,ಎಣಿಕೆ
284,Art::N,slag,ತರ
285,Art::N,soort,ತರ
286,Stück::N,stuk,ತುಂಡು
287,Teil::N,deel,ಭಾಗ
288,Hälfte::N,helft,ಅರ್ಧ
289,Kreis::N,kring,ವೃತ್ತ
290,Kreis::N,cirkel,ವೃತ್ತ
291,Kreuz::N,kruis,ಶಿಲುಬೆ
292,Linie::N,lijn,ರೀಖೆ
293,Strich::N,haal,ಗೀಟು
294,Strich::N,streep,ಗೀಟು
295,Abstand::N,afstand,ಅಂತರ
296,Entfernung::N,afstand,ದೂರ
297,Gegend::N,streek,ವಿಸ್ತೀರ್ಣ
298,Platz::N,ruimte,ಅಂತರ
299,Ort::N,oord,ಸ್ಥಳ
300,Ort::N,plaats,ಸ್ಥಳ
301,Seite::N,zij,ಪಕ್ಷ
302,Seite::N,kant,ಪಕ್ಷ
303,Seite::N,zijde,ಪಕ್ಷ
304,Mitte::N,midden,ನಡು
305,Gegenstand::N,voorwerp,ವಸ್ತು
306,Sache::N,zaak,ವಸ್ತು
307,Rand::N,rand,ಅಂಚು
308,Rand::N,boord,ಅಂಚು
309,Kante::N,kant,ಅಂಚು
310,Ecke::N,hoek,ಮೂಲೆ
311,Spitze::N,punt,ತುದಿ
312,Spitze::N,spits,ತುದಿ
313,Ende::N,einde,ಕೊನೆ
314,Ende::N,uiteinde,ಕೊನೆ
315,Loch::N,gat,ತೂತು
316,Winkel::N,hoek,ಕೋನ
317,Muster::N,dessin,ನಮೂನೆ
318,Muster::N,patroon,ನಮೂನೆ
319,Größe::N,grootte,ಪ್ರಮಾಣ
320,Länge::N,lengte,ಉದ್ದ
321,Höhe::N,hoogte,ಎತ್ತರ
322,Gewicht::N,gewicht,ತೂಕ
323,Menge::N,hoeveelheid,ಮೊತ್ತ
324,Haufen::N,hoop,ರಾಶಿ
325,Reihe::N,rij,ಸಾಲು
326,Reihe::N,reeks,ಸಾಲು
327,Boot::N,boot,ದೋಣಿ
328,Ruder::N,roeiriem,ಹುಟ್ಟು
329,Schlitten::N,slee,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
330,Schlitten::N,slede,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
331,Ski::N,ski,ಜಾರುಪಟ್ಟಿ
332,Lagerfeuer::N,kampvuur,ಶಿಬಿರಾಗ್ನಿ
333,Last::N,last,ಹೊರೆ
334,Last::N,vracht,ಹೊರೆ
335,Gang::N,wandeling,ತಿರುಗಾಟ
336,Schritt::N,stap,ಹೆಜ್ಜೆ
337,Schritt::N,schrede,ಹೆಜ್ಜೆ
338,Norden::N,noorden,ಉತ್ತರ
339,Süden::N,zuiden,ದಕ್ಷಿಣ
340,Westen::N,westen,ಪಶ್ಚಿಮ
341,Osten::N,oosten,ಮೂಡಲು
342,Holz::N,hout,ಚೌಬೀನೆ
343,Brett::N,plank,ಹಲಗೆ
344,Platte::N,plaat,ಹಲಗೆ
345,Stütze::N,stut,ಆಸರೆ
346,Stütze::N,steun,ಆಸರೆ
347,Stange::N,stang,ಕಂಬ
348,Stock::N,stok,ಕೋಲು
349,Stab::N,staf,ದೊಣ್ಣೆ
350,Rohr::N,pijp,ನಳಿಕೆ
351,Haus::N,huis,ಮನೆ
352,Heim::N,tehuis,ಗೃಹ
353,Ofen::N,kachel,ಒಲೆ
354,Fußboden::N,vloer,ನೆಲ
355,Tisch::N,tafel,ಮೇಜು
356,Stuhl::N,stoel,ಕುರ್ಚಿ
357,Wiege::N,wieg,ತೊಟ್ಟಿಲು
358,Bett::N,bed,ಹಾಸಿಗೆ
359,Regal::N,rek,ಬೀರು
360,Kiste::N,kist,ಪಟ್ಟಿಗೆ
361,Fenster::N,raam,ಕಿಟಕಿ
362,Fenster::N,venster,ಕಿಟಕಿ
363,Tür::N,deur,ಬಾಗಿಲು
364,Tor::N,poort,ಹೆಬ್ಬಾಗಿಲು
365,Zaun::N,omheining,ಬೇಲಿ
366,Dach::N,dak,ಮಾಳಿಗೆ
367,Leiter::N,ladder,ಏಣಿ
368,Besen::N,bezem,ಪೊರಕೆ
369,Spaten::N,schop,ಗುದ್ದಲಿ
370,Schaufel::N,schep,ಸನಿಕೆ
371,Gabel::N,vork,ಕವಲು
372,Löffel::N,lepel,ಚಮಚ
373,Messer::N,mes,ಚಾಕು
374,Nagel::N,spijker,ಆಣಿ
375,Netz::N,net,ಬಲೆ
376,Haken::N,haak,ಕೊಂಡಿ
377,Griff::N,handvat,ಹಿಡಿ
378,Schloss::N,slot,ವೀಗ
379,Bild::N,beeld,ಚಿತ್ರ
380,Figur::N,figuur,ಆಕಾರ
381,Puppe::N,pop,ಗೊಂಬೆ
382,Beutel::N,zak,ಸಂಚಿ
383,Beutel::N,buidel,ಸಂಚಿ
384,Bündel::N,pak,ಕಟ್ಟು
385,Bündel::N,bundel,ಕಟ್ಟು
386,Tasche::N,tas,ಚೀಲ
387,Eimer::N,emmer,ಬಾನೆ
388,Deckel::N,deksel,ಮುಚ್ಚಳ
389,Geschirr::N,vaatwerk,ಭಕ್ಷ್ಯಗಳು
390,Sack::N,zak,ಮೂಟೆ
391,Tasse::N,kop,ಬಟ್ಟಲು
392,Topf::N,pan,ಮಡಕೆ
393,Kessel::N,ketel,ಕೆಟಲ್
394,Essen::N,eten,ಊಟ
395,Nahrung::N,voedsel,ಆಹಾರ
396,Speise::N,spijs,ಊಟ
397,Fleisch::N,vlees,ಮಾಂಸ
398,Getreide::N,graan,ಧಾನ್ಯ
399,Brei::N,pap,ಗಂಜಿ
400,Brei::N,brij,ಗಂಜಿ
401,Brot::N,brood,ರೊಟ್ಟಿ
402,Scheibe::N,plak,ಹೋಳು
403,Scheibe::N,snede,ಹೋಳು
404,Fett::N,vet,ಕೊಬ್ಬು
405,Butter::N,boter,ಬೆಣ್ಣೆ
406,Öl::N,olie,ಎಣ್ಣೆ
407,Salz::N,zout,ಉಪ್ಪು
408,Suppe::N,soep,ಎಸರು
409,Honig::N,honing,ಮಧು
410,Milch::N,melk,ಹಾಲು
411,Tee::N,thee,ಚಹ
412,Leder::N,leer,ಚಕ್ಕಳ
413,Leder::N,leder,ಚಕ್ಕಳ
414,Wolle::N,wol,ಉಣ್ಣೆ
415,Stoff::N,stof,ಬಟ್ಟೆ
416,Nadel::N,naald,ಸೂಜಿ
417,Faden::N,draad,ದಾರ
418,Knopf::N,knoop,ಗುಂಡು
419,Knoten::N,knoop,ಗಂಟು
420,Farbe::N,verf,ಬಣ್ಣ
421,Kleidung::N,kledij,ಅರಿವೆ
422,Kleidung::N,kleding,ಅರಿವೆ
423,Hemd::N,hemd,ಅಂಗಿ
424,Kragen::N,kraag,ಕುತ್ತಿಗೆಪಟ್ಟಿ
425,Ärmel::N,mouw,ತೋಳು
426,Hose::N,broek,ಇಜಾರ
427,Hose::N,pantalon,ಇಜಾರ
428,Gürtel::N,riem,ಬೆಲ್ಟು
429,Gürtel::N,gordel,ಬೆಲ್ಟು
430,Mütze::N,muts,ಟೋಪಿ
431,Schuh::N,schoen,ಪಾದರಕ್ಷೆ
432,Stiefel::N,laars,ಬೂಟು
433,Ring::N,ring,ಉಂಗುರ
434,Band::N,lint,ರಿಬ್ಬನ್
435,Kamm::N,kam,ಹಣಿಗೆ
436,Spiegel::N,spiegel,ಕನ್ನಡಿ
437,Riemen::N,riem,ಬಾರು
438,Schnur::N,koord,ಹುರಿ
439,Leine::N,lijn,ಹಗ್ಗ
440,Decke::N,deken,ಕಂಬಳಿ
441,Kissen::N,kussen,ದಿಂಬು
442,Tuch::N,doek,ಕೊರಳ ಬಟ್ಟೆ
443,Handtuch::N,handdoek,ಚೌಕ
444,Kraft::N,kracht,ಬಲ
445,Stärke::N,sterkte,ಶಕ್ತಿ
446,Gesundheit::N,gezondheid,ಆರೋಗ್ಯ
447,Krankheit::N,ziekte,ರೋಗ
448,Schmerz::N,pijn,ನೋವು
449,Wunde::N,wond,ಗಾಯ
450,Fieber::N,koorts,ಜ್ವರ
451,Arznei::N,medicament,ಔಷಧ
452,Arznei::N,geneesmiddel,ಔಷಧ
453,Brücke::N,brug,ಸೇತುವೆ
454,Brunnen::N,put,ಬಾವಿ
455,Brunnen::N,bron,ಬಾವಿ
456,Weide::N,wei,ಗೋಮಾಳ
457,Weide::N,weide,ಗೋಮಾಳ
458,Pfad::N,pad,ದಾರಿ
459,Weg::N,weg,ಹಾದಿ
460,Straße::N,baan,ರಸ್ತೆ
461,Straße::N,straat,ರಸ್ತೆ
462,Dorf::N,dorp,ಹಳ್ಳಿ
463,Stadt::N,stad,ಪಟ್ಟಣ
464,Brief::N,brief,ಕಾಗದ
465,Buch::N,boek,ಪುಸ್ತಕ
466,Buchstabe::N,letter,ಅಕ್ಷರ
467,Zeitung::N,krant,ವಾರ್ತಾಪತ್ರಿಕೆ
468,Zeitung::N,dagblad,ವಾರ್ತಾಪತ್ರಿಕೆ
469,Leben::N,leven,ಜೀವನ
470,Tod::N,dood,ಮರಣ
471,Grab::N,graf,ಗೋರಿ
472,Kirche::N,kerk,ಚರ್ಚು
473,Sünde::N,zonde,ಪಾಪ
474,Gott::N,god,ದೇವರು
475,Arbeiter::N,arbeider,ಕೆಲಸಗಾರ
476,Chef::N,chef,ದಣಿ
477,Meister::N,meester,ಶಿಕ್ಷಕ
478,Arzt::N,arts,ವೈದ್ಯ
479,Arzt::N,dokter,ವೈದ್ಯ
480,Lehrer::N,leraar,ಉಪಾಧ್ಯಾಯ
481,Lehrer::N,onderwijzer,ಉಪಾಧ್ಯಾಯ
482,Geld::N,geld,ಹಣ
483,Geschäft::N,zaak,ವಾಣಿಜ್ಯ
484,Laden::N,winkel,ಅಂಗಡಿ
485,Preis::N,prijs,ಬೆಲೆ
486,Ware::N,waar,ಸರಕು
487,Nutzen::N,nut,ಲಾಭ
488,Nutzen::N,voordeel,ಲಾಭ
489,Reichtum::N,rijkdom,ಸಂಪತ್ತು
490,Welt::N,wereld,ಭೂಲೋಕ
491,Land::N,land,ದೇಶ
492,Staat::N,staat,ರಾಜ್ಯ
493,König::N,koning,ರಾಜ
494,Macht::N,macht,ಅಧಿಕಾರ
495,Grenze::N,grens,ಗಡಿ
496,Krieg::N,oorlog,ಯುದ್ಧ
497,Feind::N,vijand,ಶತ್ರು
498,Gewalt::N,geweld,ಹಿಂಸೆ
499,Kampf::N,strijd,ಹೋರಾಟ
500,Kampf::N,gevecht,ಹೋರಾಟ
501,Bogen[Waffe]::N,boog,ಬಿಲ್ಲು
502,Pfeil::N,pijl,ಅಂಬು
503,Gewehr::N,geweer,ಬಂದೂಕು
504,Fehler::N,fout,ತಪ್ಪು
505,Lüge::N,leugen,ಸುಳ್ಳು
506,Schaden::N,schade,ಹಾನಿ
507,Unglück::N,tegenspoed,ಅಪಾಯ
508,Schuld::N,schuld,ದೋಷ
509,Alter::N,leeftijd,ಮುಪ್ಪು
510,Schluss::N,slot,ಮುಕ್ತಾಯ
511,Zeit::N,tijd,ಕಾಲ
512,Tag::N,dag,ದಿನ
513,Morgen::N,morgen,ಮುಂಜಾನೆ
514,Morgen::N,ochtend,ಮುಂಜಾನೆ
515,Mittag::N,middag,ನಡುಹಗಲು
516,Abend::N,avond,ಸಂಜೆ
517,Nacht::N,nacht,ರಾತ್ರಿ
518,Woche::N,week,ವಾರ
519,Monat::N,maand,ತಿಂಗಳು
520,Jahr::N,jaar,ಸಂವತ್ಸರ
521,Frühling::N,lente,ವಸಂತ
522,Frühling::N,voorjaar,ವಸಂತ
523,Sommer::N,zomer,ಬಿಸಿಲುಕಾಲ
524,Herbst::N,herfst,ಶರತ್ಕಾಲ
525,Winter::N,winter,ಚಳಿಗಾಲ
526,Januar::N,januari,ನಾಲ್ಚಳಿ
527,Februar::N,februari,ಅಯ್ಚಳಿ
528,März::N,maart,ಮೊಬ್ಬೇಸಿಗೆ
529,April::N,april,ಇಬ್ಬೇಸಿಗೆ
530,Mai::N,mei,ಮುಬ್ಬೇಸಿಗೆ
531,Juni::N,juni,ಮೊಮ್ಮಳೆ
532,Juli::N,juli,ಇಮ್ಮಳೆ
533,August::N,augustus,ಮುಮ್ಮಳೆ
534,September::N,september,ನಾಲ್ಮಳೆ
535,Oktober::N,oktober,ಮೊಚ್ಚಳಿ
536,November::N,november,ಇಚ್ಚಳಿ
537,Dezember::N,december,ಮುಚ್ಚಳಿ
538,Montag::N,maandag,ಸೋಮುವಾರ
539,Dienstag::N,dinsdag,ಮಂಗಳವಾರ
540,Mittwoch::N,woensdag,ಬುಧವಾರ
541,Donnerstag::N,donderdag,ಗುರುವಾರ
542,Freitag::N,vrijdag,ಶುಕ್ರವಾರ
543,Samstag::N,zaterdag,ಶನಿವಾರ
544,Sonntag::N,zondag,ಭಾನುವಾರ
545,groß::A,groot,ದೊಡ್ಡ
546,klein::A,klein,ಪುಟ್ಟ
547,lang::A,lang,ದೀರ್ಘ
548,kurz::A,kort,ಚಕ್ಕ
549,breit::A,breed,ಅಗಲವಾದ
550,schmal::A,smal,ಇಕ್ಕಟ್ಟಾದ
551,dicht::A,dicht,ದಟ್ಟ
552,dick[Gegenstand]::A,dik,ದಟ್ಟ
553,dünn::A,dun,ತೆಳು
554,fein::A,fijn,ಕೋಮಲ
555,fest::A,vast,ಘನ
556,flach::A,plat,ಚಪ್ಪಟೆ
557,glatt::A,glad,ನಯ
558,hart::A,hard,ಗಟ್ಟಿ
559,weich::A,week,ಮೃದುವಾದ
560,rund::A,rond,ವರ್ತುಳ
561,spitz::A,spits,ಮೊನಚಾದ
562,spitz::A,puntig,ಮೊನಚಾದ
563,scharf::A,scherp,ತೀಕ್ಷ್ಣ
564,stumpf::A,stomp,ಮೊಂಡು
565,schwer::A,zwaar,ಭಾರಿ
566,schön::A,mooi,ಸುಂದರ
567,schön::A,fraai,ಸುಂದರ
568,heiß::A,heet,ಬಿಸಿ
569,warm::A,warm,ಬಿಸಿ
570,kalt::A,koud,ತಣ್ಣನೆಯ
571,kühl::A,koel,ತಂಪಾದ
572,frisch::A,fris,ನಿರ್ಮಲ
573,feucht::A,vochtig,ಒದ್ದೆಯಾದ
574,nass::A,nat,ಒದ್ದೆಯಾದ
575,trocken::A,droog,ಶುಷ್ಕ
576,voll::A,vol,ತುಂಬಿದ
577,leer::A,leeg,ಖಾಲಿ
