,Concept_ID,ps,cv
72,Boden::N,مځکه,тӑпра
73,Erde::N,خاوره,ҫӗр
74,Staub::N,ګرد,тусан
75,Staub::N,خاوره,тусан
76,Rauch::N,دود,тӗтӗм
77,Rauch::N,لوګی,тӗтӗм
78,Funke::N,سپرغۍ,хӗм
79,Feuer::N,اور,вут
80,Feuer::N,اور,ҫулӑм
81,Licht::N,رڼا,ҫутӑ
82,Schatten::N,سیوری,сулхӑн
83,Wetter::N,هوا,ҫанталӑк
84,Nebel::N,لړه,тӗтре
85,Wolke::N,ورېځ,пӗлӗт
86,Regen::N,وریا,ҫумӑр
87,Regen::N,باران,ҫумӑр
88,Schnee::N,واوره,юр
89,Eis::N,یخ,пӑр
90,Eis::N,کنګل,пӑр
91,Frost::N,یخ,сивӗ
92,Kälte::N,ساړه,сивӗ
93,Hitze::N,تودوخي,вӗри
94,Hitze::N,تودوخي,шӑрӑх
95,Raureif::N,سپینه پرخه,пас
96,Regenbogen::N,بوډۍ ټال,асамат кӗперӗ
97,Regenbogen::N,سره زرغونه,асамат кӗперӗ
98,Donner::N,تالنده,аслати
99,Strömung::N,بهېدنه,юхӑ
100,Tropfen::N,قطره,тумлам
101,Tropfen::N,څاڅکی,тумлам
102,Schaum::N,ځګ,кӑпӑк
103,Schmutz::N,ناپاکي,пылчӑк
104,See::N,جهیل,кӳлӗ
105,Sumpf::N,جبه,шур
106,Sumpf::N,جبه,шурлӑх
107,Moor::N,جبه,торфлӑ шурлӑх
108,Wiese::N,چمن,улӑх
109,Wiese::N,چمن,ҫаран
110,Wiese::N,شنېلی,улӑх
111,Wiese::N,شنېلی,ҫаран
112,Wald::N,ځنګل,вӑрман
113,Hügel::N,تپه,сӑрт
114,Hügel::N,تپه,тӗмеске
115,Anhöhe::N,غونډۍ,сӑрт
116,Berg::N,غ‍‍‍‍‍ر,ту
117,Gipfel::N,څوکه,тӳпе
118,Höhle::N,کاز,ҫӗр хӑвӑлӗ
119,Abhang::N,لمن,тӑвайкки
120,Quelle::N,چینه,ҫӑл куҫ
121,Bach::N,واله,пӗчӗк шыв
122,Fluss::N,سیند,юхан шыв
123,Ufer::N,غاړه,ҫыран
124,Küste::N,ساحل,тинӗс ҫыранӗ
125,Festland::N,وچه,тип ҫӗр
126,Meer::N,بحر,тинӗс
127,Meer::N,سمندر,тинӗс
128,Bucht::N,کارۍ,тинӗс кукӑрӗ
129,Insel::N,ټاپو,утрав
130,Insel::N,جزيره,утрав
131,Blume::N,ګل,чечек
132,Gras::N,واښه,курӑк
133,Wurzel::N,ریښه,тымар
134,Baum::N,ونه,йывӑҫ
135,Stamm::N,ډډ,вулӑ
136,Rinde::N,پوستکی,хуйӑр
137,Ast::N,ښاخ,турат
138,Zweig::N,څانګه,турат
139,Blatt::N,پاڼه,ҫулҫӑ
140,Birke::N,توس,хурӑн
141,Kiefer[Baum]::N,نښتر,хыр
142,Weide[Baum]::N,وله,хӑва
143,Tanne::N,ناجو,чӑрӑш
144,Horn::N,ښکر,мӑйрака
145,Feder::N,بڼکه,тӗк
146,Fell::N,پوستکی,ҫӑм
147,Flügel::N,وزر,ҫунат
148,Klaue::N,پنجه,чӗрне
149,Klaue::N,منګول,чӗрне
150,Kralle::N,پنجه,ура
151,Kralle::N,منګول,ура
152,Schwanz::N,لکۍ,хӳре
153,Ei::N,وۍ,ҫӑмарта
154,Ei::N,هګۍ,ҫӑмарта
155,Nest::N,جاله,йӑва
156,Bau::N,کاز,йӗнӗ
157,Tier::N,ژوی,выльӑх
158,Tier::N,حیوان,выльӑх
159,Herde::N,رمه,кӗтӳ
160,Herde::N,غېله,кӗтӳ
161,Kuh::N,غوا,ӗне
162,Bulle::N,غوئی,вӑкӑр
163,Pferd::N,آس,лаша
164,Schaf::N,پسه,сурӑх
165,Schwein::N,سرکوزی,сысна
166,Hund::N,سپی,йытӑ
167,Katze::N,پشه,кушак
168,Bär::N,خرس,упа
169,Eichhörnchen::N,خړ لمی,пакша
170,Elch::N,ګوزن,пӑши
171,Fuchs::N,سپلم,тилӗ
172,Hase::N,سوی,куян
173,Hase::N,سوی,мулкач
174,Maus::N,مږک,шӑши
175,Wolf::N,لېوه,кашкӑр
176,Vogel::N,مرغه,кайӑк
177,Vogel::N,مرغه,вӗҫен кайӑк
178,Schwarm::N,سېل,ушкӑн
179,Huhn::N,چرګه,чӑх
180,Huhn::N,چرګه,чӑхӑ
181,Hahn::N,چرګ,автан
182,Gans::N,بته,хур
183,Adler::N,عقاب,ӑмӑрт кайӑк
184,Ente::N,ایلۍ,кӑвакал
185,Eule::N,ګونګی,тӑмана
186,Kranich::N,کلنګ,тӑрна
187,Krähe::N,کارغه,ула курак
188,Kuckuck::N,فاخته,куккук
189,Schwan::N,قو,акӑш
190,Fisch::N,کب,пулӑ
191,Fisch::N,ماهی,пулӑ
192,Schlange[Tier]::N,مار,ҫӗлен
193,Wurm::N,چینجی,ӑман
194,Spinne::N,غڼه,эрешмен
195,Spinne::N,تارکښ,эрешмен
196,Ameise::N,مېږی,кӑткӑ
197,Laus::N,سپږه,пыйтӑ
198,Mücke::N,ماشی,вӑрӑм туна
199,Fliege::N,مچ,шӑна
200,Schmetterling::N,پتنګ,лӗпӗш
201,Beere::N,مېوۍ,ҫырла
202,Apfel::N,مڼه,улма
203,Apfel::N,مڼه,пан улми
204,Pilz::N,خرېړی,кӑмпа
205,Zwiebel::N,پیاز,сухан
206,Saat::N,تخم,вӑрӑ
207,Korn::N,تخم,тӗшӗ
208,Korn::N,تخم,пӗрчӗ
209,Korn::N,دانه,тӗшӗ
210,Korn::N,دانه,пӗрчӗ
211,Heu::N,بوس,утӑ
212,Heu::N,پروړه,утӑ
213,Schale::N,پوستکی,хупӑ
214,Grube::N,کنده,шӑтӑк
215,Falle::N,دام,тапӑ
216,Falle::N,دام,капкӑн
217,Falle::N,لومه,тапӑ
218,Falle::N,لومه,капкӑн
219,Schlinge::N,کړۍ,йӑлӑ
220,Spur::N,نښه,йӗр
221,Asche::N,آس,кӗл
222,Asche::N,ایره,кӗл
223,Dreck::N,ناپاکي,пылчӑк
224,Eisen::N,اوسپنه,тимӗр
225,Gold::N,سره زر,ылтӑн
226,Silber::N,نقره,кӗмӗл
227,Silber::N,سپین زر,кӗмӗл
228,Kohle::N,سکور,кӑмрӑк
229,Kohle::N,سکاره,кӑмрӑк
230,Glas::N,ښيښه,кӗленче
231,Lehm::N,خټه,тӑм
232,Sand::N,شګه,хӑйӑр
233,Mensch::N,انسان,ҫын
234,Mensch::N,انسان,этем
235,Mann::N,سړی,ар
236,Mann::N,نارینه,ар
237,Frau::N,ښځه,хӗрарӑм
238,Kind::N,بچی,ача
239,Kind::N,ماشوم,ача
240,Junge::N,هلک,ача
241,Junge::N,هلک,ар ҫын ача
242,Mädchen::N,نجلۍ,хӗр ача
243,Familie::N,کورنۍ,ҫемье
244,Familie::N,کورنۍ,кил-йыш
245,Großvater::N,بابا,кукаҫи
246,Großmutter::N,انا,кукамай
247,Eltern::N,مور او پلار,аҫа-ама
248,Vater::N,پلار,атте
249,Mutter::N,مور,анне
250,Sohn::N,زوی,ывӑл
251,Tochter::N,لور,хӗр
252,Bruder::N,ورور,ар тӑван
253,Schwester::N,خور,аппа
254,Schwester::N,خور,йӑмӑк
255,Onkel::N,تره,мучи
256,Onkel::N,تره,пичче
257,Onkel::N,ماما,мучи
258,Onkel::N,ماما,пичче
259,Tante::N,خاله,аппа
260,Ehemann::N,مېړه,упӑшка
261,Ehefrau::N,مېرمن,арӑм
262,Freude::N,خوشحالي,савӑнӑҫ
263,Freude::N,خوشحالي,хаваслӑх
264,Gelächter::N,خندا,кулӑ
265,Glück::N,بخت,телей
266,Glück::N,بخت,ӑраскал
267,Kummer::N,غم,хурлӑх
268,Wunsch::N,هيله,ӗмӗт
269,Wunsch::N,هيله,кӑмӑл
270,Wunsch::N,غوښتنه,ӗмӗт
271,Wunsch::N,غوښتنه,кӑмӑл
272,Lust::N,شوق,кӑмӑл
273,Lust::N,مینه,кӑмӑл
274,Geist::N,روح,чун-чӗм
275,Geist::N,روح,ыр-усал
276,Geist::N,روح,чун хавалӗ
277,Gedanke::N,فکر,шухӑш
278,Gedächtnis::N,یاد,ас
279,Gedächtnis::N,حافظه,ас
280,Verstand::N,عقل,ӑс
281,Verstand::N,عقل,ӑс-тӑн
282,Verstand::N,عقل,ӑс-хакӑл
283,Verstand::N,شعور,ӑс
284,Verstand::N,شعور,ӑс-тӑн
285,Verstand::N,شعور,ӑс-хакӑл
286,Sinn::N,معنی,тупсӑм
287,Sinn::N,معنی,пӗлтерӗш
288,Grund::N,علت,сӑлтав
289,Grund::N,اساس,сӑлтав
290,Wahrheit::N,حقیقت,чӑнлӑх
291,Gespräch::N,مرکه,калаҫу
292,Gespräch::N,خبرې اترې,калаҫу
293,Märchen::N,افسانه,юмах
294,Erzählung::N,قصه,акалав
295,Erzählung::N,قصه,каласа пани
296,Erzählung::N,کیسه,акалав
297,Erzählung::N,کیسه,каласа пани
298,Nachricht::N,خبر,хыпар
299,Neuigkeit::N,نوی خبر,ҫӗнӗ хыпар
300,Name::N,نوم,ят
301,Rätsel::N,کیسۍ,сутмалли юмах
302,Rätsel::N,چیستان,сутмалли юмах
303,Rede::N,وینا,сӑмах
304,Sprache::N,ژبه,чӗлхе
305,Stimme::N,غږ,сасӑ
306,Stimme::N,اواز,сасӑ
307,Wort::N,لغت,сӑмах
308,Wort::N,کلمه,сӑмах
309,Zeichen::N,نښه,паллӑ
310,Zeichen::N,اشاره,паллӑ
311,Ruf::N,ږغ,йыхрав
312,Ruf::N,ږغ,чӗнӳ
313,Ruf::N,بلنه,йыхрав
314,Ruf::N,بلنه,чӗнӳ
315,Lärm::N,غالمغال,шав
316,Laut::N,ږغ,сасӑ
317,Ton::N,اواز,сасӑ
318,Lied::N,غزله,юрӑ
319,Lied::N,سندره,юрӑ
320,Ruhe::N,ارامي,канӑҫлӑх
321,Ruhe::N,ارامي,лӑпкӑлӑх
322,Leute::N,خلک,ҫамрӑксем
323,Leute::N,خلک,ҫамрӑк ҫынсем
324,Volk::N,ولس,халӑх
325,Arbeit::N,کار,ӗҫхӗл
326,Arbeit::N,کار,ӗҫлев
327,Gast::N,مېلمه,хӑна
328,Geschenk::N,تحفه,парне
329,Geschenk::N,تحفه,кучченеҫ
330,Geschenk::N,سوغات,парне
331,Geschenk::N,سوغات,кучченеҫ
332,Spiel::N,لوبه,вӑйӑ
333,Gesellschaft::N,ډله,общество
334,Hilfe::N,کومک,пулӑшу
335,Hilfe::N,مرسته,пулӑшу
336,Freund::N,ملګری,тус
337,Kamerad::N,انډيوال,юлташ
338,Kamerad::N,انډيوال,тус
339,Angelegenheit::N,موضوع,ӗҫ
340,Anzahl::N,شمېر,йыш
341,Anzahl::N,شمېر,хисеп
342,Anzahl::N,تعداد,йыш
343,Anzahl::N,تعداد,хисеп
344,Art::N,ډول,тӗс
345,Stück::N,ټوټه,татӑк
346,Teil::N,برخه,пай
347,Hälfte::N,نیم,ҫурӑ
348,Kreis::N,دایره,ункӑ
349,Kreis::N,دایره,ҫавракӑш
350,Kreuz::N,صلیب,хӗрес
351,Linie::N,خط,йӗр
352,Linie::N,لیکه,йӗр
353,Strich::N,کرښه,йӗр
354,Abstand::N,فاصله,хушӑ
355,Entfernung::N,واټن,хушӑ
356,Gegend::N,سیمه,вырӑн
357,Gegend::N,منطقه,вырӑн
358,Platz::N,ځای,хутлӑх
359,Ort::N,ځای,вырӑн
360,Seite::N,مخ,ен
361,Seite::N,مخ,аяк
362,Seite::N,مخ,айӑк
363,Seite::N,اړخ,ен
364,Seite::N,اړخ,аяк
365,Seite::N,اړخ,айӑк
366,Mitte::N,وسط,варӑ
367,Mitte::N,مینځ,варӑ
368,Gegenstand::N,شی,япала
369,Sache::N,شی,япала
370,Sache::N,څيز,япала
371,Rand::N,څنډه,вӗҫ
372,Rand::N,څنډه,хӗрӗ
373,Rand::N,څنډه,хӗрри
374,Rand::N,کناره,вӗҫ
375,Rand::N,کناره,хӗрӗ
376,Rand::N,کناره,хӗрри
377,Kante::N,اړخ,хайкача
378,Kante::N,اړخ,хысак
379,Ecke::N,ګوټ,кӗтес
380,Spitze::N,څوکه,вӗҫ
381,Ende::N,څوکه,вӗҫ
382,Loch::N,سوری,шӑтӑк
383,Winkel::N,کنج,кӗтес
384,Winkel::N,کوتی,кӗтес
385,Muster::N,نمونه,эреш
386,Größe::N,قد,пысӑкӑш
387,Größe::N,لويوالی,пысӑкӑш
388,Länge::N,طول,вӑрӑмӑш
389,Länge::N,اوږد والی,вӑрӑмӑш
390,Höhe::N,جګوالی,ҫӳллӗш
391,Gewicht::N,وزن,виҫе
392,Gewicht::N,وزن,йывӑрӑш
393,Menge::N,اندازه,йыш
394,Haufen::N,کوټه,купа
395,Reihe::N,صف,рет
396,Reihe::N,کتار,рет
397,Boot::N,قايق,кимӗ
398,Ruder::N,چپه,кӗсмен
399,Schlitten::N,ښویېدونی,ҫуна
400,Ski::N,سکي,йӗлтӗр
401,Lagerfeuer::N,اور,вут
402,Lagerfeuer::N,اور,кӑвайт
403,Last::N,بار,сулмаклӑх
404,Last::N,بار,йывӑр япала
405,Last::N,پېټی,сулмаклӑх
406,Last::N,پېټی,йывӑр япала
407,Gang::N,تګ,куҫӑм
408,Schritt::N,ګام,утӑм
409,Schritt::N,ګام,пусӑм
410,Norden::N,شمال,ҫурҫӗр
411,Süden::N,سوېل,кӑнтӑр
412,Westen::N,لوېدېځ,анӑҫ
413,Westen::N,لوېدېځ,хӗвел анӑҫ
414,Osten::N,شرق,хӗвел тухӑҫ
415,Osten::N,ختیځ,хӗвел тухӑҫ
416,Holz::N,لرګی,йывӑҫ
417,Brett::N,تخته,хӑма
418,Platte::N,تخته,плита
419,Stütze::N,تکیوان,ура
420,Stange::N,ډاګه,шерте
421,Stock::N,لرګی,патак
422,Stab::N,چيخله,шӑчӑ
423,Rohr::N,نل,пӑрӑх
424,Haus::N,کور,ҫурт
425,Heim::N,کور,кил
426,Ofen::N,تودنۍ,кӑмака
427,Fußboden::N,غولی,урай
428,Tisch::N,مېز,сӗтел
429,Stuhl::N,چوکۍ,пукан
430,Wiege::N,زانګو,сӑпка
431,Bett::N,کټ,кравать
432,Bett::N,چپرکټ,кравать
433,Regal::N,تاخچۍ,ҫӳлӗк
434,Regal::N,تاخچۍ,сентре
435,Kiste::N,صندوق,ещӗк
436,Kiste::N,صندوق,сунтӑх
437,Fenster::N,کړکۍ,чӳрече
438,Tür::N,دروازه,алӑк
439,Tor::N,دروازه,хапха
440,Zaun::N,کټاره,хӳме
441,Dach::N,بام,тӑрӑ
442,Leiter::N,زينه,пусма
443,Besen::N,جارو,шӑпӑр
444,Spaten::N,یوم,кӗреҫе
445,Schaufel::N,بېلچه,кӗреҫе
446,Gabel::N,پنجه,вилка
447,Löffel::N,کاشوغه,кашӑк
448,Messer::N,چاقو,ҫӗҫӗ
449,Nagel::N,ميخ,пӑта
450,Netz::N,جال,тетел
451,Haken::N,څنګک,йӑрхах
452,Haken::N,څنګک,ҫекӗл
453,Griff::N,لاستی,хӑлӑп
454,Schloss::N,کلپ,ҫӑра
455,Bild::N,رسم,сӑн
456,Bild::N,رسم,сӑнлӑх
457,Bild::N,رسم,картина
458,Figur::N,قدوقامت,кӗлетке
459,Puppe::N,ګوډۍ,пукане
460,Beutel::N,کڅوړه,михӗ
461,Bündel::N,دسته,ҫыхӑ
462,Bündel::N,دسته,тӗрке
463,Tasche::N,بکس,сумка
464,Tasche::N,توبره,сумка
465,Eimer::N,سطل,витре
466,Deckel::N,سرپوښ,хупӑ
467,Geschirr::N,لوښی,савӑт-сапа
468,Sack::N,جوال,михӗ
469,Tasse::N,پیاله,курка
470,Topf::N,دېګی,кастрюль
471,Kessel::N,دېګ,хуран
472,Essen::N,خوراک,апат
473,Nahrung::N,خوراک,апат-ҫимӗс
474,Speise::N,خواړه,апат
475,Speise::N,خواړه,ҫимӗҫ
476,Fleisch::N,غوښه,аш
477,Fleisch::N,غوښه,какай
478,Getreide::N,غله,тырӑ
479,Brei::N,اوګره,пӑтӑ
480,Brot::N,ډوډۍ,ҫӑкӑр
481,Scheibe::N,مړۍ,чӗлӗ
482,Scheibe::N,مړۍ,касӑк
483,Fett::N,غوړي,ҫу
484,Butter::N,کوچ,ҫу
485,Öl::N,تېل,ҫу
486,Salz::N,مالګه,тӑвар
487,Suppe::N,شوربا,яшка
488,Honig::N,شات,пыл
489,Milch::N,شوده,сӗт
490,Tee::N,چای,чей
491,Leder::N,څرمن,сӑран
492,Wolle::N,پشم,ҫӑм
493,Stoff::N,ټوټه,тӗртӗм
494,Nadel::N,ستن,йӗп
495,Faden::N,تار,ҫип
496,Knopf::N,تڼۍ,тӳме
497,Knopf::N,تکمه,тӳме
498,Knoten::N,غوټه,йӑлӑ
499,Farbe::N,رنګ,сӑрӑ
500,Kleidung::N,کالي,тум
501,Kleidung::N,کالي,ҫипуҫ
502,Kleidung::N,کالي,тум-тир
503,Hemd::N,کميس,кӗпе
504,Kragen::N,غاړه,ҫуха
505,Ärmel::N,لستوڼی,ҫанӑ
506,Hose::N,پطلون,шӑлавар
507,Gürtel::N,کمربند,пиҫиххи
508,Mütze::N,خولۍ,ҫӗлӗк
509,Schuh::N,بوټ,пушмак
510,Schuh::N,بوټ,ботинок
511,Stiefel::N,موزه,атӑ
512,Ring::N,ګوته,ҫӗрӗ
513,Band::N,فيته,хаю
514,Band::N,فيته,йӗсме
515,Kamm::N,ګمنځ,тура
516,Spiegel::N,ایینه,тӗкӗр
517,Spiegel::N,ایینه,куҫ кӗски
518,Spiegel::N,هنداره,тӗкӗр
519,Spiegel::N,هنداره,куҫ кӗски
520,Riemen::N,تسمه,чӗн
521,Schnur::N,مزی,кантра
522,Leine::N,رسۍ,касмӑк
523,Decke::N,بړستن,утиял
524,Kissen::N,بالښت,ҫытар
525,Kissen::N,بالښت,минтер
526,Tuch::N,ټیکری,тутӑр
527,Handtuch::N,دسمال,ал шӑлли
528,Kraft::N,زور,вӑй
529,Kraft::N,زور,хӑват
530,Kraft::N,توان,вӑй
531,Kraft::N,توان,хӑват
532,Stärke::N,قوت,хал
533,Stärke::N,قوت,хӑват
534,Gesundheit::N,صحت,хал
535,Gesundheit::N,صحت,сывлӑх
536,Gesundheit::N,روغتیا,хал
537,Gesundheit::N,روغتیا,сывлӑх
538,Krankheit::N,مرض,чир
539,Krankheit::N,ناروغي,чир
540,Schmerz::N,درد,ырату
541,Wunde::N,ټپ,суран
542,Wunde::N,زخم,суран
543,Fieber::N,تبه,сив чир
544,Arznei::N,دوا,эмел
545,Arznei::N,دارو,эмел
546,Brücke::N,پول,кӗпер
547,Brunnen::N,څاه,ҫӑл
548,Brunnen::N,څاه,пусӑ
549,Brunnen::N,کوهی,ҫӑл
550,Brunnen::N,کوهی,пусӑ
551,Weide::N,وله,ҫаран
552,Pfad::N,تړه,йӗр
553,Pfad::N,تړه,сукмак
554,Weg::N,لیار,ҫул
555,Weg::N,لیار,ҫул-йӗр
556,Straße::N,سړک,ҫӳрев
557,Straße::N,سړک,ҫул ҫӳрени
558,Dorf::N,کلی,ял
559,Stadt::N,ښار,хула
560,Brief::N,لیک,ҫыру
561,Brief::N,مکتوب,ҫыру
562,Buch::N,کتاب,кӗнеке
563,Buchstabe::N,حرف,сас палли
564,Buchstabe::N,توری,сас палли
565,Zeitung::N,اخبار,хаҫат
566,Leben::N,ژوند,пурнӑҫ
567,Tod::N,مرګ,вилӗм
568,Tod::N,مړینه,вилӗм
569,Grab::N,قبر,масар шӑтӑкӗ
570,Grab::N,ډورۍ,масар шӑтӑкӗ
571,Kirche::N,کلیسا,чиркӳ
572,Sünde::N,ګناه,ҫылӑх
573,Gott::N,خدای,турӑ
574,Arbeiter::N,کاریګر,рабочи
575,Chef::N,آمر,пуҫлӑх
576,Meister::N,استاد,ӑста
577,Meister::N,استاد,мастер
578,Arzt::N,طبیب,врач
579,Arzt::N,طبیب,тухтӑр
580,Arzt::N,ډاکټر,врач
581,Arzt::N,ډاکټر,тухтӑр
582,Lehrer::N,معلم,учитель
583,Lehrer::N,معلم,вӗрентекен
584,Lehrer::N,ښوونکی,учитель
585,Lehrer::N,ښوونکی,вӗрентекен
586,Geld::N,پیسې,укҫа
587,Geschäft::N,سوداګري,бизнес
588,Laden::N,دکان,магазин
589,Laden::N,مغازه,магазин
590,Preis::N,بیه,хак
591,Ware::N,مال,тавар
592,Nutzen::N,ګټه,пайта
593,Reichtum::N,شتمني,мул
594,Welt::N,نړۍ,тӗнче
595,Welt::N,دنیا,тӗнче
596,Land::N,هېواد,ҫӗр-шыв
597,Staat::N,دولت,патшàлӑх
598,König::N,باچا,король
599,König::N,پادشاه,король
600,Macht::N,قدرت,власть
601,Grenze::N,حد,чикӗ
602,Grenze::N,سرحد,чикӗ
603,Krieg::N,جګړه,вӑрҫӑ
604,Feind::N,دښمن,тӑшман
605,Gewalt::N,زور,ирӗксӗрлӳ
606,Gewalt::N,تشدد,ирӗксӗрлӳ
607,Kampf::N,جنګ,кӗрешӳ
608,Kampf::N,مبارزه,кӗрешӳ
609,Bogen[Waffe]::N,لیندۍ,ухӑ
610,Pfeil::N,غشی,ҫӗмрен
611,Pfeil::N,غشی,ухӑ йӗппи
612,Gewehr::N,ټوپک,пӑшал
613,Fehler::N,خطا,йӑнӑш
614,Fehler::N,غلطي,йӑнӑш
615,Lüge::N,دروغ,суя
616,Lüge::N,دروغ,ултав
617,Schaden::N,زیان,сиен
618,Schaden::N,تاوان,сиен
619,Unglück::N,بدبختي,шар
620,Unglück::N,بدبختي,инкек
621,Schuld::N,ګناه,айӑп
622,Alter::N,منګ,ҫул шучӗ
623,Schluss::N,اخر,пӗтни
624,Schluss::N,اخر,пӗтмӗш
625,Zeit::N,وخت,вӑхӑт
626,Tag::N,ورځ,кун
627,Morgen::N,سبا,ир
628,Morgen::N,سهار,ир
629,Mittag::N,غرمه,кӑнтӑрла
630,Abend::N,ماښام,каҫ
631,Nacht::N,شپه,каҫ
632,Woche::N,اونۍ,эрне
633,Monat::N,مياشت,уйӑх
634,Jahr::N,کال,ҫулталӑк
635,Frühling::N,پسرلی,ҫур
636,Frühling::N,پسرلی,ҫуркунне
637,Sommer::N,دوبی,ҫу
638,Sommer::N,دوبی,ҫулла
639,Herbst::N,منی,кӗр
640,Herbst::N,منی,кӗркунне
641,Herbst::N,خزان,кӗр
642,Herbst::N,خزان,кӗркунне
643,Winter::N,ژمی,хӗл
644,Winter::N,ژمی,хӗлле
645,Januar::N,جنوري,январь
646,Februar::N,فبروري,февраль
647,Februar::N,فبروري,кӗҫӗн кӑрлач
648,März::N,مارچ,март
649,März::N,مارچ,пуш уйӑхӗ
650,April::N,اپریل,апрель
651,Mai::N,مې,май
652,Juni::N,جون,июнь
653,Juli::N,جولای,июль
654,August::N,اګست,август
655,September::N,سپټامبر,сентябрь
656,September::N,سپټامبر,авӑн уйӑхӗ
657,Oktober::N,اکتوبر,октябрь
658,November::N,نومبر,ноябрь
659,Dezember::N,دسمبر,раштав
660,Dezember::N,دسمبر,декабрь
661,Montag::N,دوشنبه,тунти кун
662,Dienstag::N,سه شنبه,ытлари кун
663,Mittwoch::N,چارشنبه,юн кун
664,Donnerstag::N,پنجشنبه,кӗҫнерни кун
665,Freitag::N,جمعه,эрне кун
666,Samstag::N,خالي,шӑмат кун
667,Sonntag::N,یکشنبه,вырсарни кун
668,groß::A,لوی,пысӑк
669,klein::A,وړوکی,пӗчӗк
670,lang::A,اوړد,вӑрӑм
671,kurz::A,لنډ,кӗске
672,breit::A,پراخه,сарлака
673,schmal::A,تنګ,ансӑр
674,dicht::A,ګڼ,йӑвӑ
675,dick[Gegenstand]::A,پنډ,хулӑн
676,dünn::A,نری,ҫинҫе
677,dünn::A,نری,ҫӳхе
678,fein::A,نازک,тарай
679,fein::A,نازک,вӗлтӗрти
680,fest::A,کلک,тӗреклӗ
681,fest::A,ټینګ,тӗреклӗ
682,flach::A,هوار,лаптак
683,glatt::A,ښوی,такӑр
684,hart::A,کلک,хытӑ
685,weich::A,نرم,ҫемҫе
686,weich::A,پوست,ҫемҫе
687,rund::A,ګرد,ҫавра
688,spitz::A,تېره,шӗвӗр
689,scharf::A,تېز,ҫивӗч
690,scharf::A,تېره,ҫивӗч
691,stumpf::A,پڅ,мӑка
692,stumpf::A,پڅ,пуклак
693,stumpf::A,پڅ,тӗрӗнчӗк
694,stumpf::A,پڅ,ӑнкарусӑр
695,schwer::A,دروند,йывӑр
696,schön::A,ښکلی,илемлӗ
697,heiß::A,تود,вӗри
698,warm::A,تود,ӑшӑ
699,kalt::A,ېخ,сивӗ
700,kalt::A,سوړ,сивӗ
701,kühl::A,ېخ,уҫӑ
702,kühl::A,سوړ,уҫӑ
703,frisch::A,تازه,уҫӑ
704,feucht::A,مرطوب,йӗпе
705,nass::A,لوند,нӳрӗ
