,Concept_ID,myv,hr
134,Abhang::N,пандочама,nizbrdica
135,Quelle::N,ушодкс,izvor
136,Quelle::N,ушодкс,vrelo
137,Bach::N,чудикерькс,potok
138,Fluss::N,лей,rijeka
139,Ufer::N,чире,obala
140,Küste::N,лейчире,obala
141,Küste::N,лейчире,morska obala
142,Festland::N,мода,kopno
143,Meer::N,моря,more
144,Bucht::N,усия,zaliv
145,Insel::N,усия,ada
146,Insel::N,усия,otok
147,Blume::N,цеця,cvijet
148,Gras::N,тикше,trava
149,Wurzel::N,юр,korijen
150,Wurzel::N,ундокс,korijen
151,Baum::N,чувто,drvo
152,Baum::N,чувто,stablo
153,Stamm::N,рунго,deblo
154,Stamm::N,рунго,stablo
155,Rinde::N,суд,kora
156,Rinde::N,керь,kora
157,Ast::N,морго,grana
158,Zweig::N,тарад,grana
159,Blatt::N,лопа,list
160,Birke::N,килей,breza
161,Kiefer[Baum]::N,пиче,bor
162,Weide[Baum]::N,каль,iva
163,Weide[Baum]::N,каль,vŕba
164,Tanne::N,куз,jela
165,Horn::N,сюро,rog
166,Feder::N,толга,pero
167,Fell::N,пона,koža
168,Flügel::N,сёлмо,krilo
169,Klaue::N,кенже,papak
170,Kralle::N,кенже,pandža
171,Schwanz::N,пуло,rep
172,Ei::N,ал,jaje
173,Nest::N,пизэ,gnijezdo
174,Bau::N,варя,jazbina
175,Bau::N,пизе,jazbina
176,Tier::N,ракша,životinja
177,Herde::N,стада,krdo
178,Herde::N,стада,stado
179,Kuh::N,скал,krava
180,Bulle::N,бука,bik
181,Pferd::N,лишме,konj
182,Schaf::N,реве,ovca
183,Schwein::N,туво,svinja
184,Hund::N,пине,pas
185,Hund::N,пине,pseto
186,Hund::N,киска,pas
187,Hund::N,киска,pseto
188,Katze::N,псака,mačka
189,Bär::N,овто,medvjed
190,Eichhörnchen::N,ур,vjeverica
191,Elch::N,сярдо,los
192,Fuchs::N,ривезь,lisica
193,Hase::N,нумоло,zec
194,Maus::N,чеерь,miš
195,Wolf::N,верьгиз,vuk
196,Wolf::N,верьгиз,kurjak
197,Vogel::N,нармунь,ptica
198,Schwarm::N,полк,roj
199,Schwarm::N,полк,jato
200,Schwarm::N,стада,roj
201,Schwarm::N,стада,jato
202,Huhn::N,сараз,kokoš
203,Hahn::N,атякш,kokot
204,Hahn::N,атякш,pijevac
205,Gans::N,гала,guska
206,Gans::N,мацей,guska
207,Adler::N,куцькан,orao
208,Adler::N,тумоатякш,orao
209,Ente::N,яксярго,patka
210,Eule::N,корж,sova
211,Kranich::N,карго,ždral
212,Krähe::N,варака,vrana
213,Kuckuck::N,куко,kukavica
214,Schwan::N,локсей,labud
215,Fisch::N,кал,riba
216,Barsch::N,окунь,grgeč
217,Hecht::N,щука,štuka
218,Schlange[Tier]::N,гуй,guja
219,Schlange[Tier]::N,гуй,zmija
220,Wurm::N,сукс,crv
221,Spinne::N,шанжав,pauk
222,Ameise::N,коткудав,mrav
223,Laus::N,сий,uš
224,Mücke::N,сеське,komarac
225,Fliege::N,карво,muha
226,Schmetterling::N,нимиляв,leptir
227,Beere::N,умарь,boba
228,Beere::N,умарь,bobica
229,Apfel::N,умарь,jabuka
230,Pilz::N,панго,pečurka
231,Zwiebel::N,чурька,luk
232,Zwiebel::N,чурька,kapula
233,Saat::N,видьметь,sjemenje
234,Korn::N,сюро,zrno
235,Heu::N,тикше,sijeno
236,Schale::N,кедь,kora
237,Schale::N,кедь,ljuska
238,Schale::N,ваткавкс,kora
239,Schale::N,ваткавкс,ljuska
240,Grube::N,латко,jama
241,Falle::N,тувор,zamka
242,Falle::N,тувор,klopka
243,Falle::N,кундамка,zamka
244,Falle::N,кундамка,klopka
245,Schlinge::N,килькш,uzao
246,Schlinge::N,килькш,petlja
247,Spur::N,челькс,trag
248,Spur::N,челькс,slijed
249,Spur::N,пильгеки,trag
250,Spur::N,пильгеки,slijed
251,Asche::N,кулов,pepeo
252,Dreck::N,рудаз,blato
253,Eisen::N,кшни,željezo
254,Gold::N,сырне,zlato
255,Silber::N,сия,srebro
256,Kohle::N,сэдь,ugalj
257,Kohle::N,сэдь,ugljen
258,Kohle::N,уголия,ugalj
259,Kohle::N,уголия,ugljen
260,Glas::N,сулика,staklo
261,Lehm::N,сёвонь,glina
262,Lehm::N,сёвонь,ilovača
263,Sand::N,човар,pijesak
264,Mensch::N,ломань,čovjek
265,Mann::N,аля,muškarac
266,Mann::N,цёраломань,muškarac
267,Frau::N,ава,žena
268,Kind::N,эйкакш,čedo
269,Kind::N,эйкакш,dijete
270,Junge::N,цёрыне,momče
271,Junge::N,цёрыне,dječak
272,Mädchen::N,тейтерне,djevojka
273,Mädchen::N,тейтерне,djevojčica
274,Familie::N,семия,obitelj
275,Familie::N,семия,porodica
276,Großvater::N,покштя,djed
277,Großmutter::N,баба,baka
278,Eltern::N,тетят-ават,roditelji
279,Vater::N,тетя,otac
280,Mutter::N,ава,majka
281,Sohn::N,цёра,sin
282,Tochter::N,тейтерь,kći
283,Tochter::N,тейтерь,kćerka
284,Bruder::N,леля,brat
285,Bruder::N,ялакс,brat
286,Schwester::N,сазор,sestra
287,Onkel::N,леля,čika
288,Onkel::N,леля,ujak
289,Tante::N,патя,ujna
290,Tante::N,патя,tetka
291,Ehemann::N,мирде,muž
292,Ehemann::N,мирде,suprug
293,Ehefrau::N,ни,žena
294,Ehefrau::N,ни,supruga
295,Freude::N,кеняркс,radost
296,Gelächter::N,ракамо,grohot
297,Gelächter::N,пейдема,grohot
298,Glück::N,уцяска,sreća
299,Kummer::N,рискс,jad
300,Kummer::N,рискс,briga
301,Kummer::N,мелявкс,jad
302,Kummer::N,мелявкс,briga
303,Wunsch::N,мель,želja
304,Wunsch::N,бажамо,želja
305,Lust::N,бажамо,volja
306,Geist::N,ойме,duh
307,Gedanke::N,мель,misao
308,Gedächtnis::N,мель,pamćenje
309,Verstand::N,прев,um
310,Verstand::N,прев,razum
311,Sinn::N,толк,smisao
312,Sinn::N,толк,značenje
313,Sinn::N,смысла,smisao
314,Sinn::N,смысла,značenje
315,Grund::N,тувтал,razlog
316,Wahrheit::N,видечи,istina
317,Gespräch::N,кортнема,razgovor
318,Märchen::N,ёвкс,bajka
319,Erzählung::N,ёвтнема,priča
320,Erzählung::N,ёвтнема,pripovijest
321,Nachricht::N,куля,vijest
322,Neuigkeit::N,куля,novost
323,Name::N,лем,ime
324,Rätsel::N,содамоёвкс,zagonetka
325,Rede::N,кортамо,govor
326,Rede::N,кортамо,besjeda
327,Sprache::N,кель,jezik
328,Stimme::N,ваигель,glas
329,Wort::N,вал,riječ
330,Zeichen::N,теште,znak
331,Ruf::N,тердема,povik
332,Ruf::N,тердема,poklik
333,Lärm::N,шалнома,buka
334,Lärm::N,шалнома,galama
335,Laut::N,вайгель,zvuk
336,Ton::N,гайнема,ton
337,Lied::N,моро,pjesma
338,Ruhe::N,оймамо,tišina
339,Ruhe::N,оймамо,počinak
340,Leute::N,ломанть,ljudi
341,Volk::N,народ,puk
342,Volk::N,народ,narod
343,Arbeit::N,тев,rad
344,Arbeit::N,тев,posao
345,Gast::N,инже,gost
346,Geschenk::N,казне,dar
347,Geschenk::N,казне,poklon
348,Spiel::N,налксема,igra
349,Gesellschaft::N,община,društvo
350,Gesellschaft::N,община,kompanija
351,Hilfe::N,лездамо,pomoć
352,Freund::N,оя,prijatelj
353,Freund::N,ялга,prijatelj
354,Kamerad::N,оя,drug
355,Kamerad::N,оя,drugar
356,Kamerad::N,ялга,drug
357,Kamerad::N,ялга,drugar
358,Angelegenheit::N,тев,posao
359,Anzahl::N,ламоксчи,broj
360,Anzahl::N,ламоксчи,brojnost
361,Art::N,вид,vid
362,Art::N,вид,vrst
363,Stück::N,пакш,komad
364,Stück::N,пелькс,komad
365,Teil::N,часть,dio
366,Teil::N,пелькс,dio
367,Hälfte::N,пель,polovina
368,Hälfte::N,пелькс,polovina
369,Kreis::N,кирькс,krug
370,Kreuz::N,крёст,križ
371,Linie::N,кикс,crta
372,Strich::N,межа,crta
373,Abstand::N,ютко,razmak
374,Abstand::N,ютко,odstojanje
375,Entfernung::N,ютко,udaljenost
376,Gegend::N,тарка,kraj
377,Gegend::N,тарка,predeo
378,Gegend::N,пертьпелькс,kraj
379,Gegend::N,пертьпелькс,predeo
380,Platz::N,васолкс,mjesto
381,Ort::N,тарка,mjesto
382,Seite::N,ён,bok
383,Seite::N,ён,strana
384,Seite::N,чире,bok
385,Seite::N,чире,strana
386,Mitte::N,куншка,sredina
387,Gegenstand::N,предмет,predmet
388,Sache::N,тев,posao
389,Sache::N,веща,posao
390,Rand::N,пе,rub
391,Rand::N,пе,kraj
392,Rand::N,чире,rub
393,Rand::N,чире,kraj
394,Kante::N,ирдез,brid
395,Kante::N,ирдез,ivica
396,Ecke::N,ужо,ugao
397,Spitze::N,пряне,vrh
398,Spitze::N,пряне,šiljak
399,Spitze::N,пе,vrh
400,Spitze::N,пе,šiljak
401,Ende::N,пе,konac
402,Loch::N,варя,rupa
403,Winkel::N,ужо,kut
404,Winkel::N,ужо,ugao
405,Muster::N,сёрма,uzor
406,Größe::N,сэрь,veličina
407,Größe::N,покшолма,veličina
408,Länge::N,кувалмо,duljina
409,Höhe::N,сэрь,visina
410,Höhe::N,пандо,visina
411,Gewicht::N,сталмо,težina
412,Menge::N,лововкс,mnoštvo
413,Menge::N,лововкс,količina
414,Haufen::N,мар,hrpa
415,Haufen::N,мар,gomila
416,Haufen::N,валявкс,hrpa
417,Haufen::N,валявкс,gomila
418,Reihe::N,ряд,red
419,Boot::N,венч,čun
420,Boot::N,венч,čamac
421,Ruder::N,милё,veslo
422,Schlitten::N,нурдт,saone
423,Ski::N,сокс,ski
424,Ski::N,сокс,smučka
425,Lagerfeuer::N,толбандя,logorska vatra
426,Last::N,сталмо,tovar
427,Last::N,кандома,tovar
428,Gang::N,молема,hod
429,Gang::N,якамо,hod
430,Schritt::N,эскелькс,korak
431,Norden::N,якшамо ёнкс,sjever
432,Süden::N,лембе ёнкс,jug
433,Westen::N,чивалгома,zapad
434,Osten::N,чилисема,istok
435,Holz::N,чувто,drvo
436,Brett::N,лаз,daska
437,Platte::N,плита,ploča
438,Stütze::N,неже,potpora
439,Stange::N,олга,motka
440,Stock::N,мандо,štap
441,Stock::N,мандо,palica
442,Stab::N,олога,štap
443,Stab::N,олога,šipka
444,Rohr::N,турба,cijev
445,Haus::N,кудо,kuća
446,Heim::N,кудо,dom
447,Ofen::N,каштомо,peć
448,Fußboden::N,киякс,pod
449,Tisch::N,столь,stol
450,Tisch::N,столь,trpeza
451,Stuhl::N,стул,stolac
452,Stuhl::N,стул,stolica
453,Wiege::N,лавсь,kolijevka
454,Wiege::N,нурямот,kolijevka
455,Bett::N,ацамо,krevet
456,Bett::N,ацамо,postelja
457,Regal::N,лався,polica
458,Regal::N,лавсяланго,polica
459,Kiste::N,горобия,sanduk
460,Kiste::N,сундук,sanduk
461,Fenster::N,вальма,prozor
462,Tür::N,кенкш,vrata
463,Tor::N,ортат,vrata
464,Tor::N,ортат,kapija
465,Zaun::N,пирявт,plot
466,Zaun::N,пирявт,ograda
467,Zaun::N,пирвякс,plot
468,Zaun::N,пирвякс,ograda
469,Dach::N,кудопря,krov
470,Leiter::N,кузтема,ljestve
471,Leiter::N,кузтема,ljestvice
472,Besen::N,тенсть,metla
473,Spaten::N,койме,ašov
474,Schaufel::N,кече,lopata
475,Schaufel::N,келей койме,lopata
476,Gabel::N,сянгине,viljuška
477,Löffel::N,пенч,žlica
478,Messer::N,пеель,nož
479,Nagel::N,эске,čavao
480,Netz::N,алтыма,mreža
481,Haken::N,кечказ,kuka
482,Griff::N,кедне,držak
483,Griff::N,кедне,ručica
484,Schloss::N,замок,brava
485,Schloss::N,панжома,brava
486,Bild::N,картина,slika
487,Figur::N,рунго,figura
488,Puppe::N,няка,lutka
489,Beutel::N,кескав,kesa
490,Bündel::N,керькс,snop
491,Bündel::N,керькс,svežanj
492,Tasche::N,юдма,torba
493,Tasche::N,юдма,taška
494,Eimer::N,ведра,kabao
495,Deckel::N,велькс,poklopac
496,Geschirr::N,кедьге,suđe
497,Geschirr::N,кедьге,posuđe
498,Sack::N,кескав,džak
499,Sack::N,кескав,vreća
500,Tasse::N,чакш,šalica
501,Topf::N,кастрюля,lonac
502,Kessel::N,котёл,kazan
503,Essen::N,ярсамо,obrok
504,Nahrung::N,ярсамопель,hrana
505,Speise::N,ярсамопель,jelo
506,Fleisch::N,сывель,meso
507,Getreide::N,сюро,žito
508,Getreide::N,сюро,žitarice
509,Brei::N,каша,kaša
510,Brot::N,кши,kruh
511,Scheibe::N,кочом,kriška
512,Scheibe::N,сускомо,kriška
513,Fett::N,куя,mast
514,Fett::N,куя,salo
515,Butter::N,ой,buter
516,Butter::N,ой,maslac
517,Öl::N,ой,ulje
518,Salz::N,сал,sol
519,Suppe::N,ям,supa
520,Honig::N,медь,med
521,Milch::N,ловсо,mlijeko
522,Tee::N,чай,čaj
523,Leder::N,киське,koža
524,Wolle::N,пона,vuna
525,Stoff::N,коцт,štof
526,Stoff::N,коцт,tkanina
527,Nadel::N,салмукс,igla
528,Faden::N,суре,nit
529,Faden::N,суре,konac
530,Knopf::N,пов,dugme
531,Knoten::N,сюлмо,čvor
532,Knoten::N,сюлмо,uzao
533,Farbe::N,артомапель,farba
534,Kleidung::N,оршамот,odjeća
535,Hemd::N,панар,košulja
536,Kragen::N,сиве,ovratnik
537,Ärmel::N,ожа,rukav
538,Hose::N,понкст,hlače
539,Gürtel::N,каркс,pas
540,Gürtel::N,каркс,pojas
541,Mütze::N,чапка,kapa
542,Schuh::N,туфля,cipela
543,Stiefel::N,кем,čizma
544,Ring::N,суркс,prsten
545,Band::N,лента,vrpca
546,Kamm::N,сурсеме,češalj
547,Spiegel::N,чавачамо,zrcalo
548,Spiegel::N,чавачамо,ogledalo
549,Riemen::N,кшнань каркс,kaiš
550,Riemen::N,кшнань каркс,remen
551,Schnur::N,пикс,vrpca
552,Leine::N,ведьме,uzica
553,Decke::N,вельтямо,ćebe
554,Decke::N,вельтямо,pokrivač
555,Kissen::N,тодов,jastuk
556,Tuch::N,паця,rubac
557,Tuch::N,паця,marama
558,Handtuch::N,нардамо,ručnik
559,Kraft::N,вий,snaga
560,Stärke::N,виевчи,jakost
561,Gesundheit::N,шумбрачи,zdravlje
562,Krankheit::N,орма,bolest
563,Krankheit::N,сэредема,bolest
564,Schmerz::N,сэредькс,bol
565,Wunde::N,керявкс,rana
566,Fieber::N,маштыкс,groznica
567,Arznei::N,ормаменькс,lijek
568,Brücke::N,сэдь,most
569,Brücke::N,сэдь,ćuprija
570,Brücke::N,мадамо,most
571,Brücke::N,мадамо,ćuprija
572,Brunnen::N,лисьма,bunar
573,Brunnen::N,лисьма,zdenac
574,Weide::N,ракшань ванома тарка,paša
575,Weide::N,ракшань ванома тарка,pašnjak
576,Pfad::N,ян,staza
577,Weg::N,ки,put
578,Straße::N,ки,drum
579,Straße::N,ки,cesta
580,Dorf::N,веле,selo
581,Stadt::N,ош,grad
582,Stadt::N,ош,varoš
583,Brief::N,сёрма,list
584,Brief::N,сёрма,pismo
585,Buch::N,книга,knjiga
586,Buchstabe::N,буква,slovo
587,Zeitung::N,газета,novine
588,Leben::N,эрямо,život
589,Tod::N,кулома,smrt
590,Grab::N,калмо,raka
591,Kirche::N,церькова,crkva
592,Sünde::N,чумочи,grijeh
593,Gott::N,паз,bog
594,Arbeiter::N,робочей,radnik
595,Chef::N,прявт,šef
596,Meister::N,кол тевень тенця,majstor
597,Arzt::N,врач,liječnik
598,Lehrer::N,учитель,učitelj
599,Lehrer::N,тонавтыця,učitelj
600,Geld::N,ярмак,novac
601,Geschäft::N,ладязь тев,posao
602,Geschäft::N,ладязь тев,trgovina
603,Laden::N,лавка,dućan
604,Preis::N,питне,cijena
605,Ware::N,миевкс,roba
606,Ware::N,рамавкс,roba
607,Nutzen::N,паро,korist
608,Nutzen::N,лезэ,korist
609,Reichtum::N,сюпавчи,bogatstvo
610,Welt::N,мир,svijet
611,Welt::N,мастор ланго,svijet
612,Land::N,мастор,zemlja
613,Staat::N,государства,država
614,König::N,король,kralj
615,Macht::N,азорксчи,moć
616,Macht::N,азорксчи,vlast
617,Grenze::N,буен тешкс,granica
618,Krieg::N,война,rat
619,Feind::N,душман,neprijatelj
620,Gewalt::N,нарьгамо,sila
621,Gewalt::N,нарьгамо,nasilje
622,Kampf::N,тюрема,boj
623,Kampf::N,тюрема,borba
624,Bogen[Waffe]::N,нал,luk
625,Pfeil::N,нал,strijela
626,Gewehr::N,ружия,puška
627,Gewehr::N,винтовка,puška
628,Fehler::N,ильведькс,pogreška
629,Fehler::N,ильведькс,griješka
630,Fehler::N,ильведевкс,pogreška
631,Fehler::N,ильведевкс,griješka
632,Lüge::N,манчема,laž
633,Lüge::N,кенгелема,laž
634,Schaden::N,зыян,šteta
635,Unglück::N,зыян,nesreća
636,Schuld::N,чумочи,krivnja
637,Alter::N,шка,dob
638,Schluss::N,пе,kraj
639,Schluss::N,пе,konac
640,Zeit::N,шка,doba
641,Zeit::N,шка,vrijeme
642,Zeit::N,пинге,doba
643,Zeit::N,пинге,vrijeme
644,Tag::N,чи,dan
645,Morgen::N,валске,jutro
646,Mittag::N,чикуншка,podne
647,Abend::N,чокшнэ,veče
648,Abend::N,чокшнэ,večer
649,Nacht::N,ве,noć
650,Woche::N,недля,sedmica
651,Monat::N,ков,mjesec
652,Jahr::N,ие,godina
653,Frühling::N,тундо,proljeće
654,Sommer::N,кизэ,ljeto
655,Herbst::N,сёксь,jesen
656,Winter::N,теле,zima
657,Januar::N,якшамков,januar
658,Januar::N,якшамков,siječanj
659,Februar::N,февраль,veljača
660,Februar::N,февраль,februar
661,März::N,март,mart
662,März::N,март,ožujak
663,April::N,апрель,april
664,April::N,апрель,travanj
665,Mai::N,май,maj
666,Mai::N,май,svibanj
667,Juni::N,июнь,juni
668,Juni::N,июнь,lipanj
669,Juli::N,июль,juli
670,Juli::N,июль,srpanj
671,August::N,август,august
672,August::N,август,kolovoz
673,September::N,сентября,rujan
674,September::N,сентября,septembar
675,Oktober::N,октября,oktobar
676,Oktober::N,октября,listopad
677,November::N,ноября,studeni
678,November::N,ноября,novembar
679,Dezember::N,декабря,prosinac
680,Montag::N,пондельник,ponedjeljak
681,Montag::N,пондельник,ponedjeljnik
682,Dienstag::N,овторник,utorak
683,Dienstag::N,овторник,utornik
684,Mittwoch::N,серёда,srijeda
685,Donnerstag::N,цетьверьг,četvrtak
686,Freitag::N,пеця,petak
687,Samstag::N,субута,subota
688,Samstag::N,шлямочи,subota
689,Sonntag::N,недлячи,nedjelja
690,groß::A,ине,velik
691,groß::A,покш,velik
692,klein::A,вишка,mali
693,klein::A,вишка,malen
694,lang::A,кувака,dug
695,lang::A,кувака,dugačak
696,kurz::A,нурькине,kratak
697,breit::A,келей,širok
698,schmal::A,теине,uski
699,schmal::A,теине,uzak
700,dicht::A,тусто,gust
701,dick[Gegenstand]::A,эчке,debeo
702,dünn::A,човине,tanak
703,fein::A,човине,fin
704,fein::A,човине,tanak
705,fest::A,кеме,čvrst
706,flach::A,лапужа,ravan
707,flach::A,лапужа,plosnat
708,glatt::A,валаня,gladak
709,hart::A,калгодо,tvrd
710,weich::A,чевте,mek
711,weich::A,чевте,mekan
712,rund::A,кеверь,okrugao
713,spitz::A,пшти,oštar
714,spitz::A,пшти,šiljast
715,scharf::A,пшти,oštar
716,scharf::A,пшти,bridak
717,stumpf::A,ношка,tup
718,schwer::A,стака,težak
719,schön::A,мазый,krasan
720,heiß::A,пси,vruć
721,warm::A,лембе,topao
722,kalt::A,якшамо,hladan
723,kühl::A,экше,hladan
724,frisch::A,свежа,svjež
725,feucht::A,летьке,vlažan
726,nass::A,начко,mokar
727,trocken::A,коське,suh
728,voll::A,пешксе,pun
729,leer::A,чаво,prazan
730,offen::A,панжадо,otvoren
731,offen::A,виде,otvoren
732,geschlossen::A,пекстазь,zatvoren
733,geschlossen::A,сёлгозь,zatvoren
734,sauber::A,ванькс,čist
735,schmutzig::A,ливезев,nečist
736,schmutzig::A,ливезев,blatan
737,roh::A,верек,sirov
738,reif::A,кенерезь,zreo
739,lecker::A,тантей,tečan
740,lecker::A,тантей,ukusan
741,süß::A,ламбамо,sladak
742,bitter::A,сэпей,gorak
743,sauer::A,чапамо,kiseo
744,hell::A,валдо,vedar
745,hell::A,валдо,svijetao
746,dunkel::A,чопода,taman
747,schwarz::A,раужо,crn
748,weiß::A,ашо,bio
749,weiß::A,ашо,bijel
750,rot::A,якстере,crven
751,gelb::A,ожо,žut
752,blau::A,сэнь,plav
753,blau::A,сэнь,modar
754,grün::A,пиже,zelen
755,grau::A,шержев,siv
756,bunt::A,сёрмав,šaren
757,billig::A,аволь питней,jeftin
758,teuer::A,питней,skup
759,wertvoll::A,питней,vrijedan
760,wertvoll::A,питней,dragocjen
761,blind::A,сокор,slijep
762,taub::A,амариця,gluh
763,kräftig::A,пек виев,snažan
764,stark::A,виев,jak
765,stark::A,виев,snažan
766,schwach::A,лавшо,slab
767,fett::A,куя,pretio
768,schlank::A,виде ронга,vitak
769,hübsch::A,мазый,zgodan
770,böse::A,кежей,zao
771,böse::A,кежей,opak
772,dumm::A,чавола,glup
773,dumm::A,превтеме,glup
774,faul::A,нузякс,lijen
775,fleißig::A,мелень путыця,radin
776,fleißig::A,мелень путыця,marljiv
777,geizig::A,скупой,škrt
778,klug::A,превей,razborit
779,geschickt::A,маштозь теезь,vješt
780,lieb::A,вадря,drag
781,lustig::A,весёла,veseo
782,sanft::A,сэтьме,blag
783,hungrig::A,вачо,gladan
784,krank::A,сэредиця,bolestan
785,nackt::A,штапо,nag
786,traurig::A,нусманя,tužan
787,traurig::A,нусманя,žalostan
788,lebendig::A,эриця,živ
789,gut::A,паро,dobar
790,schlecht::A,берянь,loš
791,schlecht::A,берянь,rđav
792,richtig::A,виде,tačan
793,richtig::A,виде,ispravan
794,schlimm::A,берянь,zao
795,schlimm::A,берянь,zločest
796,wahr::A,алкуксонь,istinit
797,alt::A,ташто,star
798,neu::A,од,nov
799,ehemalig::A,икелень,bivši
800,alt[Lebewesen]::A,сыре,star
801,jung::A,од,mlad
802,arm::A,кажов,ubog
803,arm::A,кажов,siromašan
804,reich::A,сюпав,bogat
805,bekannt::A,содавикс,poznat
806,berühmt::A,содавикс,čuven
807,berühmt::A,содавикс,slavan
808,fremd::A,лия,tuđ
809,fremd::A,лия,stran
810,fremd::A,асодавикс,tuđ
811,fremd::A,асодавикс,stran
812,verschieden::A,эрьва,razan
813,verschieden::A,эрьва,različan
814,nah::A,а васолонь,blizak
815,fern::A,умонь,dalek
816,fern::A,умонь,daljnji
817,fern::A,кезэрень,dalek
818,fern::A,кезэрень,daljnji
819,linker::A,керш,lijevi
820,rechter::A,вить,desni
821,anderer::A,лия,drugi
822,anderer::A,лия,drugačiji
823,erster::A,васень,prvi
824,erster::A,васенце,prvi
825,zweiter::A,омбоце,drugi
826,dritter::A,колмоце,treći
827,letzter::A,меельце,zadnji
828,allein::ADV,башка,sam
829,allein::ADV,ськамонзо,sam
830,auf einmal::ADV,вейсэ,istodobno
