,Concept_ID,tr,en
79,Boden::N,zemin,ground
80,Erde::N,toprak,earth
81,Staub::N,toz,dust
82,Rauch::N,duman,smoke
83,Funke::N,kıvılcım,spark
84,Feuer::N,ateş,fire
85,Licht::N,ışık,light
86,Schatten::N,gölge,shadow
87,Wetter::N,hava,weather
88,Nebel::N,pus,fog
89,Wolke::N,bulut,cloud
90,Regen::N,yağmur,rain
91,Schnee::N,kar,snow
92,Eis::N,buz,ice
93,Frost::N,don,frost
94,Kälte::N,soğukluk,chill
95,Hitze::N,sıcaklık,heat
96,Raureif::N,kırç,hoarfrost
97,Regenbogen::N,gökkuşağı,rainbow
98,Donner::N,gök gürlemesi,thunder
99,Strömung::N,akıntı,current
100,Strömung::N,cereyan,current
101,Tropfen::N,damla,drop
102,Schaum::N,köpük,foam
103,Schmutz::N,çamur,dirt
104,Schmutz::N,pislik,dirt
105,See::N,göl,lake
106,Sumpf::N,batak,swamp
107,Moor::N,cılgıt,moor
108,Wiese::N,çimen,meadow
109,Wald::N,koru,forest
110,Wald::N,orman,forest
111,Hügel::N,tepe,hill
112,Anhöhe::N,tümsek,elevation
113,Anhöhe::N,yükseklik,elevation
114,Berg::N,dağ,mountain
115,Gipfel::N,zirve,summit
116,Höhle::N,in,cave
117,Höhle::N,mağara,cave
118,Abhang::N,bayır,slope
119,Quelle::N,pınar,source
120,Quelle::N,kaynak,source
121,Bach::N,çay,brook
122,Bach::N,dere,brook
123,Fluss::N,nehir,river
124,Ufer::N,kıyı,shore
125,Ufer::N,sahil,shore
126,Küste::N,kıyı,coast
127,Küste::N,sahil,coast
128,Festland::N,kara,land
129,Meer::N,deniz,sea
130,Bucht::N,koy,cove
131,Bucht::N,körfez,cove
132,Insel::N,ada,island
133,Blume::N,çiçek,flower
134,Gras::N,ot,grass
135,Gras::N,çim,grass
136,Wurzel::N,kök,root
137,Baum::N,ağaç,tree
138,Stamm::N,gövde,trunk
139,Rinde::N,kabuk,bark
140,Ast::N,dal,limb
141,Ast::N,budak,limb
142,Zweig::N,dal,branch
143,Blatt::N,yaprak,leaf
144,Birke::N,huş,birch
145,Kiefer[Baum]::N,çam,pine
146,Weide[Baum]::N,söğüt,willow
147,Tanne::N,çam,fir
148,Tanne::N,köknar,fir
149,Horn::N,boynuz,horn
150,Feder::N,tüy,feather
151,Fell::N,post,fur
152,Flügel::N,kanat,wing
153,Klaue::N,pençe,claw
154,Kralle::N,tırnak,claw
155,Schwanz::N,kuyruk,tail
156,Ei::N,yumurta,egg
157,Nest::N,yuva,nest
158,Bau::N,in,lair
159,Tier::N,hayvan,animal
160,Herde::N,sürü,flock
161,Kuh::N,inek,cow
162,Bulle::N,boğa,bull
163,Pferd::N,at,horse
164,Pferd::N,beygir,horse
165,Schaf::N,koyun,sheep
166,Schwein::N,domuz,pig
167,Hund::N,it,dog
168,Hund::N,köpek,dog
169,Katze::N,kedi,cat
170,Bär::N,ayı,bear
171,Eichhörnchen::N,sincap,squirrel
172,Elch::N,büyük kuzey geyiği,elk
173,Fuchs::N,tilki,fox
174,Hase::N,tavşan,hare
175,Maus::N,fare,mouse
176,Maus::N,sıçan,mouse
177,Wolf::N,kurt,wolf
178,Vogel::N,kuş,bird
179,Schwarm::N,sürü,swarm
180,Huhn::N,tavuk,chicken
181,Hahn::N,horoz,cock
182,Gans::N,kaz,goose
183,Adler::N,kartal,eagle
184,Adler::N,karakuş,eagle
185,Ente::N,ördek,duck
186,Eule::N,baykuş,owl
187,Kranich::N,turna,crane
188,Krähe::N,karga,crow
189,Kuckuck::N,guguk,cuckoo
190,Schwan::N,kuğu,swan
191,Fisch::N,balık,fish
192,Barsch::N,hani,perch
193,Barsch::N,levrek,perch
194,Hecht::N,turnabalığı,pike
195,Schlange[Tier]::N,yılan,snake
196,Wurm::N,kurt,worm
197,Wurm::N,solucan,worm
198,Spinne::N,örümcek,spider
199,Ameise::N,karınca,ant
200,Laus::N,bit,louse
201,Mücke::N,sivrisinek,midge
202,Fliege::N,sinek,fly
203,Schmetterling::N,kelebek,butterfly
204,Beere::N,tane,berry
205,Apfel::N,elma,apple
206,Pilz::N,mantar,mushroom
207,Zwiebel::N,soğan,onion
208,Saat::N,ekin,seed
209,Korn::N,tane,grain
210,Heu::N,kuru ot,hay
211,Schale::N,kabuk,husk
212,Grube::N,çukur,pit
213,Falle::N,tuzak,trap
214,Schlinge::N,ilmik,noose
215,Spur::N,iz,track
216,Asche::N,kül,ashes
217,Dreck::N,pislik,filth
218,Eisen::N,demir,iron
219,Gold::N,altın,gold
220,Silber::N,gümüş,silver
221,Kohle::N,kömür,coal
222,Glas::N,cam,glass
223,Lehm::N,balçık,clay
224,Sand::N,kum,sand
225,Mensch::N,insan,human
226,Mann::N,adam,man
227,Mann::N,erkek,man
228,Frau::N,bayan,woman
229,Kind::N,çocuk,child
230,Junge::N,erkek çocuk,boy
231,Mädchen::N,kız,girl
232,Familie::N,aile,family
233,Großvater::N,dede,grandfather
234,Großvater::N,büyükbaba,grandfather
235,Großmutter::N,nine,grandmother
236,Großmutter::N,büyükanne,grandmother
237,Eltern::N,ebeveyn,parents
238,Eltern::N,ana baba,parents
239,Vater::N,ata,father
240,Vater::N,baba,father
241,Mutter::N,ana,mother
242,Mutter::N,anne,mother
243,Sohn::N,oğul,son
244,Tochter::N,kız,daughter
245,Tochter::N,kız evlât,daughter
246,Bruder::N,abi,brother
247,Bruder::N,erkek kardeş,brother
248,Schwester::N,abla,sister
249,Schwester::N,kız kardeş,sister
250,Onkel::N,dayı,uncle
251,Tante::N,hala,aunt
252,Tante::N,teyze,aunt
253,Ehemann::N,koca,husband
254,Ehefrau::N,karı,wife
255,Freude::N,neşe,joy
256,Freude::N,sevinç,joy
257,Gelächter::N,gülme,laughter
258,Gelächter::N,kahkaha,laughter
259,Glück::N,mutluluk,happiness
260,Kummer::N,dert,grief
261,Kummer::N,keder,grief
262,Wunsch::N,arzu,wish
263,Wunsch::N,istek,wish
264,Lust::N,arzu,desire
265,Lust::N,heves,desire
266,Geist::N,tin,spirit
267,Gedanke::N,fikir,thought
268,Gedanke::N,düşünce,thought
269,Gedächtnis::N,bellek,memory
270,Verstand::N,zekâ,mind
271,Sinn::N,anlam,meaning
272,Grund::N,sebep,reason
273,Wahrheit::N,doğruluk,truth
274,Wahrheit::N,gerçeklik,truth
275,Gespräch::N,görüşme,talk
276,Märchen::N,masal,fairy tale
277,Erzählung::N,öykü,story
278,Erzählung::N,hikâye,story
279,Nachricht::N,haber,message
280,Neuigkeit::N,haber,news
281,Name::N,ad,name
282,Name::N,isim,name
283,Rätsel::N,bilmece,puzzle
284,Rede::N,söylev,speech
285,Rede::N,konuşma,speech
286,Sprache::N,dil,language
287,Sprache::N,lisan,language
288,Stimme::N,ses,voice
289,Wort::N,kelime,word
290,Zeichen::N,işaret,sign
291,Ruf::N,çağırma,call
292,Lärm::N,şamata,noise
293,Lärm::N,gürültü,noise
294,Laut::N,ses,sound
295,Ton::N,ses,tone
296,Lied::N,türkü,song
297,Ruhe::N,sakinlik,calm
298,Leute::N,halk,people
299,Leute::N,insanlar,people
300,Volk::N,ulus,nation
301,Volk::N,millet,nation
302,Arbeit::N,iş,work
303,Arbeit::N,çalışma,work
304,Gast::N,konuk,guest
305,Gast::N,misafir,guest
306,Geschenk::N,hediye,gift
307,Geschenk::N,armağan,gift
308,Spiel::N,oyun,game
309,Gesellschaft::N,çevre,company
310,Gesellschaft::N,arkadaşlık,company
311,Hilfe::N,yardım,help
312,Freund::N,dost,friend
313,Freund::N,arkadaş,friend
314,Kamerad::N,arkadaş,companion
315,Angelegenheit::N,iş,matter
316,Angelegenheit::N,husus,matter
317,Anzahl::N,sayı,count
318,Art::N,çeşit,sort
319,Stück::N,tane,piece
320,Stück::N,parça,piece
321,Teil::N,kısım,part
322,Hälfte::N,yarı,half
323,Kreis::N,daire,circle
324,Kreuz::N,haç,cross
325,Linie::N,hat,line
326,Linie::N,çizgi,line
327,Strich::N,çizgi,stroke
328,Abstand::N,aralık,gap
329,Entfernung::N,mesafe,distance
330,Entfernung::N,uzaklık,distance
331,Gegend::N,yöre,area
332,Platz::N,yer,space
333,Ort::N,yer,place
334,Seite::N,yan,side
335,Seite::N,taraf,side
336,Mitte::N,orta,middle
337,Mitte::N,merkez,middle
338,Gegenstand::N,şey,item
339,Sache::N,iş,thing
340,Sache::N,şey,thing
341,Rand::N,kenar,fringe
342,Kante::N,kenar,edge
343,Ecke::N,köşe,corner
344,Spitze::N,uç,tip
345,Spitze::N,baş,tip
346,Ende::N,uç,end
347,Loch::N,oyuk,hole
348,Loch::N,delik,hole
349,Winkel::N,köşe,angle
350,Muster::N,örnek,pattern
351,Größe::N,büyüklük,size
352,Länge::N,uzunluk,length
353,Höhe::N,yükseklik,height
354,Gewicht::N,ağırlık,weight
355,Menge::N,miktar,amount
356,Haufen::N,küme,heap
357,Haufen::N,yığın,heap
358,Reihe::N,sıra,row
359,Boot::N,kayık,boat
360,Boot::N,sandal,boat
361,Ruder::N,kürek,oar
362,Schlitten::N,kızak,sleigh
363,Ski::N,kayak,ski
364,Lagerfeuer::N,kamp ateşi,campfire
365,Last::N,yük,load
366,Gang::N,gidiş,walk
367,Gang::N,yürüyüş,walk
368,Schritt::N,adım,step
369,Norden::N,kuzey,north
370,Süden::N,güney,south
371,Westen::N,batı,west
372,Osten::N,doğu,east
373,Holz::N,ağaç,wood
374,Holz::N,tahta,wood
375,Brett::N,tahta,board
376,Platte::N,levha,slab
377,Stütze::N,dayak,bracket
378,Stütze::N,destek,bracket
379,Stange::N,çubuk,pole
380,Stock::N,sopa,stick
381,Stock::N,değnek,stick
382,Stab::N,sırık,staff
383,Stab::N,baston,staff
384,Rohr::N,boru,pipe
385,Haus::N,ev,house
386,Heim::N,ev,home
387,Heim::N,yurt,home
388,Ofen::N,soba,stove
389,Fußboden::N,taban,floor
390,Fußboden::N,döşeme,floor
391,Tisch::N,masa,table
392,Stuhl::N,iskemle,chair
393,Stuhl::N,sandalye,chair
394,Wiege::N,beşik,cradle
395,Bett::N,yatak,bed
396,Regal::N,raf,shelf
397,Kiste::N,sandık,box
398,Fenster::N,pencere,window
399,Tür::N,kapı,door
400,Tor::N,kapı,gate
401,Zaun::N,çit,fence
402,Dach::N,dam,roof
403,Dach::N,çatı,roof
404,Leiter::N,merdiven,ladder
405,Besen::N,süpürge,broom
406,Spaten::N,bel,spade
407,Schaufel::N,kürek,shovel
408,Gabel::N,çatal,fork
409,Löffel::N,kaşık,spoon
410,Messer::N,bıçak,knife
411,Nagel::N,çivi,nail
412,Netz::N,ağ,net
413,Haken::N,çengel,hook
414,Griff::N,kulp,handle
415,Griff::N,tutamak,handle
416,Schloss::N,kilit,lock
417,Bild::N,imaj,picture
418,Bild::N,resim,picture
419,Figur::N,şekil,figure
420,Figur::N,heykel,figure
421,Puppe::N,kukla,doll
422,Beutel::N,kese,pouch
423,Beutel::N,torba,pouch
424,Bündel::N,deste,bundle
425,Tasche::N,çanta,bag
426,Eimer::N,kova,bucket
427,Deckel::N,kapak,cover
428,Geschirr::N,kap kacak,dishes
429,Sack::N,torba,sack
430,Tasse::N,fincan,cup
431,Topf::N,tencere,pot
432,Kessel::N,kazan,kettle
433,Essen::N,yemek,meal
434,Nahrung::N,gıda,food
435,Nahrung::N,besin,food
436,Speise::N,yemek,dish
437,Fleisch::N,et,meat
438,Getreide::N,tahıl,corn
439,Getreide::N,hububat,corn
440,Brei::N,ezme,mush
441,Brot::N,ekmek,bread
442,Scheibe::N,dilim,slice
443,Fett::N,yağ,fat
444,Butter::N,tereyağı,butter
445,Öl::N,yağ,oil
446,Öl::N,akar yağ,oil
447,Salz::N,tuz,salt
448,Suppe::N,çorba,soup
449,Honig::N,bal,honey
450,Milch::N,süt,milk
451,Tee::N,çay,tea
452,Leder::N,deri,leather
453,Leder::N,meşin,leather
454,Wolle::N,yün,wool
455,Stoff::N,kumaş,cloth
456,Nadel::N,iğne,needle
457,Faden::N,tire,thread
458,Faden::N,iplik,thread
459,Knopf::N,düğme,button
460,Knoten::N,düğüm,knot
461,Farbe::N,boya,paint
462,Kleidung::N,giyim,clothes
463,Hemd::N,gömlek,shirt
464,Kragen::N,yaka,collar
465,Ärmel::N,yen,sleeve
466,Ärmel::N,elbise kolu,sleeve
467,Hose::N,pantolon,trousers
468,Gürtel::N,kuşak,belt
469,Mütze::N,bere,cap
470,Mütze::N,kasket,cap
471,Schuh::N,kundura,shoe
472,Schuh::N,ayakkabı,shoe
473,Stiefel::N,çizme,boot
474,Ring::N,yüzük,ring
475,Band::N,bağ,ribbon
476,Band::N,şerit,ribbon
477,Kamm::N,tarak,comb
478,Spiegel::N,ayna,mirror
479,Riemen::N,kayış,strap
480,Schnur::N,ip,string
481,Schnur::N,sicim,string
482,Leine::N,kayış,leash
483,Decke::N,örtü,blanket
484,Decke::N,yorgan,blanket
485,Kissen::N,yastık,pillow
486,Tuch::N,bez,scarf
487,Handtuch::N,havlu,towel
488,Kraft::N,güç,force
489,Kraft::N,kuvvet,force
490,Stärke::N,kuvvet,strength
491,Gesundheit::N,sağlık,health
492,Krankheit::N,hastalık,illness
493,Schmerz::N,ağrı,pain
494,Schmerz::N,sancı,pain
495,Wunde::N,yara,wound
496,Fieber::N,ateş,fever
497,Arznei::N,ilâç,medicine
498,Brücke::N,köprü,bridge
499,Brunnen::N,kuyu,well
500,Brunnen::N,çeşme,well
501,Weide::N,otlak,pasture
502,Pfad::N,patika,path
503,Pfad::N,keçiyolu,path
504,Weg::N,yol,way
505,Straße::N,yol,road
506,Straße::N,cadde,road
507,Dorf::N,köy,village
508,Stadt::N,kent,town
509,Stadt::N,şehir,town
510,Brief::N,mektup,letter
511,Buch::N,kitap,book
512,Buchstabe::N,harf,character
513,Zeitung::N,gazete,newspaper
514,Leben::N,hayat,life
515,Tod::N,ölüm,death
516,Grab::N,kabir,grave
517,Kirche::N,kilise,church
518,Sünde::N,günah,sin
519,Gott::N,tanrı,god
520,Arbeiter::N,işçi,worker
521,Chef::N,şef,boss
522,Chef::N,müdür,boss
523,Meister::N,usta,master
524,Arzt::N,hekim,doctor
525,Arzt::N,doktor,doctor
526,Lehrer::N,hoca,teacher
527,Lehrer::N,öğretmen,teacher
528,Geld::N,para,money
529,Geschäft::N,ticaret,business
530,Laden::N,dükkân,shop
531,Preis::N,fiyat,price
532,Ware::N,mal,ware
533,Nutzen::N,fayda,profit
534,Reichtum::N,servet,wealth
535,Reichtum::N,zenginlik,wealth
536,Welt::N,dünya,world
537,Land::N,ülke,country
538,Staat::N,devlet,state
539,König::N,kral,king
540,Macht::N,kudret,power
541,Macht::N,iktidar,power
542,Grenze::N,had,border
543,Grenze::N,sınır,border
544,Krieg::N,savaş,war
545,Feind::N,düşman,enemy
546,Gewalt::N,zor,violence
547,Gewalt::N,cebir,violence
548,Kampf::N,savaş,fight
549,Bogen[Waffe]::N,yay,bow
550,Pfeil::N,ok,arrow
551,Gewehr::N,tüfek,gun
552,Fehler::N,hata,mistake
553,Fehler::N,yanlış,mistake
554,Lüge::N,yalan,lie
555,Schaden::N,zarar,damage
556,Unglück::N,felâket,misfortune
557,Unglück::N,talihsizlik,misfortune
558,Schuld::N,suç,fault
559,Schuld::N,kabahat,fault
560,Alter::N,yaş,age
561,Schluss::N,son,conclusion
562,Zeit::N,zaman,time
563,Tag::N,gün,day
564,Morgen::N,sabah,morning
565,Mittag::N,öğle,noon
566,Abend::N,akşam,evening
567,Nacht::N,gece,night
568,Woche::N,hafta,week
569,Monat::N,ay,month
570,Jahr::N,yıl,year
571,Jahr::N,sene,year
572,Frühling::N,ilkbahar,spring
573,Sommer::N,yaz,summer
574,Herbst::N,güz,autumn
575,Herbst::N,sonbahar,autumn
576,Winter::N,kış,winter
577,Januar::N,ocak,January
578,Februar::N,şubat,February
579,März::N,mart,March
580,April::N,nisan,April
581,Mai::N,mayıs,May
582,Juni::N,haziran,June
583,Juli::N,temmuz,July
584,August::N,ağustos,August
585,September::N,eylül,September
586,Oktober::N,ekim,October
587,November::N,kasım,November
588,Dezember::N,aralık,December
589,Montag::N,pazartesi,Monday
590,Dienstag::N,salı,Tuesday
591,Mittwoch::N,çarşamba,Wednesday
592,Donnerstag::N,perşembe,Thursday
593,Freitag::N,cuma,Friday
594,Samstag::N,cumartesi,Saturday
595,Sonntag::N,pazar,Sunday
596,groß::A,büyük,big
597,klein::A,ufak,little
598,klein::A,küçük,little
599,lang::A,uzun,long
600,kurz::A,kısa,short
601,breit::A,enli,wide
602,breit::A,geniş,wide
603,schmal::A,dar,narrow
604,dicht::A,sık,dense
605,dicht::A,yoğun,dense
606,dick[Gegenstand]::A,kalın,thick
607,dick[Gegenstand]::A,iri,thick
608,dünn::A,ince,thin
609,fein::A,ince,delicate
610,fein::A,narin,delicate
611,fest::A,sabit,firm
612,fest::A,sağlam,firm
613,flach::A,düz,flat
614,flach::A,yassı,flat
615,glatt::A,düz,smooth
616,hart::A,katı,hard
617,weich::A,yumuşak,soft
618,rund::A,yuvarlak,round
619,spitz::A,sivri,pointed
620,scharf::A,keskin,sharp
621,stumpf::A,kör,blunt
622,schwer::A,ağır,heavy
623,schön::A,güzel,beautiful
624,heiß::A,kızgın,hot
625,warm::A,sıcak,warm
626,kalt::A,soğuk,cold
627,kühl::A,serin,cool
628,frisch::A,taze,fresh
629,feucht::A,nemli,damp
630,feucht::A,rutubetli,damp
631,nass::A,yaş,wet
632,nass::A,ıslak,wet
633,trocken::A,kuru,dry
634,voll::A,dolu,full
635,voll::A,dolmuş,full
636,leer::A,boş,empty
637,offen::A,açık,open
638,geschlossen::A,kapalı,closed
639,sauber::A,pak,clean
640,sauber::A,temiz,clean
641,schmutzig::A,pis,dirty
642,schmutzig::A,kirli,dirty
643,roh::A,çiğ,raw
644,reif::A,olgun,ripe
645,lecker::A,lezzetli,delicious
646,süß::A,tatlı,sweet
647,süß::A,şekerli,sweet
648,bitter::A,acı,bitter
649,sauer::A,ekşi,sour
650,hell::A,aydınlık,bright
651,dunkel::A,karanlık,dark
652,schwarz::A,kara,black
653,schwarz::A,siyah,black
654,weiß::A,ak,white
655,weiß::A,beyaz,white
656,rot::A,kırmızı,red
657,gelb::A,sarı,yellow
658,blau::A,mavi,blue
659,grün::A,yeşil,green
660,grau::A,boz,grey
661,bunt::A,renkli,colourful
662,bunt::A,renkli,colorful
663,billig::A,ucuz,cheap
664,teuer::A,pahalı,dear
665,wertvoll::A,değerli,precious
666,blind::A,kör,blind
667,taub::A,sağır,deaf
668,kräftig::A,dinç,powerful
669,kräftig::A,kuvvetli,powerful
670,stark::A,güçlü,strong
671,stark::A,kuvvetli,strong
672,schwach::A,zayıf,weak
673,schwach::A,güçsüz,weak
674,fett::A,şişman,fat
675,schlank::A,narin,slim
676,hübsch::A,güzel,pretty
677,hübsch::A,sevimli,pretty
678,böse::A,kötü,evil
679,dumm::A,aptal,stupid
680,faul::A,tembel,lazy
681,fleißig::A,çalışkan,diligent
682,geizig::A,cimri,stingy
683,klug::A,zekî,clever
684,klug::A,akıllı,clever
685,geschickt::A,becerikli,skilful
686,geschickt::A,becerikli,skillful
687,lieb::A,sevimli,dear
688,lustig::A,neşeli,merry
689,sanft::A,nazik,gentle
690,hungrig::A,aç,hungry
691,krank::A,hasta,sick
692,krank::A,rahatsız,sick
693,nackt::A,çıplak,naked
694,traurig::A,kederli,sad
695,traurig::A,üzüntülü,sad
696,lebendig::A,canlı,living
697,gut::A,iyi,good
698,schlecht::A,kötü,bad
699,richtig::A,doğru,correct
700,schlimm::A,kötü,nasty
701,wahr::A,doğru,true
702,wahr::A,gerçek,true
703,alt::A,eski,old
704,neu::A,yeni,new
705,ehemalig::A,önceki,former
706,alt[Lebewesen]::A,yaşlı,aged
707,jung::A,genç,young
708,arm::A,fakir,poor
709,reich::A,zengin,rich
710,bekannt::A,bilinen,familiar
711,berühmt::A,ünlü,famous
712,berühmt::A,meşhur,famous
713,fremd::A,yabancı,foreign
714,verschieden::A,ayrı,different
715,verschieden::A,farklı,different
716,nah::A,yakın,near
717,nah::A,bitişik,near
718,fern::A,uzak,far
719,linker::A,sol,left
720,rechter::A,sağ,right
721,anderer::A,diğer,other
722,erster::A,ilk,first
723,erster::A,birinci,first
724,zweiter::A,ikinci,second
725,dritter::A,üçüncü,third
726,letzter::A,son,last
727,letzter::A,sonuncu,last
728,allein::ADV,yalnız,alone
729,allein::ADV,tek başına,alone
730,auf einmal::ADV,birden,at once
731,zusammen::ADV,beraber,together
732,zusammen::ADV,birlikte,together
733,lange::ADV,çok,long
734,lange::ADV,uzun,long
735,plötzlich::ADV,ansızın,suddenly
736,plötzlich::ADV,birdenbire,suddenly
737,sofort::ADV,hemen,instantly
738,sofort::ADV,derhal,instantly
739,später::ADV,daha sonra,later
740,jetzt::ADV,şimdi,now
741,heute::ADV,bugün,today
742,morgen::ADV,yarın,tomorrow
743,bald::ADV,yakında,soon
744,dann::ADV,sonra,then
745,gestern::ADV,dün,yesterday
746,einst::ADV,eskiden,once
747,damals::ADV,o zamanlar,at that time
748,danach::ADV,sonradan,afterwards
749,danach::ADV,ondan sonra,afterwards
750,vorher::ADV,önce,before
751,vorher::ADV,önceden,before
752,zuerst::ADV,ilk önce,at first
753,einmal::ADV,bir defa,once
754,manchmal::ADV,bazan,sometimes
755,oft::ADV,sık sık,often
756,oft::ADV,çok defa,often
757,immer::ADV,daima,always
758,immer::ADV,her zaman,always
759,niemals::ADV,asla değil,never
760,niemals::ADV,hiçbir zaman,never
761,hier::ADV,burada,here
762,hierhin::ADV,buraya,hither
763,hierhin::ADV,buraya,to here
764,hierhin::ADV,buraya,here
765,von hier::ADV,buradan,hence
766,dort::ADV,orada,there
767,dort::ADV,şurada,there
768,dorthin::ADV,oraya,thither
769,dorthin::ADV,oraya,there
770,dorthin::ADV,oraya,to there
771,dorthin::ADV,şuraya,thither
772,dorthin::ADV,şuraya,there
773,dorthin::ADV,şuraya,to there
774,geradeaus::ADV,doğru,ahead
775,vorwärts::ADV,ileri,forward
776,rückwärts::ADV,geri,backward
777,zurück::ADV,geriye,back
778,unten::ADV,aşağıda,below
779,hinab::ADV,aşağıya,down
780,oben::ADV,yukarıda,above
781,hinauf::ADV,yukarı,up
782,hinauf::ADV,yukarıya,up
783,überall::ADV,her yerde,everywhere
784,nicht::ADV,-mi-,not
785,nicht::ADV,değil,not
786,ein wenig::ADV,biraz,a little
787,kaum::ADV,dar,hardly
788,kaum::ADV,hemen hemen değil,hardly
789,sehr::ADV,pek,very
790,sehr::ADV,gayet,very
791,so::ADV,öyle,so
792,so::ADV,böyle,so
793,noch::ADV,hâlâ,still
794,noch::ADV,henüz,still
795,nur::ADV,ancak,only
796,nur::ADV,yalnız,only
797,schon::ADV,çoktan,already
798,wieder::ADV,tekrar,again
799,wieder::ADV,yeniden,again
800,vergebens::ADV,boşuna,in vain
801,vor::PRP,önünde,in front of
802,hinter::PRP,arkasında,behind
803,unter::PRP,altında,under
804,durch::PRP,sayesinde,through
805,durch::PRP,ortasından,through
806,neben::PRP,yanında,next to
807,zwischen::PRP,arasında,between
808,wegen::PRP,dolayı,because of
809,dies::PRN,bu,this
810,das::PRN,o,that
811,das::PRN,şu,that
812,alles::PRN,hepsi,everything
813,alles::PRN,her şey,everything
814,ich::PRN,ben,I
815,du::PRN,sen,you
816,du::PRN,sen,thou
817,er::PRN,o,he
818,wir::PRN,biz,we
819,ihr::PRN,siz,you
820,sie::PRN,onlar,they
821,was::FPRN,ne,what
822,wer::FPRN,kim,who
823,wo::FADV,nerede,where
824,wohin::FADV,nereye,where ... to
825,wohin::FADV,nereye,where to
826,wohin::FADV,nereye,where
827,wie::FADV,nasıl,how
828,warum::FADV,neden,why
829,wieviel::FNUM,kaç,how much
830,wieviel::FNUM,ne kadar,how much
831,eins::NUM,bir,one
832,zwei::NUM,iki,two
833,drei::NUM,üç,three
834,vier::NUM,dört,four
835,fünf::NUM,beş,five
836,sechs::NUM,altı,six
837,sieben::NUM,yedi,seven
838,acht::NUM,sekiz,eight
839,neun::NUM,dokuz,nine
840,zehn::NUM,on,ten
841,elf::NUM,on bir,eleven
842,zwölf::NUM,on iki,twelve
843,zwanzig::NUM,yirmi,twenty
844,dreißig::NUM,otuz,thirty
845,vierzig::NUM,kırk,forty
846,fünfzig::NUM,elli,fifty
847,sechzig::NUM,altmış,sixty
848,siebzig::NUM,yetmiş,seventy
849,achtzig::NUM,seksen,eighty
850,neunzig::NUM,doksan,ninety
851,hundert::NUM,yüz,a hundred
852,tausend::NUM,bin,a thousand
853,und::CNJ,ve,and
854,und::CNJ,ile,and
855,oder::CNJ,ya,or
856,oder::CNJ,yahut,or
857,stehen::V,durmak,stand
858,sitzen::V,oturmak,sit
859,liegen::V,yatmak,lie
860,hängen::V,asılı olmak,hang
861,werden::V,olmak,become
862,werden::V,olunmak,become
863,passieren::V,olmak,happen
864,beginnen::V,başlamak,begin
865,enden::V,bitmek,end
866,enden::V,sona ermek,end
867,wechseln::V,değişmek,change
868,aufgehen[Sonne]::V,doğmak,rise
869,untergehen[Sonne]::V,batmak,set
870,scheinen[Sonne]::V,parlamak,shine
871,donnern::V,gök gürlemek,thunder
872,wehen::V,esmek,blow
