,Concept_ID,uk,ka
78,Licht::N,світло,სინათლე
79,Schatten::N,тінь,ლანდი
80,Schatten::N,тінь,ჩრდილი
81,Wetter::N,погода,ამინდი
82,Nebel::N,туман,ნისლი
83,Wolke::N,хмара,ღრუბელი
84,Regen::N,дощ,წვიმა
85,Schnee::N,сніг,თოვლი
86,Eis::N,лід,თოში
87,Eis::N,лід,ყინული
88,Frost::N,мороз,ყინვა
89,Kälte::N,холод,სიცივე
90,Hitze::N,жар,სიცხე
91,Raureif::N,іній,ჭირხლი
92,Raureif::N,іній,თრთვილი
93,Regenbogen::N,райдуга,ცისარტყელა
94,Donner::N,грім,ქუხილი
95,Strömung::N,струмина,დინება
96,Tropfen::N,крапля,წვეთი
97,Schaum::N,піна,ქაფი
98,Schaum::N,піна,დორბლი
99,Schmutz::N,бруд,ჭუჭყი
100,Schmutz::N,бруд,ტალახი
101,See::N,озеро,ტბა
102,Sumpf::N,драговина,ჭაობი
103,Moor::N,болото,ტორფნარი
104,Wiese::N,луг,ველი
105,Wiese::N,луг,მდელო
106,Wiese::N,лука,ველი
107,Wiese::N,лука,მდელო
108,Wald::N,ліс,ტყე
109,Hügel::N,горб,ბორცვი
110,Anhöhe::N,височина,მაღლობი
111,Berg::N,гора,მთა
112,Gipfel::N,вершина,მწვერვალი
113,Höhle::N,печера,მღვიმე
114,Höhle::N,печера,გამოქვებული
115,Abhang::N,схил,ფერდობი
116,Quelle::N,джерело,წყარო
117,Quelle::N,джерело,სათავე
118,Bach::N,струмок,რუ
119,Bach::N,струмок,ნაკადული
120,Fluss::N,річка,მდინარე
121,Ufer::N,берег,კიდე
122,Ufer::N,берег,ნაპირი
123,Küste::N,узбережжя,ნაპირი
124,Festland::N,суша,ხმელეთი
125,Meer::N,море,ზღვა
126,Bucht::N,бухта,ყურე
127,Bucht::N,затока,ყურე
128,Insel::N,острів,კუნძული
129,Blume::N,квітка,ყვავილი
130,Gras::N,трава,ბალახი
131,Wurzel::N,корінь,ძირი
132,Wurzel::N,корінь,ფესვი
133,Baum::N,дерево,ხე
134,Stamm::N,стовбур,ტანი
135,Rinde::N,кора,ქერქი
136,Ast::N,гілка,ტოტი
137,Zweig::N,галузь,შტო
138,Blatt::N,лист,ფოთოლი
139,Birke::N,береза,არყი
140,Kiefer[Baum]::N,сосна,ფიჭვი
141,Weide[Baum]::N,верба,ტირიფი
142,Tanne::N,ялиця,ნაძვი
143,Horn::N,ріг,რქა
144,Feder::N,перо,ფრთა
145,Fell::N,хутро,ტყავი
146,Flügel::N,крило,ფრთა
147,Klaue::N,кіготь,კლანჭი
148,Kralle::N,лапа,ტორი
149,Schwanz::N,хвіст,კუდი
150,Ei::N,яйце,კვერცხი
151,Nest::N,гніздо,ბუდე
152,Bau::N,лігво,სორო
153,Tier::N,тварина,ნადირი
154,Tier::N,тварина,ცხოველი
155,Herde::N,стадо,ფარა
156,Kuh::N,корова,ფური
157,Kuh::N,корова,ძროხა
158,Bulle::N,бик,ხარი
159,Bulle::N,бугай,ხარი
160,Pferd::N,кінь,რაში
161,Pferd::N,кінь,ცხენი
162,Schaf::N,вівця,ცხვარი
163,Schwein::N,свиня,ღორი
164,Hund::N,собака,ძაღლი
165,Katze::N,кішка,კატა
166,Bär::N,ведмідь,დათვი
167,Eichhörnchen::N,білка,ციყვი
168,Elch::N,лось,ცხენ-ირემი
169,Fuchs::N,лисиця,მელა
170,Hase::N,заєць,კურდღელი
171,Maus::N,миша,თაგვი
172,Wolf::N,вовк,მგელი
173,Vogel::N,птах,ჩიტი
174,Vogel::N,птах,ფრინველი
175,Schwarm::N,зграя,გუნდი
176,Huhn::N,курка,დედალი
177,Hahn::N,півень,მამალი
178,Gans::N,гуска,ბატი
179,Adler::N,орел,არწივი
180,Ente::N,качка,იხვი
181,Eule::N,сова,ბუ
182,Kranich::N,журавель,წერო
183,Krähe::N,ворона,ყვავი
184,Kuckuck::N,зозуля,გუგული
185,Schwan::N,лебідь,გედი
186,Fisch::N,риба,თევზი
187,Barsch::N,окунь,ქორჭილა
188,Hecht::N,щука,ქარიყლაპია
189,Schlange[Tier]::N,змія,გველი
190,Wurm::N,черв’як,ჭია
191,Spinne::N,павук,ობობა
192,Ameise::N,мурашка,ჭიანჭველა
193,Laus::N,воша,ტილი
194,Laus::N,воша,მკბენარი
195,Mücke::N,комар,კოღო
196,Fliege::N,муха,ბუზი
197,Schmetterling::N,метелик,პეპელა
198,Beere::N,ягода,კენკრა
199,Apfel::N,яблуко,ვაშლი
200,Pilz::N,гриб,სოკო
201,Zwiebel::N,цибуля,ხახვი
202,Saat::N,сім’я,თესლი
203,Korn::N,зерно,მარცვალი
204,Heu::N,сіно,თივა
205,Schale::N,шкірка,ჩენჩო
206,Grube::N,яма,ორმო
207,Falle::N,пастка,ხაფანგი
208,Schlinge::N,петля,მახე
209,Spur::N,слід,კვალი
210,Asche::N,зола,ფერფლი
211,Asche::N,попіл,ფერფლი
212,Dreck::N,бруд,ტალახი
213,Dreck::N,бруд,სიბინძურე
214,Eisen::N,залізо,რკინა
215,Gold::N,золото,ოქრო
216,Silber::N,срібло,ვერცხლი
217,Kohle::N,вугілля,ნახშირი
218,Glas::N,скло,მინა
219,Lehm::N,глина,თიხა
220,Sand::N,пісок,ქვიშა
221,Mensch::N,людина,ადამიანი
222,Mann::N,чоловік,კაცი
223,Frau::N,жінка,ქალი
224,Kind::N,дитина,ბავშვი
225,Junge::N,хлопець,ვაჟი
226,Mädchen::N,дівчина,გოგო
227,Familie::N,сім’я,ოჯახი
228,Familie::N,родина,ოჯახი
229,Großvater::N,дідусь,პაპა
230,Großvater::N,дідусь,ბაბუა
231,Großmutter::N,бабуся,ბებია
232,Großmutter::N,бабуся,დიდედა
233,Eltern::N,батьки,მშობლები
234,Vater::N,батько,მამა
235,Mutter::N,мати,დედა
236,Sohn::N,син,ვაჟიშვილი
237,Tochter::N,дочка,ქალიშვილი
238,Bruder::N,брат,ძმა
239,Schwester::N,сестра,და
240,Onkel::N,дядько,ბიძა
241,Tante::N,тітка,დეიდა
242,Tante::N,тітка,მამიდა
243,Ehemann::N,чоловік,ქმარი
244,Ehefrau::N,жінка,ცოლი
245,Ehefrau::N,дружина,ცოლი
246,Freude::N,радощі,სიხარული
247,Gelächter::N,сміх,სიცილი
248,Glück::N,щастя,ბედნიერება
249,Kummer::N,горе,მწუხარება
250,Wunsch::N,бажання,წადილი
251,Wunsch::N,бажання,სურვილი
252,Lust::N,бажання,წადილი
253,Geist::N,дух,სული
254,Gedanke::N,думка,ფიქრი
255,Gedächtnis::N,пам’ять,მეხსიერება
256,Verstand::N,розум,ჭკუა
257,Verstand::N,розум,გონება
258,Sinn::N,зміст,მნიშვნელობა
259,Sinn::N,значення,მნიშვნელობა
260,Grund::N,причина,მიზეზი
261,Wahrheit::N,правда,სიმართლე
262,Wahrheit::N,правда,ჭეშმარიტება
263,Gespräch::N,розмова,ბაასი
264,Gespräch::N,розмова,საუბარი
265,Märchen::N,байка,არაკი
266,Märchen::N,байка,ზღაპარი
267,Erzählung::N,повість,თქმულება
268,Erzählung::N,оповідання,თქმულება
269,Nachricht::N,повідомлення,ცნობა
270,Nachricht::N,повідомлення,ამბავი
271,Neuigkeit::N,новина,სიახლე
272,Name::N,ім’я,სახელი
273,Rätsel::N,загадка,გამოცანა
274,Rede::N,промова,სიტყვა
275,Sprache::N,мова,ენა
276,Stimme::N,голос,ხმა
277,Wort::N,слово,სიტყვა
278,Zeichen::N,знак,ნიშანი
279,Ruf::N,оклик,ძახილი
280,Lärm::N,шум,ხმაური
281,Laut::N,звук,ხმა
282,Laut::N,звук,ბგერა
283,Ton::N,тон,ტონი
284,Lied::N,пісня,სიმღერა
285,Ruhe::N,спокій,სიწყნარე
286,Leute::N,люди,ადამიანები
287,Volk::N,народ,ერი
288,Volk::N,народ,ხალხი
289,Arbeit::N,робота,მუშაობა
290,Gast::N,гість,სტუმარი
291,Geschenk::N,подарунок,საჩუქარი
292,Spiel::N,гра,თამაში
293,Gesellschaft::N,товариство,საზოგადოება
294,Hilfe::N,допомога,შველა
295,Hilfe::N,допомога,დახმარება
296,Freund::N,друг,მეგობარი
297,Freund::N,приятель,მეგობარი
298,Kamerad::N,товариш,ამხანაგი
299,Angelegenheit::N,справа,საქმე
300,Anzahl::N,число,ოდენობა
301,Art::N,рід,სახეობა
302,Stück::N,кусок,ნატეხი
303,Teil::N,частина,წილი
304,Hälfte::N,половина,ნახევარი
305,Kreis::N,круг,წრე
306,Kreis::N,коло,წრე
307,Kreuz::N,хрест,ჯვარი
308,Linie::N,лінія,ხაზი
309,Strich::N,штрих,შტრიხი
310,Abstand::N,проміжок,მანძილი
311,Entfernung::N,відстань,სიშორე
312,Gegend::N,місцевість,არე
313,Gegend::N,місцевість,მხარე
314,Platz::N,площа,ფართობი
315,Ort::N,місце,ადგილი
316,Seite::N,сторона,მხარე
317,Mitte::N,середина,შუა
318,Gegenstand::N,предмет,საგანი
319,Sache::N,річ,ნივთი
320,Rand::N,край,კიდე
321,Kante::N,ребро,ნაწიბული
322,Ecke::N,ріг,კუთხე
323,Spitze::N,кінчик,წვეტი
324,Ende::N,кінець,ბოლო
325,Loch::N,діра,ხვრელი
326,Winkel::N,куток,კუთხე
327,Muster::N,узор,მოხატულობა
328,Größe::N,розмір,ზომა
329,Größe::N,розмір,სიდიდე
330,Länge::N,довжина,სიგრძე
331,Höhe::N,висота,სიმაღლე
332,Gewicht::N,вага,წონა
333,Menge::N,кількість,რაოდენობა
334,Haufen::N,купа,გროვა
335,Reihe::N,ряд,რიგი
336,Reihe::N,ряд,წყება
337,Boot::N,човен,გემი
338,Ruder::N,весло,ხოფი
339,Ruder::N,весло,ნიჩაბი
340,Schlitten::N,сани,მარხილი
341,Ski::N,лижа,თხილამური
342,Lagerfeuer::N,вогнище,კოცონი
343,Last::N,тягар,ტვირთი
344,Last::N,вантаж,ტვირთი
345,Gang::N,хід,სვლა
346,Schritt::N,крок,ბიჯი
347,Norden::N,північ,ჩრდილოეთი
348,Süden::N,південь,სამხრეთი
349,Westen::N,захід,დასავლეთი
350,Osten::N,схід,აღმოსავლეთი
351,Holz::N,дрова,ხე
352,Brett::N,дошка,დაფა
353,Brett::N,дошка,ფიცარი
354,Platte::N,плита,თლილი ქვა
355,Stütze::N,підпірка,საყრდენი
356,Stange::N,жердина,ჭოკი
357,Stock::N,палиця,კეტი
358,Stab::N,палиця,ლატანი
359,Rohr::N,труба,მილაკი
360,Haus::N,дім,სახლი
361,Haus::N,хата,სახლი
362,Heim::N,житло,ოჯახის კერა
363,Ofen::N,піч,ღუმელი
364,Fußboden::N,підлога,იატაკი
365,Tisch::N,стіл,სუფრა
366,Tisch::N,стіл,მაგიდა
367,Stuhl::N,стілець,სკამი
368,Wiege::N,колиска,აკვანი
369,Bett::N,ліжко,საწოლი
370,Bett::N,ліжко,სარეცელი
371,Bett::N,постіль,საწოლი
372,Bett::N,постіль,სარეცელი
373,Regal::N,полиця,თაროები
374,Kiste::N,ящик,ყუთი
375,Kiste::N,ящик,სკივრი
376,Fenster::N,вікно,ფანჯარა
377,Fenster::N,вікно,სარკმელი
378,Tür::N,двері,ბჭე
379,Tür::N,двері,კარი
380,Tor::N,ворота,ჭიშკარი
381,Zaun::N,паркан,ღობე
382,Zaun::N,паркан,გალავანი
383,Zaun::N,огорожа,ღობე
384,Zaun::N,огорожа,გალავანი
385,Dach::N,дах,სახურავი
386,Leiter::N,драбина,კიბე
387,Besen::N,мітла,ცოცხი
388,Spaten::N,заступ,ნიჩაბი
389,Schaufel::N,совок,ბარი
390,Schaufel::N,лопата,ბარი
391,Gabel::N,виделка,ჩანგალი
392,Löffel::N,ложка,კოვზი
393,Messer::N,ніж,დანა
394,Nagel::N,цвях,ლურსმანი
395,Netz::N,сіть,ბადე
396,Haken::N,крюк,კავი
397,Haken::N,крюк,კაუჭი
398,Griff::N,ручка,ტარი
399,Griff::N,держак,ტარი
400,Schloss::N,замок,კლიტე
401,Schloss::N,замок,საკეტი
402,Bild::N,картина,სურათი
403,Figur::N,фігура,ფიგურა
404,Puppe::N,лялька,თოჯინა
405,Beutel::N,мішечок,პარკი
406,Beutel::N,торбинка,პარკი
407,Bündel::N,в’язка,გალა
408,Bündel::N,в’язка,ასხმა
409,Tasche::N,сумка,ჩანთა
410,Eimer::N,відро,ჩამჩა
411,Deckel::N,кришка,ხუფი
412,Deckel::N,кришка,სარქველი
413,Geschirr::N,посуд,ჭურჭელი
414,Sack::N,мішок,ტომარა
415,Tasse::N,чашка,ფინჯანი
416,Topf::N,горщик,ქოთანი
417,Kessel::N,котел,ქვაბი
418,Essen::N,їжа,ჭამა
419,Nahrung::N,харч,საზრდო
420,Nahrung::N,харч,საკვები
421,Speise::N,страва,საჭმელი
422,Fleisch::N,м’ясо,ხორცი
423,Getreide::N,хліб,მარცვლოვანი
424,Getreide::N,збіжжя,მარცვლოვანი
425,Brei::N,каша,ფაფა
426,Brot::N,хліб,პური
427,Scheibe::N,скибочка,ნაჭერი
428,Fett::N,жир,ქონი
429,Fett::N,жир,ცხიმი
430,Butter::N,масло,კარაქი
431,Öl::N,олія,ზეთი
432,Salz::N,сіль,მარილი
433,Suppe::N,суп,სუფი
434,Honig::N,мед,თაფლი
435,Milch::N,молоко,რძე
436,Tee::N,чай,ჩაი
437,Leder::N,шкіра,ტყავი
438,Wolle::N,шерсть,მატყლი
439,Stoff::N,тканина,ქსოვილი
440,Nadel::N,голка,ნემსი
441,Faden::N,нитка,ძაფი
442,Faden::N,нитка,მკედი
443,Knopf::N,ґудзик,ღილი
444,Knoten::N,вузол,ნასკვი
445,Farbe::N,фарба,საღებავი
446,Kleidung::N,одяг,ტანსაცმელი
447,Kleidung::N,убрання,ტანსაცმელი
448,Hemd::N,сорочка,ხალათი
449,Hemd::N,сорочка,პერანგი
450,Kragen::N,комір,საყელო
451,Ärmel::N,рукав,სახელო
452,Hose::N,брюки,შარვალი
453,Gürtel::N,пояс,ქამარი
454,Mütze::N,шапка,ქუდი
455,Schuh::N,ботинок,ფეხსაცმელი
456,Stiefel::N,чобіт,ჩექმა
457,Ring::N,кільце,ბეჭედი
458,Band::N,стрічка,ბაფთი
459,Kamm::N,гребінець,სავარცხელი
460,Spiegel::N,дзеркало,სარკე
461,Riemen::N,ремінь,ღვედი
462,Schnur::N,вірьовка,ლარი
463,Leine::N,шворка,ჯაჭვი
464,Decke::N,ковдра,საბანი
465,Kissen::N,подушка,ბალიში
466,Tuch::N,хустка,მაუდი
467,Tuch::N,хустка,თავშალი
468,Handtuch::N,рушник,ხელსახოცი
469,Kraft::N,сила,ძალა
470,Stärke::N,сила,ღონე
471,Gesundheit::N,здоров’я,ჯანმრთელობა
472,Krankheit::N,хвороба,სენი
473,Krankheit::N,хвороба,ავადმყოფობა
474,Schmerz::N,біль,ტკივილი
475,Wunde::N,рана,იარი
476,Wunde::N,рана,ჭრილობა
477,Fieber::N,гарячка,ციება
478,Arznei::N,ліки,წამალი
479,Brücke::N,міст,ხიდი
480,Brunnen::N,колодязь,ჭა
481,Weide::N,пасовище,საძოვარი
482,Pfad::N,стежка,ბილიკი
483,Weg::N,шлях,გზა
484,Weg::N,дорога,გზა
485,Straße::N,вулиця,შარაგზა
486,Dorf::N,село,დაბა
487,Dorf::N,село,სოფელი
488,Stadt::N,місто,ქალაქი
489,Brief::N,лист,წერილი
490,Buch::N,книга,წიგნი
491,Buch::N,книжка,წიგნი
492,Buchstabe::N,буква,ასო
493,Buchstabe::N,літера,ასო
494,Zeitung::N,газета,გაზეთი
495,Leben::N,життя,სიცოცხლე
496,Tod::N,смерть,სიკვდილი
497,Grab::N,могила,სამარე
498,Grab::N,могила,საფლავი
499,Kirche::N,церква,ეკლესია
500,Sünde::N,гріх,ცოდვა
501,Gott::N,бог,ღმერთი
502,Arbeiter::N,робітник,მუშა
503,Chef::N,хазяїн,გამგე
504,Meister::N,умілець,ოსტატი
505,Arzt::N,лікар,ექიმი
506,Arzt::N,лікар,მკურნალი
507,Lehrer::N,вчитель,მასწავლებელი
508,Geld::N,гроші,ფული
509,Geschäft::N,заняття,საქმე
510,Geschäft::N,заняття,ბიზნესი
511,Laden::N,магазин,დუქანი
512,Laden::N,магазин,მაღაზია
513,Laden::N,крамниця,დუქანი
514,Laden::N,крамниця,მაღაზია
515,Preis::N,ціна,ფასი
516,Ware::N,товар,საქონელი
517,Nutzen::N,вигода,ხეირი
518,Nutzen::N,користь,ხეირი
519,Reichtum::N,багатство,სიმდიდრე
520,Welt::N,світ,მსოფლიო
521,Land::N,країна,მხარე
522,Land::N,країна,ქვეყანა
523,Staat::N,держава,სახელმწიფო
524,König::N,король,მეფე
525,Macht::N,влада,ძლიერება
526,Grenze::N,кордон,ზღვარი
527,Krieg::N,війна,ომი
528,Feind::N,ворог,მტერი
529,Gewalt::N,насильство,სისასტიკე
530,Kampf::N,бій,ბრძოლა
531,Kampf::N,боротьба,ბრძოლა
532,Bogen[Waffe]::N,лук,მშვილდი
533,Pfeil::N,стріла,ისარი
534,Pfeil::N,стріла,მახვილი
535,Gewehr::N,рушниця,თოფი
536,Gewehr::N,рушниця,შაშხანა
537,Gewehr::N,гвинтівка,თოფი
538,Gewehr::N,гвинтівка,შაშხანა
539,Fehler::N,помилка,შეცდომა
540,Lüge::N,брехня,სიცრუე
541,Schaden::N,шкода,ვნება
542,Schaden::N,збиток,ვნება
543,Unglück::N,нещастя,ხიფათი
544,Unglück::N,нещастя,უბედურება
545,Schuld::N,провина,ბრალი
546,Alter::N,вік,ასაკი
547,Alter::N,літа,ასაკი
548,Schluss::N,кінець,ბოლო
549,Schluss::N,кінець,დასასრული
550,Zeit::N,час,დრო
551,Tag::N,день,დღე
552,Morgen::N,ранок,დილა
553,Mittag::N,південь,შუადღე
554,Abend::N,вечір,საღამო
555,Nacht::N,ніч,ღამე
556,Woche::N,тиждень,კვირა
557,Monat::N,місяць,თვე
558,Jahr::N,рік,წელი
559,Frühling::N,весна,გაზაფხული
560,Sommer::N,літо,ზაფხული
561,Herbst::N,осінь,შემოდგომა
562,Winter::N,зима,ზამთარი
563,Januar::N,січень,იანვარი
564,Februar::N,лютий,თებერვალი
565,März::N,березень,მარტი
566,April::N,квітень,აპრილი
567,Mai::N,травень,მაისი
568,Juni::N,червень,ივნისი
569,Juli::N,липень,ივლისი
570,August::N,серпень,აგვისტო
571,September::N,вересень,სექტემბერი
572,Oktober::N,жовтень,ოქტომბერი
573,November::N,листопад,ნოემბერი
574,Dezember::N,грудень,დეკემბერი
575,Montag::N,понеділок,ორშაბათი
576,Dienstag::N,вівторок,სამშაბათი
577,Mittwoch::N,середа,ოთხშაბათი
578,Donnerstag::N,четвер,ხუთშაბათი
579,Freitag::N,п’ятниця,პარასკევი
580,Samstag::N,субота,შაბათი
581,Sonntag::N,неділя,კვირა
582,groß::A,великий,დიდი
583,klein::A,малий,მცირე
584,klein::A,малий,პატარა
585,klein::A,маленький,მცირე
586,klein::A,маленький,პატარა
587,lang::A,довгий,გრძელი
588,kurz::A,короткий,მოკლე
589,breit::A,широкий,ფართო
590,breit::A,широкий,განიერი
591,schmal::A,вузький,ვიწრო
592,schmal::A,вузький,წვრილი
593,dicht::A,густий,მჭიდრო
594,dick[Gegenstand]::A,товстий,სქელი
595,dünn::A,тонкий,წვრილი
596,fein::A,дрібний,თხელი
597,fest::A,міцний,მყარი
598,flach::A,плоский,ბრტყელი
599,glatt::A,рівний,გლუ
600,glatt::A,гладенький,გლუ
601,hart::A,твердий,მაგარი
602,weich::A,м’який,რბილი
603,rund::A,круглий,მრგვალი
604,spitz::A,гострокінцевий,წვეტიანი
605,scharf::A,гострий,მჭრელი
606,stumpf::A,тупий,ბლაგვი
607,schwer::A,важкий,მძიმე
608,schön::A,вродливий,ლამაზი
609,heiß::A,жаркий,ცხელი
610,heiß::A,гарячий,ცხელი
611,warm::A,теплий,თბილი
612,kalt::A,холодний,ცივი
613,kühl::A,прохолодний,გრილი
614,frisch::A,свіжий,სუფთა
615,feucht::A,вогкий,ნოტიო
616,nass::A,мокрий,სველი
617,trocken::A,сухий,მშრალი
618,voll::A,повний,სავსე
619,leer::A,пустий,ცარიელი
620,offen::A,відкритий,ღია
621,offen::A,відкритий,გაშლილი
622,geschlossen::A,закритий,დახურული
623,geschlossen::A,зачинений,დახურული
624,sauber::A,чистий,სუფთა
625,sauber::A,чистий,წმინდა
626,sauber::A,охайний,სუფთა
627,sauber::A,охайний,წმინდა
628,schmutzig::A,брудний,ტალახიანი
629,roh::A,сирий,უმი
630,reif::A,зрілий,მწიფე
631,lecker::A,смачний,გემრიელი
632,süß::A,солодкий,ტკბილი
633,bitter::A,гіркий,მწარე
634,sauer::A,кислий,მჟავე
635,hell::A,світлий,ნათელი
636,dunkel::A,темний,ბნელი
637,schwarz::A,чорний,შავი
638,weiß::A,сивий,თეთრი
639,rot::A,червоний,წითელი
640,gelb::A,жовтий,ყვითელი
641,blau::A,синій,ლურჯი
642,blau::A,синій,ცისფერი
643,grün::A,зелений,მწვანე
644,grau::A,сірий,რუხი
645,grau::A,сірий,ნაცრისფერი
646,bunt::A,барвистий,ჭრელი
647,bunt::A,барвистий,ფერადი
648,billig::A,дешевий,იაფი
649,teuer::A,дорогий,ძვირი
650,wertvoll::A,цінний,ღირსიანი
651,blind::A,сліпий,ბრმა
652,taub::A,глухий,ყრუ
653,kräftig::A,могутній,ძალავანი
654,stark::A,сильний,ძლიერი
655,stark::A,сильний,ღონიერი
656,schwach::A,слабкий,სუსტი
657,fett::A,жирний,სქელი
658,fett::A,товстий,სქელი
659,schlank::A,тонкий,გამხდარი
660,schlank::A,стрункий,გამხდარი
661,hübsch::A,чарівний,ეშხიანი
662,hübsch::A,чарівний,მშვენიერი
663,böse::A,злий,ავი
664,böse::A,злий,ბოროტი
665,böse::A,лихий,ავი
666,böse::A,лихий,ბოროტი
667,dumm::A,дурний,ბოთე
668,dumm::A,дурний,სულელი
669,faul::A,ледачий,ზანტი
670,faul::A,ледачий,ზარმაცი
671,fleißig::A,старанний,ბეჯითი
672,fleißig::A,старанний,მუყაითი
673,geizig::A,скупий,ძუნწი
674,klug::A,мудрий,ჭკვიანი
675,klug::A,розумний,ჭკვიანი
676,geschickt::A,умілий,მარჯვე
677,geschickt::A,умілий,გაწაფული
678,lieb::A,милий,სატრფიალო
679,lustig::A,веселий,მხიარული
680,sanft::A,лагідний,ალერსიანი
681,sanft::A,лагідний,გრძნობიერი
682,hungrig::A,голодний,მშიერი
683,krank::A,слабий,სნეული
684,krank::A,слабий,ავადმყოფი
685,nackt::A,голий,ტიტველი
686,traurig::A,сумний,მწუხარე
687,traurig::A,сумний,სევდიანი
688,lebendig::A,живий,ცოცხალი
689,gut::A,добрий,კარგი
690,schlecht::A,поганий,უხეირო
691,schlecht::A,кепський,უხეირო
692,richtig::A,правильний,ნამდვილი
693,schlimm::A,бридкий,ცუდი
694,wahr::A,справжній,სწორი
695,wahr::A,справжній,ჭეშმარიტი
696,alt::A,старий,ძველი
697,neu::A,новий,ახალი
698,ehemalig::A,колишній,ყოფილი
699,alt[Lebewesen]::A,старий,ბებერი
700,jung::A,молодий,ნორჩი
701,jung::A,молодий,ახალგაზრდა
702,arm::A,бідний,ღარიბი
703,reich::A,багатий,მდიდარი
704,bekannt::A,знайомий,ცნობილი
705,berühmt::A,славетний,გამოჩენილი
706,fremd::A,чужий,უცხო
707,fremd::A,чужий,გარეშე
708,verschieden::A,різний,სხვაგვარი
709,nah::A,близький,ახლო
710,fern::A,далекий,შორი
711,fern::A,далекий,შორეული
712,linker::A,лівий,მარცხენა
713,rechter::A,правий,მარჯვენა
714,anderer::A,інакший,სხვა
715,erster::A,перший,პირველი
716,zweiter::A,другий,მეორე
717,dritter::A,третій,მესამე
718,letzter::A,останній,ბოლო
719,letzter::A,останній,უკანასკნელი
720,allein::ADV,сам,მარტო
721,allein::ADV,один,მარტო
722,auf einmal::ADV,відразу,ერთდროულად
723,zusammen::ADV,разом,ერთად
724,zusammen::ADV,спільно,ერთად
725,lange::ADV,довго,დიდხანს
726,plötzlich::ADV,раптом,მოულოდნელად
727,sofort::ADV,зараз,ახლავე
728,später::ADV,пізніше,მოგვიანებით
729,jetzt::ADV,тепер,ახლა
730,heute::ADV,сьогодні,დღეს
731,morgen::ADV,завтра,ხვალ
732,bald::ADV,незабаром,მალე
733,dann::ADV,потім,მერე
734,gestern::ADV,вчора,გუშინ
735,einst::ADV,колись,ოდესღაც
736,damals::ADV,тоді,მაშინ
737,danach::ADV,згодом,მერმე
738,danach::ADV,згодом,შემდეგ
739,vorher::ADV,раніше,ადრე
740,vorher::ADV,раніше,წინათ
741,zuerst::ADV,спершу,ჯერ
742,zuerst::ADV,спочатку,ჯერ
743,einmal::ADV,один раз,ერთხელ
744,manchmal::ADV,іноді,ხან
