,Concept_ID,fa,ka
1352,spülen::V,شستن,გაავლებს
1353,fegen::V,جارو کردن,დაბლანდავს
1354,kehren::V,جارو کردن,დაგვის
1355,baden::V,شنا کردن,ბანაობს
1356,baden::V,حمام کردن,ბანაობს
1357,sich waschen::V,شستشو کردن,იბანება
1358,ausziehen::V,درآوردن,გაიხდის
1359,anziehen::V,پوشیدن,ჩაიცვამს
1360,sich anziehen::V,لباس پوشیدن,ჩაიცვამს
1361,kämmen::V,شانه زدن,დავარცხნის
1362,schmücken::V,زینت دادن,მორთავს
1363,sagen::V,گفتن,იტყვის
1364,sprechen::V,حرف زدن,ლაპარაკობს
1365,sprechen::V,صحبت کردن,ლაპარაკობს
1366,reden::V,حرف زدن,საუბრობს
1367,reden::V,صحبت کردن,საუბრობს
1368,sich unterhalten::V,گپ زدن,ბაასობს
1369,sich unterhalten::V,گپ زدن,მუსაიფობს
1370,fragen::V,پرسیدن,ჰკითხავს
1371,fragen::V,سؤال کردن,ჰკითხავს
1372,bitten::V,خواهش کردن,სთხოვს
1373,bitten::V,درخواست کردن,სთხოვს
1374,erzählen::V,نقل کردن,მოუთხრობს
1375,erzählen::V,حکایت کردن,მოუთხრობს
1376,mitteilen::V,خبر دادن,აუწყებს
1377,mitteilen::V,خبر دادن,აცნობებს
1378,nennen::V,نامیدن,უწოდებს
1379,rufen::V,صدا کردن,დაუძახებს
1380,prahlen::V,پز آمدن,ტრაბახობს
1381,übersetzen::V,ترجمه کردن,გადათარგმნის
1382,denken::V,فکر کردن,ფიქრობს
1383,denken::V,فکر کردن,აზროვნებს
1384,glauben::V,باور کردن,სჯერა
1385,glauben::V,عقیده داشتن,სჯერა
1386,bemerken::V,متوجه شدن,შენიშვნავს
1387,erkennen::V,شناختن,გამოიცნობს
1388,erkennen::V,تشخیص دادن,გამოიცნობს
1389,begreifen::V,فهمیدن,გაიგებს
1390,begreifen::V,درک کردن,გაიგებს
1391,verstehen::V,فهمیدن,გაიგონებს
1392,lernen::V,آموختن,ისწავლის
1393,lernen::V,یاد گرفتن,ისწავლის
1394,wissen::V,دانستن,ეცოდინება
1395,sich erinnern an::V,به یاد آوردن,მოიგონებს
1396,sich erinnern an::V,به یاد آوردن,გაიხსენებს
1397,vergessen::V,فراموش کردن,ივიწყებს
1398,messen::V,اندازه گرفتن,ზომავს
1399,zählen::V,شمردن,ითვლის
1400,rechnen::V,حساب کردن,გაიანგარიშებს
1401,lesen::V,خواندن,კითხულობს
1402,malen::V,نقاشی کردن,ხატავს
1403,zeichnen::V,کشیدن,ხაზავს
1404,zeichnen::V,رسم کردن,ხაზავს
1405,schreiben::V,نوشتن,დაწერს
1406,besitzen::V,داشتن,ექნება
1407,kaufen::V,خریدن,ყიდულობს
1408,kaufen::V,خرید کردن,ყიდულობს
1409,verkaufen::V,فروختن,გაყიდის
1410,bezahlen::V,پرداختن,გადაიხდის
1411,zahlen::V,پرداخت کردن,გადაიხდის
1412,beherrschen::V,مسلط بودن,ფლობს
1413,ertragen::V,تحمل کردن,მოითმენს
