,Concept_ID,fa,ka
144,Festland::N,خشکی,ხმელეთი
145,Meer::N,دریا,ზღვა
146,Bucht::N,خلیج,ყურე
147,Insel::N,جزیره,კუნძული
148,Blume::N,گل,ყვავილი
149,Gras::N,علف,ბალახი
150,Wurzel::N,ریشه,ძირი
151,Wurzel::N,ریشه,ფესვი
152,Baum::N,درخت,ხე
153,Stamm::N,تنه,ტანი
154,Rinde::N,توژ,ქერქი
155,Rinde::N,پوست,ქერქი
156,Ast::N,شاخه,ტოტი
157,Zweig::N,شاخه,შტო
158,Blatt::N,برگ,ფოთოლი
159,Birke::N,غان,არყი
160,Kiefer[Baum]::N,کاج,ფიჭვი
161,Weide[Baum]::N,بید,ტირიფი
162,Tanne::N,صنوبر,ნაძვი
163,Horn::N,شاخ,რქა
164,Feder::N,پر,ფრთა
165,Fell::N,خز,ტყავი
166,Flügel::N,پر,ფრთა
167,Flügel::N,بال,ფრთა
168,Klaue::N,چنگ,კლანჭი
169,Klaue::N,پنجه,კლანჭი
170,Kralle::N,پنجه,ტორი
171,Schwanz::N,دم,კუდი
172,Ei::N,تخم,კვერცხი
173,Nest::N,لانه,ბუდე
174,Bau::N,بنا,სორო
175,Bau::N,ساختمان,სორო
176,Tier::N,هیوان,ნადირი
177,Tier::N,هیوان,ცხოველი
178,Herde::N,رمه,ფარა
179,Kuh::N,گاو,ფური
180,Kuh::N,گاو,ძროხა
181,Bulle::N,گاو نر,ხარი
182,Pferd::N,اسب,რაში
183,Pferd::N,اسب,ცხენი
184,Schaf::N,گوسفند,ცხვარი
185,Schwein::N,خوک,ღორი
186,Hund::N,سگ,ძაღლი
187,Katze::N,گربه,კატა
188,Bär::N,خرس,დათვი
189,Eichhörnchen::N,سنجاب,ციყვი
190,Elch::N,گوزن شمالی,ცხენ-ირემი
191,Fuchs::N,روباه,მელა
192,Hase::N,خرگوش,კურდღელი
193,Maus::N,موش,თაგვი
194,Wolf::N,گرگ,მგელი
195,Vogel::N,پرنده,ჩიტი
196,Vogel::N,پرنده,ფრინველი
197,Schwarm::N,دسته,გუნდი
198,Huhn::N,مرغ,დედალი
199,Hahn::N,خروس,მამალი
200,Gans::N,غاز,ბატი
201,Adler::N,عقاب,არწივი
202,Ente::N,اردک,იხვი
203,Ente::N,مرغابی,იხვი
204,Eule::N,جغد,ბუ
205,Kranich::N,درنا,წერო
206,Krähe::N,زاغ,ყვავი
207,Krähe::N,کلاغ,ყვავი
208,Kuckuck::N,فاخته,გუგული
209,Schwan::N,قو,გედი
210,Fisch::N,ماهی,თევზი
211,Barsch::N,ماهی خاردار,ქორჭილა
212,Hecht::N,اردک ماهی,ქარიყლაპია
213,Schlange[Tier]::N,مار,გველი
214,Wurm::N,کرم,ჭია
215,Spinne::N,عنکبوت,ობობა
216,Ameise::N,مورچه,ჭიანჭველა
217,Laus::N,شپش,ტილი
218,Laus::N,شپش,მკბენარი
219,Mücke::N,پشه,კოღო
220,Fliege::N,مگس,ბუზი
221,Schmetterling::N,پروانه,პეპელა
222,Beere::N,گیله,კენკრა
223,Apfel::N,سیب,ვაშლი
224,Pilz::N,قارچ,სოკო
225,Zwiebel::N,پیاز,ხახვი
226,Saat::N,بذر,თესლი
227,Korn::N,تخم,მარცვალი
228,Korn::N,دانه,მარცვალი
229,Heu::N,علف خشک,თივა
230,Schale::N,پوست,ჩენჩო
231,Grube::N,گودال,ორმო
232,Falle::N,دام,ხაფანგი
233,Schlinge::N,حلقه,მახე
234,Spur::N,رد,კვალი
235,Asche::N,خاکستر,ფერფლი
236,Dreck::N,کثافت,ტალახი
237,Dreck::N,کثافت,სიბინძურე
238,Eisen::N,آهن,რკინა
239,Gold::N,زر,ოქრო
240,Gold::N,طلا,ოქრო
241,Silber::N,نقره,ვერცხლი
242,Kohle::N,زغال,ნახშირი
243,Glas::N,شیشه,მინა
244,Lehm::N,گل,თიხა
245,Sand::N,شن,ქვიშა
246,Sand::N,ماسه,ქვიშა
247,Mensch::N,آدم,ადამიანი
248,Mensch::N,انسان,ადამიანი
249,Mann::N,مرد,კაცი
250,Frau::N,زن,ქალი
251,Kind::N,بچه,ბავშვი
252,Kind::N,کودک,ბავშვი
253,Junge::N,پسر,ვაჟი
254,Mädchen::N,دختر,გოგო
255,Familie::N,فامیل,ოჯახი
256,Familie::N,خانواده,ოჯახი
257,Großvater::N,پدربزرگ,პაპა
258,Großvater::N,پدربزرگ,ბაბუა
259,Großmutter::N,مادر‌بزرگ,ბებია
260,Großmutter::N,مادر‌بزرگ,დიდედა
261,Eltern::N,والدین,მშობლები
262,Eltern::N,پدر‌و‌مادر,მშობლები
263,Vater::N,پدر,მამა
264,Mutter::N,مادر,დედა
265,Sohn::N,پسر,ვაჟიშვილი
266,Tochter::N,دختر,ქალიშვილი
267,Bruder::N,برادر,ძმა
268,Schwester::N,خواهر,და
269,Onkel::N,عمو,ბიძა
270,Onkel::N,دایی,ბიძა
271,Tante::N,عمه,დეიდა
272,Tante::N,عمه,მამიდა
273,Tante::N,خاله,დეიდა
274,Tante::N,خاله,მამიდა
275,Ehemann::N,همسر,ქმარი
276,Ehefrau::N,همسر,ცოლი
277,Freude::N,شادی,სიხარული
278,Gelächter::N,خنده,სიცილი
279,Gelächter::N,قاه‌قاه,სიცილი
280,Glück::N,اقبال,ბედნიერება
281,Kummer::N,غم,მწუხარება
282,Kummer::N,غصه,მწუხარება
283,Wunsch::N,آرزو,წადილი
284,Wunsch::N,آرزو,სურვილი
285,Lust::N,هوس,წადილი
286,Geist::N,روح,სული
287,Gedanke::N,فکر,ფიქრი
288,Gedächtnis::N,حافظه,მეხსიერება
289,Verstand::N,هوش,ჭკუა
290,Verstand::N,هوش,გონება
291,Sinn::N,معنا,მნიშვნელობა
292,Sinn::N,مفهوم,მნიშვნელობა
293,Grund::N,سبب,მიზეზი
294,Grund::N,دلیل,მიზეზი
295,Wahrheit::N,حقیقت,სიმართლე
296,Wahrheit::N,حقیقت,ჭეშმარიტება
297,Gespräch::N,صحبت,ბაასი
298,Gespräch::N,صحبت,საუბარი
299,Gespräch::N,گفتگو,ბაასი
300,Gespräch::N,گفتگو,საუბარი
301,Märchen::N,قصه,არაკი
302,Märchen::N,قصه,ზღაპარი
303,Märchen::N,افسانه,არაკი
304,Märchen::N,افسانه,ზღაპარი
305,Erzählung::N,داستان,თქმულება
306,Nachricht::N,خبر,ცნობა
307,Nachricht::N,خبر,ამბავი
308,Neuigkeit::N,خبر تازه,სიახლე
309,Name::N,اسم,სახელი
310,Rätsel::N,معما,გამოცანა
311,Rede::N,سخن,სიტყვა
312,Sprache::N,زبان,ენა
313,Stimme::N,صدا,ხმა
314,Wort::N,کلمه,სიტყვა
315,Zeichen::N,نشان,ნიშანი
316,Zeichen::N,علامت,ნიშანი
317,Ruf::N,صدا,ძახილი
318,Lärm::N,هیاهو,ხმაური
319,Laut::N,صدا,ხმა
320,Laut::N,صدا,ბგერა
321,Ton::N,آهنگ,ტონი
322,Lied::N,آواز,სიმღერა
323,Lied::N,ترانه,სიმღერა
324,Ruhe::N,آرامش,სიწყნარე
325,Leute::N,مردم,ადამიანები
326,Volk::N,خلق,ერი
327,Volk::N,خلق,ხალხი
328,Arbeit::N,کار,მუშაობა
329,Gast::N,مهمان,სტუმარი
330,Geschenk::N,هدیه,საჩუქარი
331,Spiel::N,بازی,თამაში
332,Gesellschaft::N,جمعیت,საზოგადოება
333,Hilfe::N,کمک,შველა
334,Hilfe::N,کمک,დახმარება
335,Freund::N,دوست,მეგობარი
336,Kamerad::N,رفیق,ამხანაგი
337,Angelegenheit::N,امر,საქმე
338,Angelegenheit::N,قضیه,საქმე
339,Anzahl::N,عده,ოდენობა
340,Anzahl::N,شمار,ოდენობა
341,Art::N,نوع,სახეობა
342,Stück::N,تکه,ნატეხი
343,Stück::N,قطعه,ნატეხი
344,Teil::N,بخش,წილი
345,Teil::N,قسمت,წილი
346,Hälfte::N,نیم,ნახევარი
347,Kreis::N,حلقه,წრე
348,Kreis::N,دایره,წრე
349,Kreuz::N,صلیب,ჯვარი
350,Linie::N,خط,ხაზი
351,Linie::N,سطر,ხაზი
352,Strich::N,خط,შტრიხი
353,Abstand::N,فاصله,მანძილი
354,Entfernung::N,مسافت,სიშორე
355,Gegend::N,منطقه,არე
356,Gegend::N,منطقه,მხარე
357,Platz::N,گنجایش,ფართობი
358,Ort::N,جا,ადგილი
359,Ort::N,محل,ადგილი
360,Ort::N,مکان,ადგილი
361,Seite::N,طرف,მხარე
362,Mitte::N,وسط,შუა
363,Mitte::N,میان,შუა
364,Gegenstand::N,چیز,საგანი
365,Sache::N,چیز,ნივთი
366,Rand::N,کنار,კიდე
367,Rand::N,حاشیه,კიდე
368,Kante::N,لبه,ნაწიბული
369,Ecke::N,گوشه,კუთხე
370,Spitze::N,سر,წვეტი
371,Spitze::N,نوک,წვეტი
372,Ende::N,ته,ბოლო
373,Ende::N,آخر,ბოლო
374,Loch::N,سوراخ,ხვრელი
375,Winkel::N,کنج,კუთხე
376,Muster::N,نقش,მოხატულობა
377,Größe::N,قد,ზომა
378,Größe::N,قد,სიდიდე
379,Größe::N,بزرگی,ზომა
380,Größe::N,بزرگی,სიდიდე
381,Länge::N,طول,სიგრძე
382,Höhe::N,بلندی,სიმაღლე
383,Gewicht::N,وزن,წონა
384,Menge::N,مقدار,რაოდენობა
385,Menge::N,اندازه,რაოდენობა
386,Haufen::N,توده,გროვა
387,Reihe::N,ردیف,რიგი
388,Reihe::N,ردیف,წყება
389,Boot::N,قایق,გემი
390,Ruder::N,پارو,ხოფი
391,Ruder::N,پارو,ნიჩაბი
392,Schlitten::N,سورتمه,მარხილი
393,Ski::N,اسکی,თხილამური
394,Lagerfeuer::N,آتش,კოცონი
395,Last::N,بار,ტვირთი
396,Last::N,سنگینی,ტვირთი
397,Gang::N,راه رفتن,სვლა
398,Schritt::N,قدم,ბიჯი
399,Norden::N,شمال,ჩრდილოეთი
400,Süden::N,جنوب,სამხრეთი
401,Westen::N,غرب,დასავლეთი
402,Osten::N,شرق,აღმოსავლეთი
403,Holz::N,چوب,ხე
404,Brett::N,تخته,დაფა
405,Brett::N,تخته,ფიცარი
406,Platte::N,صفحه,თლილი ქვა
407,Stütze::N,تکیه,საყრდენი
408,Stange::N,میله,ჭოკი
409,Stock::N,چوب,კეტი
410,Stab::N,عصا,ლატანი
411,Rohr::N,لوله,მილაკი
412,Haus::N,منزل,სახლი
413,Heim::N,خانه,ოჯახის კერა
414,Heim::N,کاشانه,ოჯახის კერა
415,Ofen::N,بخاری,ღუმელი
416,Fußboden::N,کف اتاق,იატაკი
417,Tisch::N,میز,სუფრა
418,Tisch::N,میز,მაგიდა
419,Stuhl::N,صندلی,სკამი
420,Wiege::N,گهواره,აკვანი
421,Bett::N,تختخواب,საწოლი
422,Bett::N,تختخواب,სარეცელი
423,Regal::N,قفسه,თაროები
424,Kiste::N,صندوق,ყუთი
425,Kiste::N,صندوق,სკივრი
426,Fenster::N,پنجره,ფანჯარა
427,Fenster::N,پنجره,სარკმელი
428,Tür::N,در,ბჭე
429,Tür::N,در,კარი
430,Tür::N,درب,ბჭე
431,Tür::N,درب,კარი
432,Tor::N,دروازه,ჭიშკარი
433,Zaun::N,حصار,ღობე
434,Zaun::N,حصار,გალავანი
435,Dach::N,بام,სახურავი
436,Leiter::N,نردبان,კიბე
437,Besen::N,جارو,ცოცხი
438,Spaten::N,بیل,ნიჩაბი
439,Schaufel::N,بیل,ბარი
440,Schaufel::N,پارو,ბარი
441,Gabel::N,چنگال,ჩანგალი
442,Löffel::N,قاشق,კოვზი
443,Messer::N,کارد,დანა
444,Nagel::N,میخ,ლურსმანი
445,Netz::N,تور,ბადე
446,Netz::N,شبکه,ბადე
447,Haken::N,قلاب,კავი
448,Haken::N,قلاب,კაუჭი
449,Griff::N,دسته,ტარი
450,Schloss::N,قفل,კლიტე
451,Schloss::N,قفل,საკეტი
452,Bild::N,عکس,სურათი
453,Bild::N,تصویر,სურათი
454,Figur::N,تندیس,ფიგურა
455,Puppe::N,عروسک,თოჯინა
456,Beutel::N,کیسه,პარკი
457,Bündel::N,بسته,გალა
458,Bündel::N,بسته,ასხმა
459,Tasche::N,کیف,ჩანთა
460,Eimer::N,سطل,ჩამჩა
461,Deckel::N,در,ხუფი
462,Deckel::N,در,სარქველი
463,Geschirr::N,ظرف,ჭურჭელი
464,Sack::N,گونی,ტომარა
465,Tasse::N,فنجان,ფინჯანი
466,Topf::N,دیگ,ქოთანი
467,Topf::N,قابلمه,ქოთანი
468,Kessel::N,دیگ,ქვაბი
469,Essen::N,خوراک,ჭამა
470,Nahrung::N,غذا,საზრდო
471,Nahrung::N,غذا,საკვები
472,Speise::N,خوراک,საჭმელი
473,Fleisch::N,گوشت,ხორცი
474,Getreide::N,غله,მარცვლოვანი
475,Brei::N,فرنی,ფაფა
476,Brei::N,حریره,ფაფა
477,Brot::N,نان,პური
478,Scheibe::N,قاچ,ნაჭერი
479,Scheibe::N,لزگه,ნაჭერი
480,Fett::N,چربی,ქონი
481,Fett::N,چربی,ცხიმი
482,Butter::N,کره,კარაქი
483,Öl::N,روغن,ზეთი
484,Salz::N,نمک,მარილი
485,Suppe::N,آش,სუფი
486,Suppe::N,سوپ,სუფი
487,Honig::N,عسل,თაფლი
488,Milch::N,شیر,რძე
489,Tee::N,چای,ჩაი
490,Leder::N,چرم,ტყავი
491,Wolle::N,پشم,მატყლი
492,Stoff::N,پارچه,ქსოვილი
493,Nadel::N,سوزن,ნემსი
494,Faden::N,نخ,ძაფი
495,Faden::N,نخ,მკედი
496,Knopf::N,دکمه,ღილი
497,Knoten::N,گره,ნასკვი
498,Farbe::N,رنگ,საღებავი
499,Kleidung::N,لباس,ტანსაცმელი
500,Kleidung::N,پوشاک,ტანსაცმელი
501,Hemd::N,پیراهن,ხალათი
502,Hemd::N,پیراهن,პერანგი
503,Kragen::N,یقه,საყელო
504,Ärmel::N,آستین,სახელო
505,Hose::N,شلوار,შარვალი
506,Gürtel::N,کمر‌بند,ქამარი
507,Mütze::N,کلاه,ქუდი
508,Schuh::N,کفش,ფეხსაცმელი
509,Stiefel::N,چکمه,ჩექმა
510,Ring::N,حلقه,ბეჭედი
511,Ring::N,انگشتر,ბეჭედი
512,Band::N,نوار,ბაფთი
513,Band::N,روبان,ბაფთი
514,Kamm::N,شانه,სავარცხელი
515,Spiegel::N,آینه,სარკე
516,Riemen::N,تسمه,ღვედი
517,Schnur::N,ریسمان,ლარი
518,Leine::N,قلاده,ჯაჭვი
519,Decke::N,پتو,საბანი
520,Kissen::N,بالش,ბალიში
521,Tuch::N,شال,მაუდი
522,Tuch::N,شال,თავშალი
523,Handtuch::N,حوله,ხელსახოცი
524,Kraft::N,نیرو,ძალა
525,Stärke::N,زور,ღონე
526,Gesundheit::N,سلامتی,ჯანმრთელობა
527,Gesundheit::N,تندرستی,ჯანმრთელობა
528,Krankheit::N,بیماری,სენი
529,Krankheit::N,بیماری,ავადმყოფობა
530,Schmerz::N,درد,ტკივილი
531,Wunde::N,زخم,იარი
532,Wunde::N,زخم,ჭრილობა
533,Fieber::N,تب,ციება
534,Arznei::N,دارو,წამალი
535,Brücke::N,پل,ხიდი
536,Brunnen::N,چاه,ჭა
537,Weide::N,چراگاه,საძოვარი
538,Pfad::N,راه,ბილიკი
539,Weg::N,راه,გზა
540,Weg::N,طریق,გზა
541,Straße::N,راه,შარაგზა
542,Straße::N,جاده,შარაგზა
543,Dorf::N,ده,დაბა
544,Dorf::N,ده,სოფელი
545,Dorf::N,روستا,დაბა
546,Dorf::N,روستا,სოფელი
547,Stadt::N,شهر,ქალაქი
548,Brief::N,نامه,წერილი
549,Buch::N,کتاب,წიგნი
550,Buchstabe::N,حرف,ასო
551,Zeitung::N,روزنامه,გაზეთი
552,Leben::N,عمر,სიცოცხლე
553,Leben::N,زندگی,სიცოცხლე
554,Tod::N,مرگ,სიკვდილი
555,Grab::N,گور,სამარე
556,Grab::N,گور,საფლავი
557,Grab::N,مزار,სამარე
558,Grab::N,مزار,საფლავი
559,Kirche::N,کلیسا,ეკლესია
560,Sünde::N,بزه,ცოდვა
561,Sünde::N,گناه,ცოდვა
562,Gott::N,خدا,ღმერთი
563,Arbeiter::N,کارگر,მუშა
564,Chef::N,رئیس,გამგე
565,Meister::N,استاد,ოსტატი
566,Arzt::N,پزشک,ექიმი
567,Arzt::N,پزشک,მკურნალი
568,Lehrer::N,معلم,მასწავლებელი
569,Lehrer::N,آموزگار,მასწავლებელი
570,Geld::N,پول,ფული
571,Geschäft::N,کار,საქმე
572,Geschäft::N,کار,ბიზნესი
573,Geschäft::N,بیزنس,საქმე
574,Geschäft::N,بیزنس,ბიზნესი
575,Laden::N,دکان,დუქანი
576,Laden::N,دکان,მაღაზია
577,Laden::N,مغازه,დუქანი
578,Laden::N,مغازه,მაღაზია
579,Preis::N,بها,ფასი
580,Preis::N,قیمت,ფასი
581,Ware::N,جنس,საქონელი
582,Ware::N,کالا,საქონელი
583,Nutzen::N,مزیت,ხეირი
584,Nutzen::N,امتیاز,ხეირი
585,Reichtum::N,مال,სიმდიდრე
586,Reichtum::N,ثروت,სიმდიდრე
587,Welt::N,دنیا,მსოფლიო
588,Land::N,کشور,მხარე
589,Land::N,کشور,ქვეყანა
590,Land::N,مملکت,მხარე
591,Land::N,مملکت,ქვეყანა
592,Staat::N,دولت,სახელმწიფო
593,König::N,شاه,მეფე
594,König::N,پادشاه,მეფე
595,Macht::N,قدرت,ძლიერება
596,Macht::N,اختیار,ძლიერება
597,Grenze::N,مرز,ზღვარი
598,Krieg::N,جنگ,ომი
599,Feind::N,دشمن,მტერი
600,Gewalt::N,زور,სისასტიკე
601,Gewalt::N,خشونت,სისასტიკე
602,Kampf::N,نبرد,ბრძოლა
603,Kampf::N,مبارزه,ბრძოლა
604,Bogen[Waffe]::N,کمان,მშვილდი
605,Pfeil::N,تیر,ისარი
606,Pfeil::N,تیر,მახვილი
607,Gewehr::N,تفنگ,თოფი
608,Gewehr::N,تفنگ,შაშხანა
609,Fehler::N,غلط,შეცდომა
610,Fehler::N,اشتباه,შეცდომა
611,Lüge::N,دروغ,სიცრუე
612,Schaden::N,آسیب,ვნება
613,Schaden::N,خسارت,ვნება
614,Unglück::N,بلا,ხიფათი
615,Unglück::N,بلا,უბედურება
616,Schuld::N,گناه,ბრალი
617,Schuld::N,تقصیر,ბრალი
618,Alter::N,سن,ასაკი
619,Alter::N,عمر,ასაკი
620,Schluss::N,انتها,ბოლო
621,Schluss::N,انتها,დასასრული
622,Zeit::N,وقت,დრო
623,Zeit::N,زمان,დრო
624,Tag::N,روز,დღე
625,Morgen::N,صبح,დილა
626,Mittag::N,ظهر,შუადღე
627,Abend::N,شب,საღამო
628,Abend::N,عصر,საღამო
629,Nacht::N,شب,ღამე
630,Woche::N,هفته,კვირა
631,Monat::N,ماه,თვე
632,Jahr::N,سال,წელი
633,Frühling::N,بهار,გაზაფხული
634,Sommer::N,تابستان,ზაფხული
635,Herbst::N,پاییز,შემოდგომა
636,Winter::N,زمستان,ზამთარი
637,Januar::N,ژانویه,იანვარი
638,Februar::N,فوریه,თებერვალი
639,März::N,مارس,მარტი
640,April::N,آوریل,აპრილი
641,Mai::N,مه,მაისი
642,Juni::N,ژوئن,ივნისი
643,Juli::N,ژویه,ივლისი
644,August::N,اوت,აგვისტო
645,September::N,سپتامبر,სექტემბერი
646,Oktober::N,اکتبر,ოქტომბერი
647,November::N,نوامبر,ნოემბერი
648,Dezember::N,دسامبر,დეკემბერი
649,Montag::N,دو‌شنبه,ორშაბათი
650,Dienstag::N,سه‌شنبه,სამშაბათი
651,Mittwoch::N,چهار‌شنبه,ოთხშაბათი
652,Donnerstag::N,پنج شنبه,ხუთშაბათი
653,Freitag::N,جمعه,პარასკევი
654,Samstag::N,شنبه,შაბათი
655,Sonntag::N,یکشنبه,კვირა
656,groß::A,بزرگ,დიდი
657,klein::A,کوچک,მცირე
658,klein::A,کوچک,პატარა
659,lang::A,بلند,გრძელი
660,kurz::A,کوتاه,მოკლე
661,breit::A,پهن,ფართო
662,breit::A,پهن,განიერი
663,schmal::A,تنگ,ვიწრო
664,schmal::A,تنگ,წვრილი
665,schmal::A,نازک,ვიწრო
666,schmal::A,نازک,წვრილი
667,dicht::A,چگال,მჭიდრო
668,dicht::A,انبوه,მჭიდრო
669,dick[Gegenstand]::A,ضخیم,სქელი
670,dünn::A,نازک,წვრილი
671,fein::A,ریز,თხელი
672,fein::A,باریک,თხელი
673,fest::A,محکم,მყარი
674,flach::A,صاف,ბრტყელი
675,flach::A,مسطح,ბრტყელი
676,glatt::A,لیز,გლუ
677,hart::A,سفت,მაგარი
678,weich::A,نرم,რბილი
679,weich::A,ملایم,რბილი
680,rund::A,گرد,მრგვალი
681,spitz::A,تیز,წვეტიანი
682,spitz::A,نوک‌تیز,წვეტიანი
683,scharf::A,تیز,მჭრელი
684,scharf::A,برنده,მჭრელი
685,stumpf::A,کند,ბლაგვი
686,schwer::A,سنگین,მძიმე
687,schön::A,زیبا,ლამაზი
688,heiß::A,داغ,ცხელი
689,warm::A,گرم,თბილი
690,kalt::A,سرد,ცივი
691,kühl::A,خنک,გრილი
692,frisch::A,تازه,სუფთა
693,feucht::A,مرطوب,ნოტიო
694,nass::A,تر,სველი
695,nass::A,خیش,სველი
696,trocken::A,خشک,მშრალი
697,voll::A,پر,სავსე
698,leer::A,خالی,ცარიელი
699,offen::A,باز,ღია
700,offen::A,باز,გაშლილი
701,geschlossen::A,بسته,დახურული
702,sauber::A,پاک,სუფთა
703,sauber::A,پاک,წმინდა
704,sauber::A,تمیز,სუფთა
705,sauber::A,تمیز,წმინდა
706,schmutzig::A,کثیف,ტალახიანი
707,schmutzig::A,آلوده,ტალახიანი
708,roh::A,خام,უმი
709,reif::A,رسیده,მწიფე
710,lecker::A,لذیذ,გემრიელი
711,lecker::A,خوشمزه,გემრიელი
712,süß::A,شیرین,ტკბილი
713,bitter::A,تلخ,მწარე
714,sauer::A,ترش,მჟავე
715,hell::A,روشن,ნათელი
716,dunkel::A,تاریک,ბნელი
717,schwarz::A,سیاه,შავი
718,weiß::A,سفید,თეთრი
719,rot::A,سرخ,წითელი
720,rot::A,قرمز,წითელი
721,gelb::A,زرد,ყვითელი
