,Concept_ID,kv,xal
90,Schaum::N,быг,көөсн
91,Schmutz::N,нять,кир
92,See::N,ты,нур
93,Sumpf::N,арай,унул
94,Moor::N,нюр,улм
95,Wiese::N,видз,хадлһн
96,Wald::N,вӧр,ө-модн
97,Hügel::N,мыльк,толһа
98,Anhöhe::N,вывтас,хамр
99,Anhöhe::N,вылынін,хамр
100,Berg::N,керӧс,уул
101,Gipfel::N,йыв,ора
102,Höhle::N,нора,хадин көндә
103,Abhang::N,покат,ташу
104,Quelle::N,больган,булг
105,Bach::N,шор,һооҗур
106,Fluss::N,ю,һол
107,Ufer::N,берег,көвә
108,Küste::N,берег,көвә
109,Küste::N,берег,теңгсин көвә
110,Festland::N,му,хүүрә һазр
111,Meer::N,море,теңгс
112,Bucht::N,курья,цекә
113,Bucht::N,курья,теңгсин цекә
114,Blume::N,цветок,цецг
115,Gras::N,турун,ноһан
116,Wurzel::N,вуж,уңг
117,Baum::N,пу,модн
118,Stamm::N,мыр,шилв
119,Stamm::N,мыр,һол модн
120,Stamm::N,кер,шилв
121,Stamm::N,кер,һол модн
122,Rinde::N,кач,көрсн
123,Ast::N,ув,ац
124,Zweig::N,ув,ац
125,Blatt::N,лист,хамтхасн
126,Birke::N,кыдз,хусм модн
127,Kiefer[Baum]::N,пожум,шар харһа
128,Weide[Baum]::N,бадь,удн
129,Tanne::N,кӧз,җөөлн цаһан модн
130,Horn::N,сюр,өвр
131,Feder::N,гӧн,өрвлг
132,Fell::N,кучик,арсн
133,Flügel::N,борд,җивр
134,Klaue::N,гыж,хумсн
135,Kralle::N,кабыр,тавг
136,Schwanz::N,бӧж,сүл
137,Ei::N,кольть,өндгн
138,Nest::N,поз,үр
139,Bau::N,осьта,нүкн
140,Bau::N,нора,нүкн
141,Tier::N,зверь,мал
142,Herde::N,гурт,сүрг мал
143,Kuh::N,мӧс,үкр
144,Bulle::N,ӧшка,бух
145,Pferd::N,вӧв,мөрн
146,Schaf::N,баля,хөн
147,Schwein::N,порсь,һаха
148,Hund::N,пон,ноха
149,Katze::N,кань,мис
150,Bär::N,ош,аю
151,Eichhörnchen::N,ур,кермн
152,Elch::N,вӧр мӧс,хандһа
153,Fuchs::N,руч,арат
154,Hase::N,кӧч,туула
155,Maus::N,шыр,хулһн
156,Wolf::N,кӧин,чон
157,Vogel::N,кай,шовун
158,Schwarm::N,стая,зел
159,Schwarm::N,чукӧр,зел
160,Huhn::N,курӧг,така
161,Hahn::N,петух,эр така
162,Hahn::N,ай курӧг,эр така
163,Gans::N,дзодзог,һалун
164,Adler::N,куч,һәрд
165,Adler::N,кутш,һәрд
166,Ente::N,утка,нуһсн
167,Eule::N,тупка,һурвлһ
168,Kranich::N,тури,тоһрун
169,Krähe::N,рака,шаазһа
170,Kuckuck::N,кӧк,эргин хуцдг
171,Schwan::N,юсь,хун
172,Fisch::N,чери,заһсн
173,Barsch::N,ёкыш,шүрг
174,Hecht::N,сирпинь,цурх
175,Schlange[Tier]::N,змей,моһа
176,Wurm::N,номыр,өтн
177,Spinne::N,черань,аралҗн
178,Ameise::N,кӧдзывкар,шорһлҗн
179,Laus::N,ляпа той,бөөсн
180,Mücke::N,ном,бөкүн
181,Fliege::N,гут,батхн
182,Schmetterling::N,бабыв,эрвәкә
183,Beere::N,ягӧд,бөөлҗрһн
184,Apfel::N,яблоко,альмн
185,Pilz::N,тшак,теңгрин ки
186,Zwiebel::N,грез,мәңгрснә толһа
187,Saat::N,кӧдзыс,буудян экн
188,Korn::N,сю,экн
189,Heu::N,турун,өвсн
190,Schale::N,кыш,хальсн
191,Schale::N,киль,хальсн
192,Grube::N,яма,нүкн
193,Falle::N,нальк,урх
194,Falle::N,нальк,хавх
195,Falle::N,кляпча,урх
196,Falle::N,кляпча,хавх
197,Schlinge::N,лӧч,бүтү
198,Spur::N,туй,мөр
199,Asche::N,пӧим,үмсн
200,Dreck::N,нять,бальчг
201,Eisen::N,кӧрт,төмр
202,Gold::N,зарни,алтн
203,Silber::N,язісь,мөңгн
204,Silber::N,язісь,цаһан мөңгн
205,Kohle::N,шом,нүүрсн
206,Kohle::N,уголь,нүүрсн
207,Glas::N,стекло,шил
208,Lehm::N,сёй,шавр
209,Sand::N,лыа,элсн
210,Mensch::N,морт,күн
211,Mensch::N,морт,күмн
212,Mann::N,мужик,эр
213,Frau::N,инька,күүкд күн
214,Kind::N,кага,үрн
215,Junge::N,зонка,көвүн
216,Mädchen::N,нывкаок,бичкн күүкн
217,Familie::N,семья,бүл
218,Großvater::N,дед,өвк эцк
219,Großvater::N,дед,наһц эцк
220,Großmutter::N,баб,эмг эк
221,Großmutter::N,баб,наһц эк
222,Eltern::N,ай-мам,эк эцк хойр
223,Vater::N,ай,эцк
224,Mutter::N,мам,эк
225,Sohn::N,зон,көвүн
226,Tochter::N,ныв,күүкн
227,Bruder::N,вон,дү көвүн
228,Schwester::N,сой,эгч
229,Schwester::N,сой,дү күүкн
230,Onkel::N,дядь,авһ
231,Onkel::N,дядь,наһцх
232,Tante::N,айӧлӧн сой,наһц эгч
233,Tante::N,ичинь,наһц эгч
234,Ehemann::N,жӧник,залу
235,Ehefrau::N,инь,гергн
236,Freude::N,гаж,байр
237,Freude::N,радъялӧм,байр
238,Gelächter::N,сералӧм,инәдн
239,Glück::N,мичлун,җирһл
240,Glück::N,мичлун,сәәхн җирһл
241,Kummer::N,шог,зовлң
242,Wunsch::N,мӧдӧм,дурн
243,Wunsch::N,охотитӧм,дурн
244,Lust::N,охота,җилвтлһн
245,Geist::N,лов,зөрг
246,Gedanke::N,дума,ухан
247,Gedächtnis::N,тӧдвыв,чееҗин тодлвр
248,Verstand::N,вежӧр,ухан
249,Sinn::N,ылӧс,учр-утх
250,Grund::N,мог,учр
251,Grund::N,мог,шалтан
252,Wahrheit::N,правда,үнн
253,Gespräch::N,сёрни,күүндвүр
254,Märchen::N,сказка,тууль
255,Erzählung::N,висьт,келвр
256,Nachricht::N,юӧр,медүллһн
257,Nachricht::N,висьталӧм,медүллһн
258,Neuigkeit::N,новость,зәңг
259,Name::N,ним,нерн
260,Rätsel::N,загадка,тәәлвртә тууль
261,Rede::N,сёрни,келлһн
262,Sprache::N,кыв,келн
263,Stimme::N,голос,дун
264,Wort::N,кыв,үг
265,Zeichen::N,пас,темдг
266,Ruf::N,чуксӧм,дуудлһн
267,Ruf::N,чукӧстӧм,дуудлһн
268,Lärm::N,шум,шууган
269,Laut::N,шы,ә
270,Ton::N,гор,дун
271,Lied::N,сьыланкыв,дун
272,Ruhe::N,спокой,амулң
273,Leute::N,йӧз,әмтн
274,Volk::N,йӧз,улс
275,Volk::N,народ,улс
276,Arbeit::N,удж,көдлмш
277,Gast::N,гӧсь,гиич
278,Geschenk::N,гӧснеч,белг
279,Geschenk::N,подарок,белг
280,Spiel::N,орсӧм,наадн
281,Gesellschaft::N,компания,олн
282,Hilfe::N,отсӧт,нөкд
283,Freund::N,модз,иньг
284,Freund::N,дружок,иньг
285,Kamerad::N,тӧдса,үр
286,Angelegenheit::N,дело,керг
287,Anzahl::N,лыд,то
288,Art::N,пӧлӧс,зүүл
289,Stück::N,тор,хусг
290,Teil::N,юкӧм,хүв
291,Hälfte::N,джын,өрәл
292,Kreis::N,круг,төгрг
293,Kreuz::N,перна,кирс
294,Linie::N,визь,зурасн
295,Strich::N,кырӧв,татасн
296,Abstand::N,колас,зә
297,Entfernung::N,ылына,һазр
298,Gegend::N,места,һазр
299,Platz::N,места,зә
300,Ort::N,места,бәәрн
301,Seite::N,ладор,тал
302,Seite::N,ладор,хаҗу
303,Seite::N,ладор,хәврһ
304,Mitte::N,шӧр,дунд
305,Gegenstand::N,тор,юмн
306,Sache::N,тор,юмн
307,Rand::N,дор,зах
308,Kante::N,ордлы,ирмәг
309,Ecke::N,пельӧс,өнцг
310,Spitze::N,йыв,үзүр
311,Ende::N,йыв,үзүр
312,Loch::N,осьта,хаһрха
313,Winkel::N,пельӧс,булң
314,Muster::N,сер,намч
315,Größe::N,ыжда,кемҗән
316,Länge::N,кузя,ут
317,Höhe::N,сувда,өндр
318,Höhe::N,вылына,өндр
319,Gewicht::N,сьӧкта,күнд
320,Gewicht::N,сьӧкта,чиңнүр
321,Haufen::N,куча,ова
322,Reihe::N,лёдз,зерг
323,Reihe::N,лёдз,зерглән
324,Boot::N,пыж,оңһц
325,Ruder::N,пелыс,хәәв
326,Schlitten::N,додь,цан
327,Ski::N,лямпа,лыҗ
328,Lagerfeuer::N,бипур,костёр
329,Last::N,тягота,күнд
330,Gang::N,мунӧм,йовлһн
331,Schritt::N,вожмӧв,ишкм
332,Norden::N,ой,ар үзг
333,Süden::N,лун,өмн
334,Süden::N,лун,өмн үзг
335,Westen::N,рытвыв,барун
336,Westen::N,рытвыв,барун үзг
337,Osten::N,асыв,зүн
338,Osten::N,асыв,зүн үзг
339,Holz::N,пу,модн
340,Brett::N,пӧв,харһа
341,Platte::N,плита,хавтха чолун
342,Stütze::N,пика,тулг
343,Stange::N,зор,уньн
344,Stange::N,потш,уньн
345,Stock::N,бедь,модн
346,Stab::N,шест,шуург
347,Rohr::N,труба,турва
348,Haus::N,керку,гер
349,Heim::N,керку,гер-бул
350,Ofen::N,пӧжавны,беш
351,Fußboden::N,джодж,девскр
352,Tisch::N,пызан,ширә
353,Stuhl::N,стул,стул
354,Wiege::N,зыбка,өлгә
355,Wiege::N,зыбка,дүүҗң
356,Bett::N,кровать,орн
357,Bett::N,кровать,орндг
358,Regal::N,джадж,таг
359,Regal::N,джадж,тәвц
360,Kiste::N,ящик,яршг
361,Fenster::N,ӧшын,терз
362,Tür::N,ыбӧс,үүдн
363,Tor::N,ворота,үүдн
364,Tor::N,ворота,өргн үүдн
365,Tor::N,ворота,хашан үүдн
366,Zaun::N,забор,хаша
367,Dach::N,крыша,деевр
368,Leiter::N,лиснич,шат
369,Leiter::N,лиснич,давшур
370,Besen::N,рос,сәвүр
371,Spaten::N,зыр,күрз
372,Schaufel::N,зыр,совг
373,Gabel::N,вила,серә
374,Löffel::N,пань,ухр
375,Messer::N,пурт,утх
376,Nagel::N,кӧрттув,хадасн
377,Netz::N,кыйӧт,гөлм
378,Haken::N,ем,дегә
379,Griff::N,пу,иш
380,Griff::N,пу,бәрүл
381,Schloss::N,замок,оньс
382,Bild::N,картина,зург
383,Figur::N,мыгӧр,фигур
384,Puppe::N,акань,наадһа
385,Beutel::N,мешӧк,мишг
386,Bündel::N,нин,багла
387,Bündel::N,нин,боодһа
388,Tasche::N,сумка,сумк
389,Eimer::N,ведра,суулһ
390,Deckel::N,вевт,бүркәсн
391,Geschirr::N,доз,сав
392,Geschirr::N,доз,сав-сарх
393,Geschirr::N,бекӧрпань,сав
394,Geschirr::N,бекӧрпань,сав-сарх
395,Sack::N,мешӧк,мишг
396,Tasse::N,бекӧр,ааһ
397,Topf::N,кастрюля,кастрюль
398,Kessel::N,пӧрт,хәәсн
399,Essen::N,сёйӧм,зоогллһн
400,Nahrung::N,вердан,теҗәл
401,Speise::N,сёян,хот
402,Fleisch::N,яй,махн
403,Getreide::N,сю,хот болҗ эдлгддг цецгүдтә урһмл
404,Brei::N,каша,хаш
405,Brot::N,нянь,өдмг
406,Scheibe::N,шӧрӧм,зүсм
407,Fett::N,гос,өөкн
408,Butter::N,ви,тосн
409,Öl::N,ви,тосн
410,Salz::N,сов,давсн
411,Suppe::N,шыд,шөлн
412,Honig::N,ма,бал
413,Milch::N,йӧв,үсн
414,Tee::N,чай,цә
415,Leder::N,кучик,арсн
416,Wolle::N,гӧн,утцн
417,Wolle::N,гӧн,эд
418,Stoff::N,дӧра,эд
419,Nadel::N,ем,зүн
420,Faden::N,сунис,утцн
421,Knopf::N,кизь,товч
422,Knoten::N,узӧв,зәңгдә
423,Knoten::N,гӧрӧд,зәңгдә
424,Farbe::N,краска,будг
425,Kleidung::N,паськӧм,хувцн
426,Kleidung::N,паськӧм,хувц-хунр
427,Hemd::N,йӧрнӧс,киилг
428,Kragen::N,воротник,зах
429,Ärmel::N,сос,ханцн
430,Hose::N,вешьян,шалвур
431,Gürtel::N,йи,бүс
432,Mütze::N,шапка,махла
433,Schuh::N,ботинки,башмгуд
434,Stiefel::N,сапог,һосн
435,Ring::N,чунькытш,билцг
436,Band::N,ленточка,лент
437,Kamm::N,сынан,сам
438,Spiegel::N,зеркало,толь
439,Riemen::N,ремень,бүс
440,Schnur::N,гез,деесн
441,Leine::N,повод,бурнтг
442,Leine::N,повод,нохан көтлвр
443,Decke::N,одеяло,көнҗл
444,Kissen::N,подушка,дер
445,Tuch::N,чышьян,альчур
446,Handtuch::N,чышкӧт,полотенц
447,Handtuch::N,чышкӧт,һар-нүүрин альчур
448,Kraft::N,прак,күчн
449,Stärke::N,вын,чидл
450,Gesundheit::N,здоровье,эрүл-менд
451,Krankheit::N,шог,өвчн
452,Schmerz::N,зубыт,өвдлһн
453,Wunde::N,рана,шав
454,Fieber::N,лёк тресся,безг
455,Fieber::N,кынтан шогӧт,безг
456,Arznei::N,лекарство,эм
457,Brücke::N,пос,тагт
458,Brunnen::N,колодец ,худг
459,Weide::N,пода йирсян,малын идг
460,Pfad::N,туй,цувг
461,Weg::N,туй,хаалһ
462,Straße::N,туй,зам
463,Dorf::N,деревня,хотн
464,Stadt::N,город,балһсн
465,Brief::N,гижӧт,бичг
466,Buch::N,книга,дегтр
467,Buchstabe::N,буква,үзг
468,Zeitung::N,газета,газет
469,Leben::N,олан,җирһл
470,Tod::N,кулӧм,үкл
471,Tod::N,кулӧм,өңгрлһн
472,Grab::N,гу,оршалһна нүкн
473,Kirche::N,вичку,чонҗ
474,Sünde::N,грек,нүл
475,Sünde::N,грек,килнц
476,Gott::N,ен,бурхн
477,Arbeiter::N,уджалiсь,көдлмшч
478,Chef::N,начальник,толһач
479,Meister::N,мастер,урн
480,Arzt::N,врач,эмч
481,Lehrer::N,велӧтісь,багш
482,Geld::N,деньга,мөңгн
483,Geschäft::N,удж,көдлмш
484,Laden::N,магазин,лавк
485,Preis::N,дон,үн
486,Ware::N,товар,эд-тавр
487,Nutzen::N,путь,олз
488,Reichtum::N,богатство,зөөр
489,Welt::N,му,орчлң
490,Welt::N,му,делкә
491,Land::N,страна,орн-нутг
492,Staat::N,государство,государств
493,König::N,кан,хан
494,Macht::N,власть,йосн
495,Grenze::N,граница,меҗә
496,Krieg::N,война,дән
497,Feind::N,враг,дәәсн
498,Kampf::N,нярасьӧм,ноолдан
499,Kampf::N,нярасьӧм,бәрлдлһн
500,Kampf::N,вермасьӧм,ноолдан
501,Kampf::N,вермасьӧм,бәрлдлһн
502,Bogen[Waffe]::N,лук,саадг
503,Pfeil::N,ньӧв,сумн
504,Gewehr::N,ружьё,бу
505,Fehler::N,ошибка,алдг
506,Lüge::N,ылӧтӧм,худл
507,Lüge::N,пӧрьялӧм,худл
508,Schaden::N,лёк,хорлт
509,Unglück::N,пик,гүрм
510,Unglück::N,оказзё,гүрм
511,Schuld::N,вина,гем
512,Schuld::N,вина,буру
513,Schluss::N,ком,чилгч
514,Zeit::N,кад,цаг
515,Tag::N,лун,өдр
516,Morgen::N,асыв,өрүн
517,Mittag::N,луншӧр кад,үд
518,Abend::N,рыт,асхн
519,Nacht::N,ой,сө
520,Woche::N,неделя,долан хонг
521,Monat::N,тӧлicь,сар
522,Jahr::N,год,җил
523,Frühling::N,тулыс,хавр
524,Sommer::N,гожум,зун
525,Herbst::N,ар,намр
526,Winter::N,тӧв,үвл
527,Januar::N,январ,январь
528,Februar::N,февраль,февраль
529,März::N,март,март
530,März::N,март,моһа сар
531,April::N,апрель,апрель
532,Mai::N,май,май
533,Juni::N,юнь,июнь
534,Juni::N,юнь,мөчн сар
535,Juli::N,юль,июль
536,August::N,август,август
537,September::N,сентяб,һаха сар
538,Oktober::N,октяб,октябрь
539,November::N,нояб,ноябрь
540,November::N,нояб,үкр сар
541,Dezember::N,декаб,бар сар
542,Montag::N,вильлун,понедельник
543,Dienstag::N,мӧдӧдзлун,вторник
544,Mittwoch::N,шӧрлун,среда
545,Mittwoch::N,шӧрлун,үлмҗ өдр
546,Donnerstag::N,нёльӧдзлун,четверг
547,Donnerstag::N,нёльӧдзлун,пүрвә өдр
548,Freitag::N,витӧдзлун,пятниц
549,Samstag::N,пывсянлун,суббот
550,Sonntag::N,кресення,нарн өдр
551,Sonntag::N,кресення,воскресень
552,groß::A,ыджыт,ик
553,klein::A,учӧтик,бичкн
554,lang::A,кузь,ут
555,kurz::A,дженыт,оһтр
556,breit::A,ота,өргн
557,schmal::A,векнит,уутьхн
558,dicht::A,тшӧк,нигт
559,dick[Gegenstand]::A,кыз,зузан
560,dünn::A,вӧснит,нимгн
561,fein::A,вӧснит,нәрхн
562,fest::A,крепыт,бат
563,flach::A,лапкӧса,хавтха
564,glatt::A,волькыт,тегш
565,glatt::A,волькыт,тиньгр
566,hart::A,чӧрыт,хату
567,weich::A,небыт,җөөлн
568,weich::A,небыт,җөөлкн
569,rund::A,гӧгрӧса,төгрг
570,spitz::A,ёся,шовһр
571,scharf::A,лэчыт,хурц
572,stumpf::A,ныж,мука
573,schwer::A,сьӧкыт,күнд
574,schön::A,басӧк,сәәхн
575,heiß::A,жар,халун
576,warm::A,шоныт,дулан
577,kalt::A,кӧдзыт,киитн
578,kühl::A,сайкыт,серүн
579,frisch::A,виль,серүн
580,feucht::A,вакодь,чиигтә
581,nass::A,ва,чиигтә
582,trocken::A,кӧс,хагсу
583,voll::A,тыра,дүүрң
584,leer::A,тыртӧм,сул
585,leer::A,тыртӧм,хоосн
586,offen::A,оссьӧм,секәтә
587,geschlossen::A,игана,хаалһата
588,geschlossen::A,пӧдана,хаалһата
589,sauber::A,сӧдз,цевр
590,sauber::A,сӧстӧм,цевр
591,schmutzig::A,нятьӧсь,киртә
592,roh::A,путӧм,түүкә
593,reif::A,кисьмалӧм,болсн
594,lecker::A,кӧра ,әмтәхн
595,süß::A,чӧскыт,әмтәхн
596,bitter::A,курыт,һашун
597,bitter::A,курыт,һашута
598,sauer::A,шӧма ,ишклң
599,hell::A,югыт,герлтә
600,dunkel::A,пемыт,харңһу
601,schwarz::A,сьӧд,хар
602,weiß::A,чочком,цаһан
603,rot::A,гӧрд,улан
604,gelb::A,веж,шар
605,blau::A,лӧз,көк
606,grün::A,веж,көк
607,grau::A,руд,бор
608,grau::A,бусӧй,бор
609,bunt::A,быдрӧма,алг
610,bunt::A,быдрӧма,эрәтә
611,billig::A,донтӧм,кимд
612,teuer::A,дона,үнтә
613,wertvoll::A,дона,үнтә
614,wertvoll::A,дона,эрднь
615,blind::A,синтӧм,сохр
616,taub::A,пельтӧм,дүлә
617,kräftig::A,вына,күчтә
618,stark::A,вына,чаңһ
619,schwach::A,некодя,күчн тату
620,fett::A,госа,тарһн
621,schlank::A,статя,эццн
622,hübsch::A,басӧк,көркхн
623,böse::A,лёк,уурта
624,dumm::A,бӧбӧв,тенг
625,dumm::A,вежӧртӧм,тенг
626,faul::A,дыш,залху
627,fleißig::A,уджалicь,кинән
628,fleißig::A,уджалicь,кинмһә
629,geizig::A,жикмӧра,ховдг
630,geizig::A,горшаліcь,ховдг
631,klug::A,авья,ухата
632,klug::A,вежӧра,ухата
633,geschickt::A,кипода,чадмг
634,lieb::A,муса,эңкр
635,lieb::A,дзулиньӧй,эңкр
636,lustig::A,гажа,сергмҗтә
637,lustig::A,гажа,җирһлтә
638,sanft::A,лебезнӧй,номһн
639,hungrig::A,тшыг,өлн
640,hungrig::A,тшыг,харһнсн
641,krank::A,шогалiсь,өвчтә
642,krank::A,шогалiсь,шалтгта
643,nackt::A,куш,нүцкн
644,traurig::A,жугыль,һундлта
645,lebendig::A,ловья,әмд
646,gut::A,бур,сән
647,schlecht::A,умӧль,му
648,schlimm::A,нештӧм,җигшүртә
649,alt::A,важ,хуучн
650,neu::A,виль,шин
651,ehemalig::A,вӧвлӧм,хуучн
652,alt[Lebewesen]::A,года,көгшн
653,alt[Lebewesen]::A,годдэза,көгшн
654,jung::A,том,баһ
655,arm::A,гов,угатя
656,arm::A,беднӧй,угатя
657,reich::A,эма,байн
658,bekannt::A,тӧдса,таньл
659,bekannt::A,тӧдса,таньдг
660,fremd::A,чужӧй,күүнә
661,verschieden::A,быдкодь,әдл биш
662,verschieden::A,быдкодь,йилһәтә
663,nah::A,матiсь,өөрхн
664,fern::A,ылicь,хол
665,linker::A,шульга,зүн
666,rechter::A,веськытланись,барун
667,anderer::A,мукӧд,талдан
668,erster::A,медодзза,негдгч
669,zweiter::A,кыкӧт,хойрдгч
670,dritter::A,куимӧт,һурвдгч
671,dritter::A,куимӧдз,һурвдгч
672,letzter::A,бӧрья,отхн
673,letzter::A,мёдбӧрья,отхн
674,auf einmal::ADV,тшӧтш,нег дәкҗ
675,zusammen::ADV,ӧтлаын,хамдан
676,lange::ADV,дыр,удан
677,plötzlich::ADV,друг,генткн
678,sofort::ADV,тшӧтш,дарунь
679,später::ADV,медбӧрын,сүүлд
680,jetzt::ADV,ӧні,ода
681,heute::ADV,талун,эндр
682,morgen::ADV,ашын,маңһдур
683,bald::ADV,чожа,дарунь
684,dann::ADV,сыбӧрын,дәкәд
685,gestern::ADV,тӧн,өцклдүр
686,einst::ADV,ӧтпыр,нег саамд
687,damals::ADV,сэк,тиигхд
688,damals::ADV,сэки,тиигхд
689,danach::ADV,сэсся,тегәд
690,vorher::ADV,одзжык,урд
691,zuerst::ADV,наперво,түрүләд
692,einmal::ADV,ӧтпыр,нег дәкҗ
693,manchmal::ADV,мукӧдпыр,зәрмдән
694,oft::ADV,-лы-,хара биш
695,oft::ADV,-лы-,хатяр биш
696,oft::ADV,-лы-,дару-дарунь
697,immer::ADV,быдпыр,оньдинд
698,immer::ADV,быдпырся,оньдинд
699,niemals::ADV,некӧр,кезә чмгн биш
700,hier::ADV,татӧн,энд
701,hier::ADV,татӧн,энүнд
702,hierhin::ADV,татчӧ,нааран
703,von hier::ADV,тасянь,эндәс
704,dort::ADV,сэтӧн,тенд
705,dorthin::ADV,сэтчин,тиигән
706,geradeaus::ADV,веськыта,шуд
707,vorwärts::ADV,одзӧ,уралан
708,rückwärts::ADV,бӧр,гедргән
709,zurück::ADV,бӧр,хәрү
710,unten::ADV,увтын,дор
711,hinab::ADV,увтас,дор
712,hinab::ADV,увтас,доракшан
713,oben::ADV,вевдӧрас,деер
714,hinauf::ADV,вывлань,өөдән
715,hinauf::ADV,вывлань,деер
716,hinauf::ADV,вывланьӧ,өөдән
717,hinauf::ADV,вывланьӧ,деер
718,überall::ADV,быдлан,альд болв чигн
719,nicht::ADV,ог,эс
720,nicht::ADV,ог,биш
721,nicht::ADV,ог,бичә
722,ein wenig::ADV,-ышт,баахн
723,ein wenig::ADV,-ышт,баахнар
724,ein wenig::ADV,невна,баахн
725,ein wenig::ADV,невна,баахнар
726,kaum::ADV,ӧдва,әрә
727,sehr::ADV,вывтi,йир
728,so::ADV,сiдз,иигҗ
729,noch::ADV,эшӧ,ода чигн
730,nur::ADV,только,һанцхн
731,schon::ADV,ни,одх
732,wieder::ADV,бӧра,бас
733,vergebens::ADV,весись,киидән
734,vor::PRP,одзас,урд
735,hinter::PRP,бӧрӧ,ца
736,unter::PRP,увтын,дор
737,durch::PRP,пыр,ивт
738,durch::PRP,пыр,дундаһур
739,neben::PRP,бокам,хаҗуд
740,neben::PRP,боксиным,хаҗуд
741,zwischen::PRP,коласас,хоорнд
742,wegen::PRP,понда,көлтә
743,wegen::PRP,понда,деерәс
744,dies::PRN,эта,эн
745,das::PRN,сiя,тер
746,alles::PRN,быдӧс,цуһар
747,ich::PRN,ме,би
748,du::PRN,тэ,чи
749,er::PRN,сiя,тер
750,wir::PRN,мийӧ,мадн
751,ihr::PRN,ті,та
752,sie::PRN,нія,тедн
753,was::FPRN,мый,юн
754,wer::FPRN,кин,кен
755,wo::FADV,кытӧн,хама
756,wohin::FADV,кытчӧ,хамаран
757,wie::FADV,дзик,яһҗ
758,wie::FADV,дзик,яһад
759,warum::FADV,мыля,юңгад
760,warum::FADV,мыйсянь,юңгад
761,wieviel::FNUM,мымда,кедү
762,eins::NUM,ӧт,негн
763,zwei::NUM,кык,хойр
764,drei::NUM,куим,һурвн
765,vier::NUM,нёль,дөрвн
766,fünf::NUM,вит,тавн
767,sechs::NUM,квать,зурһан
768,sieben::NUM,сизим,долан
769,acht::NUM,кыкьямыс,нәәмн
770,neun::NUM,ӧкмыс,йисн
771,zehn::NUM,дас,арвн
772,elf::NUM,дасотік,арвн негн
773,zwölf::NUM,даскык,арвн хойр
774,zwanzig::NUM,кыкдас,хөрн
