,Concept_ID,ta,udm
172,Krähe::N,காகம்,куака
173,Kuckuck::N,குயில்,кикы
174,Schwan::N,அன்னம்,юсь
175,Fisch::N,மீன்,чорыг
176,Barsch::N,பேர்ச்,юш
177,Hecht::N,கோலாச்சி மீன்,чипей
178,Schlange[Tier]::N,பாம்பு,кый
179,Wurm::N,புழு,нумыр
180,Spinne::N,சிலந்தி,чонари
181,Ameise::N,எறும்பு,кузьыли
182,Laus::N,பேன்,тэй
183,Mücke::N,கொசுவினப்பூச்சி,нымы
184,Mücke::N,கொசுவினப்பூச்சி,чибинь
185,Fliege::N,ஈ,кут
186,Schmetterling::N,வண்ணத்துப்பூச்சி,бубыли
187,Beere::N,சதைப்பழம்,узы-боры
188,Apfel::N,ஆப்பிள பழம்,яблок
189,Pilz::N,காளான்,губи
190,Zwiebel::N,வெங்காயம்,сугон
191,Saat::N,விதை,кидыс
192,Korn::N,தானியம்,тысь
193,Heu::N,வைக்கோல்,турын
194,Schale::N,தோல்,кыд
195,Grube::N,குழி,гу
196,Grube::N,குழி,гоп
197,Falle::N,பொறி,налик
198,Schlinge::N,கண்ணி,гиӟ
199,Schlinge::N,கண்ணி,герд
200,Spur::N,சுவடு,пытьы
201,Spur::N,சுவடு,бервыл
202,Asche::N,சாம்பல்,пень
203,Dreck::N,அழுக்கு,дэри
204,Eisen::N,இரும்பு,корт
205,Gold::N,தங்கம்,зарни
206,Silber::N,வெள்ளி,азвесь
207,Kohle::N,நிலக்கரி,эгыр
208,Glas::N,கண்ணாடி,стекло
209,Glas::N,கண்ணாடி,пияла
210,Lehm::N,களிமண்,сюй
211,Sand::N,மணல்,луо
212,Mensch::N,மனிதர்கள்,мурт
213,Mensch::N,மனிதர்கள்,адями
214,Mann::N,மனிதன்,воргорон
215,Frau::N,பெண்,кышномурт
216,Kind::N,குழந்தை,нуны
217,Kind::N,குழந்தை,пинал
218,Junge::N,பையன்,пи
219,Mädchen::N,சிறுமி,ныл
220,Familie::N,குடும்பம்,семья
221,Großvater::N,தாத்தா,песятай
222,Großvater::N,தாத்தா,пересь атай
223,Großmutter::N,பாட்டி,песянай
224,Großmutter::N,பாட்டி,пересь анай
225,Eltern::N,பெற்றோர்,атай-анай
226,Eltern::N,பெற்றோர்,бубы-мумы
227,Vater::N,தந்தை,айы
228,Vater::N,தந்தை,атай
229,Mutter::N,தாய்,мумы
230,Sohn::N,மகன்,пи
231,Tochter::N,மகள்,ныл
232,Bruder::N,சகோதரன்,агай
233,Schwester::N,அக்கா,апа
234,Schwester::N,அக்கா,сузэр
235,Onkel::N,தாய் மாமன்,агай
236,Tante::N,அத்தை,апа
237,Tante::N,அத்தை,кенак
238,Ehemann::N,கணவன்,карт
239,Ehefrau::N,மனைவி,кышно
240,Freude::N,கொண்டாட்டம்,шумпотон
241,Gelächter::N,சிரிப்பு,горем
242,Glück::N,மகிழ்ச்சி,шуд
243,Kummer::N,துயரம்,кайгу
244,Kummer::N,துயரம்,куректон
245,Wunsch::N,விருப்பம்,мылпотон
246,Lust::N,விருப்பம்,потон
247,Geist::N,ஆன்மா,лул
248,Gedanke::N,எண்ணம்,малпан
249,Gedächtnis::N,ஞாபகம்,йырсазь
250,Gedächtnis::N,ஞாபகம்,тодэваён
251,Verstand::N,மனம்,йырвизь
252,Sinn::N,அர்த்தம்,смысл
253,Grund::N,காரணம்,муг
254,Grund::N,காரணம்,ньӧм
255,Wahrheit::N,உண்நை,зэм
256,Wahrheit::N,உண்நை,шонер
257,Gespräch::N,பெசு,вераськон
258,Märchen::N,நம்பத்தகாத கதை,выжыкыл
259,Erzählung::N,கதை,верос
260,Nachricht::N,செய்தி,ивор
261,Neuigkeit::N,செய்தி,выльивор
262,Name::N,பெயர்,ним
263,Rätsel::N,புதிர்,мадькыл
264,Rede::N,பேச்சு,верам
265,Sprache::N,மொழி,кыл
266,Stimme::N,குரல்,куара
267,Wort::N,வார்த்தை,кыл
268,Zeichen::N,குறி,пус
269,Zeichen::N,குறி,тодмет
270,Ruf::N,அழைப்பு,ӧтён
271,Ruf::N,அழைப்பு,чортон
272,Lärm::N,சத்தம்,ӵашетон
273,Laut::N,ஒலி,куара
274,Ton::N,குரல்,куара
275,Lied::N,பாட்டு,кырӟан
276,Ruhe::N,அமைதி,чалмыт улон
277,Leute::N,மக்கள்,адямиос
278,Volk::N,மக்கள்,калык
279,Arbeit::N,வேலை,уж
280,Gast::N,விருந்தாளி,куно
281,Geschenk::N,பரிசுப் பொருள்,салам
282,Geschenk::N,பரிசுப் பொருள்,кузьым
283,Spiel::N,விளையாட்டு,шудон
284,Gesellschaft::N,சமுதாயம்,калык
285,Hilfe::N,உதவி,юрттон
286,Freund::N,நண்பன்,эш
287,Freund::N,நண்பன்,юлтош
288,Kamerad::N,உடனிருப்பவன்,тодмо
289,Angelegenheit::N,செய்தி,уж
290,Anzahl::N,எண்ணிக்கை,лыд
291,Art::N,வகை,тус
292,Stück::N,துண்டம்,юдэс
293,Teil::N,பகுதி,люкет
294,Hälfte::N,பாதி,ӝыны
295,Kreis::N,வட்டம்,котырес
296,Kreuz::N,சிலுவை,крест
297,Linie::N,கோடு,гож
298,Strich::N,வாத நோய்,гож
299,Abstand::N,இடைவெளி,вис
300,Abstand::N,இடைவெளி,кусып
301,Entfernung::N,தூரம்,кусып
302,Gegend::N,வட்டாரம்,инты
303,Platz::N,வெற்றிடம்,инты
304,Ort::N,இடம்,инты
305,Ort::N,இடம்,места
306,Seite::N,பக்கம்,пал
307,Mitte::N,இடைப்பகுதி,шор
308,Gegenstand::N,உருப்படி,арбери
309,Sache::N,பொருள்,котыр
310,Rand::N,தொங்கு,дур
311,Rand::N,தொங்கு,шаер
312,Kante::N,விளிம்பு,дур
313,Ecke::N,மூலை,сэрег
314,Spitze::N,முனை,йыл
315,Ende::N,முடிவு,пум
316,Loch::N,துளை,пась
317,Winkel::N,கோணம்,сэрег
318,Muster::N,பாங்கு,пужы
319,Größe::N,அளவு,быдӟала
320,Länge::N,நீளம்,кузьдала
321,Höhe::N,உயரம்,ӝуждала
322,Gewicht::N,எடை,сектала
323,Gewicht::N,எடை,секытлык
324,Menge::N,தொகை,лыд
325,Menge::N,தொகை,лыдпус
326,Haufen::N,குவியல்,люк
327,Reihe::N,வரிசை,чур
328,Boot::N,படகு,пыж
329,Boot::N,படகு,лодка
330,Ruder::N,துடுப்பு,полыс
331,Schlitten::N,சகடையிலா வண்டி,додьы
332,Ski::N,பனிச் சறுக்கல்,куас
333,Lagerfeuer::N,மூட்டம்,тылскем
334,Last::N,பாரம்,секыт
335,Gang::N,நடை,ветлон
336,Schritt::N,காலடி,вамыш
337,Norden::N,வடக்கு,уйпал
338,Süden::N,தெற்கு,лымшор
339,Westen::N,மேற்கு திசை,шунды пуксён
340,Osten::N,கிழக்கு,шунды ӝужан
341,Holz::N,மரக்கட்டை,пу
342,Brett::N,பலகை,пул
343,Platte::N,பலகம்,плита
344,Stütze::N,அடைப்புகன்,пыкет
345,Stange::N,கம்பம்,пуӵ
346,Stock::N,குச்சி,боды
347,Stab::N,கம்பு,пуӵ
348,Stab::N,கம்பு,боды
349,Rohr::N,குழாய்,труба
350,Haus::N,வீடு,юрт
351,Heim::N,வீடு,корка
352,Ofen::N,அடுப்பு,гур
353,Fußboden::N,தரை,выж
354,Tisch::N,மேசை,ӝӧк
355,Stuhl::N,நாற்காலி,пукон
356,Wiege::N,தொட்டில்,кӧкы
357,Wiege::N,தொட்டில்,зыбка
358,Bett::N,படுக்கை,валес
359,Regal::N,அலமாரி,ӝажы
360,Kiste::N,பெட்டி,ящик
361,Fenster::N,சாளரம்,укно
362,Fenster::N,சாளரம்,косяк
363,Tür::N,கதவு,ӧс
364,Tor::N,வாசற்கதவு,ӟезьы
365,Zaun::N,வேலி,забор
366,Dach::N,கூரை,липет
367,Leiter::N,ஏணி,падӟа
368,Besen::N,விளக்குமாறு,ӵужон
369,Besen::N,விளக்குமாறு,исьнер
370,Spaten::N,மண்வெட்டி,лопатка
371,Schaufel::N,அடிதண்டா,ютырон
372,Gabel::N,முட்கரண்டி,тэчы
373,Gabel::N,முட்கரண்டி,вилка
374,Löffel::N,கரண்டி,пуньы
375,Messer::N,கத்தி,пурт
376,Nagel::N,ஆணி,кортӵог
377,Netz::N,வலை,сеть
378,Haken::N,கொக்கி,курик
379,Griff::N,கைப்பிடி,ныд
380,Schloss::N,பூட்டு,тунгон
381,Bild::N,படம்,суред
382,Figur::N,எண்ணிக்கை,фигура
383,Puppe::N,பொம்மை,мунё
384,Beutel::N,பை,пуйы
385,Bündel::N,பொதி,керттэт
386,Tasche::N,பை,пуйы
387,Tasche::N,பை,сумка
388,Eimer::N,வாளி,ведра
389,Deckel::N,உறை,ӵоксэт
390,Geschirr::N,பாத்திரம்,тусьты-пуньы
391,Sack::N,பை,пуйы
392,Tasse::N,கிண்ணம்,ӵаша
393,Topf::N,பானை,миска
394,Kessel::N,கெண்டி,пурты
395,Essen::N,உணவருந்துதல்,сиськон
396,Nahrung::N,உணவு,сион
397,Speise::N,உணவு வகை,сиён
398,Fleisch::N,இறைச்சி,сӥль
399,Getreide::N,மக்காச்சோளம்,ю тысь
400,Brei::N,கஞ்சி,ӝук
401,Brot::N,ரொட்டி,нянь
402,Scheibe::N,துண்டு,шорем
403,Fett::N,கொழுப்பு,кӧй
404,Butter::N,வெண்ணெய்,вӧй
405,Öl::N,எண்ணெய்,вӧй
406,Salz::N,உப்பு,сылал
407,Suppe::N,ரசம்,шыд
408,Honig::N,தேன்,чечы
409,Milch::N,பால்,йӧл
410,Tee::N,தெனீர்,чай
411,Leder::N,பதம் செய்யப்பட்ட தோல்,сурон
412,Wolle::N,கம்பளி,гон
413,Wolle::N,கம்பளி,ыжгон
414,Stoff::N,துணி,куэм
415,Nadel::N,ஊசி,вень
416,Faden::N,நூல்,сӥньыс
417,Knopf::N,பொத்தான்,бирды
418,Knoten::N,முடிச்சு,герд
419,Farbe::N,வண்ணக் குழம்பு,буёл
420,Kleidung::N,ஆடைகள்,дӥсь
421,Hemd::N,சட்டை,дэрем
422,Kragen::N,கழுத்துப் பட்டை,сирес
423,Ärmel::N,சட்டைக்கை,саес
424,Hose::N,கால்சட்டை,брюки
425,Hose::N,கால்சட்டை,штань
426,Gürtel::N,பெல்ட்,кускерттон
427,Mütze::N,தொப்பி,ызьы
428,Schuh::N,காலணி,ботинка
429,Stiefel::N,காலணி,сапег
430,Ring::N,மோதிரம்,зундэс
431,Band::N,நாடா,лента
432,Kamm::N,கீப்பு,сын
433,Spiegel::N,ஆடி,синучкон
434,Spiegel::N,கண்ணாடி,синучкон
435,Riemen::N,வார்,е
436,Schnur::N,கயிறு,гозы
437,Leine::N,தோல்வார்,думет
438,Decke::N,போர்வை,шобрет
439,Kissen::N,தலையணை,миндэр
440,Tuch::N,துணி,кышет
441,Handtuch::N,தண்டு,ӵушкон
442,Kraft::N,நிர்பந்தம்,кать
443,Kraft::N,நிர்பந்தம்,ӟигар
444,Stärke::N,பலம்,юнлык
445,Gesundheit::N,ஆரோக்கியம்,тазалык
446,Krankheit::N,நோய்,висён
447,Schmerz::N,வலி,висён
448,Wunde::N,காயம்,яра
449,Fieber::N,காய்ச்சல்,кезег
450,Arznei::N,மருந்து,эмъюм
451,Brücke::N,பாலம்,выж
452,Brunnen::N,கேணி,колдэч
453,Weide::N,மேய்ச்சல் நிலம்,возь
454,Pfad::N,நடை வழி,сюрес
455,Weg::N,வழி,сюрес
456,Straße::N,சாலை,сюрес
457,Dorf::N,கிராமம்,гурт
458,Stadt::N,நகரம்,кар
459,Stadt::N,நகரம்,город
460,Brief::N,கடிதம்,гожтэт
461,Buch::N,புத்தகம்,книга
462,Buchstabe::N,எழத்து,буква
463,Zeitung::N,செய்தித்தாள்,газет
464,Leben::N,வாழ்க்கை,улон
465,Tod::N,மரணம்,кулон
466,Grab::N,சமாதி,шайгу
467,Kirche::N,தேவாலயம்,черк
468,Sünde::N,பாவம்,сьӧлык
469,Gott::N,கடவுள்,ӥнмар
470,Arbeiter::N,தொழிலாளி,рабочий
471,Chef::N,மேலாளர்,начальник
472,Meister::N,தலைவன்,кибашлы
473,Arzt::N,மருத்துவர்,врач
474,Lehrer::N,ஆசிரியர்,дышетӥсь
475,Geld::N,பணம்,уксё
476,Geld::N,பணம்,коньдон
477,Geschäft::N,வாணிபம்,уж
478,Laden::N,கடை,магазин
479,Preis::N,விலை,дун
480,Ware::N,சாமன்கள்,вуз
481,Nutzen::N,இலாபம்,пайда
482,Reichtum::N,சொத்து,узырлык
483,Welt::N,உலகம்,дунне
484,Land::N,நாடு,шаер
485,Staat::N,நாடு,кун
486,König::N,அரசன்,эксэй
487,Macht::N,அதிகாரம்,власть
488,Grenze::N,எல்லை,кунгож
489,Krieg::N,போர்,ож
490,Feind::N,எதிரி,тушмон
491,Gewalt::N,வன்முறை,эриктэман
492,Kampf::N,போராட்டம்,нюръяськон
493,Bogen[Waffe]::N,வில்,пукыӵ
494,Pfeil::N,அம்பு,пукыӵ вень
495,Gewehr::N,துப்பாக்கி,пыӵал
496,Fehler::N,தவறு,янгыш
497,Lüge::N,பொய்,пӧян
498,Lüge::N,பொய்,алдан
499,Lüge::N,பொய்,ӧрекчан
500,Schaden::N,சேதாரம்,изъян
501,Unglück::N,இடையூறு,куректон
502,Unglück::N,இடையூறு,шудтэме усён
503,Schuld::N,குற்றம்,янгыш
504,Alter::N,வயது,арлыд
505,Schluss::N,முடிவு,пум
506,Zeit::N,காலம்,дыр
507,Tag::N,நாள்,нунал
508,Morgen::N,காலை நேரம்,ӵукна
509,Mittag::N,மதியம்,лымшор
510,Abend::N,மாலைப் பொழுது,ӝыт
511,Abend::N,மாலைப் பொழுது,акшан
512,Nacht::N,இரவு,уй
513,Woche::N,வாரம்,арня
514,Monat::N,மாதம்,толэзь
515,Jahr::N,வருடம்,ар
516,Frühling::N,வசந்தம்,тулыс
517,Sommer::N,கோடை,гужем
518,Herbst::N,இலையுதிர் காலம்,сӥзьыл
519,Winter::N,குளிர்காலம்,тол
520,Januar::N,ஜனவரி,выльартолэзь
521,Februar::N,பிபரவரி மாதம்,тулыспал
522,März::N,மார்ச் மாதம்,южтолэзь
523,April::N,ஏப்ரல் மாதம்,оштолэзь
524,Mai::N,மே மாதம்,куартолэзь
525,Juni::N,ஜூன் மாதம்,вожотолэзь
526,Juli::N,ஜூலை மாதம்,пӧсьтолэзь
527,August::N,ஆகஸ்ட் மாதம்,гудырикошкон
528,September::N,செப்டம்பர் மாதம்,куарусён
529,Oktober::N,அக்டோபர் மாதம்,выльӝуктолэзь
530,November::N,நவம்பர் மாதம்,шуркынмон
531,Dezember::N,டிசம்பர்,толсур
532,Montag::N,திங்கட் கிழமை,вордӥськон
533,Dienstag::N,செவ்வாய்க்கிழமை,вторник
534,Mittwoch::N,புதன் கிழமை,вирнунал
535,Donnerstag::N,வியாழக் கிழமை,покчиарня
536,Freitag::N,வெள்ளிக்கிழமை,удмуртарня
537,Samstag::N,சனிக்கிழமை,кӧснунал
538,Sonntag::N,ஞாயிறுக் கிழமை,арня
539,groß::A,பெரிய,бадӟым
540,klein::A,சிறிய,пичи
541,lang::A,நீண்ட,кузь
542,kurz::A,குட்டையான,вакчи
543,breit::A,அகலமான,паськыт
544,schmal::A,குறுகலான,сюлэг
545,dicht::A,அடர்த்தியான,ӵем
546,dick[Gegenstand]::A,தடித்த,зӧк
547,dünn::A,சன்னமான,векчи
548,fein::A,மெல்லிய,векчи
549,fest::A,உறுதியாள,юн
550,fest::A,உறுதியாள,чурыт
551,flach::A,தட்டையான,ӵошкыт
552,glatt::A,வழுவழுப்பான,гылыт
553,glatt::A,வழுவழுப்பான,вольыт
554,hart::A,கடினமான,чурыт
555,weich::A,மென்மையான,небыт
556,rund::A,உருண்டையான,котырес
557,spitz::A,திகந்தமாக,йылсо
558,scharf::A,கூரான,лэчыт
559,stumpf::A,உளம் திறந்த,ныж
560,schwer::A,கனமான,секыт
561,schön::A,அழகான,чебер
562,heiß::A,சூடான,пӧсь
563,warm::A,இதமான,шуныт
564,kalt::A,குளிர்ச்சியான,кезьыт
565,kühl::A,குளிர்ச்சியான,юзмыт
566,kühl::A,குளிர்ச்சியான,салкым
567,frisch::A,சுத்தமான,выль
568,feucht::A,ஈரமான,мускыт
569,nass::A,ஈரமான,котмем
570,trocken::A,உலர்ந்த,кӧс
571,voll::A,நிரம்பிய,тыр
572,leer::A,காலியான,буш
573,leer::A,காலியான,тырттэм
574,offen::A,திறந்த,усьтэм
575,geschlossen::A,மூடப்பட்ட,ӵогам
576,geschlossen::A,மூடப்பட்ட,пунням
577,sauber::A,சுத்தமான,ӝикыт
578,sauber::A,சுத்தமான,чылкыт
579,schmutzig::A,அழக்கான,нӧд
580,roh::A,கச்சா,ыль
581,reif::A,பழுத்த,вуэм
582,lecker::A,சுவைமிக்க,ческыт
583,süß::A,இனிப்பான,ческыт
584,bitter::A,கசப்பான,курыт
585,sauer::A,புளிப்பாக,чырс
586,hell::A,பளபளப்பான,югыт
587,dunkel::A,கருமையான,пеймыт
588,schwarz::A,கருப்பு வண்ண,сьӧд
589,weiß::A,வெண்மையன,тӧдьы
590,rot::A,சிவப்பு,горд
591,gelb::A,மஞ்சள் வண்ணம்,ӵуж
592,blau::A,நீல வண்ண,лыз
593,grün::A,பச்சை வண்ண,вож
594,grau::A,சாம்பல் நிற,пурысь
595,bunt::A,வண்ண மயமான,куӵо
596,billig::A,மலிவான,дунтэм
597,teuer::A,விலை அதிகமான,дуно
598,wertvoll::A,மதிப்புள்ள,дуно
599,blind::A,பார்வையற்ற,сукыр
600,blind::A,பார்வையற்ற,синтэм
601,taub::A,செவிடான,пельтэм
602,kräftig::A,வலிமையான,кужмо
603,stark::A,பலமான,юн
604,stark::A,பலமான,кужмо
605,schwach::A,பலவீனமான,ляб
606,schwach::A,பலவீனமான,начар
607,fett::A,பருமனாக,кӧй
608,schlank::A,ஒல்லியான,веськыт
609,schlank::A,ஒல்லியான,веськрес
610,hübsch::A,அழகிய,чебер
611,hübsch::A,அழகிய,синмаськымон
612,böse::A,கேடு விளைவிக்கும்,лек
613,dumm::A,முட்டாள்தனமான,шузи
614,dumm::A,முட்டாள்தனமான,визьтэм
615,faul::A,சோம்பலான,азьтэм
616,fleißig::A,ஊக்கந்தளராத,сюлмо
617,geizig::A,கஞேசத்தனமான,сук
618,klug::A,சாதுரியமான,визьмо
619,geschickt::A,திறமையள்ள,усто
620,geschickt::A,திறமையள்ள,быгатӥсь
621,lieb::A,அன்புக்குரிய,мусо
622,lustig::A,களிப்புமிக்க,шулдыр
623,sanft::A,சாதுவான,мусо
624,sanft::A,சாதுவான,эрке
625,hungrig::A,பசியுடன்,сютэм
626,krank::A,நோயுற்று,висись
627,nackt::A,ஆடையற்ற,гольык
628,traurig::A,சோகமான,мӧзмыт
629,lebendig::A,பிழைப்பு,улэп
630,gut::A,நல்ல,ӟеч
631,gut::A,நல்ல,умой
632,schlecht::A,கெட்ட,урод
633,schlecht::A,கெட்ட,алама
634,richtig::A,சரியான,шонер
635,schlimm::A,அருவருப்பான,алама
636,wahr::A,உண்மையான,зэмос
637,alt::A,பழைய,вуж
638,neu::A,புதிய,выль
639,ehemalig::A,முன்நாள்,азьвылэз
640,alt[Lebewesen]::A,வயதான,пересь
641,jung::A,இளமையான,егит
642,jung::A,இளமையான,пинал
643,arm::A,ஏழ்மையான,начар
644,arm::A,ஏழ்மையான,куанер
645,reich::A,செல்வம் படைத்த,узыр
646,bekannt::A,பழக்கப்பட்ட,тодмо
647,berühmt::A,புகழ்பெற்ற,дано
648,fremd::A,அயல் நாட்டு,ят
649,verschieden::A,வித்தியாசமான,пӧртэм
650,nah::A,பக்கத்தில் உள்ள,матысь
651,fern::A,தொலை தூரத்தில்,кыдёкысь
652,linker::A,மீந்திருக்கும்,паллян
653,rechter::A,வலதுபக்கம்,бур
654,rechter::A,வலதுபக்கம்,бурпал
655,anderer::A,மற்ற,мукет
656,erster::A,முதனமையான,нырысетӥез
657,zweiter::A,இரண்டாவது,кыктэтӥез
658,dritter::A,மூன்றாவது,кунньметӥез
659,letzter::A,கடைசி,берло
660,letzter::A,கடைசி,берпум
661,allein::ADV,தனியாக,огназ
662,auf einmal::ADV,தடீரென்று,огдыре
663,zusammen::ADV,சேர்ந்து,ӵош
664,zusammen::ADV,சேர்ந்து,валче
665,lange::ADV,அதிக நோம்,кема
666,plötzlich::ADV,தடீரென்று,мапламтэ шорысь
667,sofort::ADV,உடனடியாக,али ик
668,später::ADV,பிறகு,бергес
669,später::ADV,பிறகு,берлогес
670,jetzt::ADV,இப்பொழது,али
671,jetzt::ADV,இப்பொழது,табере
672,heute::ADV,இன்று,туннэ
673,morgen::ADV,நாளைக்கு,ӵуказе
674,bald::ADV,சீக்கிரம்,ӝоген
675,dann::ADV,அப்பொழுது,берло
676,gestern::ADV,நேற்று,толон
677,einst::ADV,ஒரே முறை,огпол
