,Concept_ID,fi,da
227,Junge::N,poika,dreng
228,Mädchen::N,tyttö,pige
229,Familie::N,perhe,familie
230,Großvater::N,isoisä,bedstefar
231,Großmutter::N,isoäiti,bedstemor
232,Eltern::N,vanhemmat,forældre
233,Vater::N,isä,far
234,Mutter::N,äiti,mor
235,Sohn::N,poika,søn
236,Tochter::N,tytär,datter
237,Bruder::N,veli,bror
238,Schwester::N,sisko,søster
239,Onkel::N,eno,onkel
240,Onkel::N,setä,onkel
241,Tante::N,täti,tante
242,Ehemann::N,mies,ægtemand
243,Ehemann::N,aviomies,ægtemand
244,Ehefrau::N,vaimo,hustru
245,Ehefrau::N,aviovaimo,hustru
246,Freude::N,ilo,glæde
247,Freude::N,riemu,glæde
248,Gelächter::N,nauru,latter
249,Glück::N,onni,lykke
250,Kummer::N,suru,sorg
251,Kummer::N,murhe,sorg
252,Wunsch::N,toive,ønske
253,Wunsch::N,toivomus,ønske
254,Lust::N,himo,lyst
255,Geist::N,henki,ånd
256,Gedanke::N,aate,tanke
257,Gedanke::N,ajatus,tanke
258,Gedächtnis::N,muisti,hukommelse
259,Verstand::N,äly,forstand
260,Verstand::N,järki,forstand
261,Verstand::N,ymmärrys,forstand
262,Sinn::N,merkitys,mening
263,Sinn::N,merkitys,betydning
264,Grund::N,syy,grund
265,Grund::N,peruste,grund
266,Wahrheit::N,tosi,sandhed
267,Wahrheit::N,totuus,sandhed
268,Gespräch::N,puhelu,samtale
269,Gespräch::N,keskustelu,samtale
270,Märchen::N,satu,eventyr
271,Erzählung::N,tarina,fortælling
272,Erzählung::N,kertomus,fortælling
273,Nachricht::N,tieto,efterretning
274,Nachricht::N,ilmoitus,efterretning
275,Neuigkeit::N,uutinen,nyhed
276,Name::N,nimi,navn
277,Rätsel::N,arvoitus,gåde
278,Rede::N,puhe,tale
279,Sprache::N,kieli,sprog
280,Stimme::N,ääni,stemme
281,Wort::N,sana,ord
282,Zeichen::N,merkki,tegn
283,Ruf::N,kutsu,råb
284,Lärm::N,melu,larm
285,Lärm::N,hälinä,larm
286,Laut::N,ääni,lyd
287,Ton::N,sävel,tone
288,Lied::N,laulu,sang
289,Ruhe::N,lepo,ro
290,Ruhe::N,lepo,hvile
291,Ruhe::N,rauha,ro
292,Ruhe::N,rauha,hvile
293,Leute::N,väki,folk
294,Leute::N,väki,mennesker
295,Leute::N,ihmiset,folk
296,Leute::N,ihmiset,mennesker
297,Volk::N,kansa,folk
298,Arbeit::N,työ,arbejde
299,Gast::N,vieras,gæst
300,Geschenk::N,lahja,gave
301,Spiel::N,peli,leg
302,Spiel::N,leikki,leg
303,Gesellschaft::N,seura,selskab
304,Hilfe::N,apu,hjælp
305,Freund::N,ystävä,ven
306,Kamerad::N,toveri,kammerat
307,Angelegenheit::N,asia,sag
308,Angelegenheit::N,asia,anliggende
309,Anzahl::N,lukumäärä,antal
310,Art::N,laji,art
311,Stück::N,pala,stykke
312,Stück::N,kappale,stykke
313,Teil::N,osa,del
314,Hälfte::N,puoli,halvdel
315,Kreis::N,ympyrä,cirkel
316,Kreuz::N,risti,kors
317,Kreuz::N,risti,kryds
318,Linie::N,viiva,linie
319,Strich::N,piirto,streg
320,Abstand::N,väli,afstand
321,Abstand::N,väljyys,afstand
322,Entfernung::N,etäisyys,afstand
323,Gegend::N,seutu,egn
324,Platz::N,tila,plads
325,Ort::N,kohta,sted
326,Ort::N,paikka,sted
327,Seite::N,sivu,side
328,Seite::N,kylki,side
329,Mitte::N,keskus,midte
330,Mitte::N,puoliväli,midte
331,Gegenstand::N,kalu,genstand
332,Gegenstand::N,esine,genstand
333,Sache::N,asia,sag
334,Rand::N,ääri,rand
335,Rand::N,syrjä,rand
336,Kante::N,särmä,kant
337,Ecke::N,nurkka,hjørne
338,Spitze::N,terä,spids
339,Spitze::N,kärki,spids
340,Ende::N,pää,ende
341,Ende::N,perä,ende
342,Loch::N,kolo,hul
343,Loch::N,reikä,hul
344,Winkel::N,kulma,vinkel
345,Muster::N,kuvio,mønster
346,Größe::N,koko,størrelse
347,Größe::N,suuruus,størrelse
348,Länge::N,pituus,længde
349,Höhe::N,korkeus,højde
350,Gewicht::N,paino,vægt
351,Menge::N,määrä,mængde
352,Haufen::N,kasa,bunke
353,Reihe::N,rivi,række
354,Boot::N,vene,båd
355,Ruder::N,airo,åre
356,Schlitten::N,reki,kælk
357,Schlitten::N,reki,slæde
358,Schlitten::N,kelkka,kælk
359,Schlitten::N,kelkka,slæde
360,Ski::N,suksi,ski
361,Lagerfeuer::N,nuotio,lejrbål
362,Last::N,kuorma,last
363,Last::N,kuorma,byrde
364,Gang::N,kulku,gang
365,Gang::N,käynti,gang
366,Schritt::N,askel,skridt
367,Norden::N,pohjoinen,nord
368,Süden::N,etelä,syd
369,Westen::N,länsi,vest
370,Osten::N,itä,øst
371,Holz::N,puu,træ
372,Brett::N,lauta,bræt
373,Platte::N,levy,plade
374,Stütze::N,noja,støtte
375,Stange::N,tanko,stang
376,Stock::N,keppi,stok
377,Stab::N,sauva,stav
378,Stab::N,seiväs,stav
379,Rohr::N,putki,rør
380,Haus::N,talo,hus
381,Heim::N,koti,hjem
382,Ofen::N,uuni,ovn
383,Fußboden::N,lattia,gulv
384,Tisch::N,pöytä,bord
385,Stuhl::N,tuoli,stol
386,Wiege::N,kehto,vugge
387,Bett::N,sänky,seng
388,Regal::N,hylly,reol
389,Kiste::N,arkku,kasse
390,Kiste::N,kirstu,kasse
391,Kiste::N,laatikko,kasse
392,Fenster::N,ikkuna,vindue
393,Tür::N,ovi,dør
394,Tor::N,portti,port
395,Zaun::N,aita,stakit
396,Dach::N,katto,tag
397,Leiter::N,tikkaat,stige
398,Leiter::N,tikapuut,stige
399,Besen::N,luuta,kost
400,Spaten::N,lapio,spade
401,Schaufel::N,lapio,skovl
402,Gabel::N,haarukka,gaffel
403,Löffel::N,lusikka,ske
404,Messer::N,veitsi,kniv
405,Nagel::N,naula,søm
406,Netz::N,verkko,net
407,Haken::N,haka,krog
408,Haken::N,koukku,krog
409,Griff::N,ripa,tag
410,Griff::N,ripa,håndtag
411,Griff::N,kahva,tag
412,Griff::N,kahva,håndtag
413,Schloss::N,lukko,lås
414,Bild::N,kuva,billede
415,Figur::N,kuvio,figur
416,Puppe::N,nukke,dukke
417,Beutel::N,pussi,pose
418,Bündel::N,nippu,bylt
419,Bündel::N,nippu,bundt
420,Bündel::N,kimppu,bylt
421,Bündel::N,kimppu,bundt
422,Tasche::N,laukku,taske
423,Eimer::N,sanko,spand
424,Eimer::N,ämpäri,spand
425,Deckel::N,kansi,låg
426,Geschirr::N,astia,husgeråd
427,Sack::N,säkki,sæk
428,Tasse::N,kuppi,kop
429,Topf::N,pata,gryde
430,Kessel::N,kattila,kedel
431,Essen::N,syönti,måltid
432,Nahrung::N,ruoka,mad
433,Nahrung::N,ruoka,næring
434,Nahrung::N,ravinto,mad
435,Nahrung::N,ravinto,næring
436,Speise::N,ruoka,ret
437,Fleisch::N,liha,kød
438,Getreide::N,vilja,korn
439,Brei::N,puuro,grød
440,Brot::N,leipä,brød
441,Scheibe::N,viipale,skive
442,Fett::N,rasva,fedt
443,Butter::N,voi,smør
444,Öl::N,öljy,olie
445,Salz::N,suola,salt
446,Suppe::N,keitto,suppe
447,Honig::N,hunaja,honning
448,Milch::N,maito,mælk
449,Tee::N,tee,te
450,Leder::N,nahka,skind
451,Wolle::N,villa,uld
452,Stoff::N,kangas,stof
453,Nadel::N,neula,nål
454,Faden::N,lanka,tråd
455,Knopf::N,nappi,knap
456,Knoten::N,solmu,knude
457,Farbe::N,maali,farve
458,Kleidung::N,vaatteet,påklædning
459,Hemd::N,paita,skjorte
460,Kragen::N,kaulus,krave
461,Ärmel::N,hiha,ærme
462,Hose::N,housut,bukser
463,Gürtel::N,vyö,bælte
464,Mütze::N,lakki,hue
465,Schuh::N,kenkä,sko
466,Stiefel::N,saapas,støvle
467,Ring::N,sormus,ring
468,Band::N,nauha,bånd
469,Kamm::N,kampa,kam
470,Spiegel::N,peili,spejl
471,Riemen::N,hihna,rem
472,Schnur::N,naru,snor
473,Schnur::N,nuora,snor
474,Leine::N,talutushihna,snor
475,Decke::N,peite,tæppe
476,Kissen::N,tyyny,pude
477,Kissen::N,pielus,pude
478,Tuch::N,huivi,sjaltørklæde
479,Handtuch::N,pyyheliina,håndklæde
480,Kraft::N,väki,kraft
481,Kraft::N,voima,kraft
482,Stärke::N,vahvuus,styrke
483,Gesundheit::N,terveys,sundhed
484,Krankheit::N,tauti,sygdom
485,Krankheit::N,sairaus,sygdom
486,Schmerz::N,kipu,smerte
487,Schmerz::N,särky,smerte
488,Wunde::N,haava,sår
489,Fieber::N,kuume,feber
490,Arznei::N,lääke,medicin
491,Arznei::N,lääke,lægemiddel
492,Brücke::N,silta,bro
493,Brunnen::N,kaivo,brønd
494,Weide::N,laidun,græsgang
495,Pfad::N,polku,sti
496,Weg::N,tie,vej
497,Straße::N,katu,gade
498,Dorf::N,kylä,landsby
499,Stadt::N,kaupunki,by
500,Brief::N,kirje,brev
501,Buch::N,kirja,bog
502,Buchstabe::N,kirjain,bogstav
503,Zeitung::N,lehti,avis
504,Zeitung::N,sanomalehti,avis
505,Leben::N,elo,liv
506,Leben::N,elämä,liv
507,Tod::N,kuolema,død
508,Grab::N,hauta,grav
509,Kirche::N,kirkko,kirke
510,Sünde::N,synti,synd
511,Gott::N,jumala,gud
512,Arbeiter::N,työläinen,arbejder
513,Chef::N,päällikkö,chef
514,Meister::N,mestari,mester
515,Arzt::N,lääkäri,læge
516,Lehrer::N,opettaja,lærer
517,Geld::N,raha,penge
518,Geschäft::N,liike,forretning
519,Laden::N,puoti,butik
520,Laden::N,puoti,forretning
521,Laden::N,kauppa,butik
522,Laden::N,kauppa,forretning
523,Preis::N,hinta,pris
524,Ware::N,tavara,vare
525,Nutzen::N,hyöty,nytte
526,Reichtum::N,rikkaus,rigdom
527,Welt::N,maailma,verden
528,Land::N,maa,land
529,Staat::N,valtio,stat
530,König::N,kuningas,konge
531,Macht::N,mahti,magt
532,Grenze::N,raja,grænse
533,Krieg::N,sota,krig
534,Feind::N,vihollinen,fjende
535,Gewalt::N,väkivalta,vold
536,Kampf::N,taistelu,kamp
537,Bogen[Waffe]::N,jousi,bue
538,Pfeil::N,nuoli,pil
539,Gewehr::N,kivääri,gevær
540,Fehler::N,vika,fejl
541,Fehler::N,virhe,fejl
542,Lüge::N,valhe,løgn
543,Schaden::N,vaurio,skade
544,Schaden::N,vahinko,skade
545,Unglück::N,vahinko,uheld
546,Unglück::N,vahinko,ulykke
547,Unglück::N,onnettomuus,uheld
548,Unglück::N,onnettomuus,ulykke
549,Schuld::N,syy,skyld
550,Alter::N,ikä,alder
551,Schluss::N,loppu,slut
552,Schluss::N,loppu,slutning
553,Zeit::N,aika,tid
554,Tag::N,päivä,dag
555,Morgen::N,aamu,morgen
556,Morgen::N,huomen,morgen
557,Mittag::N,keskipäivä,middag
558,Abend::N,ilta,aften
559,Nacht::N,yö,nat
560,Woche::N,viikko,uge
561,Monat::N,kuukausi,måned
562,Jahr::N,vuosi,år
563,Frühling::N,kevät,forår
564,Sommer::N,kesä,sommer
565,Herbst::N,syksy,efterår
566,Winter::N,talvi,vinter
567,Januar::N,tammikuu,januar
568,Februar::N,helmikuu,februar
569,März::N,maaliskuu,marts
570,April::N,huhtikuu,april
571,Mai::N,toukokuu,maj
572,Juni::N,kesäkuu,juni
573,Juli::N,heinäkuu,juli
574,August::N,elokuu,august
575,September::N,syyskuu,september
576,Oktober::N,lokakuu,oktober
577,November::N,marraskuu,november
578,Dezember::N,joulukuu,december
579,Montag::N,maanantai,mandag
580,Dienstag::N,tiistai,tirsdag
581,Mittwoch::N,keskiviikko,onsdag
582,Donnerstag::N,torstai,torsdag
583,Freitag::N,perjantai,fredag
584,Samstag::N,lauantai,lørdag
585,Sonntag::N,sunnuntai,søndag
586,groß::A,iso,stor
587,groß::A,suuri,stor
588,klein::A,pieni,lille
589,lang::A,pitkä,lang
590,kurz::A,lyhyt,kort
591,breit::A,leveä,bred
592,schmal::A,kapea,smal
593,dicht::A,taaja,tæt
594,dick[Gegenstand]::A,paksu,tyk
595,dünn::A,ohut,tynd
596,fein::A,hieno,fin
597,fest::A,luja,fast
598,flach::A,litteä,flad
599,flach::A,tasainen,flad
600,glatt::A,sileä,glat
601,glatt::A,siloinen,glat
602,hart::A,kova,hård
603,weich::A,pehmeä,blød
604,rund::A,pyöreä,rund
605,spitz::A,terävä,spids
606,scharf::A,terävä,skarp
607,stumpf::A,tylsä,sløv
608,stumpf::A,tylsä,stump
609,schwer::A,raskas,tung
610,schwer::A,painava,tung
611,schön::A,kaunis,skøn
612,heiß::A,kuuma,hed
613,warm::A,lämmin,varm
614,kalt::A,kylmä,kold
615,kalt::A,viluinen,kold
616,kühl::A,viileä,kølig
617,frisch::A,tuore,frisk
618,feucht::A,kostea,fugtig
619,nass::A,märkä,våd
620,trocken::A,kuiva,tør
621,voll::A,täysi,fuld
622,leer::A,tyhjä,tom
623,offen::A,avonainen,åben
624,geschlossen::A,suljettu,lukket
625,sauber::A,puhdas,ren
626,schmutzig::A,likainen,snavset
627,roh::A,raaka,rå
628,reif::A,kypsä,moden
629,lecker::A,herkullinen,lækker
630,süß::A,makea,sød
631,bitter::A,karvas,bitter
632,bitter::A,kitkerä,bitter
633,sauer::A,hapan,sur
634,hell::A,kirkas,lys
635,hell::A,valoisa,lys
636,dunkel::A,pimeä,mørk
637,schwarz::A,musta,sort
638,weiß::A,valkea,hvid
639,rot::A,punainen,rød
640,gelb::A,keltainen,gul
641,blau::A,sininen,blå
642,grün::A,vihreä,grøn
643,grau::A,harmaa,grå
644,bunt::A,kirjava,broget
645,billig::A,halpa,billig
646,billig::A,huokea,billig
647,teuer::A,kallis,dyr
648,wertvoll::A,arvokas,værdifuld
649,blind::A,sokea,blind
650,taub::A,kuuro,døv
651,kräftig::A,väkevä,kraftig
652,kräftig::A,voimakas,kraftig
653,stark::A,vahva,stærk
654,schwach::A,heikko,svag
655,fett::A,lihava,fed
656,schlank::A,hoikka,slank
657,schlank::A,solakka,slank
658,hübsch::A,soma,køn
659,hübsch::A,sievä,køn
660,böse::A,paha,ond
661,böse::A,paha,slem
662,böse::A,häijy,ond
663,böse::A,häijy,slem
664,dumm::A,tyhmä,dum
665,dumm::A,typerä,dum
666,faul::A,laiska,doven
667,fleißig::A,ahkera,flittig
668,geizig::A,saita,gerrig
669,klug::A,älykäs,klog
670,geschickt::A,taitava,dygtig
671,geschickt::A,taitava,behændig
672,lieb::A,rakas,rar
673,lustig::A,hauska,lystig
674,lustig::A,iloinen,lystig
675,sanft::A,lauha,blid
676,sanft::A,lempeä,blid
677,hungrig::A,nälkäinen,sulten
678,krank::A,sairas,syg
679,nackt::A,alaston,nøgen
680,traurig::A,surullinen,bedrøvet
681,traurig::A,murheellinen,bedrøvet
682,lebendig::A,elävä,levende
683,gut::A,hyvä,god
684,schlecht::A,paha,dårlig
685,schlecht::A,huono,dårlig
686,richtig::A,oikea,rigtig
687,schlimm::A,paha,slem
688,wahr::A,tosi,sand
689,alt::A,vanha,gammel
690,neu::A,uusi,ny
691,ehemalig::A,entinen,forhenværende
692,ehemalig::A,muinainen,forhenværende
693,alt[Lebewesen]::A,vanha,gammel
694,jung::A,nuori,ung
695,arm::A,köyhä,fattig
696,reich::A,rikas,rig
697,bekannt::A,tuttu,kendt
698,bekannt::A,tunnettu,kendt
699,berühmt::A,kuuluisa,berømt
700,fremd::A,vieras,fremmed
701,verschieden::A,eri,forskellig
702,verschieden::A,erilainen,forskellig
703,nah::A,läheinen,nær
704,fern::A,etäinen,fjern
705,linker::A,vasen,venstre
706,rechter::A,oikea,højre
707,anderer::A,muu,anden
708,anderer::A,toinen,anden
709,erster::A,ensimmäinen,første
710,zweiter::A,toinen,anden
711,dritter::A,kolmas,tredje
712,letzter::A,viimeinen,sidste
713,allein::ADV,yksin,alene
714,auf einmal::ADV,yhdellä kertaa,på én gang
715,zusammen::ADV,yhdessä,sammen
716,lange::ADV,kauan,længe
717,lange::ADV,pitkään,længe
718,plötzlich::ADV,äkkiä,pludselig
719,sofort::ADV,heti,straks
720,später::ADV,myöhemmin,senere
721,jetzt::ADV,nyt,nu
722,heute::ADV,tänään,i dag
723,morgen::ADV,huomenna,i morgen
724,bald::ADV,pian,snart
725,dann::ADV,sitten,så
726,gestern::ADV,eilen,i går
727,einst::ADV,aikanaan,engang
728,damals::ADV,silloin,dengang
729,damals::ADV,siihen aikaan,dengang
730,danach::ADV,sen jälkeen,derefter
731,vorher::ADV,ennen,før
732,vorher::ADV,ennen,forud
733,zuerst::ADV,ensin,først
734,zuerst::ADV,ensiksi,først
735,einmal::ADV,kerran,en gang
736,manchmal::ADV,joskus,sommetider
737,oft::ADV,usein,ofte
738,immer::ADV,aina,altid
739,niemals::ADV,ei koskaan,aldrig
740,hier::ADV,tässä,her
741,hier::ADV,täällä,her
742,hierhin::ADV,tähän,hid
743,hierhin::ADV,tähän,herhen
744,von hier::ADV,tästä,herfra
745,von hier::ADV,täältä,herfra
746,dort::ADV,siinä,der
747,dort::ADV,siellä,der
748,dorthin::ADV,sinne,derhen
749,dorthin::ADV,tuonne,derhen
750,geradeaus::ADV,suoraan,lige ud
751,vorwärts::ADV,eteenpäin,fremad
752,rückwärts::ADV,taaksepäin,baglæns
753,zurück::ADV,takaisin,tilbage
754,unten::ADV,alhaalla,nede
755,unten::ADV,alhaalla,forneden
756,hinab::ADV,alas,ned
757,hinab::ADV,alas,nedad
758,oben::ADV,ylhäällä,oppe
759,oben::ADV,ylhäällä,ovenpå
760,hinauf::ADV,ylös,op
761,hinauf::ADV,ylös,opad
762,überall::ADV,kaikkialla,overalt
763,nicht::ADV,ei,ikke
764,ein wenig::ADV,vähän,lidt
765,kaum::ADV,tuskin,knap
766,kaum::ADV,tuskin,næppe
767,sehr::ADV,kovin,meget
768,sehr::ADV,oikein,meget
769,so::ADV,näin,så
770,noch::ADV,vielä,endnu
771,nur::ADV,vain,kun
772,nur::ADV,vain,bare
773,nur::ADV,ainoastaan,kun
774,nur::ADV,ainoastaan,bare
775,schon::ADV,jo,alt
776,schon::ADV,jo,allerede
777,wieder::ADV,taas,igen
778,wieder::ADV,jälleen,igen
779,vergebens::ADV,turhaan,forgæves
780,vor::PRP,edessä,foran
781,vor::PRP,edessä,uden for
782,hinter::PRP,takana,bag
783,hinter::PRP,takana,bagved
784,unter::PRP,alla,under
785,durch::PRP,läpi,gennem
786,durch::PRP,läpi,igennem
787,durch::PRP,kautta,gennem
788,durch::PRP,kautta,igennem
789,neben::PRP,vieressä,ved siden af
790,zwischen::PRP,välillä,mellem
791,wegen::PRP,takia,på grund af
792,wegen::PRP,vuoksi,på grund af
793,dies::PRN,tämä,dette
794,das::PRN,se,det
795,alles::PRN,kaikki,alt
796,ich::PRN,minä,jeg
797,du::PRN,sinä,du
798,er::PRN,hän,han
799,wir::PRN,me,vi
800,ihr::PRN,te,I
801,sie::PRN,he,de
802,was::FPRN,mikä,hvad
803,wer::FPRN,ken,hvem
804,wer::FPRN,kuka,hvem
805,wo::FADV,missä,hvor
806,wohin::FADV,mihin,hvorhen
807,wie::FADV,miten,hvordan
808,wie::FADV,kuinka,hvordan
809,warum::FADV,miksi,hvorfor
810,wieviel::FNUM,paljonko,hvor meget
811,wieviel::FNUM,kuinka paljon,hvor meget
812,eins::NUM,yksi,én
813,zwei::NUM,kaksi,to
814,drei::NUM,kolme,tre
815,vier::NUM,neljä,fire
816,fünf::NUM,viisi,fem
817,sechs::NUM,kuusi,seks
818,sieben::NUM,seitsemän,syv
819,acht::NUM,kahdeksan,otte
820,neun::NUM,yhdeksän,ni
821,zehn::NUM,kymmenen,ti
822,elf::NUM,yksitoista,elleve
823,zwölf::NUM,kaksitoista,tolv
824,zwanzig::NUM,kaksikymmentä,tyve
825,dreißig::NUM,kolmekymmentä,tredive
826,vierzig::NUM,neljäkymmentä,fyrre
827,vierzig::NUM,neljäkymmentä,fyrretyve
828,fünfzig::NUM,viisikymmentä,halvtreds
829,sechzig::NUM,kuusikymmentä,tres
830,siebzig::NUM,seitsemänkymmentä,halvfjerds
831,achtzig::NUM,kahdeksankymmentä,firs
