,Concept_ID,ku,kv
721,vergebens::ADV,îfleh bûn,весись
722,vor::PRP,li ber,одзас
723,hinter::PRP,li pişt,бӧрӧ
724,unter::PRP,li bin,увтын
725,durch::PRP,kura,пыр
726,neben::PRP,li ba,бокам
727,neben::PRP,li ba,боксиным
728,zwischen::PRP,nabeyne,коласас
729,zwischen::PRP,di nav...da,коласас
730,wegen::PRP,ji bo,понда
731,wegen::PRP,ji ber,понда
732,dies::PRN,ev,эта
733,das::PRN,ev,сiя
734,alles::PRN,hemû,быдӧс
735,ich::PRN,ez,ме
736,du::PRN,tu,тэ
737,er::PRN,wî,сiя
738,wir::PRN,êm,мийӧ
739,ihr::PRN,hûn,ті
740,sie::PRN,we,нія
741,was::FPRN,çi,мый
742,wer::FPRN,ki,кин
743,wo::FADV,li ku dere,кытӧн
744,wohin::FADV,li ku dere,кытчӧ
745,wie::FADV,çawa,дзик
746,warum::FADV,çima,мыля
747,warum::FADV,çima,мыйсянь
748,wieviel::FNUM,çend,мымда
749,eins::NUM,yek,ӧт
750,zwei::NUM,didu,кык
751,drei::NUM,sisê,куим
752,vier::NUM,çar,нёль
753,fünf::NUM,penç,вит
754,sechs::NUM,şeş,квать
755,sieben::NUM,heft,сизим
756,acht::NUM,heşt,кыкьямыс
757,neun::NUM,neh,ӧкмыс
758,zehn::NUM,deh,дас
759,elf::NUM,yazdeh,дасотік
760,zwölf::NUM,diwazdeh,даскык
761,zwanzig::NUM,bîst,кыкдас
762,dreißig::NUM,sih,куимдас
763,vierzig::NUM,çil,нёльдас
764,fünfzig::NUM,pençi,витдас
765,sechzig::NUM,şêst,кватьдас
766,siebzig::NUM,heftê,сизимдас
767,achtzig::NUM,heştê,кыкьямысдас
768,neunzig::NUM,nod,ӧкмысдас
769,hundert::NUM,sêd,сто
770,tausend::NUM,hezar,тысяча
771,und::CNJ,û,и
772,und::CNJ,û,да
773,oder::CNJ,an,или
774,oder::CNJ,yan,или
775,stehen::V,sekinîn,сулавны
776,sitzen::V,rûniştin,пукавны
777,liegen::V,paldan,куйлыны
778,hängen::V,darve kirin,ӧшавны
779,werden::V,bûn,лоны
780,passieren::V,hatin holê,аркмыны
781,passieren::V,hatin serê kesî,аркмыны
782,beginnen::V,li dest pêkirin,петны
783,enden::V,xalas bû,-сь
784,enden::V,xalas bû,бырны
785,wechseln::V,guherandin,вежсьыны
786,wechseln::V,dêgiş kirin,вежсьыны
787,aufgehen[Sonne]::V,hilatin,петавны
788,untergehen[Sonne]::V,çun ava,пуксьыны
789,scheinen[Sonne]::V,şewk de,югьявны
790,donnern::V,gire-gir,гымавны
791,wehen::V,ba le de,пӧлявны
792,strömen::V,xwe girtin,киссьыны
793,fließen::V,herikîn,визывтны
794,sich drehen::V,xwe zivirandin,бергавны
