,Concept_ID,nl,kk
69,Himmel::N,hemel,таңдай
70,Sonne::N,zon,күн
71,Mond::N,maan,ай
72,Stern::N,ster,жұлдыз
73,Luft::N,lucht,әуе
74,Wind::N,wind,жел
75,Welle::N,golf,толқын
76,Wasser::N,water,су
77,Stein::N,steen,тас
78,Boden::N,grond,қыртыс
79,Erde::N,aarde,топырақ
80,Staub::N,stof,шаң
81,Rauch::N,rook,түтін
82,Funke::N,vonk,ұшқын
83,Feuer::N,vuur,алау
84,Licht::N,licht,шұғыла
85,Schatten::N,schaduw,көлеңке
86,Wetter::N,weer,ауа райы
87,Nebel::N,mist,тұман
88,Nebel::N,nevel,тұман
89,Wolke::N,wolk,бұлт
90,Regen::N,regen,жаңбыр
91,Schnee::N,sneeuw,қар
92,Eis::N,ijs,мұз
93,Frost::N,vorst,суық
94,Kälte::N,kou,ызғар
95,Kälte::N,kou,суықтық
96,Kälte::N,koude,ызғар
97,Kälte::N,koude,суықтық
98,Hitze::N,hitte,аптап
99,Raureif::N,rijp,қырау
100,Regenbogen::N,regenboog,кемпірқосақ
101,Donner::N,donder,күн күркіреу
102,Strömung::N,stroming,ағын
103,Tropfen::N,druppel,тамшы
104,Schaum::N,schuim,көбік
105,Schmutz::N,vuil,кір
106,See::N,meer,көл
107,Sumpf::N,moeras,саз
108,Moor::N,veen,саз
109,Wiese::N,wei,шалғын
110,Wiese::N,weide,шалғын
111,Wald::N,bos,орман
112,Hügel::N,heuvel,төбе
113,Hügel::N,heuvel,белес
114,Hügel::N,heuvel,белес-белес
115,Anhöhe::N,hoogte,дөң
116,Anhöhe::N,hoogte,адыр
117,Anhöhe::N,hoogte,қырат
118,Berg::N,berg,тау
119,Gipfel::N,top,төбе
120,Höhle::N,hol,үңгір
121,Abhang::N,helling,бауыр
122,Quelle::N,bron,қайнар
123,Bach::N,beek,жылға
124,Fluss::N,stroom,өзен
125,Ufer::N,wal,жиек
126,Ufer::N,oever,жиек
127,Küste::N,kust,жиегі
128,Küste::N,kust,жағалау
129,Festland::N,vasteland,құрылық
130,Meer::N,zee,теңіз
131,Bucht::N,baai,шығанақ
132,Bucht::N,inham,шығанақ
133,Insel::N,eiland,арал
134,Blume::N,bloem,гүл
135,Gras::N,gras,от
136,Wurzel::N,wortel,түбір
137,Baum::N,boom,ағаш
138,Baum::N,boom,дарақ
139,Stamm::N,stam,сояу
140,Stamm::N,stam,оқпан
141,Rinde::N,schors,қабық
142,Ast::N,tak,бұтақ
143,Zweig::N,twijg,шыбық
144,Blatt::N,blad,жапырақ
145,Birke::N,berk,қайың
146,Kiefer[Baum]::N,den,қарағай
147,Weide[Baum]::N,wilg,тал
148,Tanne::N,spar,шырша
149,Horn::N,hoorn,мүйіз
150,Feder::N,veer,қаламұш
151,Feder::N,pluim,қаламұш
152,Fell::N,vel,тері
153,Flügel::N,vleugel,қанат
154,Klaue::N,klauw,тырнақ
155,Kralle::N,klauw,аяқ
156,Schwanz::N,staart,құйрық
157,Ei::N,ei,жұмыртқа
158,Nest::N,nest,ұя
159,Bau::N,hol,жатақ
160,Tier::N,dier,айуан
161,Tier::N,dier,жануар
162,Herde::N,kudde,пада
163,Kuh::N,koe,сиыр
164,Bulle::N,stier,өгіз
165,Pferd::N,paard,жылқы
166,Schaf::N,schaap,қой
167,Schwein::N,varken,шошқа
168,Hund::N,hond,ит
169,Katze::N,kat,мысық
170,Bär::N,beer,аю
171,Eichhörnchen::N,eekhoorntje,тиін
172,Elch::N,eland,бұғы
173,Fuchs::N,vos,түлкі
174,Hase::N,haas,қоян
175,Maus::N,muis,қаптесер
176,Wolf::N,wolf,бөрі
177,Wolf::N,wolf,қасқыр
178,Vogel::N,vogel,құс
179,Schwarm::N,zwerm,топ
180,Schwarm::N,zwerm,үйір
181,Huhn::N,kip,тауық
182,Huhn::N,kip,мекиен
183,Huhn::N,hoen,тауық
184,Huhn::N,hoen,мекиен
185,Hahn::N,haan,әтеш
186,Hahn::N,haan,қораз
187,Gans::N,gans,қаз
188,Adler::N,arend,бүркіт
189,Ente::N,eend,үйрек
190,Eule::N,uil,жапалақ
191,Kranich::N,kraanvogel,тырна
192,Krähe::N,kraai,қарға
193,Kuckuck::N,koekoek,көкек
194,Schwan::N,zwaan,аққу
195,Fisch::N,vis,балық
196,Barsch::N,baars,алабұға
197,Hecht::N,snoek,шортан
198,Schlange[Tier]::N,slang,жылан
199,Wurm::N,worm,шұбалшаң
200,Spinne::N,spin,өрмекші
201,Ameise::N,mier,қүмырска
202,Laus::N,luis,бит
203,Mücke::N,mug,маса
204,Fliege::N,vlieg,шыбын
205,Schmetterling::N,vlinder,көбелек
206,Beere::N,bes,жидек
207,Apfel::N,appel,алма
208,Pilz::N,paddestoel,қозықұйрық
209,Pilz::N,paddestoel,саңыраукулақ
210,Zwiebel::N,ui,жуа
211,Saat::N,zaad,тұқым
212,Korn::N,graan,дән
213,Korn::N,korrel,дән
214,Heu::N,hooi,шөп
215,Schale::N,schil,қабық
216,Schale::N,schil,қабығы
217,Grube::N,kuil,ор
218,Falle::N,val,дұзақ
219,Falle::N,val,қақпан
220,Schlinge::N,strop,ілмек
221,Spur::N,spoor,із
222,Asche::N,as,күл
223,Dreck::N,drek,былғаныш
224,Eisen::N,ijzer,темір
225,Gold::N,goud,алтын
226,Silber::N,zilver,күміс
227,Kohle::N,kool,көмір
228,Glas::N,glas,шыны
229,Lehm::N,klei,балшық
230,Sand::N,zand,құм
231,Mensch::N,mens,адам
232,Mann::N,man,еркек
233,Mann::N,man,ер адам
234,Frau::N,vrouw,бике
235,Frau::N,vrouw,қатын
236,Kind::N,kind,бала
237,Kind::N,kind,перзент
238,Junge::N,jongen,бала
239,Junge::N,jongen,ер бала
240,Mädchen::N,meisje,қыз
241,Familie::N,gezin,жанұя
242,Familie::N,familie,жанұя
243,Großvater::N,grootvader,ата
244,Großmutter::N,grootmoeder,әже
245,Großmutter::N,grootmoeder,әжей
246,Eltern::N,ouders,ата-аналар
247,Vater::N,vader,әке
248,Mutter::N,moeder,ана
249,Sohn::N,zoon,ұл
250,Tochter::N,dochter,қызым
251,Bruder::N,broer,бауырым
252,Bruder::N,broeder,бауырым
253,Schwester::N,zus,әпке
254,Schwester::N,zuster,әпке
255,Onkel::N,oom,көке
256,Tante::N,tante,тәте
257,Ehemann::N,echtgenoot,ер
258,Ehefrau::N,echtgenote,зайып
259,Freude::N,vreugde,қуаныш
260,Freude::N,vreugde,сүйініш
261,Freude::N,vreugde,шат-думан
262,Freude::N,vreugde,қуаныштылық
263,Gelächter::N,gelach,күлу
264,Glück::N,geluk,бақыт
265,Glück::N,geluk,бақыттылық
266,Kummer::N,verdriet,аза
267,Kummer::N,verdriet,қайғы
268,Kummer::N,verdriet,қасырет
269,Wunsch::N,wens,мүдде
270,Wunsch::N,verlangen,мүдде
271,Lust::N,zin,тәбет
272,Lust::N,zin,ынтызар
273,Lust::N,zin,құштарлық
274,Lust::N,lust,тәбет
275,Lust::N,lust,ынтызар
276,Lust::N,lust,құштарлық
277,Geist::N,geest,рух
278,Gedanke::N,gedachte,ой
279,Gedächtnis::N,geheugen,ес
280,Gedächtnis::N,geheugen,жады
281,Gedächtnis::N,geheugen,ақыл-ес
282,Verstand::N,verstand,ақыл
283,Verstand::N,verstand,парасат
284,Sinn::N,betekenis,мән
285,Sinn::N,betekenis,маныз
286,Sinn::N,betekenis,мағына
287,Sinn::N,betekenis,мән-мағына
288,Grund::N,reden,себеп
289,Wahrheit::N,waarheid,рас
290,Gespräch::N,gesprek,әңгіме
291,Märchen::N,sprookje,ертеп
292,Märchen::N,sprookje,ертек
293,Erzählung::N,verhaal,әңгіме
294,Nachricht::N,tijding,хабар
295,Neuigkeit::N,nieuws,жаңалық
296,Neuigkeit::N,nieuwtje,жаңалық
297,Name::N,naam,ат
298,Name::N,naam,атау
299,Rätsel::N,raadsel,жұмбақ
300,Rede::N,rede,сөз
301,Sprache::N,taal,тіл
302,Stimme::N,stem,үн
303,Stimme::N,stem,әуен
304,Stimme::N,stem,дауыс
305,Wort::N,woord,сөз
306,Zeichen::N,teken,ишара
307,Ruf::N,roep,айғай
308,Lärm::N,lawaai,айғай-шу
309,Lärm::N,lawaai,айғай-ұйғай
310,Laut::N,klank,дыбыс
311,Laut::N,klank,дауыс
312,Laut::N,geluid,дыбыс
313,Laut::N,geluid,дауыс
314,Ton::N,toon,әуен
315,Ton::N,klank,әуен
316,Lied::N,lied,ән
317,Lied::N,lied,жыр
318,Lied::N,lied,ән-жыр
319,Ruhe::N,rust,тыныштық
320,Ruhe::N,stilte,тыныштық
321,Leute::N,lui,кісілер
322,Leute::N,mensen,кісілер
323,Volk::N,volk,халық
324,Arbeit::N,werk,еңбек
325,Arbeit::N,arbeid,еңбек
326,Gast::N,gast,қонақ
327,Gast::N,gast,мейман
328,Geschenk::N,cadeau,қадия
329,Geschenk::N,geschenk,қадия
330,Spiel::N,spel,ойын
331,Gesellschaft::N,gezelschap,қауым
332,Gesellschaft::N,gezelschap,жұртшылық
333,Hilfe::N,hulp,жэрдем
334,Freund::N,vriend,дос
335,Kamerad::N,maat,дос-жар
336,Kamerad::N,metgezel,дос-жар
337,Angelegenheit::N,zaak,жұмыс
338,Angelegenheit::N,aangelegenheid,жұмыс
339,Anzahl::N,tal,сан
340,Anzahl::N,tal,саны
341,Anzahl::N,aantal,сан
342,Anzahl::N,aantal,саны
343,Art::N,slag,түр
344,Art::N,soort,түр
345,Stück::N,stuk,тілім
346,Teil::N,deel,үлес
347,Teil::N,deel,бөлшек
348,Hälfte::N,helft,жарты
349,Kreis::N,kring,шеңбер
350,Kreis::N,cirkel,шеңбер
351,Kreuz::N,kruis,крест
352,Linie::N,lijn,сызық
353,Strich::N,haal,сызық
354,Strich::N,streep,сызық
355,Abstand::N,afstand,ара
356,Abstand::N,afstand,аралық
357,Entfernung::N,afstand,аралық
358,Gegend::N,streek,өңір
359,Platz::N,ruimte,орны
360,Ort::N,oord,орын
361,Ort::N,plaats,орын
362,Seite::N,zij,жақ
363,Seite::N,zij,бүйір
364,Seite::N,kant,жақ
365,Seite::N,kant,бүйір
366,Seite::N,zijde,жақ
367,Seite::N,zijde,бүйір
368,Mitte::N,midden,ортасы
369,Gegenstand::N,voorwerp,зат
370,Gegenstand::N,voorwerp,нәрсе
371,Sache::N,zaak,бұйым
372,Rand::N,rand,шет
373,Rand::N,rand,шеті
374,Rand::N,boord,шет
375,Rand::N,boord,шеті
376,Kante::N,kant,қыр
377,Kante::N,kant,қыры
378,Ecke::N,hoek,қыры
379,Ecke::N,hoek,бұрыш
380,Spitze::N,punt,ұшы
381,Spitze::N,spits,ұшы
382,Ende::N,einde,аяқ
383,Ende::N,einde,соңы
384,Ende::N,uiteinde,аяқ
385,Ende::N,uiteinde,соңы
386,Loch::N,gat,тесік
387,Winkel::N,hoek,мүйіс
388,Muster::N,dessin,мәнер
389,Muster::N,patroon,мәнер
390,Größe::N,grootte,ауқым
391,Größe::N,grootte,көлемдік
392,Länge::N,lengte,бой
393,Länge::N,lengte,ұзындық
394,Höhe::N,hoogte,жоғарылық
395,Höhe::N,hoogte,биіктік
396,Gewicht::N,gewicht,салмақ
397,Menge::N,hoeveelheid,мөлшер
398,Haufen::N,hoop,үйме
399,Haufen::N,hoop,үйінді
400,Reihe::N,rij,сап
401,Reihe::N,reeks,сап
402,Boot::N,boot,қайық
403,Ruder::N,roeiriem,ескек
404,Schlitten::N,slee,шана
405,Schlitten::N,slede,шана
406,Ski::N,ski,шаңғы
407,Lagerfeuer::N,kampvuur,алау
408,Last::N,last,ауырлық
409,Last::N,last,ауыр зат
410,Last::N,vracht,ауырлық
411,Last::N,vracht,ауыр зат
412,Gang::N,wandeling,жүріс
413,Schritt::N,stap,адым
414,Schritt::N,schrede,адым
415,Norden::N,noorden,солтүстік
416,Norden::N,noorden,терістік
417,Süden::N,zuiden,оңтүстік
418,Westen::N,westen,батыс
419,Osten::N,oosten,күншығыс
420,Holz::N,hout,ағаш
421,Holz::N,hout,сүрек
422,Brett::N,plank,тақта
423,Platte::N,plaat,тақта
424,Stütze::N,stut,тіреу
425,Stütze::N,steun,тіреу
426,Stange::N,stang,қада
427,Stock::N,stok,сойыл
428,Stab::N,staf,сырық
429,Rohr::N,pijp,құбыр
430,Haus::N,huis,үй
431,Heim::N,tehuis,үйлі
432,Heim::N,tehuis,шаңырақ
433,Ofen::N,kachel,ошақ
434,Ofen::N,kachel,пеш
435,Fußboden::N,vloer,еден
436,Tisch::N,tafel,үстел
437,Stuhl::N,stoel,орындық
438,Wiege::N,wieg,бесік
439,Bett::N,bed,кереует
440,Regal::N,rek,сөре
441,Kiste::N,kist,жәшік
442,Fenster::N,raam,терезе
443,Fenster::N,venster,терезе
444,Tür::N,deur,есік
445,Tor::N,poort,дарбаза
446,Zaun::N,omheining,дуал
447,Dach::N,dak,шатыр
448,Leiter::N,ladder,саты
449,Leiter::N,ladder,басқыш
450,Besen::N,bezem,сыпырғыш
451,Spaten::N,schop,күрек
452,Schaufel::N,schep,қалақ
453,Gabel::N,vork,аша
454,Gabel::N,vork,шанышқы
455,Löffel::N,lepel,қасық
456,Messer::N,mes,пышақ
457,Nagel::N,spijker,мық
458,Nagel::N,spijker,шеге
459,Netz::N,net,керегекөз
460,Haken::N,haak,ілмек
461,Griff::N,handvat,сап
462,Griff::N,handvat,тұтқа
463,Schloss::N,slot,құлып
464,Schloss::N,slot,бекіткіш
465,Bild::N,beeld,сурет
466,Figur::N,figuur,тұлға
467,Puppe::N,pop,қуыршақ
468,Beutel::N,zak,қапшық
469,Beutel::N,buidel,қапшық
470,Bündel::N,pak,байлам
471,Bündel::N,bundel,байлам
472,Tasche::N,tas,дорба
473,Eimer::N,emmer,шелек
474,Deckel::N,deksel,жапқыш
475,Geschirr::N,vaatwerk,ыдыс
476,Sack::N,zak,қап
477,Tasse::N,kop,шыныаяқ
478,Topf::N,pan,кәстрөл
479,Kessel::N,ketel,қазан
480,Essen::N,eten,ас
481,Nahrung::N,voedsel,ас
482,Nahrung::N,voedsel,тамақ
483,Speise::N,spijs,тағам
484,Fleisch::N,vlees,ет
485,Getreide::N,graan,дәнді
486,Brei::N,pap,ботқа
487,Brei::N,brij,ботқа
488,Brot::N,brood,күлше
489,Scheibe::N,plak,тілім
490,Scheibe::N,snede,тілім
491,Fett::N,vet,май
492,Butter::N,boter,май
493,Öl::N,olie,май
494,Salz::N,zout,тұз
495,Suppe::N,soep,көже
496,Honig::N,honing,бал
497,Milch::N,melk,сүт
498,Tee::N,thee,шай
499,Leder::N,leer,көн
500,Leder::N,leder,көн
501,Wolle::N,wol,жүн
502,Stoff::N,stof,мата
503,Stoff::N,stof,кездеме
504,Nadel::N,naald,ине
505,Faden::N,draad,жіп
506,Knopf::N,knoop,түйме
507,Knoten::N,knoop,түйін
508,Farbe::N,verf,рең
509,Kleidung::N,kledij,киім
510,Kleidung::N,kleding,киім
511,Hemd::N,hemd,жейде
512,Kragen::N,kraag,жаға
513,Ärmel::N,mouw,жең
514,Hose::N,broek,шалбар
515,Hose::N,pantalon,шалбар
516,Gürtel::N,riem,белбеу
517,Gürtel::N,gordel,белбеу
518,Mütze::N,muts,қалпақ
519,Schuh::N,schoen,кебіс
520,Stiefel::N,laars,етік
521,Ring::N,ring,жүзік
522,Band::N,lint,таспа
523,Kamm::N,kam,тарақ
524,Spiegel::N,spiegel,айна
525,Riemen::N,riem,қайыс
526,Schnur::N,koord,жіп
527,Leine::N,lijn,тізгін
528,Decke::N,deken,көрпе
529,Kissen::N,kussen,жастық
530,Tuch::N,doek,орамал
531,Handtuch::N,handdoek,сүлгі
532,Kraft::N,kracht,қуат
533,Kraft::N,kracht,қарқын
534,Kraft::N,kracht,әл-шама
535,Kraft::N,kracht,әл-дәрмен
536,Stärke::N,sterkte,әл
537,Stärke::N,sterkte,күш
538,Gesundheit::N,gezondheid,денсаулык
539,Krankheit::N,ziekte,ауру
540,Schmerz::N,pijn,ауру
541,Wunde::N,wond,зақым
542,Wunde::N,wond,жарақат
543,Fieber::N,koorts,безгек
544,Fieber::N,koorts,қалтырау
545,Fieber::N,koorts,қызу көтерілуі
546,Arznei::N,medicament,дәрі
547,Arznei::N,medicament,дәрі-дәрмек
548,Arznei::N,geneesmiddel,дәрі
549,Arznei::N,geneesmiddel,дәрі-дәрмек
550,Brücke::N,brug,көпір
551,Brunnen::N,put,құдық
552,Brunnen::N,bron,құдық
553,Weide::N,wei,өріс
554,Weide::N,wei,жайылым
555,Weide::N,weide,өріс
556,Weide::N,weide,жайылым
557,Pfad::N,pad,жол
558,Weg::N,weg,жол
559,Straße::N,baan,жол
560,Straße::N,straat,жол
561,Dorf::N,dorp,ауыл
562,Stadt::N,stad,қала
563,Stadt::N,stad,шаһар
564,Brief::N,brief,хат
565,Brief::N,brief,жазу
566,Buch::N,boek,кітап
567,Buchstabe::N,letter,әріп
568,Buchstabe::N,letter,қаріп
569,Zeitung::N,krant,газет
570,Zeitung::N,dagblad,газет
571,Leben::N,leven,өмір
572,Leben::N,leven,тіршілік
573,Tod::N,dood,опат
574,Grab::N,graf,мола
575,Grab::N,graf,мазар
576,Kirche::N,kerk,шіркеу
577,Sünde::N,zonde,күнә
578,Gott::N,god,алла
579,Gott::N,god,құдай
580,Gott::N,god,тәңірі
581,Gott::N,god,пәруардігер
582,Gott::N,god,жаратқан тәңірі
583,Arbeiter::N,arbeider,жүмысшы
584,Chef::N,chef,басшы
585,Chef::N,chef,жұмыс басқарушысы
586,Meister::N,meester,шебер
587,Meister::N,meester,өнерпаз
588,Arzt::N,arts,дәрігер
589,Arzt::N,dokter,дәрігер
590,Lehrer::N,leraar,мұғалім
591,Lehrer::N,onderwijzer,мұғалім
592,Geld::N,geld,пұл
593,Geschäft::N,zaak,бизнес
594,Laden::N,winkel,дүкен
595,Preis::N,prijs,ақы
596,Preis::N,prijs,құны
597,Preis::N,prijs,нарық
598,Ware::N,waar,тауар
599,Nutzen::N,nut,пайда
600,Nutzen::N,voordeel,пайда
601,Reichtum::N,rijkdom,бақ-дәулет
602,Welt::N,wereld,әлем
603,Welt::N,wereld,жиһан
604,Land::N,land,аймақ
605,Staat::N,staat,мемлекет
606,König::N,koning,патша
607,Macht::N,macht,өкімет
608,Macht::N,macht,қожалық
609,Grenze::N,grens,шек
610,Krieg::N,oorlog,соғыс
611,Feind::N,vijand,жау
612,Feind::N,vijand,дұшпан
613,Gewalt::N,geweld,зорлык
614,Gewalt::N,geweld,зорлық-зомбылык
615,Kampf::N,strijd,күрес
616,Kampf::N,strijd,алыспақ
617,Kampf::N,gevecht,күрес
618,Kampf::N,gevecht,алыспақ
619,Bogen[Waffe]::N,boog,саржа
620,Pfeil::N,pijl,жебе
621,Gewehr::N,geweer,қару
622,Fehler::N,fout,әбес
623,Fehler::N,fout,қаталық
624,Lüge::N,leugen,өтірік
625,Schaden::N,schade,зиян
626,Schaden::N,schade,зарар
627,Unglück::N,tegenspoed,пәле
628,Unglück::N,tegenspoed,қасырет
629,Unglück::N,tegenspoed,ауыртпалық
630,Schuld::N,schuld,айыптылық
631,Alter::N,leeftijd,жас
632,Alter::N,leeftijd,жас шамасы
633,Schluss::N,slot,ада
634,Schluss::N,slot,бітуі
635,Zeit::N,tijd,уақыт
636,Tag::N,dag,күн
637,Morgen::N,morgen,таң
638,Morgen::N,morgen,таңертең
639,Morgen::N,ochtend,таң
640,Morgen::N,ochtend,таңертең
641,Mittag::N,middag,талтүс
642,Abend::N,avond,кеш
643,Nacht::N,nacht,түн
644,Woche::N,week,апта
645,Monat::N,maand,ай
646,Jahr::N,jaar,жыл
647,Frühling::N,lente,көктем
648,Frühling::N,voorjaar,көктем
649,Sommer::N,zomer,жаз
650,Herbst::N,herfst,күз
651,Winter::N,winter,қыс
652,Januar::N,januari,каңтар
653,Februar::N,februari,ақпан
654,März::N,maart,наурыз
655,April::N,april,сәуір
656,Mai::N,mei,мамыр
657,Juni::N,juni,маусым
658,Juli::N,juli,шілде
659,August::N,augustus,сүмбіле
660,August::N,augustus,тамыз
661,September::N,september,қыркүйек
662,Oktober::N,oktober,ақырап
663,November::N,november,қараша
664,Dezember::N,december,желтоқсан
665,Montag::N,maandag,дүйсенбі
666,Dienstag::N,dinsdag,сейсенбі
667,Mittwoch::N,woensdag,сәрсенбі
668,Donnerstag::N,donderdag,бейсенбі
669,Freitag::N,vrijdag,жұма
670,Samstag::N,zaterdag,сенбі
671,Sonntag::N,zondag,жексембі
672,groß::A,groot,алпамсадай
673,klein::A,klein,кішкене
674,klein::A,klein,қарғадай
675,lang::A,lang,сопақ
676,lang::A,lang,сорайған
677,kurz::A,kort,кеспелтек
678,breit::A,breed,айдынды
679,schmal::A,smal,қысық
680,dicht::A,dicht,жиі
681,dick[Gegenstand]::A,dik,шомбал
682,dünn::A,dun,жұқа
683,dünn::A,dun,жіңішке
684,fein::A,fijn,қаңылтақ
685,fest::A,vast,берік
686,fest::A,vast,мызғымас
687,flach::A,plat,жалпак
688,glatt::A,glad,типыл
689,hart::A,hard,қатты
690,weich::A,week,жұмсақ
691,rund::A,rond,домалақ
692,spitz::A,spits,үшкір
693,spitz::A,puntig,үшкір
694,scharf::A,scherp,сүйрік
695,stumpf::A,stomp,доғал
696,stumpf::A,stomp,өтпейтін
697,schwer::A,zwaar,салмақты
698,schön::A,mooi,сұлу
699,schön::A,fraai,сұлу
700,heiß::A,heet,ыссы
701,warm::A,warm,жылы
702,kalt::A,koud,аязды
703,kühl::A,koel,салқын
704,frisch::A,fris,таза
705,frisch::A,fris,жаңа
706,feucht::A,vochtig,нам
707,feucht::A,vochtig,дымқылды
708,nass::A,nat,сулы
709,trocken::A,droog,құрғақ
710,voll::A,vol,толы
711,leer::A,leeg,бос
712,offen::A,open,ашып қойылған
713,geschlossen::A,gesloten,жабулы
714,sauber::A,net,дақсыз
715,sauber::A,net,мұнтаздай
716,sauber::A,schoon,дақсыз
717,sauber::A,schoon,мұнтаздай
718,schmutzig::A,vuil,айғыз
719,schmutzig::A,vuil,сатпақ
720,schmutzig::A,vuil,сатал-сатал
721,roh::A,rauw,шикі
722,reif::A,rijp,піскен
723,lecker::A,lekker,дәмді
724,süß::A,zoet,тәтті
725,bitter::A,bitter,ащы
726,sauer::A,zuur,қышқыл
727,hell::A,licht,жарық
728,hell::A,licht,жарқын
729,hell::A,helder,жарық
730,hell::A,helder,жарқын
731,dunkel::A,donker,қараңғы
732,schwarz::A,zwart,қара
733,weiß::A,wit,ақ
734,rot::A,rood,қызыл
735,gelb::A,geel,сары
736,blau::A,blauw,көк
737,grün::A,groen,жасыл
738,grau::A,grijs,бозамық
739,bunt::A,bont,алабажак
740,billig::A,goedkoop,арзан
741,teuer::A,duur,бағалы
742,wertvoll::A,kostbaar,құнды
743,wertvoll::A,kostbaar,қымбат
744,wertvoll::A,waardevol,құнды
745,wertvoll::A,waardevol,қымбат
746,blind::A,blind,көзсіз
747,blind::A,blind,көр
748,blind::A,blind,көр_соқыр
749,taub::A,doof,керең
750,taub::A,doof,саңырау
751,kräftig::A,krachtig,қуатты
752,kräftig::A,krachtig,қарымды
753,stark::A,sterk,білекті
754,schwach::A,zwak,әлсіз
755,schwach::A,zwak,күшсіз
756,schwach::A,zwak,қайратсыз
757,fett::A,vet,семіз
758,schlank::A,slank,ашаң
759,hübsch::A,leuk,ажарлы
760,hübsch::A,leuk,шырайлы
761,böse::A,kwaad,өш
762,böse::A,kwaad,сұм
763,böse::A,kwaad,жауыз
764,dumm::A,dom,көкми
765,dumm::A,dom,ақымақ
766,dumm::A,dom,миы жоқ
767,faul::A,lui,жалқау
768,faul::A,lui,еріншек
769,fleißig::A,vlijtig,ұқыпты
770,geizig::A,gierig,сараң
771,klug::A,slim,жетік
772,klug::A,slim,ақылды
773,klug::A,schrander,жетік
774,klug::A,schrander,ақылды
775,klug::A,verstandig,жетік
776,klug::A,verstandig,ақылды
777,geschickt::A,handig,шебер
778,geschickt::A,vaardig,шебер
779,lieb::A,lief,абзал
780,lieb::A,lief,айналайын
781,lustig::A,vrolijk,көңілді
782,sanft::A,zacht,жуас
783,hungrig::A,hongerig,аш
784,krank::A,ziek,кеселді
785,nackt::A,naakt,жалаңаш
786,traurig::A,treurig,қапа
787,traurig::A,bedroefd,қапа
788,lebendig::A,levend,тірі
789,lebendig::A,levend,жанды
790,gut::A,goed,жақсы
791,schlecht::A,slecht,жаман
792,richtig::A,juist,дұрыс
793,schlimm::A,erg,жаман
794,schlimm::A,kwaad,жаман
795,wahr::A,waar,нағыз
796,alt::A,oud,ескі
797,neu::A,nieuw,жаңа
798,ehemalig::A,voormalig,өткен
799,ehemalig::A,voormalig,бұрынғы
800,alt[Lebewesen]::A,oud,кексе
801,jung::A,jong,науша
802,arm::A,arm,кедей
803,arm::A,arm,дәулетсіз
804,reich::A,rijk,малды
805,bekannt::A,bekend,таныс
806,bekannt::A,bekend,көзтаныс
807,berühmt::A,beroemd,атақты
808,fremd::A,vreemd,бөтен
809,verschieden::A,verscheiden,түрлі
810,verschieden::A,verschillend,түрлі
811,nah::A,nabij,жуық
812,nah::A,nabij,етене
813,nah::A,nabijgelegen,жуық
814,nah::A,nabijgelegen,етене
815,fern::A,ver,алыс
816,fern::A,ver,алыстағы
817,linker::A,linker,сол
818,linker::A,linker,солшыл
819,rechter::A,rechter,оң
820,anderer::A,andere,өзге
821,anderer::A,andere,былайғы
