,Concept_ID,ab,mhr
390,Haken::N,аҵəаҳə,са́гыле
391,Griff::N,амаа,кыл
392,Schloss::N,асаҧаҭ,кӧгӧ́н
393,Bild::N,асахьа,сӱре́т
394,Figur::N,афигура,фигу́р
395,Puppe::N,акьанџьа,курча́к
396,Beutel::N,асакь,меша́к
397,Bündel::N,аҿаҳəара,арша́ш
398,Tasche::N,арҭмаҟ,сумка́
399,Eimer::N,аведра,ведра́
400,Deckel::N,ахҩа,ко́мдыш
401,Geschirr::N,ачысмаҭəа,а́те
402,Sack::N,асакь,куль
403,Sack::N,асакь,меша́к
404,Tasse::N,аҵəца,чу́кыр
405,Tasse::N,аҵəца,чашка́
406,Topf::N,акаструлиа,ми́ске
407,Kessel::N,ачуан,под
408,Nahrung::N,афатə,ку́рго
409,Speise::N,афатə,ко́чкыш
410,Fleisch::N,акəац,шыл
411,Getreide::N,ачакуа,шу́рно
412,Brei::N,ақашь,пу́чымыш
413,Brot::N,ача,ки́нде
414,Scheibe::N,аҽыҭ,ка́тыш
415,Scheibe::N,аҿаҵа,ка́тыш
416,Fett::N,ашша,коя́
417,Butter::N,ахəша,ӱй
418,Öl::N,азеҭ,ӱй
419,Salz::N,аџьыка,шинча́л
420,Suppe::N,асуҧ,шӱр
421,Honig::N,ацха,мӱй
422,Milch::N,ахш,шӧр
423,Tee::N,ачаи,чай
424,Leder::N,ацəа,сура́н
425,Leder::N,ацəа,шӱ́штӧ
426,Wolle::N,аласа,пун
427,Stoff::N,Аба,куэ́м
428,Stoff::N,Аба,посто́
429,Nadel::N,агəыр,и́ме
430,Faden::N,арахəыц,шӱ́ртӧ
431,Knopf::N,аҳəынҵəра,по́лдыш
432,Knoten::N,аиқəҳəала,пышке́м
433,Farbe::N,ашəыга,чия́
434,Kleidung::N,амаҭəа,чие́м
435,Kleidung::N,амаҭəа,вурге́м
436,Hemd::N,акьаҿ,ту́выр
437,Kragen::N,ахəда,сога́
438,Ärmel::N,амаӷра,шокш
439,Hose::N,аиқəа,йола́ш
440,Gürtel::N,амаҟа,ӱ́штӧ
441,Mütze::N,ахылҧа,упш
442,Schuh::N,аимаа,боти́нке
443,Stiefel::N,амагə,кем
444,Ring::N,амацəаз,шерга́ш
445,Band::N,алента,тасма́
446,Band::N,алента,ле́нте
447,Kamm::N,ахҳəа,шерге́
448,Spiegel::N,асаркьа,вошто́нчыш
449,Riemen::N,аа,кӱзанӱ́штӧ
450,Schnur::N,ашаха,кере́м
451,Schnur::N,ашаха,кандыра́
452,Leine::N,аҕура,вӱра́ҥ
453,Decke::N,ахыза,леве́дыш
454,Decke::N,ахыза,одея́л
455,Kissen::N,ахчы,кӱ́пчык
456,Tuch::N,акасы,шо́выч
457,Handtuch::N,ампахьшьы,со́лык
458,Kraft::N,амч,вий
459,Kraft::N,амч,куа́т
460,Stärke::N,амч,куа́т
461,Stärke::N,амч,карма́н
462,Gesundheit::N,агəабзиара,таза́лык
463,Krankheit::N,ачымазара,чер
464,Schmerz::N,ахьаа,ко́рштыш
465,Wunde::N,ахəра,су́сыр
466,Fieber::N,ашоура,йӱштыму́ж
467,Fieber::N,ашоура,лихора́дке
468,Arznei::N,ахəшə,эм
469,Brücke::N,ацҳа,кӱва́р
470,Brunnen::N,аҵыџь,вӱдвыне́м
471,Weide::N,аҳəырҭа,нурше́р
472,Pfad::N,амхəасҭа,йолго́рно
473,Pfad::N,амхəасҭа,сокма́к
474,Weg::N,амҩа,ко́рно
475,Straße::N,амҩа,ко́рно
476,Dorf::N,ақыҭа,ял
477,Stadt::N,ақалақь,ола́
478,Brief::N,ашəҟəы,се́рыш
479,Buch::N,ашəҟəы,книга́
480,Buchstabe::N,анбан,буква́
481,Zeitung::N,агазеҭ,газе́т
482,Leben::N,аҧсҭазаара,и́лыш
483,Tod::N,аҧсра,колыма́ш
484,Grab::N,анышəынҭра,шӱга́р
485,Kirche::N,ауахəама,че́рке
486,Sünde::N,агəнаҳа,су́лык
487,Gott::N,анцəа,ю́мо
488,Arbeiter::N,аусуҩ,паша́зе
489,Chef::N,Аиҳабы,тӧра́
490,Meister::N,аҟаза,маста́р
491,Arzt::N,аҳақьым,врач
492,Lehrer::N,арҵаҩы,ту́ныктышо
493,Geld::N,аҧара,окса́
494,Laden::N,амагазин,ке́выт
495,Preis::N,ахə,ак
496,Ware::N,атауар,сату́
497,Nutzen::N,ақьар,пайда́
498,Reichtum::N,абеиара,поя́нлык
499,Welt::N,адунеи,тӱня́
500,Land::N,атəыла,эл
501,Staat::N,аҳəынҭқарра,кугыжа́ныш
502,König::N,акрал,кугыжа́
503,Macht::N,амчра,власть
504,Grenze::N,аҳəаа,грани́ца
505,Krieg::N,аибашьра,сар
506,Feind::N,Аҕа,тушма́н
507,Gewalt::N,ақəымчра,виешлыма́ш
508,Kampf::N,ақəҧара,кредалма́ш
509,Bogen[Waffe]::N,ахыц,юҥе́ж
510,Pfeil::N,ахəымпал,пикш
511,Gewehr::N,ашəақь,пыча́л
512,Fehler::N,агха,йо́ҥылыш
513,Lüge::N,амц,шоя́к
514,Schaden::N,аҧырхага,зия́н
515,Unglück::N,арыцҳара,эҥге́к
516,Schuld::N,ахара,тита́к
517,Schuld::N,ахара,йола́
518,Alter::N,ақəра,ийго́т
519,Schluss::N,анҵəамҭа,муча́ш
520,Zeit::N,аамта,жап
521,Zeit::N,аамта,па́гыт
522,Tag::N,амш,ке́че
523,Morgen::N,ашара,эр
524,Morgen::N,ашьыбжь,эр
525,Mittag::N,шьыбжьон,кечыва́л
526,Abend::N,ахəылҧаз,кас
527,Abend::N,ахəлбыҽха,кас
528,Nacht::N,аҵх,йӱд
529,Woche::N,амчыбжь,арня́
530,Frühling::N,ааҕын,шо́шо
531,Sommer::N,аҧхын,кеҥе́ж
532,Herbst::N,ҭагалан,шы́же
533,Herbst::N,хкаарачан,шы́же
534,Winter::N,аӡын,те́ле
535,Januar::N,ианвар,шоркыйол
536,Januar::N,ианвар,идалыкву́й
537,Januar::N,ианвар,янва́рь
538,Februar::N,февраль,пургыж
539,Februar::N,февраль,февра́ль
540,März::N,март,ӱярня
541,März::N,март,март
542,April::N,апрель,апре́ль
543,Mai::N,маи,ага
544,Mai::N,маи,май
545,Juni::N,иуун,пеледыш
546,Juni::N,иуун,ию́нь
547,Juli::N,иууль,сӱрем
548,Juli::N,иууль,ию́ль
549,August::N,август,сорла
550,August::N,август,агарма́н
551,August::N,август,а́вгуст
552,September::N,сентиабр,идым
553,September::N,сентиабр,сентя́брь
554,Oktober::N,октиабр,шыжа
555,Oktober::N,октиабр,октя́брь
556,November::N,ноиабр,кылме тылзе
557,November::N,ноиабр,ноя́брь
558,Dezember::N,декабр,дека́брь
559,Montag::N,ашəахьа,шо́чмо
560,Dienstag::N,аҩаша,ку́шкыжмо
561,Mittwoch::N,ахаша,вӱрге́че
562,Donnerstag::N,аҧшьаша,изарня́
563,Freitag::N,ахəаша,кугарня́
564,Samstag::N,асабша,шуматке́че
565,Sonntag::N,амҽыша,рушарня́
566,groß::A,аду,кугу́
567,klein::A,амаҷ,изи́
568,lang::A,ахəхəа,кужу́
569,kurz::A,акьаҿ,кӱ́чык
570,breit::A,аиужь,кумда́
571,breit::A,аиҵых,кумда́
572,schmal::A,аҭшəа,а́ҥысыр
573,dicht::A,аилач,ну́гыдо
574,dick[Gegenstand]::A,ажəпа,кӱ́жгӧ
575,fein::A,апа,ты́гыде
576,fein::A,аҵаӷа,ты́гыде
577,fein::A,аӡа,ты́гыде
578,fest::A,аҟаца,чо́ткыдо
579,fest::A,аӷəӷəаҟаца,чо́ткыдо
580,flach::A,ақəаҟьа,лапка́
581,flach::A,аҧаҟьа,лапка́
582,glatt::A,аимаҩзы,яклака́
583,hart::A,акьакьа,пе́ҥгыде
584,weich::A,атата,пу́шкыдо
585,rund::A,акəмпыл,йырге́шке
586,spitz::A,аҵар,коша́р
587,scharf::A,аҵар,пӱ́сӧ
588,stumpf::A,ацагə,токма́к
589,schwer::A,ахьанҭа,не́ле
590,schön::A,аҧшӡа,сы́лне
591,heiß::A,ашы,шо́кшо
592,warm::A,аҧха,ле́ве
593,kalt::A,ахьшəашəа,йӱ́штӧ
594,kühl::A,ахьшəашəа,юа́лге
595,kühl::A,ахьшəашəа,южгата́
596,kühl::A,ицәыхьшәашәоу,юа́лге
597,kühl::A,ицәыхьшәашәоу,южгата́
598,frisch::A,цқьа,свежа́
599,feucht::A,ацəаак,вӱ́дыжгӧ
600,nass::A,абааӡа,нӧ́рӧ
601,trocken::A,Аба,ку́кшо
602,trocken::A,аҩа,ку́кшо
603,voll::A,азна,тич
604,leer::A,аҭацəы,яра́
605,offen::A,аарта,виш
606,geschlossen::A,ихҩоу,пе́тырыме
607,geschlossen::A,ихҩоу,тӱ́чмӧ
608,geschlossen::A,иаркыу,пе́тырыме
609,geschlossen::A,иаркыу,тӱ́чмӧ
610,sauber::A,ацқьа,ару́
611,sauber::A,ацқьа,янда́р
612,schmutzig::A,аҟьашь,лавыра́н
613,schmutzig::A,аҟьашь,ла́выргыше
614,reif::A,Арҭ,лӧза́
615,reif::A,аҟала,лӧза́
616,reif::A,иҟалахьоу,лӧза́
617,lecker::A,ахаа,ту́тло
618,süß::A,азла,ше́ре
619,bitter::A,аша,ко́чо
620,sauer::A,аҵəҵəы,шо́по
621,hell::A,алаша,во́лгыдо
622,dunkel::A,алашьца,пычке́мыш
623,schwarz::A,аиқуаҵәа,шола́
624,weiß::A,ашкəакəа,ош
625,rot::A,аҟаҧшь,йошка́р
626,gelb::A,аҩеижь,сар
627,blau::A,аҽҵәа,ка́нде
628,grün::A,ашьацҧшҭəала,ужа́р
629,grün::A,аеҵəа,ужа́р
630,grau::A,ацəыш,сур
631,bunt::A,Аилыҕраа,олача́
632,bunt::A,аҕраҷкəын,олача́
633,billig::A,амариа,шу́лдо
634,teuer::A,амҩан,ше́рге
635,wertvoll::A,кыр иаҕсоу,шергака́н
636,wertvoll::A,акыр иаҕсоу,шергака́н
637,blind::A,алашə,со́кыр
638,taub::A,адагəа,соҥгыра́
639,kräftig::A,аӷəӷəа,куа́тле
640,stark::A,абаҟа,вия́н
641,schwach::A,акəада,а́лдыме
642,fett::A,аҧсыла,коя́
643,schlank::A,акала,йоштката́
644,schlank::A,акала,яжу́
645,schlank::A,акьалантар,йоштката́
646,schlank::A,акьалантар,яжу́
647,schlank::A,аиҿартə,йоштката́
648,schlank::A,аиҿартə,яжу́
649,hübsch::A,аҧшӡа,чеве́р
650,böse::A,абааҧсы,шы́де
651,dumm::A,агаӡа,аҥыра́
652,faul::A,аашьа,його
653,fleißig::A,иҟубҷоу,ты́ршыше
654,geizig::A,акы,чаҥга́
655,geizig::A,акаҷбеи,чаҥга́
656,geizig::A,аҟəџьыр,чаҥга́
657,klug::A,аҟəыш,уша́н
658,klug::A,аҟəыӷа,уша́н
659,geschickt::A,напҟазала,уста́
660,lieb::A,алашара,ала́л
661,lustig::A,алах-ҿых,весела́
662,lustig::A,игурҕьаччо,весела́
663,lustig::A,агурҕьа,весела́
664,lustig::A,агурҿыхага,весела́
665,sanft::A,атата,ны́жылге
666,sanft::A,аҟəымшəышə,ны́жылге
