,Concept_ID,sl,av
132,Blume::N,cvetlíca,тӏегь
133,Gras::N,tráva,хер
134,Wurzel::N,korenína,кьибил
135,Baum::N,drevó,гъветӏ
136,Stamm::N,dêblo,рохти
137,Rinde::N,lúbje,макъар
138,Rinde::N,skórja,макъар
139,Ast::N,véja,ноцӏ
140,Zweig::N,véja,гӏаркьел
141,Blatt::N,líst,тӏамах
142,Birke::N,bréza,мах
143,Birke::N,bréza,махигъветӏ
144,Kiefer[Baum]::N,bòr,накӏкӏигъветӏ
145,Weide[Baum]::N,vŕba,рицӏцӏ
146,Weide[Baum]::N,vŕba,рицӏцӏигъветӏ
147,Tanne::N,hója,ёлка
148,Horn::N,róg,лълъар
149,Feder::N,peró,хӏули
150,Fell::N,kŕzno,тӏом
151,Fell::N,kŕzno,цӏоко
152,Flügel::N,krílo,кваркьи
153,Klaue::N,párkelj,галъ
154,Kralle::N,krémpelj,квачӏ
155,Kralle::N,krémpelj,катиквачӏ
156,Schwanz::N,rèp,рачӏ
157,Ei::N,jájce,хоно
158,Nest::N,gnézdo,бусен
159,Bau::N,brlòg,каратӏ
160,Tier::N,živál,хӏайван
161,Herde::N,čréda,рехъен
162,Herde::N,čréda,рехъед
163,Kuh::N,kráva,гӏака
164,Bulle::N,bìk,оц
165,Pferd::N,kònj,чу
166,Schaf::N,ôvca,чахъу
167,Schwein::N,svínja,болъон
168,Hund::N,pès,гьой
169,Katze::N,máčka,кету
170,Bär::N,mêdved,ци
171,Eichhörnchen::N,véverica,гвангва
172,Elch::N,lós,
173,Fuchs::N,lisíca,цер
174,Hase::N,zájec,гӏанкӏ
175,Maus::N,mìš,гӏункӏкӏ
176,Wolf::N,vólk,бацӏ
177,Vogel::N,ptìč,хӏинчӏ
178,Vogel::N,ptíca,хӏинчӏ
179,Schwarm::N,játa,тӏел
180,Huhn::N,kokóš,гӏанкӏу
181,Hahn::N,petêlin,хӏелеко
182,Gans::N,gós,хъаз
183,Adler::N,ôrel,цӏум
184,Ente::N,ráca,ордек
185,Eule::N,sôva,беццаруз
186,Kranich::N,žerjàv,къункъра
187,Krähe::N,vrána,гъеду
188,Kuckuck::N,kúkavica,гагу
189,Schwan::N,labód,хӏанкъва
190,Fisch::N,ríba,ччугӏа
191,Barsch::N,ostríž,окунь
192,Hecht::N,ščúka,щука
193,Schlange[Tier]::N,káča,борохь
194,Wurm::N,čr̀v,хӏапара
195,Wurm::N,glísta,хӏапара
196,Spinne::N,pájek,хъанхъра
197,Ameise::N,mrávlja,цӏунцӏра
198,Laus::N,úš,нацӏ
199,Mücke::N,komár,кӏкӏара
200,Fliege::N,múha,тӏутӏ
201,Schmetterling::N,metúlj,кӏалкӏучӏ
202,Beere::N,jágoda,
203,Apfel::N,jábolko,гӏеч
204,Pilz::N,góba,гӏурдахӏан
205,Zwiebel::N,čebúla,кӏочӏопер
206,Saat::N,séme,хьон
207,Korn::N,zŕno,мугь
208,Heu::N,senó,хер
209,Schale::N,lupína,хъал
210,Grube::N,jáma,гвенд
211,Falle::N,pást,къор
212,Falle::N,pást,къотен
213,Schlinge::N,zánka,кӏичӏ
214,Schlinge::N,pêtlja,кӏичӏ
215,Spur::N,sléd,лъалкӏ
216,Asche::N,pepél,рахъу
217,Dreck::N,bláto,гъиз
218,Dreck::N,bláto,хӏарщ
219,Eisen::N,želézo,махх
220,Gold::N,zlató,месед
221,Silber::N,srebró,гӏарац
222,Kohle::N,ógel,тӏурччи
223,Glas::N,stêklo,цӏер
224,Lehm::N,ílo,хӏатӏ
225,Sand::N,pések,сали
226,Mensch::N,člôvek,чи
227,Mann::N,móž,бихьинчи
228,Mann::N,môški,бихьинчи
229,Frau::N,gospá,гӏадан
230,Frau::N,žénska,гӏадан
231,Kind::N,déte,лъимер
232,Kind::N,otròk,лъимер
233,Junge::N,fànt,вас
234,Junge::N,déček,вас
235,Mädchen::N,deklè,яс
236,Mädchen::N,déklica,яс
237,Familie::N,družína,хъизан
238,Großvater::N,dèd,кӏудада
239,Großvater::N,dédek,кӏудада
240,Großmutter::N,bábica,кӏодо
241,Eltern::N,stárši,эбел-эмен
242,Vater::N,ôče,эмен
243,Mutter::N,máma,эбел
244,Sohn::N,sín,вас
245,Tochter::N,hčí,яс
246,Tochter::N,hčérka,яс
247,Bruder::N,bràt,вац
248,Schwester::N,sêstra,яц
249,Onkel::N,újec,даци
250,Onkel::N,stríc,даци
251,Tante::N,têta,ада
252,Tante::N,strína,ада
253,Ehemann::N,móž,рос
254,Ehemann::N,sopróg,рос
255,Ehefrau::N,žêna,чӏужу
256,Ehefrau::N,sopróga,чӏужу
257,Freude::N,rádost,ракӏбохи
258,Freude::N,vesêlje,ракӏбохи
259,Gelächter::N,sméh,релъи
260,Gelächter::N,grohòt,релъи
261,Glück::N,sréča,талихӏ
262,Glück::N,sréča,талихӏ-рохел
263,Kummer::N,gorjé,хӏалкъай
264,Wunsch::N,žêlja,къасд
265,Lust::N,poželênje,гъира
266,Geist::N,dúša,чӏанкӏ
267,Geist::N,dúša,рухӏ-жан
268,Gedanke::N,mísel,пикру
269,Gedächtnis::N,pámet,
270,Sinn::N,pomèn,магӏна
271,Sinn::N,smísel,магӏна
272,Grund::N,vzròk,багьана
273,Wahrheit::N,resníca,ритӏухълъи
274,Gespräch::N,pogóvor,накъит
275,Märchen::N,právljica,маргьа
276,Erzählung::N,povést,къиса
277,Nachricht::N,sporočílo,хабар
278,Neuigkeit::N,novóst,хабар-гӏазаб
279,Name::N,imé,цӏар
280,Rätsel::N,ugánka,бицанкӏо
281,Rede::N,góvor,речь
282,Rede::N,góvor,калам
283,Sprache::N,jêzik,мацӏ
284,Stimme::N,glás,гьаракь
285,Wort::N,beséda,рагӏи
286,Zeichen::N,znák,ишара
287,Zeichen::N,znák,гӏаламат
288,Ruf::N,klíc,ахӏи
289,Lärm::N,hrúp,хъуй
290,Lärm::N,hrúp,хъуди
291,Lärm::N,trúšč,хъуй
292,Lärm::N,trúšč,хъуди
293,Laut::N,glás,гьаракь
294,Laut::N,glás,сас
295,Ton::N,tón,
296,Lied::N,pésem,кечӏ
297,Ruhe::N,pokòj,рахӏат
298,Leute::N,ljudjé,гӏадамал
299,Volk::N,národ,халкъ
300,Arbeit::N,délo,хӏалтӏи
301,Gast::N,gòst,гьобол
302,Geschenk::N,darílo,сайигъат
303,Spiel::N,ígra,хӏай
304,Spiel::N,ígra,расанди
305,Gesellschaft::N,drúžba,жамагӏат
306,Hilfe::N,pomóč,кумек
307,Freund::N,prijátelj,гьудул
308,Kamerad::N,továriš,гьалмагъ
309,Angelegenheit::N,zadéva,къваригӏел
310,Anzahl::N,števílo,рикӏкӏен
311,Art::N,vŕsta,жинс
312,Stück::N,kós,кесек
313,Teil::N,dél,пай
314,Hälfte::N,polovíca,бащдаб
315,Kreis::N,króg,гор
316,Kreis::N,kolobár,гор
317,Kreuz::N,kríž,хъанч
318,Linie::N,próga,мухъ
319,Strich::N,čŕta,хӏучч
320,Abstand::N,preslédek,манзил
321,Entfernung::N,oddáljenost,манзил
322,Gegend::N,kràj,рахъ
323,Gegend::N,dežêla,рахъ
324,Platz::N,prôstor,бакӏ
325,Ort::N,mésto,бакӏ
326,Seite::N,bòk,рахъ
327,Seite::N,strán,рахъ
328,Mitte::N,sredína,бакьулъбакӏ
329,Gegenstand::N,prédmet,жо
330,Sache::N,réč,жо
331,Sache::N,stvár,жо
332,Rand::N,kràj,мицӏир
333,Kante::N,rób,рагӏал
334,Kante::N,rób,рагӏа-ракьан
335,Ecke::N,vogál,цили
336,Spitze::N,óst,тӏогь
337,Ende::N,kônec,кӏал
338,Loch::N,lúknja,каратӏ
339,Winkel::N,kót,
340,Muster::N,vzórec,накъиш
341,Größe::N,veličína,кӏодо́лъи
342,Länge::N,dolžína,халалъи
343,Höhe::N,vršína,борхалъи
344,Gewicht::N,téža,бакӏлъи
345,Menge::N,količína,
346,Haufen::N,kùp,гъуни
347,Haufen::N,kopíca,гъуни
348,Reihe::N,níz,ирга́
349,Reihe::N,vŕsta,ирга́
350,Boot::N,čóln,раса
351,Ruder::N,vêslo,раххан
352,Schlitten::N,saní,чанагъ
353,Ski::N,smučí,лыжаби
354,Lagerfeuer::N,táborni ôgenj,цӏа
355,Last::N,tôvor,бакӏлъи
356,Gang::N,hòd,хьвади
357,Gang::N,hòd,хьвада-чӏвади
358,Schritt::N,korák,гали
359,Norden::N,séver,шимал
360,Süden::N,júg,юг
361,Süden::N,júg,къибла
362,Westen::N,zapàd,гъарб
363,Westen::N,zapàd,магъриб
364,Osten::N,vzhòd,шаркъ
365,Osten::N,vzhòd,машрикъ
366,Holz::N,lés,цӏул
367,Brett::N,deskà,хъарщи
368,Platte::N,plôča,къоно
369,Stütze::N,opóra,
370,Stütze::N,zaslómba,
371,Stange::N,gréd,гӏер
372,Stock::N,pálica,тӏил
373,Stab::N,pálica,гӏер
374,Rohr::N,cév,турба
375,Haus::N,híša,ригь
376,Haus::N,híša,рукъзал
377,Heim::N,dóm,рукъ
378,Ofen::N,péč,печь
379,Fußboden::N,pòd,чӏабар
380,Tisch::N,míza,стол
381,Stuhl::N,stòl,бакӏу
382,Wiege::N,zíbel,кини
383,Bett::N,póstelja,кровать
384,Regal::N,políca,хъарщи
385,Kiste::N,zabòj,ящик
386,Kiste::N,zabòj,тӏалагъуд
387,Fenster::N,ôkno,гордо
388,Tür::N,vráta,нуцӏа
389,Tor::N,velíka vráta,каву
390,Zaun::N,ográja,раци
391,Dach::N,stréha,тӏох
392,Leiter::N,léstev,мали
393,Besen::N,mêtla,жул
394,Spaten::N,lopáta,бел
395,Schaufel::N,lopáta,раххан
396,Gabel::N,vílice,гӏучӏ
397,Löffel::N,žlíca,гъуд
398,Messer::N,nòž,нус
399,Nagel::N,žebèlj,магӏ
400,Netz::N,mréža,гьин
401,Haken::N,kljúka,гъанцӏа
402,Griff::N,ročáj,гӏоркь
403,Griff::N,oprijèm,гӏоркь
404,Schloss::N,ključávnica,кӏулал
405,Bild::N,slíka,сурат
406,Figur::N,figúra,
407,Figur::N,postáva,
408,Puppe::N,lútka,нани
409,Beutel::N,môšnja,таргьа
410,Bündel::N,cúla,къай
411,Bündel::N,svéženj,къай
412,Tasche::N,tórba,сумка
413,Tasche::N,tórba,къвачӏа
414,Tasche::N,tobôlec,сумка
415,Tasche::N,tobôlec,къвачӏа
416,Eimer::N,vêdro,ведро
417,Deckel::N,pokròv,тӏалъел
418,Deckel::N,pokròv,дадитӏалъел
419,Deckel::N,poklópec,тӏалъел
420,Deckel::N,poklópec,дадитӏалъел
421,Geschirr::N,posóda,цӏарагӏ
422,Sack::N,vréča,хъап
423,Sack::N,vréča,къандалъо
424,Tasse::N,skodélica,чашка
425,Topf::N,lônec,хьаг
426,Kessel::N,kôtel,хьаг
427,Kessel::N,kôtel,гереги
428,Essen::N,hrána,тӏагӏам
429,Nahrung::N,živílo,квен
430,Speise::N,jéd,квен
431,Fleisch::N,mesó,гьан
432,Getreide::N,žíto,бугӏа-ролъ
433,Getreide::N,žíto,могьолабл_культураби
434,Brei::N,káša,карщ
435,Brot::N,krùh,чед
436,Scheibe::N,réženj,мочӏу
437,Fett::N,mást,беэнлъи
438,Fett::N,maščôba,беэнлъи
439,Butter::N,máslo,нах
440,Öl::N,ólje,нах
441,Salz::N,sól,цӏам
442,Suppe::N,júha,чурпа
443,Honig::N,méd,гьоцӏо
444,Milch::N,mléko,рахь
445,Tee::N,čáj,чай
446,Leder::N,úsnje,тӏом
447,Wolle::N,vólna,квас
448,Stoff::N,blagó,ххам
449,Nadel::N,ígla,рокӏкӏен
450,Faden::N,nít,кун
451,Knopf::N,gúmb,маргъал
452,Knoten::N,vôzel,гарацӏ
453,Farbe::N,bárva,релъен
454,Kleidung::N,obléka,ретӏел
455,Hemd::N,srájca,гурде
456,Kragen::N,ovrátnik,габур
457,Ärmel::N,rokáv,къвал
458,Hose::N,hláče,тӏажу
459,Gürtel::N,pás,рачел
460,Mütze::N,kápa,тӏагъур
461,Mütze::N,čépica,тӏагъур
462,Schuh::N,čévelj,
463,Stiefel::N,škórenj,этек
464,Stiefel::N,škórenj,чакма
465,Ring::N,pŕstan,баргъич
466,Band::N,trák,лента
467,Kamm::N,glavník,гьоркьо
468,Spiegel::N,zrcálo,матӏу
469,Spiegel::N,ogledálo,матӏу
470,Riemen::N,jêrmen,рижу
471,Schnur::N,vŕvca,
472,Leine::N,konôpec,
473,Decke::N,odéja,одея́ло
474,Kissen::N,blazína,къандалъо
475,Tuch::N,pŕt,квархьи
476,Tuch::N,rúta,квархьи
477,Handtuch::N,brisáča,беркӏалрацӏцӏ
478,Kraft::N,síla,гуч
479,Kraft::N,síla,къуват
480,Stärke::N,jákost,хӏалкӏвей
481,Gesundheit::N,zdrávje,сахлъи́
482,Krankheit::N,bolézen,унти
483,Krankheit::N,bolézen,щокълъи
484,Schmerz::N,ból,унти
485,Schmerz::N,bolečína,унти
486,Wunde::N,rána,ругъун
487,Fieber::N,vročína,цӏа-кан
488,Arznei::N,lék,дару
489,Arznei::N,zdravílo,дару
490,Brücke::N,móst,кьо
491,Brunnen::N,vodnják,гъуй
492,Weide::N,páša,рицӏцӏ
493,Weide::N,páša,лъичӏирма
494,Weide::N,páša,гӏурдаллъи
495,Weide::N,páša,ри́цӏигъветӏ
496,Weide::N,páša,рицӏцӏигъветӏ
497,Pfad::N,stezà,сухъмахъ
498,Weg::N,pót,нух
499,Straße::N,césta,нух
500,Dorf::N,vás,росу
501,Stadt::N,mésto,шагьар
502,Brief::N,písmo,кагъат
503,Brief::N,písmo,рисалат
504,Buch::N,knjíga,тӏехь
505,Buchstabe::N,čŕka,хӏарп
506,Zeitung::N,čásnik,газет
507,Leben::N,življênje,яшав
508,Tod::N,smŕt,хвел
509,Grab::N,gròb,хоб
510,Kirche::N,cérkev,килиса
511,Sünde::N,gréh,хӏакъ
512,Sünde::N,gréh,мунагь
513,Gott::N,bóg,бичас
514,Gott::N,bóg,аллагь
515,Arbeiter::N,délavec,хӏалтӏухъан
516,Chef::N,šéf,хӏаким
517,Chef::N,šéf,начальник
518,Meister::N,mójster,устар
519,Meister::N,mójster,мастер
520,Meister::N,mójster,махщалилав
521,Arzt::N,zdravník,жайрахӏ
522,Lehrer::N,učítelj,мугӏалим
523,Geld::N,denár,гӏарац
524,Geschäft::N,kupčíja,
525,Laden::N,trgovína,тукен
526,Preis::N,céna,багьа
527,Ware::N,róba,къайи
528,Nutzen::N,príd,мунпагӏат
529,Reichtum::N,bogástvo,бечелъи
530,Welt::N,svét,дуниял
531,Land::N,dežêla,улка
532,Land::N,dežêla,икълим
533,Staat::N,držáva,пачалихъ
534,König::N,králj,пача
535,König::N,králj,малик
536,König::N,králj,къирал
537,König::N,králj,падишагь
538,Macht::N,oblást,кверщел
539,Grenze::N,mêja,гӏорхъи
540,Krieg::N,vôjna,рагъ
541,Feind::N,sovrážnik,тушман
542,Gewalt::N,nasílje,зулму
543,Kampf::N,bòj,къеркьей
544,Kampf::N,bórba,къеркьей
545,Bogen[Waffe]::N,lók,газаргъо
546,Pfeil::N,puščíca,чӏор
547,Gewehr::N,púška,туманкӏ
548,Fehler::N,zmóta,гъалатӏ
549,Lüge::N,láž,гьереси
550,Schaden::N,okvára,зиян
551,Schaden::N,okvára,зарал
552,Unglück::N,nesréča,балагь
553,Schuld::N,krívda,гӏайиб
554,Alter::N,dôba,гӏумру
555,Schluss::N,kônec,ахир
556,Zeit::N,čàs,заман
557,Tag::N,dán,къо
558,Morgen::N,jútro,радалмех
559,Mittag::N,póldan,къадемех
560,Abend::N,večér,релъедамех
561,Nacht::N,nóč,сордо
562,Woche::N,téden,анкь
563,Monat::N,mésec,моцӏ
564,Jahr::N,léto,сон
565,Jahr::N,léto,лъагӏел
566,Frühling::N,pomlád,их
567,Sommer::N,polétje,рии
568,Herbst::N,jesén,хасалихълъи
569,Winter::N,zíma,кьин
570,Januar::N,jánuar,январь
571,Februar::N,fébruar,февра́ль
572,März::N,márec,март
573,April::N,apríl,апрель
574,Mai::N,máj,май
575,Juni::N,júnij,июнь
576,Juli::N,júlij,июль
577,August::N,avgúst,август
578,September::N,septêmber,сентябрь
579,Oktober::N,október,октябрь
580,November::N,novêmber,ноябрь
581,Dezember::N,decémber,декабрь
582,Montag::N,ponedéljek,итни
583,Dienstag::N,tôrek,талат
584,Mittwoch::N,sréda,арбагӏ
585,Donnerstag::N,četŕtek,хамиз
586,Freitag::N,pétek,рузман
587,Samstag::N,sobóta,щамат
588,Sonntag::N,nedélja,гьатӏан
589,groß::A,vêlik,кӏудияб
590,klein::A,májhen,гьитӏинаб
591,lang::A,dólg,халатаб
592,kurz::A,krátek,къокъаб
593,breit::A,širòk,гӏебаб
594,schmal::A,ózek,къваридаб
595,dicht::A,góst,ризаб
596,dick[Gegenstand]::A,dêbel,бицатаб
597,dünn::A,tánek,тӏеренаб
598,fein::A,drôben,тӏеренаб
599,fest::A,tŕden,къвакӏараб
600,flach::A,plán,чӏепараб
601,flach::A,plòsk,чӏепараб
602,glatt::A,gládek,цӏвакараб
603,hart::A,tŕd,кьварараб
604,weich::A,mehák,тамахаб
605,rund::A,okrógel,гургинаб
606,spitz::A,šílast,бегӏераб
607,scharf::A,óster,рекӏараб
608,stumpf::A,tóp,тӏехӏараб
609,stumpf::A,tóp,рекӏинчӏеб
610,stumpf::A,skŕhan,тӏехӏараб
611,stumpf::A,skŕhan,рекӏинчӏеб
612,schwer::A,têžek,бакӏаб
613,schön::A,lép,берцинаб
614,schön::A,krásen,берцинаб
615,heiß::A,vròč,лагьараб
616,warm::A,tôpel,хинаб
617,kalt::A,mŕzel,квачараб
618,kalt::A,hláden,квачараб
619,kühl::A,hláden,квачараб
620,frisch::A,svéž,цӏияб
621,feucht::A,vlážen,рагьараб
622,nass::A,móker,би́ччараб
623,trocken::A,súh,бакъвараб
624,voll::A,póln,
625,leer::A,prázen,чӏобогояб
626,offen::A,odpŕt,рагьараб
627,geschlossen::A,zapŕt,рахараб-къараб
628,sauber::A,číst,бацӏцӏадаб
629,sauber::A,líčen,бацӏцӏадаб
630,schmutzig::A,umázan,гъизараб
631,roh::A,suròv,хамаб
632,roh::A,suròv,гӏатӏгояб
633,reif::A,zrèl,барщараб
634,lecker::A,okúsen,тӏагӏамаб
635,süß::A,sládek,гьуинаб
636,bitter::A,grenák,кьогӏаб
637,sauer::A,kísel,цӏекӏаб
638,hell::A,svetèl,канаб
639,dunkel::A,temèn,бецӏаб
640,schwarz::A,čŕn,чӏегӏераб
641,weiß::A,bél,хъахӏаб
642,rot::A,rdèč,багӏараб
643,gelb::A,žólt,гӏобилаб
644,gelb::A,žólt,тӏогьилаб
645,gelb::A,rumèn,гӏобилаб
646,gelb::A,rumèn,тӏогьилаб
647,blau::A,móder,хъахӏилаб
648,grün::A,zelèn,гӏурччинаб
649,grau::A,sív,накӏкӏуяб
650,bunt::A,písan,къвекӏаб
651,bunt::A,písan,чара-гъараб
652,billig::A,pocéni,учузаб
653,teuer::A,drág,хири́яб
654,wertvoll::A,dragocén,къиматаб
655,blind::A,slép,беццаб
656,taub::A,glúh,гъугъаб
657,kräftig::A,močán,гучаб
658,stark::A,ják,къуватаб
659,schwach::A,šíbek,гӏажизаб
660,fett::A,dêbel,кьарияб
661,schlank::A,vítek,чергесаб
662,hübsch::A,lép,гьайбатаб
663,böse::A,zèl,ракӏквешаб
664,böse::A,hudôben,ракӏквешаб
665,dumm::A,glúp,гьагаб
666,dumm::A,glúp,гӏантаб
667,dumm::A,bédast,гьагаб
668,dumm::A,bédast,гӏантаб
669,faul::A,lén,кӏохӏалаб
670,faul::A,lén,кӏухӏа́лаб
671,fleißig::A,marljív,хӏаракатаб
672,geizig::A,škŕt,къарумаб
673,klug::A,pámeten,лумияб
674,geschickt::A,spréten,махщел бугев
675,lieb::A,míl,гӏазизаб
676,lieb::A,ljúb,гӏазизаб
677,lustig::A,vesél,кепаб
678,sanft::A,láhek,хӏалимаб
679,sanft::A,láhek,хӏере́наб
680,hungrig::A,láčen,бакъараб
681,krank::A,bolán,щокъаб
682,krank::A,bolán,унтараб
683,nackt::A,nág,гӏицӏаб
684,nackt::A,nág,чӏанкӏараб
685,traurig::A,túžen,пашманаб
686,lebendig::A,žív,чӏагояб
687,gut::A,dóber,лъикӏаб
688,schlecht::A,malopríden,къадараб
689,richtig::A,pravílen,битӏараб
690,schlimm::A,húd,нажасаб
691,schlimm::A,húd,къабихӏаб
692,wahr::A,resníčen,хӏакъаб
693,wahr::A,resníčen,битӏараб
694,alt::A,stàr,басрияб
695,neu::A,nòv,цӏияб
696,ehemalig::A,nekdánji,цебе́госеб
697,alt[Lebewesen]::A,stàr,хераб
698,jung::A,mlád,тӏинчӏаб
699,jung::A,mlád,гӏолохъанаб
700,arm::A,ubóg,пакъираб
701,arm::A,réven,пакъираб
702,reich::A,bogàt,бечедаб
703,bekannt::A,znán,лъалеб
704,berühmt::A,sláven,машгьураб
705,berühmt::A,znamenít,машгьураб
706,fremd::A,túj,чияр
707,verschieden::A,razlíčen,батӏи-батӏияб
708,nah::A,blížnji,гӏагарда бугеб
709,fern::A,dáleč,рикӏкӏадаб
710,linker::A,lévi,квегӏаб
711,rechter::A,désni,кваранаб
712,anderer::A,drúgi,батӏияб
713,erster::A,pŕvi,тӏоцебесеб
714,zweiter::A,drúgi,кӏиабилеб
715,dritter::A,trétji,лъабабилеб
716,letzter::A,poslédnji,ахирисеб
717,allein::ADV,sám,ялгъузго
718,auf einmal::ADV,obênem,цихӏинтӏаго
719,zusammen::ADV,skúpaj,цойида
720,lange::ADV,dólgo,
721,plötzlich::ADV,náglo,цойидасанго
722,plötzlich::ADV,nenádoma,цойидасанго
723,sofort::ADV,prècej,гьебсагӏат
724,später::ADV,poznêje,
725,jetzt::ADV,zdàj,гьанже
726,heute::ADV,dánes,жакъа
727,morgen::ADV,jútri,метер
728,bald::ADV,kmálu,гьабсагӏаталъ
729,dann::ADV,nató,цинги
730,gestern::ADV,včéraj,сон
731,einst::ADV,nékdaj,цин
732,damals::ADV,tedàj,гьебмехалъ
733,damals::ADV,tedàj,гьебмехалда
734,damals::ADV,takràt,гьебмехалъ
735,damals::ADV,takràt,гьебмехалда
736,danach::ADV,potèm,цинги
737,danach::ADV,potèm,хадуса
738,vorher::ADV,poprèj,цебе
739,zuerst::ADV,spŕva,тӏоцебе
740,einmal::ADV,ênkrat,цинцӏул
741,einmal::ADV,ênkrat,цихӏин
742,einmal::ADV,ênkrat,цоцӏул
743,manchmal::ADV,včásih,олоцӏул
744,oft::ADV,pogósto,гӏемерго
745,immer::ADV,védno,кидаго
746,immer::ADV,zméraj,кидаго
747,niemals::ADV,nikdàr,киданиги
748,hier::ADV,tù,аниб
749,hier::ADV,túkaj,аниб
750,hierhin::ADV,sèmkaj,анибехун
751,von hier::ADV,od tú,гьаниса
752,dort::ADV,tàm,гьениб
