,Concept_ID,sah,kl
74,Wind::N,тыал,anorsarik
75,Welle::N,долгун,aalappaa
76,Welle::N,балхаан,aalappaa
77,Wasser::N,уу,imeq
78,Stein::N,таас,ujarak
79,Boden::N,сир,nateq
80,Erde::N,буор,issoq
81,Staub::N,быыл,pujualanerit
82,Staub::N,быыл,pujoralanerit
83,Rauch::N,буруо,iseq
84,Rauch::N,буруо,pujoq
85,Funke::N,кыым,illoorneq
86,Feuer::N,уот,inneq
87,Licht::N,уот,qaamaneq
88,Schatten::N,күлүк,tarraq
89,Wetter::N,күн-дьыл,sila
90,Nebel::N,туман,pujoq
91,Wolke::N,былыт,nuia
92,Regen::N,самыыр,sialuk
93,Schnee::N,хаар,aput
94,Eis::N,муус,siku
95,Frost::N,тымныы,issi
96,Frost::N,тымныы,issik
97,Kälte::N,тымныы,issi
98,Hitze::N,куйаас,kianneq
99,Hitze::N,куйаас,kiassuseq
100,Raureif::N,кырыа,kaneq
101,Regenbogen::N,кустук,neriusaaq
102,Donner::N,этиҥ,kalleq
103,Strömung::N,сүүрүк,
104,Tropfen::N,таммах,kuseriarneq
105,Tropfen::N,хааппыла,kuseriarneq
106,Schaum::N,күүгэн,qapuk
107,Schmutz::N,кир,minguk
108,See::N,күөл,taseq
109,Sumpf::N,бадараан,maqulluk
110,Moor::N,дьэбэрэ,
111,Wiese::N,ходуһа,masarsuk
112,Wald::N,ойуур,
113,Hügel::N,булгунньах,qattuneq
114,Hügel::N,булгунньах,majuariaq
115,Hügel::N,булгунньах,majorajaaq
116,Hügel::N,булгунньах,qaqqannguaq
117,Anhöhe::N,үрдэл,
118,Berg::N,хайа,qaqqaq
119,Gipfel::N,чыпчаал,
120,Höhle::N,хайа_хаспаҕа,qaarusuk
121,Höhle::N,көҥүс,qaarusuk
122,Abhang::N,эниэ,ippik
123,Abhang::N,эниэ,sivinganeq
124,Abhang::N,эниэ,sivingajaaq
125,Abhang::N,эниэ,kussangajaaq
126,Quelle::N,дьүүктэ,
127,Bach::N,үрүйэ,kuunnguaq
128,Fluss::N,өрүс,kuuk
129,Ufer::N,биэрэк,sissap sinaa
130,Küste::N,кытыл,sineriak
131,Festland::N,кураанах сир,
132,Meer::N,муора,imaq
133,Bucht::N,хомо,ikeq
134,Bucht::N,хомо,kangerluk
135,Bucht::N,хомо,kangerliumaneq
136,Bucht::N,бухта,ikeq
137,Bucht::N,бухта,kangerluk
138,Bucht::N,бухта,kangerliumaneq
139,Insel::N,арыы,qeqertaq
140,Blume::N,сибэкки,naasoq
141,Gras::N,от,ivigaq
142,Wurzel::N,силис,niulutaq
143,Baum::N,мас,orpik
144,Stamm::N,умнас,kanaartaq
145,Rinde::N,хатырык,ameraq
146,Ast::N,мутук,avalequt
147,Zweig::N,лабаа,avalequt
148,Blatt::N,сэбирдэх,pilutaq
149,Birke::N,хатыҥ,patitsit
150,Kiefer[Baum]::N,бэс,
151,Weide[Baum]::N,үөт,palleq
152,Weide[Baum]::N,талах,palleq
153,Tanne::N,харыйа,orsuerneq
154,Horn::N,муос,nassuk
155,Feder::N,куорсун,suluk
156,Fell::N,тирии,ameq
157,Flügel::N,кынат,suluk
158,Flügel::N,кынат,isaroq
159,Klaue::N,тыҥырах,kukik
160,Kralle::N,баппаҕай,kukik
161,Schwanz::N,кутурук,pamioq
162,Schwanz::N,кутурук,paperuusaq
163,Ei::N,сымыыт,mannik
164,Nest::N,уйа,ullut
165,Bau::N,хороон,ini
166,Tier::N,кыыл,uumasoq
167,Tier::N,харамай,uumasoq
168,Herde::N,үөр,unguukkat
169,Kuh::N,ынах,ussik
170,Bulle::N,оҕус,angukulak
171,Bulle::N,оҕус,anguteralak
172,Bulle::N,оҕус,angutikulooq
173,Pferd::N,сылгы,
174,Schaf::N,овца,sava
175,Schwein::N,сибиинньэ,puuluki
176,Hund::N,ыт,qimmeq
177,Katze::N,куоска,puisaaq
178,Bär::N,эһэ,allaq
179,Eichhörnchen::N,тииҥ,sissinnguaq
180,Elch::N,тайах,
181,Fuchs::N,саһыл,terianniaq
182,Hase::N,куобах,ukaleq
183,Maus::N,кутуйах,teriannguaq
184,Wolf::N,бөрө,amaroq
185,Vogel::N,көтөр,timmiaq
186,Schwarm::N,бөлөх,
187,Huhn::N,куурусса,kukkukooq
188,Huhn::N,куурусса,marloraaqaaq
189,Hahn::N,бөтүүк,kiasiusaq
190,Gans::N,хаас,nerleq
191,Adler::N,хотой,nattoralik
192,Ente::N,кус,
193,Eule::N,мэкчиргэ,uppik
194,Kranich::N,туруйа,qorlorfik
195,Krähe::N,тураах,tuluatsiaq
196,Kuckuck::N,кэҕэ,kukkooq
197,Schwan::N,куба,qussuk
198,Fisch::N,балык,aalisagaq
199,Barsch::N,алыһар,
200,Hecht::N,сордон,
201,Schlange[Tier]::N,моҕой,pulateriarsuk
202,Schlange[Tier]::N,моҕой,pulateriaarsuk
203,Schlange[Tier]::N,эриэн үөн,pulateriarsuk
204,Schlange[Tier]::N,эриэн үөн,pulateriaarsuk
205,Wurm::N,үөн,
206,Spinne::N,ооҕуй,aasiaq
207,Spinne::N,ооҕуй,nissavaarsuk
208,Ameise::N,кымырдаҕас,uniaaluk
209,Laus::N,быт,kumak
210,Mücke::N,кумаар,ippernaq
211,Fliege::N,сахсырҕа,ippernaq
212,Schmetterling::N,лыах,paluaq
213,Schmetterling::N,лыах,pakkaluaq
214,Schmetterling::N,лыах,utsuppaluaq
215,Schmetterling::N,лыах,taqaleqisaaq
216,Schmetterling::N,үрүмэччи,paluaq
217,Schmetterling::N,үрүмэччи,pakkaluaq
218,Schmetterling::N,үрүмэччи,utsuppaluaq
219,Schmetterling::N,үрүмэччи,taqaleqisaaq
220,Beere::N,отон,paarmaq
221,Beere::N,отон,paarngaq
222,Apfel::N,яблоко,iipili
223,Pilz::N,тэллэй,anngiusaq
224,Zwiebel::N,луук,uanitsoq
225,Saat::N,сиэмэ,naatsiiassaq
226,Korn::N,сиэмэ,maannineq
227,Heu::N,от,
228,Schale::N,хах,niutsivik
229,Schale::N,хах,ilulissaq qaartussaq
230,Grube::N,дьаама,itersaq
231,Falle::N,сохсо,pualavoq
232,Schlinge::N,уктаа,orseq
233,Schlinge::N,уктаа,norloq
234,Spur::N,суол,tumaa
235,Asche::N,күл,arsat
236,Dreck::N,бадараан,minguk
237,Eisen::N,тимир,savimineq
238,Eisen::N,тимир,saffiugassaq
239,Gold::N,көмүс,kuulti
240,Gold::N,кыһыл көмүс,kuulti
241,Silber::N,көмүс,siilviuvoq
242,Silber::N,үрүҥ көмүс,siilviuvoq
243,Kohle::N,чох,aamarsuit aamaruutissat
244,Glas::N,өстүөкүлэ,igalaaq
245,Glas::N,өстүөкүлэ,imertarfik
246,Glas::N,өстүөкүлэ,igalaamineq
247,Lehm::N,туой,marraq
248,Sand::N,кумах,sioqqat
249,Mensch::N,киһи,inuk
250,Mensch::N,киһи,silamiu
251,Mann::N,эр,angut
252,Frau::N,дьахтар,arnaq
253,Kind::N,оҕо,meeraq
254,Junge::N,уол,nukappiaraq
255,Mädchen::N,кыыс оҕо,arnannguaq
256,Familie::N,кэргэн,ilaqutakka
257,Familie::N,кэргэн,ilaqutariit
258,Großvater::N,эһэ,aatak
259,Großmutter::N,эбэ,aanaq
260,Eltern::N,аҕа-ийэ,angajoqqaat
261,Vater::N,аҕа,ataata
262,Vater::N,аҕа,ataataq
263,Mutter::N,ийэ,anaana
264,Sohn::N,уол,erneq
265,Tochter::N,кыыс,panik
266,Bruder::N,убай,ani
267,Bruder::N,убай,aqqaluk
268,Bruder::N,убай,qatanngut
269,Bruder::N,быраат,ani
270,Bruder::N,быраат,aqqaluk
271,Bruder::N,быраат,qatanngut
272,Schwester::N,аҕас,naja
273,Schwester::N,аҕас,aleqa
274,Schwester::N,аҕас,qatanngut
275,Schwester::N,балыс,naja
276,Schwester::N,балыс,aleqa
277,Schwester::N,балыс,qatanngut
278,Onkel::N,таай,akkak
279,Onkel::N,абаҕа,akkak
280,Tante::N,эдьиий,aja
281,Tante::N,эдьиий,ajak
282,Tante::N,эдьиий,atsak
283,Ehemann::N,эр,ui
284,Ehefrau::N,ойох,nuliaq
285,Freude::N,үөрүү,tipaatsussuseq
286,Gelächter::N,күлүү,illaq
287,Glück::N,дьол,usornaat
288,Glück::N,дьол,usornarsuseq
289,Glück::N,соргу,usornaat
290,Glück::N,соргу,usornarsuseq
291,Kummer::N,кутурҕан,
292,Wunsch::N,баҕарыы,kissaat
293,Lust::N,баҕа,illigussuseq
294,Lust::N,баҕа,piummaseq
295,Geist::N,тыын,anerneq
296,Geist::N,тыын,toornaq
297,Gedanke::N,санаа,isumassaq
298,Gedächtnis::N,өй,eqqaamannissuseq
299,Verstand::N,өй,isuma
300,Verstand::N,өй,sianissut
301,Verstand::N,өй,misigissut
302,Verstand::N,өй,sianissuseq
303,Verstand::N,өй,silaqassuseq
304,Sinn::N,суолта,isuma
305,Grund::N,төрүөт,patsit
306,Wahrheit::N,кырдьык,sallusuissut
307,Gespräch::N,бэсиэдэ,
308,Gespräch::N,кэпсэтии,
309,Märchen::N,остуоруйа,oqalualaarut
310,Märchen::N,остуоруйа,oqaluasaaq
311,Erzählung::N,кэпсээн,oqaluttuaq
312,Nachricht::N,биллэриллии,oqaassut
313,Nachricht::N,биллэриллии,oqqersuut
314,Neuigkeit::N,сонун,tusarnartaq
315,Name::N,аат,ateq
316,Rätsel::N,таабырын,nalorsitsaarut
317,Rede::N,этии,oqaluuseq
318,Sprache::N,тыл,oqaatsit
319,Stimme::N,куолас,erinaq
320,Stimme::N,куолас,qarluuseq
321,Wort::N,тыл,oqaasii
322,Zeichen::N,бэлиэ,nalunaaqqut
323,Ruf::N,ыҥырыы,qaaqqussut
324,Lärm::N,айдаан,perpaluk
325,Laut::N,тыас,torsukattak
326,Ton::N,дорҕоон,erinaq
327,Lied::N,ырыа,taalliaq
328,Lied::N,ырыа,erinarsuut
329,Ruhe::N,уу чуумпу,qatsunganeq
330,Leute::N,дьон,inuiak
331,Leute::N,дьон,inuiaqatigiit
332,Volk::N,дьон,inuiaat
333,Volk::N,норуот,inuiaat
334,Arbeit::N,үлэ,suliaq
335,Gast::N,ыалдьыт,qaaqqusaq
336,Geschenk::N,бэлэх,pajugut
337,Spiel::N,оонньуу,
338,Gesellschaft::N,общество,
339,Hilfe::N,көмө,annertoqqut
340,Freund::N,доҕор,tiliaq
341,Freund::N,доҕор,ikinngut
342,Kamerad::N,атас,tiliaq
343,Kamerad::N,атас,ikinngut
344,Angelegenheit::N,дьыала,
345,Anzahl::N,ахсаан,
346,Art::N,биис,ileqquuseq
347,Stück::N,кырбас,nakkaalaniku
348,Teil::N,ирээт,tassiaasat
349,Hälfte::N,аҥар,affaq
350,Kreis::N,төгүрүк,kaajaluinneq or kaajaluitsoq
351,Kreis::N,төгүрүмтэ,kaajaluinneq or kaajaluitsoq
352,Kreuz::N,кириэс,sanningasulik
353,Linie::N,сурааһын,tittaq
354,Linie::N,сурааһын,titarneq
355,Strich::N,сурааһын,
356,Abstand::N,арыт,aku
357,Abstand::N,арыт,ikiaq
358,Entfernung::N,ыраах,asi
359,Gegend::N,сир,nuna
360,Platz::N,арыт,ini
361,Platz::N,арыт,inissaq
362,Ort::N,сир,sumiiffik
363,Seite::N,өрүт,saneraq
364,Seite::N,сирэй,saneraq
365,Mitte::N,орто,qiteq
366,Gegenstand::N,предмет,
367,Sache::N,мал,pigisaq
368,Rand::N,кытыы,sini
369,Rand::N,кытыы,akerfineq
370,Rand::N,ойоҕос,sini
371,Rand::N,ойоҕос,akerfineq
372,Kante::N,кырыы,akerfineq
373,Ecke::N,муннук,teqeqqoq
374,Ecke::N,муннук,tikeqqoq
375,Spitze::N,чыпчаал,inngik
376,Ende::N,төбө,isu
377,Loch::N,тэһэҕэс,putu
378,Loch::N,дьөлөҕөс,putu
379,Winkel::N,муннук,teqeqqorissaat
380,Muster::N,оһуор,ilisserut
381,Größe::N,кээмэй,angissuseq
382,Länge::N,уста,takissuseq
383,Höhe::N,үрдүк,
384,Gewicht::N,ыйааһын,oqimaalutaq
385,Menge::N,ахсаан,amerlassuseq
386,Haufen::N,чөмчөх,eqimattat
387,Reihe::N,кэккэ,allunaasaq
388,Boot::N,оҥочо,qajaq
389,Boot::N,оҥочо,angallat
390,Boot::N,оҥочо,umiatsiaq
391,Ruder::N,эрдии,iput
392,Schlitten::N,сыарҕа,qamutit
393,Schlitten::N,сыарҕа,qimusseq
394,Ski::N,хайыһар,ataarut
395,Lagerfeuer::N,кутаа,
396,Last::N,ыарахан,nammagaq
397,Gang::N,хаамыы,
398,Schritt::N,хардыы,allorneq
399,Norden::N,хоту,avannaq
400,Süden::N,соҕуруу,qava
401,Süden::N,соҕуруу,kujat
402,Süden::N,соҕуруу,kujataa
403,Westen::N,арҕаа,kitaa
404,Osten::N,илин,kangi
405,Holz::N,мас,qisuk
406,Brett::N,дуоска,salliligaq
407,Brett::N,хаптаһын,salliligaq
408,Platte::N,билиитэ,qaateq
409,Stütze::N,тулааһын,ajagutaq
410,Stütze::N,тулааһын,ajaagutaq
411,Stange::N,ураҕас,kaaviffik
412,Stock::N,мас,ajaappissat
413,Stock::N,баалкы,ajaappissat
414,Stab::N,ураҕас,ajaappissat
415,Rohr::N,турба,sullulik
416,Haus::N,дьиэ,illu
417,Heim::N,дьиэ,
418,Ofen::N,оһох,kissarsuut
419,Fußboden::N,муоста,nateq
420,Tisch::N,остуол,allattarfik
421,Stuhl::N,устуул,issiavik
422,Stuhl::N,устуул,issiaffik
423,Wiege::N,биһик,uaasoq
424,Bett::N,кырабаат,nallavik
425,Regal::N,долбуур,ilisivik
426,Kiste::N,дьааһык,sakissat
427,Kiste::N,дьааһык,illerfiusaq
428,Fenster::N,түннүк,aki
429,Fenster::N,түннүк,igalaaq
430,Tür::N,аан,matu
431,Tor::N,аан,isaaffik
432,Zaun::N,соппулуот,saputit
433,Dach::N,кырыыса,qaliaq
434,Leiter::N,кирилиэс,tummeqqat
435,Leiter::N,кирилиэс,majuartarfiit
436,Besen::N,миинньик,saligutit
437,Spaten::N,күрдьэх,nivaataq
438,Schaufel::N,күрдьэх,nivaataq
439,Gabel::N,биилкэ,qilluaq
440,Gabel::N,биилкэ,ajassaatit
441,Löffel::N,луоска,alussaat
442,Messer::N,быһах,savik
443,Nagel::N,тоһоҕо,kukik
444,Netz::N,илим,anguffaseq
445,Haken::N,көхө,nissik
446,Haken::N,көхө,qarsorsaq
447,Haken::N,көхө,qarsorsartoq
448,Griff::N,ук,ipi
449,Griff::N,тутаах,ipi
450,Schloss::N,күлүүс,illussaarsuaq
451,Bild::N,хартыына,assiliaq
452,Figur::N,фигура,kisitsit
453,Puppe::N,куукула,inuusaq
454,Beutel::N,мөһөөччук,
455,Bündel::N,баайыы,qilertaq
456,Tasche::N,суумка,pooqattaq
457,Eimer::N,биэдэрэ,
458,Deckel::N,хаппах,matu
459,Geschirr::N,иһит,anut
460,Sack::N,куул,
461,Tasse::N,сэлиэнэй,tiitorfik
462,Tasse::N,сэлиэнэй,tiitorfiup ilorlia
463,Topf::N,көстүрүүҥкэ,qoqqoq
464,Kessel::N,хочуол,uunnaavik
465,Essen::N,аһылык,igaaq
466,Nahrung::N,ас,neqissaq
467,Speise::N,аһылык,nerisassat
468,Fleisch::N,эт,neqi
469,Getreide::N,злактар,maannineq
470,Brei::N,хааһы,
471,Brot::N,килиэп,iffit
472,Brot::N,килиэп,iffiaq
473,Scheibe::N,куһуок,igalaassiaq
474,Fett::N,сыа,tarnutissaq
475,Fett::N,сыа,tarnutissiaq
476,Butter::N,арыы,punneq
477,Öl::N,арыы,uulia
478,Salz::N,туус,taratsut
479,Suppe::N,мин,qajoq
480,Honig::N,мүөт,tungusunnitsuut
481,Milch::N,үүт,immuk
482,Tee::N,чэй,tii
483,Tee::N,чэй,teeq
484,Leder::N,тирии,
485,Wolle::N,түү,nuersagassiaq
486,Stoff::N,таҥас,milliaq
487,Stoff::N,таҥас,qarlissiaq
488,Nadel::N,иннэ,meqqut
489,Faden::N,сап,ujalussiaq
490,Knopf::N,тимэх,attat
491,Knoten::N,түмүк,akeroq
492,Knoten::N,түмүк,qilerneq
493,Farbe::N,кырааска,qalipaat
494,Kleidung::N,таҥас,atisat
495,Kleidung::N,таҥас,annoraaq
496,Hemd::N,ырбаахы,ilupaaq
497,Kragen::N,саҕа,qungasiinnaq
498,Ärmel::N,сиэх,aaq
499,Hose::N,ыстаан,qarliit
500,Hose::N,бүрүүкэ,qarliit
501,Gürtel::N,кур,qiterut
502,Gürtel::N,кур,unngersaq
503,Mütze::N,бэргэһэ,nasaq
504,Schuh::N,бачыыҥка,skuu
505,Schuh::N,бачыыҥка,ikernuk
506,Schuh::N,бачыыҥка,ateraasaq
507,Stiefel::N,саппыкы,kamik
508,Ring::N,биһилэх,assammiu
509,Band::N,лиэнтэ,qilerutissiaq
510,Kamm::N,тараах,illaagutit
511,Kamm::N,тараах,illaajaatit pl.
512,Spiegel::N,сиэркилэ,tarrarsuut
513,Riemen::N,кур,allunaaq
514,Schnur::N,быа,kujaaq
515,Schnur::N,быа,allunaasaq
516,Leine::N,тэһиин,aleq
517,Decke::N,суорҕан,qipik
518,Kissen::N,сыттык,akit
519,Tuch::N,былаат,qarlissiaq
520,Handtuch::N,соттор,allarut
521,Handtuch::N,соттор,allarterut
522,Kraft::N,сыра,pissak
523,Stärke::N,күүс,qerattarsaat
524,Gesundheit::N,доруобуйа,peqqisusseq
525,Krankheit::N,ыарыы,nappaat
526,Schmerz::N,ыарыы,anniaat
527,Wunde::N,баас,iki
528,Fieber::N,түрүлгэн,nappaat qanimanartoq
529,Fieber::N,лихорадка,nappaat qanimanartoq
530,Fieber::N,температура,nappaat qanimanartoq
531,Arznei::N,эмп,imigassaq
532,Brücke::N,күргэ,ikaartarfik
533,Brunnen::N,холуодьас,tissaluttuliaq
534,Weide::N,мэччирэҥ,masarsuk
535,Pfad::N,ыллык,aqqut
536,Weg::N,суол,aggerfik
537,Straße::N,суол,aqqusineq
538,Dorf::N,дэриэбинэ,nunaqarfik
539,Stadt::N,куорат,illorpaat
540,Stadt::N,куорат,illorpalik
541,Brief::N,сурук,allagarsiaq
542,Buch::N,кинигэ,atuakkat
543,Buch::N,кинигэ,mappersagaq
544,Buchstabe::N,буква,naqinneq
545,Zeitung::N,хаһыат,aviisi
546,Leben::N,тыын,inuussuseq
547,Tod::N,өлүү,toqu
548,Tod::N,өлүү,toquneq
549,Grab::N,иин,iliveq
550,Grab::N,иин,illissat
551,Kirche::N,таҥара дьиэтэ,oqaluffik
552,Sünde::N,айыы,ajorti
553,Gott::N,тангара,
554,Arbeiter::N,үлэһит,sulisoq
555,Chef::N,баһылык,ittoqut
556,Chef::N,начальник,ittoqut
557,Meister::N,уус,naalagaq
558,Meister::N,маастар,naalagaq
559,Arzt::N,врач,katsorsaasoq
560,Lehrer::N,учуутал,ilinniartitsisoq
561,Geld::N,харчы,aningaasat
562,Geschäft::N,идэ,niuertarfik
563,Laden::N,маҕаһыын,niuertarfik
564,Preis::N,сыана,aki
565,Ware::N,табаар,qaliata pii
566,Ware::N,табаар,nioqqutissaq
567,Nutzen::N,туһа,iluaqut
568,Reichtum::N,баай,
569,Welt::N,аан дойду,nunarsuaq
570,Land::N,дойду,nuna
571,Staat::N,государство,
572,König::N,король,kunngi
573,Macht::N,былаас,pissaassuseq
574,Grenze::N,кыраныысса,killik
575,Krieg::N,сэрии,sorsunneq
576,Feind::N,өстөөх,akeraq
577,Feind::N,өстөөх,akerartorti
578,Feind::N,өстөөх,qinngarsuisoq
579,Gewalt::N,күүһүлээһин,
580,Kampf::N,охсуһуу,sorsunneq
581,Bogen[Waffe]::N,ох,
582,Pfeil::N,ох,qalugiusaq
583,Gewehr::N,саа,aallaat
584,Fehler::N,сыыһа,kukkuneq
585,Fehler::N,сыыһа,paarlaappaa
586,Lüge::N,сымыйа,
587,Schaden::N,хоромньу,
588,Unglück::N,алдьархай,perluut
589,Schuld::N,буруй,akiitsugaq
590,Schuld::N,буруй,akiligassaq
591,Alter::N,саас,utoqqaq
592,Schluss::N,тиһэх,isu
593,Zeit::N,бириэмэ,ulloq
594,Zeit::N,бириэмэ,akuttoqatigiinneq
595,Tag::N,күн,ulloq
596,Morgen::N,сарсыарда,ullaaq
597,Mittag::N,күн ортото,ulloqeqqa
598,Abend::N,киэһэ,unnuk
599,Nacht::N,түүн,unnuaq
600,Woche::N,нэдиэлэ,sapaatip akunnera
601,Monat::N,ый,qaammat
602,Jahr::N,сыл,ukioq
603,Jahr::N,дьыл,ukioq
604,Frühling::N,саас,upernaaq
605,Sommer::N,сайын,aasaq
606,Herbst::N,күһүн,ukiaq
607,Winter::N,кыһын,ukioq
608,Januar::N,тохсунньу,siulleeq
609,Januar::N,тохсунньу,qaammaliaq
610,Februar::N,олунньу,aarlaat
611,März::N,кулун тутар,marsi
612,März::N,кулун тутар,martsi
613,April::N,муус устар ый,
614,Mai::N,ыам ыйа,maaji
615,Juni::N,бэс ыйа,juuni
616,Juli::N,от ыйа,juuli
617,August::N,атырдьах ыйа,aggusti
618,September::N,балаҕан ыйа,septembari
619,Oktober::N,алтынньы,oktobari
620,November::N,сэтинньи,novembari
621,Dezember::N,ахсынньы,detsembari
622,Montag::N,бэнидиэнньик,ataasinngortoq
623,Dienstag::N,оптуорунньук,marlunngorneq
624,Mittwoch::N,сэрэдэ,pingasunngorneq
625,Donnerstag::N,чэппиэр,sisamanngorneq
626,Freitag::N,бээтинсэ,tallimanngorneq
627,Samstag::N,субуота,arfininngorneq
628,Sonntag::N,баскыһыанньа,sapaat
629,Sonntag::N,баскыһыанньа,sapaati
630,groß::A,бөдөҥ,angivoq
631,groß::A,улахан,angivoq
632,klein::A,кыр,mikivoq
633,lang::A,уһун,takisooq
634,kurz::A,кылгас,naatsoq
635,breit::A,кэтит,silippoq
636,schmal::A,кыараҕас,amitsoq
637,dicht::A,хойуу,torsusooq
638,dick[Gegenstand]::A,суон,issuvoq
639,dick[Gegenstand]::A,суон,issusooq
640,dick[Gegenstand]::A,хойуу,issuvoq
641,dick[Gegenstand]::A,хойуу,issusooq
642,dünn::A,чараас,amitsoq
643,fein::A,бытархай,mamarpoq
644,fein::A,синньигес,mamarpoq
645,fest::A,бөҕө,tangeqarpoq
646,fest::A,кытаанах,tangeqarpoq
647,flach::A,хаптаҕай,nalimmappoq
648,glatt::A,кылааккай,quasak
649,hart::A,хатан,mattusooq
650,hart::A,хатан,manngerpoq
651,hart::A,хатан,titeqquluppoq
652,hart::A,кытаанах,mattusooq
653,hart::A,кытаанах,manngerpoq
654,hart::A,кытаанах,titeqquluppoq
655,weich::A,сымнаҕас,nerumaarpoq
656,rund::A,төгүрүк,ammallorippoq
657,spitz::A,сытыы,qummukujooq
658,spitz::A,уһуктаах,qummukujooq
659,scharf::A,сытыы,ipippoq
660,stumpf::A,сыппах,anngerpoq
661,schwer::A,ыарахан,oqimaappoq
662,schön::A,кыраһыабай,kusanarpoq
663,heiß::A,итии,kiappoq
664,warm::A,ичигэс,oqorpoq
665,kalt::A,тымныы,issippoq
666,kühl::A,сөрүүн,pueqqortippoq
667,frisch::A,ыраас,
668,frisch::A,сөрүүн,
669,frisch::A,тымныы,
670,feucht::A,сииктээх,isugutavoq
671,feucht::A,сииктээх,qaasernarpoq
672,nass::A,инчэҕэй,imerorpoq
673,trocken::A,кураан,panerpoq
674,voll::A,толору,ulikkaarpoq
675,leer::A,иччитэх,imaattuarpoq
676,offen::A,аһаҕас,ammavoq
677,geschlossen::A,бүтэй,matuvoq
678,sauber::A,сэбэр,eqqippoq
679,sauber::A,сэбэр,sukuluippoq
680,sauber::A,сэбэр,ipeqanngilaq
681,schmutzig::A,кирдээх,tapappoq
682,schmutzig::A,кирдээх,minguppoq
683,roh::A,сиикэй,aapavoq
684,reif::A,буспут,qaarulerpoq
685,reif::A,сиппит-хоппут,qaarulerpoq
686,lecker::A,минньигэс,
687,süß::A,минньигэс,tungusunnippoq
688,bitter::A,аһыы,qasilippoq
689,sauer::A,аһыы,
690,hell::A,сырдык,qaamavoq
691,dunkel::A,хараҥа,qernerpoq
692,schwarz::A,хара,qernerpoq
693,weiß::A,үрүҥ,qaqorpoq
694,weiß::A,маҥан,qaqorpoq
695,rot::A,кыһыл,aappaluppoq
696,gelb::A,саһархай,sungaarpoq
697,blau::A,күөх,tungujorpoq
698,grün::A,күөх,qorsooqqippoq
699,grün::A,от күөҕэ,qorsooqqippoq
700,grau::A,сиэрэй,qaserpoq
701,bunt::A,эриэн,
702,billig::A,чэпчэки,akikippoq
703,teuer::A,сыаналаах,
704,wertvoll::A,сыаналаах,erlinnarpoq
705,blind::A,хараҕа суох,tappiippoq
706,blind::A,хараҕа суох,isigisaqanngilaq
707,taub::A,дьүлэй,tusilarpoq
708,kräftig::A,модун,pissaq
709,kräftig::A,модун,pissarsuaq
710,stark::A,күүстээх,sanngivoq
711,schwach::A,мөлтөх,nakuippoq
