,Concept_ID,kn,el
1029,versprechen::V,ವಾಗ್ದಾನಮಾಡು,υπόσχομαι
1030,wünschen::V,ಬಯಸು,εύχομαι
1031,loben::V,ಹೊಗಳು,επαινώ
1032,küssen::V,ಚುಂಬಿಸು,φιλώ
1033,wiegen::V,ತೂಗು,κουνώ
1034,wiegen::V,ತೂಗು,νανουρίζω
1035,zudecken::V,ಹಾಸು,σκεπάζω
1036,wecken::V,ಎಬ್ಬಿಸು,ξυπνώ
1037,zeigen::V,ತೋರಿಸು,δείχνω
1038,führen::V,ದಾರಿತೋರಿಸು,οδηγώ
1039,lehren::V,ಕಲಿಸು,διδάσκω
1040,unterrichten::V,ಬೋಧಿಸು,διδάσκω
1041,aufziehen::V,ಸಲಹು,ανατρέφω
1042,leiten::V,ಮುಂದಾಳಾಗಿರು ,ηγούμαι
1043,leiten::V,ಮುಂದಾಳಾಗಿರು ,διευθύνω
1044,antreiben::V,ಓಡಿಸು,σπρώχνω
1045,antreiben::V,ಓಡಿಸು,παρακινώ
1046,lassen::V,ಮಾಡಲುಬಿಡು,αφήνω
1047,einladen::V,ಆಹ್ವಾನಿಸು,προσκαλώ
1048,vereinigen::V,ಒಂದಾಗು,ενώνω
1049,besuchen::V,ಭೇಟಿಯಾಗು,επισκέπτομαι
1050,treffen::V,ಸಂಧಿಸು,συναντώ
1051,sich versammeln::V,ನೆರೆ,μαζεύομαι
1052,spielen::V,ಆಡು,παίζω
1053,singen::V,ಹಾಡು,τραγουδώ
1054,tanzen::V,ಕುಣಿ,χορεύω
1055,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,αποχωρίζομαι
1056,verlassen::V,ಕಳೆ,εγκαταλείπω
1057,retten::V,ರಕ್ಷಿಸು,σώζω
1058,bewachen::V,ಕಾಪಾಡು,φρουρώ
1059,schützen::V,ಸಂರಕ್ಷಿಸು,προστατεύω
1060,verteidigen::V,ಕಾಪಿಡು,υπερασπίζω
1061,sich schlagen::V,ಕಿತ್ತಾಟ,χτυπιέμαι
1062,schießen::V,ಎಸೆ,πυροβολώ
1063,siegen::V,ಗೆಲ್ಲು,νικώ
1064,ärgern::V,ರೇಗಿಸು,τσαντίζω
1065,schlagen::V,ಹೊಡೆ,χτυπώ
1066,treten::V,ಒದೆ,κλοτσώ
1067,stechen::V,ಚುಚ್ಚು,τρυπώ
1068,stoßen::V,ತಳ್ಳು,ωθώ
1069,stoßen::V,ತಳ್ಳು,σπρώχνω
1070,stehlen::V,ಕದಿ,κλέβω
1071,stören::V,ಕತಕು,διαταράσσω
1072,belästigen::V,ತೊಂದರೆ,ενοχλώ
1073,verbergen::V,ಮರೆಮಾಜು,κρύβω
1074,täuschen::V,ಠಕ್ಕಿಸು,παραπλανώ
1075,betrügen::V,ವಂಚಿಸು,απατώ
1076,töten::V,ಕೊಲ್ಲು,σκοτώνω
1077,töten::V,ಕೊಲ್ಲು,θανατώνω
1078,wohnen::V,ವಾಸಿಸು,μένω
1079,wohnen::V,ವಾಸಿಸು,κατοικώ
1080,arbeiten::V,ಕೆಲಸ ಮಾಡು,δουλεύω
1081,arbeiten::V,ಕೆಲಸ ಮಾಡು,εργάζομαι
1082,sammeln::V,ಸಂಚಯಿಸು,μαζεύω
1083,sammeln::V,ಸಂಚಯಿಸು,συλλέγω
1084,pflücken::V,ಬಿಡಿಸು,κόβω
1085,jagen::V,ಬೇಟೆಯಾಡು,κυνηγώ
1086,fischen::V,ಮೀನು ಹಿಡಿ,ψαρεύω
1087,fassen::V,ಹಿಡಿ,πιάνω
1088,hüten::V,ಗುಂಪುಸೇರಿಸು,φυλάγω
1089,hüten::V,ಗುಂಪುಸೇರಿಸು,προσέχω
1090,treiben::V,ದಬ್ಬು,οδηγώ
1091,anbinden::V,ಬಿಗಿ,δένω
1092,füttern::V,ಮೇಯಿಸು,ταΐζω
1093,melken::V,ಹಾಲು ಕರೆ,αρμέγω
1094,hacken::V,ತುಂಡರಿಸು,κόβω
1095,gießen::V,ನೀರುಹಾಕು,ποτίζω
1096,reifen::V,ಕಳಿ,ωριμάζω
1097,zubereiten::V,ಅಡಿಗೆಮಾಡು,ετοιμάζω
1098,kochen::V,ಅಡು,βράζω
1099,backen::V,ಬೇಯಿಸು,ψήνω
1100,braten::V,ಕರಿ,τηγανίζω
1101,umrühren::V,ಕಲಕು,ανακατεύω
1102,stricken::V,ಹೆಣೆ,πλέκω
1103,nähen::V,ಹೊಲಿ,ράβω
1104,färben::V,ಬಣ್ಣ ಹತ್ತು,βάφω
1105,färben::V,ಬಣ್ಣ ಹತ್ತು,χρωματίζω
1106,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,καθαρίζω
1107,waschen::V,ತೊಳೆ,πλένω
1108,abwischen::V,ಒರಸು,σφουγγίζω
1109,spülen::V,ಗಲಬರಿಸು,ξεπλένω
1110,fegen::V,ಗುಡಿಸು,σκουπίζω
1111,kehren::V,ಗುಡಿಸು,σκουπίζω
1112,baden::V,ಸ್ನಾನಮಾಡು,κάνω μπάνιο
1113,sich waschen::V,ತೊಳೆ,πλένομαι
1114,ausziehen::V,ಬಿಚ್ಚು,βγάζω
1115,anziehen::V,ಹಾಕು,φορώ
1116,sich anziehen::V,ಹಾಕು,ντύνομαι
1117,kämmen::V,ಬಾಚು,χτενίζω
1118,schmücken::V,ಅಲಂಕರಿಸು,στολίζω
1119,sagen::V,ಹೇಳು,λέω
1120,sprechen::V,ನುಡಿ,μιλώ
1121,reden::V,ನುಡಿ,μιλώ
1122,reden::V,ನುಡಿ,κουβεντιάζω
1123,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,συνομιλώ
1124,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,κουβεντιάζω
1125,fragen::V,ವಿಚಾರಿಸು,ρωτώ
1126,bitten::V,ಬೇಡು,ζητώ
1127,bitten::V,ಬೇಡು,παρακαλώ
1128,erzählen::V,ಹೇಳು,διηγούμαι
1129,mitteilen::V,ತಿಳಿಸು,πληροφορώ
1130,nennen::V,ಹೆಸರಿಡು,ονομάζω
1131,rufen::V,ಕರೆ,φωνάζω
1132,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,καυχιέμαι
1133,übersetzen::V,ಭಾಷಾಂತರಿಸು,μεταφράζω
1134,denken::V,ಯೋಚಿಸು,σκέφτομαι
1135,glauben::V,ನಂಬು,πιστεύω
1136,bemerken::V,ಗಮನಿಸು,παρατηρώ
1137,erkennen::V,ಗುರುತುಹಿಡಿ,αναγνωρίζω
1138,begreifen::V,ಗ್ರಹಿಸು,καταλαβαίνω
1139,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,ακούω
1140,lernen::V,ಕಲಿ,μαθαίνω
1141,wissen::V,ಅರಿ,ξέρω
1142,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,θυμάμαι
1143,vergessen::V,ಮರೆತುವಿಡು,ξεχνώ
1144,messen::V,ಅಳೆ,μετρώ
1145,zählen::V,ಗಣಿಸು,μετρώ
1146,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,λογαριάζω
1147,lesen::V,ಓದು,διαβάζω
1148,malen::V,ಬಿಡಿಸು,ζωγραφίζω
1149,zeichnen::V,ಬಿಡಿಸು,σχεδιάζω
1150,schreiben::V,ಬರೆ,γράφω
1151,besitzen::V,ಒಡೆಯನಾಗಿರು,κατέχω
1152,kaufen::V,ಕೊಳ್ಳು,αγοράζω
1153,verkaufen::V,ಕೊಡು,πουλώ
1154,bezahlen::V,ಬೆಲೆತೆರು,πληρώνω
1155,zahlen::V,ಹಣವನ್ನುಕೊಡು,πληρώνω
1156,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,κυριαρχώ
1157,ertragen::V,ಸಹಿಸು,βαστώ
1158,ertragen::V,ಸಹಿಸು,αντέχω
