,Concept_ID,br,la
144,Tier::N,loen,bestia
145,Herde::N,tropell,grex
146,Kuh::N,buoc'h,vacca
147,Bulle::N,tarv,taurus
148,Pferd::N,marc'h,equus
149,Schaf::N,dañvad,ovis
150,Schwein::N,pemoc'h,sus
151,Schwein::N,pemoc'h,porcus
152,Hund::N,ki,canis
153,Katze::N,kazh,felis
154,Bär::N,arzh,ursus
155,Eichhörnchen::N,gwiñver,sciurus
156,Elch::N,karv-dour,alces
157,Fuchs::N,louarn,vulpes
158,Hase::N,gad,lepus
159,Maus::N,logodenn,mus
160,Wolf::N,bleiz,lupus
161,Vogel::N,labous,avis
162,Schwarm::N,nijad,examen
163,Huhn::N,yar,gallina
164,Hahn::N,kilhog,gallus
165,Gans::N,gwazenn,anser
166,Adler::N,erer,aquila
167,Ente::N,houad,anas
168,Eule::N,toud,ulula
169,Eule::N,toud,noctua
170,Kranich::N,garan,grus
171,Krähe::N,bran,cornix
172,Kuckuck::N,koukoug,cuculus
173,Schwan::N,alarc'h,olor
174,Schwan::N,alarc'h,cycnus
175,Fisch::N,pesk,piscis
176,Barsch::N,brell,perca
177,Hecht::N,beked,esox
178,Schlange[Tier]::N,naer,serpens
179,Wurm::N,preñv,vermis
180,Spinne::N,kevnidenn,aranea
181,Ameise::N,merion,formica
182,Laus::N,laouenn,pediculus
183,Mücke::N,moustik,culex
184,Fliege::N,kelienenn,musca
185,Schmetterling::N,balafenn,papilio
186,Beere::N,hog,baca
187,Apfel::N,aval,malum
188,Pilz::N,kabell-touseg,fungus
189,Zwiebel::N,ognonenn,cepa
190,Saat::N,had,seges
191,Korn::N,ed,granum
192,Heu::N,foenn,faenum
193,Schale::N,peliadur,putamen
194,Falle::N,pech,pedica
195,Schlinge::N,krouglas,laqueus
196,Asche::N,ludu,cinis
197,Dreck::N,fank,lutum
198,Eisen::N,houarn,ferrum
199,Gold::N,aour,aurum
200,Silber::N,arc'hant,argentum
201,Kohle::N,glaou,carbo
202,Glas::N,gwer,vitrum
203,Sand::N,traezh,arena
204,Mensch::N,den,homo
205,Mann::N,den,vir
206,Frau::N,maouez,mulier
207,Kind::N,bugel,puer
208,Kind::N,bugel,infans
209,Junge::N,paotr,puer
210,Mädchen::N,plac'h,puella
211,Familie::N,familh,familia
212,Großvater::N,tad-kozh,avus
213,Großmutter::N,mamm-gozh,avia
214,Eltern::N,kerent,parentes
215,Vater::N,tad,pater
216,Mutter::N,mamm,mater
217,Sohn::N,mab,filius
218,Tochter::N,merc'h,filia
219,Bruder::N,breur,frater
220,Schwester::N,c'hoar,soror
221,Onkel::N,eontr,patruus
222,Onkel::N,eontr,avunculus
223,Tante::N,moereb,amita
224,Ehemann::N,gwaz,maritus
225,Ehefrau::N,gwreg,uxor
226,Freude::N,levenez,gaudium
227,Freude::N,levenez,laetitia
228,Gelächter::N,c'hoarzherezh,risus
229,Glück::N,chañs,felicitas
230,Kummer::N,doan,aegritudo
231,Wunsch::N,c'hoant,voluntas
232,Wunsch::N,c'hoant,desiderium
233,Lust::N,c'hoant,libido
234,Lust::N,c'hoant,voluptas
235,Geist::N,spered,mens
236,Geist::N,spered,animus
237,Gedanke::N,soñj,sententia
238,Gedächtnis::N,eñvor,memoria
239,Verstand::N,skiant,ratio
240,Verstand::N,skiant,ingenium
241,Sinn::N,ster,sensus
242,Grund::N,kaoz,causa
243,Wahrheit::N,gwirionez,veritas
244,Gespräch::N,kaozeadenn,sermo
245,Märchen::N,kaoz korriganez,fabula
246,Erzählung::N,kontadenn,fabula
247,Erzählung::N,kontadenn,narratio
248,Nachricht::N,keloù,nuntius
249,Neuigkeit::N,kelaouenn,novitas
250,Name::N,anv,nomen
251,Rätsel::N,divinatez,aenigma
252,Rede::N,diskour,oratio
253,Sprache::N,yezh,lingua
254,Stimme::N,mouezh,vox
255,Wort::N,ger,verbum
256,Wort::N,ger,vocabulum
257,Zeichen::N,sin,signum
258,Ruf::N,galv,clamor
259,Lärm::N,trouz,strepitus
260,Ton::N,ton,sonus
261,Lied::N,kanaouenn,carmen
262,Ruhe::N,sioulded,quies
263,Leute::N,tud,homines
264,Volk::N,pobl,populus
265,Arbeit::N,labour,labor
266,Gast::N,kouviad,hospes
267,Gast::N,kouviad,conviva
268,Geschenk::N,prof,munus
269,Spiel::N,c'hoari,ludus
270,Gesellschaft::N,kompagnunezh,societas
271,Gesellschaft::N,kavandad,societas
272,Hilfe::N,sikour,auxilium
273,Hilfe::N,sikour,subsidium
274,Freund::N,mignon,amicus
275,Kamerad::N,kamarad,socius
276,Angelegenheit::N,afer,res
277,Anzahl::N,niver,numerus
278,Art::N,sort,genus
279,Stück::N,tamm,frustum
280,Stück::N,tamm,fragmentum
281,Teil::N,pezh,pars
282,Hälfte::N,hanterenn,dimidium
283,Kreis::N,kelc'h,orbis
284,Kreis::N,kelc'h,circus
285,Kreuz::N,kroaz,crux
286,Linie::N,linenn,linea
287,Strich::N,tenn,lineamentum
288,Abstand::N,distok,intervallum
289,Entfernung::N,keid,spatium
290,Entfernung::N,kehid,spatium
291,Gegend::N,korn-bro,loca
292,Gegend::N,korn-bro,regio
293,Platz::N,plasenn,locus
294,Ort::N,lec'h,locus
295,Seite::N,tu,latus
296,Mitte::N,kreiz,medium
297,Gegenstand::N,tra,res
298,Sache::N,tra,res
299,Rand::N,kantenn,margo
300,Kante::N,kantenn,angulus
301,Ecke::N,korn,angulus
302,Spitze::N,begell,cacumen
303,Ende::N,dibenn,caput
304,Loch::N,toull,foramen
305,Muster::N,tresadenn,exemplum
306,Größe::N,ment,magnitudo
307,Länge::N,hirder,longitudo
308,Höhe::N,uhelder,altitudo
309,Gewicht::N,pouez,pondus
310,Menge::N,bern,copia
311,Haufen::N,bern,acervus
312,Reihe::N,steud,ordo
313,Boot::N,bag,navicula
314,Ruder::N,roeñv,remus
315,Schlitten::N,trainell,sclodia
316,Ski::N,ski,narta
317,Last::N,karg,onus
318,Gang::N,kerzh,cursus
319,Schritt::N,paz,gradus
320,Norden::N,norzh,septentriones
321,Norden::N,hanternoz,septentriones
322,Süden::N,su,meridies
323,Süden::N,kreisteiz,meridies
324,Westen::N,kuzh-heol,occidens
325,Osten::N,reter,oriens
326,Osten::N,sav-heol,oriens
327,Holz::N,koad,lignum
328,Brett::N,plankenn,tabula
329,Platte::N,plakenn,lamina
330,Stütze::N,harp,adminiculum
331,Stange::N,sparl,pertica
332,Stock::N,bazh,baculum
333,Stab::N,bazh,scipio
334,Rohr::N,tub,tubus
335,Rohr::N,korz,tubus
336,Haus::N,ti,aedes
337,Heim::N,kêr,domicilium
338,Ofen::N,forn,fornax
339,Fußboden::N,plañchod,solum
340,Tisch::N,taol,mensa
341,Stuhl::N,kador,sella
342,Wiege::N,kavell,cunae
343,Bett::N,gwele,lectus
344,Regal::N,estajerenn,foruli
345,Kiste::N,kased,cista
346,Fenster::N,prenestr,fenestra
347,Tür::N,dor,ianua
348,Tor::N,portal,porta
349,Zaun::N,sklotur,saepes
350,Dach::N,toenn,tectum
351,Leiter::N,skeul,scalae
352,Besen::N,skubell,scopae
353,Spaten::N,pal,pala
354,Schaufel::N,pal,pala
355,Gabel::N,fourchetez,fuscinula
356,Löffel::N,loa,coclear
357,Messer::N,kontell,culter
358,Nagel::N,tach,clavus
359,Netz::N,roued,rete
360,Haken::N,krog,hamus
361,Griff::N,kemer,manubrium
362,Schloss::N,potenn,claustra
363,Bild::N,skeudenn,tabula
364,Bild::N,skeudenn,pictura
365,Figur::N,skeud,statunculum
366,Figur::N,figur,statunculum
367,Puppe::N,merc'hodenn,pupa
368,Beutel::N,sac'h,sacculus
369,Bündel::N,feskenn,fascis
370,Tasche::N,sac'h,sacculus
371,Eimer::N,sailh,situla
372,Deckel::N,pallenn,operculum
373,Geschirr::N,listriaj,vasa
374,Sack::N,sac'h,saccus
375,Tasse::N,tas,pocillum
376,Topf::N,pod,olla
377,Kessel::N,chaodouron,aenum
378,Essen::N,pred,cena
379,Nahrung::N,boued,cibus
380,Nahrung::N,boued,alimenta
381,Speise::N,meuz,cibus
382,Fleisch::N,kig,caro
383,Getreide::N,ed,frumentum
384,Brei::N,yod,puls
385,Brot::N,bara,panis
386,Scheibe::N,tailhenn,frustum
387,Fett::N,lard,pingue
388,Butter::N,amann,butȳrum
389,Öl::N,eoul,oleum
390,Salz::N,holen,sal
391,Suppe::N,soubenn,ius
392,Honig::N,mel,mel
393,Milch::N,laezh,lac
394,Tee::N,te,thea
395,Leder::N,lêr,corium
396,Wolle::N,gloan,lana
397,Stoff::N,danvez,textum
398,Nadel::N,nadoz,acus
399,Faden::N,neudenn,filum
400,Knopf::N,bouton,bulla
401,Knoten::N,skoulm,nodus
402,Farbe::N,liv,pigmentum
403,Kleidung::N,dilhad,vestimenta
404,Hemd::N,roc'hed,tunica
405,Kragen::N,gouzoug,collare
406,Ärmel::N,milgin,manica
407,Hose::N,bragoù,bracae
408,Gürtel::N,gouriz,cingulum
409,Mütze::N,boned,pilleus
410,Schuh::N,botez,calceus
411,Stiefel::N,botez,pero
412,Stiefel::N,botez,caliga
413,Ring::N,gwalenn,anulus
414,Band::N,bagad,redimiculum
415,Kamm::N,krib,pecten
416,Spiegel::N,melezour,speculum
417,Riemen::N,lerenn,lorum
418,Schnur::N,kordenn,linum
419,Leine::N,roll,retinaculum
420,Decke::N,golo,lodix
421,Kissen::N,goubenner,pulvinus
422,Tuch::N,mezher,velum
423,Handtuch::N,toailhon,mantele
424,Kraft::N,nerzh,vis
425,Stärke::N,nerzhder,robur
426,Gesundheit::N,yec'hed,valetudo
427,Krankheit::N,klañved,morbus
428,Schmerz::N,poan,dolor
429,Schmerz::N,droug,dolor
430,Wunde::N,gloazadenn,vulnus
431,Fieber::N,terzhienn,febris
432,Arznei::N,louzoù,remedium
433,Brücke::N,pont,pons
434,Brunnen::N,puñs,puteus
435,Weide::N,prad,pascua
436,Pfad::N,gwenodenn,semita
437,Weg::N,hent,iter
438,Straße::N,ru,via
439,Straße::N,hent,via
440,Dorf::N,kêr,vicus
441,Dorf::N,kêriadenn,vicus
442,Stadt::N,kêr,urbs
443,Stadt::N,kêr,oppidum
444,Brief::N,lizher,epistula
445,Buch::N,levr,liber
446,Buchstabe::N,lizherenn,littera
447,Zeitung::N,kazetenn,diurnum
448,Leben::N,buhez,vita
449,Tod::N,marv,mors
450,Grab::N,bez,sepulcrum
451,Kirche::N,iliz,ecclesia
452,Sünde::N,pec'hed,peccatum
453,Gott::N,doue,deus
454,Arbeiter::N,labourer,operarius
455,Arbeiter::N,micherour,operarius
456,Chef::N,penn,praefectus
457,Meister::N,mestr,magister
458,Arzt::N,mezeg,medicus
459,Arzt::N,medisin,medicus
460,Lehrer::N,skolaer,magister
461,Lehrer::N,kelenner,magister
462,Geld::N,arc'hant,aes
463,Geld::N,arc'hant,pecunia
464,Geschäft::N,stal,negotium
465,Laden::N,stal,taberna
466,Preis::N,priz,pretium
467,Ware::N,marc'hadourezh,merx
468,Nutzen::N,gounidegezh,utilitas
469,Nutzen::N,lañs,utilitas
470,Nutzen::N,profit,utilitas
471,Nutzen::N,spleit,utilitas
472,Reichtum::N,pinvidigezh,opes
473,Reichtum::N,pinvidigezh,divitiae
474,Welt::N,douar,mundus
475,Land::N,bro,terra
476,Staat::N,stad,res publica
477,König::N,roue,rex
478,Macht::N,galloud,potestas
479,Grenze::N,harzoù,limes
480,Krieg::N,brezel,bellum
481,Feind::N,eneber,inimicus
482,Gewalt::N,tâerder,vis
483,Kampf::N,kann,pugna
484,Bogen[Waffe]::N,gwareg,arcus
485,Pfeil::N,saezh,sagitta
486,Gewehr::N,fuzuilh,sclopetum
487,Fehler::N,fazi,error
488,Lüge::N,gaou,mendacium
489,Schaden::N,gwall,damnum
490,Schaden::N,gwall,detrimentum
491,Unglück::N,gwalleur,miseria
492,Unglück::N,gwalleur,calamitas
493,Schuld::N,kablusted,culpa
494,Schuld::N,pec'hedigezh,culpa
495,Alter::N,oad,aetas
496,Schluss::N,diwezh,finis
497,Zeit::N,amzer,tempus
498,Tag::N,deizh,dies
499,Morgen::N,beure,mane
500,Morgen::N,mintin,mane
501,Mittag::N,kreisteiz,meridies
502,Abend::N,abardaez,vesper
503,Nacht::N,noz,nox
504,Woche::N,sizhun,septimana
505,Monat::N,miz,mensis
506,Jahr::N,bloaz,annus
507,Frühling::N,nevezamzer,ver
508,Sommer::N,hañv,aestas
509,Herbst::N,diskaramzer,autumnus
510,Winter::N,goañv,hiems
511,Januar::N,Genver,Ianuarius
512,Februar::N,C'hwevrer,Februarius
513,März::N,Meurzh,Martius
514,April::N,Ebrel,Aprilis
515,Mai::N,Mae,Maius
516,Juni::N,Mezheven,Iunius
517,Juli::N,Gouhere,Iulius
518,August::N,Eost,Augustus
519,September::N,Gwengolo,September
520,Oktober::N,Here,Octobris
521,November::N,Du,Novembris
522,Dezember::N,Kerzu,December
523,Montag::N,Lun,dies lunae
524,Dienstag::N,Meurzh,dies Martis 
525,Mittwoch::N,Merc'her,dies Mercurii
526,Donnerstag::N,Yaou,dies Iovis
527,Freitag::N,Gwener,dies Veneris
528,Samstag::N,Sadorn,dies Saturni
529,Sonntag::N,Sul,dominicus
530,Sonntag::N,Sul,dies solis
531,groß::A,bras,magnus
532,klein::A,bihan,parvus
533,lang::A,hir,longus
534,kurz::A,berr,brevis
535,breit::A,ledan,latus
536,schmal::A,strizh,angustus
537,dicht::A,stank,densus
538,dick[Gegenstand]::A,tev,crassus
539,dünn::A,moan,tenuis
540,fein::A,munut,subtilis
541,fest::A,start,solidus
542,fest::A,start,stabilis
543,flach::A,plaen,planus
544,glatt::A,lintr,levis
545,glatt::A,levn,levis
546,hart::A,kalet,durus
547,weich::A,blot,mollis
548,rund::A,ront,rotundus
549,spitz::A,poentet,acutus
550,scharf::A,dremm,acer
551,stumpf::A,talsoc'h,hebes
552,schwer::A,pounner,gravis
553,schön::A,kaer,pulcher
554,schön::A,kaer,formosus
555,heiß::A,tomm,fervidus
556,warm::A,tomm,calidus
557,kalt::A,yen,frigidus
558,kühl::A,yen,frigidus
559,frisch::A,fresk,recens
560,feucht::A,gleb,umidus
561,nass::A,gleb,madidus
562,trocken::A,sec'h,aridus
563,voll::A,leun,plenus
564,leer::A,goullo,vacuus
565,offen::A,digor,apertus
566,geschlossen::A,serr,clausus
567,sauber::A,naet,lautus
568,schmutzig::A,lous,sordidus
569,roh::A,kriz,crudus
570,reif::A,darev,maturus
571,lecker::A,lipous,delicatus
572,lecker::A,saourus,delicatus
573,süß::A,dous,dulcis
574,bitter::A,c'hwerv,amarus
575,bitter::A,c'hwerv,acerbus
576,sauer::A,trenk,acidus
577,hell::A,sklaer,clarus
578,dunkel::A,teñval,obscurus
579,schwarz::A,du,niger
580,weiß::A,gwenn,albus
581,rot::A,ruz,ruber
582,gelb::A,melen,flavus
583,blau::A,glas,caeruleus
584,grün::A,gwer,viridis
585,grau::A,louet,canus
586,bunt::A,liesliv,varius
587,billig::A,marc'had-mat,vilis
588,teuer::A,ker,carus
589,wertvoll::A,prizius,pretiosus
590,blind::A,dall,caecus
591,taub::A,bouzar,surdus
592,kräftig::A,start,robustus
593,stark::A,kreñv,firmus
594,stark::A,kreñv,validus
595,schwach::A,gwan,debilis
596,schwach::A,gwan,infirmus
597,fett::A,lard,crassus
598,schlank::A,sinkl,procerus
599,hübsch::A,koant,pulcher
600,böse::A,gwall,improbus
601,dumm::A,glep,stultus
602,dumm::A,glep,stupidus
603,faul::A,lezirek,piger
604,fleißig::A,studius,sedulus
605,geizig::A,tost,avarus
606,klug::A,speredek,prudens
607,geschickt::A,dornet,sollers
608,lieb::A,koant,carus
609,lustig::A,laouen,iocosus
610,sanft::A,flour,clemens
611,hungrig::A,marnaon,impastus
612,krank::A,klañv,aeger
613,nackt::A,noazh,nudus
614,traurig::A,trist,maestus
615,lebendig::A,bev,vivus
616,gut::A,mad,bonus
617,schlecht::A,fall,malus
618,schlecht::A,gwall,malus
619,richtig::A,reizh,rectus
620,schlimm::A,gwall,malus
621,wahr::A,gwir,verus
622,alt::A,kozh,antiquus
623,neu::A,nevez,novus
624,ehemalig::A,kozh,pristinus
625,alt[Lebewesen]::A,kozh,vetus
626,jung::A,yaouank,iuvenis
627,arm::A,paour,pauper
628,reich::A,pinvidik,dives
629,bekannt::A,anavezet,notus
630,berühmt::A,brudet,celeber
631,berühmt::A,brudet,illustris
632,fremd::A,dizanav,peregrinus
633,verschieden::A,disheñel,varius
634,nah::A,nes,propinquus
635,fern::A,diabell,longinquus
636,linker::A,kleiz,sinister
637,rechter::A,dehoù,dexter
638,anderer::A,all,alius
639,erster::A,kentañ,primus
640,zweiter::A,eil,secundus
641,dritter::A,trede,tertius
642,letzter::A,diwezhañ,ultimus
643,allein::ADV,e-unan,solum
644,auf einmal::ADV,ar un dro,simul
645,zusammen::ADV,asambles,una
646,lange::ADV,pell,diu
647,plötzlich::ADV,en un taol,subito
648,plötzlich::ADV,en un taol,repente
649,sofort::ADV,diouzhtu,statim
650,später::ADV,diwezhatoc'h,postea
651,jetzt::ADV,bremañ,nunc
652,heute::ADV,hiziv,hodie
653,morgen::ADV,arc'hoazh,cras
654,bald::ADV,hepdale,mox
655,dann::ADV,a-c'houde,deinde
656,gestern::ADV,dec'h,heri
657,einst::ADV,gwechall,olim
658,damals::ADV,neuze,tum
659,danach::ADV,goude,postea
660,vorher::ADV,diagent,antea
661,zuerst::ADV,da gentañ,primo
662,einmal::ADV,ur wech,semel
663,manchmal::ADV,a-wechoù,interdum
664,oft::ADV,alies,saepe
665,immer::ADV,atav,semper
666,immer::ADV,bepred,semper
667,niemals::ADV,gwech ebet,numquam
668,hier::ADV,amañ,hic
669,hierhin::ADV,dre amañ,huc
670,von hier::ADV,alemañ,hinc
671,dort::ADV,aze,ibi
672,dort::ADV,ahont,ibi
673,dorthin::ADV,di,eo
674,dorthin::ADV,aze,eo
675,dorthin::ADV,ahont,eo
676,geradeaus::ADV,war-eeun,recte
677,vorwärts::ADV,war-raok,porro
678,rückwärts::ADV,war-lerc'h,retro
679,zurück::ADV,war-dreñv,retro
680,unten::ADV,en traoñ,infra
681,hinab::ADV,a-izel,pessum
682,oben::ADV,en nec'h,supra
683,hinauf::ADV,e-krec'h,sursum
684,überall::ADV,dre-holl,ubique
685,nicht::ADV,ne ... ket,non
686,ein wenig::ADV,un tammig,paulum
687,kaum::ADV,a-boan,vix
688,kaum::ADV,a-boan,aegre
689,sehr::ADV,-tre,valde
690,sehr::ADV,-tre,magnopere
691,sehr::ADV,-kenañ,valde
692,sehr::ADV,-kenañ,magnopere
693,so::ADV,evel-se,ita
694,noch::ADV,c'hoazh,etiam
695,nur::ADV,hepken,solum
696,nur::ADV,hepken,tantum
697,schon::ADV,dija,iam
698,wieder::ADV,adarre,rursus
699,vor::PRP,dirak,ante
700,hinter::PRP,a-drek,post
701,hinter::PRP,a-dreñv,post
702,unter::PRP,dindan,sub
703,durch::PRP,dre,per
704,neben::PRP,e-kichen,iuxta
705,zwischen::PRP,etre,inter
706,wegen::PRP,abalamour da,propter
707,dies::PRN,hemañ,hoc
708,das::PRN,se,id
709,das::PRN,hennezh,id
710,alles::PRN,pep tra,omnia
711,ich::PRN,me,ego
712,du::PRN,te,tu
713,er::PRN,eñ,is
714,er::PRN,eñ,ille
715,wir::PRN,ni,nos
716,ihr::PRN,c'hwi,vos
717,sie::PRN,int,ii
718,sie::PRN,int,illi
719,was::FPRN,petra,quid
720,wer::FPRN,piv,quis
721,wo::FADV,pelec'h,ubi
722,wohin::FADV,da belec'h,quo
723,wie::FADV,penaos,quomodo
724,warum::FADV,perak,cur
725,wieviel::FNUM,pet,quantum
726,eins::NUM,unan,unus
727,zwei::NUM,daou,duo
728,drei::NUM,tri,tres
729,vier::NUM,pevar,quattuor
730,fünf::NUM,pemp,quinque
731,sechs::NUM,c'hwec'h,sex
732,sieben::NUM,seizh,septem
733,acht::NUM,eizh,octo
734,neun::NUM,nav,novem
735,zehn::NUM,dek,decem
736,elf::NUM,unnek,undecim
737,zwölf::NUM,daouzek,duodecim
738,zwanzig::NUM,ugent,viginti
739,dreißig::NUM,tregont,triginta
740,vierzig::NUM,daou-ugent,quadraginta
741,fünfzig::NUM,hanter-kant,quinquaginta
742,sechzig::NUM,tri-ugent,sexaginta
743,siebzig::NUM,dek ha tri-ugent,septuaginta
744,achtzig::NUM,pevar-ugent,octoginta
745,neunzig::NUM,dek ha pevar-ugent,nonaginta
746,hundert::NUM,kant,centum
747,tausend::NUM,mil,mille
748,und::CNJ,ha,et
749,und::CNJ,ha,-que
750,oder::CNJ,pe,vel
751,stehen::V,bezañ a-sav,stare
752,sitzen::V,azezañ,sedere
753,sitzen::V,bezañ en e goazez,sedere
754,liegen::V,bezañ en e c'hourvez,iacere
755,hängen::V,krougañ,pendere
756,werden::V,dazonet,fieri
757,passieren::V,c'hoarvezout,accidere
758,beginnen::V,stagañ,incipere
759,enden::V,achuiñ,finem habere
760,wechseln::V,cheñch,mutari
761,aufgehen[Sonne]::V,dirouzañ,oriri
762,scheinen[Sonne]::V,lugernañ,lucere
763,donnern::V,taranal,tonare
764,wehen::V,c'hwezhañ,flare
765,strömen::V,deredek,fluere
766,fließen::V,redek,manare
767,sich drehen::V,troiñ,torqueri
768,schwanken::V,trantellat,vacillare
769,schwingen::V,froumal,vibrare
770,fallen::V,kouezhañ,cadere
771,brennen::V,deviñ,ardere
772,rauchen::V,divogedañ,fumare
773,regnen::V,glavañ,pluere
774,gefrieren::V,reviñ,congelari
775,tauen::V,diskornañ,rorare
776,schmelzen::V,teuziñ,liquescere
777,trocknen::V,sec'hañ,arescere
778,sieden::V,berviñ,fervere
779,faulen::V,breinañ,putescere
780,verfaulen::V,breinañ,putescere
781,reißen::V,darnaouiñ,scindi
782,versinken::V,sodellañ,mergi
783,vergehen::V,tremen,praeterire
784,erscheinen::V,donet war-wel,apparere
785,verschwinden::V,monet diwar wel,discedere
786,sinken::V,en em izelat,labi
787,abnehmen::V,nebeutaat,deminui
788,zunehmen::V,kreskiñ,augeri
789,steigen::V,sevel,augescere
790,wachsen::V,kreskiñ,crescere
791,glänzen::V,lugernañ,splendere
792,funkeln::V,elieniñ,micare
793,lärmen::V,rabotat,strepere
794,klirren::V,diridignat,crepare
795,klirren::V,sterlinkañ,crepare
796,brausen::V,gwegal,saevire
797,rauschen::V,trouzal,crepare
798,klingen::V,seniñ,sonare
799,bellen::V,harzhal,latrare
800,heulen::V,yudal,ululare
801,blasen::V,c'hwezhañ,flare
802,pfeifen::V,c'hwitellat,sibilare
803,schreien::V,huchal,clamare
804,stöhnen::V,hirvoudiñ,gemere
805,zittern::V,krenañ,tremere
806,zittern::V,krenañ,trepidare
807,leben::V,bevañ,vivere
808,geboren werden::V,genel,nasci
809,atmen::V,tennañ e anal,spirare
810,trinken::V,evañ,bibere
811,essen::V,debriñ,edere
812,schlucken::V,lonkañ,devorare
813,müde werden::V,skuizhañ,fatigari
