,Concept_ID,ba,ro
158,Klaue::N,тырнаҡ,gheară
159,Kralle::N,аяҡ,labă
160,Kralle::N,аяҡ,gheară
161,Schwanz::N,ҡойроҡ,coadă
162,Ei::N,йомортҡа,ou
163,Nest::N,оя,cuib
164,Bau::N,оң,bârlog
165,Bau::N,оң,vizuină
166,Tier::N,жайуан,animal
167,Tier::N,йыртҡыс,animal
168,Herde::N,көтөү,turmă
169,Herde::N,көтөү,cireadă
170,Kuh::N,һыйыр,vacă
171,Bulle::N,үгеҙ,taur
172,Pferd::N,ат,cal
173,Schaf::N,һарыҡ,oaie
174,Schwein::N,сусҡа,porc
175,Hund::N,эт,câine
176,Katze::N,бесәй,pisică
177,Bär::N,айыу,urs
178,Eichhörnchen::N,тейен,veveriță
179,Elch::N,мышы,elan
180,Fuchs::N,төлкө,vulpe
181,Hase::N,ҡуян,iepure
182,Maus::N,сысҡан,șoarece
183,Wolf::N,бүре,lup
184,Vogel::N,ҡош,pasăre
185,Schwarm::N,көтөү,cârd
186,Huhn::N,тауыҡ,găină
187,Hahn::N,әтәс,cocoș
188,Gans::N,ҡаҙ,gâscă
189,Adler::N,бөркөт,vultur
190,Ente::N,өйрәк,rață
191,Eule::N,өкө,bufniță
192,Eule::N,ябалаҡ,bufniță
193,Kranich::N,торна,cocor
194,Krähe::N,ҡарға,cioară
195,Kuckuck::N,кәкүк,cuc
196,Schwan::N,аҡҡош,lebădă
197,Fisch::N,балыҡ,pește
198,Barsch::N,алабуға,biban
199,Hecht::N,суртан,știucă
200,Schlange[Tier]::N,йылан,șarpe
201,Wurm::N,селяүсен,vierme
202,Spinne::N,үрмәксе,păianjen
203,Ameise::N,ҡырмыҫҡа,furnică
204,Laus::N,бет,păduche
205,Mücke::N,серәкәй,țânțar
206,Fliege::N,себен,muscă
207,Schmetterling::N,күбәләк,fluture
208,Beere::N,еләк,boabă
209,Apfel::N,алма,măr
210,Pilz::N,бәшмәк,burete
211,Pilz::N,бәшмәк,ciupercă
212,Zwiebel::N,һуган,ceapă
213,Saat::N,орлоҡ,semănătură
214,Korn::N,иген,grâu
215,Heu::N,бесән,fân
216,Schale::N,ҡабыҡ,coajă
217,Grube::N,соҡор,groapă
218,Falle::N,тоҙак,cursă
219,Falle::N,тоҙак,capcană
220,Falle::N,ҡапҡан,cursă
221,Falle::N,ҡапҡан,capcană
222,Schlinge::N,тоҙак,laț
223,Spur::N,әҫер,dâră
224,Asche::N,көл,cenușă
225,Dreck::N,батҡаҡ,noroi
226,Dreck::N,батҡаҡ,murdărie
227,Eisen::N,тимер,fier
228,Gold::N,алтын,aur
229,Silber::N,көмөш,argint
230,Kohle::N,күмер,cărbune
231,Glas::N,быяла,sticlă
232,Lehm::N,балсыҡ,lut
233,Lehm::N,балсыҡ,humă
234,Sand::N,ҡом,nisip
235,Mensch::N,кеше,om
236,Mensch::N,кеше,persoană
237,Mann::N,ир,om
238,Mann::N,ир,bărbat
239,Frau::N,ҡатын,femeie
240,Kind::N,бала,copil
241,Junge::N,малай,băiat
242,Junge::N,малай,flăcău
243,Mädchen::N,ҡыҙ,fată
244,Mädchen::N,ҡыҙыҡай,fată
245,Familie::N,ғаилә,familie
246,Großvater::N,олатай,bunic
247,Großvater::N,олатай,tată mare
248,Großmutter::N,әбәй,bunică
249,Großmutter::N,әбәй,mamă mare
250,Eltern::N,ата-әсә,părinți
251,Vater::N,атай,tată
252,Vater::N,атай,părinte
253,Mutter::N,әсә,mamă
254,Sohn::N,ул,fiu
255,Sohn::N,ул,fecior
256,Tochter::N,ҡыҙ,fiică
257,Bruder::N,агай,frate
258,Schwester::N,алай,soră
259,Schwester::N,һеңле,soră
260,Onkel::N,ағай,unchi
261,Tante::N,апай,mătușă
262,Ehemann::N,ир,soț
263,Ehemann::N,ир,bărbat
264,Ehefrau::N,ҡатын,soție
265,Freude::N,шатлыҡ,bucurie
266,Freude::N,ҡыуаныс,bucurie
267,Gelächter::N,көлөү,râset
268,Glück::N,бәхет,fericire
269,Kummer::N,ҡайғы,mâhnire
270,Wunsch::N,теләк,dorință
271,Wunsch::N,теләк,deziderat
272,Lust::N,әүәҫлек,poftă
273,Lust::N,әүәҫлек,înclinare
274,Geist::N,аң,duh
275,Geist::N,аң,minte
276,Geist::N,аң,suflet
277,Geist::N,рух,duh
278,Geist::N,рух,minte
279,Geist::N,рух,suflet
280,Gedanke::N,уй,gând
281,Gedanke::N,уй,cuget
282,Gedanke::N,фекер,gând
283,Gedanke::N,фекер,cuget
284,Gedächtnis::N,хәтер,memorie
285,Verstand::N,аҡыл,minte
286,Verstand::N,аҡыл,intelect
287,Sinn::N,мәғәня,sens
288,Sinn::N,мәғәня,înțeles
289,Grund::N,сәбәп,cauză
290,Grund::N,сәбәп,pricină
291,Wahrheit::N,дөрөҫлөк,adevăr
292,Gespräch::N,әңгәмә,convorbire
293,Gespräch::N,әңгәмә,conversație
294,Märchen::N,әкиәт,basm
295,Märchen::N,әкиәт,poveste
296,Erzählung::N,хикәйә,poveste
297,Nachricht::N,хәбәр,veste
298,Neuigkeit::N,яңылыҡ,noutate
299,Neuigkeit::N,яңылыҡ,actualitate
300,Name::N,исем,nume
301,Rätsel::N,йомаҡ,ghicitoare
302,Rede::N,телмәр,discurs
303,Sprache::N,тел,limbă
304,Sprache::N,тел,limbaj
305,Sprache::N,телмәр,limbă
306,Sprache::N,телмәр,limbaj
307,Stimme::N,тауыш,glas
308,Wort::N,һүҙ,cuvânt
309,Zeichen::N,билдә,semn
310,Zeichen::N,билдә,semnal
311,Ruf::N,саҡырыу,chemare
312,Lärm::N,шаулау,zgomot
313,Lärm::N,шаулау,tărăboi
314,Laut::N,тауыш,sunet
315,Ton::N,яңғырау,ton
316,Lied::N,йыр,cântec
317,Ruhe::N,ял,odihnă
318,Ruhe::N,ял,liniște
319,Ruhe::N,тыныслыҡ,odihnă
320,Ruhe::N,тыныслыҡ,liniște
321,Leute::N,кешеләр,lume
322,Leute::N,кешеләр,oameni
323,Volk::N,халҡ,popor
324,Volk::N,халҡ,națiune
325,Arbeit::N,эш,lucru
326,Gast::N,ҡунаҡ,musafir
327,Geschenk::N,бүләк,dar
328,Geschenk::N,бүләк,cadou
329,Spiel::N,уйын,joc
330,Gesellschaft::N,йәмғиәт,societate
331,Hilfe::N,ярҙам,ajutor
332,Freund::N,дуҫ,amic
333,Freund::N,дуҫ,prieten
334,Kamerad::N,иптәш,tovarăș
335,Angelegenheit::N,әш,afacere
336,Anzahl::N,һан,număr
337,Anzahl::N,һан,cantitate
338,Art::N,төр,fel
339,Art::N,төр,specie
340,Stück::N,киҫәк,bucată
341,Teil::N,өлөш,parte
342,Teil::N,өлөш,porție
343,Hälfte::N,ярты,jumătate
344,Kreis::N,түңәрәк,cerc
345,Kreuz::N,тәре,cruce
346,Linie::N,һыҙыҡ,linie
347,Strich::N,һыҙат,linie
348,Strich::N,һыҙат,trăsătură
349,Abstand::N,ара,distanță
350,Abstand::N,ара,depărtare
351,Entfernung::N,алыҫлыҡ,distanță
352,Entfernung::N,алыҫлыҡ,depărtare
353,Gegend::N,урын,regiune
354,Platz::N,арауыҡ,loc
355,Ort::N,ерҙәр,loc
356,Ort::N,урындар,loc
357,Ort::N,эш урыны,loc
358,Seite::N,яҡ,latură
359,Mitte::N,урталыҡ,centru
360,Gegenstand::N,нәмә,obiect
361,Sache::N,нәмә,lucru
362,Sache::N,нәмә,chestie
363,Sache::N,әйбер,lucru
364,Sache::N,әйбер,chestie
365,Rand::N,сит,bordură
366,Kante::N,ҡабырға,muchie
367,Kante::N,ҡабырға,bordură
368,Kante::N,ян,muchie
369,Kante::N,ян,bordură
370,Ecke::N,мөйөш,colț
371,Spitze::N,ос,vârf
372,Spitze::N,ос,creștet
373,Ende::N,аҙаҡ,capăt
374,Loch::N,тишек,gaură
375,Winkel::N,мөйөш,colț
376,Muster::N,биҙәк,desen
377,Größe::N,ҙурлыҡ,mărime
378,Länge::N,оҙонлоҡ,lungime
379,Höhe::N,бейеклек,înălțime
380,Gewicht::N,үлсәү,greutate
381,Menge::N,һан,cantitate
382,Haufen::N,өйөм,grămadă
383,Reihe::N,рәт,șir
384,Reihe::N,рәт,rând
385,Boot::N,кәмә,barcă
386,Boot::N,кәмә,luntre
387,Ruder::N,ишкәк,vâslă
388,Ruder::N,ишкәк,lopată
389,Schlitten::N,сана,sanie
390,Ski::N,саңгы,schi
391,Lagerfeuer::N,костер,foc de tabără
392,Last::N,ауырлыҡ,povară
393,Last::N,ауырлыҡ,sarcină
394,Gang::N,барыу,mers
395,Gang::N,барыу,umblet
396,Schritt::N,аҙым,pas
397,Norden::N,төньяҡ,nord
398,Norden::N,төньяҡ,miazănoapte
399,Süden::N,көньяҡ,sud
400,Süden::N,көньяҡ,miazăzi
401,Westen::N,көнбайыш,apus
402,Osten::N,көнсығыш,est
403,Osten::N,көнсығыш,răsărit
404,Holz::N,үағас,lemn
405,Brett::N,таҡта,scândură
406,Platte::N,плита,placă
407,Stütze::N,терәк,proptea
408,Stange::N,кәртә,bară
409,Stange::N,кәртә,prăjină
410,Stock::N,таяҡ,băț
411,Stock::N,таяҡ,baston
412,Stab::N,ҡолға,baston
413,Stab::N,ҡолға,prăjină
414,Rohr::N,торба,tub
415,Rohr::N,торба,țeavă
416,Haus::N,өй,casă
417,Haus::N,йорт,casă
418,Heim::N,өй,casă
419,Heim::N,өй,cămin
420,Ofen::N,мейес,sobă
421,Fußboden::N,енес,podea
422,Fußboden::N,енес,dușumea
423,Tisch::N,өҫтәл,masă
424,Stuhl::N,ултырғыс,scaun
425,Wiege::N,бишек,leagăn
426,Bett::N,карауат,pat
427,Regal::N,кәштә,rafturi
428,Kiste::N,йәшинк,ladă
429,Kiste::N,йәшинк,cutie
430,Fenster::N,тәҙрә,fereastră
431,Tür::N,ишек,ușă
432,Tor::N,ҡапҡа,poartă
433,Zaun::N,ҡойма,gard
434,Dach::N,түбә,acoperiș
435,Dach::N,ҡыйыҡ,acoperiș
436,Leiter::N,баҫҡыс,scară
437,Besen::N,һепертке,mătură
438,Spaten::N,көрәк,cazma
439,Spaten::N,көрәк,hârleț
440,Schaufel::N,көрәк,lopată
441,Gabel::N,сәнске,furculiță
442,Löffel::N,ҡалаҡ,lingură
443,Messer::N,бысаҡ,cuțit
444,Nagel::N,сөй,cui
445,Netz::N,ау,plasă
446,Haken::N,ыргаҡ,cârlig
447,Griff::N,тотҡа,mâner
448,Schloss::N,йоҙаҡ,lacăt
449,Bild::N,картина,tablou
450,Bild::N,картина,imagine
451,Figur::N,һын,chip
452,Figur::N,һын,figură
453,Puppe::N,ҡурсаҡ,păpușă
454,Beutel::N,тоҡ,pungă
455,Beutel::N,тоҡ,săculeț
456,Bündel::N,төргәк,mănunchi
457,Tasche::N,сумка,geantă
458,Eimer::N,биҙрә,găleată
459,Deckel::N,ҡапҡас,capac
460,Geschirr::N,һауыт-һаба,vase
461,Geschirr::N,һауыт-һаба,tacâmuri
462,Sack::N,тоҡ,sac
463,Tasse::N,сынаяҡ,ceașcă
464,Topf::N,кәстрүл,oală
465,Kessel::N,ҡаҙан,cazan
466,Kessel::N,ҡаҙан,căldare
467,Essen::N,ашау,mâncare
468,Nahrung::N,аҙыҡ,hrană
469,Nahrung::N,аҙыҡ,aliment
470,Speise::N,аш,bucate
471,Speise::N,аш,fel de bucate
472,Fleisch::N,ит,carne
473,Getreide::N,иген,cereale
474,Getreide::N,ашлыҡ,cereale
475,Brei::N,бутҡа,pireu
476,Brot::N,икмәк,pâine
477,Scheibe::N,телем,felie
478,Scheibe::N,телем,bucată
479,Fett::N,май,untură
480,Fett::N,май,grăsime
481,Butter::N,май,unt
482,Öl::N,май буяуы,ulei
483,Salz::N,тоҙ,sare
484,Suppe::N,һурпа,supă
485,Suppe::N,һурпа,ciorbă
486,Honig::N,бал,miere
487,Milch::N,һөт,lapte
488,Tee::N,сәй,ceai
489,Leder::N,күн,piele
490,Wolle::N,йөн,lână
491,Stoff::N,туҡыма,stofă
492,Nadel::N,энә,ac
493,Faden::N,еп,ață
494,Knopf::N,төймә,buton
495,Knoten::N,төйөн,nod
496,Farbe::N,буяу,vopsea
497,Kleidung::N,кейем,haine
498,Kleidung::N,кейем,îmbrăcăminte
499,Hemd::N,күлдәк,cămașă
500,Kragen::N,яға,guler
501,Ärmel::N,ең,mânecă
502,Hose::N,салбар,pantaloni
503,Gürtel::N,ҡайыш,cordon
504,Mütze::N,бүрк,șapcă
505,Schuh::N,туфли,gheată
506,Stiefel::N,итек,cizmă
507,Ring::N,йөҙөк,inel
508,Ring::N,йөҙөк,verigă
509,Ring::N,балдаҡ,inel
510,Ring::N,балдаҡ,verigă
511,Band::N,таҫма,panglică
512,Band::N,таҫма,șiret
513,Kamm::N,тараҡ,pieptene
514,Spiegel::N,көзгө,oglindă
515,Riemen::N,ҡайыш,curea
516,Schnur::N,бау,funie
517,Schnur::N,бау,sfoară
518,Leine::N,бау,lesă
519,Leine::N,бау,curea
520,Decke::N,одеяд,pătură
521,Kissen::N,мендәр,pernă
522,Tuch::N,яулыҡ,batic
523,Handtuch::N,таҫтамал,prosop
524,Handtuch::N,таҫтамал,ștergar
525,Kraft::N,көс,forță
526,Kraft::N,көс,putere
527,Stärke::N,көс,tărie
528,Stärke::N,көс,vigoare
529,Gesundheit::N,һаулыҡ,sănătate
530,Krankheit::N,сир,boală
531,Krankheit::N,сир,maladie
532,Krankheit::N,ауырыу,boală
533,Krankheit::N,ауырыу,maladie
534,Schmerz::N,һыҙлау,durere
535,Schmerz::N,әрнеү,durere
536,Wunde::N,йәрәхәт,rană
537,Fieber::N,тапма,febră
538,Fieber::N,биҙгәк,febră
539,Arznei::N,дарыу,leac
540,Arznei::N,дарыу,medicament
541,Brücke::N,күпер,pod
542,Brücke::N,күпер,punte
543,Brunnen::N,ҡоҙоҡ,puț
544,Weide::N,көтөүлек,izlaz
545,Weide::N,көтөүлек,pășune
546,Pfad::N,һуҡмаҡ,cărare
547,Weg::N,юл,drum
548,Straße::N,урам,cale
549,Straße::N,урам,stradă
550,Dorf::N,ауыл,sat
551,Stadt::N,ҡала,oraș
552,Brief::N,хат,scrisoare
553,Buch::N,китап,carte
554,Buch::N,кенәгә,carte
555,Buchstabe::N,хәреф,literă
556,Buchstabe::N,хәреф,caracter
557,Zeitung::N,гәзит,ziar
558,Zeitung::N,гәзит,gazetă
559,Leben::N,йәшәү,viață
560,Tod::N,үлем,moarte
561,Grab::N,ҡәбер,groapă
562,Grab::N,ҡәбер,mormânt
563,Kirche::N,сиркәү,biserică
564,Sünde::N,гөнаһ,păcat
565,Gott::N,алла,zeu
566,Gott::N,хоҙай,zeu
567,Arbeiter::N,эшсе,muncitor
568,Chef::N,башлыҡ,șef
569,Meister::N,оҫта,meșter
570,Meister::N,оҫта,maestru
571,Arzt::N,врач,medic
572,Arzt::N,врач,doctor
573,Lehrer::N,уҡытыусы,profesor
574,Lehrer::N,уҡытыусы,învățător
575,Geld::N,аҡса,bani
576,Geld::N,аҡса,parale
577,Geschäft::N,эш,treabă
578,Geschäft::N,эш,afacere
579,Laden::N,магазин,magazin
580,Laden::N,магазин,prăvălie
581,Preis::N,хаҡ,preț
582,Ware::N,тауар,marfă
583,Nutzen::N,файҙа,folos
584,Nutzen::N,файҙа,profit
585,Reichtum::N,байлыҡ,avuție
586,Reichtum::N,байлыҡ,bogăție
587,Welt::N,донъя,lume
588,Land::N,ил,țară
589,Staat::N,дәүләт,stat
590,König::N,король,rege
591,Macht::N,власть,putere
592,Macht::N,власть,putință
593,Grenze::N,сик,hotar
594,Grenze::N,сик,graniță
595,Grenze::N,сик,frontieră
596,Krieg::N,һуғыш,război
597,Feind::N,йылан,dușman
598,Gewalt::N,көслөк,violență
599,Kampf::N,көрәш,luptă
600,Bogen[Waffe]::N,йәйә,arc
601,Pfeil::N,уҡ,săgeată
602,Gewehr::N,мылтыҡ,armă
603,Gewehr::N,мылтыҡ,pușcă
604,Fehler::N,хата,eroare
605,Fehler::N,хата,greșeală
606,Lüge::N,ялған,minciună
607,Schaden::N,зыян,daună
608,Schaden::N,зыян,pagubă
609,Schaden::N,зарар,daună
610,Schaden::N,зарар,pagubă
611,Unglück::N,ҡаза,nenorocire
612,Schuld::N,ғәйеп,vină
613,Alter::N,йәш,etate
614,Alter::N,йәш,vârstă
615,Schluss::N,һуң,sfârșit
616,Schluss::N,аҙаҡ,sfârșit
617,Zeit::N,мәл,timp
618,Zeit::N,мәл,vreme
619,Zeit::N,заман,timp
620,Zeit::N,заман,vreme
621,Tag::N,көн,zi
622,Morgen::N,иртә,dimineață
623,Morgen::N,иртәнсәк,dimineață
624,Mittag::N,төш,prânz
625,Mittag::N,төш,amiază
626,Abend::N,кис,seară
627,Nacht::N,төн,noapte
628,Woche::N,аҙна,săptămână
629,Monat::N,ай,lună
630,Jahr::N,йыл,an
631,Frühling::N,яҙ,primăvară
632,Sommer::N,йәй,vară
633,Herbst::N,көз,toamnă
634,Winter::N,ҡыш,iarnă
635,Januar::N,ғинуар,ianuarie
636,Februar::N,февраль,februarie
637,März::N,март,martie
638,April::N,апрель,aprilie
639,Mai::N,май,mai
640,Juni::N,июнь,iunie
641,Juli::N,июль,iulie
642,August::N,август,august
643,September::N,сентябрь,septembrie
644,Oktober::N,октябрь,octombrie
645,November::N,ноябрь,noiembrie
646,Dezember::N,декабрь,decembrie
647,Montag::N,дүшәмбе,luni
648,Dienstag::N,шишәмбе,marți
649,Mittwoch::N,шаршамбы,miercuri
650,Donnerstag::N,кесаҙна,joi
651,Freitag::N,йома,vineri
652,Samstag::N,шәмбе,sâmbătă
653,Sonntag::N,йәкшәмбе,duminică
654,groß::A,ҙур,mare
655,klein::A,бәләкәс,mic
656,lang::A,оҙон,lung
657,kurz::A,ҡыҫҡа,scurt
658,breit::A,киң,lat
659,breit::A,киң,larg
660,schmal::A,тар,strâmt
661,dicht::A,йыш,des
662,dicht::A,ҡуйы,des
663,dick[Gegenstand]::A,ҡалын,gros
664,dünn::A,йоҡа,subțire
665,dünn::A,нәҙек,subțire
666,fein::A,нескә,fin
667,fein::A,нескә,subțire
668,fest::A,ныҡ,tare
669,fest::A,ныҡ,solid
670,flach::A,яҫы,șes
671,flach::A,яҫы,plan
672,flach::A,ялпаҡ,șes
673,flach::A,ялпаҡ,plan
674,glatt::A,шыма,lins
675,hart::A,ҡаты,dur
676,weich::A,йомшаҡ,moale
677,rund::A,түңәрәк,rotund
678,rund::A,түңәрәк,circular
679,spitz::A,осло түбәле,ascuțit
680,scharf::A,үткер,tăios
681,scharf::A,үткер,ascuțit
682,stumpf::A,утмәҫ,tocit
683,schwer::A,ауыр,greu
684,schön::A,матур,frumos
685,heiß::A,эҫе,cald
686,heiß::A,эҫе,fierbinte
687,warm::A,йылы,cald
688,warm::A,йылы,fierbinte
689,kalt::A,һыуыҡ,rece
690,kühl::A,һалҡынса,rece
691,kühl::A,һалҡынса,răcoros
692,frisch::A,һалҡынса,răcoros
693,frisch::A,һалҡынса,proaspăt
694,feucht::A,еүеш,umed
695,feucht::A,еүеш,jilav
696,feucht::A,дымлы,umed
697,feucht::A,дымлы,jilav
698,nass::A,еүеш,ud
699,trocken::A,кипкән,sec
700,trocken::A,кипкән,uscat
701,voll::A,тулы,plin
702,leer::A,буш,gol
703,offen::A,асыҡ,deschis
704,geschlossen::A,ябыҡ,închis
705,sauber::A,таҙа,curat
706,schmutzig::A,бысраҡ,murdar
707,roh::A,сей,crud
708,reif::A,өлгөрғән,copt
709,lecker::A,тәмле,gustos
710,süß::A,тямле,dulce
711,süß::A,тәм-том,dulce
712,bitter::A,әсе,amar
713,sauer::A,әсе,acru
714,hell::A,яҡты,clar
715,hell::A,яҡты,luminos
716,dunkel::A,ҡараңғы,obscur
717,dunkel::A,ҡараңғы,întunecos
718,schwarz::A,ҡара,negru
719,weiß::A,аҡ,alb
720,rot::A,матур,roșu
721,rot::A,һылыу,roșu
722,rot::A,сибәр,roșu
723,gelb::A,һары,galben
724,blau::A,күк,albastru
725,grün::A,йәшел,verde
726,grau::A,буҙ,gri
727,grau::A,буҙ,cenușiu
728,bunt::A,сыбар,colorat
729,bunt::A,ала-ҡола,colorat
730,billig::A,арзан,ieftin
731,teuer::A,ҡыйбатлы,scump
732,wertvoll::A,ҡиммәтле,prețios
733,blind::A,һуҡыр,orb
734,taub::A,һаңғырау,surd
735,kräftig::A,көслө,tare
736,kräftig::A,көслө,forte
737,kräftig::A,көслө,robust
738,kräftig::A,ҡеүәтле,tare
739,kräftig::A,ҡеүәтле,forte
740,kräftig::A,ҡеүәтле,robust
741,stark::A,көслө,viguros
742,stark::A,көслө,puternic
743,stark::A,ҡеүәтле,viguros
744,stark::A,ҡеүәтле,puternic
745,schwach::A,көсһөҙ,slab
746,schwach::A,көсһөҙ,debil
747,fett::A,һимеҙ,gras
748,schlank::A,зифа,zvelt
749,hübsch::A,матур,drăguț
750,böse::A,асыулы,rău
751,böse::A,асыулы,răutăcios
752,dumm::A,иҫәр,nerod
753,dumm::A,иҫәр,tâmpit
754,faul::A,иренсәк,leneș
755,fleißig::A,тырыш,harnic
756,fleißig::A,тырыш,sârguincios
757,geizig::A,һаран,calic
758,geizig::A,һаран,zgârcit
759,klug::A,аҡыллы,isteț
760,klug::A,аҡыллы,deștept
761,geschickt::A,оҫта,dibaci
762,lieb::A,яғымлы,drag
763,lieb::A,яғымлы,iubit
764,lustig::A,күңелле,vesel
765,sanft::A,йыуаш,blând
766,sanft::A,йыуаш,blajin
767,hungrig::A,ас,flămând
768,krank::A,сирле,bolnav
769,krank::A,ауырыу,bolnav
770,nackt::A,яланғас,gol
771,traurig::A,яманһыу,trist
772,traurig::A,яманһыу,mâhnit
773,lebendig::A,тере,viu
774,lebendig::A,йәнле,viu
775,gut::A,яҡшы,bun
776,schlecht::A,хөрт,rău
777,schlecht::A,хөрт,prost
778,schlecht::A,алама,rău
779,schlecht::A,алама,prost
780,richtig::A,дөрөҫ,drept
781,richtig::A,дөрөҫ,corect
782,schlimm::A,хөрт,rău
