,Concept_ID,mrj,it
132,Gras::N,шуды,erba
133,Wurzel::N,важ,radice
134,Baum::N,пушӓнгӹ,àlbero
135,Stamm::N,пушӓнгӹ тӹнг,tronco
136,Rinde::N,каргыж,corteccia
137,Ast::N,укш,ramo
138,Zweig::N,укш,ramo
139,Blatt::N,листӹ,foglia
140,Birke::N,куги,betulla
141,Kiefer[Baum]::N,йӓктӹ,pino
142,Weide[Baum]::N,уа,sàlice
143,Tanne::N,кож,abete
144,Horn::N,шур,corno
145,Feder::N,пын,penna
146,Fell::N,кавашты,manto
147,Fell::N,кавашты,pelame
148,Flügel::N,шылдыр,ala
149,Klaue::N,кӹч,grinfia
150,Kralle::N,лапа,unghia
151,Kralle::N,лапа,artiglio
152,Schwanz::N,пач,coda
153,Ei::N,мыны,uovo
154,Nest::N,пӹжӓш,nido
155,Bau::N,ыраж,covo
156,Tier::N,во́льык,bestia
157,Tier::N,во́льык,animale
158,Herde::N,кӹтö,gregge
159,Kuh::N,ышкал,vacca
160,Bulle::N,ӱшкӱж,toro
161,Pferd::N,имни,cavallo
162,Schaf::N,шарык,pècora
163,Schwein::N,сасна,porco
164,Schwein::N,сасна,maiale
165,Hund::N,пи,cane
166,Katze::N,коти,gatta
167,Bär::N,мöскӓ,orso
168,Eichhörnchen::N,ур,scoiàttolo
169,Elch::N,шарды,alce
170,Fuchs::N,рӹвӹж,volpe
171,Hase::N,морен,lepre
172,Maus::N,каля,topo
173,Maus::N,каля,sorcio
174,Wolf::N,пирӹ,lupo
175,Vogel::N,кек,uccello
176,Schwarm::N,цуца,stormo
177,Huhn::N,цӹвӹ,gallina
178,Hahn::N,ӓптӓн,gallo
179,Gans::N,комбы,oca
180,Adler::N,кучкыж,àquila
181,Ente::N,лыды,ànatra
182,Eule::N,тымана,gufo
183,Eule::N,тымана,civetta
184,Kranich::N,тырня,gru
185,Kranich::N,тыртня,gru
186,Krähe::N,лудыгарак,cornacchia
187,Kuckuck::N,куку,cuccù
188,Kuckuck::N,куку,cùculo
189,Schwan::N,йӱксӹ,cigno
190,Fisch::N,кол,pesce
191,Barsch::N,алангы,pèrsico
192,Hecht::N,нуж,luccio
193,Hecht::N,нужгол,luccio
194,Schlange[Tier]::N,кӹшкы,serpente
195,Wurm::N,шукш,baco
196,Wurm::N,шукш,verme
197,Spinne::N,ӓнгӹремшӹ,ragno
198,Ameise::N,кыткы,formica
199,Laus::N,ти,pidocchio
200,Mücke::N,кужнер,zanzara
201,Mücke::N,кужынер,zanzara
202,Fliege::N,шӹнгӓ,mosca
203,Schmetterling::N,лӹпӹ,farfalla
204,Beere::N,мöр,bacca
205,Apfel::N,олма,mela
206,Pilz::N,понгы,fungo
207,Zwiebel::N,охыра,cipolla
208,Saat::N,нӱшмӹ,semente
209,Saat::N,нӱшмӱ,semente
210,Korn::N,пӹрцӹ,grano
211,Heu::N,шуды,fieno
212,Schale::N,аваха,buccia
213,Schale::N,карлангы,buccia
214,Grube::N,йӓм,cava
215,Grube::N,йӓм,fossa
216,Falle::N,лӱдӹ,tràppola
217,Falle::N,лӱдӹш,tràppola
218,Schlinge::N,онгы,laccio
219,Spur::N,кишӓ,traccia
220,Asche::N,ломых,cenere
221,Asche::N,ломпыж,cenere
222,Dreck::N,лявӹрӓ,fango
223,Eisen::N,кӹртни,ferro
224,Gold::N,шöртни,oro
225,Gold::N,шöртньӹ,oro
226,Silber::N,ши,argento
227,Kohle::N,шӱ,carbone
228,Glas::N,охоница,vetro
229,Lehm::N,шун,argilla
230,Sand::N,ошма,arena
231,Sand::N,ошма,sabbia
232,Mensch::N,эдем,uomo
233,Mensch::N,эдем,èssere umano
234,Mann::N,пӱэргӹ,uomo
235,Frau::N,ӹдӹрӓмӓш,donna
236,Kind::N,ӓзӓ,bambino
237,Kind::N,шачшы,bambino
238,Junge::N,рвезӹ,ragazzo
239,Junge::N,ӹрвезӹ,ragazzo
240,Mädchen::N,ӹдӹрӓш,ragazza
241,Familie::N,йиш,famiglia
242,Familie::N,семня,famiglia
243,Großvater::N,тьоти,nonno
244,Großmutter::N,папа,nonna
245,Eltern::N,ӓтя-ӓвӓ,genitori
246,Vater::N,ӓтя,padre
247,Mutter::N,ӓвӓ,madre
248,Sohn::N,эргӹ,figlio
249,Tochter::N,ӹдӹр,figlia
250,Bruder::N,ӹза,fratello
251,Schwester::N,ӓкӓ,sorella
252,Onkel::N,кугуза,zio
253,Tante::N,куака,zia
254,Ehemann::N,мары,marito
255,Ehefrau::N,вӓтӹ,moglie
256,Freude::N,ӹвӹртӹмӓш,gioia
257,Freude::N,ӹвӹртӹмӓш,piacere
258,Gelächter::N,ваштылмаш,risata
259,Glück::N,пиӓл,felicità
260,Kummer::N,ясы,afflizione
261,Wunsch::N,охата,desiderio
262,Wunsch::N,шанымаш,desiderio
263,Lust::N,шӓр,voglia
264,Lust::N,охата,voglia
265,Lust::N,шанымаш,voglia
266,Geist::N,тух,mente
267,Geist::N,тух,spìrito
268,Gedanke::N,шанымаш,idea
269,Gedanke::N,шанымаш,pensiero
270,Gedächtnis::N,ӓш,memoria
271,Verstand::N,ыш,intelletto
272,Sinn::N,кын,senso
273,Sinn::N,кын,significato
274,Grund::N,вир,causa
275,Grund::N,вир,motivo
276,Grund::N,вир,ragione
277,Wahrheit::N,тöр,verità
278,Gespräch::N,хытырымаш,discorso
279,Gespräch::N,хытырымаш,conversazione
280,Märchen::N,ямак,fiaba
281,Märchen::N,ямак,fàvola
282,Erzählung::N,шайыштмаш,racconto
283,Erzählung::N,шайыштмаш,narrazione
284,Nachricht::N,увертӓрӹмӓш,messaggio
285,Neuigkeit::N,увер,notizia
286,Name::N,лӹм,nome
287,Rätsel::N,тышты,indovinello
288,Rede::N,шая,discorso
289,Rede::N,шамак,discorso
290,Sprache::N,йӹлмӹ,lingua
291,Sprache::N,йӹлмӹ,linguaggio
292,Stimme::N,юк,voce
293,Wort::N,шамак,parola
294,Zeichen::N,палӹ,segno
295,Zeichen::N,палӹ,segnale
296,Ruf::N,сӹгӹрӹмӓш,chiamata
297,Lärm::N,юкланымащ,chiasso
298,Lärm::N,юкланымащ,strèpito
299,Laut::N,юк,suono
300,Ton::N,юк,tono
301,Lied::N,мыры,canto
302,Lied::N,мыры,canzone
303,Ruhe::N,тыр,calma
304,Ruhe::N,тыр,tranquillità
305,Leute::N,эдемвлӓ,gente
306,Volk::N,халык,pòpolo
307,Arbeit::N,пӓшӓ,lavoro
308,Gast::N,хына,òspite
309,Gast::N,хына,invitato
310,Geschenk::N,подарка,regalo
311,Spiel::N,мадыш,gioco
312,Gesellschaft::N,йӓл,compagnìa
313,Gesellschaft::N,йӓлвлӓ,compagnìa
314,Hilfe::N,палшык,aiuto
315,Hilfe::N,палшык,soccorso
316,Freund::N,тӓнг,amico
317,Kamerad::N,тос,camerata
318,Angelegenheit::N,дела,affare
319,Angelegenheit::N,дела,faccenda
320,Angelegenheit::N,йела,affare
321,Angelegenheit::N,йела,faccenda
322,Angelegenheit::N,йыла,affare
323,Angelegenheit::N,йыла,faccenda
324,Angelegenheit::N,пӓшӓ,affare
325,Angelegenheit::N,пӓшӓ,faccenda
326,Anzahl::N,шот,nùmero
327,Anzahl::N,шот,quantità
328,Art::N,цӹре,tipo
329,Art::N,цӹре,specie
330,Stück::N,лаштык,pezzo
331,Teil::N,пай,parte
332,Teil::N,часть,parte
333,Hälfte::N,пел,metà
334,Kreis::N,тӹртӹш,cìrcolo
335,Kreuz::N,крестӹ,croce
336,Abstand::N,ло,distanza
337,Entfernung::N,ло,distanza
338,Entfernung::N,ло,lontananza
339,Gegend::N,вӓр,regione
340,Platz::N,вӓр,posto
341,Platz::N,вӓр,spazio
342,Ort::N,вӓр,luogo
343,Ort::N,вӓр,località
344,Seite::N,öрдӹж,lato
345,Seite::N,öрдӹж,parte
346,Mitte::N,ло,mezzo
347,Mitte::N,ло,centro
348,Gegenstand::N,хӓдӹр,oggetto
349,Sache::N,хӓдӹр,cosa
350,Rand::N,шöр,orlo
351,Rand::N,шöр,bordo
352,Kante::N,шöр,spìgolo
353,Ecke::N,лык,canto
354,Spitze::N,вуй,punta
355,Ende::N,вуй,capo
356,Ende::N,вуй,estremità
357,Ende::N,мычаш,capo
358,Ende::N,мычаш,estremità
359,Loch::N,ыраж,buco
360,Winkel::N,лык,àngolo
361,Muster::N,тӹрлец,disegno
362,Größe::N,кӱкшӹц,taglia
363,Größe::N,кӱкшӹц,grandezza
364,Länge::N,кыт,lunghezza
365,Höhe::N,кӱкшӹц,altezza
366,Gewicht::N,нелӹц,peso
367,Menge::N,шот,quantità
368,Haufen::N,ара,cùmulo
369,Haufen::N,ара,mucchio
370,Reihe::N,ряд,fila
371,Boot::N,пыш,barca
372,Boot::N,пыш,battello
373,Ruder::N,вешлӓ,remo
374,Schlitten::N,тир,slitta
375,Ski::N,ечӹ,sci
376,Lagerfeuer::N,тыл,falò
377,Lagerfeuer::N,тыл,fuoco di bivacco
378,Last::N,нелӹц,càrico
379,Gang::N,ход,andata
380,Schritt::N,ашкыл,passo
381,Norden::N,йыдпелвел,nord
382,Norden::N,йыдпелвел,settentrione
383,Süden::N,кечӹвӓлвел,sud
384,Süden::N,кечӹвӓлвел,meridione
385,Westen::N,кечӹ шӹцмӹ,òvest
386,Westen::N,кечӹ шӹцмӹ,occidente
387,Osten::N,ирвел,est
388,Osten::N,ирвел,oriente
389,Osten::N,кечӹ лӱлтмӹ,est
390,Osten::N,кечӹ лӱлтмӹ,oriente
391,Holz::N,пушӓнгӹ,legno
392,Brett::N,ханга,asse
393,Brett::N,ханга,tàvola
394,Platte::N,плитӓ,lastra
395,Platte::N,плитӓ,piastra
396,Stütze::N,цӓрӓк,supporto
397,Stange::N,равы,sbarra
398,Stange::N,равы,pèrtica
399,Stange::N,намаш,sbarra
400,Stange::N,намаш,pèrtica
401,Stock::N,панды,verga
402,Stock::N,панды,bastone
403,Stock::N,панды,bacchetta
404,Stab::N,равы,asta
405,Rohr::N,пыч,tubo
406,Haus::N,пöрт,casa
407,Heim::N,пöрт,casa
408,Ofen::N,камака,stufa
409,Fußboden::N,седӹрӓ,pavimento
410,Tisch::N,стöл,tàvolo
411,Stuhl::N,пöкен,sedia
412,Wiege::N,шипкӓ,culla
413,Bett::N,койка,letto
414,Bett::N,кравать,letto
415,Regal::N,полицӓ,scaffale
416,Kiste::N,шӱ́ндӹк,cassa
417,Fenster::N,окня,finestra
418,Tür::N,амаса,porta
419,Tor::N,хапка,portone
420,Zaun::N,забор,recinto
421,Dach::N,левӓш,tetto
422,Leiter::N,ташкалтыш,scala
423,Leiter::N,ташкалтыш,scala a pioli
424,Besen::N,сало,scopa
425,Besen::N,салко,scopa
426,Spaten::N,кольмы,vanga
427,Schaufel::N,лоток,pala
428,Gabel::N,ви́лка,forchetta
429,Löffel::N,савала,cucchiaio
430,Messer::N,кӹзӹ,coltello
431,Nagel::N,пыда,chiodo
432,Netz::N,вӓпш,rete
433,Haken::N,крӱк,uncino
434,Haken::N,кагак,uncino
435,Griff::N,кычем,mànico
436,Griff::N,кычем,maniglia
437,Schloss::N,замок,serratura
438,Schloss::N,сыравач,serratura
439,Bild::N,картин,quadro
440,Bild::N,картин,immàgine
441,Figur::N,кӓн,figura
442,Puppe::N,поханя,bàmbola
443,Beutel::N,мешӓк,borsa
444,Beutel::N,мешӓк,sacchetto
445,Bündel::N,топ,fascio
446,Bündel::N,топ,fagotto
447,Bündel::N,пидӹш,fascio
448,Bündel::N,пидӹш,fagotto
449,Bündel::N,кӹлдӹш,fascio
450,Bündel::N,кӹлдӹш,fagotto
451,Tasche::N,сумкы,borsa
452,Eimer::N,ведӹрӓ,secchio
453,Deckel::N,комдыш,coperchio
454,Geschirr::N,ӓтӹ,stoviglie
455,Sack::N,мешӓк,sacco
456,Tasse::N,цӓшкӓ,tazza
457,Topf::N,ми́ска,pèntola
458,Kessel::N,пад,paiolo
459,Kessel::N,пад,calderone
460,Essen::N,качкыш,pasto
461,Essen::N,качкыш,mangiare
462,Essen::N,качкыш-йӱш,pasto
463,Essen::N,качкыш-йӱш,mangiare
464,Nahrung::N,качкыш,cibo
465,Nahrung::N,качкыш,alimento
466,Nahrung::N,качкыш-йӱш,cibo
467,Nahrung::N,качкыш-йӱш,alimento
468,Speise::N,няня,piatto
469,Fleisch::N,пай,carne
470,Getreide::N,киндӹ,cereali
471,Brei::N,шӹрӓш,purè
472,Brei::N,шӹрӓш,pappa
473,Brot::N,сыкыр,pane
474,Scheibe::N,ламыт,fetta
475,Scheibe::N,ламыт,trancia
476,Scheibe::N,лаштык,fetta
477,Scheibe::N,лаштык,trancia
478,Fett::N,кая,grasso
479,Butter::N,ӱ,burro
480,Öl::N,ӱ,olio
481,Salz::N,санзал,sale
482,Suppe::N,лем,zuppa
483,Suppe::N,лем,minestra
484,Honig::N,мӱ,miele
485,Milch::N,шӹшер,latte
486,Tee::N,чӓй,tè
487,Leder::N,шарга,pelle
488,Leder::N,кавашты,pelle
489,Wolle::N,миж,lana
490,Stoff::N,матер,panno
491,Stoff::N,матер,tessuto
492,Stoff::N,матери,panno
493,Stoff::N,матери,tessuto
494,Nadel::N,им,ago
495,Faden::N,шӹртӹ,filo
496,Knopf::N,полдыш,bottone
497,Knoten::N,пӱкшем,nodo
498,Farbe::N,чиӓ,pittura
499,Farbe::N,крӓскӓ,pittura
500,Kleidung::N,выргем,vestiti
501,Kleidung::N,выргем,vestiario
502,Hemd::N,тыгыр,camicia
503,Kragen::N,шӱ,bàvero
504,Kragen::N,шӱ,colletto
505,Ärmel::N,шокш,mànica
506,Hose::N,ялаш,calzoni
507,Gürtel::N,ӹштӹ,cintura
508,Mütze::N,упш,berretto
509,Schuh::N,ту́фльы,scarpa
510,Stiefel::N,кем,stivale
511,Ring::N,шӓргӓш,anello
512,Band::N,лемтӓ,nastro
513,Band::N,лемтӓ,fettuccia
514,Kamm::N,шерге,pèttine
515,Spiegel::N,тӹгӹр,specchio
516,Riemen::N,прӓжӓ,cinghia
517,Schnur::N,кӓндӹра,corda
518,Leine::N,керем,guinzaglio
519,Decke::N,одеял,coperta
520,Kissen::N,кӹпцӹк,cuscino
521,Kissen::N,кӹпцӹк,guanciale
522,Tuch::N,савыц,fazzoletto
523,Handtuch::N,шӹргӹсавыц,asciugamano
524,Handtuch::N,шӹргӹмсавыц,asciugamano
525,Kraft::N,ви,forza
526,Stärke::N,ви,forza
527,Stärke::N,ви,vigore
528,Stärke::N,ви,fortezza
529,Gesundheit::N,шу,salute
530,Gesundheit::N,шулык,salute
531,Krankheit::N,мыж,malattìa
532,Schmerz::N,карштыш,dolore
533,Wunde::N,шушыр,piaga
534,Wunde::N,шушыр,ferita
535,Fieber::N,ӱштӹмыж,febbre
536,Arznei::N,лекӓрцӹ,fàrmaco
537,Arznei::N,лекӓрцӹ,medicina
538,Brücke::N,кӹвер,ponte
539,Brunnen::N,вӹдсӹнзӓ,pozzo
540,Weide::N,ныр,pàscolo
541,Pfad::N,ялгорны,sentiero
542,Weg::N,корны,via
543,Weg::N,корны,cammino
544,Straße::N,корны,strada
545,Dorf::N,сола,paese
546,Dorf::N,сола,villaggio
547,Stadt::N,города,città
548,Brief::N,сирмӓш,lèttera
549,Buch::N,книгӓ,libro
550,Buchstabe::N,буква́,lèttera
551,Zeitung::N,газет,giornale
552,Zeitung::N,кайзет,giornale
553,Leben::N,житя,vita
554,Tod::N,смöрт,morte
555,Grab::N,шӹгер,tomba
556,Grab::N,шӹгер,sepolcro
557,Grab::N,мыгилӓ,tomba
558,Grab::N,мыгилӓ,sepolcro
559,Grab::N,шӹгерлӓ,tomba
560,Grab::N,шӹгерлӓ,sepolcro
561,Kirche::N,церкӹ,chiesa
562,Sünde::N,сулык,peccato
563,Gott::N,йымы,dio
564,Arbeiter::N,пӓшӓзӹ,operaio
565,Arbeiter::N,пӓшӓзӹ,lavoratore
566,Chef::N,вуй,capo
567,Chef::N,вуй,padrone
568,Meister::N,мастар,mastro
569,Meister::N,мастар,maestro
570,Arzt::N,доктор,mèdico
571,Arzt::N,доктор,dottore
572,Lehrer::N,тымдышы,professore
573,Geld::N,окса,soldi
574,Geld::N,окса,denaro
575,Geschäft::N,торге́йӹмӓш,affare
576,Geschäft::N,торге́йӹмӓш,negozio
577,Laden::N,лапка,negozio
578,Laden::N,магазин,negozio
579,Preis::N,ӓк,prezzo
580,Ware::N,товар,merce
581,Nutzen::N,пайда,ùtile
582,Nutzen::N,пайда,profitto
583,Reichtum::N,перке,ricchezza
584,Welt::N,сӓндӓлӹк,mondo
585,Welt::N,свет,mondo
586,Land::N,сӓндӓлӹк,paese
587,Staat::N,кугижӓншӹ,Stato
588,König::N,король,re
589,Macht::N,власть,potere
590,Grenze::N,пӹсмӓн,confine
591,Grenze::N,пӹсмӓн,frontiera
592,Krieg::N,вырсы,guerra
593,Feind::N,тышман,nemico
594,Gewalt::N,ви,violenza
595,Kampf::N,кредӓлмӓш,lotta
596,Bogen[Waffe]::N,янгеж,arco
597,Pfeil::N,пикш,freccia
598,Gewehr::N,пичӓл,fucile
599,Fehler::N,самынь,errore
600,Fehler::N,самынь,sbaglio
601,Lüge::N,шая,bugìa
602,Lüge::N,шая,menzogna
603,Schaden::N,вре́дӓ,danno
604,Unglück::N,пёда,sfortuna
605,Unglück::N,тымаша,sfortuna
606,Schuld::N,вуйнамат,colpa
607,Alter::N,иӓш,età
608,Alter::N,игечӹ,età
609,Schluss::N,пӹтӓртӹш,fine
610,Zeit::N,веремӓ,tempo
611,Tag::N,кечӹ,giorno
612,Tag::N,кечӹ,giornata
613,Morgen::N,ир,mattina
614,Morgen::N,ирок,mattina
615,Mittag::N,кечӹвӓл,mezzogiorno
616,Abend::N,вады,sera
617,Abend::N,вады,serata
618,Nacht::N,йыд,notte
619,Woche::N,ӓрня,settimana
620,Monat::N,тӹ́лзӹ,mese
621,Jahr::N,год,anno
622,Frühling::N,шошым,primavera
623,Sommer::N,кӓнгӹж,estate
624,Herbst::N,шӹжӹ,autunno
625,Winter::N,тел,inverno
626,Winter::N,телӹ,inverno
627,Januar::N,январ,gennaio
628,Januar::N,январь,gennaio
629,Februar::N,февраль,febbraio
630,März::N,март,marzo
631,April::N,апрель,aprile
632,Mai::N,май,maggio
633,Juni::N,июнь,giugno
634,Juli::N,июль,luglio
635,August::N,август,agosto
636,September::N,сентябрь,settembre
637,Oktober::N,октябрь,ottobre
638,November::N,ноябрь,novembre
639,Dezember::N,декавыр,dicembre
640,Montag::N,шачмы,lunedì
641,Dienstag::N,кышкыжмы,martedì
642,Mittwoch::N,вӹрчегӹ,mercoledì
643,Donnerstag::N,изӓрня,giovedì
644,Freitag::N,когарня,venerdì
645,Samstag::N,кукшыгечӹ,sàbato
646,Sonntag::N,рушӓрня,domenica
647,groß::A,кого,grande
648,klein::A,изи,pìccolo
649,lang::A,кужы,lungo
650,kurz::A,кӹтӹк,corto
651,breit::A,кымда,largo
652,schmal::A,ӓнгӹсӹр,stretto
653,dicht::A,шӹре,denso
654,dick[Gegenstand]::A,кӹжгӹ,spesso
655,dünn::A,вӹцкӹж,sottile
656,fein::A,пыльга,fine
657,fein::A,пыльга,delicato
658,fest::A,цаткыды,sodo
659,fest::A,цаткыды,fisso
660,flach::A,тӓлякӓ,piano
661,flach::A,тӓлякӓ,piatto
662,glatt::A,ягылгы,liscio
663,hart::A,пингӹдӹ,duro
664,weich::A,пышкыды,molle
665,rund::A,тӹртӹш,rotondo
666,spitz::A,кашар,aguzzo
667,spitz::A,кашар,appuntito
668,scharf::A,кашар,affilato
669,scharf::A,кашар,tagliente
670,stumpf::A,нӹшкӹ,smussato
671,schwer::A,нелӹ,pesante
672,schön::A,цевер,bello
673,schön::A,олмыдшы,bello
674,heiß::A,шокшы,caldo
675,heiß::A,шокшы,bollente
676,warm::A,шокшы,caldo
677,kalt::A,ӱштӹ,freddo
678,kühl::A,юалгы,fresco
679,kühl::A,йонгата,fresco
680,frisch::A,йонгата,fresco
681,feucht::A,ӹлӹкшӹ,ùmido
682,feucht::A,вӹдӹжгӹ,ùmido
683,nass::A,начкы,bagnato
684,trocken::A,кукшы,secco
685,voll::A,темшӹ,pieno
686,voll::A,темыман,pieno
687,leer::A,йӓрӓ,vuoto
688,offen::A,виш,aperto
689,geschlossen::A,чӱчмӹ,chiuso
690,geschlossen::A,тӹкӹлӓлтшӹ,chiuso
691,sauber::A,ире,netto
692,sauber::A,ире,pulito
693,schmutzig::A,шоран,sporco
694,schmutzig::A,шоран,sùdicio
695,schmutzig::A,лявӹрӓн,sporco
696,schmutzig::A,лявӹрӓн,sùdicio
697,schmutzig::A,шорангшы,sporco
698,schmutzig::A,шорангшы,sùdicio
699,roh::A,пеле кӱшӹ,crudo
700,reif::A,кӱшӹ,maturo
701,lecker::A,тотан,ghiotto
702,lecker::A,тотан,squisito
703,süß::A,мӱӓн,dolce
704,bitter::A,качы,amaro
705,sauer::A,шапы,aspro
706,sauer::A,шапы,acerbo
707,hell::A,соты,chiaro
708,hell::A,валгыды,chiaro
709,dunkel::A,пӹц,buio
710,dunkel::A,пӹц,oscuro
711,dunkel::A,пӹцкемӹш,buio
712,dunkel::A,пӹцкемӹш,oscuro
713,schwarz::A,шим,nero
714,weiß::A,ош,bianco
715,weiß::A,ошы,bianco
716,rot::A,якшаргы,rosso
717,gelb::A,сар,giallo
718,gelb::A,сары,giallo
719,blau::A,симсӹ,blu
720,blau::A,симсӹ,azzurro
721,grün::A,ыжар,verde
722,grau::A,луды,grigio
723,bunt::A,ала,variopinto
724,billig::A,шулдаш,a buon prezzo
725,billig::A,шулдаш,a buon mercato
726,teuer::A,шергӹ,caro
727,teuer::A,шергӓкӓн,caro
728,wertvoll::A,ӓкӓн,prezioso
729,blind::A,слöпöй,cieco
730,blind::A,сльöпöй,cieco
731,taub::A,тӱтӱк,sordo
732,kräftig::A,виӓн,forte
733,kräftig::A,виӓн,robusto
734,stark::A,виӓн,forte
735,stark::A,виӓн,vigoroso
736,schwach::A,шава,dèbole
737,schwach::A,лӹпкӓ,dèbole
738,schwach::A,слабка,dèbole
739,fett::A,таза,grasso
740,schlank::A,яштака,snello
741,schlank::A,яштака,slanciato
742,hübsch::A,сӹлнӹ,bello
743,hübsch::A,сӹлнӹ,carino
744,hübsch::A,олмыдшы,bello
745,hübsch::A,олмыдшы,carino
746,böse::A,шӹдӓн,cattivo
747,dumm::A,окмак,stùpido
748,faul::A,ялахай,pigro
749,fleißig::A,пӓшам яратышы,diligente
750,geizig::A,шык,avaro
751,klug::A,ышан,intelligente
752,geschickt::A,мастар,àbile
753,lieb::A,тыри,caro
754,lustig::A,мындыр,gaio
755,lustig::A,мындыр,allegro
756,lustig::A,сусу,gaio
757,lustig::A,сусу,allegro
758,sanft::A,йӹвӹжӓ,dolce
759,hungrig::A,шужышы,affamato
760,krank::A,церлӹ,malato
761,krank::A,церлӹ,infermo
