,Concept_ID,sq,kl
74,Wind::N,erë,anorsarik
75,Welle::N,valë,aalappaa
76,Welle::N,dallgë,aalappaa
77,Wasser::N,ujë,imeq
78,Stein::N,gur,ujarak
79,Boden::N,tokë,nateq
80,Boden::N,truall,nateq
81,Erde::N,dhe,issoq
82,Erde::N,baltë,issoq
83,Staub::N,pluhur,pujualanerit
84,Staub::N,pluhur,pujoralanerit
85,Rauch::N,tym,iseq
86,Rauch::N,tym,pujoq
87,Funke::N,xixë,illoorneq
88,Funke::N,shkëndijë,illoorneq
89,Feuer::N,zjarr,inneq
90,Licht::N,dritë,qaamaneq
91,Schatten::N,hije,tarraq
92,Wetter::N,mot,sila
93,Nebel::N,mjegull,pujoq
94,Wolke::N,re,nuia
95,Regen::N,shi,sialuk
96,Schnee::N,borë,aput
97,Eis::N,akull,siku
98,Frost::N,ngricë,issi
99,Frost::N,ngricë,issik
100,Kälte::N,të ftohtë,issi
101,Hitze::N,vapë,kianneq
102,Hitze::N,vapë,kiassuseq
103,Hitze::N,nxehtësi,kianneq
104,Hitze::N,nxehtësi,kiassuseq
105,Raureif::N,cikmë,kaneq
106,Regenbogen::N,ylber,neriusaaq
107,Donner::N,gjëmim,kalleq
108,Donner::N,bubullimë,kalleq
109,Strömung::N,rrymë,
110,Tropfen::N,pikë,kuseriarneq
111,Schaum::N,shkumë,qapuk
112,Schmutz::N,baltë,minguk
113,See::N,liqen,taseq
114,Sumpf::N,batak,maqulluk
115,Moor::N,kënetë,
116,Wiese::N,livadh,masarsuk
117,Wald::N,pyll,
118,Hügel::N,kodër,qattuneq
119,Hügel::N,kodër,majuariaq
120,Hügel::N,kodër,majorajaaq
121,Hügel::N,kodër,qaqqannguaq
122,Anhöhe::N,bregore,
123,Berg::N,mal,qaqqaq
124,Gipfel::N,kulm,
125,Höhle::N,shpellë,qaarusuk
126,Höhle::N,zgafelle,qaarusuk
127,Abhang::N,shpat,ippik
128,Abhang::N,shpat,sivinganeq
129,Abhang::N,shpat,sivingajaaq
130,Abhang::N,shpat,kussangajaaq
131,Abhang::N,tatëpjetë,ippik
132,Abhang::N,tatëpjetë,sivinganeq
133,Abhang::N,tatëpjetë,sivingajaaq
134,Abhang::N,tatëpjetë,kussangajaaq
135,Quelle::N,krua,
136,Quelle::N,burim,
137,Bach::N,virua,kuunnguaq
138,Fluss::N,lumë,kuuk
139,Ufer::N,breg,sissap sinaa
140,Küste::N,anëdet,sineriak
141,Küste::N,bregdet,sineriak
142,Festland::N,kontinent,
143,Meer::N,det,imaq
144,Bucht::N,gji deti,ikeq
145,Bucht::N,gji deti,kangerluk
146,Bucht::N,gji deti,kangerliumaneq
147,Insel::N,ishull,qeqertaq
148,Insel::N,ujdhesë,qeqertaq
149,Blume::N,lule,naasoq
150,Gras::N,bar,ivigaq
151,Wurzel::N,rrënjë,niulutaq
152,Baum::N,pemë,orpik
153,Stamm::N,trung,kanaartaq
154,Rinde::N,lëvore,ameraq
155,Ast::N,degë,avalequt
156,Zweig::N,bisk,avalequt
157,Blatt::N,fletë,pilutaq
158,Blatt::N,gjethe,pilutaq
159,Birke::N,mështekën,patitsit
160,Kiefer[Baum]::N,pishë,
161,Weide[Baum]::N,shelg,palleq
162,Tanne::N,bredh,orsuerneq
163,Horn::N,bri,nassuk
164,Feder::N,pupël,suluk
165,Fell::N,lëkurë,ameq
166,Flügel::N,krah,suluk
167,Flügel::N,krah,isaroq
168,Flügel::N,fletë,suluk
169,Flügel::N,fletë,isaroq
170,Klaue::N,kthetër,kukik
171,Kralle::N,thua,kukik
172,Kralle::N,kthetër,kukik
173,Schwanz::N,bisht,pamioq
174,Schwanz::N,bisht,paperuusaq
175,Ei::N,vezë,mannik
176,Nest::N,fole,ullut
177,Bau::N,strofkë,ini
178,Tier::N,kafshë,uumasoq
179,Herde::N,kope,unguukkat
180,Herde::N,grigjë,unguukkat
181,Kuh::N,lopë,ussik
182,Bulle::N,dem,angukulak
183,Bulle::N,dem,anguteralak
184,Bulle::N,dem,angutikulooq
185,Pferd::N,kalë,
186,Schaf::N,dele,sava
187,Schwein::N,derr,puuluki
188,Hund::N,qen,qimmeq
189,Katze::N,mace,puisaaq
190,Bär::N,ari,allaq
191,Eichhörnchen::N,ketër,sissinnguaq
192,Elch::N,dre brilopatë,
193,Fuchs::N,dhelpër,terianniaq
194,Hase::N,lepur,ukaleq
195,Maus::N,mi,teriannguaq
196,Wolf::N,ujk,amaroq
197,Vogel::N,zog,timmiaq
198,Vogel::N,shpend,timmiaq
199,Schwarm::N,luzmë,
200,Huhn::N,pulë,kukkukooq
201,Huhn::N,pulë,marloraaqaaq
202,Hahn::N,gjel,kiasiusaq
203,Hahn::N,këndes,kiasiusaq
204,Gans::N,patë,nerleq
205,Adler::N,shqiponjë,nattoralik
206,Ente::N,rosë,
207,Eule::N,buf,uppik
208,Kranich::N,lejlek,qorlorfik
209,Kranich::N,kurrillë,qorlorfik
210,Krähe::N,sorrë,tuluatsiaq
211,Kuckuck::N,qyqe,kukkooq
212,Schwan::N,mjellmë,qussuk
213,Fisch::N,peshk,aalisagaq
214,Barsch::N,purtekë,
215,Hecht::N,mlysh,
216,Schlange[Tier]::N,gjarpër,pulateriarsuk
217,Schlange[Tier]::N,gjarpër,pulateriaarsuk
218,Wurm::N,krimb,
219,Spinne::N,marimangë,aasiaq
220,Spinne::N,marimangë,nissavaarsuk
221,Ameise::N,thnegël,uniaaluk
222,Ameise::N,milingonë,uniaaluk
223,Laus::N,morr,kumak
224,Mücke::N,kunup,ippernaq
225,Mücke::N,mushkonjë,ippernaq
226,Fliege::N,mizë,ippernaq
227,Schmetterling::N,flutur,paluaq
228,Schmetterling::N,flutur,pakkaluaq
229,Schmetterling::N,flutur,utsuppaluaq
230,Schmetterling::N,flutur,taqaleqisaaq
231,Beere::N,frutë,paarmaq
232,Beere::N,frutë,paarngaq
233,Beere::N,manaferrë,paarmaq
234,Beere::N,manaferrë,paarngaq
235,Apfel::N,mollë,iipili
236,Pilz::N,kërpudhë,anngiusaq
237,Zwiebel::N,qepë,uanitsoq
238,Saat::N,farë,naatsiiassaq
239,Korn::N,grurë,maannineq
240,Korn::N,kokërr,maannineq
241,Heu::N,sanë,
242,Schale::N,lëkurë,niutsivik
243,Schale::N,lëkurë,ilulissaq qaartussaq
244,Grube::N,gropë,itersaq
245,Falle::N,kurth,pualavoq
246,Falle::N,grackë,pualavoq
247,Schlinge::N,nyjë,orseq
248,Schlinge::N,nyjë,norloq
249,Spur::N,gjurmë,tumaa
250,Asche::N,hi,arsat
251,Dreck::N,baltë,minguk
252,Eisen::N,hekur,savimineq
253,Eisen::N,hekur,saffiugassaq
254,Gold::N,ar,kuulti
255,Gold::N,flori,kuulti
256,Silber::N,argjend,siilviuvoq
257,Kohle::N,qymyr,aamarsuit aamaruutissat
258,Glas::N,qelq,igalaaq
259,Glas::N,qelq,imertarfik
260,Glas::N,qelq,igalaamineq
261,Lehm::N,argjilë,marraq
262,Sand::N,rërë,sioqqat
263,Mensch::N,njeri,inuk
264,Mensch::N,njeri,silamiu
265,Mann::N,burrë,angut
266,Mann::N,mashkull,angut
267,Frau::N,grua,arnaq
268,Frau::N,femër,arnaq
269,Kind::N,kalama,meeraq
270,Junge::N,djalë,nukappiaraq
271,Mädchen::N,gocë,arnannguaq
272,Mädchen::N,vajzë,arnannguaq
273,Familie::N,familje,ilaqutakka
274,Familie::N,familje,ilaqutariit
275,Großvater::N,gjysh,aatak
276,Großmutter::N,gjyshe,aanaq
277,Eltern::N,prindër,angajoqqaat
278,Vater::N,atë,ataata
279,Vater::N,atë,ataataq
280,Mutter::N,nënë,anaana
281,Sohn::N,bir,erneq
282,Tochter::N,bijë,panik
283,Bruder::N,vëlla,ani
284,Bruder::N,vëlla,aqqaluk
285,Bruder::N,vëlla,qatanngut
286,Schwester::N,motër,naja
287,Schwester::N,motër,aleqa
288,Schwester::N,motër,qatanngut
289,Onkel::N,dajë,akkak
290,Onkel::N,xhaxha,akkak
291,Tante::N,teze,aja
292,Tante::N,teze,ajak
293,Tante::N,teze,atsak
294,Tante::N,hallë,aja
295,Tante::N,hallë,ajak
296,Tante::N,hallë,atsak
297,Ehemann::N,burrë,ui
298,Ehemann::N,bashkëshort,ui
299,Ehefrau::N,grua,nuliaq
300,Ehefrau::N,bashkëshorte,nuliaq
301,Freude::N,gaz,tipaatsussuseq
302,Freude::N,gëzim,tipaatsussuseq
303,Gelächter::N,qeshje,illaq
304,Glück::N,lumturi,usornaat
305,Glück::N,lumturi,usornarsuseq
306,Kummer::N,brengë,
307,Kummer::N,pikëllim,
308,Wunsch::N,dëshirë,kissaat
309,Lust::N,epsh,illigussuseq
310,Lust::N,epsh,piummaseq
311,Lust::N,dashuri,illigussuseq
312,Lust::N,dashuri,piummaseq
313,Geist::N,frymë,anerneq
314,Geist::N,frymë,toornaq
315,Geist::N,shpirt,anerneq
316,Geist::N,shpirt,toornaq
317,Gedanke::N,ide,isumassaq
318,Gedanke::N,mendim,isumassaq
319,Gedächtnis::N,kujtesë,eqqaamannissuseq
320,Verstand::N,mend,isuma
321,Verstand::N,mend,sianissut
322,Verstand::N,mend,misigissut
323,Verstand::N,mend,sianissuseq
324,Verstand::N,mend,silaqassuseq
325,Sinn::N,kuptim,isuma
326,Grund::N,arsye,patsit
327,Wahrheit::N,vërtetë,sallusuissut
328,Gespräch::N,bisedim,
329,Märchen::N,përrallë,oqalualaarut
330,Märchen::N,përrallë,oqaluasaaq
331,Erzählung::N,tregim,oqaluttuaq
332,Nachricht::N,lajm,oqaassut
333,Nachricht::N,lajm,oqqersuut
334,Neuigkeit::N,risi,tusarnartaq
335,Name::N,emër,ateq
336,Rätsel::N,gjëzë,nalorsitsaarut
337,Rätsel::N,gjëegjëzë,nalorsitsaarut
338,Rede::N,fjalim,oqaluuseq
339,Sprache::N,gjuhë,oqaatsit
340,Stimme::N,zë,erinaq
341,Stimme::N,zë,qarluuseq
342,Wort::N,fjalë,oqaasii
343,Zeichen::N,shenjë,nalunaaqqut
344,Ruf::N,thirrmë,qaaqqussut
345,Lärm::N,zhurmë,perpaluk
346,Laut::N,tingull,torsukattak
347,Ton::N,ton,erinaq
348,Lied::N,këngë,taalliaq
349,Lied::N,këngë,erinarsuut
350,Ruhe::N,qetësi,qatsunganeq
351,Leute::N,botë,inuiak
352,Leute::N,botë,inuiaqatigiit
353,Leute::N,njerëz,inuiak
354,Leute::N,njerëz,inuiaqatigiit
355,Volk::N,popull,inuiaat
356,Arbeit::N,punë,suliaq
357,Gast::N,mik,qaaqqusaq
358,Gast::N,mysafir,qaaqqusaq
359,Geschenk::N,dhuratë,pajugut
360,Geschenk::N,peshqesh,pajugut
361,Spiel::N,lojë,
362,Gesellschaft::N,shoqëri,
363,Hilfe::N,ndihmë,annertoqqut
364,Freund::N,mik,tiliaq
365,Freund::N,mik,ikinngut
366,Kamerad::N,shok,tiliaq
367,Kamerad::N,shok,ikinngut
368,Angelegenheit::N,punë,
369,Anzahl::N,sasi,
370,Art::N,lloj,ileqquuseq
371,Stück::N,copë,nakkaalaniku
372,Teil::N,pjesë,tassiaasat
373,Hälfte::N,gjysmë,affaq
374,Kreis::N,qark,kaajaluinneq or kaajaluitsoq
375,Kreis::N,rreth,kaajaluinneq or kaajaluitsoq
376,Kreuz::N,kryq,sanningasulik
377,Linie::N,vijë,tittaq
378,Linie::N,vijë,titarneq
379,Strich::N,vizë,
380,Abstand::N,distancë,aku
381,Abstand::N,distancë,ikiaq
382,Entfernung::N,largim,asi
383,Gegend::N,vise,nuna
384,Gegend::N,krahinë,nuna
385,Platz::N,shesh,ini
386,Platz::N,shesh,inissaq
387,Ort::N,vend,sumiiffik
388,Seite::N,anë,saneraq
389,Mitte::N,mes,qiteq
390,Gegenstand::N,send,
391,Sache::N,gjë,pigisaq
392,Sache::N,send,pigisaq
393,Rand::N,qoshe,sini
394,Rand::N,qoshe,akerfineq
395,Kante::N,teh,akerfineq
396,Ecke::N,qoshe,teqeqqoq
397,Ecke::N,qoshe,tikeqqoq
398,Spitze::N,majë,inngik
399,Ende::N,skaj,isu
400,Ende::N,bisht,isu
401,Loch::N,vrimë,putu
402,Winkel::N,kënd,teqeqqorissaat
403,Muster::N,mostër,ilisserut
404,Größe::N,madhësi,angissuseq
405,Länge::N,gjatësi,takissuseq
406,Höhe::N,lartësi,
407,Gewicht::N,peshë,oqimaalutaq
408,Menge::N,sasi,amerlassuseq
409,Haufen::N,grumbull,eqimattat
410,Reihe::N,radhë,allunaasaq
411,Reihe::N,rresht,allunaasaq
412,Boot::N,barkë,qajaq
413,Boot::N,barkë,angallat
414,Boot::N,barkë,umiatsiaq
415,Boot::N,lundër,qajaq
416,Boot::N,lundër,angallat
417,Boot::N,lundër,umiatsiaq
418,Ruder::N,rrem,iput
419,Schlitten::N,sajë,qamutit
420,Schlitten::N,sajë,qimusseq
421,Ski::N,ski,ataarut
422,Lagerfeuer::N,flakadan,
423,Lagerfeuer::N,zjarr i madh,
424,Last::N,barrë,nammagaq
425,Gang::N,ecje,
426,Schritt::N,hap,allorneq
427,Norden::N,veri,avannaq
428,Süden::N,jug,qava
429,Süden::N,jug,kujat
430,Süden::N,jug,kujataa
431,Westen::N,perëndim,kitaa
432,Osten::N,lindje,kangi
433,Holz::N,dru,qisuk
434,Brett::N,dërrasë,salliligaq
435,Platte::N,pllakë,qaateq
436,Stütze::N,shtyllë,ajagutaq
437,Stütze::N,shtyllë,ajaagutaq
438,Stütze::N,mbështetesë,ajagutaq
439,Stütze::N,mbështetesë,ajaagutaq
440,Stange::N,shufër,kaaviffik
441,Stock::N,dajak,ajaappissat
442,Stab::N,shkop,ajaappissat
443,Rohr::N,tub,sullulik
444,Haus::N,shtëpi,illu
445,Heim::N,konak,
446,Heim::N,shtëpi,
447,Ofen::N,sobë,kissarsuut
448,Ofen::N,stufë,kissarsuut
449,Fußboden::N,dysheme,nateq
450,Tisch::N,tryezë,allattarfik
451,Stuhl::N,karrige,issiavik
452,Stuhl::N,karrige,issiaffik
453,Wiege::N,djep,uaasoq
454,Bett::N,shtrat,nallavik
455,Regal::N,raft,ilisivik
456,Kiste::N,kuti,sakissat
457,Kiste::N,kuti,illerfiusaq
458,Fenster::N,dritare,aki
459,Fenster::N,dritare,igalaaq
460,Tür::N,derë,matu
461,Tor::N,portë,isaaffik
462,Zaun::N,gardh,saputit
463,Dach::N,çati,qaliaq
464,Leiter::N,shkallë,tummeqqat
465,Leiter::N,shkallë,majuartarfiit
466,Besen::N,fshesë,saligutit
467,Spaten::N,lopatë,nivaataq
468,Schaufel::N,qyrek,nivaataq
469,Gabel::N,pirun,qilluaq
470,Gabel::N,pirun,ajassaatit
471,Löffel::N,lugë,alussaat
472,Messer::N,thikë,savik
473,Nagel::N,gozhdë,kukik
474,Netz::N,rrjetë,anguffaseq
475,Haken::N,grep,nissik
476,Haken::N,grep,qarsorsaq
477,Haken::N,grep,qarsorsartoq
478,Haken::N,grremç,nissik
479,Haken::N,grremç,qarsorsaq
480,Haken::N,grremç,qarsorsartoq
481,Griff::N,dorak,ipi
482,Griff::N,dorezë,ipi
483,Schloss::N,bravë,illussaarsuaq
484,Bild::N,tablo,assiliaq
485,Bild::N,pikturë,assiliaq
486,Figur::N,figurë,kisitsit
487,Puppe::N,kukull,inuusaq
488,Beutel::N,qese,
489,Beutel::N,trastë,
490,Bündel::N,deng,qilertaq
491,Tasche::N,çantë,pooqattaq
492,Eimer::N,kovë,
493,Deckel::N,kapak,matu
494,Deckel::N,mbulesë,matu
495,Geschirr::N,enë,anut
496,Sack::N,thes,
497,Sack::N,torbë,
498,Tasse::N,filxhan,tiitorfik
499,Tasse::N,filxhan,tiitorfiup ilorlia
500,Topf::N,kusi,qoqqoq
501,Topf::N,tenxhere,qoqqoq
502,Kessel::N,kazan,uunnaavik
503,Essen::N,ngrënie,igaaq
504,Nahrung::N,ushqim,neqissaq
505,Speise::N,gatesë,nerisassat
506,Fleisch::N,mish,neqi
507,Getreide::N,drithë,maannineq
508,Brei::N,qull,
509,Brot::N,bukë,iffit
510,Brot::N,bukë,iffiaq
511,Scheibe::N,fetë,igalaassiaq
512,Fett::N,lyrë,tarnutissaq
513,Fett::N,lyrë,tarnutissiaq
514,Fett::N,yndyrë,tarnutissaq
515,Fett::N,yndyrë,tarnutissiaq
516,Butter::N,gjalpë,punneq
517,Öl::N,vaj,uulia
518,Salz::N,kripë,taratsut
519,Suppe::N,supë,qajoq
520,Suppe::N,çorbë,qajoq
521,Honig::N,mjaltë,tungusunnitsuut
522,Milch::N,qumësht,immuk
523,Tee::N,çaj,tii
524,Tee::N,çaj,teeq
525,Leder::N,lëkurë,
526,Wolle::N,lesh,nuersagassiaq
527,Stoff::N,pëlhurë,milliaq
528,Stoff::N,pëlhurë,qarlissiaq
529,Nadel::N,gjilpërë,meqqut
530,Faden::N,pe,ujalussiaq
531,Faden::N,fije,ujalussiaq
532,Knopf::N,kopsë,attat
533,Knoten::N,komb,akeroq
534,Knoten::N,komb,qilerneq
535,Farbe::N,bojë,qalipaat
536,Kleidung::N,veshje,atisat
537,Kleidung::N,veshje,annoraaq
538,Hemd::N,këmishë,ilupaaq
539,Kragen::N,jakë,qungasiinnaq
540,Ärmel::N,mëngë,aaq
541,Hose::N,brekë,qarliit
542,Gürtel::N,rrip,qiterut
543,Gürtel::N,rrip,unngersaq
544,Mütze::N,kësulë,nasaq
545,Schuh::N,këpucë,skuu
546,Schuh::N,këpucë,ikernuk
547,Schuh::N,këpucë,ateraasaq
548,Stiefel::N,çizme,kamik
549,Ring::N,unazë,assammiu
550,Band::N,shirit,qilerutissiaq
551,Kamm::N,krehër,illaagutit
552,Kamm::N,krehër,illaajaatit pl.
553,Spiegel::N,pasqyrë,tarrarsuut
554,Riemen::N,rrip,allunaaq
555,Schnur::N,litar,kujaaq
556,Schnur::N,litar,allunaasaq
557,Schnur::N,cikomë,kujaaq
558,Schnur::N,cikomë,allunaasaq
559,Leine::N,rrip,aleq
560,Decke::N,batanije,qipik
561,Kissen::N,jastëk,akit
562,Tuch::N,shami,qarlissiaq
563,Handtuch::N,peshqir,allarut
564,Handtuch::N,peshqir,allarterut
565,Kraft::N,forcë,pissak
566,Stärke::N,koll,qerattarsaat
567,Gesundheit::N,shëndet,peqqisusseq
568,Krankheit::N,sëmundje,nappaat
569,Schmerz::N,dhimbje,anniaat
570,Wunde::N,plagë,iki
571,Fieber::N,ethe,nappaat qanimanartoq
572,Arznei::N,ilaç,imigassaq
573,Brücke::N,urë,ikaartarfik
574,Brunnen::N,pus,tissaluttuliaq
575,Weide::N,kullotë,masarsuk
576,Pfad::N,ravë,aqqut
577,Pfad::N,shteg,aqqut
578,Weg::N,udhë,aggerfik
579,Weg::N,shteg,aggerfik
580,Straße::N,rrugë,aqqusineq
581,Dorf::N,fshat,nunaqarfik
582,Dorf::N,katund,nunaqarfik
583,Stadt::N,qytet,illorpaat
584,Stadt::N,qytet,illorpalik
585,Brief::N,letër,allagarsiaq
586,Buch::N,libër,atuakkat
587,Buch::N,libër,mappersagaq
588,Buchstabe::N,shkronjë,naqinneq
589,Zeitung::N,gazetë,aviisi
590,Leben::N,jetë,inuussuseq
591,Tod::N,mortje,toqu
592,Tod::N,mortje,toquneq
593,Grab::N,varr,iliveq
594,Grab::N,varr,illissat
595,Kirche::N,kishë,oqaluffik
596,Sünde::N,mëkat,ajorti
597,Sünde::N,gjynah,ajorti
598,Gott::N,hy,
599,Gott::N,zot,
600,Arbeiter::N,punëtor,sulisoq
601,Chef::N,shef,ittoqut
602,Chef::N,drejtues,ittoqut
603,Meister::N,mjeshtër,naalagaq
604,Arzt::N,mjek,katsorsaasoq
605,Arzt::N,doktor,katsorsaasoq
606,Lehrer::N,mësues,ilinniartitsisoq
607,Lehrer::N,arsimtar,ilinniartitsisoq
608,Geld::N,para,aningaasat
609,Geld::N,holla,aningaasat
610,Geschäft::N,ujdi,niuertarfik
611,Geschäft::N,biznes,niuertarfik
612,Laden::N,dyqan,niuertarfik
613,Preis::N,çmim,aki
614,Ware::N,mall,qaliata pii
615,Ware::N,mall,nioqqutissaq
616,Nutzen::N,dobi,iluaqut
617,Nutzen::N,leverdi,iluaqut
618,Reichtum::N,kamje,
619,Reichtum::N,pasuri,
620,Welt::N,botë,nunarsuaq
621,Land::N,vend,nuna
622,Staat::N,shtet,
623,König::N,mbret,kunngi
624,Macht::N,fuqi,pissaassuseq
625,Macht::N,pushtet,pissaassuseq
626,Grenze::N,kufi,killik
627,Krieg::N,luftë,sorsunneq
628,Feind::N,armik,akeraq
629,Feind::N,armik,akerartorti
630,Feind::N,armik,qinngarsuisoq
631,Gewalt::N,dhunë,
632,Kampf::N,luftim,sorsunneq
633,Bogen[Waffe]::N,hark,
634,Pfeil::N,shigjetë,qalugiusaq
635,Gewehr::N,pushkë,aallaat
636,Fehler::N,gafë,kukkuneq
637,Fehler::N,gafë,paarlaappaa
638,Fehler::N,gabim,kukkuneq
639,Fehler::N,gabim,paarlaappaa
640,Lüge::N,gënjeshtër,
641,Schaden::N,dëm,
642,Schaden::N,zarar,
643,Unglück::N,fatkeqësi,perluut
644,Schuld::N,faj,akiitsugaq
645,Schuld::N,faj,akiligassaq
646,Alter::N,moshë,utoqqaq
647,Schluss::N,fund,isu
648,Zeit::N,kohë,ulloq
649,Zeit::N,kohë,akuttoqatigiinneq
650,Tag::N,ditë,ulloq
651,Morgen::N,mëngjes,ullaaq
652,Mittag::N,mesditë,ulloqeqqa
653,Abend::N,mbrëmje,unnuk
654,Nacht::N,natë,unnuaq
655,Woche::N,javë,sapaatip akunnera
656,Monat::N,muaj,qaammat
657,Jahr::N,vit,ukioq
658,Frühling::N,pranverë,upernaaq
659,Sommer::N,verë,aasaq
660,Herbst::N,vjeshtë,ukiaq
661,Winter::N,dimër,ukioq
662,Januar::N,janar,siulleeq
663,Januar::N,janar,qaammaliaq
664,Februar::N,shkurt,aarlaat
665,März::N,mars,marsi
666,März::N,mars,martsi
667,April::N,prill,
668,Mai::N,maj,maaji
669,Juni::N,qershor,juuni
670,Juli::N,korrik,juuli
671,August::N,gusht,aggusti
672,September::N,shtator,septembari
673,Oktober::N,tetor,oktobari
674,November::N,nëntor,novembari
675,Dezember::N,dhjetor,detsembari
676,Montag::N,hënë,ataasinngortoq
677,Dienstag::N,martë,marlunngorneq
678,Mittwoch::N,mërkurë,pingasunngorneq
679,Donnerstag::N,enjte,sisamanngorneq
680,Freitag::N,premte,tallimanngorneq
681,Samstag::N,shtunë,arfininngorneq
682,Sonntag::N,diel,sapaat
683,Sonntag::N,diel,sapaati
684,groß::A,madh,angivoq
685,klein::A,vogël,mikivoq
686,lang::A,gjatë,takisooq
687,kurz::A,shkurtër,naatsoq
688,breit::A,gjerë,silippoq
689,schmal::A,ngushtë,amitsoq
690,dicht::A,dendur,torsusooq
691,dick[Gegenstand]::A,trashë,issuvoq
692,dick[Gegenstand]::A,trashë,issusooq
693,dünn::A,hollë,amitsoq
694,fein::A,imët,mamarpoq
695,fest::A,fortë,tangeqarpoq
696,flach::A,sheshtë,nalimmappoq
697,glatt::A,rrafshët,quasak
698,hart::A,fortë,mattusooq
699,hart::A,fortë,manngerpoq
700,hart::A,fortë,titeqquluppoq
701,weich::A,butë,nerumaarpoq
702,rund::A,rrumbullakët,ammallorippoq
703,spitz::A,majëmprehtë,qummukujooq
704,scharf::A,mprehtë,ipippoq
705,stumpf::A,topitur,anngerpoq
706,schwer::A,rëndë,oqimaappoq
707,schön::A,bukur,kusanarpoq
708,heiß::A,nxehtë,kiappoq
709,warm::A,ngrohtë,oqorpoq
710,kalt::A,ftohtë,issippoq
711,kühl::A,freskët,pueqqortippoq
712,frisch::A,pastër,
713,feucht::A,lagësht,isugutavoq
714,feucht::A,lagësht,qaasernarpoq
715,nass::A,lagur,imerorpoq
716,trocken::A,thatë,panerpoq
717,voll::A,plotë,ulikkaarpoq
718,leer::A,bosh,imaattuarpoq
719,leer::A,zbrazët,imaattuarpoq
720,offen::A,hapur,ammavoq
721,geschlossen::A,mbyllur,matuvoq
722,sauber::A,dëlirë,eqqippoq
723,sauber::A,dëlirë,sukuluippoq
724,sauber::A,dëlirë,ipeqanngilaq
725,schmutzig::A,ndyrë,tapappoq
726,schmutzig::A,ndyrë,minguppoq
727,roh::A,gjallë,aapavoq
728,reif::A,arrirë,qaarulerpoq
729,lecker::A,shijshëm,
730,süß::A,ëmbël,tungusunnippoq
731,bitter::A,hidhur,qasilippoq
732,sauer::A,thartë,
733,hell::A,me dritë,qaamavoq
734,dunkel::A,errët,qernerpoq
735,schwarz::A,i zi,qernerpoq
736,weiß::A,bardhë,qaqorpoq
737,rot::A,kuq,aappaluppoq
738,gelb::A,verdhë,sungaarpoq
739,blau::A,blu,tungujorpoq
740,blau::A,kaltër,tungujorpoq
741,grün::A,blertë,qorsooqqippoq
742,grün::A,gjelbër,qorsooqqippoq
743,grau::A,hirtë,qaserpoq
744,grau::A,bojë hiri,qaserpoq
745,bunt::A,shumëngjyrëshëm,
746,billig::A,lirë,akikippoq
747,teuer::A,shtrenjtë,
