,Concept_ID,br,kv
72,Wetter::N,amzer,погоддя
73,Nebel::N,brumenn,туман
74,Wolke::N,koumoulenn,кымӧр
75,Regen::N,glav,зэр
76,Schnee::N,erc'h,лым
77,Eis::N,skorn,йы
78,Frost::N,rev,мороз
79,Kälte::N,yen,кӧдзыт
80,Hitze::N,tommder,ӧд
81,Raureif::N,frim,кижа
82,Regenbogen::N,gwareg-ar-glav,енӧшка
83,Donner::N,kurun,гым
84,Strömung::N,red,визывтӧм
85,Tropfen::N,bannac'h,тёп
86,Tropfen::N,takenn,тёп
87,Schaum::N,spoum,быг
88,Schmutz::N,fank,нять
89,See::N,lenn,ты
90,Sumpf::N,gwern,арай
91,Moor::N,taouarc'heg,нюр
92,Wiese::N,prad,видз
93,Wald::N,koad,вӧр
94,Hügel::N,torgenn,мыльк
95,Anhöhe::N,run,вывтас
96,Anhöhe::N,run,вылынін
97,Berg::N,menez,керӧс
98,Gipfel::N,barr,йыв
99,Höhle::N,kav,нора
100,Abhang::N,naou,покат
101,Quelle::N,feunteun,больган
102,Bach::N,gwazh,шор
103,Fluss::N,stêr,ю
104,Ufer::N,ribl,берег
105,Küste::N,aod,берег
106,Festland::N,douar,му
107,Meer::N,mor,море
108,Bucht::N,mor-bihan,курья
109,Insel::N,enez,
110,Blume::N,bleunienn,цветок
111,Gras::N,geot,турун
112,Wurzel::N,gwrizienn,вуж
113,Baum::N,gwezenn,пу
114,Stamm::N,kef,мыр
115,Stamm::N,kef,кер
116,Rinde::N,rusk,кач
117,Ast::N,barr,ув
118,Zweig::N,bod,ув
119,Blatt::N,delienn,лист
120,Birke::N,bezvenn,кыдз
121,Kiefer[Baum]::N,pinenn,пожум
122,Weide[Baum]::N,halegenn,бадь
123,Tanne::N,sapenn,кӧз
124,Horn::N,korn,сюр
125,Feder::N,pluñv,гӧн
126,Fell::N,kreoñ,кучик
127,Flügel::N,askell,борд
128,Klaue::N,skilf,гыж
129,Kralle::N,skilf,кабыр
130,Schwanz::N,lost,бӧж
131,Ei::N,vi,кольть
132,Nest::N,neizh,поз
133,Bau::N,douarenn,осьта
134,Bau::N,douarenn,нора
135,Tier::N,loen,зверь
136,Herde::N,tropell,гурт
137,Kuh::N,buoc'h,мӧс
138,Bulle::N,tarv,ӧшка
139,Pferd::N,marc'h,вӧв
140,Schaf::N,dañvad,баля
141,Schwein::N,pemoc'h,порсь
142,Hund::N,ki,пон
143,Katze::N,kazh,кань
144,Bär::N,arzh,ош
145,Eichhörnchen::N,gwiñver,ур
146,Elch::N,karv-dour,вӧр мӧс
147,Fuchs::N,louarn,руч
148,Hase::N,gad,кӧч
149,Maus::N,logodenn,шыр
150,Wolf::N,bleiz,кӧин
151,Vogel::N,labous,кай
152,Schwarm::N,nijad,стая
153,Schwarm::N,nijad,чукӧр
154,Huhn::N,yar,курӧг
155,Hahn::N,kilhog,петух
156,Hahn::N,kilhog,ай курӧг
157,Gans::N,gwazenn,дзодзог
158,Adler::N,erer,куч
159,Adler::N,erer,кутш
160,Ente::N,houad,утка
161,Eule::N,toud,тупка
162,Kranich::N,garan,тури
163,Krähe::N,bran,рака
164,Kuckuck::N,koukoug,кӧк
165,Schwan::N,alarc'h,юсь
166,Fisch::N,pesk,чери
167,Barsch::N,brell,ёкыш
168,Hecht::N,beked,сирпинь
169,Schlange[Tier]::N,naer,змей
170,Wurm::N,preñv,номыр
171,Spinne::N,kevnidenn,черань
172,Ameise::N,merion,кӧдзывкар
173,Laus::N,laouenn,ляпа той
174,Mücke::N,moustik,ном
175,Fliege::N,kelienenn,гут
176,Schmetterling::N,balafenn,бабыв
177,Beere::N,hog,ягӧд
178,Apfel::N,aval,яблоко
179,Pilz::N,kabell-touseg,тшак
180,Zwiebel::N,ognonenn,грез
181,Saat::N,had,кӧдзыс
182,Korn::N,ed,сю
183,Heu::N,foenn,турун
184,Schale::N,peliadur,кыш
185,Schale::N,peliadur,киль
186,Falle::N,pech,нальк
187,Falle::N,pech,кляпча
188,Schlinge::N,krouglas,лӧч
189,Asche::N,ludu,пӧим
190,Dreck::N,fank,нять
191,Eisen::N,houarn,кӧрт
192,Gold::N,aour,зарни
193,Silber::N,arc'hant,язісь
194,Kohle::N,glaou,шом
195,Kohle::N,glaou,уголь
196,Glas::N,gwer,стекло
197,Sand::N,traezh,лыа
198,Mensch::N,den,морт
199,Mann::N,den,мужик
200,Frau::N,maouez,инька
201,Kind::N,bugel,кага
202,Junge::N,paotr,зонка
203,Mädchen::N,plac'h,нывкаок
204,Familie::N,familh,семья
205,Großvater::N,tad-kozh,дед
206,Großmutter::N,mamm-gozh,баб
207,Eltern::N,kerent,ай-мам
208,Vater::N,tad,ай
209,Mutter::N,mamm,мам
210,Sohn::N,mab,зон
211,Tochter::N,merc'h,ныв
212,Bruder::N,breur,вон
213,Schwester::N,c'hoar,сой
214,Onkel::N,eontr,дядь
215,Tante::N,moereb,айӧлӧн сой
216,Tante::N,moereb,ичинь
217,Ehemann::N,gwaz,жӧник
218,Ehefrau::N,gwreg,инь
219,Freude::N,levenez,гаж
220,Freude::N,levenez,радъялӧм
221,Gelächter::N,c'hoarzherezh,сералӧм
222,Glück::N,chañs,мичлун
223,Kummer::N,doan,шог
224,Wunsch::N,c'hoant,мӧдӧм
225,Wunsch::N,c'hoant,охотитӧм
226,Lust::N,c'hoant,охота
227,Geist::N,spered,лов
228,Gedanke::N,soñj,дума
229,Gedächtnis::N,eñvor,тӧдвыв
230,Verstand::N,skiant,вежӧр
231,Sinn::N,ster,ылӧс
232,Grund::N,kaoz,мог
233,Wahrheit::N,gwirionez,правда
234,Gespräch::N,kaozeadenn,сёрни
235,Märchen::N,kaoz korriganez,сказка
236,Erzählung::N,kontadenn,висьт
237,Nachricht::N,keloù,юӧр
238,Nachricht::N,keloù,висьталӧм
239,Neuigkeit::N,kelaouenn,новость
240,Name::N,anv,ним
241,Rätsel::N,divinatez,загадка
242,Rede::N,diskour,сёрни
243,Sprache::N,yezh,кыв
244,Stimme::N,mouezh,голос
245,Wort::N,ger,кыв
246,Zeichen::N,sin,пас
247,Ruf::N,galv,чуксӧм
248,Ruf::N,galv,чукӧстӧм
249,Lärm::N,trouz,шум
250,Ton::N,ton,гор
251,Lied::N,kanaouenn,сьыланкыв
252,Ruhe::N,sioulded,спокой
253,Leute::N,tud,йӧз
254,Volk::N,pobl,йӧз
255,Volk::N,pobl,народ
256,Arbeit::N,labour,удж
257,Gast::N,kouviad,гӧсь
258,Geschenk::N,prof,гӧснеч
259,Geschenk::N,prof,подарок
260,Spiel::N,c'hoari,орсӧм
261,Gesellschaft::N,kompagnunezh,компания
262,Gesellschaft::N,kavandad,компания
263,Hilfe::N,sikour,отсӧт
264,Freund::N,mignon,модз
265,Freund::N,mignon,дружок
266,Kamerad::N,kamarad,тӧдса
267,Angelegenheit::N,afer,дело
268,Anzahl::N,niver,лыд
269,Art::N,sort,пӧлӧс
270,Stück::N,tamm,тор
271,Teil::N,pezh,юкӧм
272,Hälfte::N,hanterenn,джын
273,Kreis::N,kelc'h,круг
274,Kreuz::N,kroaz,перна
275,Linie::N,linenn,визь
276,Strich::N,tenn,кырӧв
277,Abstand::N,distok,колас
278,Entfernung::N,keid,ылына
279,Entfernung::N,kehid,ылына
280,Gegend::N,korn-bro,места
281,Platz::N,plasenn,места
282,Ort::N,lec'h,места
283,Seite::N,tu,ладор
284,Mitte::N,kreiz,шӧр
285,Gegenstand::N,tra,тор
286,Sache::N,tra,тор
287,Rand::N,kantenn,дор
288,Kante::N,kantenn,ордлы
289,Ecke::N,korn,пельӧс
290,Spitze::N,begell,йыв
291,Ende::N,dibenn,йыв
292,Loch::N,toull,осьта
293,Muster::N,tresadenn,сер
294,Größe::N,ment,ыжда
295,Länge::N,hirder,кузя
296,Höhe::N,uhelder,сувда
297,Höhe::N,uhelder,вылына
298,Gewicht::N,pouez,сьӧкта
299,Menge::N,bern,
300,Haufen::N,bern,куча
301,Reihe::N,steud,лёдз
302,Boot::N,bag,пыж
303,Ruder::N,roeñv,пелыс
304,Schlitten::N,trainell,додь
305,Ski::N,ski,лямпа
306,Last::N,karg,тягота
307,Gang::N,kerzh,мунӧм
308,Schritt::N,paz,вожмӧв
309,Norden::N,norzh,ой
310,Norden::N,hanternoz,ой
311,Süden::N,su,лун
312,Süden::N,kreisteiz,лун
313,Westen::N,kuzh-heol,рытвыв
314,Osten::N,reter,асыв
315,Osten::N,sav-heol,асыв
316,Holz::N,koad,пу
317,Brett::N,plankenn,пӧв
318,Platte::N,plakenn,плита
319,Stütze::N,harp,пика
320,Stange::N,sparl,зор
321,Stange::N,sparl,потш
322,Stock::N,bazh,бедь
323,Stab::N,bazh,шест
324,Rohr::N,tub,труба
325,Rohr::N,korz,труба
326,Haus::N,ti,керку
327,Heim::N,kêr,керку
328,Ofen::N,forn,пӧжавны
329,Fußboden::N,plañchod,джодж
330,Tisch::N,taol,пызан
331,Stuhl::N,kador,стул
332,Wiege::N,kavell,зыбка
333,Bett::N,gwele,кровать
334,Regal::N,estajerenn,джадж
335,Kiste::N,kased,ящик
336,Fenster::N,prenestr,ӧшын
337,Tür::N,dor,ыбӧс
338,Tor::N,portal,ворота
339,Zaun::N,sklotur,забор
340,Dach::N,toenn,крыша
341,Leiter::N,skeul,лиснич
342,Besen::N,skubell,рос
343,Spaten::N,pal,зыр
344,Schaufel::N,pal,зыр
345,Gabel::N,fourchetez,вила
346,Löffel::N,loa,пань
347,Messer::N,kontell,пурт
348,Nagel::N,tach,кӧрттув
349,Netz::N,roued,кыйӧт
350,Haken::N,krog,ем
351,Griff::N,kemer,пу
352,Schloss::N,potenn,замок
353,Bild::N,skeudenn,картина
354,Figur::N,skeud,мыгӧр
355,Figur::N,figur,мыгӧр
356,Puppe::N,merc'hodenn,акань
357,Beutel::N,sac'h,мешӧк
358,Bündel::N,feskenn,нин
359,Tasche::N,sac'h,сумка
360,Eimer::N,sailh,ведра
361,Deckel::N,pallenn,вевт
362,Geschirr::N,listriaj,доз
363,Geschirr::N,listriaj,бекӧрпань
364,Sack::N,sac'h,мешӧк
365,Tasse::N,tas,бекӧр
366,Topf::N,pod,кастрюля
367,Kessel::N,chaodouron,пӧрт
368,Essen::N,pred,сёйӧм
369,Nahrung::N,boued,вердан
370,Speise::N,meuz,сёян
371,Fleisch::N,kig,яй
372,Getreide::N,ed,сю
373,Brei::N,yod,каша
374,Brot::N,bara,нянь
375,Scheibe::N,tailhenn,шӧрӧм
376,Fett::N,lard,гос
377,Butter::N,amann,ви
378,Öl::N,eoul,ви
379,Salz::N,holen,сов
380,Suppe::N,soubenn,шыд
381,Honig::N,mel,ма
382,Milch::N,laezh,йӧв
383,Tee::N,te,чай
384,Leder::N,lêr,кучик
385,Wolle::N,gloan,гӧн
386,Stoff::N,danvez,дӧра
387,Nadel::N,nadoz,ем
388,Faden::N,neudenn,сунис
389,Knopf::N,bouton,кизь
390,Knoten::N,skoulm,узӧв
391,Knoten::N,skoulm,гӧрӧд
392,Farbe::N,liv,краска
393,Kleidung::N,dilhad,паськӧм
394,Hemd::N,roc'hed,йӧрнӧс
395,Kragen::N,gouzoug,воротник
396,Ärmel::N,milgin,сос
397,Hose::N,bragoù,вешьян
398,Gürtel::N,gouriz,йи
399,Mütze::N,boned,шапка
400,Schuh::N,botez,ботинки
401,Stiefel::N,botez,сапог
402,Ring::N,gwalenn,чунькытш
403,Band::N,bagad,ленточка
404,Kamm::N,krib,сынан
405,Spiegel::N,melezour,зеркало
406,Riemen::N,lerenn,ремень
407,Schnur::N,kordenn,гез
408,Leine::N,roll,повод
409,Decke::N,golo,одеяло
410,Kissen::N,goubenner,подушка
411,Tuch::N,mezher,чышьян
412,Handtuch::N,toailhon,чышкӧт
413,Kraft::N,nerzh,прак
414,Stärke::N,nerzhder,вын
415,Gesundheit::N,yec'hed,здоровье
416,Krankheit::N,klañved,шог
417,Schmerz::N,poan,зубыт
418,Schmerz::N,droug,зубыт
419,Wunde::N,gloazadenn,рана
420,Fieber::N,terzhienn,лёк тресся
421,Fieber::N,terzhienn,кынтан шогӧт
422,Arznei::N,louzoù,лекарство
423,Brücke::N,pont,пос
424,Brunnen::N,puñs,колодец 
425,Weide::N,prad,пода йирсян
426,Pfad::N,gwenodenn,туй
427,Weg::N,hent,туй
428,Straße::N,ru,туй
429,Straße::N,hent,туй
430,Dorf::N,kêr,деревня
431,Dorf::N,kêriadenn,деревня
432,Stadt::N,kêr,город
433,Brief::N,lizher,гижӧт
434,Buch::N,levr,книга
435,Buchstabe::N,lizherenn,буква
436,Zeitung::N,kazetenn,газета
437,Leben::N,buhez,олан
438,Tod::N,marv,кулӧм
439,Grab::N,bez,гу
440,Kirche::N,iliz,вичку
441,Sünde::N,pec'hed,грек
442,Gott::N,doue,ен
443,Arbeiter::N,labourer,уджалiсь
444,Arbeiter::N,micherour,уджалiсь
445,Chef::N,penn,начальник
446,Meister::N,mestr,мастер
447,Arzt::N,mezeg,врач
448,Arzt::N,medisin,врач
449,Lehrer::N,skolaer,велӧтісь
450,Lehrer::N,kelenner,велӧтісь
451,Geld::N,arc'hant,деньга
452,Geschäft::N,stal,удж
453,Laden::N,stal,магазин
454,Preis::N,priz,дон
455,Ware::N,marc'hadourezh,товар
456,Nutzen::N,gounidegezh,путь
457,Nutzen::N,lañs,путь
458,Nutzen::N,profit,путь
459,Nutzen::N,spleit,путь
460,Reichtum::N,pinvidigezh,богатство
461,Welt::N,douar,му
462,Land::N,bro,страна
463,Staat::N,stad,государство
464,König::N,roue,кан
465,Macht::N,galloud,власть
466,Grenze::N,harzoù,граница
467,Krieg::N,brezel,война
468,Feind::N,eneber,враг
469,Gewalt::N,tâerder,
470,Kampf::N,kann,нярасьӧм
471,Kampf::N,kann,вермасьӧм
472,Bogen[Waffe]::N,gwareg,лук
473,Pfeil::N,saezh,ньӧв
474,Gewehr::N,fuzuilh,ружьё
475,Fehler::N,fazi,ошибка
476,Lüge::N,gaou,ылӧтӧм
477,Lüge::N,gaou,пӧрьялӧм
478,Schaden::N,gwall,лёк
479,Unglück::N,gwalleur,пик
480,Unglück::N,gwalleur,оказзё
481,Schuld::N,kablusted,вина
482,Schuld::N,pec'hedigezh,вина
483,Alter::N,oad,
484,Schluss::N,diwezh,ком
485,Zeit::N,amzer,кад
486,Tag::N,deizh,лун
487,Morgen::N,beure,асыв
488,Morgen::N,mintin,асыв
489,Mittag::N,kreisteiz,луншӧр кад
490,Abend::N,abardaez,рыт
491,Nacht::N,noz,ой
492,Woche::N,sizhun,неделя
493,Monat::N,miz,тӧлicь
494,Jahr::N,bloaz,год
495,Frühling::N,nevezamzer,тулыс
496,Sommer::N,hañv,гожум
497,Herbst::N,diskaramzer,ар
498,Winter::N,goañv,тӧв
499,Januar::N,Genver,январ
500,Februar::N,C'hwevrer,февраль
501,März::N,Meurzh,март
502,April::N,Ebrel,апрель
503,Mai::N,Mae,май
504,Juni::N,Mezheven,юнь
505,Juli::N,Gouhere,юль
506,August::N,Eost,август
507,September::N,Gwengolo,сентяб
508,Oktober::N,Here,октяб
509,November::N,Du,нояб
510,Dezember::N,Kerzu,декаб
511,Montag::N,Lun,вильлун
512,Dienstag::N,Meurzh,мӧдӧдзлун
513,Mittwoch::N,Merc'her,шӧрлун
514,Donnerstag::N,Yaou,нёльӧдзлун
515,Freitag::N,Gwener,витӧдзлун
516,Samstag::N,Sadorn,пывсянлун
517,Sonntag::N,Sul,кресення
518,groß::A,bras,ыджыт
519,klein::A,bihan,учӧтик
520,lang::A,hir,кузь
521,kurz::A,berr,дженыт
522,breit::A,ledan,ота
523,schmal::A,strizh,векнит
524,dicht::A,stank,тшӧк
525,dick[Gegenstand]::A,tev,кыз
526,dünn::A,moan,вӧснит
527,fein::A,munut,вӧснит
528,fest::A,start,крепыт
529,flach::A,plaen,лапкӧса
530,glatt::A,lintr,волькыт
531,glatt::A,levn,волькыт
532,hart::A,kalet,чӧрыт
533,weich::A,blot,небыт
534,rund::A,ront,гӧгрӧса
535,spitz::A,poentet,ёся
536,scharf::A,dremm,лэчыт
537,stumpf::A,talsoc'h,ныж
538,schwer::A,pounner,сьӧкыт
539,schön::A,kaer,басӧк
540,heiß::A,tomm,жар
541,warm::A,tomm,шоныт
542,kalt::A,yen,кӧдзыт
543,kühl::A,yen,сайкыт
544,frisch::A,fresk,виль
545,feucht::A,gleb,вакодь
546,nass::A,gleb,ва
547,trocken::A,sec'h,кӧс
548,voll::A,leun,тыра
549,leer::A,goullo,тыртӧм
550,offen::A,digor,оссьӧм
551,geschlossen::A,serr,игана
552,geschlossen::A,serr,пӧдана
553,sauber::A,naet,сӧдз
554,sauber::A,naet,сӧстӧм
555,schmutzig::A,lous,нятьӧсь
556,roh::A,kriz,путӧм
557,reif::A,darev,кисьмалӧм
558,lecker::A,lipous,кӧра 
559,lecker::A,saourus,кӧра 
560,süß::A,dous,чӧскыт
561,bitter::A,c'hwerv,курыт
562,sauer::A,trenk,шӧма 
563,hell::A,sklaer,югыт
564,dunkel::A,teñval,пемыт
565,schwarz::A,du,сьӧд
566,weiß::A,gwenn,чочком
567,rot::A,ruz,гӧрд
568,gelb::A,melen,веж
569,blau::A,glas,лӧз
570,grün::A,gwer,веж
571,grau::A,louet,руд
572,grau::A,louet,бусӧй
573,bunt::A,liesliv,быдрӧма
574,billig::A,marc'had-mat,донтӧм
575,teuer::A,ker,дона
576,wertvoll::A,prizius,дона
577,blind::A,dall,синтӧм
578,taub::A,bouzar,пельтӧм
579,kräftig::A,start,вына
580,stark::A,kreñv,вына
581,schwach::A,gwan,некодя
582,fett::A,lard,госа
583,schlank::A,sinkl,статя
584,hübsch::A,koant,басӧк
585,böse::A,gwall,лёк
586,dumm::A,glep,бӧбӧв
587,dumm::A,glep,вежӧртӧм
588,faul::A,lezirek,дыш
589,fleißig::A,studius,уджалicь
590,geizig::A,tost,жикмӧра
591,geizig::A,tost,горшаліcь
592,klug::A,speredek,авья
593,klug::A,speredek,вежӧра
594,geschickt::A,dornet,кипода
595,lieb::A,koant,муса
596,lieb::A,koant,дзулиньӧй
597,lustig::A,laouen,гажа
598,sanft::A,flour,лебезнӧй
599,hungrig::A,marnaon,тшыг
600,krank::A,klañv,шогалiсь
601,nackt::A,noazh,куш
602,traurig::A,trist,жугыль
603,lebendig::A,bev,ловья
604,gut::A,mad,бур
605,schlecht::A,fall,умӧль
606,schlecht::A,gwall,умӧль
607,richtig::A,reizh,
608,schlimm::A,gwall,нештӧм
609,wahr::A,gwir,
610,alt::A,kozh,важ
611,neu::A,nevez,виль
612,ehemalig::A,kozh,вӧвлӧм
613,alt[Lebewesen]::A,kozh,года
614,alt[Lebewesen]::A,kozh,годдэза
615,jung::A,yaouank,том
616,arm::A,paour,гов
617,arm::A,paour,беднӧй
618,reich::A,pinvidik,эма
619,bekannt::A,anavezet,тӧдса
620,berühmt::A,brudet,
621,fremd::A,dizanav,чужӧй
622,verschieden::A,disheñel,быдкодь
623,nah::A,nes,матiсь
624,fern::A,diabell,ылicь
625,linker::A,kleiz,шульга
626,rechter::A,dehoù,веськытланись
627,anderer::A,all,мукӧд
628,erster::A,kentañ,медодзза
629,zweiter::A,eil,кыкӧт
630,dritter::A,trede,куимӧт
631,dritter::A,trede,куимӧдз
632,letzter::A,diwezhañ,бӧрья
633,letzter::A,diwezhañ,мёдбӧрья
634,allein::ADV,e-unan,
635,auf einmal::ADV,ar un dro,тшӧтш
636,zusammen::ADV,asambles,ӧтлаын
637,lange::ADV,pell,дыр
638,plötzlich::ADV,en un taol,друг
639,sofort::ADV,diouzhtu,тшӧтш
640,später::ADV,diwezhatoc'h,медбӧрын
641,jetzt::ADV,bremañ,ӧні
642,heute::ADV,hiziv,талун
643,morgen::ADV,arc'hoazh,ашын
644,bald::ADV,hepdale,чожа
645,dann::ADV,a-c'houde,сыбӧрын
646,gestern::ADV,dec'h,тӧн
647,einst::ADV,gwechall,ӧтпыр
648,damals::ADV,neuze,сэк
649,damals::ADV,neuze,сэки
650,danach::ADV,goude,сэсся
651,vorher::ADV,diagent,одзжык
652,zuerst::ADV,da gentañ,наперво
653,einmal::ADV,ur wech,ӧтпыр
654,manchmal::ADV,a-wechoù,мукӧдпыр
655,oft::ADV,alies,-лы-
656,immer::ADV,atav,быдпыр
657,immer::ADV,atav,быдпырся
658,immer::ADV,bepred,быдпыр
659,immer::ADV,bepred,быдпырся
660,niemals::ADV,gwech ebet,некӧр
661,hier::ADV,amañ,татӧн
662,hierhin::ADV,dre amañ,татчӧ
663,von hier::ADV,alemañ,тасянь
664,dort::ADV,aze,сэтӧн
665,dort::ADV,ahont,сэтӧн
666,dorthin::ADV,di,сэтчин
667,dorthin::ADV,aze,сэтчин
668,dorthin::ADV,ahont,сэтчин
669,geradeaus::ADV,war-eeun,веськыта
670,vorwärts::ADV,war-raok,одзӧ
671,rückwärts::ADV,war-lerc'h,бӧр
672,zurück::ADV,war-dreñv,бӧр
673,unten::ADV,en traoñ,увтын
674,hinab::ADV,a-izel,увтас
675,oben::ADV,en nec'h,вевдӧрас
676,hinauf::ADV,e-krec'h,вывлань
677,hinauf::ADV,e-krec'h,вывланьӧ
678,überall::ADV,dre-holl,быдлан
679,nicht::ADV,ne ... ket,ог
680,ein wenig::ADV,un tammig,-ышт
681,ein wenig::ADV,un tammig,невна
682,kaum::ADV,a-boan,ӧдва
683,sehr::ADV,-tre,вывтi
684,sehr::ADV,-kenañ,вывтi
685,so::ADV,evel-se,сiдз
686,noch::ADV,c'hoazh,эшӧ
687,nur::ADV,hepken,только
688,schon::ADV,dija,ни
689,wieder::ADV,adarre,бӧра
690,vor::PRP,dirak,одзас
691,hinter::PRP,a-drek,бӧрӧ
692,hinter::PRP,a-dreñv,бӧрӧ
693,unter::PRP,dindan,увтын
694,durch::PRP,dre,пыр
695,neben::PRP,e-kichen,бокам
696,neben::PRP,e-kichen,боксиным
697,zwischen::PRP,etre,коласас
698,wegen::PRP,abalamour da,понда
699,dies::PRN,hemañ,эта
700,das::PRN,se,сiя
701,das::PRN,hennezh,сiя
702,alles::PRN,pep tra,быдӧс
703,ich::PRN,me,ме
704,du::PRN,te,тэ
705,er::PRN,eñ,сiя
706,wir::PRN,ni,мийӧ
707,ihr::PRN,c'hwi,ті
708,sie::PRN,int,нія
709,was::FPRN,petra,мый
710,wer::FPRN,piv,кин
711,wo::FADV,pelec'h,кытӧн
712,wohin::FADV,da belec'h,кытчӧ
713,wie::FADV,penaos,дзик
714,warum::FADV,perak,мыля
715,warum::FADV,perak,мыйсянь
716,wieviel::FNUM,pet,мымда
717,eins::NUM,unan,ӧт
718,zwei::NUM,daou,кык
719,drei::NUM,tri,куим
720,vier::NUM,pevar,нёль
721,fünf::NUM,pemp,вит
722,sechs::NUM,c'hwec'h,квать
723,sieben::NUM,seizh,сизим
724,acht::NUM,eizh,кыкьямыс
725,neun::NUM,nav,ӧкмыс
726,zehn::NUM,dek,дас
727,elf::NUM,unnek,дасотік
728,zwölf::NUM,daouzek,даскык
729,zwanzig::NUM,ugent,кыкдас
730,dreißig::NUM,tregont,куимдас
731,vierzig::NUM,daou-ugent,нёльдас
732,fünfzig::NUM,hanter-kant,витдас
733,sechzig::NUM,tri-ugent,кватьдас
734,siebzig::NUM,dek ha tri-ugent,сизимдас
735,achtzig::NUM,pevar-ugent,кыкьямысдас
736,neunzig::NUM,dek ha pevar-ugent,ӧкмысдас
737,hundert::NUM,kant,сто
738,tausend::NUM,mil,тысяча
739,und::CNJ,ha,и
740,und::CNJ,ha,да
741,oder::CNJ,pe,или
742,stehen::V,bezañ a-sav,сулавны
743,sitzen::V,azezañ,пукавны
744,sitzen::V,bezañ en e goazez,пукавны
745,liegen::V,bezañ en e c'hourvez,куйлыны
746,hängen::V,krougañ,ӧшавны
747,werden::V,dazonet,лоны
748,passieren::V,c'hoarvezout,аркмыны
749,beginnen::V,stagañ,петны
750,enden::V,achuiñ,-сь
751,enden::V,achuiñ,бырны
752,wechseln::V,cheñch,вежсьыны
753,aufgehen[Sonne]::V,dirouzañ,петавны
754,scheinen[Sonne]::V,lugernañ,югьявны
755,donnern::V,taranal,гымавны
756,wehen::V,c'hwezhañ,пӧлявны
757,strömen::V,deredek,киссьыны
758,fließen::V,redek,визывтны
759,sich drehen::V,troiñ,бергавны
760,schwanken::V,trantellat,кӧвьясьны
761,schwingen::V,froumal,дюттясьны
762,fallen::V,kouezhañ,усьны
763,brennen::V,deviñ,сотчыны
764,rauchen::V,divogedañ,тшынасьны
765,regnen::V,glavañ,зэрны
766,gefrieren::V,reviñ,гегдыны
767,tauen::V,diskornañ,сывны
768,schmelzen::V,teuziñ,сывны
769,trocknen::V,sec'hañ,косьмыны
770,sieden::V,berviñ,пизьны
771,faulen::V,breinañ,нёльзьыны
772,verfaulen::V,breinañ,тӧрмыны
773,verfaulen::V,breinañ,сiсьмыны
774,reißen::V,darnaouiñ,косясьны
775,versinken::V,sodellañ,вӧйны
776,vergehen::V,tremen,мунны
777,erscheinen::V,donet war-wel,мыччисьны
778,verschwinden::V,monet diwar wel,ӧшны
779,sinken::V,en em izelat,ямны
780,abnehmen::V,nebeutaat,ямны
781,zunehmen::V,kreskiñ,паськавны
782,steigen::V,sevel,лэбтiсьны
783,wachsen::V,kreskiñ,быдмыны
784,glänzen::V,lugernañ,свиттявны
