,Concept_ID,bn,lt
338,Gewicht::N,ওজন,svarstis
339,Menge::N,পরিমাণ,kiekis
340,Menge::N,পরিমাণ,daugybė
341,Haufen::N,পুঞ্জ,krūva
342,Haufen::N,পুঞ্জ,šūsnis
343,Reihe::N,শ্রেণী,greta
344,Boot::N,নৌকা,valtis
345,Boot::N,নৌকা,laivelis
346,Ruder::N,দাঁড়,irklas
347,Schlitten::N,স্নেজ্-গাড়ি,rogės
348,Schlitten::N,স্নেজ্-গাড়ি,rogutės
349,Ski::N,শী,slidė
350,Lagerfeuer::N,অগ্নি,laužas
351,Last::N,বোঝা,našta
352,Last::N,বোঝা,nešulys
353,Gang::N,হণ্টন,eisena
354,Schritt::N,পদ,žingsnis
355,Norden::N,উত্তরদিক্,šiaurė
356,Norden::N,উত্তরদিক্,žiemiai
357,Süden::N,দক্ষিণদিক,pietūs
358,Westen::N,পশ্চিমদিক্,vakarai
359,Osten::N,পূর্বদিক,rytai
360,Holz::N,কাঠ,mediena
361,Brett::N,তক্তা,lenta
362,Platte::N,ফলক,plokštė
363,Stütze::N,নাগদণ্ড,atrama
364,Stütze::N,নাগদণ্ড,atspara
365,Stange::N,দণ্ড,lazda
366,Stange::N,দণ্ড,kartis
367,Stock::N,ছড়ি,lazda
368,Stab::N,যষ্টি,kartis
369,Rohr::N,নল,vamzdis
370,Haus::N,ঘর,namas
371,Heim::N,বাসা,namai
372,Ofen::N,স্টোভ্,krosnis
373,Fußboden::N,গহতল,grindys
374,Tisch::N,মেজ,stalas
375,Tisch::N,টেবিল,stalas
376,Stuhl::N,চেয়ার,kėdė
377,Stuhl::N,কেদারা,kėdė
378,Wiege::N,দোলনা,lopšys
379,Bett::N,শয্যা,lova
380,Bett::N,শয্যা,patalai
381,Regal::N,তাক,lentyna
382,Kiste::N,বাক্স,dėžė
383,Fenster::N,জানালা,langas
384,Tür::N,দ্বার,durys
385,Tor::N,দ্বার,vartai
386,Zaun::N,বেড়া,tvora
387,Dach::N,ছাদ,stogas
388,Leiter::N,মই,kopėčios
389,Besen::N,গুল্মবিশেষ,šluota
390,Spaten::N,কোদাল,lopeta
391,Spaten::N,কোদাল,kastuvas
392,Schaufel::N,বেলচা,semtuvas
393,Gabel::N,কাঁটা,šakutė
394,Löffel::N,চামচ,šaukštas
395,Messer::N,ছুরি,peilis
396,Nagel::N,পেরেক,vinis
397,Netz::N,জাল,tinklas
398,Haken::N,কাচি,vagis
399,Haken::N,কাচি,kablys
400,Griff::N,হাতল,kotas
401,Griff::N,হাতল,rankena
402,Schloss::N,তালা,spyna
403,Schloss::N,তালা,užraktas
404,Bild::N,ছবি,paveikslas
405,Bild::N,চিত্র,paveikslas
406,Figur::N,আকার,figūra
407,Puppe::N,পুতুল,lėlė
408,Beutel::N,বটুয়া,krepšys
409,Beutel::N,বটুয়া,maišelis
410,Bündel::N,আঁটি,ryšulys
411,Tasche::N,থলি,krepšelis
412,Eimer::N,বাল্তি,kibiras
413,Deckel::N,আবরণ,dangtis
414,Geschirr::N,থালা-বাসন,indai
415,Sack::N,বস্তা,maišas
416,Tasse::N,কাপ,puodukas
417,Topf::N,পাত্র,puodas
418,Kessel::N,কেটলি,katilas
419,Essen::N,আহার,valgis
420,Nahrung::N,খাদ্য,penas
421,Nahrung::N,খাদ্য,maistas
422,Speise::N,খাদ্য,patiekalas
423,Fleisch::N,মাংস,mėsa
424,Getreide::N,শস্য,javai
425,Brei::N,মণ্ড,košė
426,Brot::N,রুটি,duona
427,Scheibe::N,ফালি,riekė
428,Fett::N,মেদ,taukai
429,Fett::N,মেদ,riebalai
430,Butter::N,মাখন,sviestas
431,Öl::N,তৈল,aliejus
432,Salz::N,নুন,druska
433,Suppe::N,শুরুয়া,sriuba
434,Honig::N,মধু,medus
435,Milch::N,দুধ,pienas
436,Tee::N,চা,arbata
437,Leder::N,পাকা চামড়া,oda
438,Wolle::N,পশম,vilna
439,Stoff::N,বস্ত্র,audeklas
440,Nadel::N,সুচ,adata
441,Faden::N,সূত্র,gija
442,Faden::N,সূত্র,siūlas
443,Knopf::N,বোতাম,saga
444,Knoten::N,গিঁট,mazgas
445,Farbe::N,রং,dažai
446,Kleidung::N,কাপড়,rūbai
447,Kleidung::N,কাপড়,drabužiai
448,Hemd::N,শার্ট,marškiniai
449,Kragen::N,গলবন্ধ,apykaklė
450,Ärmel::N,আস্তিন্,rankovė
451,Hose::N,ট্রাউজার,kelnės
452,Gürtel::N,কটিবন্ধ,juosta
453,Gürtel::N,কটিবন্ধ,diržas
454,Mütze::N,টুপি,kepurė
455,Schuh::N,জুতো,batas
456,Stiefel::N,বুট,auliniai batai
457,Ring::N,আংটি,žiedas
458,Band::N,ফিতা,kaspinas
459,Kamm::N,চিরুনি,šukos
460,Spiegel::N,আয়না,veidrodis
461,Riemen::N,চাবুক,diržas
462,Schnur::N,দড়ি,virvė
463,Leine::N,শিকল,pavadėlis
464,Decke::N,কম্বল,antklodė
465,Kissen::N,উপাধান,pagalvė
466,Kissen::N,উপাধান,priegalvis
467,Tuch::N,বস্ত্র,skarelė
468,Handtuch::N,তোয়ালে,rankšluostis
469,Kraft::N,জোর,jėga
470,Stärke::N,শক্তি,stiprumas
471,Gesundheit::N,স্বাস্থ্য,sveikata
472,Krankheit::N,অসুখ,liga
473,Krankheit::N,ব্যামো,liga
474,Schmerz::N,যন্ত্রণা,skausmas
475,Wunde::N,ক্ষত,žaizda
476,Fieber::N,জ্বর,karštis
477,Arznei::N,ঔষধ,vaistas
478,Brücke::N,সেতু,tiltas
479,Brunnen::N,কূপ,šulinys
480,Weide::N,পশুচারণভূমি,ganykla
481,Weide::N,পশুচারণভূমি,gluosnis
482,Pfad::N,পথ,takas
483,Weg::N,পথ,kelias
484,Straße::N,রাস্তা,gatvė
485,Dorf::N,গ্রাম,kaimas
486,Dorf::N,গ্রাম,sodžius
487,Stadt::N,শহর,miestas
488,Brief::N,চিঠি,laiškas
489,Buch::N,বই,knyga
490,Buchstabe::N,অক্ষর,raidė
491,Zeitung::N,সংবাদপত্র,laikraštis
492,Leben::N,জীবন,gyvybė
493,Leben::N,জীবন,gyvenimas
494,Tod::N,মৃত্যু,mirtis
495,Grab::N,কবর,kapas
496,Kirche::N,গির্জা,bažnyčia
497,Sünde::N,পাপ,nuodėmė
498,Sünde::N,পাপ,nusidėjimas
499,Gott::N,দেবতা,dievas
500,Arbeiter::N,শ্রমিক,darbininkas
501,Chef::N,নেতা,šefas
502,Chef::N,নেতা,vadovas
503,Chef::N,নেতা,viršininkas
504,Meister::N,ব্যক্তি,meistras
505,Arzt::N,চিকিৎসক,gydytojas
506,Lehrer::N,অধ্যাপক,mokytojas
507,Geld::N,মুদ্রা,pinigai
508,Geld::N,টাকাপয়সা,pinigai
509,Geschäft::N,ব্যস্ততা,biznis
510,Laden::N,দোকান,krautuvė
511,Laden::N,দোকান,parduotuvė
512,Preis::N,মূল্য,kaina
513,Ware::N,পণ্যদ্রব্য,prekė
514,Nutzen::N,সুবিধা,nauda
515,Nutzen::N,সুবিধা,pelnas
516,Reichtum::N,ধনদৌলত,turtas
517,Welt::N,জগৎ,pasaulis
518,Land::N,খেত,žemė
519,Land::N,খেত,šalis
520,Staat::N,রাষ্ট্র,valstija
521,König::N,রাজা,karalius
522,Macht::N,প্রভাব,galia
523,Macht::N,প্রভাব,valdžia
524,Grenze::N,সীমা,riba
525,Grenze::N,সীমা,siena
526,Krieg::N,যুদ্ধ,karas
527,Feind::N,শত্রু,priešas
528,Gewalt::N,জোর,jėga
529,Gewalt::N,জোর,smurtas
530,Gewalt::N,জোর,prievarta
531,Kampf::N,লড়াই,kova
532,Bogen[Waffe]::N,ধনুক,lankas
533,Pfeil::N,বাণ,strėlė
534,Gewehr::N,বন্দুক,šautuvas
535,Fehler::N,ভুল,klaida
536,Lüge::N,মিথ্যা,melas
537,Schaden::N,ক্ষতি,nuostolis
538,Schaden::N,ক্ষতি,apgadinimas
539,Unglück::N,দুর্ভাগ্য,nelaimė
540,Schuld::N,অপরাধ,kaltė
541,Alter::N,আয়ু,amžius
542,Schluss::N,শেষ,pabaiga
543,Zeit::N,সময়,laikas
544,Tag::N,দিন,diena
545,Morgen::N,সকাল,rytas
546,Mittag::N,মধ্যাহু,vidurdienis
547,Abend::N,সন্ধ্যা,vakaras
548,Nacht::N,রাত্রি,naktis
549,Woche::N,সপ্তাহ,savaitė
550,Monat::N,মাস,mėnuo
551,Jahr::N,সৌরবর্ষ,metai
552,Frühling::N,বসন্তকাল,pavasaris
553,Sommer::N,গ্রীষ্মকাল,vasara
554,Herbst::N,শরংঋতু,ruduo
555,Winter::N,শীতকাল,žiema
556,Januar::N,জানুয়ারী,sausis
557,Februar::N,ফেব্রুয়ারী,vasaris
558,März::N,মার্চ,kovas
559,April::N,এপ্রিল,balandis
560,Mai::N,মে,gegužė
561,Juni::N,জুন,birželis
562,Juli::N,জুলাই,liepa
563,August::N,অগাস্ট,rugpjūtis
564,September::N,সেপ্টেম্বর,rugsėjis
565,Oktober::N,অক্টোবর,spalis
566,November::N,নভেম্বর,lapkritis
567,Dezember::N,ডিসেম্বর,gruodis
568,Montag::N,সোমবার,pirmadienis
569,Dienstag::N,মঙ্গলবার,antradienis
570,Mittwoch::N,বুধবার,trečiadienis
571,Donnerstag::N,বৃহম্পতিবার,ketvirtadienis
572,Freitag::N,শুক্রবার,penktadienis
573,Samstag::N,শনিবার,šeštadienis
574,Sonntag::N,রবিবার,sekmadienis
575,groß::A,বৃহৎ,didis
576,groß::A,বৃহৎ,didelis
577,klein::A,ছোট,mažas
578,lang::A,দীর্ঘ,ilgas
579,kurz::A,খর্ব,trumpas
580,kurz::A,হ্রস্ব,trumpas
581,breit::A,চওড়া,platus
582,schmal::A,সরু,smulkus
583,dicht::A,ঘন,tankus
584,dick[Gegenstand]::A,পুরু,storas
585,dünn::A,কৃশ,plonas
586,fein::A,সূক্ষ্ম,smulkus
587,fest::A,দৃঢ়,kietas
588,fest::A,দৃঢ়,tvirtas
589,flach::A,সমতল,lėkštas
590,flach::A,সমতল,plokščias
591,glatt::A,মসৃণ,slidus
592,hart::A,শক্ত,kietas
593,weich::A,নরম,minkštas
594,rund::A,গোলাকার,apvalus
595,rund::A,গোলাকার,apskritas
596,spitz::A,তীক্ষ্ন,aštrus
597,spitz::A,তীক্ষ্ন,smailus
598,scharf::A,শাণিত,aštrus
599,stumpf::A,ভোঁতা,bukas
600,stumpf::A,ভোঁতা,atšipęs
601,schwer::A,ভারী,sunkus
602,schön::A,সুন্দর,gražus
603,heiß::A,গরম,karštas
604,warm::A,ঈষদুষ্ণ,šiltas
605,kalt::A,ঠাণ্ডা,šaltas
606,kühl::A,শীতল,vėsus
607,kühl::A,শীতল,bejausmis
608,frisch::A,তাজা,šviežias
609,feucht::A,ভিজা,drėgnas
610,nass::A,ভিজা,šlapias
611,trocken::A,শুষ্ক,sausas
612,voll::A,পূর্ণ,pilnas
613,leer::A,খালি,tuščias
614,offen::A,খোলা,atviras
615,geschlossen::A,বন্ধ,uždaras
616,geschlossen::A,বন্ধ,uždarytas
617,sauber::A,নির্মল,švarus
618,schmutzig::A,নোংরা,nešvarus
619,schmutzig::A,নোংরা,purvinas
620,roh::A,কাঁচা,žalias
621,reif::A,পাকা,prinokęs
622,reif::A,পাকা,pribrendęs
623,lecker::A,সুস্বাদ,gardus
624,süß::A,মিষ্ট,saldus
625,bitter::A,তিক্ত,kartus
626,sauer::A,টক,gižus
627,sauer::A,টক,rūgštus
628,hell::A,উজ্জ্বল,šviesus
629,hell::A,উজ্জ্বল,skaistus
630,dunkel::A,অন্ধকারময়,tamsus
631,schwarz::A,কালো,juodas
632,weiß::A,সাদা,baltas
633,rot::A,লাল,raudonas
634,gelb::A,হলদে,geltonas
635,blau::A,নীল,mėlynas
636,grün::A,সবুজ,žalias
637,grau::A,ছাই-রঙা,pilkas
638,bunt::A,রঙিন,margas
639,bunt::A,রঙিন,spalvotas
640,billig::A,সস্তা,pigus
641,teuer::A,আক্রা,brangus
642,wertvoll::A,মহার্ঘ,vertingas
643,blind::A,কানা,aklas
644,taub::A,বধির,kurčias
645,kräftig::A,বিশাল,stiprus
646,stark::A,শক্তিশালী,stiprus
647,schwach::A,দুর্বল,silpnas
648,fett::A,মোটা,riebus
649,schlank::A,কৃশ,laibas
650,schlank::A,কৃশ,lieknas
651,hübsch::A,সুন্দর,gražus
652,böse::A,খারাপ,blogas
653,dumm::A,মূর্খ,paikas
654,dumm::A,মূর্খ,kvailas
655,faul::A,শ্রমবিমুখ,tingus
656,fleißig::A,পরিশ্রমী,stropus
657,fleißig::A,পরিশ্রমী,kruopštus
658,geizig::A,ব্যয়কুণ্ঠ,šykštus
659,klug::A,দক্ষ,sumanus
660,klug::A,দক্ষ,protingas
661,geschickt::A,পটু,apsukrus
662,lieb::A,প্রেয়,mielas
663,lustig::A,প্রফুল্ল,smagus
664,lustig::A,প্রফুল্ল,linksmas
665,sanft::A,নম্র,švelnus
666,sanft::A,নম্র,minkštas
667,hungrig::A,ক্ষুধার্ত,alkanas
668,krank::A,অসুস্থ,ligotas
669,krank::A,অসুস্থ,sergantis
670,nackt::A,উলঙ্গ,nuogas
671,traurig::A,দুঃখিত,liūdnas
672,lebendig::A,জীবিত,gyvas
673,gut::A,ভালো,geras
674,schlecht::A,মন্দ,blogas
675,schlecht::A,মন্দ,prastas
676,richtig::A,ঠিক,tikras
677,richtig::A,ঠিক,teisingas
678,schlimm::A,কদর্য,blogas
679,schlimm::A,কদর্য,prastas
680,wahr::A,বাস্তব,tikras
681,alt::A,পুরাতন,senas
682,neu::A,নব,naujas
683,neu::A,নূতন,naujas
684,ehemalig::A,পূর্বকালীন,buvęs
685,alt[Lebewesen]::A,বৃদ্ধ,pagyvenęs
686,jung::A,তরুণ,jaunas
687,arm::A,ক্ষুদ্র,neturtingas
688,reich::A,ধনবান্,turtingas
689,bekannt::A,সুপরিচিত,žinomas
690,bekannt::A,সুপরিচিত,pažįstamas
691,berühmt::A,বিখ্যাত,žymus
692,berühmt::A,বিখ্যাত,garsus
693,fremd::A,বিদেশি,svetimas
694,verschieden::A,বিসদৃশ,įvairus
695,nah::A,নিকটবতী,artimas
