,Concept_ID,bn,lt
1311,zeichnen::V,ছকা,žymėti
1312,zeichnen::V,ছকা,braižyti
1313,schreiben::V,লেখা,rašyti
1314,besitzen::V,অধিকার করা,turėti
1315,kaufen::V,ক্রয় করা,pirkti
1316,verkaufen::V,বেচা,parduoti
1317,bezahlen::V,প্রদান করা,apmokėti
1318,zahlen::V,প্রদান করা,mokėti
1319,beherrschen::V,শাসন করা,valdyti
1320,ertragen::V,বহন করা,kę̃sti
1321,ertragen::V,বহন করা,pakelti
1322,ertragen::V,বহন করা,iškę̃sti
1323,lärmen::V,,triukšmauti
