,Concept_ID,be,ja
213,Mädchen::N,дзяўчынка,女の子
214,Familie::N,сямʼя,家族
215,Großvater::N,дзядуля,祖父
216,Großvater::N,дзядуля,おじいさん
217,Großmutter::N,бабуля,祖母
218,Großmutter::N,бабуля,おばあさん
219,Eltern::N,бацькі,親
220,Eltern::N,бацькі,両親
221,Vater::N,бацька,父
222,Vater::N,бацька,お父さん
223,Mutter::N,маці,母
224,Mutter::N,маці,お母さん
225,Sohn::N,сын,息子
226,Sohn::N,сын,息子さん
227,Tochter::N,дачка,娘
228,Tochter::N,дачка,お嬢さん
229,Bruder::N,брат,弟
230,Schwester::N,сястра,妹
231,Onkel::N,дзядзька,伯父
232,Onkel::N,дзядзька,伯父さん
233,Tante::N,цётка,叔母
234,Tante::N,цётка,叔母さん
235,Ehemann::N,муж,夫
236,Ehemann::N,муж,主人
237,Ehefrau::N,жонка,妻
238,Ehefrau::N,жонка,奥さん
239,Freude::N,радасць,喜び
240,Gelächter::N,смех,笑い
241,Glück::N,шчасце,幸せ
242,Kummer::N,гора,悩み
243,Wunsch::N,жаданне,希望
244,Lust::N,цяга,気
245,Geist::N,дух,精神
246,Gedanke::N,думка,考え
247,Gedächtnis::N,памяць,記憶
248,Verstand::N,розум,理解力
249,Sinn::N,сэнс,意味
250,Grund::N,зачэпка,理由
251,Wahrheit::N,праўда,真実
252,Gespräch::N,размова,会話
253,Märchen::N,казка,童話
254,Erzählung::N,расказ,物語
255,Erzählung::N,апавяданне,物語
256,Nachricht::N,вестка,報告
257,Nachricht::N,паведамленне,報告
258,Neuigkeit::N,навіна,ニュース
259,Name::N,імя,名前
260,Rätsel::N,загадка,謎
261,Rede::N,прамова,演説
262,Sprache::N,мова,言語
263,Stimme::N,голас,声
264,Wort::N,слова,言葉
265,Zeichen::N,знак,記号
266,Ruf::N,кліч,呼び声
267,Lärm::N,шум,騒音
268,Laut::N,гук,音
269,Ton::N,гучанне,音
270,Lied::N,песня,歌
271,Ruhe::N,спакой,静けさ
272,Leute::N,людзі,人々
273,Volk::N,народ,民族
274,Arbeit::N,праца,仕事
275,Arbeit::N,работа,仕事
276,Gast::N,госць,客
277,Geschenk::N,падарунак,贈り物
278,Spiel::N,гульня,遊び
279,Gesellschaft::N,таварыства,社会
280,Hilfe::N,дапамога,援助
281,Freund::N,друг,友達
282,Freund::N,сябар,友達
283,Kamerad::N,прыяцель,同志
284,Angelegenheit::N,справа,件
285,Anzahl::N,колькасць,数
286,Art::N,від,種類
287,Stück::N,кусок,部分
288,Stück::N,кавалак,部分
289,Teil::N,частка,部分
290,Hälfte::N,палова,半分
291,Hälfte::N,палавіна,半分
292,Kreis::N,круг,円
293,Kreuz::N,крыж,十字
294,Linie::N,лінія,線
295,Strich::N,рыса,線
296,Abstand::N,прамежак,距離
297,Entfernung::N,адлегласць,距離
298,Gegend::N,мясцовасць,辺
299,Gegend::N,мясцовасць,地域
300,Platz::N,месца,ゆとり
301,Ort::N,месца,所
302,Ort::N,месца,場所
303,Seite::N,бок,横
304,Mitte::N,сярэдзіна,真ん中
305,Gegenstand::N,прадмет,物件
306,Sache::N,рэч,物
307,Rand::N,край,端
308,Kante::N,руб,縁
309,Kante::N,кант,縁
310,Ecke::N,вугал,角
311,Spitze::N,кончык,先頭
312,Ende::N,канец,端
313,Loch::N,дзірка,穴
314,Winkel::N,вугал,片隅
315,Muster::N,узор,模様
316,Größe::N,памер,大きさ
317,Länge::N,даўжыня,長さ
318,Höhe::N,вышыня,高さ
319,Gewicht::N,вага,重さ
320,Menge::N,колькасць,量
321,Haufen::N,куча,堆積
322,Reihe::N,рад,並び
323,Boot::N,лодка,ボート
324,Ruder::N,вясло,オール
325,Schlitten::N,сані,そり
326,Ski::N,лыжа,スキー
327,Lagerfeuer::N,вогнішча,篝火
328,Last::N,цяжар,荷物
329,Gang::N,ход,歩み
330,Schritt::N,шаг,歩
331,Schritt::N,крок,歩
332,Norden::N,поўнач,北
333,Süden::N,поўдзень,南
334,Westen::N,захад,西
335,Osten::N,усход,東
336,Holz::N,дрэва,木
337,Holz::N,дрэва,木材
338,Holz::N,драўніна,木
339,Holz::N,драўніна,木材
340,Brett::N,дошка,板
341,Platte::N,пліта,盤
342,Stütze::N,падпорка,支柱
343,Stange::N,жэрдка,棒
344,Stock::N,палка,杖
345,Stab::N,шост,棒
346,Rohr::N,труба,管
347,Haus::N,дом,家
348,Heim::N,дом,家
349,Heim::N,хата,家
350,Ofen::N,печ,ストーブ
351,Fußboden::N,падлога,床
352,Tisch::N,стол,机
353,Stuhl::N,стул,椅子
354,Stuhl::N,крэсла,椅子
355,Wiege::N,калыска,揺籃
356,Bett::N,ложак,ベッド
357,Bett::N,пасцель,ベッド
358,Regal::N,паліца,棚
359,Kiste::N,скрынка,箱
360,Fenster::N,акно,窓
361,Tür::N,дзверы,戸
362,Tür::N,дзверы,ドア
363,Tor::N,вароты,門
364,Zaun::N,агароджа,垣根
365,Dach::N,дах,屋根
366,Leiter::N,лесвіца,梯子
367,Besen::N,мятла,ほうき
368,Spaten::N,лапата,スコップ
369,Spaten::N,жалязняк,スコップ
370,Schaufel::N,шуфлік,シャベル
371,Schaufel::N,лапатка,シャベル
372,Gabel::N,відэлец,フォーク
373,Löffel::N,лыжка,スプーン
374,Messer::N,нож,ナイフ
375,Nagel::N,цвік,釘
376,Netz::N,сетка,網
377,Haken::N,крук,鉤
378,Haken::N,крук,フック
379,Griff::N,ручка,取っ手
380,Schloss::N,замок,錠
381,Bild::N,карціна,絵
382,Figur::N,фігура,像
383,Puppe::N,лялька,人形
384,Beutel::N,мяшок,袋
385,Bündel::N,вязка,束
386,Bündel::N,вязка,包み
387,Tasche::N,торба,かばん
388,Eimer::N,вядро,バケツ
389,Deckel::N,накрыўка,蓋
390,Geschirr::N,пасуда,食器
391,Sack::N,мех,袋
392,Tasse::N,кубак,カップ
393,Topf::N,каструля,鍋
394,Kessel::N,кацёл,釜
395,Essen::N,ежа,食事
396,Nahrung::N,харч,食物
397,Speise::N,страва,料理
398,Fleisch::N,мяса,肉
399,Getreide::N,збожжа,麦
400,Getreide::N,збожжа,穀物
401,Brei::N,каша,粥
402,Brot::N,хлеб,パン
403,Scheibe::N,луста,枚
404,Scheibe::N,луста,切れ
405,Scheibe::N,скібка,枚
406,Scheibe::N,скібка,切れ
407,Fett::N,тлушч,脂肪
408,Butter::N,масла,バター
409,Öl::N,алей,油
410,Salz::N,соль,塩
411,Suppe::N,суп,スープ
412,Honig::N,мёд,蜂蜜
413,Milch::N,малако,牛乳
414,Tee::N,чай,茶
415,Tee::N,чай,お茶
416,Tee::N,гарбата,茶
417,Tee::N,гарбата,お茶
418,Leder::N,скура,革
419,Wolle::N,воўна,毛糸
420,Stoff::N,тканіна,布
421,Nadel::N,іголка,針
422,Faden::N,нітка,糸
423,Knopf::N,гузік,ボタン
424,Knoten::N,вузел,結び目
425,Farbe::N,фарба,ペンキ
426,Kleidung::N,адзенне,衣服
427,Hemd::N,кашуля,シャツ
428,Kragen::N,каўнер,襟
429,Ärmel::N,рукаў,袖
430,Hose::N,штаны,ズボン
431,Gürtel::N,пояс,帯
432,Gürtel::N,пояс,ベルト
433,Mütze::N,шапка,帽子
434,Schuh::N,чаравік,靴
435,Stiefel::N,бот,ブーツ
436,Ring::N,кольца,輪
437,Band::N,стужка,リボン
438,Kamm::N,расчоска,櫛
439,Spiegel::N,люстра,鏡
440,Riemen::N,рэмень,緒
441,Schnur::N,вяроўка,紐
442,Leine::N,павадок,綱
443,Decke::N,коўдра,掛け布団
444,Kissen::N,падушка,枕
445,Tuch::N,хустка,スカーフ
446,Handtuch::N,ручнік,タオル
447,Kraft::N,сіла,力
448,Stärke::N,моц,強さ
449,Gesundheit::N,здароўе,健康
450,Krankheit::N,хвароба,病気
451,Schmerz::N,боль,痛み
452,Wunde::N,рана,傷
453,Fieber::N,гарачка,熱
454,Fieber::N,ліхаманка,熱
455,Arznei::N,лекі,薬
456,Brücke::N,мост,橋
457,Brunnen::N,калодзеж,井戸
458,Weide::N,паша,牧場
459,Pfad::N,сцежка,小路
460,Weg::N,шлях,道
461,Weg::N,дарога,道
462,Straße::N,вуліца,街道
463,Dorf::N,вёска,村
464,Stadt::N,горад,町
465,Stadt::N,горад,都市
466,Brief::N,ліст,手紙
467,Brief::N,пісьмо,手紙
468,Buch::N,кніга,本
469,Buchstabe::N,літара,文字
470,Zeitung::N,газета,新聞
471,Leben::N,жыццё,生活
472,Tod::N,смерць,死
473,Grab::N,магіла,墓
474,Kirche::N,касцёл,教会
475,Kirche::N,царква,教会
476,Sünde::N,грэх,罪
477,Gott::N,бог,神
478,Arbeiter::N,рабочы,労働者
479,Chef::N,начальнік,上司
480,Meister::N,майстар,達人
481,Meister::N,майстар,マイスター
482,Arzt::N,урач,医者
483,Lehrer::N,настаўнік,先生
484,Geld::N,грошы,金
485,Geschäft::N,заняцце,取り引き
486,Laden::N,крама,店
487,Laden::N,магазін,店
488,Preis::N,цана,値段
489,Ware::N,тавар,商品
490,Nutzen::N,выгада,利益
491,Reichtum::N,багацце,豊かさ
492,Welt::N,свет,世界
493,Land::N,краіна,国
494,Staat::N,дзяржава,国家
495,König::N,кароль,国王
496,Macht::N,улада,権力
497,Grenze::N,граніца,国境
498,Krieg::N,вайна,戦争
499,Feind::N,вораг,敵
500,Gewalt::N,насілле,暴力
501,Kampf::N,барацьба,戦い
502,Bogen[Waffe]::N,лук,弓
503,Pfeil::N,страла,矢
504,Gewehr::N,ружжо,銃
505,Fehler::N,памылка,間違い
506,Lüge::N,хлусня,嘘
507,Schaden::N,шкода,損害
508,Unglück::N,ліха,不幸
509,Unglück::N,бядота,不幸
510,Schuld::N,віна,罪
511,Alter::N,узрост,年
512,Alter::N,узрост,年齢
513,Schluss::N,канец,終わり
514,Zeit::N,час,時
515,Zeit::N,час,時間
516,Tag::N,дзень,日
517,Morgen::N,ранак,朝
518,Morgen::N,раніца,朝
519,Mittag::N,паўдня,昼
520,Mittag::N,поўдзень,昼
521,Abend::N,вечар,晩
522,Abend::N,вечар,夕方
523,Nacht::N,ноч,夜
524,Woche::N,тыдзень,週
525,Monat::N,месяц,月
526,Jahr::N,год,年
527,Frühling::N,вясна,春
528,Sommer::N,лета,夏
529,Herbst::N,восень,秋
530,Winter::N,зіма,冬
531,Januar::N,студзень,一月
532,Februar::N,люты,二月
533,März::N,сакавік,三月
534,April::N,красавік,四月
535,Mai::N,май,五月
536,Mai::N,травень,五月
537,Juni::N,чэрвень,六月
538,Juli::N,ліпень,七月
539,August::N,жнівень,八月
540,September::N,верасень,九月
541,Oktober::N,кастрычнік,十月
542,November::N,лістапад,十一月
543,Dezember::N,снежань,十二月
544,Montag::N,панядзелак,月曜日
545,Dienstag::N,аўторак,火曜日
546,Mittwoch::N,серада,水曜日
547,Donnerstag::N,чацвер,木曜日
548,Freitag::N,пятніца,金曜日
549,Samstag::N,субота,土曜日
550,Sonntag::N,нядзеля,日曜日
551,groß::A,вялікі,大きい
552,klein::A,маленькі,小さい
553,lang::A,доўгі,長い
554,kurz::A,кароткі,短い
555,breit::A,шырокі,広い
556,schmal::A,вузкі,狭い
557,dicht::A,густы,密な
558,dick[Gegenstand]::A,тоўсты,厚い
559,dünn::A,тонкі,薄い
560,fein::A,тонкі,細い
561,fest::A,моцны,硬い
562,flach::A,плоскі,平らな
563,glatt::A,гладкі,滑らかな
564,hart::A,цвёрды,堅い
565,weich::A,мяккі,柔らかい
566,rund::A,круглы,丸い
567,spitz::A,спічасты,尖った
568,spitz::A,востраканцовы,尖った
569,scharf::A,востры,鋭い
570,stumpf::A,тупы,鈍い
571,schwer::A,цяжкі,重い
572,schön::A,прыгожы,綺麗な
573,heiß::A,гарачы,熱い
574,warm::A,цёплы,温かい
575,kalt::A,холадны,寒い
576,kalt::A,холадны,冷たい
577,kühl::A,халаднаваты,涼しい
578,frisch::A,свежы,ひんやりした
579,feucht::A,вільготны,湿った
580,nass::A,мокры,濡れた
581,trocken::A,сухі,乾いた
582,voll::A,поўны,いっぱいの
583,leer::A,пусты,空の
584,offen::A,адкрыты,開いた
585,offen::A,адчынены,開いた
586,geschlossen::A,закрыты,閉まった
587,geschlossen::A,зачынены,閉まった
588,sauber::A,чысты,清潔な
589,schmutzig::A,брудны,汚い
590,roh::A,сыры,生の
591,reif::A,спелы,熟した
592,lecker::A,смачны,美味しい
593,süß::A,салодкі,甘い
594,bitter::A,горкі,苦い
595,sauer::A,кіслы,酸っぱい
596,hell::A,светлы,明るい
597,dunkel::A,цёмны,暗い
598,schwarz::A,чорны,黒い
599,weiß::A,белы,白い
600,rot::A,чырвоны,赤い
601,gelb::A,жоўты,黄色い
602,blau::A,сіні,青い
603,grün::A,зялёны,緑の
604,grau::A,шэры,灰色の
605,bunt::A,пяресты,色取り取りの
606,billig::A,танны,安い
607,teuer::A,дарагі,高い
608,wertvoll::A,цэнны,貴重な
609,wertvoll::A,каштоўны,貴重な
610,blind::A,сляпы,盲目の
611,taub::A,глухі,耳が聞こえない
612,kräftig::A,магутны,強力な
613,stark::A,сільны,強い
614,schwach::A,слабы,弱い
615,fett::A,тлусты,太った
616,schlank::A,стройны,ほっそりした
617,hübsch::A,чароўны,素敵な
618,böse::A,злы,悪い
619,dumm::A,дурны,馬鹿な
620,faul::A,лянівы,怠惰な
621,fleißig::A,руплівы,勤勉な
622,geizig::A,прагны,けちな
623,klug::A,разумны,賢い
624,klug::A,разумны,頭のいい
625,geschickt::A,умелы,器用な
626,lieb::A,мілы,愛らしい
627,lustig::A,вясёлы,楽しい
628,sanft::A,ласкавы,温和な
629,hungrig::A,галодны,空腹の
630,krank::A,хворы,病気の
631,nackt::A,голы,裸の
632,traurig::A,сумны,悲しい
633,lebendig::A,жывы,生きた
634,gut::A,добры,良い
635,schlecht::A,кепскі,悪い
636,schlecht::A,кепскі,駄目な
637,richtig::A,правільны,正しい
638,schlimm::A,агідны,ひどい
639,wahr::A,сапраўдны,本当の
640,alt::A,стары,古い
641,neu::A,новы,新しい
642,ehemalig::A,былы,以前の
643,alt[Lebewesen]::A,стары,年を取った
644,jung::A,малады,若い
645,arm::A,бедны,貧乏な
646,reich::A,багаты,裕福な
647,bekannt::A,знаёмы,有名な
648,berühmt::A,славуты,有名な
649,fremd::A,чужы,見知らぬ
650,verschieden::A,розны,色々な
651,nah::A,блізкі,近い
652,fern::A,далёкі,遠い
653,linker::A,левы,左の
654,rechter::A,правы,右の
655,anderer::A,іншы,別の
656,anderer::A,другі,別の
657,erster::A,першы,一番目
658,zweiter::A,другі,二番目
659,dritter::A,трэці,三番目
660,letzter::A,апошні,最後の
661,allein::ADV,сам,一人で
662,allein::ADV,адзін,一人で
663,auf einmal::ADV,адразу,同時に
664,zusammen::ADV,разам,一緒に
665,lange::ADV,доўга,長い間
666,plötzlich::ADV,раптам,急に
667,sofort::ADV,зараз,すぐに
668,später::ADV,пазней,後で
669,jetzt::ADV,цяпер,今
670,heute::ADV,сёння,今日
671,morgen::ADV,заўтра,明日
672,bald::ADV,хутка,間もなく
673,bald::ADV,неўзабаве,間もなく
674,dann::ADV,потым,それから
675,gestern::ADV,учора,昨日
676,einst::ADV,аднойчы,過去に
677,damals::ADV,тады,あの時
678,danach::ADV,затым,その後で
679,vorher::ADV,раней,以前に
680,zuerst::ADV,спярша,まず
681,zuerst::ADV,спярша,最初に
682,zuerst::ADV,спачатку,まず
683,zuerst::ADV,спачатку,最初に
684,einmal::ADV,адзін раз,一回
685,manchmal::ADV,часам,時々
686,oft::ADV,часта,よく
687,immer::ADV,заўсёды,いつも
688,niemals::ADV,ніколі,一度も...ない
689,hier::ADV,тут,こちら
690,hierhin::ADV,сюды,ここへ
691,hierhin::ADV,сюды,こちらへ
692,von hier::ADV,адсюль,ここから
693,von hier::ADV,адгэтуль,ここから
694,dort::ADV,там,そちら
695,dorthin::ADV,туды,そこへ
696,dorthin::ADV,туды,そちらへ
697,geradeaus::ADV,прама,真っ直ぐに
698,vorwärts::ADV,наперад,前へ
699,rückwärts::ADV,назад,後ろへ
700,zurück::ADV,назад,後ろへ
701,unten::ADV,унізе,下に
702,hinab::ADV,уніз,下へ
703,oben::ADV,угары,上に
704,oben::ADV,наверсе,上に
705,hinauf::ADV,угару,上へ
706,überall::ADV,усюды,どこでも
707,nicht::ADV,не,ない
708,ein wenig::ADV,трошкі,少し
709,ein wenig::ADV,трошкі,ちょっと
710,kaum::ADV,ледзьве,ほとんど～ない
711,sehr::ADV,вельмі,とても
712,so::ADV,так,こう
713,noch::ADV,яшчэ,まだ
714,nur::ADV,толькі,～だけ
715,schon::ADV,ужо,もう
716,wieder::ADV,зноў,再び
717,vergebens::ADV,дарма,無駄に
718,vergebens::ADV,дарэмна,無駄に
719,vor::PRP,перад,前に
720,hinter::PRP,за,後ろに
721,hinter::PRP,ззаду,後ろに
722,unter::PRP,пад,下に
723,durch::PRP,праз,通して
724,neben::PRP,каля,横に
725,zwischen::PRP,між,間に
726,zwischen::PRP,паміж,間に
727,wegen::PRP,з-за,為に
728,wegen::PRP,з-за,せいで
729,dies::PRN,гэта,これ
730,das::PRN,тое,それ
731,alles::PRN,усё,全部
732,ich::PRN,я,私
733,du::PRN,ты,あなた
734,er::PRN,ён,彼
735,wir::PRN,мы,私達
736,ihr::PRN,вы,あなた達
737,sie::PRN,яны,彼ら
738,was::FPRN,што,何
739,wer::FPRN,хто,誰
740,wer::FPRN,хто,どなた
741,wo::FADV,дзе,どこ
742,wo::FADV,дзе,どこに
743,wohin::FADV,куды,どこへ
744,wie::FADV,як,どう
745,warum::FADV,чаму,何故
746,warum::FADV,чаму,どうして
747,wieviel::FNUM,колькі,どのくらい
748,eins::NUM,адзін,一
749,zwei::NUM,два,二
750,zwei::NUM,два,二つ
751,drei::NUM,тры,三
752,drei::NUM,тры,三つ
753,vier::NUM,чатыры,四
754,vier::NUM,чатыры,四つ
755,fünf::NUM,пяць,五
756,fünf::NUM,пяць,五つ
757,sechs::NUM,шесць,六
758,sechs::NUM,шесць,六つ
759,sieben::NUM,сем,七
760,sieben::NUM,сем,七つ
761,acht::NUM,восем,八
762,acht::NUM,восем,八つ
763,neun::NUM,дзевяць,九
764,neun::NUM,дзевяць,九つ
765,zehn::NUM,дзесяць,十
766,elf::NUM,адзінаццаць,十一
767,zwölf::NUM,дванаццаць,十二
768,zwanzig::NUM,дваццаць,二十
769,dreißig::NUM,трыццаць,三十
770,vierzig::NUM,сорак,四十
771,fünfzig::NUM,пядзесят,五十
772,sechzig::NUM,шесдзесят,六十
773,siebzig::NUM,семдзесят,七十
774,achtzig::NUM,восемдзесят,八十
775,neunzig::NUM,дзевяноста,九十
776,hundert::NUM,сто,百
777,tausend::NUM,тысяча,千
778,und::CNJ,і,-と
779,und::CNJ,і,そして
780,und::CNJ,ды,-と
781,und::CNJ,ды,そして
782,oder::CNJ,або,或いは
783,stehen::V,стаяць,立っている
784,sitzen::V,сядзець,座っている
785,liegen::V,ляжаць,横になっている
786,hängen::V,вісець,掛かっている
787,werden::V,стаць,なる
788,werden::V,зрабіцца,なる
789,passieren::V,трапіцца,起こる
790,beginnen::V,пачацца,始まる
791,enden::V,кончыцца,終わる
792,wechseln::V,мяняцца,変わる
793,aufgehen[Sonne]::V,узысці,出る
794,untergehen[Sonne]::V,зайсці,沈む
795,scheinen[Sonne]::V,свяціць,輝く
796,donnern::V,грымець,雷が鳴る
797,wehen::V,дзьмуць,吹く
798,strömen::V,ліцца,流れる
799,fließen::V,цячы,流れる
800,sich drehen::V,круціцца,回転する
801,sich drehen::V,варочацца,回転する
802,schwanken::V,хістацца,揺れる
803,schwingen::V,гайдацца,振動する
804,schwingen::V,калыхацца,振動する
805,fallen::V,падаць,落ちる
806,brennen::V,гарэць,燃える
807,rauchen::V,дымець,煙を出す
808,regnen::V,дажджыць,雨が降る
809,gefrieren::V,замерзнуць,凍る
810,tauen::V,раставаць,溶ける
811,schmelzen::V,плавіцца,溶ける
812,trocknen::V,сохнуць,乾く
813,sieden::V,кіпець,沸く
814,faulen::V,гнісці,腐る
815,verfaulen::V,згнісці,朽ちる
816,reißen::V,ірвацца,切れる
817,versinken::V,тануць,沈む
818,vergehen::V,праходзіць,経つ
819,erscheinen::V,зʼявіцца,現れる
820,verschwinden::V,знікнуць,消える
821,sinken::V,спадаць,下がる
822,abnehmen::V,паменшыцца,減る
823,zunehmen::V,павялічвацца,増える
824,steigen::V,паднімацца,上がる
825,wachsen::V,расці,伸びる
826,glänzen::V,блішчаць,輝く
827,funkeln::V,бліскаць,ぴかぴか光る
828,lärmen::V,шумець,騒ぐ
829,läuten::V,званіць,鳴る
830,klingeln::V,званіць,鳴る
831,klirren::V,бразгаць,がらんがらんと鳴る
832,brausen::V,бушаваць,逆巻く
833,rauschen::V,шастаць,戦ぐ
834,klingen::V,гучаць,鳴る
835,bellen::V,брахаць,吠える
836,heulen::V,выць,きゃんきゃん鳴く
