,Concept_ID,cy,en
849,wachsen::V,tyfu,grow
850,glänzen::V,disgleirio,shine
851,funkeln::V,pefrio,sparkle
852,lärmen::V,cadw sŵn,be noisy
853,lärmen::V,gwneud twrw,be noisy
854,läuten::V,canu,chime
855,klingeln::V,canu,ring
856,klingeln::V,seinio,ring
857,klirren::V,tincian,tinkle
858,brausen::V,rhuo,roar
859,rauschen::V,siffrwd,rustle
860,rauschen::V,chwithrwd,rustle
861,klingen::V,seinio,sound
862,bellen::V,cyfarth,bark
863,heulen::V,udo,howl
864,heulen::V,oernadu,howl
865,blasen::V,chwythu,blow
866,pfeifen::V,chwibanu,whistle
867,schreien::V,gweiddi,shout
868,schreien::V,bloeddio,shout
869,stöhnen::V,griddfan,groan
870,zittern::V,crynu,tremble
871,leben::V,byw,be alive
872,geboren werden::V,cael eich geni,be born
873,atmen::V,anadlu,breathe
874,trinken::V,yfed,drink
875,essen::V,bwyta,eat
876,schlucken::V,llyncu,swallow
877,müde werden::V,blino,get tired
878,einschlafen::V,mynd i gysgu,fall asleep
879,einschlafen::V,syrthio i gysgu,fall asleep
880,schlafen::V,huno,sleep
881,schlafen::V,cysgu,sleep
882,aufwachen::V,dihuno,wake up
883,aufstehen::V,codi,get up
884,sich erholen::V,ymlacio,relax
885,sich erholen::V,dadflino,relax
886,krank werden::V,mynd yn sâl,fall ill
887,krank werden::V,mynd yn wael,fall ill
888,krank sein::V,gwaelu,be ill
889,schmerzen::V,brifo,ache
890,husten::V,pesychu,cough
891,genesen::V,gwella,recover
892,genesen::V,cael yn ôl,recover
893,sterben::V,marw,die
894,umkommen::V,trengi,perish
895,sich bewegen::V,symud,move
896,sich rühren::V,syflyd,budge
897,sich erheben::V,codi,stand up
898,sich setzen::V,eistedd,sit down
899,hinfallen::V,cwympo,tumble
900,laufen::V,cerdded,walk
901,schreiten::V,camu,pace
902,spazierengehen::V,mynd am dro,go for a walk
903,eilen::V,rhuthro,rush
904,sich beeilen::V,brysio,hurry
905,sausen::V,rhuthro,dash
906,rennen::V,rhedeg,run
907,springen::V,llamu,jump
908,springen::V,neidio,jump
909,klettern::V,dringo,climb
910,schaukeln::V,siglo,seesaw
911,kriechen::V,cropian,creep
912,schwimmen::V,nofio,swim
913,tauchen::V,plymio,dive
914,tauchen::V,ymsuddo,dive
915,rudern::V,rhwyfo,row
916,fahren::V,gyrru,drive
917,fahren::V,dreifio,drive
918,fliegen::V,hedfan,fly
919,gehen::V,mynd,go
920,weggehen::V,mynd,go away
921,weggehen::V,ymadael,go away
922,abfahren::V,ymadael,depart
923,anhalten::V,stopio,stop
924,hineingehen::V,mynd i mewn,go in
925,eintreten::V,mynd i,enter
926,kommen::V,dod,come
927,ankommen::V,cyrraedd,arrive
928,zurückkommen::V,dychwelyd,come back
929,bleiben::V,aros,stay
930,bleiben::V,sefyll,stay
931,warten::V,aros,wait
932,warten::V,disgwyl,wait
933,erwarten::V,disgwyl,wait for
934,suchen::V,chwilio am,seek
935,suchen::V,chwilio am,look for
936,finden::V,darganfod,find
937,versuchen::V,profi,try
938,versuchen::V,ceisio,try
939,vorbereiten::V,paratoi,prepare
940,lieben::V,caru,love
941,mögen::V,hoffi,like
942,lachen::V,chwerthin,laugh
943,rühren::V,cynhyrfu,move
944,weinen::V,wylo,weep
945,weinen::V,llefain,weep
946,schimpfen::V,grwgnach,grumble
947,sich ärgern::V,gofidio,be annoyed
948,sich fürchten::V,ofni,be afraid
949,fürchten::V,arswydo,be afraid of
950,fliehen::V,ffoi,flee
951,flüchten::V,dianc,escape
952,sehen::V,gweld,see
953,anschauen::V,syllu,look at
954,anschauen::V,edrych,look at
955,ansehen::V,gwylio,watch
956,hören::V,clywed,hear
957,zuhören::V,gwrando,listen
958,probieren::V,profi,taste
959,riechen::V,arogli,smell
960,fühlen::V,teimlo,feel
961,fühlen::V,clywed,feel
962,scheinen::V,ymddangos,seem
963,zu sehen sein::V,dod i'r golwg,show
964,vernehmen::V,clywed sôn am,hear
965,frieren::V,bod yn oer,be cold
966,tun::V,gwneud,do
967,können::V,gallu,can
968,wollen::V,bod mewn angen,want
969,anfangen::V,dechrau,start
970,beenden::V,darfod,finish
971,beenden::V,gorffen,finish
972,aufhören::V,peidio,stop
973,gelingen::V,llwyddo,succeed
974,geraten::V,diweddu,turn out
975,öffnen::V,agor,open
976,schließen::V,cau,close
977,stellen::V,gosod,put
978,setzen::V,gosod,place
979,legen::V,gosod,lay
980,berühren::V,cyffwrdd,touch
981,verbinden::V,cysylltu,connect
982,bedecken::V,gorchuddio,cover
983,aufhängen::V,crogi,hang up
984,aufhängen::V,hongian,hang up
985,anzünden::V,cynnau,light
986,aufheben::V,codi,pick up
987,zurücklassen::V,gadael,leave
988,verlieren::V,colli,lose
989,fallen lassen::V,gollwng,drop
990,machen::V,gwneud,make
991,herstellen::V,cynhyrchu,produce
992,bauen::V,adeiladu,build
993,reparieren::V,trwsio,mend
994,reparieren::V,atgyweirio,mend
995,verbessern::V,diwygio,improve
996,ändern::V,altro,alter
997,graben::V,palu,dig
998,graben::V,cloddio,dig
999,beugen::V,plygu,bow
1000,biegen::V,plygu,bend
1001,drehen::V,troelli,spin
1002,wenden::V,troi,turn
1003,umdrehen::V,troi,turn around
1004,heben::V,codi,raise
1005,hochheben::V,dyrchafu,lift
1006,ergreifen::V,gafael,seize
1007,halten::V,dal,hold
1008,drücken::V,pwyso,press
1009,drücken::V,gwasgu,press
1010,schieben::V,gwthio,push
1011,kratzen::V,crafu,scrape
1012,lecken::V,llyfu,lick
1013,beißen::V,cnoi,bite
1014,beißen::V,brathu,bite
1015,abreißen::V,tynnu ymaith,tear off
1016,abschneiden::V,torri,cut off
1017,binden::V,clymu,tie
1018,stecken::V,plannu,stick
1019,brechen::V,torri,break
1020,klopfen::V,taro,knock
1021,hauen::V,taro,hit
1022,kleben::V,gludio,glue
1023,reiben::V,rhwbio,rub
1024,streichen::V,taenu,spread
1025,schleifen::V,hogi,grind
1026,schneiden::V,torri,cut
1027,rütteln::V,ysgytio,jolt
1028,schütteln::V,siglo,shake
1029,schütteln::V,ysgwyd,shake
1030,schwenken::V,siglo,swing
1031,schütten::V,tywallt,pour
1032,füllen::V,llenwi,fill
1033,einwickeln::V,lapio,wrap
1034,tragen::V,cludo,carry
1035,schleppen::V,llusgo,drag
1036,ziehen::V,tynnu,pull
1037,aufbewahren::V,cadw,keep
1038,werfen::V,taflu,throw
1039,fangen::V,dal,catch
1040,packen::V,cipio,grab
1041,packen::V,crafangu,grab
1042,verstecken::V,celu,hide
1043,verstecken::V,cuddio,hide
1044,teilen::V,rhannu,divide
1045,schicken::V,anfon,send
1046,bringen::V,dod â,bring
1047,hinzufügen::V,chwanegu,add
1048,bekommen::V,cael,get
1049,erhalten::V,derbyn,receive
1050,nehmen::V,cymryd,take
1051,wählen::V,dewis,choose
1052,auswählen::V,dethol,select
1053,bewahren::V,cadw,preserve
1054,behindern::V,atal,hinder
1055,behindern::V,rhwystro,hinder
1056,verderben::V,difetha,spoil
1057,beschädigen::V,niweidio,damage
1058,zerbrechen::V,torri,break
1059,zerreißen::V,rhwygo,tear
1060,zerstören::V,dinistrio,destroy
1061,verbrennen::V,llosgi,burn
1062,geben::V,rhoi,give
1063,reichen::V,estyn,hand
1064,schenken::V,rhoddi,give
1065,versprechen::V,addo,promise
1066,wünschen::V,dymuno,wish
1067,loben::V,canmol,praise
1068,küssen::V,cusanu,kiss
1069,wiegen::V,siglo,rock
1070,zudecken::V,gorchuddio,cover
1071,wecken::V,deffro,wake
1072,zeigen::V,dangos,show
1073,führen::V,arwain,guide
1074,lehren::V,dysgu,teach
1075,unterrichten::V,hyfforddi,instruct
1076,aufziehen::V,dod i fyny,bring up
1077,leiten::V,arwain,lead
1078,antreiben::V,annog,urge
1079,lassen::V,gadael,let
1080,einladen::V,gwahodd,invite
1081,vereinigen::V,uno,unite
1082,vereinigen::V,cyfuno,unite
1083,besuchen::V,ymweld â,visit
1084,treffen::V,cwrdd,meet
1085,treffen::V,cyfarfod,meet
1086,sich versammeln::V,casglu,assemble
1087,sich versammeln::V,cynnull,assemble
1088,spielen::V,chwarae,play
1089,singen::V,canu,sing
1090,tanzen::V,dawnsio,dance
1091,sich trennen::V,ymwahanu,separate
1092,verlassen::V,gadael,leave
1093,retten::V,achub,rescue
1094,bewachen::V,gwarchod,guard
1095,schützen::V,noddi,protect
1096,verteidigen::V,amddiffyn,defend
1097,sich schlagen::V,ffraeo,brawl
1098,sich schlagen::V,terfysgu,brawl
1099,schießen::V,saethu,shoot
1100,siegen::V,ennill,win
1101,ärgern::V,cythruddo,annoy
1102,schlagen::V,curo,beat
1103,treten::V,cicio,kick
1104,stechen::V,pigo,sting
1105,stoßen::V,gwthio,shove
1106,stehlen::V,dwyn,steal
1107,stehlen::V,lladrata,steal
1108,stören::V,aflonyddu,disturb
1109,belästigen::V,trafferthu,bother
1110,verbergen::V,cuddio,conceal
1111,täuschen::V,twyllo,deceive
1112,betrügen::V,hocedu,cheat
1113,töten::V,lladd,kill
1114,wohnen::V,byw,dwell
1115,arbeiten::V,gweithio,work
1116,sammeln::V,casglu,gather
1117,pflücken::V,casglu,pick
1118,jagen::V,hela,hunt
1119,fischen::V,pysgota,fish
1120,fassen::V,dal,catch
1121,hüten::V,bugeilio,herd
1122,treiben::V,gyrru,drive
1123,anbinden::V,clymu,tie up
1124,füttern::V,porthi,feed
1125,melken::V,godro,milk
1126,hacken::V,torri,chop
1127,gießen::V,dyfrhau,water
1128,reifen::V,aeddfedu,ripen
1129,zubereiten::V,coginio,cook
1130,kochen::V,berwi,boil
1131,backen::V,pobi,bake
1132,backen::V,crasu,bake
1133,braten::V,ffrio,fry
1134,umrühren::V,cyffroi,stir
1135,stricken::V,gwau,knit
1136,nähen::V,gwnïo,sew
1137,färben::V,lliwio,dye
1138,reinigen::V,glanhau,clean
1139,waschen::V,golchi,wash
1140,abwischen::V,sychu,wipe
1141,spülen::V,streulio,rinse
1142,fegen::V,ysgubo,sweep
1143,kehren::V,ysgubo,sweep
1144,baden::V,cael bath,bath
1145,sich waschen::V,ymolchi,wash
1146,ausziehen::V,tynnu,take off
1147,anziehen::V,gwisgo,put on
1148,sich anziehen::V,ymwisgo,get dressed
1149,kämmen::V,cribo,comb
1150,schmücken::V,harddu,decorate
1151,schmücken::V,addurno,decorate
1152,sagen::V,dweud,say
1153,sprechen::V,llefaru,speak
1154,reden::V,siarad,talk
1155,sich unterhalten::V,sgwrsio,chat
1156,fragen::V,gofyn,ask
1157,bitten::V,gofyn am,request
1158,erzählen::V,dweud,tell
1159,mitteilen::V,cyfleu,convey
1160,nennen::V,enwi,name
1161,rufen::V,galw,call
1162,prahlen::V,brolio,brag
1163,prahlen::V,ymffrostio,brag
1164,übersetzen::V,cyfieithu,translate
1165,denken::V,meddwl,think
1166,glauben::V,credu,believe
1167,glauben::V,coelio,believe
1168,bemerken::V,sylwi,notice
1169,erkennen::V,adnabod,recognize
1170,begreifen::V,amgyffred,grasp
1171,verstehen::V,deall,understand
1172,lernen::V,dysgu,learn
1173,wissen::V,gwybod,know
1174,sich erinnern an::V,cofio,remember
1175,vergessen::V,anghofio,forget
1176,messen::V,mesur,measure
1177,zählen::V,cyfrif,count
1178,rechnen::V,cyfrifo,calculate
1179,lesen::V,darllen,read
1180,malen::V,peintio,paint
1181,zeichnen::V,tynnu,draw
1182,schreiben::V,ysgrifennu,write
1183,besitzen::V,meddu,own
1184,kaufen::V,prynu,buy
1185,verkaufen::V,gwerthu,sell
1186,bezahlen::V,talu am,pay for
1187,zahlen::V,talu,pay
1188,beherrschen::V,rheoli,rule
1189,beherrschen::V,llywodraethu,rule
1190,ertragen::V,dioddef,endure
