,Concept_ID,el,cs
136,Bucht::N,κόλπος,záliv
137,Bucht::N,κόλπος,zátoka
138,Insel::N,νησί,ostrov
139,Insel::N,νήσος,ostrov
140,Blume::N,άνθος,květina
141,Blume::N,λουλούδι,květina
142,Gras::N,χόρτο,tráva
143,Gras::N,χορτάρι,tráva
144,Wurzel::N,ρίζα,kořen
145,Baum::N,δέντρο,strom
146,Stamm::N,κορμός,kmen
147,Rinde::N,φλούδα,kůra
148,Ast::N,κλαδί,větev
149,Zweig::N,κλαδί,větev
150,Zweig::N,κλάδος,větev
151,Blatt::N,φύλλο,lupen
152,Birke::N,σημύδα,bříza
153,Kiefer[Baum]::N,πεύκο,sosna
154,Kiefer[Baum]::N,πεύκο,borovice
155,Weide[Baum]::N,ιτιά,vrba
156,Tanne::N,έλατο,jedle
157,Horn::N,κέρας,roh
158,Horn::N,κέρατο,roh
159,Feder::N,φτερό,pero
160,Fell::N,δέρμα,srst
161,Fell::N,τομάρι,srst
162,Flügel::N,πτερύγιο,křídlo
163,Klaue::N,κουλό,dráp
164,Klaue::N,κουλό,pazneht
165,Kralle::N,νύχι,dráp
166,Schwanz::N,ουρά,ocas
167,Ei::N,αβγό,vejce
168,Nest::N,φωλιά,hnízdo
169,Bau::N,φωλιά,nora
170,Tier::N,ζώο,zvíře
171,Herde::N,κοπάδι,stádo
172,Kuh::N,αγελάδα,kráva
173,Bulle::N,ταύρος,býk
174,Pferd::N,άλογο,kůň
175,Schaf::N,πρόβατο,ovce
176,Schwein::N,γουρούνι,vepř
177,Schwein::N,γουρούνι,prase
178,Hund::N,σκυλί,pes
179,Hund::N,σκύλος,pes
180,Katze::N,γάτα,kočka
181,Bär::N,άρκτος,medvěd
182,Bär::N,αρκούδα,medvěd
183,Eichhörnchen::N,βερβερίτσα,veverka
184,Elch::N,άλκη,los
185,Fuchs::N,αλεπού,liška
186,Hase::N,λαγός,zajíc
187,Maus::N,ποντικός,myš
188,Wolf::N,λύκος,vlk
189,Vogel::N,πουλί,pták
190,Schwarm::N,σμήνος,roj
191,Schwarm::N,σμήνος,hejno
192,Huhn::N,κότα,kuře
193,Huhn::N,κότα,slepice
194,Huhn::N,όρνιθα,kuře
195,Huhn::N,όρνιθα,slepice
196,Hahn::N,πετεινός,kohout
197,Gans::N,χήνα,husa
198,Adler::N,αετός,orel
199,Ente::N,πάπια,kachna
200,Eule::N,κουκουβάγια,sova
201,Kranich::N,γερανός,jeřáb
202,Krähe::N,καρακάξα,vrána
203,Kuckuck::N,κούκος,kukačka
204,Schwan::N,κύκνος,labuť
205,Fisch::N,ψάρι,ryba
206,Barsch::N,πέρκα,okoun
207,Hecht::N,λούτσος,štika
208,Schlange[Tier]::N,φίδι,had
209,Wurm::N,σκουλήκι,červ
210,Spinne::N,αράχνη,pavouk
211,Ameise::N,μυρμήγκι,mravenec
212,Laus::N,ψείρα,veš
213,Mücke::N,κουνούπι,komár
214,Fliege::N,μύγα,moucha
215,Schmetterling::N,πεταλούδα,motýl
216,Beere::N,ρόγα,bobule
217,Apfel::N,μήλο,jablko
218,Pilz::N,μανιτάρι,houba
219,Zwiebel::N,κρεμμύδι,cibule
220,Saat::N,σπόρος,osivo
221,Korn::N,σπυρί,zrno
222,Heu::N,σανός,seno
223,Schale::N,τσόφλι,slupka
224,Schale::N,τσόφλι,skořápka
225,Grube::N,λάκκος,jáma
226,Falle::N,παγίδα,past
227,Falle::N,παγίδα,léčka
228,Schlinge::N,θηλειά,smyčka
229,Spur::N,ίχνος,stopa
230,Asche::N,στάχτη,popel
231,Dreck::N,βρωμιά,špína
232,Eisen::N,σίδερο,železo
233,Gold::N,μάλαμα,zlato
234,Gold::N,χρυσάφι,zlato
235,Silber::N,ασήμι,stříbro
236,Silber::N,άργυρος,stříbro
237,Kohle::N,κάρβουνο,uhlí
238,Glas::N,γυαλί,sklo
239,Lehm::N,πηλός,jíl
240,Lehm::N,πηλός,hlína
241,Sand::N,άμμος,písek
242,Mensch::N,άνθρωπος,člověk
243,Mann::N,άνδρας,muž
244,Frau::N,γυναίκα,žena
245,Kind::N,παιδί,dítě
246,Junge::N,αγόρι,hoch
247,Junge::N,αγόρι,chlapec
248,Mädchen::N,κοπέλα,děvče
249,Mädchen::N,κορίτσι,děvče
250,Familie::N,οικογένεια,rodina
251,Großvater::N,παππούς,děd
252,Großvater::N,παππούς,dědeček
253,Großmutter::N,γιαγιά,babička
254,Eltern::N,γονείς,rodiče
255,Vater::N,πατέρας,otec
256,Mutter::N,μητέρα,matka
257,Sohn::N,γιος,syn
258,Tochter::N,κόρη,dcera
259,Bruder::N,αδελφός,bratr
260,Schwester::N,αδελφή,sestra
261,Onkel::N,θείος,strýc
262,Tante::N,θεία,teta
263,Ehemann::N,σύζυγος,choť
264,Ehemann::N,σύζυγος,manžel
265,Ehefrau::N,σύζυγος,choť
266,Ehefrau::N,σύζυγος,manželka
267,Freude::N,χαρά,radost
268,Gelächter::N,γέλια,smích
269,Glück::N,ευτυχία,štěstí
270,Kummer::N,έγνοια,žal
271,Kummer::N,έγνοια,trápení
272,Wunsch::N,επιθυμία,přání
273,Lust::N,όρεξη,chuť
274,Geist::N,πνέυμα,duch
275,Gedanke::N,σκέψη,myšlenka
276,Gedächtnis::N,μνήμη,paměť
277,Verstand::N,νους,rozum
278,Sinn::N,νόημα,smysl
279,Grund::N,λόγος,důvod
280,Wahrheit::N,αλήθεια,pravda
281,Gespräch::N,συνομιλία,rozhovor
282,Märchen::N,παραμύθι,pohádka
283,Erzählung::N,διήγημα,povídka
284,Nachricht::N,είδηση,zpráva
285,Neuigkeit::N,νέο,novina
286,Neuigkeit::N,νέο,novinka
287,Name::N,όνομα,jméno
288,Rätsel::N,αίνιγμα,hádanka
289,Rede::N,λόγος,řeč
290,Rede::N,λόγος,proslov
291,Rede::N,ομιλία,řeč
292,Rede::N,ομιλία,proslov
293,Sprache::N,γλώσσα,řeč
294,Sprache::N,γλώσσα,jazyk
295,Stimme::N,φωνή,hlas
296,Wort::N,λέξη,slovo
297,Zeichen::N,σημείο,znamení
298,Ruf::N,κραυγή,zavolání
299,Lärm::N,θόρυβος,hluk
300,Laut::N,ήχος,zvuk
301,Ton::N,ήχος,tón
302,Ton::N,τόνος,tón
303,Lied::N,τραγούδι,píseň
304,Ruhe::N,ησυχία,klid
305,Ruhe::N,ησυχία,pokoj
306,Leute::N,κόσμος,lidé
307,Leute::N,άνθρωποι,lidé
308,Volk::N,λαός,národ
309,Arbeit::N,εργασία,práce
310,Gast::N,επισκέπτης,host
311,Geschenk::N,δώρο,dar
312,Spiel::N,παιχνίδι,hra
313,Gesellschaft::N,κοινωνία,společnost
314,Hilfe::N,βοήθεια,pomoc
315,Freund::N,φίλος,přítel
316,Kamerad::N,σύντροφος,kamarád
317,Angelegenheit::N,υπόθεση,záležitost
318,Anzahl::N,αριθμός,počet
319,Art::N,είδος,druh
320,Stück::N,κομμάτι,kus
321,Stück::N,κομμάτι,kousek
322,Teil::N,μέρος,díl
323,Teil::N,μέρος,část
324,Hälfte::N,μισό,půl
325,Kreis::N,κύκλος,kruh
326,Kreuz::N,σταυρός,kříž
327,Linie::N,γραμμή,linka
328,Strich::N,γραμμή,čára
329,Strich::N,γραμμή,čárka
330,Abstand::N,απόσταση,vzdálenost
331,Entfernung::N,απόσταση,vzdálenost
332,Gegend::N,περιοχή,krajina
333,Gegend::N,τοποθεσία,krajina
334,Platz::N,χώρος,prostor
335,Ort::N,τόπος,místo
336,Seite::N,πλευρά,strana
337,Mitte::N,μέση,střed
338,Mitte::N,μέση,prostředek
339,Gegenstand::N,αντικείμενο,předmět
340,Sache::N,πράγμα,věc
341,Rand::N,άκρη,kraj
342,Rand::N,άκρη,okraj
343,Rand::N,χείλος,kraj
344,Rand::N,χείλος,okraj
345,Kante::N,άκρη,hrana
346,Ecke::N,γωνιά,roh
347,Spitze::N,μύτη,hrot
348,Spitze::N,μύτη,špička
349,Ende::N,άκρη,konec
350,Loch::N,τρύπα,díra
351,Winkel::N,γωνία,kout
352,Muster::N,σχέδιο,vzor
353,Größe::N,μέγεθος,velikost
354,Länge::N,μήκος,délka
355,Höhe::N,ύψος,výška
356,Gewicht::N,βάρος,váha
357,Menge::N,ποσότητα,množství
358,Haufen::N,σωρός,kupa
359,Haufen::N,σωρός,hromada
360,Reihe::N,αράδα,řada
361,Reihe::N,αράδα,řádek
362,Boot::N,βάρκα,člun
363,Ruder::N,κουπί,veslo
364,Schlitten::N,έλκηθρο,sáně
365,Ski::N,σκι,lyže
366,Lagerfeuer::N,φωτιά,táborák
367,Last::N,φορτίο,náklad
368,Last::N,φορτίο,břemeno
369,Gang::N,δρόμος,chůze
370,Gang::N,δρόμος,chodba
371,Schritt::N,βήμα,krok
372,Norden::N,βορράς,sever
373,Süden::N,νότος,jih
374,Westen::N,δύση,západ
375,Osten::N,ανατολή,východ
376,Holz::N,ξύλο,dřevo
377,Brett::N,σανίδι,prkno
378,Platte::N,πλάκα,deska
379,Stütze::N,στήριγμα,opěra
380,Stange::N,ραβδί,tyč
381,Stange::N,ραβδί,tyčka
382,Stange::N,κοντός,tyč
383,Stange::N,κοντός,tyčka
384,Stock::N,ξύλο,hůlka
385,Stock::N,μπαστούνι,hůlka
386,Stab::N,ραβδί,hůl
387,Rohr::N,σωλήνας,trubka
388,Haus::N,σπίτι,dům
389,Heim::N,σπίτι,domov
390,Ofen::N,σόμπα,kamna
391,Ofen::N,θερμάστρα,kamna
392,Fußboden::N,πάτωμα,podlaha
393,Tisch::N,τραπέζι,stůl
394,Stuhl::N,καρέκλα,židle
395,Wiege::N,κούνια,kolébka
396,Bett::N,κρεβάτι,postel
397,Regal::N,ράφι,regál
398,Regal::N,ράφι,police
399,Kiste::N,κιβώτιο,bedna
400,Fenster::N,παράθυρο,okno
401,Tür::N,πόρτα,dveře
402,Tor::N,πύλη,vrata
403,Zaun::N,φράχτης,plot
404,Dach::N,στέγη,střecha
405,Leiter::N,σκάλα,žebřík
406,Leiter::N,κλίμακα,žebřík
407,Besen::N,σκούπα,koště
408,Besen::N,σκούπα,smeták
409,Spaten::N,φτυάρι,rýč
410,Schaufel::N,φτυάρι,lopata
411,Gabel::N,πιρούνι,vidlička
412,Löffel::N,κουτάλι,lžíce
413,Messer::N,μαχαίρι,nůž
414,Nagel::N,καρφί,hřebík
415,Netz::N,δίχτυ,síť
416,Haken::N,γάντζος,hák
417,Haken::N,αγκίστρι,hák
418,Griff::N,λαβή,držadlo
419,Schloss::N,κλειδαριά,zámek
420,Bild::N,εικόνα,obraz
421,Figur::N,ανάστημα,figura
422,Puppe::N,κούκλα,panenka
423,Beutel::N,πουγγί,pytlík
424,Bündel::N,δεμάτι,svazek
425,Tasche::N,τσάντα,taška
426,Tasche::N,τσάντα,brašna
427,Eimer::N,κουβάς,kýbl
428,Eimer::N,κουβάς,vědro
429,Deckel::N,καπάκι,víko
430,Deckel::N,καπάκι,příklop
431,Geschirr::N,σκεύη,nádobí
432,Sack::N,σάκος,pytel
433,Tasse::N,φλιτζάνι,šálek
434,Topf::N,χύτρα,hrnec
435,Kessel::N,καζάνι,kotel
436,Essen::N,φαγητό,jídlo
437,Nahrung::N,τροφή,strava
438,Nahrung::N,τροφή,potrava
439,Speise::N,φαγητό,jídlo
440,Fleisch::N,κρέας,maso
441,Getreide::N,σιτάρι,obilí
442,Brei::N,χυλός,kaše
443,Brot::N,ψωμί,chléb
444,Brot::N,άρτος,chléb
445,Scheibe::N,φέτα,krajíc
446,Fett::N,πάχος,tuk
447,Fett::N,πάχος,omastek
448,Butter::N,βούτυρο,máslo
449,Öl::N,λάδι,olej
450,Salz::N,αλάτι,sůl
451,Suppe::N,σούπα,polévka
452,Honig::N,μέλι,med
453,Milch::N,γάλα,mléko
454,Tee::N,τσάι,čaj
455,Leder::N,πετσί,kůže
456,Wolle::N,μαλλί,vlna
457,Stoff::N,ύφασμα,látka
458,Nadel::N,βελόνα,jehla
459,Faden::N,κλωστή,nit
460,Knopf::N,κουμπί,knoflík
461,Knoten::N,κόμπος,uzel
462,Farbe::N,μπογιά,barva
463,Kleidung::N,ρούχα,šaty
464,Kleidung::N,ρούχα,šatstvo
465,Kleidung::N,ενδυμασία,šaty
466,Kleidung::N,ενδυμασία,šatstvo
467,Hemd::N,πουκάμισο,košile
468,Kragen::N,κολάρο,límec
469,Ärmel::N,μανίκι,rukáv
470,Hose::N,πανταλόνι,kalhoty
471,Gürtel::N,ζώνη,pás
472,Gürtel::N,ζώνη,opasek
473,Mütze::N,σκούφος,čepice
474,Schuh::N,παπούτσι,bota
475,Stiefel::N,μπότα,holínka
476,Ring::N,δαχτυλίδι,prsten
477,Band::N,κορδέλα,pásek
478,Kamm::N,χτένα,hřeben
479,Spiegel::N,καθρέφτης,zrcadlo
480,Riemen::N,λουρί,řemen
481,Schnur::N,κορδόνι,šňůra
482,Leine::N,σχοινί,vodítko
483,Decke::N,κουβέρτα,pokrývka
484,Decke::N,κουβέρτα,přikrývka
485,Kissen::N,μαξιλάρι,polštář
486,Tuch::N,πανί,šátek
487,Tuch::N,μαντήλι,šátek
488,Handtuch::N,πετσέτα,ručník
489,Kraft::N,δύναμη,síla
490,Stärke::N,ισχύς,síla
491,Stärke::N,δύναμη,síla
492,Gesundheit::N,υγεία,zdraví
493,Krankheit::N,αρρώστια,nemoc
494,Krankheit::N,αρρώστια,choroba
495,Schmerz::N,πόνος,bolest
496,Wunde::N,πληγή,rána
497,Fieber::N,πυρετός,horečka
498,Arznei::N,φάρμακο,lék
499,Brücke::N,γέφυρα,most
500,Brunnen::N,πηγάδι,studna
501,Weide::N,βοσκή,pastva
502,Weide::N,βοσκή,pastvina
503,Pfad::N,μονοπάτι,pěšina
504,Weg::N,δρόμος,cesta
505,Straße::N,οδός,silnice
506,Straße::N,δρόμος,silnice
507,Dorf::N,χωριό,vesnice
508,Stadt::N,πόλη,město
509,Brief::N,γράμμα,dopis
510,Brief::N,επιστολή,dopis
511,Buch::N,βιβλίο,kniha
512,Buchstabe::N,γράμμα,písmeno
513,Zeitung::N,εφημερίδα,noviny
514,Leben::N,ζωή,život
515,Leben::N,βίος,život
516,Tod::N,θάνατος,smrt
517,Grab::N,τάφος,hrob
518,Kirche::N,εκκλησία,kostel
519,Sünde::N,αμαρτία,hřích
520,Gott::N,θεός,bůh
521,Arbeiter::N,εργάτης,dělník
522,Arbeiter::N,εργάτης,pracovník
523,Chef::N,προϊστάμενος,šéf
524,Chef::N,προϊστάμενος,vedoucí
525,Meister::N,μάστορας,mistr
526,Meister::N,αρχιτεχνίτης,mistr
527,Arzt::N,γιατρός,lékař
528,Lehrer::N,δάσκαλος,učitel
529,Geld::N,λεφτά,peníze
530,Geld::N,χρήματα,peníze
531,Geschäft::N,συναλλαγή,obchod
532,Laden::N,μαγαζί,krám
533,Laden::N,κατάστημα,krám
534,Preis::N,τιμή,cena
535,Ware::N,εμπόρευμα,zboží
536,Nutzen::N,όφελος,užitek
537,Reichtum::N,πλούτος,bohatství
538,Welt::N,κόσμος,svět
539,Land::N,χώρα,země
540,Staat::N,κράτος,stát
541,Staat::N,πολιτεία,stát
542,König::N,βασιλιάς,král
543,Macht::N,εξουσία,moc
544,Macht::N,εξουσία,mocnost
545,Grenze::N,σύνορα,hranice
546,Krieg::N,πόλεμος,válka
547,Feind::N,εχθρός,nepřítel
548,Gewalt::N,βία,násilí
549,Kampf::N,αγώνας,boj
550,Bogen[Waffe]::N,τόξο,luk
551,Pfeil::N,σαΐτα,šíp
552,Gewehr::N,τουφέκι,puška
553,Gewehr::N,τουφέκι,ručnice
554,Fehler::N,λάθος,chyba
555,Fehler::N,σφάλμα,chyba
556,Lüge::N,ψέμα,lež
557,Lüge::N,ψεύδος,lež
558,Schaden::N,ζημία,škoda
559,Unglück::N,δυστυχία,neštěstí
560,Schuld::N,ενοχή,vina
561,Schuld::N,φταίξιμο,vina
562,Alter::N,ηλικία,věk
563,Schluss::N,τέλος,konec
564,Zeit::N,χρόνος,čas
565,Tag::N,μέρα,den
566,Tag::N,ημέρα,den
567,Morgen::N,πρωί,ráno
568,Morgen::N,πρωί,jitro
569,Mittag::N,μεσημέρι,poledne
570,Abend::N,βράδυ,večer
571,Nacht::N,νύχτα,noc
572,Woche::N,εβδομάδα,týden
573,Monat::N,μήνας,měsíc
574,Jahr::N,έτος,rok
575,Jahr::N,χρόνος,rok
576,Frühling::N,άνοιξη,jaro
577,Sommer::N,καλοκαίρι,léto
578,Herbst::N,φθινόπωρο,podzim
579,Winter::N,χειμώνας,zima
580,Januar::N,Ιανουάριος,leden
581,Februar::N,Φεβρουάριος,únor
582,März::N,Μάρτιος,březen
583,April::N,Απρίλιος,duben
584,Mai::N,Μάιος,květen
585,Juni::N,Ιούνιος,červen
586,Juli::N,Ιούλιος,červenec
587,August::N,Αύγουστος,srpen
588,September::N,Σεπτέμβριος,září
589,Oktober::N,Οκτώβριος,říjen
590,November::N,Νοέμβριος,listopad
591,Dezember::N,Δεκέμβριος,prosinec
592,Montag::N,Δευτέρα,pondělí
593,Montag::N,Δευτέρα,pondělek
594,Dienstag::N,Τρίτη,úterý
595,Mittwoch::N,Τετάρτη,středa
596,Donnerstag::N,Πέμπτη,čtvrtek
597,Freitag::N,Παρασκευή,pátek
598,Samstag::N,Σάββατο,sobota
599,Sonntag::N,Κυριακή,neděle
600,groß::A,μεγάλος,velký
601,klein::A,μικρός,malý
602,lang::A,μακρύς,dlouhý
603,kurz::A,κοντός,krátký
604,breit::A,φαρδύς,široký
605,schmal::A,στενός,úzký
606,dicht::A,πυκνός,hustý
607,dick[Gegenstand]::A,παχύς,tlustý
608,dick[Gegenstand]::A,χοντρός,tlustý
609,dünn::A,ψιλός,tenký
610,dünn::A,λεπτός,tenký
611,fein::A,ψιλός,jemný
612,fest::A,στερεός,pevný
613,flach::A,επίπεδος,plochý
614,flach::A,επίπεδος,placatý
615,glatt::A,λείος,hladký
616,glatt::A,ομαλός,hladký
617,hart::A,σκληρός,tvrdý
618,weich::A,μαλακός,měkký
619,rund::A,στρογγυλός,kulatý
620,rund::A,στρογγυλός,okrouhlý
621,spitz::A,μυτερός,špičatý
622,scharf::A,κοφτερός,ostrý
623,stumpf::A,αμβλύς,tupý
624,schwer::A,βαρύς,těžký
625,schön::A,ωραίος,pěkný
626,schön::A,ωραίος,krásný
627,schön::A,όμορφος,pěkný
628,schön::A,όμορφος,krásný
629,heiß::A,ζεστός,horký
630,warm::A,θερμός,teplý
631,kalt::A,κρύος,studený
632,kalt::A,ψυχρός,studený
633,kühl::A,δροσερός,chladný
634,frisch::A,νωπός,svěží
635,frisch::A,φρέσκος,svěží
636,feucht::A,υγρός,vlhký
637,nass::A,βρεγμένος,mokrý
638,trocken::A,ξηρός,suchý
639,trocken::A,στεγνός,suchý
640,voll::A,γεμάτος,plný
641,leer::A,άδειος,prázdný
642,offen::A,ανοιχτός,otevřený
643,geschlossen::A,κλειστός,zavřený
644,sauber::A,καθαρός,čistý
645,schmutzig::A,βρώμικος,špinavý
646,schmutzig::A,λερωμένος,špinavý
647,roh::A,ωμός,syrový
648,reif::A,ώριμος,zralý
649,lecker::A,νόστιμος,chutný
650,süß::A,γλυκός,sladký
651,bitter::A,πικρός,hořký
652,sauer::A,ξινός,kyselý
653,hell::A,φωτεινός,světlý
654,dunkel::A,σκοτεινός,temný
655,schwarz::A,μαύρος,černý
656,schwarz::A,μελανός,černý
657,weiß::A,άσπρος,bílý
658,rot::A,κόκκινος,rudý
659,rot::A,κόκκινος,červený
660,gelb::A,κίτρινος,žlutý
661,blau::A,μπλε,modrý
662,blau::A,γαλανός,modrý
663,grün::A,πράσινος,zelený
664,grau::A,γκρίζος,šedý
665,grau::A,γκρίζος,šedivý
666,bunt::A,ποικιλόχρωπος,pestrý
667,billig::A,φτηνός,levný
668,billig::A,φτηνός,laciný
669,teuer::A,ακριβός,drahý
670,wertvoll::A,πολύτιμος,cenný
671,blind::A,τυφλός,slepý
672,taub::A,κουφός,hluchý
673,kräftig::A,δυνατός,silný
674,stark::A,γερός,silný
675,schwach::A,αδύνατος,slabý
676,fett::A,παχύς,tučný
677,fett::A,παχύς,tlustý
678,schlank::A,λεπτός,štíhlý
679,schlank::A,λυγερός,štíhlý
680,hübsch::A,όμορφος,hezký
681,hübsch::A,χαριτωμένος,hezký
682,böse::A,κακός,zlý
683,dumm::A,κουτός,hloupý
684,dumm::A,ανόητος,hloupý
685,faul::A,τεμπέλης,líný
686,fleißig::A,εργατικός,pilný
687,geizig::A,τσιγγούνης,lakomý
688,klug::A,έξυπνος,chytrý
689,geschickt::A,επιδέξιος,šikovný
690,lieb::A,φίλος,milý
691,lieb::A,αγαπητός,milý
692,lustig::A,εύθυμος,veselý
693,lustig::A,χαρούμενος,veselý
694,sanft::A,ήπιος,mírný
695,hungrig::A,πεινασμένος,hladový
696,krank::A,άρρωστος,nemocný
697,nackt::A,γυμνός,nahý
698,traurig::A,λυπημένος,smutný
699,traurig::A,λυπημένος,truchlivý
700,lebendig::A,ζωντανός,živý
701,gut::A,καλός,dobrý
702,schlecht::A,κακός,špatný
703,richtig::A,σωστός,pravý
704,richtig::A,σωστός,správný
705,schlimm::A,άσχημος,zlý
706,wahr::A,αληθής,pravdivý
707,wahr::A,αληθινός,pravdivý
708,alt::A,παλιός,starý
709,neu::A,νέος,nový
710,neu::A,καινούργιος,nový
711,ehemalig::A,παλιός,bývalý
712,alt[Lebewesen]::A,γέρος,starý
713,jung::A,νέος,mladý
714,arm::A,φτωχός,chudý
715,reich::A,πλούσιος,bohatý
716,bekannt::A,γνωστός,známý
717,berühmt::A,περίφημος,slavný
718,berühmt::A,ξακουσμένος,slavný
719,fremd::A,ξένος,cizí
720,verschieden::A,διαφορετικός,různý
721,verschieden::A,διαφορετικός,rozličný
722,nah::A,κοντινός,blízký
723,fern::A,μακριά,daleký
724,linker::A,αριστερός,levý
725,rechter::A,δεξιός,pravý
726,anderer::A,άλλος,jiný
727,erster::A,πρώτος,první
728,zweiter::A,δεύτερος,druhý
729,dritter::A,τρίτος,třetí
730,letzter::A,τελευταίος,poslední
731,allein::ADV,μόνος,sám
732,auf einmal::ADV,εφάπαξ,najednou
733,zusammen::ADV,μαζί,spolu
734,zusammen::ADV,μαζί,dohromady
735,lange::ADV,πολύν καιρό,dlouho
736,plötzlich::ADV,έξαφνα,vtom
737,plötzlich::ADV,έξαφνα,náhle
738,sofort::ADV,αμέσως,hned
739,sofort::ADV,αμέσως,ihned
740,später::ADV,αργότερα,později
741,jetzt::ADV,τώρα,teď
742,jetzt::ADV,τώρα,nyní
743,heute::ADV,σήμερα,dnes
744,heute::ADV,σήμερα,dneska
