,Concept_ID,be,bg
190,Kranich::N,жораў,жерав
191,Kranich::N,журавель,жерав
192,Krähe::N,варона,врана
193,Kuckuck::N,зязюля,кукувица
194,Schwan::N,лебедзь,лебед
195,Fisch::N,рыба,риба
196,Barsch::N,акунь,костур
197,Hecht::N,шчупак,щука
198,Schlange[Tier]::N,змяя,змия
199,Wurm::N,чарвяк,червей
200,Spinne::N,павук,паяк
201,Ameise::N,мурашка,мравка
202,Laus::N,вош,въшка
203,Mücke::N,камар,комар
204,Fliege::N,муха,муха
205,Schmetterling::N,матыль,пеперуда
206,Beere::N,ягада,плод
207,Apfel::N,яблык,ябълка
208,Pilz::N,грыб,гъба
209,Zwiebel::N,цыбуля,лук
210,Zwiebel::N,цыбуля,кромид
211,Saat::N,семя,семе
212,Korn::N,зерне,зърно
213,Heu::N,сена,сено
214,Schale::N,шалупінне,кора
215,Grube::N,яма,яма
216,Grube::N,яма,дупка
217,Falle::N,пастка,примка
218,Schlinge::N,сіло,клуп
219,Spur::N,след,диря
220,Spur::N,след,следа
221,Asche::N,попел,пепел
222,Dreck::N,бруд,кал
223,Eisen::N,жалеза,желязо
224,Gold::N,золата,злато
225,Silber::N,сребра,сребро
226,Kohle::N,вугаль,въглища
227,Glas::N,шкло,стъкло
228,Lehm::N,гліна,глина
229,Sand::N,пясок,пясък
230,Mensch::N,чалавек,човек
231,Mann::N,мужчына,мъж
232,Frau::N,жанчына,жена
233,Kind::N,дзіця,дете
234,Junge::N,хлопчык,момче
235,Mädchen::N,дзяўчынка,момиче
236,Familie::N,сямʼя,фамилия
237,Familie::N,сямʼя,семейство
238,Großvater::N,дзядуля,дядо
239,Großmutter::N,бабуля,баба
240,Eltern::N,бацькі,родители
241,Vater::N,бацька,баща
242,Mutter::N,маці,майка
243,Sohn::N,сын,син
244,Tochter::N,дачка,дъщеря
245,Bruder::N,брат,брат
246,Schwester::N,сястра,сестра
247,Onkel::N,дзядзька,чичо
248,Onkel::N,дзядзька,вуйчо
249,Tante::N,цётка,леля
250,Ehemann::N,муж,съпруг
251,Ehefrau::N,жонка,съпруга
252,Freude::N,радасць,радост
253,Gelächter::N,смех,смях
254,Glück::N,шчасце,щастие
255,Kummer::N,гора,тъга
256,Wunsch::N,жаданне,желание
257,Lust::N,цяга,желание
258,Geist::N,дух,дух
259,Gedanke::N,думка,мисъл
260,Gedächtnis::N,памяць,памет
261,Verstand::N,розум,ум
262,Verstand::N,розум,разум
263,Sinn::N,сэнс,смисъл
264,Grund::N,зачэпка,причина
265,Wahrheit::N,праўда,правда
266,Gespräch::N,размова,разговор
267,Märchen::N,казка,приказка
268,Erzählung::N,расказ,разказ
269,Erzählung::N,апавяданне,разказ
270,Nachricht::N,вестка,вест
271,Nachricht::N,вестка,известие
272,Nachricht::N,паведамленне,вест
273,Nachricht::N,паведамленне,известие
274,Neuigkeit::N,навіна,новина
275,Name::N,імя,име
276,Rätsel::N,загадка,гатанка
277,Rede::N,прамова,реч
278,Rede::N,прамова,слово
279,Sprache::N,мова,език
280,Stimme::N,голас,глас
281,Wort::N,слова,дума
282,Zeichen::N,знак,знак
283,Ruf::N,кліч,зов
284,Lärm::N,шум,шум
285,Lärm::N,шум,глъчка
286,Laut::N,гук,звук
287,Ton::N,гучанне,тон
288,Lied::N,песня,песен
289,Ruhe::N,спакой,тишина
290,Ruhe::N,спакой,спокойствие
291,Leute::N,людзі,хора
292,Volk::N,народ,народ
293,Arbeit::N,праца,труд
294,Arbeit::N,праца,работа
295,Arbeit::N,работа,труд
296,Arbeit::N,работа,работа
297,Gast::N,госць,гост
298,Geschenk::N,падарунак,дар
299,Geschenk::N,падарунак,подарък
300,Spiel::N,гульня,игра
301,Gesellschaft::N,таварыства,общество
302,Hilfe::N,дапамога,помощ
303,Freund::N,друг,приятел
304,Freund::N,сябар,приятел
305,Kamerad::N,прыяцель,другар
306,Angelegenheit::N,справа,работа
307,Anzahl::N,колькасць,брой
308,Anzahl::N,колькасць,количество
309,Art::N,від,вид
310,Stück::N,кусок,къс
311,Stück::N,кусок,парче
312,Stück::N,кавалак,къс
313,Stück::N,кавалак,парче
314,Teil::N,частка,дял
315,Teil::N,частка,част
316,Hälfte::N,палова,половина
317,Hälfte::N,палавіна,половина
318,Kreis::N,круг,кръг
319,Kreuz::N,крыж,кръст
320,Linie::N,лінія,черта
321,Strich::N,рыса,щрих
322,Strich::N,рыса,черта
323,Abstand::N,прамежак,дистанция
324,Abstand::N,прамежак,разстояние
325,Entfernung::N,адлегласць,разстояние
326,Gegend::N,мясцовасць,местност
327,Platz::N,месца,място
328,Ort::N,месца,място
329,Seite::N,бок,страна
330,Mitte::N,сярэдзіна,среда
331,Gegenstand::N,прадмет,предмет
332,Sache::N,рэч,вещ
333,Rand::N,край,ръб
334,Kante::N,руб,ръб
335,Kante::N,руб,кант
336,Kante::N,кант,ръб
337,Kante::N,кант,кант
338,Ecke::N,вугал,ъгъл
339,Spitze::N,кончык,връх
340,Spitze::N,кончык,острие
341,Ende::N,канец,край
342,Loch::N,дзірка,дупка
343,Winkel::N,вугал,кът
344,Winkel::N,вугал,ъгъл
345,Muster::N,узор,десен
346,Muster::N,узор,образец
347,Größe::N,памер,големина
348,Länge::N,даўжыня,дължина
349,Höhe::N,вышыня,висота
350,Höhe::N,вышыня,височина
351,Gewicht::N,вага,тегло
352,Gewicht::N,вага,тежест
353,Menge::N,колькасць,количество
354,Haufen::N,куча,куп
355,Haufen::N,куча,грамада
356,Reihe::N,рад,ред
357,Reihe::N,рад,редица
358,Boot::N,лодка,лодка
359,Ruder::N,вясло,весло
360,Ruder::N,вясло,гребло
361,Schlitten::N,сані,шейна
362,Ski::N,лыжа,ски
363,Lagerfeuer::N,вогнішча,огнище
364,Last::N,цяжар,товар
365,Gang::N,ход,ход
366,Gang::N,ход,вървеж
367,Schritt::N,шаг,стъпка
368,Schritt::N,крок,стъпка
369,Norden::N,поўнач,север
370,Süden::N,поўдзень,юг
371,Westen::N,захад,запад
372,Osten::N,усход,изток
373,Holz::N,дрэва,дърво
374,Holz::N,драўніна,дърво
375,Brett::N,дошка,дъска
376,Platte::N,пліта,
377,Stütze::N,падпорка,
378,Stange::N,жэрдка,прът
379,Stange::N,жэрдка,върлина
380,Stock::N,палка,прът
381,Stock::N,палка,тояга
382,Stab::N,шост,прът
383,Rohr::N,труба,цев
384,Rohr::N,труба,тръба
385,Haus::N,дом,къща
386,Heim::N,дом,дом
387,Heim::N,хата,дом
388,Ofen::N,печ,печка
389,Fußboden::N,падлога,под
390,Tisch::N,стол,маса
391,Stuhl::N,стул,стол
392,Stuhl::N,крэсла,стол
393,Wiege::N,калыска,люлка
394,Bett::N,ложак,легло
395,Bett::N,ложак,креват
396,Bett::N,пасцель,легло
397,Bett::N,пасцель,креват
398,Regal::N,паліца,рафт
399,Regal::N,паліца,етажерка
400,Kiste::N,скрынка,кутия
401,Kiste::N,скрынка,сандък
402,Fenster::N,акно,прозорец
403,Tür::N,дзверы,врата
404,Tor::N,вароты,врата
405,Zaun::N,агароджа,ограда
406,Dach::N,дах,покрив
407,Leiter::N,лесвіца,стълба
408,Besen::N,мятла,метла
409,Spaten::N,лапата,лопата
410,Spaten::N,жалязняк,лопата
411,Schaufel::N,шуфлік,лопата
412,Schaufel::N,лапатка,лопата
413,Gabel::N,відэлец,вилица
414,Löffel::N,лыжка,лъжица
415,Messer::N,нож,нож
416,Nagel::N,цвік,гвоздей
417,Netz::N,сетка,мрежа
418,Haken::N,крук,кука
419,Haken::N,крук,закачалка
420,Griff::N,ручка,ръчка
421,Griff::N,ручка,дръжка
422,Schloss::N,замок,брава
423,Schloss::N,замок,ключалка
424,Bild::N,карціна,картина
425,Figur::N,фігура,фигура
426,Puppe::N,лялька,кукла
427,Beutel::N,мяшок,кесия
428,Bündel::N,вязка,връзка
429,Tasche::N,торба,чанта
430,Eimer::N,вядро,кофа
431,Deckel::N,накрыўка,капак
432,Deckel::N,накрыўка,похлупак
433,Geschirr::N,пасуда,съдове
434,Sack::N,мех,чувал
435,Tasse::N,кубак,чаша
436,Topf::N,каструля,гърне
437,Topf::N,каструля,тенджера
438,Kessel::N,кацёл,котел
439,Essen::N,ежа,ядене
440,Nahrung::N,харч,храна
441,Speise::N,страва,ястие
442,Fleisch::N,мяса,месо
443,Getreide::N,збожжа,зърнено храни
444,Brei::N,каша,каша
445,Brot::N,хлеб,хляб
446,Scheibe::N,луста,резен
447,Scheibe::N,скібка,резен
448,Fett::N,тлушч,мазнина
449,Butter::N,масла,масло
450,Öl::N,алей,олио
451,Öl::N,алей,оливия
452,Salz::N,соль,сол
453,Suppe::N,суп,супа
454,Honig::N,мёд,мед
455,Milch::N,малако,мляко
456,Tee::N,чай,чай
457,Tee::N,гарбата,чай
458,Leder::N,скура,кожа
459,Wolle::N,воўна,вълна
460,Stoff::N,тканіна,плат
461,Stoff::N,тканіна,материал
462,Nadel::N,іголка,игла
463,Faden::N,нітка,конец
464,Knopf::N,гузік,копче
465,Knoten::N,вузел,възел
466,Farbe::N,фарба,боя
467,Kleidung::N,адзенне,дрехи
468,Kleidung::N,адзенне,облекло
469,Hemd::N,кашуля,риза
470,Kragen::N,каўнер,яка
471,Ärmel::N,рукаў,ръкав
472,Hose::N,штаны,панталони
473,Gürtel::N,пояс,пояс
474,Gürtel::N,пояс,колан
475,Mütze::N,шапка,каскет
476,Mütze::N,шапка,фуражка
477,Schuh::N,чаравік,обувка
478,Stiefel::N,бот,ботуш
479,Ring::N,кольца,пръстен
480,Band::N,стужка,лента
481,Band::N,стужка,връзка
482,Kamm::N,расчоска,гребен
483,Spiegel::N,люстра,огледало
484,Riemen::N,рэмень,каиш
485,Riemen::N,рэмень,ремък
486,Schnur::N,вяроўка,връв
487,Leine::N,павадок,връв
488,Leine::N,павадок,въже
489,Decke::N,коўдра,покривка
490,Kissen::N,падушка,възглавница
491,Tuch::N,хустка,сукно
492,Handtuch::N,ручнік,пешкир
493,Handtuch::N,ручнік,кърпа за лице
494,Kraft::N,сіла,мощ
495,Kraft::N,сіла,сила
496,Stärke::N,моц,сила
497,Gesundheit::N,здароўе,здраве
498,Krankheit::N,хвароба,болест
499,Schmerz::N,боль,болка
500,Wunde::N,рана,рана
501,Fieber::N,гарачка,треска
502,Fieber::N,гарачка,температура
503,Fieber::N,ліхаманка,треска
504,Fieber::N,ліхаманка,температура
505,Arznei::N,лекі,лек
506,Arznei::N,лекі,лекарство
507,Brücke::N,мост,мост
508,Brunnen::N,калодзеж,чешма
509,Brunnen::N,калодзеж,кладенец
510,Weide::N,паша,паша
511,Weide::N,паша,пасище
512,Pfad::N,сцежка,пътека
513,Weg::N,шлях,път
514,Weg::N,дарога,път
515,Straße::N,вуліца,шосе
516,Dorf::N,вёска,село
517,Stadt::N,горад,град
518,Brief::N,ліст,писмо
519,Brief::N,пісьмо,писмо
520,Buch::N,кніга,книга
521,Buchstabe::N,літара,буква
522,Zeitung::N,газета,вестник
523,Leben::N,жыццё,живот
524,Tod::N,смерць,смърт
525,Grab::N,магіла,гроб
526,Kirche::N,касцёл,църква
527,Kirche::N,царква,църква
528,Sünde::N,грэх,грях
529,Gott::N,бог,бог
530,Arbeiter::N,рабочы,работник
531,Chef::N,начальнік,шеф
532,Chef::N,начальнік,началник
533,Meister::N,майстар,майстор
534,Arzt::N,урач,лекар
535,Lehrer::N,настаўнік,учител
536,Geld::N,грошы,пари
537,Geschäft::N,заняцце,сделка
538,Laden::N,крама,дюкян
539,Laden::N,крама,магазин
540,Laden::N,магазін,дюкян
541,Laden::N,магазін,магазин
542,Preis::N,цана,цена
543,Ware::N,тавар,стока
544,Nutzen::N,выгада,полза
545,Nutzen::N,выгада,облага
546,Reichtum::N,багацце,богатство
547,Welt::N,свет,свят
548,Land::N,краіна,страна
549,Staat::N,дзяржава,щат
550,Staat::N,дзяржава,държава
551,König::N,кароль,крал
552,Macht::N,улада,мощ
553,Macht::N,улада,власт
554,Grenze::N,граніца,граница
555,Krieg::N,вайна,война
556,Feind::N,вораг,враг
557,Feind::N,вораг,неприятел
558,Gewalt::N,насілле,сила
559,Gewalt::N,насілле,насилие
560,Kampf::N,барацьба,борба
561,Kampf::N,барацьба,сражение
562,Bogen[Waffe]::N,лук,лък
563,Pfeil::N,страла,стрела
564,Gewehr::N,ружжо,пушка
565,Fehler::N,памылка,грешка
566,Lüge::N,хлусня,лъжа
567,Schaden::N,шкода,повреда
568,Unglück::N,ліха,нещастие
569,Unglück::N,бядота,нещастие
570,Schuld::N,віна,вина
571,Alter::N,узрост,възраст
572,Schluss::N,канец,край
573,Zeit::N,час,време
574,Tag::N,дзень,ден
575,Morgen::N,ранак,утро
576,Morgen::N,ранак,сутрин
577,Morgen::N,раніца,утро
578,Morgen::N,раніца,сутрин
579,Mittag::N,паўдня,обед
580,Mittag::N,паўдня,пладне
581,Mittag::N,поўдзень,обед
582,Mittag::N,поўдзень,пладне
583,Abend::N,вечар,вечер
584,Nacht::N,ноч,нощ
585,Woche::N,тыдзень,седмица
586,Monat::N,месяц,месец
587,Jahr::N,год,година
588,Frühling::N,вясна,пролет
589,Sommer::N,лета,лято
590,Herbst::N,восень,есен
591,Winter::N,зіма,зима
592,Januar::N,студзень,януари
593,Februar::N,люты,февруари
594,März::N,сакавік,март
595,April::N,красавік,април
596,Mai::N,май,май
597,Mai::N,травень,май
598,Juni::N,чэрвень,юни
599,Juli::N,ліпень,юли
600,August::N,жнівень,август
601,September::N,верасень,септември
602,Oktober::N,кастрычнік,октомври
603,November::N,лістапад,ноември
604,Dezember::N,снежань,декември
605,Montag::N,панядзелак,понеделник
606,Dienstag::N,аўторак,вторник
607,Mittwoch::N,серада,сряда
608,Donnerstag::N,чацвер,четвъртък
609,Freitag::N,пятніца,петък
610,Samstag::N,субота,събота
611,Sonntag::N,нядзеля,неделя
612,groß::A,вялікі,едър
613,groß::A,вялікі,голям
614,klein::A,маленькі,малък
615,klein::A,маленькі,дребен
616,lang::A,доўгі,дълъг
617,kurz::A,кароткі,къс
618,breit::A,шырокі,широк
619,schmal::A,вузкі,тесен
620,dicht::A,густы,гъст
621,dick[Gegenstand]::A,тоўсты,дебел
622,dünn::A,тонкі,тънък
623,fein::A,тонкі,фин
624,fein::A,тонкі,тънък
625,fest::A,моцны,твърд
626,fest::A,моцны,плътен
627,flach::A,плоскі,равен
628,flach::A,плоскі,плосък
629,glatt::A,гладкі,гладък
630,hart::A,цвёрды,твърд
631,hart::A,цвёрды,корав
632,weich::A,мяккі,мек
633,rund::A,круглы,кръгъл
634,spitz::A,спічасты,островръх
635,spitz::A,востраканцовы,островръх
636,scharf::A,востры,остър
637,stumpf::A,тупы,тъп
638,schwer::A,цяжкі,тежък
639,schön::A,прыгожы,хубав
640,schön::A,прыгожы,красив
641,heiß::A,гарачы,жарък
642,warm::A,цёплы,топъл
643,kalt::A,холадны,студен
644,kühl::A,халаднаваты,хладен
645,frisch::A,свежы,свеж
646,feucht::A,вільготны,влажен
647,nass::A,мокры,мокър
648,trocken::A,сухі,сух
649,voll::A,поўны,пълен
650,leer::A,пусты,празен
651,offen::A,адкрыты,откровен
652,offen::A,адчынены,откровен
653,geschlossen::A,закрыты,закрит
654,geschlossen::A,закрыты,затворен
655,geschlossen::A,зачынены,закрит
656,geschlossen::A,зачынены,затворен
657,sauber::A,чысты,чист
658,schmutzig::A,брудны,мръсен
659,roh::A,сыры,суров
660,reif::A,спелы,зрял
661,lecker::A,смачны,вкусен
662,süß::A,салодкі,сладък
663,bitter::A,горкі,горчив
664,sauer::A,кіслы,кисел
665,hell::A,светлы,ясен
666,hell::A,светлы,светъл
667,dunkel::A,цёмны,тъмен
668,schwarz::A,чорны,черен
669,weiß::A,белы,бял
670,rot::A,чырвоны,червен
671,gelb::A,жоўты,жълт
672,blau::A,сіні,син
673,grün::A,зялёны,зелен
674,grau::A,шэры,сив
675,bunt::A,пяресты,шарен
676,bunt::A,пяресты,пъстър
677,billig::A,танны,евтин
678,teuer::A,дарагі,скъп
679,wertvoll::A,цэнны,ценен
680,wertvoll::A,каштоўны,ценен
681,blind::A,сляпы,сляп
682,taub::A,глухі,глух
683,kräftig::A,магутны,силен
684,stark::A,сільны,здрав
685,stark::A,сільны,силен
686,schwach::A,слабы,слаб
687,fett::A,тлусты,тлъст
688,schlank::A,стройны,тънък
689,schlank::A,стройны,строен
690,hübsch::A,чароўны,хубав
691,böse::A,злы,зъл
692,dumm::A,дурны,глупав
693,faul::A,лянівы,ленив
694,faul::A,лянівы,мързелив
695,fleißig::A,руплівы,прилежен
696,geizig::A,прагны,скъпернически
697,klug::A,разумны,умен
698,klug::A,разумны,разумен
699,geschickt::A,умелы,умел
700,geschickt::A,умелы,сръчен
701,lieb::A,мілы,мил
702,lieb::A,мілы,драг
703,lustig::A,вясёлы,весел
704,sanft::A,ласкавы,нежен
705,sanft::A,ласкавы,кротък
706,hungrig::A,галодны,гладен
707,krank::A,хворы,болен
708,nackt::A,голы,гол
709,traurig::A,сумны,тъжен
710,traurig::A,сумны,печален
711,lebendig::A,жывы,жив
712,gut::A,добры,добър
713,schlecht::A,кепскі,лош
714,richtig::A,правільны,правилен
715,schlimm::A,агідны,лош
716,wahr::A,сапраўдны,верен
717,wahr::A,сапраўдны,истински
718,alt::A,стары,стар
719,alt::A,стары,древен
720,neu::A,новы,нов
721,ehemalig::A,былы,бивш
722,alt[Lebewesen]::A,стары,стар
723,jung::A,малады,млад
724,arm::A,бедны,беден
725,reich::A,багаты,богат
726,bekannt::A,знаёмы,познат
727,bekannt::A,знаёмы,известен
728,berühmt::A,славуты,почут
729,berühmt::A,славуты,известен
730,fremd::A,чужы,чужд
731,verschieden::A,розны,разен
732,verschieden::A,розны,различен
733,nah::A,блізкі,близък
734,fern::A,далёкі,далечен
735,linker::A,левы,ляв
736,rechter::A,правы,прав
737,anderer::A,іншы,друг
738,anderer::A,другі,друг
739,erster::A,першы,пръв
740,erster::A,першы,първи
741,zweiter::A,другі,втори
742,dritter::A,трэці,трети
743,letzter::A,апошні,последен
744,allein::ADV,сам,само
745,allein::ADV,адзін,само
746,auf einmal::ADV,адразу,същевременно
747,zusammen::ADV,разам,заедно
748,lange::ADV,доўга,дълго
749,plötzlich::ADV,раптам,изведнъж
750,sofort::ADV,зараз,веднага
751,später::ADV,пазней,по-късно
752,jetzt::ADV,цяпер,сега
753,heute::ADV,сёння,днес
754,morgen::ADV,заўтра,утре
755,bald::ADV,хутка,скоро
756,bald::ADV,неўзабаве,скоро
757,dann::ADV,потым,после
758,dann::ADV,потым,тогава
759,gestern::ADV,учора,вчера
760,einst::ADV,аднойчы,някога
761,damals::ADV,тады,тогава
762,danach::ADV,затым,после
763,danach::ADV,затым,след това
764,vorher::ADV,раней,преди
765,vorher::ADV,раней,преди това
766,zuerst::ADV,спярша,най-напред
767,zuerst::ADV,спачатку,най-напред
768,einmal::ADV,адзін раз,веднъж
769,einmal::ADV,адзін раз,един път
770,manchmal::ADV,часам,понякога
771,oft::ADV,часта,често
772,immer::ADV,заўсёды,винаги
773,niemals::ADV,ніколі,никога
774,hier::ADV,тут,тук
775,hier::ADV,тут,тука
776,hierhin::ADV,сюды,насам
777,von hier::ADV,адсюль,оттук
778,von hier::ADV,адсюль,оттука
779,von hier::ADV,адгэтуль,оттук
780,von hier::ADV,адгэтуль,оттука
781,dort::ADV,там,там
782,dorthin::ADV,туды,натам
783,dorthin::ADV,туды,нататък
784,geradeaus::ADV,прама,направо
785,vorwärts::ADV,наперад,напред
786,rückwärts::ADV,назад,назад
787,zurück::ADV,назад,обратно
788,unten::ADV,унізе,долу
789,hinab::ADV,уніз,надолу
790,oben::ADV,угары,горе
791,oben::ADV,наверсе,горе
792,hinauf::ADV,угару,нагоре
793,überall::ADV,усюды,навсякъде
794,nicht::ADV,не,не
795,ein wenig::ADV,трошкі,малко
796,kaum::ADV,ледзьве,едва
797,kaum::ADV,ледзьве,едвам
798,sehr::ADV,вельмі,много
799,sehr::ADV,вельмі,твърде
800,so::ADV,так,тъй
801,so::ADV,так,така
802,noch::ADV,яшчэ,още
803,nur::ADV,толькі,само
804,schon::ADV,ужо,вече
805,wieder::ADV,зноў,пак
806,wieder::ADV,зноў,отново
807,vergebens::ADV,дарма,напразно
808,vergebens::ADV,дарэмна,напразно
809,vor::PRP,перад,пред
810,hinter::PRP,за,зад
811,hinter::PRP,ззаду,зад
812,unter::PRP,пад,под
813,durch::PRP,праз,през
814,neben::PRP,каля,до
815,neben::PRP,каля,при
816,zwischen::PRP,між,между
817,zwischen::PRP,між,помежду
818,zwischen::PRP,паміж,между
819,zwischen::PRP,паміж,помежду
820,wegen::PRP,з-за,заради
821,dies::PRN,гэта,този
822,das::PRN,тое,туй
823,das::PRN,тое,това
824,alles::PRN,усё,всичко
825,ich::PRN,я,аз
826,du::PRN,ты,ти
827,er::PRN,ён,той
828,wir::PRN,мы,ние
829,ihr::PRN,вы,вие
830,sie::PRN,яны,те
831,was::FPRN,што,що
832,was::FPRN,што,какво
833,wer::FPRN,хто,кой
834,wo::FADV,дзе,къде
835,wohin::FADV,куды,накъде
836,wohin::FADV,куды,накъдето
837,wie::FADV,як,как
838,warum::FADV,чаму,защо
839,wieviel::FNUM,колькі,колко
840,eins::NUM,адзін,един
841,zwei::NUM,два,два
842,drei::NUM,тры,три
843,vier::NUM,чатыры,четири
844,fünf::NUM,пяць,пет
845,sechs::NUM,шесць,шест
846,sieben::NUM,сем,седем
847,acht::NUM,восем,осем
848,neun::NUM,дзевяць,девет
849,zehn::NUM,дзесяць,десет
