,Concept_ID,sk,da
203,Spur::N,stopa,spor
204,Asche::N,popol,aske
205,Dreck::N,kal,snavs
206,Dreck::N,blato,snavs
207,Eisen::N,železo,jern
208,Gold::N,zlato,guld
209,Silber::N,striebro,sølv
210,Kohle::N,uhlie,kul
211,Glas::N,sklo,glas
212,Lehm::N,íl,ler
213,Lehm::N,hlina,ler
214,Sand::N,piesok,sand
215,Mensch::N,človek,mennesge
216,Mann::N,muž,mand
217,Mann::N,chlap,mand
218,Frau::N,žena,kvinde
219,Kind::N,dieťa,barn
220,Junge::N,chlapec,dreng
221,Mädchen::N,dievka,pige
222,Familie::N,rodina,familie
223,Großvater::N,dedo,bedstefar
224,Großvater::N,starý otec,bedstefar
225,Großmutter::N,babička,bedstemor
226,Großmutter::N,stará mať,bedstemor
227,Eltern::N,rodičia,forældre
228,Vater::N,otec,far
229,Mutter::N,mať,mor
230,Mutter::N,matka,mor
231,Sohn::N,syn,søn
232,Tochter::N,dcéra,datter
233,Bruder::N,brat,bror
234,Schwester::N,sestra,søster
235,Onkel::N,ujo,onkel
236,Onkel::N,strýko,onkel
237,Tante::N,teta,tante
238,Tante::N,tetka,tante
239,Ehemann::N,muž,ægtemand
240,Ehemann::N,manžel,ægtemand
241,Ehefrau::N,žena,hustru
242,Ehefrau::N,manželka,hustru
243,Freude::N,radosť,glæde
244,Gelächter::N,smiech,latter
245,Glück::N,šťastie,lykke
246,Kummer::N,žiaľ,sorg
247,Kummer::N,zármutok,sorg
248,Wunsch::N,prianie,ønske
249,Lust::N,chuť,lyst
250,Geist::N,duch,ånd
251,Gedanke::N,myšlienka,tanke
252,Gedächtnis::N,pamäť,hukommelse
253,Verstand::N,rozum,forstand
254,Sinn::N,zmysel,mening
255,Sinn::N,zmysel,betydning
256,Grund::N,dôvod,grund
257,Grund::N,príčina,grund
258,Wahrheit::N,pravda,sandhed
259,Gespräch::N,reč,samtale
260,Gespräch::N,rozhovor,samtale
261,Märchen::N,rozprávka,eventyr
262,Erzählung::N,poviedka,fortælling
263,Nachricht::N,správa,efterretning
264,Neuigkeit::N,novinka,nyhed
265,Name::N,meno,navn
266,Rätsel::N,záhada,gåde
267,Rätsel::N,hádanka,gåde
268,Rede::N,reč,tale
269,Sprache::N,reč,sprog
270,Sprache::N,jazyk,sprog
271,Stimme::N,hlas,stemme
272,Wort::N,slovo,ord
273,Zeichen::N,znak,tegn
274,Ruf::N,volanie,råb
275,Ruf::N,zavolanie,råb
276,Lärm::N,hluk,larm
277,Lärm::N,hurhaj,larm
278,Laut::N,zvuk,lyd
279,Ton::N,tón,tone
280,Ton::N,zvuk,tone
281,Lied::N,pieseň,sang
282,Ruhe::N,pokoj,ro
283,Ruhe::N,pokoj,hvile
284,Leute::N,ľudia,folk
285,Leute::N,ľudia,mennesker
286,Volk::N,ľud,folk
287,Volk::N,národ,folk
288,Arbeit::N,práca,arbejde
289,Arbeit::N,robota,arbejde
290,Gast::N,hosť,gæst
291,Geschenk::N,dar,gave
292,Spiel::N,hra,leg
293,Gesellschaft::N,spoločnosť,selskab
294,Hilfe::N,pomoc,hjælp
295,Freund::N,priateľ,ven
296,Kamerad::N,kamarát,kammerat
297,Angelegenheit::N,vec,sag
298,Angelegenheit::N,vec,anliggende
299,Angelegenheit::N,záležitosť,sag
300,Angelegenheit::N,záležitosť,anliggende
301,Anzahl::N,počet,antal
302,Anzahl::N,množstvo,antal
303,Art::N,druh,art
304,Stück::N,kus,stykke
305,Stück::N,kúsok,stykke
306,Teil::N,časť,del
307,Hälfte::N,polka,halvdel
308,Hälfte::N,polovica,halvdel
309,Kreis::N,kruh,cirkel
310,Kreuz::N,kríž,kors
311,Kreuz::N,kríž,kryds
312,Linie::N,línia,linie
313,Strich::N,čiara,streg
314,Abstand::N,vzdialenosť,afstand
315,Entfernung::N,vzdialenosť,afstand
316,Gegend::N,kraj,egn
317,Gegend::N,krajina,egn
318,Platz::N,miesto,plads
319,Ort::N,miesto,sted
320,Seite::N,bok,side
321,Seite::N,strana,side
322,Mitte::N,stred,midte
323,Gegenstand::N,predmet,genstand
324,Sache::N,vec,sag
325,Rand::N,kraj,rand
326,Rand::N,okraj,rand
327,Kante::N,hrana,kant
328,Ecke::N,roh,hjørne
329,Spitze::N,hrot,spids
330,Spitze::N,špička,spids
331,Ende::N,koniec,ende
332,Loch::N,diera,hul
333,Winkel::N,kút,vinkel
334,Muster::N,vzor,mønster
335,Muster::N,vzorka,mønster
336,Größe::N,veľkosť,størrelse
337,Länge::N,dĺžka,længde
338,Höhe::N,výška,højde
339,Gewicht::N,váha,vægt
340,Menge::N,množstvo,mængde
341,Haufen::N,hŕba,bunke
342,Reihe::N,rad,række
343,Boot::N,čln,båd
344,Ruder::N,veslo,åre
345,Schlitten::N,sane,kælk
346,Schlitten::N,sane,slæde
347,Ski::N,lyža,ski
348,Lagerfeuer::N,táborák,lejrbål
349,Last::N,ťarcha,last
350,Last::N,ťarcha,byrde
351,Last::N,bremeno,last
352,Last::N,bremeno,byrde
353,Gang::N,chôdza,gang
354,Schritt::N,krok,skridt
355,Norden::N,sever,nord
356,Süden::N,juh,syd
357,Westen::N,západ,vest
358,Osten::N,východ,øst
359,Holz::N,drevo,træ
360,Brett::N,doska,bræt
361,Platte::N,doska,plade
362,Platte::N,platňa,plade
363,Stütze::N,opora,støtte
364,Stange::N,tyč,stang
365,Stock::N,palica,stok
366,Stab::N,palica,stav
367,Rohr::N,rúra,rør
368,Haus::N,dom,hus
369,Heim::N,domov,hjem
370,Ofen::N,pec,ovn
371,Ofen::N,kachle,ovn
372,Fußboden::N,dlážka,gulv
373,Fußboden::N,podlaha,gulv
374,Tisch::N,stôl,bord
375,Stuhl::N,stolička,stol
376,Wiege::N,kolíska,vugge
377,Bett::N,lôžko,seng
378,Bett::N,posteľ,seng
379,Regal::N,regál,reol
380,Regal::N,polica,reol
381,Kiste::N,debna,kasse
382,Fenster::N,okno,vindue
383,Fenster::N,oblok,vindue
384,Tür::N,dvere,dør
385,Tor::N,vráta,port
386,Zaun::N,plot,stakit
387,Zaun::N,ohrada,stakit
388,Dach::N,krov,tag
389,Dach::N,strecha,tag
390,Leiter::N,rebrík,stige
391,Leiter::N,rebrina,stige
392,Besen::N,metla,kost
393,Spaten::N,rýľ,spade
394,Schaufel::N,lopata,skovl
395,Gabel::N,vidlička,gaffel
396,Löffel::N,lyžica,ske
397,Messer::N,nôž,kniv
398,Nagel::N,klinec,søm
399,Netz::N,sieť,net
400,Haken::N,hák,krog
401,Haken::N,háčik,krog
402,Griff::N,rukoväť,tag
403,Griff::N,rukoväť,håndtag
404,Schloss::N,zámka,lås
405,Bild::N,obraz,billede
406,Figur::N,figúra,figur
407,Puppe::N,bábka,dukke
408,Puppe::N,bábika,dukke
409,Beutel::N,vrece,pose
410,Beutel::N,vrecko,pose
411,Bündel::N,uzlík,bylt
412,Bündel::N,uzlík,bundt
413,Bündel::N,zväzok,bylt
414,Bündel::N,zväzok,bundt
415,Tasche::N,taška,taske
416,Tasche::N,kabelka,taske
417,Eimer::N,vedro,spand
418,Deckel::N,vrchnák,låg
419,Deckel::N,pokrývka,låg
420,Geschirr::N,nádoba,husgeråd
421,Sack::N,mech,sæk
422,Sack::N,vrece,sæk
423,Tasse::N,šálka,kop
424,Topf::N,hrniec,gryde
425,Kessel::N,kotol,kedel
426,Essen::N,jedlo,måltid
427,Nahrung::N,strava,mad
428,Nahrung::N,strava,næring
429,Nahrung::N,potrava,mad
430,Nahrung::N,potrava,næring
431,Speise::N,jedlo,ret
432,Fleisch::N,mäso,kød
433,Getreide::N,obilie,korn
434,Brei::N,kaša,grød
435,Brot::N,chlieb,brød
436,Scheibe::N,kotúč,skive
437,Scheibe::N,krajec,skive
438,Fett::N,tuk,fedt
439,Fett::N,masť,fedt
440,Butter::N,maslo,smør
441,Öl::N,olej,olie
442,Salz::N,soľ,salt
443,Suppe::N,polievka,suppe
444,Honig::N,med,honning
445,Milch::N,mlieko,mælk
446,Tee::N,čaj,te
447,Leder::N,koža,skind
448,Wolle::N,vlna,uld
449,Stoff::N,súkno,stof
450,Nadel::N,ihla,nål
451,Faden::N,niť,tråd
452,Faden::N,vlákno,tråd
453,Knopf::N,gombík,knap
454,Knoten::N,uzol,knude
455,Farbe::N,farba,farve
456,Kleidung::N,šaty,påklædning
457,Kleidung::N,šatstvo,påklædning
458,Hemd::N,košeľa,skjorte
459,Kragen::N,golier,krave
460,Ärmel::N,rukáv,ærme
461,Hose::N,nohavice,bukser
462,Gürtel::N,pás,bælte
463,Gürtel::N,opasok,bælte
464,Mütze::N,čiapka,hue
465,Schuh::N,obuv,sko
466,Schuh::N,topánka,sko
467,Stiefel::N,čižma,støvle
468,Ring::N,prsteň,ring
469,Band::N,stuha,bånd
470,Kamm::N,hrebeň,kam
471,Spiegel::N,zrkadlo,spejl
472,Riemen::N,remeň,rem
473,Schnur::N,šnúra,snor
474,Leine::N,vodidlo,snor
475,Decke::N,deka,tæppe
476,Decke::N,prikrývka,tæppe
477,Kissen::N,poduška,pude
478,Tuch::N,šatka,sjaltørklæde
479,Handtuch::N,uterák,håndklæde
480,Kraft::N,moc,kraft
481,Stärke::N,sila,styrke
482,Gesundheit::N,zdravie,sundhed
483,Krankheit::N,nemoc,sygdom
484,Krankheit::N,choroba,sygdom
485,Schmerz::N,bolesť,smerte
486,Wunde::N,rana,sår
487,Fieber::N,horúčka,feber
488,Arznei::N,liek,medicin
489,Arznei::N,liek,lægemiddel
490,Brücke::N,most,bro
491,Brunnen::N,studňa,brønd
492,Weide::N,pastva,græsgang
493,Pfad::N,chodník,sti
494,Weg::N,cesta,vej
495,Straße::N,hradská,gade
496,Dorf::N,dedina,landsby
497,Stadt::N,mesto,by
498,Brief::N,list,brev
499,Buch::N,kniha,bog
500,Buchstabe::N,litera,bogstav
501,Buchstabe::N,písmeno,bogstav
502,Zeitung::N,noviny,avis
503,Leben::N,život,liv
504,Tod::N,smrť,død
505,Grab::N,hrob,grav
506,Kirche::N,kostol,kirke
507,Sünde::N,hriech,synd
508,Gott::N,boh,gud
509,Arbeiter::N,robotník,arbejder
510,Arbeiter::N,pracnovík,arbejder
511,Chef::N,šéf,chef
512,Chef::N,riaditeľ,chef
513,Meister::N,majster,mester
514,Arzt::N,lekár,læge
515,Lehrer::N,učiteľ,lærer
516,Geld::N,peniaze,penge
517,Geschäft::N,obchod,forretning
518,Laden::N,obchod,butik
519,Laden::N,obchod,forretning
520,Preis::N,cena,pris
521,Ware::N,tovar,vare
522,Nutzen::N,osoh,nytte
523,Nutzen::N,úžitok,nytte
524,Reichtum::N,bohatstvo,rigdom
525,Welt::N,svet,verden
526,Land::N,územie,land
527,Land::N,krajina,land
528,Staat::N,štát,stat
529,König::N,kráľ,konge
530,Macht::N,moc,magt
531,Macht::N,mocnosť,magt
532,Grenze::N,hranica,grænse
533,Krieg::N,vojna,krig
534,Feind::N,nepriateľ,fjende
535,Gewalt::N,násilie,vold
536,Kampf::N,boj,kamp
537,Bogen[Waffe]::N,luk,bue
538,Pfeil::N,šíp,pil
539,Pfeil::N,strela,pil
540,Gewehr::N,puška,gevær
541,Fehler::N,omyl,fejl
542,Fehler::N,chyba,fejl
543,Lüge::N,lož,løgn
544,Schaden::N,ujma,skade
545,Schaden::N,škoda,skade
546,Unglück::N,nešťastie,uheld
547,Unglück::N,nešťastie,ulykke
548,Schuld::N,vina,skyld
549,Schuld::N,previnenie,skyld
550,Alter::N,vek,alder
551,Schluss::N,záver,slut
552,Schluss::N,záver,slutning
553,Schluss::N,koniec,slut
554,Schluss::N,koniec,slutning
555,Zeit::N,čas,tid
556,Tag::N,deň,dag
557,Morgen::N,ráno,morgen
558,Mittag::N,poludnie,middag
559,Abend::N,večer,aften
560,Nacht::N,noc,nat
561,Woche::N,týždeň,uge
562,Monat::N,mesiac,måned
563,Jahr::N,rok,år
564,Frühling::N,jar,forår
565,Sommer::N,leto,sommer
566,Herbst::N,jeseň,efterår
567,Winter::N,zima,vinter
568,Januar::N,január,januar
569,Februar::N,február,februar
570,März::N,marec,marts
571,April::N,apríl,april
572,Mai::N,máj,maj
573,Juni::N,jún,juni
574,Juli::N,júl,juli
575,August::N,august,august
576,September::N,september,september
577,Oktober::N,október,oktober
578,November::N,november,november
579,Dezember::N,december,december
580,Montag::N,pondelok,mandag
581,Dienstag::N,utorok,tirsdag
582,Mittwoch::N,streda,onsdag
583,Donnerstag::N,štvrtok,torsdag
584,Freitag::N,piatok,fredag
585,Samstag::N,sobota,lørdag
586,Sonntag::N,nedeľa,søndag
587,groß::A,veľký,stor
588,klein::A,malý,lille
589,lang::A,dlhý,lang
590,kurz::A,krátky,kort
591,breit::A,široký,bred
592,schmal::A,úzky,smal
593,dicht::A,hustý,tæt
594,dick[Gegenstand]::A,tlstý,tyk
595,dünn::A,tenký,tynd
596,fein::A,jemný,fin
597,fest::A,pevný,fast
598,flach::A,rovný,flad
599,flach::A,plochý,flad
600,glatt::A,hladký,glat
601,hart::A,tvrdý,hård
602,weich::A,mäkký,blød
603,rund::A,guľatý,rund
604,rund::A,okrúhly,rund
605,spitz::A,končitý,spids
606,scharf::A,ostrý,skarp
607,stumpf::A,tupý,sløv
608,stumpf::A,tupý,stump
609,schwer::A,ťažký,tung
610,schön::A,pekný,skøn
611,schön::A,krásny,skøn
612,heiß::A,horúci,hed
613,warm::A,teplý,varm
614,kalt::A,studený,kold
615,kühl::A,chladný,kølig
616,frisch::A,svieži,frisk
617,feucht::A,vlhký,fugtig
618,feucht::A,zvlhnutý,fugtig
619,nass::A,mokrý,våd
620,trocken::A,suchý,tør
621,voll::A,plný,fuld
622,leer::A,prázdny,tom
623,offen::A,otvorený,åben
624,geschlossen::A,zavretý,lukket
625,sauber::A,čistý,ren
626,schmutzig::A,špinavý,snavset
627,roh::A,surový,rå
628,reif::A,zrelý,moden
629,lecker::A,chutný,lækker
630,süß::A,sladký,sød
631,bitter::A,horký,bitter
632,sauer::A,kyslý,sur
633,hell::A,jasný,lys
634,hell::A,svetlý,lys
635,dunkel::A,temný,mørk
636,schwarz::A,čierny,sort
637,weiß::A,biely,hvid
638,rot::A,červený,rød
639,gelb::A,žltý,gul
640,blau::A,modrý,blå
641,blau::A,belasý,blå
642,grün::A,zelený,grøn
643,grau::A,šedý,grå
644,bunt::A,pestrý,broget
645,billig::A,lacný,billig
646,teuer::A,drahý,dyr
647,wertvoll::A,cenný,værdifuld
648,blind::A,slepý,blind
649,taub::A,hluchý,døv
650,kräftig::A,silný,kraftig
651,stark::A,silný,stærk
652,schwach::A,slabý,svag
653,schwach::A,bezvládny,svag
654,fett::A,tučný,fed
655,schlank::A,štíhly,slank
656,hübsch::A,šumný,køn
657,hübsch::A,švárny,køn
658,böse::A,zlý,ond
659,böse::A,zlý,slem
660,dumm::A,hlúpy,dum
661,faul::A,lenivý,doven
662,fleißig::A,snaživý,flittig
663,fleißig::A,usilovný,flittig
664,geizig::A,skupý,gerrig
665,geizig::A,lakomý,gerrig
666,klug::A,múdry,klog
667,klug::A,bystrý,klog
668,geschickt::A,zručný,dygtig
669,geschickt::A,zručný,behændig
670,geschickt::A,šikovný,dygtig
671,geschickt::A,šikovný,behændig
672,lieb::A,milý,rar
673,lustig::A,veselý,lystig
674,sanft::A,nežný,blid
675,hungrig::A,lačný,sulten
676,hungrig::A,hladný,sulten
677,krank::A,chorý,syg
678,krank::A,nemocný,syg
679,nackt::A,nahý,nøgen
680,traurig::A,smutný,bedrøvet
681,lebendig::A,živý,levende
682,gut::A,dobrý,god
683,schlecht::A,zlý,dårlig
684,richtig::A,správny,rigtig
685,schlimm::A,zlý,slem
686,schlimm::A,nepríjemný,slem
687,wahr::A,pravý,sand
688,wahr::A,pravdivý,sand
689,alt::A,starý,gammel
690,neu::A,nový,ny
691,ehemalig::A,bývalý,forhenværende
692,alt[Lebewesen]::A,starý,gammel
693,jung::A,mladý,ung
694,arm::A,chudobný,fattig
695,reich::A,bohatý,rig
696,bekannt::A,známy,kendt
697,berühmt::A,slávny,berømt
698,berühmt::A,povestný,berømt
699,fremd::A,cudzí,fremmed
700,verschieden::A,rôzny,forskellig
701,verschieden::A,rozličný,forskellig
702,nah::A,blízky,nær
703,fern::A,ďaleký,fjern
704,linker::A,ľavý,venstre
705,rechter::A,pravý,højre
706,anderer::A,iný,anden
707,anderer::A,druhý,anden
708,erster::A,prvý,første
709,zweiter::A,druhý,anden
710,dritter::A,tretí,tredje
711,letzter::A,ostatný,sidste
712,letzter::A,posledný,sidste
713,allein::ADV,sám,alene
714,auf einmal::ADV,zároveň,på én gang
715,zusammen::ADV,spolu,sammen
716,zusammen::ADV,spoločne,sammen
717,lange::ADV,dlho,længe
718,plötzlich::ADV,náhle,pludselig
719,sofort::ADV,hneď,straks
720,sofort::ADV,ihneď,straks
721,später::ADV,neskoršie,senere
722,jetzt::ADV,teraz,nu
723,heute::ADV,dnes,i dag
724,morgen::ADV,zajtra,i morgen
725,bald::ADV,skoro,snart
726,dann::ADV,nato,så
727,dann::ADV,potom,så
728,gestern::ADV,včera,i går
729,einst::ADV,kedysi,engang
730,einst::ADV,niekedy,engang
731,damals::ADV,vtedy,dengang
732,danach::ADV,potom,derefter
733,danach::ADV,podľa toho,derefter
734,vorher::ADV,napred,før
735,vorher::ADV,napred,forud
736,vorher::ADV,predtým,før
737,vorher::ADV,predtým,forud
738,zuerst::ADV,najprv,først
739,einmal::ADV,raz,en gang
740,einmal::ADV,jedenkrát,en gang
741,manchmal::ADV,občas,sommetider
742,manchmal::ADV,niekedy,sommetider
743,oft::ADV,často,ofte
744,immer::ADV,vždy,altid
745,immer::ADV,ustavične,altid
746,niemals::ADV,nikdy,aldrig
747,hier::ADV,tu,her
748,hierhin::ADV,sem,hid
749,hierhin::ADV,sem,herhen
750,hierhin::ADV,tade,hid
751,hierhin::ADV,tade,herhen
752,von hier::ADV,odtiaľto,herfra
753,dort::ADV,tam,der
754,dorthin::ADV,ta,derhen
755,dorthin::ADV,tam,derhen
756,geradeaus::ADV,rovno,lige ud
757,geradeaus::ADV,priamo,lige ud
758,vorwärts::ADV,napred,fremad
759,rückwärts::ADV,nazad,baglæns
760,zurück::ADV,späť,tilbage
761,zurück::ADV,naspäť,tilbage
762,unten::ADV,dolu,nede
763,unten::ADV,dolu,forneden
764,unten::ADV,naspodku,nede
765,unten::ADV,naspodku,forneden
766,hinab::ADV,dolu,ned
767,hinab::ADV,dolu,nedad
768,oben::ADV,hore,oppe
769,oben::ADV,hore,ovenpå
770,oben::ADV,navrchu,oppe
771,oben::ADV,navrchu,ovenpå
772,hinauf::ADV,hore,op
773,hinauf::ADV,hore,opad
774,hinauf::ADV,navrch,op
775,hinauf::ADV,navrch,opad
776,überall::ADV,všade,overalt
777,nicht::ADV,nie,ikke
778,ein wenig::ADV,trocha,lidt
779,kaum::ADV,ledva,knap
780,kaum::ADV,ledva,næppe
781,sehr::ADV,veľmi,meget
782,so::ADV,tak,så
783,so::ADV,takto,så
784,noch::ADV,ešte,endnu
785,nur::ADV,len,kun
786,nur::ADV,len,bare
787,schon::ADV,už,alt
788,schon::ADV,už,allerede
789,wieder::ADV,zasa,igen
790,vergebens::ADV,márne,forgæves
791,vergebens::ADV,nadarmo,forgæves
792,vor::PRP,pred,foran
793,vor::PRP,pred,uden for
794,hinter::PRP,za,bag
795,hinter::PRP,za,bagved
796,unter::PRP,pod,under
797,durch::PRP,cez,gennem
798,durch::PRP,cez,igennem
799,neben::PRP,pri,ved siden af
800,neben::PRP,vedľa,ved siden af
801,zwischen::PRP,medzi,mellem
802,wegen::PRP,pre,på grund af
803,wegen::PRP,kvôli,på grund af
804,dies::PRN,to,dette
805,dies::PRN,táto,dette
806,das::PRN,to,det
807,alles::PRN,všetko,alt
808,ich::PRN,ja,jeg
809,du::PRN,ty,du
810,er::PRN,on,han
811,wir::PRN,my,vi
812,ihr::PRN,vy,I
813,sie::PRN,oni,de
814,was::FPRN,čo,hvad
815,wer::FPRN,kto,hvem
816,wo::FADV,kde,hvor
817,wohin::FADV,kam,hvorhen
818,wie::FADV,ako,hvordan
819,warum::FADV,prečo,hvorfor
820,wieviel::FNUM,koľko,hvor meget
821,eins::NUM,jeden,én
822,zwei::NUM,dva,to
823,drei::NUM,tri,tre
824,vier::NUM,štyri,fire
825,fünf::NUM,päť,fem
826,sechs::NUM,šesť,seks
827,sieben::NUM,sedem,syv
828,acht::NUM,osem,otte
829,neun::NUM,deväť,ni
830,zehn::NUM,desať,ti
831,elf::NUM,jedenásť,elleve
832,zwölf::NUM,dvanásť,tolv
833,zwanzig::NUM,dvadsať,tyve
834,dreißig::NUM,tridsať,tredive
835,vierzig::NUM,štyridsať,fyrre
836,vierzig::NUM,štyridsať,fyrretyve
837,fünfzig::NUM,päťdesiat,halvtreds
838,sechzig::NUM,šesťdesiat,tres
839,siebzig::NUM,sedemdesiat,halvfjerds
840,achtzig::NUM,osemdesiat,firs
841,neunzig::NUM,deväťdesiat,halvfems
842,hundert::NUM,sto,hundrede
843,tausend::NUM,tisíc,tusind
844,und::CNJ,i,og
