,Concept_ID,te,kv
482,Abend::N,సాయంకాలము,рыт
483,Nacht::N,రత్రి,ой
484,Woche::N,వారము,неделя
485,Monat::N,నెల,тӧлicь
486,Jahr::N,సంవత్సరము,год
487,Frühling::N,వసంతకాలము,тулыс
488,Sommer::N,వేసవికాము,гожум
489,Herbst::N,ఆకురాలుకాలము,ар
490,Winter::N,శీతకాలము,тӧв
491,Januar::N,జనవరి,январ
492,Februar::N,ఫిబ్రవరి,февраль
493,März::N,మార్చి,март
494,April::N,ఏప్రిలు,апрель
495,Mai::N,మే,май
496,Juni::N,జూన్,юнь
497,Juli::N,జూలై,юль
498,August::N,ఆగస్టు,август
499,September::N,సెప్ఠెంబరు,сентяб
500,Oktober::N,అక్టోబరు,октяб
501,November::N,నవంబరు,нояб
502,Dezember::N,డిసెంబర్,декаб
503,Montag::N,సోమవారము,вильлун
504,Dienstag::N,మంగళవారము,мӧдӧдзлун
505,Mittwoch::N,బుధవారము,шӧрлун
506,Donnerstag::N,గురువారము,нёльӧдзлун
507,Freitag::N,శుక్రవారము,витӧдзлун
508,Samstag::N,శనివారము,пывсянлун
509,Sonntag::N,ఆదివారము,кресення
510,groß::A,గొప్పైన,ыджыт
511,klein::A,చిన్న,учӧтик
512,lang::A,పొడుగాటి,кузь
513,kurz::A,పొట్టి,дженыт
514,breit::A,వెడల్పైన,ота
515,schmal::A,ఇఱుకైన,векнит
516,dicht::A,దట్టమైన,тшӧк
517,dick[Gegenstand]::A,దట్టమైన,кыз
518,dünn::A,పలుచని,вӧснит
519,fein::A,నాజాకైన,вӧснит
520,fest::A,దృడమైవ,крепыт
521,flach::A,చదువైన,лапкӧса
522,glatt::A,నున్నని,волькыт
523,hart::A,కఠినమైన,чӧрыт
524,weich::A,మృదువైన,небыт
525,rund::A,గుండ్రని,гӧгрӧса
526,spitz::A,మొనగల,ёся
527,scharf::A,పదనైన,лэчыт
528,stumpf::A,వాడిలేని,ныж
529,schwer::A,బరువ్తెన,сьӧкыт
530,schön::A,సుందరమైన,басӧк
531,heiß::A,వేడియైన,жар
532,warm::A,వెచ్చని,шоныт
533,kalt::A,చల్లని,кӧдзыт
534,kühl::A,చల్లని,сайкыт
535,frisch::A,తాజాయైన,виль
536,feucht::A,చెమ్మగానున్న,вакодь
537,nass::A,తడిగామన్న,ва
538,trocken::A,ఎండిన,кӧс
539,voll::A,నిండు,тыра
540,leer::A,శూన్యమైన,тыртӧм
541,offen::A,తెఱచియున్న,оссьӧм
542,geschlossen::A,మూసిన,игана
543,geschlossen::A,మూసిన,пӧдана
544,sauber::A,పరిశుద్ధమైన,сӧдз
545,sauber::A,పరిశుద్ధమైన,сӧстӧм
546,schmutzig::A,ముఱికియైన,нятьӧсь
547,roh::A,పచ్చి,путӧм
548,reif::A,పండివ,кисьмалӧм
549,lecker::A,రుచి గల,кӧра 
550,süß::A,తియ్యని,чӧскыт
551,bitter::A,చేదైన,курыт
552,sauer::A,పుల్లని,шӧма 
553,hell::A,కాంతిగల,югыт
554,dunkel::A,చీకటియైన,пемыт
555,schwarz::A,నల్లని,сьӧд
556,weiß::A,తెలుపు,чочком
557,rot::A,ఎఱ్ఱని,гӧрд
558,gelb::A,పసుపు పచ్చ,веж
559,blau::A,నీలవర్ణము,лӧз
560,grün::A,ఆకుపచ్చని,веж
561,grau::A,నెరిసిన,руд
562,grau::A,నెరిసిన,бусӧй
563,bunt::A,రంగేలీ,быдрӧма
564,billig::A,చౌకయైన,донтӧм
565,teuer::A,వెలపొడుగైన,дона
566,wertvoll::A,విలుప్తెన,дона
567,blind::A,గ్రుడ్డి,синтӧм
568,taub::A,చెవిటి,пельтӧм
569,kräftig::A,శక్తి గల,вына
570,stark::A,బలమైన,вына
571,schwach::A,బలహీనమైన,некодя
572,fett::A,క్రొవ్విన,госа
573,schlank::A,సన్నని,статя
574,hübsch::A,సాగప్తెన,басӧк
575,böse::A,చెడ్డ,лёк
576,dumm::A,తెలివిలేని,бӧбӧв
577,dumm::A,తెలివిలేని,вежӧртӧм
578,faul::A,సోమరియైన,дыш
579,fleißig::A,శ్రద్దగల,уджалicь
580,geizig::A,పిసినారియైన,жикмӧра
581,geizig::A,పిసినారియైన,горшаліcь
582,klug::A,తెలివిగల,авья
583,klug::A,తెలివిగల,вежӧра
584,geschickt::A,నిపుణతగల,кипода
585,lieb::A,ప్రియమైన,муса
586,lieb::A,ప్రియమైన,дзулиньӧй
587,lustig::A,ఉల్లాసము గల,гажа
588,sanft::A,సాధువైన,лебезнӧй
589,hungrig::A,ఆకలిగొనిన,тшыг
590,krank::A,వ్యాధిగల,шогалiсь
591,nackt::A,దిగంబరమైన,куш
592,traurig::A,విచారముగల,жугыль
593,lebendig::A,ప్రాణముతో నున్న,ловья
594,gut::A,మంచి,бур
595,schlecht::A,చెడ్డ,умӧль
596,richtig::A,సరియైన,
597,schlimm::A,అసహ్యమైన,нештӧм
598,wahr::A,నిజమైన,
599,alt::A,ముసలి,важ
600,neu::A,క్రొత్త,виль
601,ehemalig::A,పూర్వపు,вӧвлӧм
602,alt[Lebewesen]::A,ముసలి,года
603,alt[Lebewesen]::A,ముసలి,годдэза
604,jung::A,పసి,том
605,arm::A,బీద,гов
606,arm::A,బీద,беднӧй
607,reich::A,ధనవంతుడైన,эма
608,bekannt::A,తెలిసిన,тӧдса
609,berühmt::A,ప్రపిద్దికెక్కివ,
610,fremd::A,అన్యమైన,чужӧй
611,verschieden::A,భేదమైన,быдкодь
612,nah::A,దగ్గఱనున్న,матiсь
613,fern::A,దూరమందున్న,ылicь
614,linker::A,ఎడమప్రక్కగ,шульга
615,rechter::A,కుడి,веськытланись
616,anderer::A,వేఱ్తెన,мукӧд
617,erster::A,మొదటి,медодзза
618,zweiter::A,రెండన,кыкӧт
619,dritter::A,మూడో,куимӧт
620,dritter::A,మూడో,куимӧдз
621,letzter::A,కడపటి,бӧрья
622,letzter::A,కడపటి,мёдбӧрья
623,allein::ADV,ఒంటిగా,
624,auf einmal::ADV,హరాత్తుగ,тшӧтш
625,zusammen::ADV,కలిసి,ӧтлаын
626,lange::ADV,బహుకాలము,дыр
627,plötzlich::ADV,హరాత్తుగ,друг
628,sofort::ADV,తక్షణము,тшӧтш
629,später::ADV,ఇటీవలి,медбӧрын
630,jetzt::ADV,ఇప్పుడు,ӧні
631,heute::ADV,నేడు,талун
632,morgen::ADV,ఱేపు,ашын
633,bald::ADV,శీఘ్రముగ,чожа
634,dann::ADV,అప్పుడు,сыбӧрын
635,gestern::ADV,నిన్నటి దినము,тӧн
636,einst::ADV,పూర్వమొకప్పుడు,ӧтпыр
637,damals::ADV,అప్పుడు,сэк
638,damals::ADV,అప్పుడు,сэки
639,danach::ADV,అప్పుడు,сэсся
640,vorher::ADV,ఎదుట,одзжык
641,zuerst::ADV,మొదటిలో,наперво
642,einmal::ADV,ఒకసారి,ӧтпыр
643,manchmal::ADV,అప్పటప్పటికి,мукӧдпыр
644,oft::ADV,తఱచుగా,-лы-
645,immer::ADV,ఎల్లప్పుడు,быдпыр
646,immer::ADV,ఎల్లప్పుడు,быдпырся
647,niemals::ADV,ఎప్పుడునులేదు,некӧр
648,hier::ADV,ఇక్కడ,татӧн
649,hierhin::ADV,ఇక్కడకు,татчӧ
650,von hier::ADV,ఇక్కడనుండి,тасянь
651,dort::ADV,అక్కడ,сэтӧн
652,dorthin::ADV,అక్కడికి,сэтчин
653,geradeaus::ADV,సూటిగా,веськыта
654,vorwärts::ADV,ముందుకు,одзӧ
655,rückwärts::ADV,వెనుకకు,бӧр
656,zurück::ADV,వెనుకభాగము,бӧр
657,unten::ADV,క్రింద,увтын
658,hinab::ADV,కిందికి,увтас
659,oben::ADV,మీద,вевдӧрас
660,hinauf::ADV,పైకి,вывлань
661,hinauf::ADV,పైకి,вывланьӧ
662,überall::ADV,అంతటా,быдлан
663,nicht::ADV,కాదు,ог
664,ein wenig::ADV,కొంచెము,-ышт
665,ein wenig::ADV,కొంచెము,невна
666,kaum::ADV,చాలిచాలక,ӧдва
667,sehr::ADV,చాల,вывтi
668,so::ADV,ఆలాగున,сiдз
669,noch::ADV,ఇప్పటికిని,эшӧ
670,nur::ADV,మాత్రము,только
671,schon::ADV,ఇదివఱకే,ни
672,wieder::ADV,తిరిగి,бӧра
673,vergebens::ADV,నిష్ఫలముగా,весись
674,vor::PRP,ముందు,одзас
675,hinter::PRP,వెనుక,бӧрӧ
676,unter::PRP,క్రింద,увтын
677,durch::PRP,ద్వారా,пыр
678,neben::PRP,దగ్గెర,бокам
679,neben::PRP,దగ్గెర,боксиным
