,Concept_ID,pt,bg
300,Erzählung::N,narrativa,разказ
301,Nachricht::N,mensagem,вест
302,Nachricht::N,mensagem,известие
303,Neuigkeit::N,notícia,новина
304,Neuigkeit::N,novidade,новина
305,Name::N,nome,име
306,Rätsel::N,adivinha,гатанка
307,Rede::N,oração,реч
308,Rede::N,oração,слово
309,Rede::N,discurso,реч
310,Rede::N,discurso,слово
311,Sprache::N,língua,език
312,Stimme::N,voz,глас
313,Wort::N,palavra,дума
314,Zeichen::N,marca,знак
315,Ruf::N,grito,зов
316,Ruf::N,chamada,зов
317,Lärm::N,ruído,шум
318,Lärm::N,ruído,глъчка
319,Lärm::N,barulho,шум
320,Lärm::N,barulho,глъчка
321,Laut::N,som,звук
322,Ton::N,tom,тон
323,Lied::N,canção,песен
324,Ruhe::N,calma,тишина
325,Ruhe::N,calma,спокойствие
326,Ruhe::N,silêncio,тишина
327,Ruhe::N,silêncio,спокойствие
328,Leute::N,gente,хора
329,Leute::N,pessoas,хора
330,Volk::N,povo,народ
331,Volk::N,nação,народ
332,Arbeit::N,trabalho,труд
333,Arbeit::N,trabalho,работа
334,Gast::N,hóspede,гост
335,Gast::N,convidado,гост
336,Geschenk::N,prenda,дар
337,Geschenk::N,prenda,подарък
338,Geschenk::N,presente,дар
339,Geschenk::N,presente,подарък
340,Spiel::N,jogo,игра
341,Gesellschaft::N,companhia,общество
342,Hilfe::N,ajuda,помощ
343,Hilfe::N,socorro,помощ
344,Freund::N,amigo,приятел
345,Kamerad::N,camarada,другар
346,Angelegenheit::N,assunto,работа
347,Anzahl::N,número,брой
348,Anzahl::N,número,количество
349,Anzahl::N,quantidade,брой
350,Anzahl::N,quantidade,количество
351,Art::N,tipo,вид
352,Art::N,espécie,вид
353,Stück::N,pedaço,къс
354,Stück::N,pedaço,парче
355,Teil::N,peça,дял
356,Teil::N,peça,част
357,Teil::N,parte,дял
358,Teil::N,parte,част
359,Hälfte::N,metade,половина
360,Kreis::N,círculo,кръг
361,Kreuz::N,cruz,кръст
362,Linie::N,linha,черта
363,Strich::N,traço,щрих
364,Strich::N,traço,черта
365,Abstand::N,distância,дистанция
366,Abstand::N,distância,разстояние
367,Entfernung::N,distância,разстояние
368,Gegend::N,área,местност
369,Gegend::N,região,местност
370,Platz::N,lugar,място
371,Ort::N,sítio,място
372,Seite::N,lado,страна
373,Mitte::N,meio,среда
374,Gegenstand::N,objecto,предмет
375,Sache::N,coisa,вещ
376,Rand::N,bordo,ръб
377,Rand::N,margem,ръб
378,Kante::N,borda,ръб
379,Kante::N,borda,кант
380,Kante::N,aresta,ръб
381,Kante::N,aresta,кант
382,Ecke::N,esquina,ъгъл
383,Spitze::N,ponta,връх
384,Spitze::N,ponta,острие
385,Ende::N,cabo,край
386,Ende::N,extremo,край
387,Loch::N,furo,дупка
388,Loch::N,buraco,дупка
389,Winkel::N,canto,кът
390,Winkel::N,canto,ъгъл
391,Winkel::N,ângulo,кът
392,Winkel::N,ângulo,ъгъл
393,Muster::N,padrão,десен
394,Muster::N,padrão,образец
395,Muster::N,desenho,десен
396,Muster::N,desenho,образец
397,Größe::N,tamanho,големина
398,Länge::N,comprimento,дължина
399,Höhe::N,altura,висота
400,Höhe::N,altura,височина
401,Höhe::N,altitude,висота
402,Höhe::N,altitude,височина
403,Gewicht::N,peso,тегло
404,Gewicht::N,peso,тежест
405,Menge::N,quantidade,количество
406,Haufen::N,pilha,куп
407,Haufen::N,pilha,грамада
408,Reihe::N,fila,ред
409,Reihe::N,fila,редица
410,Boot::N,barco,лодка
411,Ruder::N,remo,весло
412,Ruder::N,remo,гребло
413,Schlitten::N,trenó,шейна
414,Ski::N,esqui,ски
415,Lagerfeuer::N,fogueira,огнище
416,Last::N,carga,товар
417,Gang::N,curso,ход
418,Gang::N,curso,вървеж
419,Gang::N,caminhada,ход
420,Gang::N,caminhada,вървеж
421,Schritt::N,passo,стъпка
422,Norden::N,norte,север
423,Süden::N,sul,юг
424,Westen::N,oeste,запад
425,Westen::N,ocidente,запад
426,Osten::N,este,изток
427,Osten::N,leste,изток
428,Osten::N,oriente,изток
429,Holz::N,madeira,дърво
430,Brett::N,tábua,дъска
431,Brett::N,prancha,дъска
432,Platte::N,laje,
433,Platte::N,chapa,
434,Stütze::N,apoio,
435,Stütze::N,suporte,
436,Stange::N,vara,прът
437,Stange::N,vara,върлина
438,Stange::N,barra,прът
439,Stange::N,barra,върлина
440,Stock::N,pau,прът
441,Stock::N,pau,тояга
442,Stock::N,bengala,прът
443,Stock::N,bengala,тояга
444,Stab::N,bastão,прът
445,Rohr::N,cano,цев
446,Rohr::N,cano,тръба
447,Haus::N,casa,къща
448,Heim::N,lar,дом
449,Heim::N,casa,дом
450,Ofen::N,estufa,печка
451,Ofen::N,aquecedor,печка
452,Fußboden::N,piso,под
453,Tisch::N,mesa,маса
454,Stuhl::N,cadeira,стол
455,Wiege::N,berço,люлка
456,Bett::N,cama,легло
457,Bett::N,cama,креват
458,Regal::N,estante,рафт
459,Regal::N,estante,етажерка
460,Regal::N,prateleira,рафт
461,Regal::N,prateleira,етажерка
462,Kiste::N,caixa,кутия
463,Kiste::N,caixa,сандък
464,Fenster::N,janela,прозорец
465,Tür::N,porta,врата
466,Tor::N,portão,врата
467,Zaun::N,cerca,ограда
468,Zaun::N,vedação,ограда
469,Dach::N,telhado,покрив
470,Leiter::N,escada,стълба
471,Leiter::N,escada móvel,стълба
472,Besen::N,vassoura,метла
473,Spaten::N,pá,лопата
474,Schaufel::N,pá,лопата
475,Gabel::N,garfo,вилица
476,Löffel::N,colher,лъжица
477,Messer::N,faca,нож
478,Nagel::N,cravo,гвоздей
479,Netz::N,rede,мрежа
480,Haken::N,gancho,кука
481,Haken::N,gancho,закачалка
482,Griff::N,asa,ръчка
483,Griff::N,asa,дръжка
484,Griff::N,cabo,ръчка
485,Griff::N,cabo,дръжка
486,Schloss::N,fechadura,брава
487,Schloss::N,fechadura,ключалка
488,Bild::N,imagem,картина
489,Figur::N,figura,фигура
490,Puppe::N,boneca,кукла
491,Beutel::N,saco,кесия
492,Beutel::N,bolsa,кесия
493,Bündel::N,fardo,връзка
494,Tasche::N,saco,чанта
495,Tasche::N,bolso,чанта
496,Eimer::N,balde,кофа
497,Deckel::N,tampa,капак
498,Deckel::N,tampa,похлупак
499,Geschirr::N,louça,съдове
500,Sack::N,saca,чувал
501,Tasse::N,chávena,чаша
502,Topf::N,tacho,гърне
503,Topf::N,tacho,тенджера
504,Topf::N,panela,гърне
505,Topf::N,panela,тенджера
506,Kessel::N,caldeira,котел
507,Essen::N,refeição,ядене
508,Nahrung::N,comida,храна
509,Nahrung::N,alimento,храна
510,Speise::N,prato,ястие
511,Fleisch::N,carne,месо
512,Getreide::N,cereais,зърнено храни
513,Brei::N,puré,каша
514,Brot::N,pão,хляб
515,Scheibe::N,fatia,резен
516,Fett::N,banha,мазнина
517,Fett::N,gordura,мазнина
518,Butter::N,manteiga,масло
519,Öl::N,azeite,олио
520,Öl::N,azeite,оливия
521,Salz::N,sal,сол
522,Suppe::N,sopa,супа
523,Suppe::N,caldo,супа
524,Honig::N,mel,мед
525,Milch::N,leite,мляко
526,Tee::N,chá,чай
527,Leder::N,couro,кожа
528,Wolle::N,lã,вълна
529,Stoff::N,pano,плат
530,Stoff::N,pano,материал
531,Stoff::N,tecido,плат
532,Stoff::N,tecido,материал
533,Nadel::N,agulha,игла
534,Faden::N,fio,конец
535,Knopf::N,botão,копче
536,Knoten::N,nó,възел
537,Farbe::N,corante,боя
538,Kleidung::N,roupa,дрехи
539,Kleidung::N,roupa,облекло
540,Kleidung::N,vestuário,дрехи
541,Kleidung::N,vestuário,облекло
542,Hemd::N,camisa,риза
543,Kragen::N,gola,яка
544,Ärmel::N,manga,ръкав
545,Hose::N,calça,панталони
546,Gürtel::N,cinto,пояс
547,Gürtel::N,cinto,колан
548,Mütze::N,boné,каскет
549,Mütze::N,boné,фуражка
550,Mütze::N,barrete,каскет
551,Mütze::N,barrete,фуражка
552,Schuh::N,sapato,обувка
553,Stiefel::N,bota,ботуш
554,Ring::N,anel,пръстен
555,Band::N,fita,лента
556,Band::N,fita,връзка
557,Band::N,faixa,лента
558,Band::N,faixa,връзка
559,Kamm::N,pente,гребен
560,Spiegel::N,espelho,огледало
561,Riemen::N,correia,каиш
562,Riemen::N,correia,ремък
563,Schnur::N,corda,връв
564,Schnur::N,cordel,връв
565,Leine::N,trela,връв
566,Leine::N,trela,въже
567,Decke::N,cobertor,покривка
568,Kissen::N,almofada,възглавница
569,Tuch::N,pano,сукно
570,Handtuch::N,toalha,пешкир
571,Handtuch::N,toalha,кърпа за лице
572,Kraft::N,força,мощ
573,Kraft::N,força,сила
574,Stärke::N,força,сила
575,Gesundheit::N,saúde,здраве
576,Krankheit::N,doença,болест
577,Krankheit::N,enfermidade,болест
578,Schmerz::N,dor,болка
579,Wunde::N,chaga,рана
580,Wunde::N,ferida,рана
581,Fieber::N,febre,треска
582,Fieber::N,febre,температура
583,Arznei::N,remédio,лек
584,Arznei::N,remédio,лекарство
585,Brücke::N,ponte,мост
586,Brunnen::N,poço,чешма
587,Brunnen::N,poço,кладенец
588,Weide::N,pastagem,паша
589,Weide::N,pastagem,пасище
590,Pfad::N,senda,пътека
591,Pfad::N,trilho,пътека
592,Weg::N,caminho,път
593,Straße::N,via,шосе
594,Straße::N,estrada,шосе
595,Dorf::N,aldeia,село
596,Stadt::N,cidade,град
597,Brief::N,carta,писмо
598,Buch::N,livro,книга
599,Buchstabe::N,letra,буква
600,Zeitung::N,jornal,вестник
601,Leben::N,vida,живот
602,Tod::N,morte,смърт
603,Grab::N,túmulo,гроб
604,Grab::N,sepultura,гроб
605,Kirche::N,igreja,църква
606,Sünde::N,pecado,грях
607,Gott::N,deus,бог
608,Arbeiter::N,operário,работник
609,Arbeiter::N,trabalhador,работник
610,Chef::N,chefe,шеф
611,Chef::N,chefe,началник
612,Chef::N,patrão,шеф
613,Chef::N,patrão,началник
614,Meister::N,mestre,майстор
615,Arzt::N,médico,лекар
616,Lehrer::N,professor,учител
617,Geld::N,dinheiro,пари
618,Geschäft::N,negócio,сделка
619,Laden::N,loja,дюкян
620,Laden::N,loja,магазин
621,Preis::N,preço,цена
622,Ware::N,mercadoria,стока
623,Nutzen::N,proveito,полза
624,Nutzen::N,proveito,облага
625,Reichtum::N,riqueza,богатство
626,Welt::N,mundo,свят
627,Land::N,país,страна
628,Staat::N,Estado,щат
629,Staat::N,Estado,държава
630,König::N,rei,крал
631,Macht::N,poder,мощ
632,Macht::N,poder,власт
633,Macht::N,potência,мощ
634,Macht::N,potência,власт
635,Grenze::N,fronteira,граница
636,Krieg::N,guerra,война
637,Feind::N,inimigo,враг
638,Feind::N,inimigo,неприятел
639,Gewalt::N,violência,сила
640,Gewalt::N,violência,насилие
641,Kampf::N,luta,борба
642,Kampf::N,luta,сражение
643,Kampf::N,combate,борба
644,Kampf::N,combate,сражение
645,Bogen[Waffe]::N,arco,лък
646,Pfeil::N,seta,стрела
647,Pfeil::N,flecha,стрела
648,Gewehr::N,espingarda,пушка
649,Fehler::N,erro,грешка
650,Fehler::N,falha,грешка
651,Lüge::N,mentira,лъжа
652,Schaden::N,dano,повреда
653,Schaden::N,estrago,повреда
654,Unglück::N,desgraça,нещастие
655,Schuld::N,culpa,вина
656,Alter::N,idade,възраст
657,Schluss::N,fim,край
658,Zeit::N,tempo,време
659,Tag::N,dia,ден
660,Morgen::N,manhã,утро
661,Morgen::N,manhã,сутрин
662,Mittag::N,meio-dia,обед
663,Mittag::N,meio-dia,пладне
664,Abend::N,noite,вечер
665,Abend::N,tardinha,вечер
666,Nacht::N,noite,нощ
667,Woche::N,semana,седмица
668,Monat::N,mês,месец
669,Jahr::N,ano,година
670,Frühling::N,primavera,пролет
671,Sommer::N,verão,лято
672,Herbst::N,outono,есен
673,Winter::N,inverno,зима
674,Januar::N,Janeiro,януари
675,Februar::N,Fevereiro,февруари
676,März::N,Março,март
677,April::N,Abril,април
678,Mai::N,Maio,май
679,Juni::N,Junho,юни
680,Juli::N,Julho,юли
681,August::N,Agosto,август
682,September::N,Setembro,септември
683,Oktober::N,Outubro,октомври
684,November::N,Novembro,ноември
685,Dezember::N,Dezembro,декември
686,Montag::N,segunda-feira,понеделник
687,Dienstag::N,terça-feira,вторник
688,Mittwoch::N,quarta-feira,сряда
689,Donnerstag::N,quinta-feira,четвъртък
690,Freitag::N,sexta-feira,петък
691,Samstag::N,sábado,събота
692,Sonntag::N,domingo,неделя
693,groß::A,grande,едър
694,groß::A,grande,голям
695,klein::A,pequeno,малък
696,klein::A,pequeno,дребен
697,lang::A,comprido,дълъг
698,kurz::A,curto,къс
699,breit::A,largo,широк
700,schmal::A,estreito,тесен
701,dicht::A,denso,гъст
702,dick[Gegenstand]::A,grosso,дебел
703,dünn::A,delgado,тънък
704,fein::A,fino,фин
705,fein::A,fino,тънък
706,fein::A,subtil,фин
707,fein::A,subtil,тънък
708,fest::A,firme,твърд
709,fest::A,firme,плътен
710,fest::A,sólido,твърд
711,fest::A,sólido,плътен
712,flach::A,plano,равен
713,flach::A,plano,плосък
714,glatt::A,liso,гладък
715,hart::A,duro,твърд
716,hart::A,duro,корав
717,weich::A,mole,мек
718,rund::A,redondo,кръгъл
719,spitz::A,agudo,островръх
720,scharf::A,afiado,остър
721,stumpf::A,rombo,тъп
722,schwer::A,pesado,тежък
723,schön::A,belo,хубав
724,schön::A,belo,красив
725,schön::A,bonito,хубав
726,schön::A,bonito,красив
727,heiß::A,quente,жарък
728,warm::A,quente,топъл
729,kalt::A,frio,студен
730,kühl::A,fresco,хладен
731,frisch::A,fresco,свеж
732,feucht::A,húmido,влажен
733,nass::A,molhado,мокър
734,trocken::A,seco,сух
735,voll::A,cheio,пълен
736,leer::A,vazio,празен
737,offen::A,aberto,откровен
738,geschlossen::A,fechado,закрит
739,geschlossen::A,fechado,затворен
740,sauber::A,limpo,чист
741,schmutzig::A,sujo,мръсен
742,roh::A,cru,суров
743,reif::A,maduro,зрял
744,lecker::A,delicioso,вкусен
745,süß::A,doce,сладък
746,bitter::A,amargo,горчив
747,sauer::A,azedo,кисел
748,hell::A,claro,ясен
749,hell::A,claro,светъл
750,dunkel::A,escuro,тъмен
751,dunkel::A,sombrio,тъмен
752,schwarz::A,preto,черен
753,weiß::A,branco,бял
754,rot::A,vermelho,червен
755,gelb::A,amarelo,жълт
756,blau::A,azul,син
757,grün::A,verde,зелен
758,grau::A,cinzento,сив
759,bunt::A,colorido,шарен
760,bunt::A,colorido,пъстър
761,billig::A,barato,евтин
762,teuer::A,caro,скъп
763,wertvoll::A,valioso,ценен
764,wertvoll::A,precioso,ценен
765,blind::A,cego,сляп
766,taub::A,surdo,глух
767,kräftig::A,forte,силен
768,kräftig::A,poderoso,силен
769,stark::A,forte,здрав
770,stark::A,forte,силен
771,stark::A,robusto,здрав
772,stark::A,robusto,силен
773,schwach::A,débil,слаб
774,fett::A,gordo,тлъст
775,schlank::A,esbelto,тънък
776,schlank::A,esbelto,строен
777,hübsch::A,giro,хубав
778,hübsch::A,bonito,хубав
779,böse::A,mau,зъл
780,dumm::A,parvo,глупав
781,dumm::A,estúpido,глупав
782,faul::A,preguiçoso,ленив
783,faul::A,preguiçoso,мързелив
784,fleißig::A,aplicado,прилежен
785,fleißig::A,diligente,прилежен
786,geizig::A,avarento,скъпернически
787,klug::A,prudente,умен
788,klug::A,prudente,разумен
789,klug::A,inteligente,умен
790,klug::A,inteligente,разумен
791,geschickt::A,hábil,умел
792,geschickt::A,hábil,сръчен
793,lieb::A,caro,мил
794,lieb::A,caro,драг
795,lieb::A,querido,мил
796,lieb::A,querido,драг
797,lustig::A,alegre,весел
798,sanft::A,suave,нежен
799,sanft::A,suave,кротък
800,sanft::A,brando,нежен
801,sanft::A,brando,кротък
802,hungrig::A,faminto,гладен
803,krank::A,doente,болен
804,krank::A,enfermo,болен
805,nackt::A,nu,гол
806,nackt::A,despido,гол
807,traurig::A,triste,тъжен
808,traurig::A,triste,печален
809,lebendig::A,vivo,жив
810,gut::A,bom,добър
811,schlecht::A,mau,лош
812,schlecht::A,ruim,лош
813,richtig::A,justo,правилен
814,richtig::A,correcto,правилен
815,schlimm::A,mau,лош
816,schlimm::A,grave,лош
817,wahr::A,verdadeiro,верен
818,wahr::A,verdadeiro,истински
819,alt::A,velho,стар
820,alt::A,velho,древен
821,alt::A,antigo,стар
822,alt::A,antigo,древен
823,neu::A,novo,нов
824,ehemalig::A,antigo,бивш
825,alt[Lebewesen]::A,velho,стар
826,jung::A,jovem,млад
827,arm::A,pobre,беден
828,reich::A,rico,богат
829,bekannt::A,conhecido,познат
830,bekannt::A,conhecido,известен
831,berühmt::A,famoso,почут
832,berühmt::A,famoso,известен
833,berühmt::A,célebre,почут
834,berühmt::A,célebre,известен
835,fremd::A,alheio,чужд
836,fremd::A,estranho,чужд
837,verschieden::A,diverso,разен
838,verschieden::A,diverso,различен
839,verschieden::A,diferente,разен
840,verschieden::A,diferente,различен
841,nah::A,próximo,близък
842,fern::A,remoto,далечен
843,fern::A,distante,далечен
844,linker::A,esquerdo,ляв
845,rechter::A,direito,прав
846,anderer::A,outro,друг
847,erster::A,primeiro,пръв
848,erster::A,primeiro,първи
849,zweiter::A,segundo,втори
850,dritter::A,terceiro,трети
851,letzter::A,final,последен
852,letzter::A,último,последен
853,allein::ADV,só,само
854,auf einmal::ADV,de vez,същевременно
855,zusammen::ADV,juntos,заедно
856,lange::ADV,muito tempo,дълго
857,plötzlich::ADV,de repente,изведнъж
858,sofort::ADV,imediatamente,веднага
859,später::ADV,mais tarde,по-късно
860,jetzt::ADV,agora,сега
861,heute::ADV,hoje,днес
862,morgen::ADV,amanhã,утре
863,bald::ADV,logo,скоро
864,bald::ADV,breve,скоро
865,dann::ADV,então,после
866,dann::ADV,então,тогава
867,dann::ADV,depois,после
868,dann::ADV,depois,тогава
869,gestern::ADV,ontem,вчера
870,einst::ADV,antigamente,някога
871,damals::ADV,então,тогава
872,danach::ADV,logo,после
