,Concept_ID,te,cs
505,Alter::N,వయస్సు,věk
506,Schluss::N,ముగింపు,konec
507,Zeit::N,కాలము,čas
508,Tag::N,దినము,den
509,Morgen::N,ఉదయము,ráno
510,Morgen::N,ఉదయము,jitro
511,Mittag::N,మధ్యాహ్నము,poledne
512,Abend::N,సాయంకాలము,večer
513,Nacht::N,రత్రి,noc
514,Woche::N,వారము,týden
515,Monat::N,నెల,měsíc
516,Jahr::N,సంవత్సరము,rok
517,Frühling::N,వసంతకాలము,jaro
518,Sommer::N,వేసవికాము,léto
519,Herbst::N,ఆకురాలుకాలము,podzim
520,Winter::N,శీతకాలము,zima
521,Januar::N,జనవరి,leden
522,Februar::N,ఫిబ్రవరి,únor
523,März::N,మార్చి,březen
524,April::N,ఏప్రిలు,duben
525,Mai::N,మే,květen
526,Juni::N,జూన్,červen
527,Juli::N,జూలై,červenec
528,August::N,ఆగస్టు,srpen
529,September::N,సెప్ఠెంబరు,září
530,Oktober::N,అక్టోబరు,říjen
531,November::N,నవంబరు,listopad
532,Dezember::N,డిసెంబర్,prosinec
533,Montag::N,సోమవారము,pondělí
534,Montag::N,సోమవారము,pondělek
535,Dienstag::N,మంగళవారము,úterý
536,Mittwoch::N,బుధవారము,středa
537,Donnerstag::N,గురువారము,čtvrtek
538,Freitag::N,శుక్రవారము,pátek
539,Samstag::N,శనివారము,sobota
540,Sonntag::N,ఆదివారము,neděle
541,groß::A,గొప్పైన,velký
542,klein::A,చిన్న,malý
543,lang::A,పొడుగాటి,dlouhý
544,kurz::A,పొట్టి,krátký
545,breit::A,వెడల్పైన,široký
546,schmal::A,ఇఱుకైన,úzký
547,dicht::A,దట్టమైన,hustý
548,dick[Gegenstand]::A,దట్టమైన,tlustý
549,dünn::A,పలుచని,tenký
550,fein::A,నాజాకైన,jemný
551,fest::A,దృడమైవ,pevný
552,flach::A,చదువైన,plochý
553,flach::A,చదువైన,placatý
554,glatt::A,నున్నని,hladký
555,hart::A,కఠినమైన,tvrdý
556,weich::A,మృదువైన,měkký
557,rund::A,గుండ్రని,kulatý
558,rund::A,గుండ్రని,okrouhlý
559,spitz::A,మొనగల,špičatý
560,scharf::A,పదనైన,ostrý
561,stumpf::A,వాడిలేని,tupý
562,schwer::A,బరువ్తెన,těžký
563,schön::A,సుందరమైన,pěkný
564,schön::A,సుందరమైన,krásný
565,heiß::A,వేడియైన,horký
566,warm::A,వెచ్చని,teplý
567,kalt::A,చల్లని,studený
568,kühl::A,చల్లని,chladný
569,frisch::A,తాజాయైన,svěží
570,feucht::A,చెమ్మగానున్న,vlhký
571,nass::A,తడిగామన్న,mokrý
572,trocken::A,ఎండిన,suchý
573,voll::A,నిండు,plný
574,leer::A,శూన్యమైన,prázdný
575,offen::A,తెఱచియున్న,otevřený
576,geschlossen::A,మూసిన,zavřený
577,sauber::A,పరిశుద్ధమైన,čistý
578,schmutzig::A,ముఱికియైన,špinavý
579,roh::A,పచ్చి,syrový
580,reif::A,పండివ,zralý
581,lecker::A,రుచి గల,chutný
582,süß::A,తియ్యని,sladký
583,bitter::A,చేదైన,hořký
584,sauer::A,పుల్లని,kyselý
585,hell::A,కాంతిగల,světlý
586,dunkel::A,చీకటియైన,temný
587,schwarz::A,నల్లని,černý
588,weiß::A,తెలుపు,bílý
589,rot::A,ఎఱ్ఱని,rudý
590,rot::A,ఎఱ్ఱని,červený
591,gelb::A,పసుపు పచ్చ,žlutý
592,blau::A,నీలవర్ణము,modrý
593,grün::A,ఆకుపచ్చని,zelený
594,grau::A,నెరిసిన,šedý
595,grau::A,నెరిసిన,šedivý
596,bunt::A,రంగేలీ,pestrý
597,billig::A,చౌకయైన,levný
598,billig::A,చౌకయైన,laciný
599,teuer::A,వెలపొడుగైన,drahý
600,wertvoll::A,విలుప్తెన,cenný
601,blind::A,గ్రుడ్డి,slepý
602,taub::A,చెవిటి,hluchý
603,kräftig::A,శక్తి గల,silný
604,stark::A,బలమైన,silný
605,schwach::A,బలహీనమైన,slabý
606,fett::A,క్రొవ్విన,tučný
607,fett::A,క్రొవ్విన,tlustý
608,schlank::A,సన్నని,štíhlý
609,hübsch::A,సాగప్తెన,hezký
610,böse::A,చెడ్డ,zlý
611,dumm::A,తెలివిలేని,hloupý
612,faul::A,సోమరియైన,líný
613,fleißig::A,శ్రద్దగల,pilný
614,geizig::A,పిసినారియైన,lakomý
615,klug::A,తెలివిగల,chytrý
616,geschickt::A,నిపుణతగల,šikovný
617,lieb::A,ప్రియమైన,milý
618,lustig::A,ఉల్లాసము గల,veselý
619,sanft::A,సాధువైన,mírný
620,hungrig::A,ఆకలిగొనిన,hladový
621,krank::A,వ్యాధిగల,nemocný
622,nackt::A,దిగంబరమైన,nahý
623,traurig::A,విచారముగల,smutný
624,traurig::A,విచారముగల,truchlivý
625,lebendig::A,ప్రాణముతో నున్న,živý
626,gut::A,మంచి,dobrý
627,schlecht::A,చెడ్డ,špatný
628,richtig::A,సరియైన,pravý
629,richtig::A,సరియైన,správný
630,schlimm::A,అసహ్యమైన,zlý
631,wahr::A,నిజమైన,pravdivý
632,alt::A,ముసలి,starý
633,neu::A,క్రొత్త,nový
634,ehemalig::A,పూర్వపు,bývalý
635,alt[Lebewesen]::A,ముసలి,starý
636,jung::A,పసి,mladý
637,arm::A,బీద,chudý
638,reich::A,ధనవంతుడైన,bohatý
639,bekannt::A,తెలిసిన,známý
640,berühmt::A,ప్రపిద్దికెక్కివ,slavný
641,fremd::A,అన్యమైన,cizí
642,verschieden::A,భేదమైన,různý
643,verschieden::A,భేదమైన,rozličný
644,nah::A,దగ్గఱనున్న,blízký
645,fern::A,దూరమందున్న,daleký
646,linker::A,ఎడమప్రక్కగ,levý
647,rechter::A,కుడి,pravý
648,anderer::A,వేఱ్తెన,jiný
649,erster::A,మొదటి,první
650,zweiter::A,రెండన,druhý
651,dritter::A,మూడో,třetí
652,letzter::A,కడపటి,poslední
653,allein::ADV,ఒంటిగా,sám
654,auf einmal::ADV,హరాత్తుగ,najednou
655,zusammen::ADV,కలిసి,spolu
656,zusammen::ADV,కలిసి,dohromady
657,lange::ADV,బహుకాలము,dlouho
658,plötzlich::ADV,హరాత్తుగ,vtom
659,plötzlich::ADV,హరాత్తుగ,náhle
660,sofort::ADV,తక్షణము,hned
661,sofort::ADV,తక్షణము,ihned
662,später::ADV,ఇటీవలి,později
663,jetzt::ADV,ఇప్పుడు,teď
664,jetzt::ADV,ఇప్పుడు,nyní
665,heute::ADV,నేడు,dnes
666,heute::ADV,నేడు,dneska
667,morgen::ADV,ఱేపు,zítra
668,bald::ADV,శీఘ్రముగ,brzo
669,dann::ADV,అప్పుడు,pak
670,dann::ADV,అప్పుడు,potom
671,gestern::ADV,నిన్నటి దినము,včera
672,einst::ADV,పూర్వమొకప్పుడు,kdysi
673,damals::ADV,అప్పుడు,tehdy
674,damals::ADV,అప్పుడు,tenkrát
675,danach::ADV,అప్పుడు,podle toho
676,vorher::ADV,ఎదుట,dříve
677,vorher::ADV,ఎదుట,napřed
678,zuerst::ADV,మొదటిలో,nejprve
679,zuerst::ADV,మొదటిలో,nejdříve
680,einmal::ADV,ఒకసారి,jednou
681,manchmal::ADV,అప్పటప్పటికి,někdy
682,oft::ADV,తఱచుగా,často
683,immer::ADV,ఎల్లప్పుడు,vždy
684,immer::ADV,ఎల్లప్పుడు,stále
685,niemals::ADV,ఎప్పుడునులేదు,nikdy
686,hier::ADV,ఇక్కడ,zde
687,hier::ADV,ఇక్కడ,tady
688,hierhin::ADV,ఇక్కడకు,sem
689,von hier::ADV,ఇక్కడనుండి,odtud
690,dort::ADV,అక్కడ,tam
691,dorthin::ADV,అక్కడికి,tam
692,geradeaus::ADV,సూటిగా,rovně
693,vorwärts::ADV,ముందుకు,kupředu
694,rückwärts::ADV,వెనుకకు,zpět
695,zurück::ADV,వెనుకభాగము,zpět
696,zurück::ADV,వెనుకభాగము,nazpět
697,unten::ADV,క్రింద,dole
698,hinab::ADV,కిందికి,dolů
699,oben::ADV,మీద,nahoře
700,oben::ADV,మీద,navrchu
