,Concept_ID,la,uz
114,Festland::N,continens,materik
115,Meer::N,mare,dengiz
116,Bucht::N,sinus,qo'ltiq
117,Insel::N,insula,orol
118,Blume::N,flos,gul
119,Gras::N,herba,sabza
120,Gras::N,gramen,sabza
121,Wurzel::N,radix,tub
122,Wurzel::N,radix,tomir
123,Baum::N,arbor,daraxt
124,Stamm::N,truncus,o'simta
125,Rinde::N,cortex,qobiq
126,Ast::N,ramus,shox
127,Zweig::N,ramus,butoq
128,Blatt::N,folium,barg
129,Birke::N,betulla,qayin
130,Kiefer[Baum]::N,pinus,qarag'ay
131,Weide[Baum]::N,salix,shum
132,Tanne::N,abies,archa
133,Horn::N,cornu,mugiz
134,Feder::N,penna,par
135,Fell::N,pellis,mo'yna
136,Flügel::N,ala,qanot
137,Klaue::N,unguis,tirnoq
138,Kralle::N,unguis,tirnoq
139,Schwanz::N,cauda,quyruq
140,Ei::N,ovum,tuxum
141,Nest::N,nidus,oshyon
142,Bau::N,cavum,o'pqon
143,Bau::N,latibulum,o'pqon
144,Tier::N,bestia,hayvon
145,Herde::N,grex,gala
146,Kuh::N,vacca,inak
147,Bulle::N,taurus,ho'kiz
148,Pferd::N,equus,ot
149,Schaf::N,ovis,qo'y
150,Schwein::N,sus,cho'chqa
151,Schwein::N,porcus,cho'chqa
152,Hund::N,canis,it
153,Katze::N,felis,mushuk
154,Bär::N,ursus,ayiq
155,Eichhörnchen::N,sciurus,tiyin
156,Elch::N,alces,los
157,Fuchs::N,vulpes,tulki
158,Hase::N,lepus,kuyon
159,Maus::N,mus,sichqon
160,Wolf::N,lupus,bo'ri
161,Vogel::N,avis,qush
162,Schwarm::N,examen,to'da
163,Huhn::N,gallina,tovuq
164,Hahn::N,gallus,xo'roz
165,Gans::N,anser,g'oz
166,Adler::N,aquila,burgut
167,Ente::N,anas,o'rdak
168,Eule::N,ulula,boyo'g'li
169,Eule::N,noctua,boyo'g'li
170,Kranich::N,grus,turna
171,Krähe::N,cornix,qarg'a
172,Kuckuck::N,cuculus,kakku
173,Schwan::N,olor,oqkush
174,Schwan::N,cycnus,oqkush
175,Fisch::N,piscis,baliq
176,Barsch::N,perca,olabug'a
177,Hecht::N,esox,cho'rtan
178,Schlange[Tier]::N,serpens,ilon
179,Wurm::N,vermis,qurt
180,Spinne::N,aranea,o'rgimchak
181,Ameise::N,formica,chumoli
182,Laus::N,pediculus,bit
183,Mücke::N,culex,chivin
184,Fliege::N,musca,pashsha
185,Schmetterling::N,papilio,kapalak
186,Beere::N,baca,meva
187,Apfel::N,malum,olma
188,Pilz::N,fungus,qo'ziqorin
189,Zwiebel::N,cepa,piyoz
190,Saat::N,seges,äkin
191,Korn::N,granum,zarra
192,Heu::N,faenum,xashak
193,Schale::N,putamen,po'choq
194,Grube::N,fovea,co'ra
195,Falle::N,pedica,qopqon
196,Schlinge::N,laqueus,sirtmoq
197,Spur::N,vestigium,iz
198,Asche::N,cinis,kul
199,Dreck::N,lutum,kir
200,Eisen::N,ferrum,temir
201,Gold::N,aurum,tilla
202,Silber::N,argentum,kumush
203,Kohle::N,carbo,ko'mir
204,Glas::N,vitrum,oyna
205,Lehm::N,lutum,loy
206,Sand::N,arena,qum
207,Mensch::N,homo,odam
208,Mann::N,vir,ärkak
209,Frau::N,mulier,ayol
210,Kind::N,puer,bola
211,Kind::N,puer,kichkintoy
212,Kind::N,infans,bola
213,Kind::N,infans,kichkintoy
214,Junge::N,puer,bola
215,Mädchen::N,puella,qiz
216,Familie::N,familia,oila
217,Großvater::N,avus,buva
218,Großvater::N,avus,katta ota
219,Großmutter::N,avia,buvi
220,Großmutter::N,avia,katta oyi
221,Eltern::N,parentes,ota-ona
222,Vater::N,pater,ota
223,Mutter::N,mater,ona
224,Sohn::N,filius,o'g'il
225,Tochter::N,filia,qiz
226,Bruder::N,frater,og'a
227,Bruder::N,frater,uka
228,Schwester::N,soror,opa
229,Schwester::N,soror,singil
230,Onkel::N,patruus,amaki
231,Onkel::N,avunculus,amaki
232,Tante::N,amita,amma
233,Tante::N,amita,xola
234,Ehemann::N,maritus,är
235,Ehefrau::N,uxor,rafiqa
236,Freude::N,gaudium,ayish
237,Freude::N,laetitia,ayish
238,Gelächter::N,risus,kulgi
239,Glück::N,felicitas,saodat
240,Kummer::N,aegritudo,g'am
241,Wunsch::N,voluntas,orzu
242,Wunsch::N,desiderium,orzu
243,Lust::N,libido,rag'bat
244,Lust::N,voluptas,rag'bat
245,Geist::N,mens,ruh
246,Geist::N,animus,ruh
247,Gedanke::N,sententia,fikr
248,Gedächtnis::N,memoria,äs
249,Verstand::N,ratio,aql
250,Verstand::N,ingenium,aql
251,Sinn::N,sensus,ma'ni
252,Grund::N,causa,sabab
253,Wahrheit::N,veritas,haq
254,Gespräch::N,sermo,gap
255,Märchen::N,fabula,ärtak
256,Erzählung::N,fabula,rivoyat
257,Erzählung::N,narratio,rivoyat
258,Nachricht::N,nuntius,xabar
259,Neuigkeit::N,novitas,yangilik
260,Name::N,nomen,ot
261,Rätsel::N,aenigma,topishmoq
262,Rede::N,oratio,nutq
263,Sprache::N,lingua,til
264,Stimme::N,vox,ovoz
265,Wort::N,verbum,so'z
266,Wort::N,vocabulum,so'z
267,Zeichen::N,signum,alomat
268,Ruf::N,clamor,chaqiriq
269,Lärm::N,strepitus,taraq
270,Laut::N,sonus,tovush
271,Ton::N,sonus,un
272,Lied::N,carmen,ashula
273,Ruhe::N,quies,tinchlik
274,Leute::N,homines,xaloyiq
275,Volk::N,populus,xalq
276,Arbeit::N,labor,ish
277,Gast::N,hospes,mehmon
278,Gast::N,conviva,mehmon
279,Geschenk::N,munus,hadya
280,Spiel::N,ludus,o'yin
281,Gesellschaft::N,societas,jamiyat
282,Hilfe::N,auxilium,yordam
283,Hilfe::N,subsidium,yordam
284,Freund::N,amicus,do'st
285,Kamerad::N,socius,yo'ldosh
286,Angelegenheit::N,res,daxl
287,Anzahl::N,numerus,son
288,Art::N,genus,tur
289,Stück::N,frustum,parcha
290,Stück::N,fragmentum,parcha
291,Teil::N,pars,bo'lak
292,Hälfte::N,dimidium,yarim
293,Kreis::N,orbis,aylana
294,Kreis::N,circus,aylana
295,Kreuz::N,crux,xoch
296,Linie::N,linea,liniya
297,Strich::N,lineamentum,chiziq
298,Abstand::N,intervallum,oralik
299,Entfernung::N,spatium,uzoqlik
300,Gegend::N,loca,yer
301,Gegend::N,regio,yer
302,Platz::N,locus,oralig
303,Ort::N,locus,joy
304,Seite::N,latus,yon
305,Mitte::N,medium,o'rta
306,Gegenstand::N,res,ashyo
307,Sache::N,res,buyum
308,Rand::N,margo,chek
309,Kante::N,angulus,tig'
310,Ecke::N,angulus,burchak
311,Spitze::N,cacumen,uch
312,Ende::N,caput,oxir
313,Loch::N,foramen,teshik
314,Winkel::N,angulus,go'sha
315,Muster::N,exemplum,nusha
316,Größe::N,magnitudo,kattalik
317,Länge::N,longitudo,uzunlik
318,Höhe::N,altitudo,yuksaklik
319,Gewicht::N,pondus,solmoq
320,Menge::N,copia,miqdor
321,Haufen::N,acervus,uyum
322,Reihe::N,ordo,saf
323,Boot::N,navicula,qayiq
324,Ruder::N,remus,äshkak
325,Schlitten::N,sclodia,chana
326,Ski::N,narta,chang'i
327,Lagerfeuer::N,ignis,gulxan
328,Last::N,onus,yuk
329,Gang::N,cursus,yurish
330,Schritt::N,gradus,qadam
331,Norden::N,septentriones,shimol
332,Süden::N,meridies,janub
333,Westen::N,occidens,g'arb
334,Osten::N,oriens,sharq
335,Holz::N,lignum,yog'och
336,Brett::N,tabula,taxta
337,Platte::N,lamina,tabaqa
338,Stütze::N,adminiculum,tayanchi
339,Stange::N,pertica,qo'noq
340,Stock::N,baculum,tayoq
341,Stab::N,scipio,gavron
342,Rohr::N,tubus,tarnov
343,Haus::N,aedes,uy
344,Heim::N,domicilium,makon
345,Ofen::N,fornax,pechka
346,Fußboden::N,solum,pol
347,Tisch::N,mensa,mosa
348,Stuhl::N,sella,o'rindiq
349,Wiege::N,cunae,beshik
350,Bett::N,lectus,yotoq
351,Regal::N,foruli,tokcha
352,Kiste::N,cista,sandiq
353,Fenster::N,fenestra,deraza
354,Tür::N,ianua,äshik
355,Tor::N,porta,darvoza
356,Zaun::N,saepes,panjara
357,Dach::N,tectum,tom
358,Leiter::N,scalae,narvon
359,Besen::N,scopae,supurgi
360,Spaten::N,pala,bel
361,Schaufel::N,pala,kurak
362,Gabel::N,fuscinula,bilka
363,Löffel::N,coclear,qoshiq
364,Messer::N,culter,pichoq
365,Nagel::N,clavus,mix
366,Netz::N,rete,to'r
367,Haken::N,hamus,ilgak
368,Griff::N,manubrium,sop
369,Griff::N,manubrium,tutqich
370,Schloss::N,claustra,qulf
371,Bild::N,tabula,rasm
372,Bild::N,pictura,rasm
373,Figur::N,statunculum,shakl
374,Puppe::N,pupa,ko'g'irchoq
375,Beutel::N,sacculus,to'rva
376,Bündel::N,fascis,bog'lam
377,Tasche::N,sacculus,kissa
378,Eimer::N,situla,chelak
379,Deckel::N,operculum,qopqoq
380,Geschirr::N,vasa,idish
381,Sack::N,saccus,qop
382,Tasse::N,pocillum,piyola
383,Topf::N,olla,tuvak
384,Kessel::N,aenum,qozon
385,Essen::N,cena,tomoq
386,Nahrung::N,cibus,emak
387,Nahrung::N,alimenta,emak
388,Speise::N,cibus,taom
389,Fleisch::N,caro,go'sht
390,Getreide::N,frumentum,g'alla
391,Brei::N,puls,bo'tqa
392,Brot::N,panis,non
393,Scheibe::N,frustum,disk
394,Fett::N,pingue,moy
395,Butter::N,butȳrum,yog'
396,Öl::N,oleum,moy
397,Salz::N,sal,tuz
398,Suppe::N,ius,sho'rva
399,Honig::N,mel,asal
400,Milch::N,lac,sut
401,Tee::N,thea,choy
402,Leder::N,corium,charm
403,Wolle::N,lana,jun
404,Stoff::N,textum,mato
405,Nadel::N,acus,igna
406,Faden::N,filum,ip
407,Knopf::N,bulla,tugma
408,Knoten::N,nodus,tugun
409,Farbe::N,pigmentum,bo'yok
410,Kleidung::N,vestimenta,kiyim
411,Hemd::N,tunica,ko'ylak
412,Kragen::N,collare,yoqa
413,Ärmel::N,manica,yeng
414,Hose::N,bracae,shim
415,Gürtel::N,cingulum,tasma
416,Mütze::N,pilleus,shapka
417,Schuh::N,calceus,but
418,Stiefel::N,pero,botinka
419,Stiefel::N,caliga,botinka
420,Ring::N,anulus,yuzuk
421,Band::N,redimiculum,rishta
422,Kamm::N,pecten,taroq
423,Spiegel::N,speculum,ko'zgu
424,Riemen::N,lorum,qayish
425,Schnur::N,linum,bog'ich
426,Leine::N,retinaculum,etak
427,Decke::N,lodix,odyol
428,Kissen::N,pulvinus,yostiq
429,Tuch::N,velum,gazlama
430,Handtuch::N,mantele,sochiq
431,Kraft::N,vis,kuch
432,Stärke::N,robur,quvvat
433,Gesundheit::N,valetudo,sog'lik
434,Krankheit::N,morbus,kasallik
435,Schmerz::N,dolor,og'riq
436,Wunde::N,vulnus,yara
437,Fieber::N,febris,bezgak
438,Arznei::N,remedium,dori
439,Brücke::N,pons,ko'prik
440,Brunnen::N,puteus,buloq
441,Weide::N,pascua,yaylov
442,Pfad::N,semita,dorojka
443,Weg::N,iter,yo'l
444,Straße::N,via,ko'cha
445,Dorf::N,vicus,ovul
446,Stadt::N,urbs,shahar
447,Stadt::N,oppidum,shahar
448,Brief::N,epistula,maktub
449,Buch::N,liber,kitob
450,Buchstabe::N,littera,harf
451,Zeitung::N,diurnum,gazet
452,Leben::N,vita,hayot
453,Tod::N,mors,o'lim
454,Grab::N,sepulcrum,go'r
455,Kirche::N,ecclesia,cherkov
456,Sünde::N,peccatum,gunoh
457,Gott::N,deus,olloh
458,Arbeiter::N,operarius,ishchi
459,Chef::N,praefectus,rais
460,Meister::N,magister,usta
461,Arzt::N,medicus,hakim
462,Lehrer::N,magister,muallim
463,Geld::N,aes,pul
464,Geld::N,pecunia,pul
465,Geschäft::N,negotium,savdo
466,Laden::N,taberna,do'kon
467,Preis::N,pretium,baho
468,Ware::N,merx,mol
469,Nutzen::N,utilitas,foyda
470,Reichtum::N,opes,boylik
471,Reichtum::N,divitiae,boylik
472,Welt::N,mundus,olam
473,Land::N,terra,o'lka
474,Staat::N,res publica,davlat
475,König::N,rex,qirol
476,Macht::N,potestas,iqtidor
477,Grenze::N,limes,chegara
478,Krieg::N,bellum,harb
479,Feind::N,inimicus,dushman
480,Gewalt::N,vis,zo'rlik
481,Kampf::N,pugna,kurash
482,Bogen[Waffe]::N,arcus,yoy
483,Pfeil::N,sagitta,o'q
484,Gewehr::N,sclopetum,vintovka
485,Fehler::N,error,xato
486,Lüge::N,mendacium,yolg'on
487,Schaden::N,damnum,ziyon
488,Schaden::N,detrimentum,ziyon
489,Unglück::N,miseria,balo
490,Unglück::N,calamitas,balo
491,Schuld::N,culpa,ayb
492,Alter::N,aetas,yosh
493,Schluss::N,finis,tamom
494,Zeit::N,tempus,vaqt
495,Tag::N,dies,kun
496,Morgen::N,mane,saboh
497,Mittag::N,meridies,kun tushlik
498,Abend::N,vesper,oqshom
499,Nacht::N,nox,tun
500,Woche::N,septimana,hafta
501,Monat::N,mensis,oy
502,Jahr::N,annus,yil
503,Frühling::N,ver,bahor
504,Sommer::N,aestas,yoz
505,Herbst::N,autumnus,kuz
506,Herbst::N,autumnus,xazon
507,Winter::N,hiems,qish
508,Januar::N,Ianuarius,yanvar'
509,Februar::N,Februarius,fevral'
510,März::N,Martius,mart
511,April::N,Aprilis,aprel'
512,Mai::N,Maius,may
513,Juni::N,Iunius,iyun'
514,Juli::N,Iulius,iyul'
515,August::N,Augustus,avgust
516,September::N,September,sentyabr'
517,Oktober::N,Octobris,oktyabr'
518,November::N,Novembris,noyabr'
519,Dezember::N,December,dekabr'
520,Montag::N,dies lunae,dushanba
521,Dienstag::N,dies Martis ,seshanba
522,Mittwoch::N,dies Mercurii,chorshanba
523,Donnerstag::N,dies Iovis,payshanba
524,Freitag::N,dies Veneris,juma
525,Samstag::N,dies Saturni,shanba
526,Sonntag::N,dominicus,yakshanba
527,Sonntag::N,dies solis,yakshanba
528,groß::A,magnus,buyuk
529,klein::A,parvus,kichik
530,lang::A,longus,uzun
531,kurz::A,brevis,qisqa
532,breit::A,latus,keng
533,schmal::A,angustus,änsiz
534,dicht::A,densus,quyuq
535,dick[Gegenstand]::A,crassus,qalin
536,dünn::A,tenuis,ingichka
537,fein::A,subtilis,mayin
538,fest::A,solidus,qattiq
539,fest::A,stabilis,qattiq
540,flach::A,planus,yalpoq
541,glatt::A,levis,tekis
542,hart::A,durus,qattiq
543,weich::A,mollis,yumshoq
544,rund::A,rotundus,yumaloq
545,spitz::A,acutus,uchli
546,scharf::A,acer,keskir
547,stumpf::A,hebes,to'mtoq
548,schwer::A,gravis,salmoqli
549,schön::A,pulcher,go'zal
550,schön::A,formosus,go'zal
551,heiß::A,fervidus,qiziq
552,warm::A,calidus,issiq
553,kalt::A,frigidus,sovuq
554,kühl::A,frigidus,salqin
555,frisch::A,recens,toza
556,feucht::A,umidus,namli
557,nass::A,madidus,nam
558,trocken::A,aridus,quruq
559,voll::A,plenus,to'la
560,leer::A,vacuus,puch
561,offen::A,apertus,ochiq
562,geschlossen::A,clausus,berk
563,sauber::A,lautus,ozoda
564,schmutzig::A,sordidus,kir
565,roh::A,crudus,xom
566,reif::A,maturus,pishiq
567,lecker::A,delicatus,shirin
568,süß::A,dulcis,shirin
569,bitter::A,amarus,achchiq
570,bitter::A,acerbus,achchiq
571,sauer::A,acidus,achchiq
572,hell::A,clarus,yorug'
573,dunkel::A,obscurus,qorong'i
574,schwarz::A,niger,qora
575,weiß::A,albus,oq
576,rot::A,ruber,qizil
577,gelb::A,flavus,sariq
578,blau::A,caeruleus,zangori
579,grün::A,viridis,yashil
580,grau::A,canus,bo'z
581,bunt::A,varius,ola
582,billig::A,vilis,arzon
583,teuer::A,carus,qimmat
584,wertvoll::A,pretiosus,qimmat
585,blind::A,caecus,ko'r
586,taub::A,surdus,garang
587,kräftig::A,robustus,kuchli
588,stark::A,firmus,quvvatli
589,stark::A,validus,quvvatli
590,schwach::A,debilis,kuchsiz
591,schwach::A,infirmus,kuchsiz
592,fett::A,crassus,semiz
593,schlank::A,procerus,ingichka
594,hübsch::A,pulcher,ko'rkam
595,böse::A,improbus,yovuz
596,dumm::A,stultus,aqlsiz
597,dumm::A,stupidus,aqlsiz
598,faul::A,piger,ärinchak
599,fleißig::A,sedulus,ishchan
600,geizig::A,avarus,qurumsoq
601,klug::A,prudens,oqil
602,geschickt::A,sollers,äpchil
603,lieb::A,carus,aziz
604,lustig::A,iocosus,chaqchaq
605,sanft::A,clemens,asta
606,hungrig::A,impastus,och
607,krank::A,aeger,kasal
608,nackt::A,nudus,yalang
609,traurig::A,maestus,xafa
610,lebendig::A,vivus,hayotiy
611,gut::A,bonus,soz
612,schlecht::A,malus,yomon
613,richtig::A,rectus,rost
614,schlimm::A,malus,yovuz
615,wahr::A,verus,haqiqiy
616,alt::A,antiquus,äski
617,neu::A,novus,yangi
618,ehemalig::A,pristinus,sobiq
619,alt[Lebewesen]::A,vetus,qari
620,jung::A,iuvenis,navqiron
621,arm::A,pauper,abgor
622,reich::A,dives,boy
623,bekannt::A,notus,ma'lum
624,berühmt::A,celeber,mashhur
625,berühmt::A,illustris,mashhur
626,fremd::A,peregrinus,yot
627,verschieden::A,varius,turli
628,nah::A,propinquus,yaqindagi
629,fern::A,longinquus,uzoq
630,linker::A,sinister,so'l
631,rechter::A,dexter,o'ng
632,anderer::A,alius,boshqa
633,erster::A,primus,birinchi
634,zweiter::A,secundus,ikkinchi
635,dritter::A,tertius,uchinchi
636,letzter::A,ultimus,oxirgi
637,allein::ADV,solum,o'zicha
638,auf einmal::ADV,simul,varakay
639,zusammen::ADV,una,barobar
640,lange::ADV,diu,uzoq
641,plötzlich::ADV,subito,qo'qqisdan
642,plötzlich::ADV,repente,qo'qqisdan
643,sofort::ADV,statim,darrov
644,später::ADV,postea,so'ngra
645,jetzt::ADV,nunc,hozirgina
646,heute::ADV,hodie,bugun
647,morgen::ADV,cras,ärta
648,bald::ADV,mox,toz
649,dann::ADV,deinde,keyin
650,gestern::ADV,heri,kecha
651,einst::ADV,olim,avvallari
652,damals::ADV,tum,ugal
653,danach::ADV,postea,so'ngra
654,vorher::ADV,antea,avval
655,zuerst::ADV,primo,avval
656,einmal::ADV,semel,bir marta
657,manchmal::ADV,interdum,onda-sonda
658,oft::ADV,saepe,tez-tez
659,immer::ADV,semper,har vaqt
660,niemals::ADV,numquam,hargiz
661,hier::ADV,hic,shu erda
662,hierhin::ADV,huc,beri
663,von hier::ADV,hinc,shu erdan
664,dort::ADV,ibi,ana
665,dorthin::ADV,eo,u yerga
666,geradeaus::ADV,recte,to'g'ri
667,vorwärts::ADV,porro,ilgari
668,rückwärts::ADV,retro,qoloq
669,zurück::ADV,retro,orqada
670,unten::ADV,infra,pastda
671,hinab::ADV,pessum,tubanga
672,oben::ADV,supra,ustida
673,hinauf::ADV,sursum,yuqorida
674,überall::ADV,ubique,har erda
675,nicht::ADV,non,ämas
676,ein wenig::ADV,paulum,biroz
677,kaum::ADV,vix,arang
678,kaum::ADV,aegre,arang
679,sehr::ADV,valde,ancha
680,sehr::ADV,magnopere,ancha
681,so::ADV,ita,shunday
682,noch::ADV,etiam,hali
683,nur::ADV,solum,yolg'iz
684,nur::ADV,tantum,yolg'iz
685,schon::ADV,iam,endi
686,wieder::ADV,rursus,yana
687,vergebens::ADV,frustra,bekorga
688,vor::PRP,ante,burun
689,hinter::PRP,post,ketida
690,unter::PRP,sub,ostida
691,durch::PRP,per,bo'ylab
692,neben::PRP,iuxta,yonida
693,zwischen::PRP,inter,orada
694,wegen::PRP,propter,sababli
695,dies::PRN,hoc,o'sha
696,das::PRN,id,narigi
697,alles::PRN,omnia,har nima
698,ich::PRN,ego,men
699,du::PRN,tu,sen
700,er::PRN,is,u
701,er::PRN,ille,u
702,wir::PRN,nos,biz
703,ihr::PRN,vos,siz
704,sie::PRN,ii,ular
705,sie::PRN,illi,ular
706,was::FPRN,quid,nima
707,wer::FPRN,quis,kim
708,wo::FADV,ubi,qaerda
709,wohin::FADV,quo,qayerga
710,wie::FADV,quomodo,qanday
711,warum::FADV,cur,nega
712,wieviel::FNUM,quantum,qancha
713,eins::NUM,unus,bir
714,zwei::NUM,duo,ikki
715,drei::NUM,tres,uch
716,vier::NUM,quattuor,to'rt
717,fünf::NUM,quinque,besh
718,sechs::NUM,sex,olti
719,sieben::NUM,septem,etti
720,acht::NUM,octo,sakkiz
721,neun::NUM,novem,to'qqiz
722,zehn::NUM,decem,o'n
723,elf::NUM,undecim,o'n bir
724,zwölf::NUM,duodecim,o'n ikki
725,zwanzig::NUM,viginti,yigirma
726,dreißig::NUM,triginta,o'ttiz
727,vierzig::NUM,quadraginta,qirq
728,fünfzig::NUM,quinquaginta,ällik
729,sechzig::NUM,sexaginta,oltmish
730,siebzig::NUM,septuaginta,etmish
731,achtzig::NUM,octoginta,sakson
732,neunzig::NUM,nonaginta,to'qson
733,hundert::NUM,centum,yuz
734,tausend::NUM,mille,ming
735,und::CNJ,et,va
736,und::CNJ,-que,va
737,oder::CNJ,vel,yo
738,stehen::V,stare,turmoq
739,sitzen::V,sedere,o'tirmoq
740,liegen::V,iacere,yotmoq
741,hängen::V,pendere,osilmoq
742,werden::V,fieri,bo'lmoq
743,passieren::V,accidere,bo'lib o'tmoq
744,beginnen::V,incipere,boshlanmoq
745,enden::V,finem habere,bitmoq
746,wechseln::V,mutari,o'zgarmoq
747,aufgehen[Sonne]::V,oriri,chiqmoq
748,untergehen[Sonne]::V,occidere,botmoq
749,scheinen[Sonne]::V,lucere,yaraqlamoq
750,donnern::V,tonare,gulduramoq
751,wehen::V,flare,elpimoq
752,strömen::V,fluere,oqmoq
753,fließen::V,manare,oqmoq
754,sich drehen::V,torqueri,aylanmoq
755,schwanken::V,vacillare,qoqilmoq
756,schwingen::V,vibrare,lopillamoq
757,fallen::V,cadere,tushmoq
758,brennen::V,ardere,yonmoq
759,rauchen::V,fumare,tutamoq
760,regnen::V,pluere,yomg'ir yog'moq
761,gefrieren::V,congelari,muzlamoq
762,tauen::V,rorare,ärimoq
763,schmelzen::V,liquescere,ärimoq
764,trocknen::V,arescere,qurimoq
765,sieden::V,fervere,qaynamoq
766,faulen::V,putescere,chirimoq
767,verfaulen::V,putescere,chirimoq
768,reißen::V,scindi,qayt qilmoq
769,versinken::V,mergi,g'arq bo'lmoq
770,vergehen::V,praeterire,o'tmoq
771,erscheinen::V,apparere,zuhur ätmoq
772,verschwinden::V,discedere,yo'qolmoq
773,sinken::V,labi,pasaymoq
774,abnehmen::V,deminui,kamaymoq
775,zunehmen::V,augeri,urchimoq
776,steigen::V,augescere,oshmoq
777,wachsen::V,crescere,o'smoq
778,glänzen::V,splendere,porlamoq
779,funkeln::V,micare,yalt ätmoq
780,lärmen::V,strepere,taraq ätmoq
781,läuten::V,sonare,jiringlamoq
782,klingeln::V,tinnire,jiringlamoq
783,klirren::V,crepare,sharaqlamoq
784,brausen::V,saevire,vag'illamoq
785,rauschen::V,crepare,shitirlamoq
786,klingen::V,sonare,yangramoq
787,bellen::V,latrare,hurmoq
788,heulen::V,ululare,uvlamoq
789,blasen::V,flare,puflamoq
790,pfeifen::V,sibilare,xushtak chalmoq 
791,schreien::V,clamare,qiyqirmoq
792,stöhnen::V,gemere,nola qilmoq
793,zittern::V,tremere,titramoq
794,zittern::V,trepidare,titramoq
795,leben::V,vivere,yashamoq
796,geboren werden::V,nasci,tug'ilmoq
797,atmen::V,spirare,nafas chiqarmoq
798,trinken::V,bibere,ichmoq
799,essen::V,edere,emoq
800,schlucken::V,devorare,yutmoq
801,müde werden::V,fatigari,horimoq
802,einschlafen::V,obdormiscere,uxlab qolmoq
803,schlafen::V,dormire,uxlamoq
