,Concept_ID,la,cs
205,Zwiebel::N,cepa,cibule
206,Saat::N,seges,osivo
207,Korn::N,granum,zrno
208,Heu::N,faenum,seno
209,Schale::N,putamen,slupka
210,Schale::N,putamen,skořápka
211,Grube::N,fovea,jáma
212,Falle::N,pedica,past
213,Falle::N,pedica,léčka
214,Schlinge::N,laqueus,smyčka
215,Spur::N,vestigium,stopa
216,Asche::N,cinis,popel
217,Dreck::N,lutum,špína
218,Eisen::N,ferrum,železo
219,Gold::N,aurum,zlato
220,Silber::N,argentum,stříbro
221,Kohle::N,carbo,uhlí
222,Glas::N,vitrum,sklo
223,Lehm::N,lutum,jíl
224,Lehm::N,lutum,hlína
225,Sand::N,arena,písek
226,Mensch::N,homo,člověk
227,Mann::N,vir,muž
228,Frau::N,mulier,žena
229,Kind::N,puer,dítě
230,Kind::N,infans,dítě
231,Junge::N,puer,hoch
232,Junge::N,puer,chlapec
233,Mädchen::N,puella,děvče
234,Familie::N,familia,rodina
235,Großvater::N,avus,děd
236,Großvater::N,avus,dědeček
237,Großmutter::N,avia,babička
238,Eltern::N,parentes,rodiče
239,Vater::N,pater,otec
240,Mutter::N,mater,matka
241,Sohn::N,filius,syn
242,Tochter::N,filia,dcera
243,Bruder::N,frater,bratr
244,Schwester::N,soror,sestra
245,Onkel::N,patruus,strýc
246,Onkel::N,avunculus,strýc
247,Tante::N,amita,teta
248,Ehemann::N,maritus,choť
249,Ehemann::N,maritus,manžel
250,Ehefrau::N,uxor,choť
251,Ehefrau::N,uxor,manželka
252,Freude::N,gaudium,radost
253,Freude::N,laetitia,radost
254,Gelächter::N,risus,smích
255,Glück::N,felicitas,štěstí
256,Kummer::N,aegritudo,žal
257,Kummer::N,aegritudo,trápení
258,Wunsch::N,voluntas,přání
259,Wunsch::N,desiderium,přání
260,Lust::N,libido,chuť
261,Lust::N,voluptas,chuť
262,Geist::N,mens,duch
263,Geist::N,animus,duch
264,Gedanke::N,sententia,myšlenka
265,Gedächtnis::N,memoria,paměť
266,Verstand::N,ratio,rozum
267,Verstand::N,ingenium,rozum
268,Sinn::N,sensus,smysl
269,Grund::N,causa,důvod
270,Wahrheit::N,veritas,pravda
271,Gespräch::N,sermo,rozhovor
272,Märchen::N,fabula,pohádka
273,Erzählung::N,fabula,povídka
274,Erzählung::N,narratio,povídka
275,Nachricht::N,nuntius,zpráva
276,Neuigkeit::N,novitas,novina
277,Neuigkeit::N,novitas,novinka
278,Name::N,nomen,jméno
279,Rätsel::N,aenigma,hádanka
280,Rede::N,oratio,řeč
281,Rede::N,oratio,proslov
282,Sprache::N,lingua,řeč
283,Sprache::N,lingua,jazyk
284,Stimme::N,vox,hlas
285,Wort::N,verbum,slovo
286,Wort::N,vocabulum,slovo
287,Zeichen::N,signum,znamení
288,Ruf::N,clamor,zavolání
289,Lärm::N,strepitus,hluk
290,Laut::N,sonus,zvuk
291,Ton::N,sonus,tón
292,Lied::N,carmen,píseň
293,Ruhe::N,quies,klid
294,Ruhe::N,quies,pokoj
295,Leute::N,homines,lidé
296,Volk::N,populus,národ
297,Arbeit::N,labor,práce
298,Gast::N,hospes,host
299,Gast::N,conviva,host
300,Geschenk::N,munus,dar
301,Spiel::N,ludus,hra
302,Gesellschaft::N,societas,společnost
303,Hilfe::N,auxilium,pomoc
304,Hilfe::N,subsidium,pomoc
305,Freund::N,amicus,přítel
306,Kamerad::N,socius,kamarád
307,Angelegenheit::N,res,záležitost
308,Anzahl::N,numerus,počet
309,Art::N,genus,druh
310,Stück::N,frustum,kus
311,Stück::N,frustum,kousek
312,Stück::N,fragmentum,kus
313,Stück::N,fragmentum,kousek
314,Teil::N,pars,díl
315,Teil::N,pars,část
316,Hälfte::N,dimidium,půl
317,Kreis::N,orbis,kruh
318,Kreis::N,circus,kruh
319,Kreuz::N,crux,kříž
320,Linie::N,linea,linka
321,Strich::N,lineamentum,čára
322,Strich::N,lineamentum,čárka
323,Abstand::N,intervallum,vzdálenost
324,Entfernung::N,spatium,vzdálenost
325,Gegend::N,loca,krajina
326,Gegend::N,regio,krajina
327,Platz::N,locus,prostor
328,Ort::N,locus,místo
329,Seite::N,latus,strana
330,Mitte::N,medium,střed
331,Mitte::N,medium,prostředek
332,Gegenstand::N,res,předmět
333,Sache::N,res,věc
334,Rand::N,margo,kraj
335,Rand::N,margo,okraj
336,Kante::N,angulus,hrana
337,Ecke::N,angulus,roh
338,Spitze::N,cacumen,hrot
339,Spitze::N,cacumen,špička
340,Ende::N,caput,konec
341,Loch::N,foramen,díra
342,Winkel::N,angulus,kout
343,Muster::N,exemplum,vzor
344,Größe::N,magnitudo,velikost
345,Länge::N,longitudo,délka
346,Höhe::N,altitudo,výška
347,Gewicht::N,pondus,váha
348,Menge::N,copia,množství
349,Haufen::N,acervus,kupa
350,Haufen::N,acervus,hromada
351,Reihe::N,ordo,řada
352,Reihe::N,ordo,řádek
353,Boot::N,navicula,člun
354,Ruder::N,remus,veslo
355,Schlitten::N,sclodia,sáně
356,Ski::N,narta,lyže
357,Lagerfeuer::N,ignis,táborák
358,Last::N,onus,náklad
359,Last::N,onus,břemeno
360,Gang::N,cursus,chůze
361,Gang::N,cursus,chodba
362,Schritt::N,gradus,krok
363,Norden::N,septentriones,sever
364,Süden::N,meridies,jih
365,Westen::N,occidens,západ
366,Osten::N,oriens,východ
367,Holz::N,lignum,dřevo
368,Brett::N,tabula,prkno
369,Platte::N,lamina,deska
370,Stütze::N,adminiculum,opěra
371,Stange::N,pertica,tyč
372,Stange::N,pertica,tyčka
373,Stock::N,baculum,hůlka
374,Stab::N,scipio,hůl
375,Rohr::N,tubus,trubka
376,Haus::N,aedes,dům
377,Heim::N,domicilium,domov
378,Ofen::N,fornax,kamna
379,Fußboden::N,solum,podlaha
380,Tisch::N,mensa,stůl
381,Stuhl::N,sella,židle
382,Wiege::N,cunae,kolébka
383,Bett::N,lectus,postel
384,Regal::N,foruli,regál
385,Regal::N,foruli,police
386,Kiste::N,cista,bedna
387,Fenster::N,fenestra,okno
388,Tür::N,ianua,dveře
389,Tor::N,porta,vrata
390,Zaun::N,saepes,plot
391,Dach::N,tectum,střecha
392,Leiter::N,scalae,žebřík
393,Besen::N,scopae,koště
394,Besen::N,scopae,smeták
395,Spaten::N,pala,rýč
396,Schaufel::N,pala,lopata
397,Gabel::N,fuscinula,vidlička
398,Löffel::N,coclear,lžíce
399,Messer::N,culter,nůž
400,Nagel::N,clavus,hřebík
401,Netz::N,rete,síť
402,Haken::N,hamus,hák
403,Griff::N,manubrium,držadlo
404,Schloss::N,claustra,zámek
405,Bild::N,tabula,obraz
406,Bild::N,pictura,obraz
407,Figur::N,statunculum,figura
408,Puppe::N,pupa,panenka
409,Beutel::N,sacculus,pytlík
410,Bündel::N,fascis,svazek
411,Tasche::N,sacculus,taška
412,Tasche::N,sacculus,brašna
413,Eimer::N,situla,kýbl
414,Eimer::N,situla,vědro
415,Deckel::N,operculum,víko
416,Deckel::N,operculum,příklop
417,Geschirr::N,vasa,nádobí
418,Sack::N,saccus,pytel
419,Tasse::N,pocillum,šálek
420,Topf::N,olla,hrnec
421,Kessel::N,aenum,kotel
422,Essen::N,cena,jídlo
423,Nahrung::N,cibus,strava
424,Nahrung::N,cibus,potrava
425,Nahrung::N,alimenta,strava
426,Nahrung::N,alimenta,potrava
427,Speise::N,cibus,jídlo
428,Fleisch::N,caro,maso
429,Getreide::N,frumentum,obilí
430,Brei::N,puls,kaše
431,Brot::N,panis,chléb
432,Scheibe::N,frustum,krajíc
433,Fett::N,pingue,tuk
434,Fett::N,pingue,omastek
435,Butter::N,butȳrum,máslo
436,Öl::N,oleum,olej
437,Salz::N,sal,sůl
438,Suppe::N,ius,polévka
439,Honig::N,mel,med
440,Milch::N,lac,mléko
441,Tee::N,thea,čaj
442,Leder::N,corium,kůže
443,Wolle::N,lana,vlna
444,Stoff::N,textum,látka
445,Nadel::N,acus,jehla
446,Faden::N,filum,nit
447,Knopf::N,bulla,knoflík
448,Knoten::N,nodus,uzel
449,Farbe::N,pigmentum,barva
450,Kleidung::N,vestimenta,šaty
451,Kleidung::N,vestimenta,šatstvo
452,Hemd::N,tunica,košile
453,Kragen::N,collare,límec
454,Ärmel::N,manica,rukáv
455,Hose::N,bracae,kalhoty
456,Gürtel::N,cingulum,pás
457,Gürtel::N,cingulum,opasek
458,Mütze::N,pilleus,čepice
459,Schuh::N,calceus,bota
460,Stiefel::N,pero,holínka
461,Stiefel::N,caliga,holínka
462,Ring::N,anulus,prsten
463,Band::N,redimiculum,pásek
464,Kamm::N,pecten,hřeben
465,Spiegel::N,speculum,zrcadlo
466,Riemen::N,lorum,řemen
467,Schnur::N,linum,šňůra
468,Leine::N,retinaculum,vodítko
469,Decke::N,lodix,pokrývka
470,Decke::N,lodix,přikrývka
471,Kissen::N,pulvinus,polštář
472,Tuch::N,velum,šátek
473,Handtuch::N,mantele,ručník
474,Kraft::N,vis,síla
475,Stärke::N,robur,síla
476,Gesundheit::N,valetudo,zdraví
477,Krankheit::N,morbus,nemoc
478,Krankheit::N,morbus,choroba
479,Schmerz::N,dolor,bolest
480,Wunde::N,vulnus,rána
481,Fieber::N,febris,horečka
482,Arznei::N,remedium,lék
483,Brücke::N,pons,most
484,Brunnen::N,puteus,studna
485,Weide::N,pascua,pastva
486,Weide::N,pascua,pastvina
487,Pfad::N,semita,pěšina
488,Weg::N,iter,cesta
489,Straße::N,via,silnice
490,Dorf::N,vicus,vesnice
491,Stadt::N,urbs,město
492,Stadt::N,oppidum,město
493,Brief::N,epistula,dopis
494,Buch::N,liber,kniha
495,Buchstabe::N,littera,písmeno
496,Zeitung::N,diurnum,noviny
497,Leben::N,vita,život
498,Tod::N,mors,smrt
499,Grab::N,sepulcrum,hrob
500,Kirche::N,ecclesia,kostel
501,Sünde::N,peccatum,hřích
502,Gott::N,deus,bůh
503,Arbeiter::N,operarius,dělník
504,Arbeiter::N,operarius,pracovník
505,Chef::N,praefectus,šéf
506,Chef::N,praefectus,vedoucí
507,Meister::N,magister,mistr
508,Arzt::N,medicus,lékař
509,Lehrer::N,magister,učitel
510,Geld::N,aes,peníze
511,Geld::N,pecunia,peníze
512,Geschäft::N,negotium,obchod
513,Laden::N,taberna,krám
514,Preis::N,pretium,cena
515,Ware::N,merx,zboží
516,Nutzen::N,utilitas,užitek
517,Reichtum::N,opes,bohatství
518,Reichtum::N,divitiae,bohatství
519,Welt::N,mundus,svět
520,Land::N,terra,země
521,Staat::N,res publica,stát
522,König::N,rex,král
523,Macht::N,potestas,moc
524,Macht::N,potestas,mocnost
525,Grenze::N,limes,hranice
526,Krieg::N,bellum,válka
527,Feind::N,inimicus,nepřítel
528,Gewalt::N,vis,násilí
529,Kampf::N,pugna,boj
530,Bogen[Waffe]::N,arcus,luk
531,Pfeil::N,sagitta,šíp
532,Gewehr::N,sclopetum,puška
533,Gewehr::N,sclopetum,ručnice
534,Fehler::N,error,chyba
535,Lüge::N,mendacium,lež
536,Schaden::N,damnum,škoda
537,Schaden::N,detrimentum,škoda
538,Unglück::N,miseria,neštěstí
539,Unglück::N,calamitas,neštěstí
540,Schuld::N,culpa,vina
541,Alter::N,aetas,věk
542,Schluss::N,finis,konec
543,Zeit::N,tempus,čas
544,Tag::N,dies,den
545,Morgen::N,mane,ráno
546,Morgen::N,mane,jitro
547,Mittag::N,meridies,poledne
548,Abend::N,vesper,večer
549,Nacht::N,nox,noc
550,Woche::N,septimana,týden
551,Monat::N,mensis,měsíc
552,Jahr::N,annus,rok
553,Frühling::N,ver,jaro
554,Sommer::N,aestas,léto
555,Herbst::N,autumnus,podzim
556,Winter::N,hiems,zima
557,Januar::N,Ianuarius,leden
558,Februar::N,Februarius,únor
559,März::N,Martius,březen
560,April::N,Aprilis,duben
561,Mai::N,Maius,květen
562,Juni::N,Iunius,červen
563,Juli::N,Iulius,červenec
564,August::N,Augustus,srpen
565,September::N,September,září
566,Oktober::N,Octobris,říjen
567,November::N,Novembris,listopad
568,Dezember::N,December,prosinec
569,Montag::N,dies lunae,pondělí
570,Montag::N,dies lunae,pondělek
571,Dienstag::N,dies Martis ,úterý
572,Mittwoch::N,dies Mercurii,středa
573,Donnerstag::N,dies Iovis,čtvrtek
574,Freitag::N,dies Veneris,pátek
575,Samstag::N,dies Saturni,sobota
576,Sonntag::N,dominicus,neděle
577,Sonntag::N,dies solis,neděle
578,groß::A,magnus,velký
579,klein::A,parvus,malý
580,lang::A,longus,dlouhý
581,kurz::A,brevis,krátký
582,breit::A,latus,široký
583,schmal::A,angustus,úzký
584,dicht::A,densus,hustý
585,dick[Gegenstand]::A,crassus,tlustý
586,dünn::A,tenuis,tenký
587,fein::A,subtilis,jemný
588,fest::A,solidus,pevný
589,fest::A,stabilis,pevný
590,flach::A,planus,plochý
591,flach::A,planus,placatý
592,glatt::A,levis,hladký
593,hart::A,durus,tvrdý
594,weich::A,mollis,měkký
595,rund::A,rotundus,kulatý
596,rund::A,rotundus,okrouhlý
597,spitz::A,acutus,špičatý
598,scharf::A,acer,ostrý
599,stumpf::A,hebes,tupý
600,schwer::A,gravis,těžký
601,schön::A,pulcher,pěkný
602,schön::A,pulcher,krásný
603,schön::A,formosus,pěkný
604,schön::A,formosus,krásný
605,heiß::A,fervidus,horký
606,warm::A,calidus,teplý
607,kalt::A,frigidus,studený
608,kühl::A,frigidus,chladný
609,frisch::A,recens,svěží
610,feucht::A,umidus,vlhký
611,nass::A,madidus,mokrý
612,trocken::A,aridus,suchý
613,voll::A,plenus,plný
614,leer::A,vacuus,prázdný
615,offen::A,apertus,otevřený
616,geschlossen::A,clausus,zavřený
617,sauber::A,lautus,čistý
618,schmutzig::A,sordidus,špinavý
619,roh::A,crudus,syrový
620,reif::A,maturus,zralý
621,lecker::A,delicatus,chutný
622,süß::A,dulcis,sladký
623,bitter::A,amarus,hořký
624,bitter::A,acerbus,hořký
625,sauer::A,acidus,kyselý
626,hell::A,clarus,světlý
627,dunkel::A,obscurus,temný
628,schwarz::A,niger,černý
629,weiß::A,albus,bílý
630,rot::A,ruber,rudý
631,rot::A,ruber,červený
632,gelb::A,flavus,žlutý
633,blau::A,caeruleus,modrý
634,grün::A,viridis,zelený
635,grau::A,canus,šedý
636,grau::A,canus,šedivý
637,bunt::A,varius,pestrý
638,billig::A,vilis,levný
639,billig::A,vilis,laciný
640,teuer::A,carus,drahý
641,wertvoll::A,pretiosus,cenný
642,blind::A,caecus,slepý
643,taub::A,surdus,hluchý
644,kräftig::A,robustus,silný
645,stark::A,firmus,silný
646,stark::A,validus,silný
647,schwach::A,debilis,slabý
648,schwach::A,infirmus,slabý
649,fett::A,crassus,tučný
650,fett::A,crassus,tlustý
651,schlank::A,procerus,štíhlý
652,hübsch::A,pulcher,hezký
653,böse::A,improbus,zlý
654,dumm::A,stultus,hloupý
655,dumm::A,stupidus,hloupý
656,faul::A,piger,líný
657,fleißig::A,sedulus,pilný
658,geizig::A,avarus,lakomý
659,klug::A,prudens,chytrý
660,geschickt::A,sollers,šikovný
661,lieb::A,carus,milý
662,lustig::A,iocosus,veselý
663,sanft::A,clemens,mírný
664,hungrig::A,impastus,hladový
665,krank::A,aeger,nemocný
666,nackt::A,nudus,nahý
667,traurig::A,maestus,smutný
668,traurig::A,maestus,truchlivý
669,lebendig::A,vivus,živý
670,gut::A,bonus,dobrý
671,schlecht::A,malus,špatný
672,richtig::A,rectus,pravý
673,richtig::A,rectus,správný
674,schlimm::A,malus,zlý
675,wahr::A,verus,pravdivý
676,alt::A,antiquus,starý
677,neu::A,novus,nový
678,ehemalig::A,pristinus,bývalý
679,alt[Lebewesen]::A,vetus,starý
680,jung::A,iuvenis,mladý
681,arm::A,pauper,chudý
682,reich::A,dives,bohatý
683,bekannt::A,notus,známý
684,berühmt::A,celeber,slavný
685,berühmt::A,illustris,slavný
686,fremd::A,peregrinus,cizí
687,verschieden::A,varius,různý
688,verschieden::A,varius,rozličný
689,nah::A,propinquus,blízký
690,fern::A,longinquus,daleký
691,linker::A,sinister,levý
692,rechter::A,dexter,pravý
693,anderer::A,alius,jiný
694,erster::A,primus,první
695,zweiter::A,secundus,druhý
696,dritter::A,tertius,třetí
697,letzter::A,ultimus,poslední
698,allein::ADV,solum,sám
699,auf einmal::ADV,simul,najednou
700,zusammen::ADV,una,spolu
701,zusammen::ADV,una,dohromady
702,lange::ADV,diu,dlouho
703,plötzlich::ADV,subito,vtom
704,plötzlich::ADV,subito,náhle
705,plötzlich::ADV,repente,vtom
706,plötzlich::ADV,repente,náhle
707,sofort::ADV,statim,hned
708,sofort::ADV,statim,ihned
709,später::ADV,postea,později
710,jetzt::ADV,nunc,teď
711,jetzt::ADV,nunc,nyní
712,heute::ADV,hodie,dnes
713,heute::ADV,hodie,dneska
714,morgen::ADV,cras,zítra
715,bald::ADV,mox,brzo
716,dann::ADV,deinde,pak
717,dann::ADV,deinde,potom
718,gestern::ADV,heri,včera
719,einst::ADV,olim,kdysi
720,damals::ADV,tum,tehdy
721,damals::ADV,tum,tenkrát
722,danach::ADV,postea,podle toho
723,vorher::ADV,antea,dříve
724,vorher::ADV,antea,napřed
725,zuerst::ADV,primo,nejprve
726,zuerst::ADV,primo,nejdříve
727,einmal::ADV,semel,jednou
728,manchmal::ADV,interdum,někdy
729,oft::ADV,saepe,často
730,immer::ADV,semper,vždy
731,immer::ADV,semper,stále
732,niemals::ADV,numquam,nikdy
733,hier::ADV,hic,zde
734,hier::ADV,hic,tady
735,hierhin::ADV,huc,sem
736,von hier::ADV,hinc,odtud
737,dort::ADV,ibi,tam
738,dorthin::ADV,eo,tam
739,geradeaus::ADV,recte,rovně
740,vorwärts::ADV,porro,kupředu
741,rückwärts::ADV,retro,zpět
742,zurück::ADV,retro,zpět
743,zurück::ADV,retro,nazpět
744,unten::ADV,infra,dole
745,hinab::ADV,pessum,dolů
746,oben::ADV,supra,nahoře
747,oben::ADV,supra,navrchu
748,hinauf::ADV,sursum,nahoru
749,überall::ADV,ubique,všude
750,nicht::ADV,non,ne
751,ein wenig::ADV,paulum,trochu
752,kaum::ADV,vix,sotva
753,kaum::ADV,aegre,sotva
754,sehr::ADV,valde,velmi
755,sehr::ADV,valde,velice
756,sehr::ADV,magnopere,velmi
757,sehr::ADV,magnopere,velice
758,so::ADV,ita,tak
759,so::ADV,ita,takto
760,noch::ADV,etiam,ještě
761,nur::ADV,solum,jen
762,nur::ADV,solum,jenom
763,nur::ADV,tantum,jen
764,nur::ADV,tantum,jenom
765,schon::ADV,iam,už
766,schon::ADV,iam,již
767,wieder::ADV,rursus,zase
768,vergebens::ADV,frustra,marně
769,vor::PRP,ante,před
770,hinter::PRP,post,za
771,unter::PRP,sub,pod
772,durch::PRP,per,skrz
773,neben::PRP,iuxta,vedle
774,zwischen::PRP,inter,mezi
775,wegen::PRP,propter,pro
776,dies::PRN,hoc,toto
777,dies::PRN,hoc,tohle
778,das::PRN,id,to
779,alles::PRN,omnia,všechno
780,ich::PRN,ego,já
781,du::PRN,tu,ty
782,er::PRN,is,on
783,er::PRN,ille,on
784,wir::PRN,nos,my
785,ihr::PRN,vos,vy
786,sie::PRN,ii,oni
787,sie::PRN,illi,oni
788,was::FPRN,quid,co
789,wer::FPRN,quis,kdo
790,wo::FADV,ubi,kde
791,wohin::FADV,quo,kam
792,wie::FADV,quomodo,jak
793,warum::FADV,cur,proč
794,wieviel::FNUM,quantum,kolik
795,eins::NUM,unus,jeden
796,zwei::NUM,duo,dva
797,drei::NUM,tres,tři
798,vier::NUM,quattuor,čtyři
799,fünf::NUM,quinque,pět
800,sechs::NUM,sex,šest
801,sieben::NUM,septem,sedm
802,acht::NUM,octo,osm
803,neun::NUM,novem,devět
804,zehn::NUM,decem,deset
805,elf::NUM,undecim,jedenáct
806,zwölf::NUM,duodecim,dvanáct
807,zwanzig::NUM,viginti,dvacet
808,dreißig::NUM,triginta,třicet
809,vierzig::NUM,quadraginta,čtyřicet
810,fünfzig::NUM,quinquaginta,padesát
811,sechzig::NUM,sexaginta,šedesát
812,siebzig::NUM,septuaginta,sedmdesát
813,achtzig::NUM,octoginta,osmdesát
814,neunzig::NUM,nonaginta,devadesát
815,hundert::NUM,centum,sto
816,tausend::NUM,mille,tisíc
817,und::CNJ,et,a
818,und::CNJ,-que,a
819,oder::CNJ,vel,nebo
820,stehen::V,stare,stát
821,sitzen::V,sedere,sedět
822,liegen::V,iacere,ležet
823,hängen::V,pendere,viset
824,werden::V,fieri,stát se
825,passieren::V,accidere,stát se
826,beginnen::V,incipere,počít
827,enden::V,finem habere,končit
828,enden::V,finem habere,skončit
829,wechseln::V,mutari,měnit se
830,aufgehen[Sonne]::V,oriri,vyjít
831,untergehen[Sonne]::V,occidere,zapadnout
832,scheinen[Sonne]::V,lucere,svítit
833,donnern::V,tonare,hřmět
834,wehen::V,flare,vát
835,wehen::V,flare,vanout
836,strömen::V,fluere,proudit
837,fließen::V,manare,téct
838,sich drehen::V,torqueri,točit se
839,schwanken::V,vacillare,kolísat
840,schwanken::V,vacillare,houpat se
