,Concept_ID,ku,uz
376,Kessel::N,şîril,qozon
377,Essen::N,xwarin,tomoq
378,Nahrung::N,xwarin,emak
379,Speise::N,xwarin,taom
380,Fleisch::N,goşt,go'sht
381,Getreide::N,zad,g'alla
382,Brei::N,hewdêl,bo'tqa
383,Brot::N,,non
384,Scheibe::N,parçe,disk
385,Fett::N,rûn,moy
386,Butter::N,rûn,yog'
387,Öl::N,rûn,moy
388,Salz::N,xwe,tuz
389,Suppe::N,şorbe,sho'rva
390,Honig::N,hingiv,asal
391,Milch::N,şîr,sut
392,Tee::N,çay,choy
393,Leder::N,çerm,charm
394,Wolle::N,herî,jun
395,Stoff::N,paç,mato
396,Nadel::N,derzî,igna
397,Faden::N,ta,ip
398,Knopf::N,bişkok,tugma
399,Knoten::N,girêk,tugun
400,Farbe::N,boyax,bo'yok
401,Kleidung::N,çil,kiyim
402,Hemd::N,qutik,ko'ylak
403,Hemd::N,miltan,ko'ylak
404,Kragen::N,stûvang,yoqa
405,Ärmel::N,hûçik,yeng
406,Hose::N,şewel,shim
407,Gürtel::N,qayiş,tasma
408,Mütze::N,fîno,shapka
409,Schuh::N,şêkal,but
410,Stiefel::N,gizme,botinka
411,Stiefel::N,çizme,botinka
412,Ring::N,xelek,yuzuk
413,Band::N,band,rishta
414,Kamm::N,şeh,taroq
415,Spiegel::N,eynik,ko'zgu
416,Riemen::N,qayiş,qayish
417,Schnur::N,doxin,bog'ich
418,Leine::N,şirît,etak
419,Decke::N,bataniye,odyol
420,Kissen::N,balgî,yostiq
421,Tuch::N,şar,gazlama
422,Handtuch::N,dezmal,sochiq
423,Kraft::N,hêz,kuch
424,Kraft::N,qewet,kuch
425,Stärke::N,xurtî,quvvat
426,Gesundheit::N,nojdarî,sog'lik
427,Krankheit::N,nexweşî,kasallik
428,Schmerz::N,êş,og'riq
429,Wunde::N,kul,yara
430,Fieber::N,ta,bezgak
431,Arznei::N,derman,dori
432,Brücke::N,kopî,ko'prik
433,Brunnen::N,çal,buloq
434,Brunnen::N,kani,buloq
435,Weide::N,beyar,yaylov
436,Pfad::N,xaçirek,dorojka
437,Weg::N,rê,yo'l
438,Straße::N,rê,ko'cha
439,Dorf::N,gund,ovul
440,Stadt::N,baçar,shahar
441,Brief::N,name,maktub
442,Buch::N,kitêb,kitob
443,Buch::N,pirtûk,kitob
444,Buchstabe::N,herf,harf
445,Zeitung::N,rojname,gazet
446,Leben::N,jiyan,hayot
447,Tod::N,mirin,o'lim
448,Grab::N,mezel,go'r
449,Kirche::N,gilyas,cherkov
450,Sünde::N,guneh,gunoh
451,Gott::N,xwedê,olloh
452,Arbeiter::N,hîşçî,ishchi
453,Chef::N,bêg,rais
454,Meister::N,hoste,usta
455,Arzt::N,doktor,hakim
456,Lehrer::N,mamoste,muallim
457,Geld::N,pere,pul
458,Geschäft::N,firoşgeh,savdo
459,Laden::N,dikan,do'kon
460,Preis::N,buha,baho
461,Ware::N,tişt,mol
462,Nutzen::N,fêde,foyda
463,Reichtum::N,serwet,boylik
464,Welt::N,dinya,olam
465,Land::N,welat,o'lka
466,Staat::N,dewlet,davlat
467,König::N,şah,qirol
468,König::N,qral,qirol
469,Macht::N,qewet,iqtidor
470,Macht::N,destihilat,iqtidor
471,Grenze::N,kevî,chegara
472,Krieg::N,çeng,harb
473,Krieg::N,sêwaş,harb
474,Feind::N,dijmin,dushman
475,Gewalt::N,zor,zo'rlik
476,Kampf::N,şer,kurash
477,Bogen[Waffe]::N,kêvan,yoy
478,Pfeil::N,çîrik,o'q
479,Gewehr::N,tifing,vintovka
480,Fehler::N,şaşî,xato
481,Lüge::N,derew,yolg'on
482,Schaden::N,xisar,ziyon
483,Unglück::N,bêbextî,balo
484,Schuld::N,suç,ayb
485,Alter::N,temen,yosh
486,Schluss::N,girtin,tamom
487,Zeit::N,çax,vaqt
488,Tag::N,roj,kun
489,Morgen::N,sibeh,saboh
490,Mittag::N,nîro,kun tushlik
491,Abend::N,êvar,oqshom
492,Nacht::N,şev,tun
493,Woche::N,heftî,hafta
494,Monat::N,meh,oy
495,Jahr::N,sal,yil
496,Frühling::N,bihar,bahor
497,Sommer::N,havîn,yoz
498,Herbst::N,payîz,kuz
499,Herbst::N,payîz,xazon
500,Winter::N,zistan,qish
501,Januar::N,çile,yanvar'
502,Februar::N,sibat,fevral'
503,März::N,adar,mart
504,April::N,nîsan,aprel'
505,Mai::N,gûlan,may
506,Juni::N,hezîran,iyun'
507,Juli::N,tîmeh,iyul'
508,August::N,tebax,avgust
509,September::N,îlon,sentyabr'
510,Oktober::N,çotmeh,oktyabr'
511,November::N,mijdar,noyabr'
512,Dezember::N,kanûn,dekabr'
513,Montag::N,duşemb,dushanba
514,Dienstag::N,sêşem,seshanba
515,Mittwoch::N,çarşemb,chorshanba
516,Donnerstag::N,pêşemb,payshanba
517,Freitag::N,în,juma
518,Samstag::N,şemî,shanba
519,Sonntag::N,yekşemb,yakshanba
520,groß::A,mezin,buyuk
521,klein::A,çûçik,kichik
522,lang::A,dirêj,uzun
523,kurz::A,kin,qisqa
524,breit::A,fireh,keng
525,schmal::A,tenik,änsiz
526,dicht::A,gir,quyuq
527,dick[Gegenstand]::A,şîşman,qalin
528,dünn::A,zirav,ingichka
529,fein::A,tenik,mayin
530,fest::A,saxlem,qattiq
531,flach::A,pahn,yalpoq
532,glatt::A,dûz,tekis
533,glatt::A,şayîk,tekis
534,hart::A,hişk,qattiq
535,weich::A,nerm,yumshoq
536,rund::A,gilover,yumaloq
537,spitz::A,pîj,uchli
538,scharf::A,tûj,keskir
539,stumpf::A,ne tûj,to'mtoq
540,schwer::A,giran,salmoqli
541,schön::A,xweş,go'zal
542,schön::A,xweşik,go'zal
543,heiß::A,kelandî,qiziq
544,warm::A,germ,issiq
545,kalt::A,sar,sovuq
546,kühl::A,jemîrî,salqin
547,frisch::A,ter,toza
548,feucht::A,şil,namli
549,nass::A,şilek,nam
550,trocken::A,zuwa,quruq
551,voll::A,tijî,to'la
552,leer::A,vala,puch
553,offen::A,vekirî,ochiq
554,geschlossen::A,asê,berk
555,sauber::A,pakij,ozoda
556,schmutzig::A,lewitî,kir
557,roh::A,xav,xom
558,reif::A,gihaştî,pishiq
559,lecker::A,xweş,shirin
560,süß::A,şîrîn,shirin
561,bitter::A,tahl,achchiq
562,sauer::A,tirş,achchiq
563,hell::A,ronî,yorug'
564,dunkel::A,tarî,qorong'i
565,schwarz::A,reş,qora
566,weiß::A,sipî,oq
567,rot::A,sor,qizil
568,gelb::A,zer,sariq
569,blau::A,şîn,zangori
570,grün::A,şîn,yashil
571,grau::A,gewr,bo'z
572,bunt::A,rengîn,ola
573,billig::A,erzan,arzon
574,teuer::A,biha,qimmat
575,wertvoll::A,hêja,qimmat
576,wertvoll::A,giranbiha,qimmat
577,blind::A,kor,ko'r
578,taub::A,kerr,garang
579,kräftig::A,gir,kuchli
580,kräftig::A,xurt,kuchli
581,stark::A,xurt,quvvatli
582,schwach::A,kesad,kuchsiz
583,fett::A,qelew,semiz
584,schlank::A,zirav,ingichka
585,hübsch::A,xweşik,ko'rkam
586,böse::A,xerab,yovuz
587,böse::A,aciz,yovuz
588,dumm::A,gêj,aqlsiz
589,faul::A,têmbêl,ärinchak
590,fleißig::A,jêhatî,ishchan
591,geizig::A,destgirtî,qurumsoq
592,klug::A,baqil,oqil
593,geschickt::A,zîrek,äpchil
594,geschickt::A,ziring,äpchil
595,lieb::A,delal,aziz
596,lustig::A,kêfxweş,chaqchaq
597,sanft::A,nazenîn,asta
598,hungrig::A,birçî,och
599,krank::A,nexweş,kasal
600,nackt::A,rût,yalang
601,nackt::A,tazî,yalang
602,traurig::A,xemgîn,xafa
603,lebendig::A,bisaxî,hayotiy
604,gut::A,baş,soz
605,schlecht::A,xerab,yomon
606,richtig::A,rast,rost
607,richtig::A,saxlem,rost
608,schlimm::A,nebaş,yovuz
609,wahr::A,rast,haqiqiy
610,alt::A,pîr,äski
611,alt::A,kevn,äski
612,neu::A,nû,yangi
613,ehemalig::A,kevnar,sobiq
614,ehemalig::A,peşidar,sobiq
615,alt[Lebewesen]::A,pîr,qari
616,jung::A,xort,navqiron
617,arm::A,feqîr,abgor
618,arm::A,desteng,abgor
619,reich::A,dewlemend,boy
620,bekannt::A,naskirî,ma'lum
621,berühmt::A,navdar,mashhur
622,fremd::A,xerîb,yot
623,verschieden::A,çîhê,turli
624,nah::A,nêzîk,yaqindagi
625,fern::A,dûr,uzoq
626,linker::A,çepê,so'l
627,rechter::A,rastê,o'ng
628,anderer::A,yê din,boshqa
629,erster::A,yekemîn,birinchi
630,zweiter::A,duda,ikkinchi
631,dritter::A,sisêya,uchinchi
632,letzter::A,paşîn,oxirgi
633,allein::ADV,tenê,o'zicha
634,auf einmal::ADV,jar kê,varakay
635,zusammen::ADV,tev,barobar
636,zusammen::ADV,bi hev re,barobar
637,lange::ADV,dirêj,uzoq
638,plötzlich::ADV,ji nişkave,qo'qqisdan
639,sofort::ADV,yekser,darrov
640,später::ADV,paşiyê,so'ngra
641,jetzt::ADV,nuha,hozirgina
642,heute::ADV,îro,bugun
643,morgen::ADV,sibeh,ärta
644,bald::ADV,nêzîk,toz
645,dann::ADV,paşê,keyin
646,gestern::ADV,do,kecha
647,einst::ADV,jar ke,avvallari
648,damals::ADV,hîngî,ugal
649,danach::ADV,piştra,so'ngra
650,vorher::ADV,pîşî,avval
651,zuerst::ADV,bere,avval
652,einmal::ADV,çarik,bir marta
653,manchmal::ADV,çarna,onda-sonda
654,oft::ADV,gelek çaran,tez-tez
655,immer::ADV,daîm,har vaqt
656,niemals::ADV,tu çar,hargiz
657,hier::ADV,li vir,shu erda
658,hierhin::ADV,vir,beri
659,von hier::ADV,ji vir,shu erdan
660,dort::ADV,li wê derê,ana
661,dorthin::ADV,wêda,u yerga
662,geradeaus::ADV,rastê rast,to'g'ri
663,vorwärts::ADV,ber bi pêş,ilgari
664,rückwärts::ADV,paşpê,qoloq
665,zurück::ADV,paşdo,orqada
666,zurück::ADV,paşvê,orqada
667,unten::ADV,jêrî,pastda
668,hinab::ADV,berjêr,tubanga
669,oben::ADV,banî,ustida
670,hinauf::ADV,banî,yuqorida
671,überall::ADV,li her derê,har erda
672,nicht::ADV,ne,ämas
673,nicht::ADV,nîn,ämas
674,nicht::ADV,tine,ämas
675,ein wenig::ADV,hebkî,biroz
676,kaum::ADV,tema,arang
677,kaum::ADV,himangi,arang
678,sehr::ADV,gelek,ancha
679,so::ADV,weha,shunday
680,noch::ADV,hêj,hali
681,noch::ADV,dîsa,hali
682,nur::ADV,tenê,yolg'iz
683,nur::ADV,bes,yolg'iz
684,schon::ADV,hew,endi
685,wieder::ADV,jar din,yana
686,wieder::ADV,dîsa,yana
687,vergebens::ADV,deya çun,bekorga
688,vergebens::ADV,îfleh bûn,bekorga
689,vor::PRP,li ber,burun
690,hinter::PRP,li pişt,ketida
691,unter::PRP,li bin,ostida
692,durch::PRP,kura,bo'ylab
693,neben::PRP,li ba,yonida
694,zwischen::PRP,nabeyne,orada
695,zwischen::PRP,di nav...da,orada
696,wegen::PRP,ji bo,sababli
697,wegen::PRP,ji ber,sababli
698,dies::PRN,ev,o'sha
699,das::PRN,ev,narigi
700,alles::PRN,hemû,har nima
701,ich::PRN,ez,men
702,du::PRN,tu,sen
703,er::PRN,wî,u
704,wir::PRN,êm,biz
705,ihr::PRN,hûn,siz
706,sie::PRN,we,ular
707,was::FPRN,çi,nima
708,wer::FPRN,ki,kim
709,wo::FADV,li ku dere,qaerda
710,wohin::FADV,li ku dere,qayerga
711,wie::FADV,çawa,qanday
712,warum::FADV,çima,nega
713,wieviel::FNUM,çend,qancha
714,eins::NUM,yek,bir
715,zwei::NUM,didu,ikki
716,drei::NUM,sisê,uch
717,vier::NUM,çar,to'rt
718,fünf::NUM,penç,besh
719,sechs::NUM,şeş,olti
720,sieben::NUM,heft,etti
721,acht::NUM,heşt,sakkiz
722,neun::NUM,neh,to'qqiz
723,zehn::NUM,deh,o'n
724,elf::NUM,yazdeh,o'n bir
725,zwölf::NUM,diwazdeh,o'n ikki
726,zwanzig::NUM,bîst,yigirma
727,dreißig::NUM,sih,o'ttiz
728,vierzig::NUM,çil,qirq
729,fünfzig::NUM,pençi,ällik
730,sechzig::NUM,şêst,oltmish
731,siebzig::NUM,heftê,etmish
732,achtzig::NUM,heştê,sakson
733,neunzig::NUM,nod,to'qson
734,hundert::NUM,sêd,yuz
735,tausend::NUM,hezar,ming
736,und::CNJ,û,va
737,oder::CNJ,an,yo
738,oder::CNJ,yan,yo
739,stehen::V,sekinîn,turmoq
740,sitzen::V,rûniştin,o'tirmoq
741,liegen::V,paldan,yotmoq
742,hängen::V,darve kirin,osilmoq
743,werden::V,bûn,bo'lmoq
744,passieren::V,hatin holê,bo'lib o'tmoq
745,passieren::V,hatin serê kesî,bo'lib o'tmoq
746,beginnen::V,li dest pêkirin,boshlanmoq
747,enden::V,xalas bû,bitmoq
748,wechseln::V,guherandin,o'zgarmoq
749,wechseln::V,dêgiş kirin,o'zgarmoq
750,aufgehen[Sonne]::V,hilatin,chiqmoq
751,untergehen[Sonne]::V,çun ava,botmoq
752,scheinen[Sonne]::V,şewk de,yaraqlamoq
753,donnern::V,gire-gir,gulduramoq
754,wehen::V,ba le de,elpimoq
755,strömen::V,xwe girtin,oqmoq
756,fließen::V,herikîn,oqmoq
757,sich drehen::V,xwe zivirandin,aylanmoq
758,schwanken::V,hejandin,qoqilmoq
759,schwingen::V,libakirin,lopillamoq
760,fallen::V,ketin,tushmoq
761,brennen::V,şewitîn,yonmoq
762,rauchen::V,kişandin,tutamoq
763,regnen::V,bahran tê,yomg'ir yog'moq
764,gefrieren::V,qefilandin,muzlamoq
765,tauen::V,helandin,ärimoq
766,schmelzen::V,helandin,ärimoq
767,trocknen::V,zuwabûn,qurimoq
768,sieden::V,kelîn,qaynamoq
769,faulen::V,xerabûn,chirimoq
770,verfaulen::V,xerabûn,chirimoq
771,reißen::V,jêkirin,qayt qilmoq
772,versinken::V,xerq bûn,g'arq bo'lmoq
773,vergehen::V,derbas bûn,o'tmoq
774,erscheinen::V,peyda bûn,zuhur ätmoq
775,verschwinden::V,wendabûn,yo'qolmoq
776,sinken::V,noq bûn,pasaymoq
777,abnehmen::V,kêm bûn,kamaymoq
778,zunehmen::V,qelew bûn,urchimoq
779,steigen::V,hildan,oshmoq
780,wachsen::V,mezin bûn,o'smoq
781,glänzen::V,biriqîn,porlamoq
782,funkeln::V,çikisîn,yalt ätmoq
783,lärmen::V,guşîn,taraq ätmoq
784,läuten::V,lê de,jiringlamoq
785,klingeln::V,sîl dan,jiringlamoq
786,klingeln::V,ringerin,jiringlamoq
787,klirren::V,zingzing hat,sharaqlamoq
788,brausen::V,guşîn,vag'illamoq
789,rauschen::V,guşîn,shitirlamoq
