,Concept_ID,pl,tr
72,Wind::N,wiatr,yel
73,Wind::N,wiatr,rüzgâr
74,Welle::N,fala,dalga
75,Wasser::N,woda,su
76,Stein::N,kamień,taş
77,Boden::N,grunt,yer
78,Boden::N,grunt,zemin
79,Erde::N,ziemia,toprak
80,Staub::N,pył,toz
81,Staub::N,kurz,toz
82,Rauch::N,dym,duman
83,Funke::N,iskra,kıvılcım
84,Feuer::N,ogień,ateş
85,Licht::N,światło,ışık
86,Schatten::N,cień,gölge
87,Wetter::N,pogoda,hava
88,Nebel::N,mgła,pus
89,Wolke::N,obłok,bulut
90,Wolke::N,chmura,bulut
91,Regen::N,deszcz,yağmur
92,Schnee::N,śnieg,kar
93,Eis::N,lód,buz
94,Frost::N,mróz,don
95,Kälte::N,chłód,soğukluk
96,Hitze::N,gorąco,sıcaklık
97,Raureif::N,szron,kırç
98,Regenbogen::N,tęcza,gökkuşağı
99,Donner::N,grzmot,gök gürlemesi
100,Strömung::N,nurt,akıntı
101,Strömung::N,nurt,cereyan
102,Tropfen::N,kropla,damla
103,Schaum::N,piana,köpük
104,Schmutz::N,brud,çamur
105,Schmutz::N,brud,pislik
106,See::N,jezioro,göl
107,Sumpf::N,bagno,batak
108,Moor::N,bagno,cılgıt
109,Wiese::N,łąka,çimen
110,Wald::N,las,koru
111,Wald::N,las,orman
112,Hügel::N,pagórek,tepe
113,Anhöhe::N,wzgórze,tümsek
114,Anhöhe::N,wzgórze,yükseklik
115,Berg::N,góra,dağ
116,Gipfel::N,szczyt,zirve
117,Gipfel::N,wierzchołek,zirve
118,Höhle::N,pieczara,in
119,Höhle::N,pieczara,mağara
120,Abhang::N,stok,bayır
121,Abhang::N,zbocze,bayır
122,Quelle::N,zdrój,pınar
123,Quelle::N,zdrój,kaynak
124,Quelle::N,źródło,pınar
125,Quelle::N,źródło,kaynak
126,Bach::N,potok,çay
127,Bach::N,potok,dere
128,Bach::N,strumień,çay
129,Bach::N,strumień,dere
130,Fluss::N,rzeka,nehir
131,Ufer::N,brzeg,kıyı
132,Ufer::N,brzeg,sahil
133,Küste::N,wybrzeże,kıyı
134,Küste::N,wybrzeże,sahil
135,Festland::N,ląd,kara
136,Meer::N,morze,deniz
137,Bucht::N,zatoka,koy
138,Bucht::N,zatoka,körfez
139,Insel::N,wyspa,ada
140,Blume::N,kwiat,çiçek
141,Gras::N,trawa,ot
142,Gras::N,trawa,çim
143,Wurzel::N,korzeń,kök
144,Baum::N,drzewo,ağaç
145,Stamm::N,pień,gövde
146,Rinde::N,kora,kabuk
147,Ast::N,gałąź,dal
148,Ast::N,gałąź,budak
149,Zweig::N,gałąź,dal
150,Blatt::N,liść,yaprak
151,Birke::N,brzoza,huş
152,Kiefer[Baum]::N,sosna,çam
153,Weide[Baum]::N,wierzba,söğüt
154,Tanne::N,jodła,çam
155,Tanne::N,jodła,köknar
156,Horn::N,róg,boynuz
157,Feder::N,pióro,tüy
158,Fell::N,futro,post
159,Flügel::N,skrzydło,kanat
160,Klaue::N,szpon,pençe
161,Kralle::N,pazur,tırnak
162,Schwanz::N,ogon,kuyruk
163,Ei::N,jajko,yumurta
164,Nest::N,gniazdo,yuva
165,Bau::N,nora,in
166,Tier::N,zwierzę,hayvan
167,Herde::N,stado,sürü
168,Herde::N,trzoda,sürü
169,Kuh::N,krowa,inek
170,Bulle::N,byk,boğa
171,Pferd::N,koń,at
172,Pferd::N,koń,beygir
173,Schaf::N,owca,koyun
174,Schwein::N,świnia,domuz
175,Hund::N,pies,it
176,Hund::N,pies,köpek
177,Katze::N,kot,kedi
178,Katze::N,kotka,kedi
179,Bär::N,niedźwiedż,ayı
180,Eichhörnchen::N,wiewiórka,sincap
181,Elch::N,łóś,büyük kuzey geyiği
182,Fuchs::N,lis,tilki
183,Hase::N,zając,tavşan
184,Maus::N,mysz,fare
185,Maus::N,mysz,sıçan
186,Wolf::N,wilk,kurt
187,Vogel::N,ptak,kuş
188,Schwarm::N,stado,sürü
189,Huhn::N,kura,tavuk
190,Hahn::N,kogut,horoz
191,Gans::N,gęś,kaz
192,Adler::N,orzeł,kartal
193,Adler::N,orzeł,karakuş
194,Ente::N,kaczka,ördek
195,Eule::N,sowa,baykuş
196,Kranich::N,żuraw,turna
197,Krähe::N,wrona,karga
198,Kuckuck::N,kukułka,guguk
199,Schwan::N,łabędż,kuğu
200,Fisch::N,ryba,balık
201,Barsch::N,okoń,hani
202,Barsch::N,okoń,levrek
203,Hecht::N,szczupak,turnabalığı
204,Schlange[Tier]::N,wąż,yılan
205,Schlange[Tier]::N,żmija,yılan
206,Wurm::N,robak,kurt
207,Wurm::N,robak,solucan
208,Spinne::N,pająk,örümcek
209,Ameise::N,mrówka,karınca
210,Laus::N,wesz,bit
211,Mücke::N,komar,sivrisinek
212,Fliege::N,mucha,sinek
213,Schmetterling::N,motyl,kelebek
214,Beere::N,jagoda,tane
215,Apfel::N,jabłko,elma
216,Pilz::N,grzyb,mantar
217,Zwiebel::N,cebula,soğan
218,Saat::N,siew,ekin
219,Korn::N,ziarno,tane
220,Heu::N,siano,kuru ot
221,Schale::N,łupina,kabuk
222,Grube::N,dół,çukur
223,Grube::N,jama,çukur
224,Falle::N,pułapka,tuzak
225,Schlinge::N,sidła,ilmik
226,Spur::N,ślad,iz
227,Asche::N,popiół,kül
228,Dreck::N,brud,pislik
229,Eisen::N,żelazo,demir
230,Gold::N,złoto,altın
231,Silber::N,srebro,gümüş
232,Kohle::N,węgiel,kömür
233,Glas::N,szkło,cam
234,Lehm::N,glina,balçık
235,Sand::N,piasek,kum
236,Mensch::N,człowiek,insan
237,Mann::N,mężczyzna,adam
238,Mann::N,mężczyzna,erkek
239,Frau::N,kobieta,bayan
240,Kind::N,dziecko,çocuk
241,Junge::N,chłopak,erkek çocuk
242,Junge::N,chłopiec,erkek çocuk
243,Mädchen::N,dziewczynka,kız
244,Familie::N,rodzina,aile
245,Großvater::N,dziadek,dede
246,Großvater::N,dziadek,büyükbaba
247,Großmutter::N,babka,nine
248,Großmutter::N,babka,büyükanne
249,Eltern::N,rodzice,ebeveyn
250,Eltern::N,rodzice,ana baba
251,Vater::N,ojciec,ata
252,Vater::N,ojciec,baba
253,Mutter::N,matka,ana
254,Mutter::N,matka,anne
255,Sohn::N,syn,oğul
256,Tochter::N,córka,kız
257,Tochter::N,córka,kız evlât
258,Bruder::N,brat,abi
259,Bruder::N,brat,erkek kardeş
260,Schwester::N,siostra,abla
261,Schwester::N,siostra,kız kardeş
262,Onkel::N,wuj,dayı
263,Onkel::N,stryj,dayı
264,Tante::N,ciotka,hala
265,Tante::N,ciotka,teyze
266,Ehemann::N,mąż,koca
267,Ehefrau::N,żona,karı
268,Freude::N,radość,neşe
269,Freude::N,radość,sevinç
270,Gelächter::N,śmiech,gülme
271,Gelächter::N,śmiech,kahkaha
272,Glück::N,szczęście,mutluluk
273,Kummer::N,zmartwienie,dert
274,Kummer::N,zmartwienie,keder
275,Wunsch::N,życzenie,arzu
276,Wunsch::N,życzenie,istek
277,Lust::N,chęć,arzu
278,Lust::N,chęć,heves
279,Lust::N,ochota,arzu
280,Lust::N,ochota,heves
281,Geist::N,duch,tin
282,Gedanke::N,myśl,fikir
283,Gedanke::N,myśl,düşünce
284,Gedächtnis::N,pamięć,bellek
285,Verstand::N,rozum,zekâ
286,Sinn::N,zmysł,anlam
287,Grund::N,powód,sebep
288,Wahrheit::N,prawda,doğruluk
289,Wahrheit::N,prawda,gerçeklik
290,Gespräch::N,rozmowa,görüşme
291,Märchen::N,bajka,masal
292,Erzählung::N,opowiadanie,öykü
293,Erzählung::N,opowiadanie,hikâye
294,Nachricht::N,wiadomość,haber
295,Neuigkeit::N,nowina,haber
296,Name::N,imię,ad
297,Name::N,imię,isim
298,Rätsel::N,zagadka,bilmece
299,Rede::N,mowa,söylev
300,Rede::N,mowa,konuşma
301,Sprache::N,język,dil
302,Sprache::N,język,lisan
303,Stimme::N,głos,ses
304,Wort::N,słowo,kelime
305,Zeichen::N,znak,işaret
306,Ruf::N,wołanie,çağırma
307,Lärm::N,hałas,şamata
308,Lärm::N,hałas,gürültü
309,Lärm::N,zgiełk,şamata
310,Lärm::N,zgiełk,gürültü
311,Laut::N,dźwięk,ses
312,Ton::N,ton,ses
313,Ton::N,dźwięk,ses
314,Lied::N,pieśń,türkü
315,Lied::N,piosenka,türkü
316,Ruhe::N,spokój,sakinlik
317,Leute::N,ludzie,halk
318,Leute::N,ludzie,insanlar
319,Volk::N,naród,ulus
320,Volk::N,naród,millet
321,Arbeit::N,praca,iş
322,Arbeit::N,praca,çalışma
323,Arbeit::N,robota,iş
324,Arbeit::N,robota,çalışma
325,Gast::N,gość,konuk
326,Gast::N,gość,misafir
327,Geschenk::N,prezent,hediye
328,Geschenk::N,prezent,armağan
329,Geschenk::N,podarunek,hediye
330,Geschenk::N,podarunek,armağan
331,Spiel::N,gra,oyun
332,Spiel::N,zabawa,oyun
333,Gesellschaft::N,towarzystwo,çevre
334,Gesellschaft::N,towarzystwo,arkadaşlık
335,Hilfe::N,pomoc,yardım
336,Freund::N,przyjaciel,dost
337,Freund::N,przyjaciel,arkadaş
338,Kamerad::N,kolega,arkadaş
339,Angelegenheit::N,sprawa,iş
340,Angelegenheit::N,sprawa,husus
341,Anzahl::N,ilość,sayı
342,Art::N,rodzaj,çeşit
343,Stück::N,kawałek,tane
344,Stück::N,kawałek,parça
345,Teil::N,część,kısım
346,Hälfte::N,połowa,yarı
347,Kreis::N,krąg,daire
348,Kreuz::N,krzyż,haç
349,Linie::N,linia,hat
350,Linie::N,linia,çizgi
351,Strich::N,kreska,çizgi
352,Abstand::N,odstęp,aralık
353,Entfernung::N,odległość,mesafe
354,Entfernung::N,odległość,uzaklık
355,Gegend::N,okolica,yöre
356,Platz::N,miejsce,yer
357,Ort::N,miejsce,yer
358,Seite::N,bok,yan
359,Seite::N,bok,taraf
360,Seite::N,strona,yan
361,Seite::N,strona,taraf
362,Mitte::N,środek,orta
363,Mitte::N,środek,merkez
364,Gegenstand::N,przedmiot,şey
365,Sache::N,rzecz,iş
366,Sache::N,rzecz,şey
367,Rand::N,skraj,kenar
368,Rand::N,krawędź,kenar
369,Kante::N,kant,kenar
370,Kante::N,krawędź,kenar
371,Ecke::N,róg,köşe
372,Spitze::N,ostrze,uç
373,Spitze::N,ostrze,baş
374,Ende::N,koniec,uç
375,Loch::N,dziura,oyuk
376,Loch::N,dziura,delik
377,Winkel::N,kąt,köşe
378,Winkel::N,kącik,köşe
379,Muster::N,wzór,örnek
380,Größe::N,rozmiar,büyüklük
381,Größe::N,wielkość,büyüklük
382,Länge::N,długość,uzunluk
383,Höhe::N,wysokość,yükseklik
384,Gewicht::N,ciężar,ağırlık
385,Menge::N,ilość,miktar
386,Haufen::N,kupa,küme
387,Haufen::N,kupa,yığın
388,Reihe::N,rząd,sıra
389,Reihe::N,szereg,sıra
390,Boot::N,łódź,kayık
391,Boot::N,łódź,sandal
392,Boot::N,łódka,kayık
393,Boot::N,łódka,sandal
394,Ruder::N,wiosło,kürek
395,Schlitten::N,sanki,kızak
396,Ski::N,narta,kayak
397,Lagerfeuer::N,ognisko,kamp ateşi
398,Last::N,ciężar,yük
399,Last::N,brzemię,yük
400,Gang::N,chód,gidiş
401,Gang::N,chód,yürüyüş
402,Schritt::N,krok,adım
403,Norden::N,północ,kuzey
404,Süden::N,południe,güney
405,Westen::N,zachód,batı
406,Osten::N,wschód,doğu
407,Holz::N,drzewo,ağaç
408,Holz::N,drzewo,tahta
409,Brett::N,deska,tahta
410,Platte::N,płyta,levha
411,Stütze::N,podpora,dayak
412,Stütze::N,podpora,destek
413,Stange::N,drąg,çubuk
414,Stange::N,żerdź,çubuk
415,Stock::N,kij,sopa
416,Stock::N,kij,değnek
417,Stock::N,laska,sopa
418,Stock::N,laska,değnek
419,Stab::N,pręt,sırık
420,Stab::N,pręt,baston
421,Rohr::N,rura,boru
422,Haus::N,dom,ev
423,Heim::N,dom,ev
424,Heim::N,dom,yurt
425,Ofen::N,piec,soba
426,Fußboden::N,podłoga,taban
427,Fußboden::N,podłoga,döşeme
428,Tisch::N,stół,masa
429,Stuhl::N,krzesło,iskemle
430,Stuhl::N,krzesło,sandalye
431,Wiege::N,kołyska,beşik
432,Bett::N,łóżko,yatak
433,Bett::N,pościel,yatak
434,Regal::N,regał,raf
435,Kiste::N,skrzynia,sandık
436,Fenster::N,okno,pencere
437,Tür::N,drzwi,kapı
438,Tor::N,brama,kapı
439,Zaun::N,płot,çit
440,Zaun::N,parkan,çit
441,Dach::N,dach,dam
442,Dach::N,dach,çatı
443,Leiter::N,drabina,merdiven
444,Besen::N,miotła,süpürge
445,Spaten::N,rydel,bel
446,Schaufel::N,łopata,kürek
447,Gabel::N,widelec,çatal
448,Löffel::N,łyżka,kaşık
449,Messer::N,nóż,bıçak
450,Nagel::N,gwóźdź,çivi
451,Netz::N,sieć,ağ
452,Haken::N,hak,çengel
453,Griff::N,chwyt,kulp
454,Griff::N,chwyt,tutamak
455,Schloss::N,zamek,kilit
456,Bild::N,obraz,imaj
457,Bild::N,obraz,resim
458,Figur::N,figura,şekil
459,Figur::N,figura,heykel
460,Puppe::N,lalka,kukla
461,Beutel::N,torba,kese
462,Beutel::N,torba,torba
463,Bündel::N,wiązka,deste
464,Tasche::N,torba,çanta
465,Eimer::N,kubeł,kova
466,Eimer::N,wiadro,kova
467,Deckel::N,przykrywka,kapak
468,Geschirr::N,statki,kap kacak
469,Geschirr::N,naczynia,kap kacak
470,Sack::N,worek,torba
471,Tasse::N,filiżanka,fincan
472,Topf::N,garnek,tencere
473,Kessel::N,kocioł,kazan
474,Essen::N,jedzenie,yemek
475,Nahrung::N,pokarm,gıda
476,Nahrung::N,pokarm,besin
477,Nahrung::N,pożywienie,gıda
478,Nahrung::N,pożywienie,besin
479,Speise::N,potrawa,yemek
480,Speise::N,jedzenie,yemek
481,Fleisch::N,mięso,et
482,Getreide::N,zboże,tahıl
483,Getreide::N,zboże,hububat
484,Brei::N,kasza,ezme
485,Brot::N,chleb,ekmek
486,Scheibe::N,kromka,dilim
487,Fett::N,tłuszcz,yağ
488,Butter::N,masło,tereyağı
489,Öl::N,olej,yağ
490,Öl::N,olej,akar yağ
491,Salz::N,sól,tuz
492,Suppe::N,zupa,çorba
493,Honig::N,miód,bal
494,Milch::N,mleko,süt
495,Tee::N,herbata,çay
496,Leder::N,skóra,deri
497,Leder::N,skóra,meşin
498,Wolle::N,wełna,yün
499,Stoff::N,tkanina,kumaş
500,Stoff::N,materiał,kumaş
501,Nadel::N,igła,iğne
502,Faden::N,nić,tire
503,Faden::N,nić,iplik
504,Faden::N,nitka,tire
505,Faden::N,nitka,iplik
506,Knopf::N,guzik,düğme
507,Knoten::N,węzeł,düğüm
508,Farbe::N,farba,boya
509,Kleidung::N,odzież,giyim
510,Hemd::N,koszula,gömlek
511,Kragen::N,kołnierz,yaka
512,Ärmel::N,rękaw,yen
513,Ärmel::N,rękaw,elbise kolu
514,Hose::N,spodnie,pantolon
515,Gürtel::N,pasek,kuşak
516,Mütze::N,czapka,bere
517,Mütze::N,czapka,kasket
518,Schuh::N,but,kundura
519,Schuh::N,but,ayakkabı
520,Schuh::N,bucik,kundura
521,Schuh::N,bucik,ayakkabı
522,Stiefel::N,but,çizme
523,Stiefel::N,kozak,çizme
524,Ring::N,pierścień,yüzük
525,Band::N,wstęga,bağ
526,Band::N,wstęga,şerit
527,Kamm::N,grzebień,tarak
528,Spiegel::N,lustro,ayna
529,Riemen::N,rzemień,kayış
530,Schnur::N,sznur,ip
531,Schnur::N,sznur,sicim
532,Leine::N,smycz,kayış
533,Decke::N,kołdra,örtü
534,Decke::N,kołdra,yorgan
535,Kissen::N,poduszka,yastık
536,Tuch::N,chustka,bez
537,Handtuch::N,ręcznik,havlu
538,Kraft::N,moc,güç
539,Kraft::N,moc,kuvvet
540,Kraft::N,siła,güç
541,Kraft::N,siła,kuvvet
542,Stärke::N,moc,kuvvet
543,Stärke::N,siła,kuvvet
544,Gesundheit::N,zdrowie,sağlık
545,Krankheit::N,choroba,hastalık
546,Schmerz::N,ból,ağrı
547,Schmerz::N,ból,sancı
548,Wunde::N,rana,yara
549,Fieber::N,gorączka,ateş
550,Arznei::N,lekarstwo,ilâç
551,Brücke::N,most,köprü
552,Brunnen::N,studnia,kuyu
553,Brunnen::N,studnia,çeşme
554,Weide::N,pastwisko,otlak
555,Pfad::N,ścieżka,patika
556,Pfad::N,ścieżka,keçiyolu
557,Weg::N,droga,yol
558,Straße::N,ulica,yol
559,Straße::N,ulica,cadde
560,Dorf::N,wieś,köy
561,Stadt::N,miasto,kent
562,Stadt::N,miasto,şehir
563,Brief::N,list,mektup
564,Buch::N,książka,kitap
565,Buchstabe::N,litera,harf
566,Zeitung::N,gazeta,gazete
567,Zeitung::N,dziennik,gazete
568,Leben::N,życie,hayat
569,Tod::N,śmierć,ölüm
570,Grab::N,grób,kabir
571,Kirche::N,kościół,kilise
572,Sünde::N,grzech,günah
573,Gott::N,bóg,tanrı
574,Arbeiter::N,robotnik,işçi
575,Chef::N,szef,şef
576,Chef::N,szef,müdür
577,Meister::N,mistrz,usta
578,Meister::N,majster,usta
579,Arzt::N,lekarz,hekim
580,Arzt::N,lekarz,doktor
581,Lehrer::N,nauczyciel,hoca
582,Lehrer::N,nauczyciel,öğretmen
583,Geld::N,pieniądze,para
584,Geschäft::N,sprawa,ticaret
585,Geschäft::N,interes,ticaret
586,Laden::N,sklep,dükkân
587,Preis::N,cena,fiyat
588,Ware::N,towar,mal
589,Nutzen::N,pożytek,fayda
590,Reichtum::N,bogactwo,servet
591,Reichtum::N,bogactwo,zenginlik
592,Welt::N,świat,dünya
593,Land::N,kraj,ülke
594,Staat::N,państwo,devlet
595,König::N,król,kral
596,Macht::N,władza,kudret
597,Macht::N,władza,iktidar
598,Grenze::N,granica,had
599,Grenze::N,granica,sınır
600,Krieg::N,wojna,savaş
601,Feind::N,wróg,düşman
602,Gewalt::N,władza,zor
603,Gewalt::N,władza,cebir
604,Kampf::N,bój,savaş
605,Kampf::N,walka,savaş
606,Bogen[Waffe]::N,łuk,yay
607,Pfeil::N,strzała,ok
608,Gewehr::N,karabin,tüfek
609,Fehler::N,błąd,hata
610,Fehler::N,błąd,yanlış
611,Lüge::N,kłamstwo,yalan
612,Schaden::N,szkoda,zarar
613,Unglück::N,nieszczęście,felâket
614,Unglück::N,nieszczęście,talihsizlik
615,Schuld::N,wina,suç
616,Schuld::N,wina,kabahat
617,Alter::N,wiek,yaş
618,Schluss::N,koniec,son
619,Schluss::N,zakończenie,son
620,Zeit::N,czas,zaman
621,Tag::N,dzień,gün
622,Morgen::N,ranek,sabah
623,Morgen::N,poranek,sabah
624,Mittag::N,południe,öğle
625,Abend::N,wieczór,akşam
626,Nacht::N,noc,gece
627,Woche::N,tydzień,hafta
628,Monat::N,miesiąc,ay
629,Jahr::N,rok,yıl
630,Jahr::N,rok,sene
631,Frühling::N,wiosna,ilkbahar
632,Sommer::N,lato,yaz
633,Herbst::N,jesień,güz
634,Herbst::N,jesień,sonbahar
635,Winter::N,zima,kış
636,Januar::N,styczeń,ocak
637,Februar::N,luty,şubat
638,März::N,marzec,mart
639,April::N,kwiecień,nisan
640,Mai::N,maj,mayıs
641,Juni::N,czerwiec,haziran
642,Juli::N,lipiec,temmuz
643,August::N,sierpień,ağustos
644,September::N,wrzesień,eylül
645,Oktober::N,październik,ekim
646,November::N,listopad,kasım
647,Dezember::N,grudzień,aralık
648,Montag::N,poniedziałek,pazartesi
649,Dienstag::N,wtorek,salı
650,Mittwoch::N,środa,çarşamba
651,Donnerstag::N,czwartek,perşembe
652,Freitag::N,piątek,cuma
653,Samstag::N,sobota,cumartesi
654,Sonntag::N,niedziela,pazar
655,groß::A,duży,büyük
656,groß::A,wielki,büyük
657,klein::A,mały,ufak
658,klein::A,mały,küçük
659,lang::A,długi,uzun
660,kurz::A,krótki,kısa
661,breit::A,szeroki,enli
662,breit::A,szeroki,geniş
663,schmal::A,wąski,dar
664,dicht::A,gęsty,sık
665,dicht::A,gęsty,yoğun
666,dick[Gegenstand]::A,gruby,kalın
667,dick[Gegenstand]::A,gruby,iri
668,dünn::A,cienki,ince
669,fein::A,drobny,ince
670,fein::A,drobny,narin
671,fest::A,mocny,sabit
672,fest::A,mocny,sağlam
673,fest::A,twardy,sabit
674,fest::A,twardy,sağlam
675,flach::A,płaski,düz
676,flach::A,płaski,yassı
677,glatt::A,gładki,düz
678,hart::A,twardy,katı
679,weich::A,miękki,yumuşak
680,rund::A,okrągły,yuvarlak
681,spitz::A,spiczasty,sivri
682,scharf::A,ostry,keskin
683,stumpf::A,tępy,kör
684,schwer::A,ciężki,ağır
685,schön::A,ładny,güzel
686,schön::A,piękny,güzel
687,heiß::A,gorący,kızgın
688,warm::A,ciepły,sıcak
689,kalt::A,zimny,soğuk
690,kühl::A,chłodny,serin
691,frisch::A,świeży,taze
692,feucht::A,wilgotny,nemli
693,feucht::A,wilgotny,rutubetli
694,nass::A,mokry,yaş
695,nass::A,mokry,ıslak
696,trocken::A,suchy,kuru
697,voll::A,pełny,dolu
698,voll::A,pełny,dolmuş
699,leer::A,pusty,boş
700,leer::A,próżny,boş
701,offen::A,otwarty,açık
702,geschlossen::A,zamknięty,kapalı
703,sauber::A,czysty,pak
704,sauber::A,czysty,temiz
705,schmutzig::A,brudny,pis
706,schmutzig::A,brudny,kirli
707,roh::A,surowy,çiğ
708,reif::A,dojrzały,olgun
709,lecker::A,smaczny,lezzetli
710,süß::A,słodki,tatlı
711,süß::A,słodki,şekerli
712,bitter::A,gorzki,acı
713,sauer::A,kwaśny,ekşi
714,hell::A,jasny,aydınlık
715,dunkel::A,ciemny,karanlık
716,schwarz::A,czarny,kara
717,schwarz::A,czarny,siyah
718,weiß::A,biały,ak
719,weiß::A,biały,beyaz
720,rot::A,czerwony,kırmızı
721,gelb::A,żółty,sarı
722,blau::A,błękitny,mavi
723,blau::A,niebieski,mavi
724,grün::A,zielony,yeşil
725,grau::A,szary,boz
726,bunt::A,barwny,renkli
727,billig::A,tani,ucuz
728,teuer::A,drogi,pahalı
729,wertvoll::A,cenny,değerli
730,blind::A,ślepy,kör
731,taub::A,głuchy,sağır
732,kräftig::A,mocny,dinç
733,kräftig::A,mocny,kuvvetli
734,stark::A,silny,güçlü
735,stark::A,silny,kuvvetli
736,schwach::A,słaby,zayıf
737,schwach::A,słaby,güçsüz
738,fett::A,tłusty,şişman
739,schlank::A,smukły,narin
740,hübsch::A,ładny,güzel
741,hübsch::A,ładny,sevimli
742,böse::A,zły,kötü
743,dumm::A,głupi,aptal
744,faul::A,leniwy,tembel
745,fleißig::A,pilny,çalışkan
746,geizig::A,skąpy,cimri
747,klug::A,mądry,zekî
748,klug::A,mądry,akıllı
749,geschickt::A,zręczny,becerikli
750,lieb::A,miły,sevimli
751,lustig::A,wesoły,neşeli
752,sanft::A,łagodny,nazik
753,hungrig::A,głodny,aç
754,krank::A,chory,hasta
755,krank::A,chory,rahatsız
756,nackt::A,nagi,çıplak
757,traurig::A,smutny,kederli
758,traurig::A,smutny,üzüntülü
759,lebendig::A,żywy,canlı
760,gut::A,dobry,iyi
761,schlecht::A,zły,kötü
762,richtig::A,słuszny,doğru
763,richtig::A,właściwy,doğru
764,schlimm::A,zły,kötü
765,wahr::A,prawdziwy,doğru
766,wahr::A,prawdziwy,gerçek
767,alt::A,stary,eski
768,neu::A,nowy,yeni
769,ehemalig::A,były,önceki
770,alt[Lebewesen]::A,stary,yaşlı
771,jung::A,młody,genç
772,arm::A,ubogi,fakir
773,arm::A,biedny,fakir
774,reich::A,bogaty,zengin
775,bekannt::A,znany,bilinen
776,berühmt::A,słynny,ünlü
777,berühmt::A,słynny,meşhur
778,fremd::A,obcy,yabancı
779,fremd::A,cudzy,yabancı
780,verschieden::A,różny,ayrı
781,verschieden::A,różny,farklı
782,nah::A,bliski,yakın
783,nah::A,bliski,bitişik
784,fern::A,daleki,uzak
785,linker::A,lewy,sol
786,rechter::A,prawy,sağ
787,anderer::A,inny,diğer
788,erster::A,pierwszy,ilk
789,erster::A,pierwszy,birinci
790,zweiter::A,drugi,ikinci
791,dritter::A,trzeci,üçüncü
792,letzter::A,ostatni,son
793,letzter::A,ostatni,sonuncu
794,allein::ADV,sam,yalnız
795,allein::ADV,sam,tek başına
796,auf einmal::ADV,naraz,birden
797,zusammen::ADV,razem,beraber
798,zusammen::ADV,razem,birlikte
799,lange::ADV,długo,çok
800,lange::ADV,długo,uzun
801,plötzlich::ADV,nagle,ansızın
802,plötzlich::ADV,nagle,birdenbire
803,sofort::ADV,natychmiast,hemen
804,sofort::ADV,natychmiast,derhal
805,später::ADV,później,daha sonra
806,jetzt::ADV,teraz,şimdi
807,jetzt::ADV,obecnie,şimdi
808,heute::ADV,dziś,bugün
809,heute::ADV,dzisiaj,bugün
810,morgen::ADV,jutro,yarın
811,bald::ADV,wkrótce,yakında
812,dann::ADV,potem,sonra
813,gestern::ADV,wczoraj,dün
814,einst::ADV,kiedyś,eskiden
815,einst::ADV,niegdyś,eskiden
816,damals::ADV,wtedy,o zamanlar
817,damals::ADV,wówczas,o zamanlar
818,danach::ADV,następnie,sonradan
819,danach::ADV,następnie,ondan sonra
820,vorher::ADV,przedtem,önce
