,Concept_ID,be,be
215,Schlinge::N,сіло,сіло
216,Spur::N,след,след
217,Asche::N,попел,попел
218,Dreck::N,бруд,бруд
219,Eisen::N,жалеза,жалеза
220,Gold::N,золата,золата
221,Silber::N,сребра,сребра
222,Kohle::N,вугаль,вугаль
223,Glas::N,шкло,шкло
224,Lehm::N,гліна,гліна
225,Sand::N,пясок,пясок
226,Mensch::N,чалавек,чалавек
227,Mann::N,мужчына,мужчына
228,Frau::N,жанчына,жанчына
229,Kind::N,дзіця,дзіця
230,Junge::N,хлопчык,хлопчык
231,Mädchen::N,дзяўчынка,дзяўчынка
232,Familie::N,сямʼя,сямʼя
233,Großvater::N,дзядуля,дзядуля
234,Großmutter::N,бабуля,бабуля
235,Eltern::N,бацькі,бацькі
236,Vater::N,бацька,бацька
237,Mutter::N,маці,маці
238,Sohn::N,сын,сын
239,Tochter::N,дачка,дачка
240,Bruder::N,брат,брат
241,Schwester::N,сястра,сястра
242,Onkel::N,дзядзька,дзядзька
243,Tante::N,цётка,цётка
244,Ehemann::N,муж,муж
245,Ehefrau::N,жонка,жонка
246,Freude::N,радасць,радасць
247,Gelächter::N,смех,смех
248,Glück::N,шчасце,шчасце
249,Kummer::N,гора,гора
250,Wunsch::N,жаданне,жаданне
251,Lust::N,цяга,цяга
252,Geist::N,дух,дух
253,Gedanke::N,думка,думка
254,Gedächtnis::N,памяць,памяць
255,Verstand::N,розум,розум
256,Sinn::N,сэнс,сэнс
257,Grund::N,зачэпка,зачэпка
258,Wahrheit::N,праўда,праўда
259,Gespräch::N,размова,размова
260,Märchen::N,казка,казка
261,Erzählung::N,расказ,расказ
262,Erzählung::N,расказ,апавяданне
263,Erzählung::N,апавяданне,расказ
264,Erzählung::N,апавяданне,апавяданне
265,Nachricht::N,вестка,вестка
266,Nachricht::N,вестка,паведамленне
267,Nachricht::N,паведамленне,вестка
268,Nachricht::N,паведамленне,паведамленне
269,Neuigkeit::N,навіна,навіна
270,Name::N,імя,імя
271,Rätsel::N,загадка,загадка
272,Rede::N,прамова,прамова
273,Sprache::N,мова,мова
274,Stimme::N,голас,голас
275,Wort::N,слова,слова
276,Zeichen::N,знак,знак
277,Ruf::N,кліч,кліч
278,Lärm::N,шум,шум
279,Laut::N,гук,гук
280,Ton::N,гучанне,гучанне
281,Lied::N,песня,песня
282,Ruhe::N,спакой,спакой
283,Leute::N,людзі,людзі
284,Volk::N,народ,народ
285,Arbeit::N,праца,праца
286,Arbeit::N,праца,работа
287,Arbeit::N,работа,праца
288,Arbeit::N,работа,работа
289,Gast::N,госць,госць
290,Geschenk::N,падарунак,падарунак
291,Spiel::N,гульня,гульня
292,Gesellschaft::N,таварыства,таварыства
293,Hilfe::N,дапамога,дапамога
294,Freund::N,друг,друг
295,Freund::N,друг,сябар
296,Freund::N,сябар,друг
297,Freund::N,сябар,сябар
298,Kamerad::N,прыяцель,прыяцель
299,Angelegenheit::N,справа,справа
300,Anzahl::N,колькасць,колькасць
301,Art::N,від,від
302,Stück::N,кусок,кусок
303,Stück::N,кусок,кавалак
304,Stück::N,кавалак,кусок
305,Stück::N,кавалак,кавалак
306,Teil::N,частка,частка
307,Hälfte::N,палова,палова
308,Hälfte::N,палова,палавіна
309,Hälfte::N,палавіна,палова
310,Hälfte::N,палавіна,палавіна
311,Kreis::N,круг,круг
312,Kreuz::N,крыж,крыж
313,Linie::N,лінія,лінія
314,Strich::N,рыса,рыса
315,Abstand::N,прамежак,прамежак
316,Entfernung::N,адлегласць,адлегласць
317,Gegend::N,мясцовасць,мясцовасць
318,Platz::N,месца,месца
319,Ort::N,месца,месца
320,Seite::N,бок,бок
321,Mitte::N,сярэдзіна,сярэдзіна
322,Gegenstand::N,прадмет,прадмет
323,Sache::N,рэч,рэч
324,Rand::N,край,край
325,Kante::N,руб,руб
326,Kante::N,руб,кант
327,Kante::N,кант,руб
328,Kante::N,кант,кант
329,Ecke::N,вугал,вугал
330,Spitze::N,кончык,кончык
331,Ende::N,канец,канец
332,Loch::N,дзірка,дзірка
333,Winkel::N,вугал,вугал
334,Muster::N,узор,узор
335,Größe::N,памер,памер
336,Länge::N,даўжыня,даўжыня
337,Höhe::N,вышыня,вышыня
338,Gewicht::N,вага,вага
339,Menge::N,колькасць,колькасць
340,Haufen::N,куча,куча
341,Reihe::N,рад,рад
342,Boot::N,лодка,лодка
343,Ruder::N,вясло,вясло
344,Schlitten::N,сані,сані
345,Ski::N,лыжа,лыжа
346,Lagerfeuer::N,вогнішча,вогнішча
347,Last::N,цяжар,цяжар
348,Gang::N,ход,ход
349,Schritt::N,шаг,шаг
350,Schritt::N,шаг,крок
351,Schritt::N,крок,шаг
352,Schritt::N,крок,крок
353,Norden::N,поўнач,поўнач
354,Süden::N,поўдзень,поўдзень
355,Westen::N,захад,захад
356,Osten::N,усход,усход
357,Holz::N,дрэва,дрэва
358,Holz::N,дрэва,драўніна
359,Holz::N,драўніна,дрэва
360,Holz::N,драўніна,драўніна
361,Brett::N,дошка,дошка
362,Platte::N,пліта,пліта
363,Stütze::N,падпорка,падпорка
364,Stange::N,жэрдка,жэрдка
365,Stock::N,палка,палка
366,Stab::N,шост,шост
367,Rohr::N,труба,труба
368,Haus::N,дом,дом
369,Heim::N,дом,дом
370,Heim::N,дом,хата
371,Heim::N,хата,дом
372,Heim::N,хата,хата
373,Ofen::N,печ,печ
374,Fußboden::N,падлога,падлога
375,Tisch::N,стол,стол
376,Stuhl::N,стул,стул
377,Stuhl::N,стул,крэсла
378,Stuhl::N,крэсла,стул
379,Stuhl::N,крэсла,крэсла
380,Wiege::N,калыска,калыска
381,Bett::N,ложак,ложак
382,Bett::N,ложак,пасцель
383,Bett::N,пасцель,ложак
384,Bett::N,пасцель,пасцель
385,Regal::N,паліца,паліца
386,Kiste::N,скрынка,скрынка
387,Fenster::N,акно,акно
388,Tür::N,дзверы,дзверы
389,Tor::N,вароты,вароты
390,Zaun::N,агароджа,агароджа
391,Dach::N,дах,дах
392,Leiter::N,лесвіца,лесвіца
393,Besen::N,мятла,мятла
394,Spaten::N,лапата,лапата
395,Spaten::N,лапата,жалязняк
396,Spaten::N,жалязняк,лапата
397,Spaten::N,жалязняк,жалязняк
398,Schaufel::N,шуфлік,шуфлік
399,Schaufel::N,шуфлік,лапатка
400,Schaufel::N,лапатка,шуфлік
401,Schaufel::N,лапатка,лапатка
402,Gabel::N,відэлец,відэлец
403,Löffel::N,лыжка,лыжка
404,Messer::N,нож,нож
405,Nagel::N,цвік,цвік
406,Netz::N,сетка,сетка
407,Haken::N,крук,крук
408,Griff::N,ручка,ручка
409,Schloss::N,замок,замок
410,Bild::N,карціна,карціна
411,Figur::N,фігура,фігура
412,Puppe::N,лялька,лялька
413,Beutel::N,мяшок,мяшок
414,Bündel::N,вязка,вязка
415,Tasche::N,торба,торба
416,Eimer::N,вядро,вядро
417,Deckel::N,накрыўка,накрыўка
418,Geschirr::N,пасуда,пасуда
419,Sack::N,мех,мех
420,Tasse::N,кубак,кубак
421,Topf::N,каструля,каструля
422,Kessel::N,кацёл,кацёл
423,Essen::N,ежа,ежа
424,Nahrung::N,харч,харч
425,Speise::N,страва,страва
426,Fleisch::N,мяса,мяса
427,Getreide::N,збожжа,збожжа
428,Brei::N,каша,каша
429,Brot::N,хлеб,хлеб
430,Scheibe::N,луста,луста
431,Scheibe::N,луста,скібка
432,Scheibe::N,скібка,луста
433,Scheibe::N,скібка,скібка
434,Fett::N,тлушч,тлушч
435,Butter::N,масла,масла
436,Öl::N,алей,алей
437,Salz::N,соль,соль
438,Suppe::N,суп,суп
439,Honig::N,мёд,мёд
440,Milch::N,малако,малако
441,Tee::N,чай,чай
442,Tee::N,чай,гарбата
443,Tee::N,гарбата,чай
444,Tee::N,гарбата,гарбата
445,Leder::N,скура,скура
446,Wolle::N,воўна,воўна
447,Stoff::N,тканіна,тканіна
448,Nadel::N,іголка,іголка
449,Faden::N,нітка,нітка
450,Knopf::N,гузік,гузік
451,Knoten::N,вузел,вузел
452,Farbe::N,фарба,фарба
453,Kleidung::N,адзенне,адзенне
454,Hemd::N,кашуля,кашуля
455,Kragen::N,каўнер,каўнер
456,Ärmel::N,рукаў,рукаў
457,Hose::N,штаны,штаны
458,Gürtel::N,пояс,пояс
459,Mütze::N,шапка,шапка
460,Schuh::N,чаравік,чаравік
461,Stiefel::N,бот,бот
462,Ring::N,кольца,кольца
463,Band::N,стужка,стужка
464,Kamm::N,расчоска,расчоска
465,Spiegel::N,люстра,люстра
466,Riemen::N,рэмень,рэмень
467,Schnur::N,вяроўка,вяроўка
468,Leine::N,павадок,павадок
469,Decke::N,коўдра,коўдра
470,Kissen::N,падушка,падушка
471,Tuch::N,хустка,хустка
472,Handtuch::N,ручнік,ручнік
473,Kraft::N,сіла,сіла
474,Stärke::N,моц,моц
475,Gesundheit::N,здароўе,здароўе
476,Krankheit::N,хвароба,хвароба
477,Schmerz::N,боль,боль
478,Wunde::N,рана,рана
479,Fieber::N,гарачка,гарачка
480,Fieber::N,гарачка,ліхаманка
481,Fieber::N,ліхаманка,гарачка
482,Fieber::N,ліхаманка,ліхаманка
483,Arznei::N,лекі,лекі
484,Brücke::N,мост,мост
485,Brunnen::N,калодзеж,калодзеж
486,Weide::N,паша,паша
487,Pfad::N,сцежка,сцежка
488,Weg::N,шлях,шлях
489,Weg::N,шлях,дарога
490,Weg::N,дарога,шлях
491,Weg::N,дарога,дарога
492,Straße::N,вуліца,вуліца
493,Dorf::N,вёска,вёска
494,Stadt::N,горад,горад
495,Brief::N,ліст,ліст
496,Brief::N,ліст,пісьмо
497,Brief::N,пісьмо,ліст
498,Brief::N,пісьмо,пісьмо
499,Buch::N,кніга,кніга
500,Buchstabe::N,літара,літара
501,Zeitung::N,газета,газета
502,Leben::N,жыццё,жыццё
503,Tod::N,смерць,смерць
504,Grab::N,магіла,магіла
505,Kirche::N,касцёл,касцёл
506,Kirche::N,касцёл,царква
507,Kirche::N,царква,касцёл
508,Kirche::N,царква,царква
509,Sünde::N,грэх,грэх
510,Gott::N,бог,бог
511,Arbeiter::N,рабочы,рабочы
512,Chef::N,начальнік,начальнік
513,Meister::N,майстар,майстар
514,Arzt::N,урач,урач
515,Lehrer::N,настаўнік,настаўнік
516,Geld::N,грошы,грошы
517,Geschäft::N,заняцце,заняцце
518,Laden::N,крама,крама
519,Laden::N,крама,магазін
520,Laden::N,магазін,крама
521,Laden::N,магазін,магазін
522,Preis::N,цана,цана
523,Ware::N,тавар,тавар
524,Nutzen::N,выгада,выгада
525,Reichtum::N,багацце,багацце
526,Welt::N,свет,свет
527,Land::N,краіна,краіна
528,Staat::N,дзяржава,дзяржава
529,König::N,кароль,кароль
530,Macht::N,улада,улада
531,Grenze::N,граніца,граніца
532,Krieg::N,вайна,вайна
533,Feind::N,вораг,вораг
534,Gewalt::N,насілле,насілле
535,Kampf::N,барацьба,барацьба
536,Bogen[Waffe]::N,лук,лук
537,Pfeil::N,страла,страла
538,Gewehr::N,ружжо,ружжо
539,Fehler::N,памылка,памылка
540,Lüge::N,хлусня,хлусня
541,Schaden::N,шкода,шкода
542,Unglück::N,ліха,ліха
543,Unglück::N,ліха,бядота
544,Unglück::N,бядота,ліха
545,Unglück::N,бядота,бядота
546,Schuld::N,віна,віна
547,Alter::N,узрост,узрост
548,Schluss::N,канец,канец
549,Zeit::N,час,час
550,Tag::N,дзень,дзень
551,Morgen::N,ранак,ранак
552,Morgen::N,ранак,раніца
553,Morgen::N,раніца,ранак
554,Morgen::N,раніца,раніца
555,Mittag::N,паўдня,паўдня
556,Mittag::N,паўдня,поўдзень
557,Mittag::N,поўдзень,паўдня
558,Mittag::N,поўдзень,поўдзень
559,Abend::N,вечар,вечар
560,Nacht::N,ноч,ноч
561,Woche::N,тыдзень,тыдзень
562,Monat::N,месяц,месяц
563,Jahr::N,год,год
564,Frühling::N,вясна,вясна
565,Sommer::N,лета,лета
566,Herbst::N,восень,восень
567,Winter::N,зіма,зіма
568,Januar::N,студзень,студзень
569,Februar::N,люты,люты
570,März::N,сакавік,сакавік
571,April::N,красавік,красавік
572,Mai::N,май,май
573,Mai::N,май,травень
574,Mai::N,травень,май
575,Mai::N,травень,травень
576,Juni::N,чэрвень,чэрвень
577,Juli::N,ліпень,ліпень
578,August::N,жнівень,жнівень
579,September::N,верасень,верасень
580,Oktober::N,кастрычнік,кастрычнік
581,November::N,лістапад,лістапад
582,Dezember::N,снежань,снежань
583,Montag::N,панядзелак,панядзелак
584,Dienstag::N,аўторак,аўторак
585,Mittwoch::N,серада,серада
586,Donnerstag::N,чацвер,чацвер
587,Freitag::N,пятніца,пятніца
588,Samstag::N,субота,субота
589,Sonntag::N,нядзеля,нядзеля
590,groß::A,вялікі,вялікі
591,klein::A,маленькі,маленькі
592,lang::A,доўгі,доўгі
593,kurz::A,кароткі,кароткі
594,breit::A,шырокі,шырокі
595,schmal::A,вузкі,вузкі
596,dicht::A,густы,густы
597,dick[Gegenstand]::A,тоўсты,тоўсты
598,dünn::A,тонкі,тонкі
599,fein::A,тонкі,тонкі
600,fest::A,моцны,моцны
601,flach::A,плоскі,плоскі
602,glatt::A,гладкі,гладкі
603,hart::A,цвёрды,цвёрды
604,weich::A,мяккі,мяккі
605,rund::A,круглы,круглы
606,spitz::A,спічасты,спічасты
607,spitz::A,спічасты,востраканцовы
608,spitz::A,востраканцовы,спічасты
609,spitz::A,востраканцовы,востраканцовы
610,scharf::A,востры,востры
611,stumpf::A,тупы,тупы
612,schwer::A,цяжкі,цяжкі
613,schön::A,прыгожы,прыгожы
614,heiß::A,гарачы,гарачы
615,warm::A,цёплы,цёплы
616,kalt::A,холадны,холадны
617,kühl::A,халаднаваты,халаднаваты
618,frisch::A,свежы,свежы
619,feucht::A,вільготны,вільготны
620,nass::A,мокры,мокры
621,trocken::A,сухі,сухі
622,voll::A,поўны,поўны
623,leer::A,пусты,пусты
624,offen::A,адкрыты,адкрыты
625,offen::A,адкрыты,адчынены
626,offen::A,адчынены,адкрыты
627,offen::A,адчынены,адчынены
628,geschlossen::A,закрыты,закрыты
629,geschlossen::A,закрыты,зачынены
630,geschlossen::A,зачынены,закрыты
631,geschlossen::A,зачынены,зачынены
632,sauber::A,чысты,чысты
633,schmutzig::A,брудны,брудны
634,roh::A,сыры,сыры
635,reif::A,спелы,спелы
636,lecker::A,смачны,смачны
637,süß::A,салодкі,салодкі
638,bitter::A,горкі,горкі
639,sauer::A,кіслы,кіслы
640,hell::A,светлы,светлы
641,dunkel::A,цёмны,цёмны
642,schwarz::A,чорны,чорны
643,weiß::A,белы,белы
644,rot::A,чырвоны,чырвоны
645,gelb::A,жоўты,жоўты
646,blau::A,сіні,сіні
647,grün::A,зялёны,зялёны
648,grau::A,шэры,шэры
649,bunt::A,пяресты,пяресты
650,billig::A,танны,танны
651,teuer::A,дарагі,дарагі
652,wertvoll::A,цэнны,цэнны
653,wertvoll::A,цэнны,каштоўны
654,wertvoll::A,каштоўны,цэнны
655,wertvoll::A,каштоўны,каштоўны
656,blind::A,сляпы,сляпы
657,taub::A,глухі,глухі
658,kräftig::A,магутны,магутны
659,stark::A,сільны,сільны
660,schwach::A,слабы,слабы
661,fett::A,тлусты,тлусты
662,schlank::A,стройны,стройны
663,hübsch::A,чароўны,чароўны
664,böse::A,злы,злы
665,dumm::A,дурны,дурны
666,faul::A,лянівы,лянівы
667,fleißig::A,руплівы,руплівы
668,geizig::A,прагны,прагны
669,klug::A,разумны,разумны
670,geschickt::A,умелы,умелы
671,lieb::A,мілы,мілы
672,lustig::A,вясёлы,вясёлы
673,sanft::A,ласкавы,ласкавы
674,hungrig::A,галодны,галодны
675,krank::A,хворы,хворы
676,nackt::A,голы,голы
677,traurig::A,сумны,сумны
678,lebendig::A,жывы,жывы
679,gut::A,добры,добры
680,schlecht::A,кепскі,кепскі
681,richtig::A,правільны,правільны
682,schlimm::A,агідны,агідны
683,wahr::A,сапраўдны,сапраўдны
684,alt::A,стары,стары
685,neu::A,новы,новы
686,ehemalig::A,былы,былы
687,alt[Lebewesen]::A,стары,стары
688,jung::A,малады,малады
689,arm::A,бедны,бедны
690,reich::A,багаты,багаты
691,bekannt::A,знаёмы,знаёмы
692,berühmt::A,славуты,славуты
693,fremd::A,чужы,чужы
694,verschieden::A,розны,розны
695,nah::A,блізкі,блізкі
696,fern::A,далёкі,далёкі
697,linker::A,левы,левы
698,rechter::A,правы,правы
699,anderer::A,іншы,іншы
700,anderer::A,іншы,другі
701,anderer::A,другі,іншы
702,anderer::A,другі,другі
703,erster::A,першы,першы
704,zweiter::A,другі,другі
705,dritter::A,трэці,трэці
706,letzter::A,апошні,апошні
707,allein::ADV,сам,сам
708,allein::ADV,сам,адзін
709,allein::ADV,адзін,сам
710,allein::ADV,адзін,адзін
711,auf einmal::ADV,адразу,адразу
712,zusammen::ADV,разам,разам
713,lange::ADV,доўга,доўга
714,plötzlich::ADV,раптам,раптам
715,sofort::ADV,зараз,зараз
716,später::ADV,пазней,пазней
717,jetzt::ADV,цяпер,цяпер
718,heute::ADV,сёння,сёння
719,morgen::ADV,заўтра,заўтра
720,bald::ADV,хутка,хутка
721,bald::ADV,хутка,неўзабаве
722,bald::ADV,неўзабаве,хутка
723,bald::ADV,неўзабаве,неўзабаве
724,dann::ADV,потым,потым
725,gestern::ADV,учора,учора
726,einst::ADV,аднойчы,аднойчы
727,damals::ADV,тады,тады
728,danach::ADV,затым,затым
729,vorher::ADV,раней,раней
730,zuerst::ADV,спярша,спярша
731,zuerst::ADV,спярша,спачатку
732,zuerst::ADV,спачатку,спярша
733,zuerst::ADV,спачатку,спачатку
734,einmal::ADV,адзін раз,адзін раз
735,manchmal::ADV,часам,часам
736,oft::ADV,часта,часта
737,immer::ADV,заўсёды,заўсёды
738,niemals::ADV,ніколі,ніколі
739,hier::ADV,тут,тут
740,hierhin::ADV,сюды,сюды
741,von hier::ADV,адсюль,адсюль
742,von hier::ADV,адсюль,адгэтуль
743,von hier::ADV,адгэтуль,адсюль
744,von hier::ADV,адгэтуль,адгэтуль
745,dort::ADV,там,там
746,dorthin::ADV,туды,туды
747,geradeaus::ADV,прама,прама
748,vorwärts::ADV,наперад,наперад
749,rückwärts::ADV,назад,назад
750,zurück::ADV,назад,назад
751,unten::ADV,унізе,унізе
752,hinab::ADV,уніз,уніз
753,oben::ADV,угары,угары
754,oben::ADV,угары,наверсе
755,oben::ADV,наверсе,угары
756,oben::ADV,наверсе,наверсе
757,hinauf::ADV,угару,угару
758,überall::ADV,усюды,усюды
759,nicht::ADV,не,не
760,ein wenig::ADV,трошкі,трошкі
761,kaum::ADV,ледзьве,ледзьве
762,sehr::ADV,вельмі,вельмі
763,so::ADV,так,так
764,noch::ADV,яшчэ,яшчэ
765,nur::ADV,толькі,толькі
766,schon::ADV,ужо,ужо
767,wieder::ADV,зноў,зноў
768,vergebens::ADV,дарма,дарма
769,vergebens::ADV,дарма,дарэмна
770,vergebens::ADV,дарэмна,дарма
771,vergebens::ADV,дарэмна,дарэмна
772,vor::PRP,перад,перад
773,hinter::PRP,за,за
774,hinter::PRP,за,ззаду
775,hinter::PRP,ззаду,за
776,hinter::PRP,ззаду,ззаду
777,unter::PRP,пад,пад
778,durch::PRP,праз,праз
779,neben::PRP,каля,каля
780,zwischen::PRP,між,між
781,zwischen::PRP,між,паміж
782,zwischen::PRP,паміж,між
783,zwischen::PRP,паміж,паміж
784,wegen::PRP,з-за,з-за
785,dies::PRN,гэта,гэта
786,das::PRN,тое,тое
787,alles::PRN,усё,усё
788,ich::PRN,я,я
789,du::PRN,ты,ты
790,er::PRN,ён,ён
791,wir::PRN,мы,мы
792,ihr::PRN,вы,вы
793,sie::PRN,яны,яны
794,was::FPRN,што,што
795,wer::FPRN,хто,хто
796,wo::FADV,дзе,дзе
797,wohin::FADV,куды,куды
798,wie::FADV,як,як
799,warum::FADV,чаму,чаму
800,wieviel::FNUM,колькі,колькі
801,eins::NUM,адзін,адзін
802,zwei::NUM,два,два
803,drei::NUM,тры,тры
804,vier::NUM,чатыры,чатыры
805,fünf::NUM,пяць,пяць
806,sechs::NUM,шесць,шесць
807,sieben::NUM,сем,сем
808,acht::NUM,восем,восем
809,neun::NUM,дзевяць,дзевяць
810,zehn::NUM,дзесяць,дзесяць
811,elf::NUM,адзінаццаць,адзінаццаць
812,zwölf::NUM,дванаццаць,дванаццаць
813,zwanzig::NUM,дваццаць,дваццаць
814,dreißig::NUM,трыццаць,трыццаць
815,vierzig::NUM,сорак,сорак
