,Concept_ID,kv,es
242,Freude::N,радъялӧм,placer
243,Freude::N,радъялӧм,alegría
244,Gelächter::N,сералӧм,risa
245,Gelächter::N,сералӧм,carcajada
246,Glück::N,мичлун,felicidad
247,Kummer::N,шог,pena
248,Wunsch::N,мӧдӧм,deseo
249,Wunsch::N,охотитӧм,deseo
250,Lust::N,охота,ganas
251,Geist::N,лов,mente
252,Geist::N,лов,espíritu
253,Gedanke::N,дума,idea
254,Gedanke::N,дума,pensamiento
255,Gedächtnis::N,тӧдвыв,memoria
256,Verstand::N,вежӧр,razón
257,Verstand::N,вежӧр,entendimiento
258,Sinn::N,ылӧс,sentido
259,Sinn::N,ылӧс,significado
260,Grund::N,мог,causa
261,Wahrheit::N,правда,verdad
262,Gespräch::N,сёрни,conversación
263,Märchen::N,сказка,cuento
264,Erzählung::N,висьт,cuento
265,Erzählung::N,висьт,narración
266,Nachricht::N,юӧр,mensaje
267,Nachricht::N,висьталӧм,mensaje
268,Neuigkeit::N,новость,noticia
269,Name::N,ним,nombre
270,Rätsel::N,загадка,acertijo
271,Rätsel::N,загадка,adivinanza
272,Rede::N,сёрни,discurso
273,Sprache::N,кыв,lengua
274,Stimme::N,голос,voz
275,Wort::N,кыв,palabra
276,Zeichen::N,пас,señal
277,Ruf::N,чуксӧм,llamada
278,Ruf::N,чукӧстӧм,llamada
279,Lärm::N,шум,ruido
280,Lärm::N,шум,barullo
281,Laut::N,шы,sonido
282,Ton::N,гор,tono
283,Lied::N,сьыланкыв,canción
284,Ruhe::N,спокой,calma
285,Ruhe::N,спокой,silencio
286,Leute::N,йӧз,gente
287,Volk::N,йӧз,pueblo
288,Volk::N,народ,pueblo
289,Arbeit::N,удж,trabajo
290,Gast::N,гӧсь,huésped
291,Gast::N,гӧсь,invitado
292,Geschenk::N,гӧснеч,regalo
293,Geschenk::N,подарок,regalo
294,Spiel::N,орсӧм,juego
295,Gesellschaft::N,компания,compañía
296,Hilfe::N,отсӧт,ayuda
297,Hilfe::N,отсӧт,socorro
298,Freund::N,модз,amigo
299,Freund::N,дружок,amigo
300,Kamerad::N,тӧдса,camarada
301,Kamerad::N,тӧдса,compañero
302,Angelegenheit::N,дело,asunto
303,Anzahl::N,лыд,cantidad
304,Art::N,пӧлӧс,tipo
305,Art::N,пӧлӧс,clase
306,Stück::N,тор,pieza
307,Teil::N,юкӧм,parte
308,Hälfte::N,джын,mitad
309,Kreis::N,круг,círculo
310,Kreuz::N,перна,cruz
311,Linie::N,визь,línea
312,Strich::N,кырӧв,raya
313,Strich::N,кырӧв,trazo
314,Abstand::N,колас,distancia
315,Entfernung::N,ылына,distancia
316,Gegend::N,места,región
317,Gegend::N,места,comarca
318,Platz::N,места,espacio
319,Ort::N,места,sitio
320,Seite::N,ладор,lado
321,Seite::N,ладор,costado
322,Mitte::N,шӧр,medio
323,Mitte::N,шӧр,centro
324,Gegenstand::N,тор,objeto
325,Sache::N,тор,cosa
326,Rand::N,дор,borde
327,Kante::N,ордлы,borde
328,Ecke::N,пельӧс,esquina
329,Spitze::N,йыв,punta
330,Ende::N,йыв,cabo
331,Ende::N,йыв,extremo
332,Loch::N,осьта,agujero
333,Loch::N,осьта,abertura
334,Winkel::N,пельӧс,ángulo
335,Muster::N,сер,dibujo
336,Größe::N,ыжда,tamaño
337,Länge::N,кузя,longitud
338,Höhe::N,сувда,altura
339,Höhe::N,сувда,altitud
340,Höhe::N,вылына,altura
341,Höhe::N,вылына,altitud
342,Gewicht::N,сьӧкта,peso
343,Haufen::N,куча,montón
344,Reihe::N,лёдз,fila
345,Boot::N,пыж,bote
346,Boot::N,пыж,barca
347,Ruder::N,пелыс,remo
348,Schlitten::N,додь,trineo
349,Ski::N,лямпа,esquí
350,Lagerfeuer::N,бипур,hoguera
351,Last::N,тягота,carga
352,Gang::N,мунӧм,marcha
353,Schritt::N,вожмӧв,paso
354,Norden::N,ой,norte
355,Süden::N,лун,sur
356,Westen::N,рытвыв,oeste
357,Osten::N,асыв,este
358,Holz::N,пу,madera
359,Brett::N,пӧв,tabla
360,Platte::N,плита,placa
361,Platte::N,плита,plancha
362,Stütze::N,пика,sostén
363,Stütze::N,пика,soporte
364,Stange::N,зор,vara
365,Stange::N,зор,percha
366,Stange::N,потш,vara
367,Stange::N,потш,percha
368,Stock::N,бедь,palo
369,Stock::N,бедь,bastón
370,Stab::N,шест,vara
371,Stab::N,шест,bastón
372,Rohr::N,труба,tubo
373,Haus::N,керку,casa
374,Heim::N,керку,hogar
375,Ofen::N,пӧжавны,estufa
376,Fußboden::N,джодж,suelo
377,Tisch::N,пызан,mesa
378,Stuhl::N,стул,silla
379,Wiege::N,зыбка,cuna
380,Bett::N,кровать,cama
381,Regal::N,джадж,estantería
382,Kiste::N,ящик,caja
383,Fenster::N,ӧшын,ventana
384,Tür::N,ыбӧс,puerta
385,Tor::N,ворота,puerta
386,Zaun::N,забор,valla
387,Zaun::N,забор,cercado
388,Dach::N,крыша,techo
389,Dach::N,крыша,tejado
390,Leiter::N,лиснич,escalera
391,Besen::N,рос,escoba
392,Spaten::N,зыр,pala
393,Schaufel::N,зыр,pala
394,Schaufel::N,зыр,paleta
395,Gabel::N,вила,tenedor
396,Löffel::N,пань,cuchara
397,Messer::N,пурт,cuchillo
398,Nagel::N,кӧрттув,clavo
399,Netz::N,кыйӧт,red
400,Haken::N,ем,gancho
401,Haken::N,ем,corchete
402,Griff::N,пу,asa
403,Griff::N,пу,mango
404,Schloss::N,замок,cerradura
405,Bild::N,картина,imagen
406,Figur::N,мыгӧр,figura
407,Puppe::N,акань,muñeca
408,Beutel::N,мешӧк,bolsa
409,Bündel::N,нин,haz
410,Tasche::N,сумка,bolso
411,Eimer::N,ведра,cubo
412,Deckel::N,вевт,tapa
413,Deckel::N,вевт,tapadera
414,Geschirr::N,доз,vajilla
415,Geschirr::N,бекӧрпань,vajilla
416,Sack::N,мешӧк,saco
417,Tasse::N,бекӧр,taza
418,Topf::N,кастрюля,olla
419,Topf::N,кастрюля,marmita
420,Kessel::N,пӧрт,caldera
421,Essen::N,сёйӧм,comida
422,Nahrung::N,вердан,alimento
423,Speise::N,сёян,plato
424,Fleisch::N,яй,carne
425,Getreide::N,сю,cereales
426,Brei::N,каша,puré
427,Brei::N,каша,papilla
428,Brot::N,нянь,pan
429,Scheibe::N,шӧрӧм,lonja
430,Scheibe::N,шӧрӧм,rebanada
431,Fett::N,гос,grasa
432,Butter::N,ви,mantequilla
433,Öl::N,ви,aceite
434,Salz::N,сов,sal
435,Suppe::N,шыд,sopa
436,Honig::N,ма,miel
437,Milch::N,йӧв,leche
438,Tee::N,чай,té
439,Leder::N,кучик,cuero
440,Wolle::N,гӧн,lana
441,Stoff::N,дӧра,tela
442,Stoff::N,дӧра,tejido
443,Nadel::N,ем,aguja
444,Faden::N,сунис,hilo
445,Knopf::N,кизь,botón
446,Knoten::N,узӧв,nudo
447,Knoten::N,гӧрӧд,nudo
448,Farbe::N,краска,pintura
449,Kleidung::N,паськӧм,ropa
450,Kleidung::N,паськӧм,vestidos
451,Hemd::N,йӧрнӧс,camisa
452,Kragen::N,воротник,cuello
453,Ärmel::N,сос,manga
454,Hose::N,вешьян,pantalón
455,Gürtel::N,йи,cinturón
456,Mütze::N,шапка,gorro
457,Schuh::N,ботинки,zapato
458,Stiefel::N,сапог,bota
459,Ring::N,чунькытш,anillo
460,Band::N,ленточка,cinta
461,Kamm::N,сынан,peine
462,Spiegel::N,зеркало,espejo
463,Riemen::N,ремень,correa
464,Schnur::N,гез,cuerda
465,Leine::N,повод,correa
466,Decke::N,одеяло,manta
467,Kissen::N,подушка,almohada
468,Tuch::N,чышьян,pañuelo
469,Handtuch::N,чышкӧт,toalla
470,Kraft::N,прак,fuerza
471,Stärke::N,вын,fuerza
472,Gesundheit::N,здоровье,salud
473,Krankheit::N,шог,enfermedad
474,Schmerz::N,зубыт,dolor
475,Wunde::N,рана,llaga
476,Wunde::N,рана,herida
477,Fieber::N,лёк тресся,fiebre
478,Fieber::N,кынтан шогӧт,fiebre
479,Arznei::N,лекарство,medicina
480,Arznei::N,лекарство,medicamento
481,Brücke::N,пос,puente
482,Brunnen::N,колодец ,pozo
483,Weide::N,пода йирсян,pasto
484,Pfad::N,туй,sendero
485,Weg::N,туй,camino
486,Straße::N,туй,vía
487,Straße::N,туй,carretera
488,Dorf::N,деревня,aldea
489,Dorf::N,деревня,pueblo
490,Stadt::N,город,ciudad
491,Brief::N,гижӧт,carta
492,Buch::N,книга,libro
493,Buchstabe::N,буква,letra
494,Buchstabe::N,буква,carácter
495,Zeitung::N,газета,diario
496,Zeitung::N,газета,periódico
497,Leben::N,олан,vida
498,Tod::N,кулӧм,muerte
499,Grab::N,гу,tumba
500,Grab::N,гу,sepulcro
501,Kirche::N,вичку,iglesia
502,Sünde::N,грек,pecado
503,Gott::N,ен,dios
504,Arbeiter::N,уджалiсь,obrero
505,Arbeiter::N,уджалiсь,trabajador
506,Chef::N,начальник,jefe
507,Meister::N,мастер,maestro
508,Arzt::N,врач,médico
509,Lehrer::N,велӧтісь,profesor
510,Geld::N,деньга,dinero
511,Geschäft::N,удж,negocio
512,Laden::N,магазин,tienda
513,Preis::N,дон,precio
514,Ware::N,товар,mercancía
515,Nutzen::N,путь,provecho
516,Reichtum::N,богатство,riqueza
517,Welt::N,му,mundo
518,Land::N,страна,país
519,Staat::N,государство,Estado
520,König::N,кан,rey
521,Macht::N,власть,poder
522,Macht::N,власть,potencia
523,Grenze::N,граница,frontera
524,Krieg::N,война,guerra
525,Feind::N,враг,enemigo
526,Kampf::N,нярасьӧм,lucha
527,Kampf::N,нярасьӧм,combate
528,Kampf::N,вермасьӧм,lucha
529,Kampf::N,вермасьӧм,combate
530,Bogen[Waffe]::N,лук,arco
531,Pfeil::N,ньӧв,flecha
532,Gewehr::N,ружьё,fusil
533,Gewehr::N,ружьё,escopeta
534,Fehler::N,ошибка,error
535,Lüge::N,ылӧтӧм,mentira
536,Lüge::N,пӧрьялӧм,mentira
537,Schaden::N,лёк,daño
538,Unglück::N,пик,desgracia
539,Unglück::N,оказзё,desgracia
540,Schuld::N,вина,culpa
541,Schluss::N,ком,fin
542,Schluss::N,ком,final
543,Zeit::N,кад,tiempo
544,Tag::N,лун,día
545,Morgen::N,асыв,mañana
546,Mittag::N,луншӧр кад,mediodía
547,Abend::N,рыт,noche
548,Nacht::N,ой,noche
549,Woche::N,неделя,semana
550,Monat::N,тӧлicь,mes
551,Jahr::N,год,año
552,Frühling::N,тулыс,primavera
553,Sommer::N,гожум,verano
554,Herbst::N,ар,otoño
555,Winter::N,тӧв,invierno
556,Januar::N,январ,enero
557,Februar::N,февраль,febrero
558,März::N,март,marzo
559,April::N,апрель,abril
560,Mai::N,май,mayo
561,Juni::N,юнь,junio
562,Juli::N,юль,julio
563,August::N,август,agosto
564,September::N,сентяб,septiembre
565,Oktober::N,октяб,octubre
566,November::N,нояб,noviembre
567,Dezember::N,декаб,diciembre
568,Montag::N,вильлун,lunes
569,Dienstag::N,мӧдӧдзлун,martes
570,Mittwoch::N,шӧрлун,miércoles
571,Donnerstag::N,нёльӧдзлун,jueves
572,Freitag::N,витӧдзлун,viernes
573,Samstag::N,пывсянлун,sábado
574,Sonntag::N,кресення,domingo
575,groß::A,ыджыт,grande
576,klein::A,учӧтик,pequeño
577,lang::A,кузь,largo
578,kurz::A,дженыт,corto
579,breit::A,ота,ancho
580,schmal::A,векнит,estrecho
581,dicht::A,тшӧк,denso
582,dick[Gegenstand]::A,кыз,grueso
583,dünn::A,вӧснит,fino
584,dünn::A,вӧснит,delgado
585,fein::A,вӧснит,fino
586,fein::A,вӧснит,delicado
587,fest::A,крепыт,firme
588,fest::A,крепыт,sólido
589,flach::A,лапкӧса,plano
590,glatt::A,волькыт,liso
591,hart::A,чӧрыт,duro
592,weich::A,небыт,muelle
593,rund::A,гӧгрӧса,redondo
594,spitz::A,ёся,agudo
595,spitz::A,ёся,apuntado
596,scharf::A,лэчыт,agudo
597,scharf::A,лэчыт,afilado
598,stumpf::A,ныж,sin filo
599,schwer::A,сьӧкыт,pesado
600,schön::A,басӧк,bello
601,schön::A,басӧк,hermoso
602,heiß::A,жар,caluroso
603,warm::A,шоныт,cálido
604,warm::A,шоныт,caliente
605,kalt::A,кӧдзыт,frío
606,kühl::A,сайкыт,fresco
607,frisch::A,виль,fresco
608,feucht::A,вакодь,húmedo
609,nass::A,ва,mojado
610,trocken::A,кӧс,seco
611,voll::A,тыра,lleno
612,leer::A,тыртӧм,vacío
613,offen::A,оссьӧм,abierto
614,geschlossen::A,игана,cerrado
615,geschlossen::A,пӧдана,cerrado
616,sauber::A,сӧдз,limpio
617,sauber::A,сӧстӧм,limpio
618,schmutzig::A,нятьӧсь,sucio
619,roh::A,путӧм,crudo
620,reif::A,кисьмалӧм,maduro
621,lecker::A,кӧра ,rico
622,lecker::A,кӧра ,sabroso
623,süß::A,чӧскыт,dulce
624,bitter::A,курыт,amargo
625,sauer::A,шӧма ,agrio
626,hell::A,югыт,claro
627,dunkel::A,пемыт,oscuro
628,schwarz::A,сьӧд,negro
629,weiß::A,чочком,blanco
630,rot::A,гӧрд,rojo
631,gelb::A,веж,amarillo
632,blau::A,лӧз,azul
633,grün::A,веж,verde
634,grau::A,руд,gris
635,grau::A,бусӧй,gris
636,bunt::A,быдрӧма,multicolor
637,billig::A,донтӧм,barato
638,teuer::A,дона,caro
639,wertvoll::A,дона,valioso
640,wertvoll::A,дона,precioso
641,blind::A,синтӧм,ciego
642,taub::A,пельтӧм,sordo
643,kräftig::A,вына,fuerte
644,stark::A,вына,fuerte
645,stark::A,вына,vigoroso
646,schwach::A,некодя,débil
647,fett::A,госа,obeso
648,schlank::A,статя,esbelto
649,hübsch::A,басӧк,mono
650,hübsch::A,басӧк,guapo
651,böse::A,лёк,malo
652,dumm::A,бӧбӧв,tonto
653,dumm::A,бӧбӧв,estúpido
654,dumm::A,вежӧртӧм,tonto
655,dumm::A,вежӧртӧм,estúpido
656,faul::A,дыш,vago
657,faul::A,дыш,perezoso
658,fleißig::A,уджалicь,aplicado
659,fleißig::A,уджалicь,diligente
660,geizig::A,жикмӧра,avaro
661,geizig::A,горшаліcь,avaro
662,klug::A,авья,sensato
663,klug::A,авья,inteligente
664,klug::A,вежӧра,sensato
665,klug::A,вежӧра,inteligente
666,geschickt::A,кипода,hábil
667,lieb::A,муса,querido
668,lieb::A,дзулиньӧй,querido
669,lustig::A,гажа,alegre
670,sanft::A,лебезнӧй,suave
671,hungrig::A,тшыг,hambriento
672,krank::A,шогалiсь,enfermo
673,nackt::A,куш,desnudo
674,traurig::A,жугыль,triste
675,lebendig::A,ловья,vivo
676,lebendig::A,ловья,viviente
677,gut::A,бур,bueno
678,schlecht::A,умӧль,malo
679,schlimm::A,нештӧм,malo
680,schlimm::A,нештӧм,grave
681,alt::A,важ,viejo
682,neu::A,виль,nuevo
683,ehemalig::A,вӧвлӧм,antiguo
684,alt[Lebewesen]::A,года,viejo
685,alt[Lebewesen]::A,годдэза,viejo
686,jung::A,том,joven
687,arm::A,гов,pobre
688,arm::A,беднӧй,pobre
689,reich::A,эма,rico
690,bekannt::A,тӧдса,conocido
691,fremd::A,чужӧй,extraño
692,verschieden::A,быдкодь,diverso
693,verschieden::A,быдкодь,distinto
694,verschieden::A,быдкодь,diferente
695,nah::A,матiсь,cercano
696,fern::A,ылicь,lejano
697,linker::A,шульга,izquierdo
698,rechter::A,веськытланись,derecho
699,anderer::A,мукӧд,otro
700,erster::A,медодзза,primero
701,zweiter::A,кыкӧт,segundo
702,dritter::A,куимӧт,tercero
703,dritter::A,куимӧдз,tercero
704,letzter::A,бӧрья,último
705,letzter::A,мёдбӧрья,último
706,auf einmal::ADV,тшӧтш,de una vez
707,zusammen::ADV,ӧтлаын,juntos
708,lange::ADV,дыр,mucho tiempo
709,plötzlich::ADV,друг,de repente
710,sofort::ADV,тшӧтш,en seguida
711,später::ADV,медбӧрын,más tarde
712,jetzt::ADV,ӧні,ahora
713,heute::ADV,талун,hoy
714,morgen::ADV,ашын,mañana
715,bald::ADV,чожа,pronto
716,bald::ADV,чожа,en breve
717,dann::ADV,сыбӧрын,luego
718,dann::ADV,сыбӧрын,entonces
719,gestern::ADV,тӧн,ayer
720,einst::ADV,ӧтпыр,antaño
721,damals::ADV,сэк,entonces
722,damals::ADV,сэки,entonces
723,danach::ADV,сэсся,después
724,vorher::ADV,одзжык,antes
725,zuerst::ADV,наперво,primero
726,einmal::ADV,ӧтпыр,una vez
727,manchmal::ADV,мукӧдпыр,a veces
728,oft::ADV,-лы-,a menudo
729,oft::ADV,-лы-,con frecuencia
730,immer::ADV,быдпыр,siempre
731,immer::ADV,быдпырся,siempre
732,niemals::ADV,некӧр,jamás
733,hier::ADV,татӧн,aquí
734,hierhin::ADV,татчӧ,acá
735,von hier::ADV,тасянь,desde aquí
736,dort::ADV,сэтӧн,ahí
737,dort::ADV,сэтӧн,allí
738,dorthin::ADV,сэтчин,allí
739,dorthin::ADV,сэтчин,hacia allí
740,geradeaus::ADV,веськыта,todo derecho
741,vorwärts::ADV,одзӧ,adelante
742,rückwärts::ADV,бӧр,hacia atrás
743,zurück::ADV,бӧр,atrás
744,unten::ADV,увтын,abajo
745,hinab::ADV,увтас,hacia abajo
746,oben::ADV,вевдӧрас,arriba
747,hinauf::ADV,вывлань,hacia arriba
748,hinauf::ADV,вывланьӧ,hacia arriba
749,überall::ADV,быдлан,por todas partes
750,nicht::ADV,ог,no
751,ein wenig::ADV,-ышт,un poco
752,ein wenig::ADV,невна,un poco
753,kaum::ADV,ӧдва,apenas
754,sehr::ADV,вывтi,muy
755,sehr::ADV,вывтi,mucho
756,so::ADV,сiдз,tan
757,noch::ADV,эшӧ,aún
758,noch::ADV,эшӧ,todavía
759,nur::ADV,только,solamente
760,schon::ADV,ни,ya
761,wieder::ADV,бӧра,de nuevo
762,vergebens::ADV,весись,en vano
763,vor::PRP,одзас,antes de
764,vor::PRP,одзас,delante de
765,hinter::PRP,бӧрӧ,tras
766,hinter::PRP,бӧрӧ,detrás de
767,unter::PRP,увтын,bajo
768,unter::PRP,увтын,debajo de
769,durch::PRP,пыр,por
770,durch::PRP,пыр,a través de
771,neben::PRP,бокам,al lado de
772,neben::PRP,боксиным,al lado de
773,zwischen::PRP,коласас,entre
774,wegen::PRP,понда,por
775,wegen::PRP,понда,a causa de
776,dies::PRN,эта,esto
777,das::PRN,сiя,eso
778,das::PRN,сiя,esto
779,alles::PRN,быдӧс,todo
780,ich::PRN,ме,yo
781,du::PRN,тэ,tú
782,er::PRN,сiя,él
783,wir::PRN,мийӧ,nosotros
784,ihr::PRN,ті,vosotros
785,sie::PRN,нія,ellos
786,was::FPRN,мый,qué
787,wer::FPRN,кин,quién
788,wo::FADV,кытӧн,dónde
789,wohin::FADV,кытчӧ,adónde
790,wohin::FADV,кытчӧ,hacia dónde
791,wie::FADV,дзик,cómo
792,warum::FADV,мыля,por qué
793,warum::FADV,мыйсянь,por qué
794,wieviel::FNUM,мымда,cuánto
795,eins::NUM,ӧт,uno
796,zwei::NUM,кык,dos
797,drei::NUM,куим,tres
798,vier::NUM,нёль,cuatro
799,fünf::NUM,вит,cinco
800,sechs::NUM,квать,seis
801,sieben::NUM,сизим,siete
802,acht::NUM,кыкьямыс,ocho
803,neun::NUM,ӧкмыс,nueve
804,zehn::NUM,дас,diez
805,elf::NUM,дасотік,once
806,zwölf::NUM,даскык,doce
807,zwanzig::NUM,кыкдас,veinte
808,dreißig::NUM,куимдас,treinta
809,vierzig::NUM,нёльдас,cuarenta
