,Concept_ID,la,az
92,Frost::N,gelu,ayaz
93,Kälte::N,frigus,soyuq
94,Hitze::N,calor,coşğunluq
95,Hitze::N,aestus,coşğunluq
96,Raureif::N,pruina,qırov
97,Regenbogen::N,arcus,göy qurşağı
98,Donner::N,tonitrus,göy gurultusu
99,Strömung::N,fluctus,axın
100,Tropfen::N,gutta,damcı
101,Schaum::N,spuma,köpük
102,Schmutz::N,sordes,çamır
103,Schmutz::N,squalor,çamır
104,See::N,lacus,göl
105,Sumpf::N,palus,bataqlıq
106,Moor::N,palus,bataqlıq
107,Wiese::N,pratum,çəmən
108,Wald::N,silva,meşə
109,Hügel::N,collis,təpə
110,Anhöhe::N,specula,təpə
111,Berg::N,mons,dağ
112,Gipfel::N,vertex,zirvə
113,Höhle::N,caverna,mağara
114,Höhle::N,spelunca,mağara
115,Abhang::N,declivum,yamac
116,Quelle::N,fons,bulaq
117,Bach::N,rivus,kiçik çay
118,Fluss::N,flumen,çay
119,Ufer::N,ripa,kənar
120,Küste::N,litus,sahil
121,Festland::N,continens,materik
122,Meer::N,mare,dəniz
123,Bucht::N,sinus,körfəz
124,Insel::N,insula,ada
125,Blume::N,flos,çiçək
126,Gras::N,herba,ot
127,Gras::N,gramen,ot
128,Wurzel::N,radix,kök
129,Baum::N,arbor,ağac
130,Stamm::N,truncus,gövdə
131,Rinde::N,cortex,qabıq
132,Ast::N,ramus,şax
133,Zweig::N,ramus,budaq
134,Blatt::N,folium,yarpaq
135,Birke::N,betulla,tozağacı
136,Kiefer[Baum]::N,pinus,şam
137,Weide[Baum]::N,salix,söyüd
138,Tanne::N,abies,küknar
139,Horn::N,cornu,buynuz
140,Feder::N,penna,tük
141,Feder::N,penna,lələk
142,Fell::N,pellis,xəz
143,Flügel::N,ala,qanad
144,Klaue::N,unguis,pəncə
145,Kralle::N,unguis,dırnaq
146,Schwanz::N,cauda,quyruq
147,Ei::N,ovum,yumurta
148,Nest::N,nidus,yuva
149,Bau::N,cavum,yuva
150,Bau::N,latibulum,yuva
151,Tier::N,bestia,heyvan
152,Herde::N,grex,sürü
153,Kuh::N,vacca,inək
154,Bulle::N,taurus,öküz
155,Pferd::N,equus,at
156,Schaf::N,ovis,qoyun
157,Schwein::N,sus,donuz
158,Schwein::N,porcus,donuz
159,Hund::N,canis,it
160,Hund::N,canis,köpək
161,Katze::N,felis,pişik
162,Bär::N,ursus,ayı
163,Eichhörnchen::N,sciurus,dələ
164,Elch::N,alces,sığın
165,Fuchs::N,vulpes,tülkü
166,Hase::N,lepus,dovşan
167,Maus::N,mus,siçan
168,Wolf::N,lupus,qurd
169,Vogel::N,avis,quş
170,Schwarm::N,examen,sürü
171,Huhn::N,gallina,toyuq
172,Hahn::N,gallus,xoruz
173,Gans::N,anser,qaz
174,Adler::N,aquila,qartal
175,Adler::N,aquila,qaraquş
176,Ente::N,anas,ördək
177,Eule::N,ulula,bayquş
178,Eule::N,noctua,bayquş
179,Kranich::N,grus,durna
180,Krähe::N,cornix,qarğa
181,Kuckuck::N,cuculus,ququ
182,Schwan::N,olor,qu quşu
183,Schwan::N,cycnus,qu quşu
184,Fisch::N,piscis,balıq
185,Barsch::N,perca,tar
186,Hecht::N,esox,durnabalığı
187,Schlange[Tier]::N,serpens,ilan
188,Wurm::N,vermis,qurd
189,Spinne::N,aranea,hörümçək
190,Ameise::N,formica,qarışqa
191,Laus::N,pediculus,bit
192,Mücke::N,culex,ağcaqanad
193,Fliege::N,musca,milçək
194,Schmetterling::N,papilio,kəpənək
195,Beere::N,baca,gilə
196,Apfel::N,malum,alma
197,Pilz::N,fungus,göbələk
198,Zwiebel::N,cepa,soğan
199,Saat::N,seges,əkin
200,Korn::N,granum,taxıl
201,Heu::N,faenum,quru ot
202,Schale::N,putamen,qabıq
203,Grube::N,fovea,çuxur
204,Falle::N,pedica,tələ
205,Falle::N,pedica,duzaq
206,Schlinge::N,laqueus,ilmək
207,Spur::N,vestigium,iz
208,Asche::N,cinis,kül
209,Dreck::N,lutum,kir
210,Eisen::N,ferrum,dəmir
211,Gold::N,aurum,altun
212,Silber::N,argentum,gümüş
213,Kohle::N,carbo,kömür
214,Glas::N,vitrum,şüşə
215,Lehm::N,lutum,gil
216,Lehm::N,lutum,palçıq
217,Sand::N,arena,qum
218,Mensch::N,homo,adam
219,Mensch::N,homo,insan
220,Mann::N,vir,kişi
221,Frau::N,mulier,qadın
222,Kind::N,puer,uşaq
223,Kind::N,infans,uşaq
224,Junge::N,puer,oğlan
225,Mädchen::N,puella,qız
226,Familie::N,familia,ailə
227,Großvater::N,avus,baba
228,Großmutter::N,avia,nənə
229,Eltern::N,parentes,valideyn
230,Vater::N,pater,ata
231,Mutter::N,mater,ana
232,Sohn::N,filius,oğul
233,Tochter::N,filia,qız
234,Bruder::N,frater,qardaş
235,Schwester::N,soror,bacı
236,Onkel::N,patruus,əmi
237,Onkel::N,patruus,dayı
238,Onkel::N,avunculus,əmi
239,Onkel::N,avunculus,dayı
240,Tante::N,amita,bibi
241,Ehemann::N,maritus,ər
242,Ehefrau::N,uxor,arvad
243,Freude::N,gaudium,nəşə
244,Freude::N,gaudium,sevinc
245,Freude::N,laetitia,nəşə
246,Freude::N,laetitia,sevinc
247,Gelächter::N,risus,gülüş
248,Gelächter::N,risus,qəhqəhə
249,Glück::N,felicitas,səadət
250,Glück::N,felicitas,xoşbəxtlik
251,Kummer::N,aegritudo,qəm
252,Kummer::N,aegritudo,kədər
253,Wunsch::N,voluntas,arzu
254,Wunsch::N,desiderium,arzu
255,Lust::N,libido,həvəs
256,Lust::N,voluptas,həvəs
257,Geist::N,mens,ruh
258,Geist::N,animus,ruh
259,Gedanke::N,sententia,fikir
260,Gedanke::N,sententia,düşüncə
261,Gedächtnis::N,memoria,xatir
262,Gedächtnis::N,memoria,hafizə
263,Verstand::N,ratio,ağıl
264,Verstand::N,ingenium,ağıl
265,Sinn::N,sensus,məna
266,Grund::N,causa,səbəb
267,Wahrheit::N,veritas,haqq
268,Wahrheit::N,veritas,doğruluq
269,Gespräch::N,sermo,söhbət
270,Gespräch::N,sermo,qonuşma
271,Märchen::N,fabula,nağıl
272,Erzählung::N,fabula,hekayə
273,Erzählung::N,narratio,hekayə
274,Nachricht::N,nuntius,xəbər
275,Neuigkeit::N,novitas,xəbər
276,Neuigkeit::N,novitas,yenilik
277,Name::N,nomen,ad
278,Rätsel::N,aenigma,tapmaca
279,Rede::N,oratio,nitq
280,Sprache::N,lingua,dil
281,Stimme::N,vox,səs
282,Wort::N,verbum,söz
283,Wort::N,verbum,kəlmə
284,Wort::N,vocabulum,söz
285,Wort::N,vocabulum,kəlmə
286,Zeichen::N,signum,nişan
287,Ruf::N,clamor,çığırtı
288,Lärm::N,strepitus,gurultu
289,Laut::N,sonus,səs
290,Ton::N,sonus,ton
291,Lied::N,carmen,mahnı
292,Ruhe::N,quies,sakitlik
293,Leute::N,homines,xalq
294,Volk::N,populus,millət
295,Arbeit::N,labor,iş
296,Arbeit::N,labor,əmək
297,Gast::N,hospes,qonaq
298,Gast::N,hospes,müsafir
299,Gast::N,conviva,qonaq
300,Gast::N,conviva,müsafir
301,Geschenk::N,munus,hədiyyə
302,Spiel::N,ludus,oyun
303,Spiel::N,ludus,tamaşa
304,Gesellschaft::N,societas,cəmiyyet
305,Hilfe::N,auxilium,kömək
306,Hilfe::N,auxilium,yardım
307,Hilfe::N,subsidium,kömək
308,Hilfe::N,subsidium,yardım
309,Freund::N,amicus,dost
310,Kamerad::N,socius,yoldaş
311,Angelegenheit::N,res,iş
312,Anzahl::N,numerus,say
313,Art::N,genus,çeşid
314,Stück::N,frustum,dənə
315,Stück::N,frustum,parça
316,Stück::N,fragmentum,dənə
317,Stück::N,fragmentum,parça
318,Teil::N,pars,qisim
319,Hälfte::N,dimidium,yarım
320,Kreis::N,orbis,dairə
321,Kreis::N,circus,dairə
322,Kreuz::N,crux,xaç
323,Linie::N,linea,xətt
324,Strich::N,lineamentum,cızıq
325,Abstand::N,intervallum,məsafə
326,Entfernung::N,spatium,məsafə
327,Entfernung::N,spatium,uzaqlıq
328,Gegend::N,loca,bölgə
329,Gegend::N,regio,bölgə
330,Platz::N,locus,yer
331,Ort::N,locus,yer
332,Seite::N,latus,yan
333,Seite::N,latus,tərəf
334,Mitte::N,medium,orta
335,Gegenstand::N,res,şey
336,Sache::N,res,şey
337,Rand::N,margo,kənar
338,Kante::N,angulus,tiyə
339,Kante::N,angulus,kənar
340,Ecke::N,angulus,bucaq
341,Spitze::N,cacumen,uc
342,Ende::N,caput,son
343,Ende::N,caput,axır
344,Loch::N,foramen,deşik
345,Winkel::N,angulus,guşə
346,Muster::N,exemplum,ülgü
347,Größe::N,magnitudo,böyüklük
348,Länge::N,longitudo,uzunluq
349,Höhe::N,altitudo,yüksəklik
350,Gewicht::N,pondus,çəki
351,Gewicht::N,pondus,ağırlıq
352,Menge::N,copia,miqdar
353,Haufen::N,acervus,yığın
354,Reihe::N,ordo,səf
355,Reihe::N,ordo,sıra
356,Boot::N,navicula,qayıq
357,Ruder::N,remus,kürək
358,Schlitten::N,sclodia,kirşə
359,Ski::N,narta,xizək
360,Lagerfeuer::N,ignis,düşərgə tonqalı
361,Last::N,onus,yük
362,Gang::N,cursus,yeriş
363,Schritt::N,gradus,addım
364,Norden::N,septentriones,şimal
365,Süden::N,meridies,cənub
366,Westen::N,occidens,qərb
367,Osten::N,oriens,şərq
368,Holz::N,lignum,ağac
369,Holz::N,lignum,taxta
370,Brett::N,tabula,taxta
371,Platte::N,lamina,lövhə
372,Stütze::N,adminiculum,dayaq
373,Stütze::N,adminiculum,dəstək
374,Stange::N,pertica,şüvül
375,Stock::N,baculum,dəyənək
376,Stab::N,scipio,əsa
377,Stab::N,scipio,şüvül
378,Rohr::N,tubus,boru
379,Rohr::N,tubus,truba
380,Haus::N,aedes,ev
381,Heim::N,domicilium,ev
382,Ofen::N,fornax,peç
383,Ofen::N,fornax,soba
384,Fußboden::N,solum,döşəmə
385,Tisch::N,mensa,masa
386,Stuhl::N,sella,stul
387,Wiege::N,cunae,beşik
388,Bett::N,lectus,yataq
389,Regal::N,foruli,rəf
390,Kiste::N,cista,yeşik
391,Kiste::N,cista,sandıq
392,Fenster::N,fenestra,pəncərə
393,Tür::N,ianua,qapı
394,Tor::N,porta,darvaza
395,Zaun::N,saepes,çəpər
396,Dach::N,tectum,dam
397,Leiter::N,scalae,nərdivan
398,Besen::N,scopae,süpürgə
399,Spaten::N,pala,kürək
400,Schaufel::N,pala,kürək
401,Gabel::N,fuscinula,çəngəl
402,Löffel::N,coclear,qaşıq
403,Messer::N,culter,bıçaq
404,Nagel::N,clavus,mıx
405,Netz::N,rete,tor
406,Haken::N,hamus,çəngəl
407,Griff::N,manubrium,qulp
408,Griff::N,manubrium,tutacaq
409,Schloss::N,claustra,qıfıl
410,Bild::N,tabula,rəsm
411,Bild::N,pictura,rəsm
412,Figur::N,statunculum,şəkil
413,Figur::N,statunculum,heykəl
414,Puppe::N,pupa,kukla
415,Puppe::N,pupa,gəlincik
416,Beutel::N,sacculus,kisə
417,Beutel::N,sacculus,torba
418,Bündel::N,fascis,bağlama
419,Tasche::N,sacculus,çanta
420,Eimer::N,situla,vedrə
421,Eimer::N,situla,çəllək
422,Deckel::N,operculum,qapaq
423,Geschirr::N,vasa,qab-qazan
424,Sack::N,saccus,çuval
425,Tasse::N,pocillum,fincan
426,Topf::N,olla,qazan
427,Kessel::N,aenum,qazan
428,Essen::N,cena,yemək
429,Nahrung::N,cibus,qida
430,Nahrung::N,alimenta,qida
431,Speise::N,cibus,xörək
432,Fleisch::N,caro,ət
433,Getreide::N,frumentum,taxıl
434,Brei::N,puls,aş
435,Brei::N,puls,sıyıq
436,Brot::N,panis,çörək
437,Scheibe::N,frustum,dilim
438,Fett::N,pingue,yağ
439,Butter::N,butȳrum,kərə yağı
440,Öl::N,oleum,yağ
441,Salz::N,sal,duz
442,Suppe::N,ius,şorba
443,Honig::N,mel,bal
444,Milch::N,lac,süd
445,Tee::N,thea,çay
446,Leder::N,corium,dəri
447,Wolle::N,lana,yun
448,Stoff::N,textum,qumaş
449,Nadel::N,acus,iynə
450,Faden::N,filum,sap
451,Knopf::N,bulla,düymə
452,Knoten::N,nodus,düyün
453,Farbe::N,pigmentum,boya
454,Kleidung::N,vestimenta,geyim
455,Hemd::N,tunica,köynək
456,Kragen::N,collare,yaxa
457,Ärmel::N,manica,qol
458,Hose::N,bracae,şalvar
459,Gürtel::N,cingulum,kəmər
460,Mütze::N,pilleus,şapka
461,Schuh::N,calceus,tufli
462,Schuh::N,calceus,ayaqqabı
463,Stiefel::N,pero,çəkmə
464,Stiefel::N,caliga,çəkmə
465,Ring::N,anulus,üzük
466,Band::N,redimiculum,lent
467,Kamm::N,pecten,daraq
468,Spiegel::N,speculum,güzgü
469,Riemen::N,lorum,qayış
470,Schnur::N,linum,ip
471,Leine::N,retinaculum,kəmsik
472,Decke::N,lodix,ədyal
473,Decke::N,lodix,yorğan
474,Kissen::N,pulvinus,yastıq
475,Tuch::N,velum,şarf
476,Tuch::N,velum,kaşne
477,Handtuch::N,mantele,dəsmal
478,Kraft::N,vis,güc
479,Stärke::N,robur,qüvvət
480,Gesundheit::N,valetudo,sağlamlıq
481,Krankheit::N,morbus,xəstəlik
482,Schmerz::N,dolor,ağrı
483,Schmerz::N,dolor,sancı
484,Wunde::N,vulnus,yara
485,Fieber::N,febris,isitmə
486,Fieber::N,febris,qızdırma
487,Arznei::N,remedium,ilaç
488,Arznei::N,remedium,dərman
489,Brücke::N,pons,körpü
490,Brunnen::N,puteus,quyu
491,Weide::N,pascua,otlaq
492,Pfad::N,semita,cığır
493,Weg::N,iter,yol
494,Straße::N,via,küçə
495,Dorf::N,vicus,kənd
496,Stadt::N,urbs,şəhər
497,Stadt::N,oppidum,şəhər
498,Brief::N,epistula,məktub
499,Buch::N,liber,kitab
500,Buchstabe::N,littera,hərf
501,Zeitung::N,diurnum,qəzet
502,Leben::N,vita,həyat
503,Tod::N,mors,ölüm
504,Grab::N,sepulcrum,qəbir
505,Kirche::N,ecclesia,kilsə
506,Sünde::N,peccatum,günah
507,Gott::N,deus,tanrı
508,Arbeiter::N,operarius,işçi
509,Chef::N,praefectus,şef
510,Chef::N,praefectus,rəis
511,Meister::N,magister,usta
512,Arzt::N,medicus,həkim
513,Arzt::N,medicus,doktor
514,Lehrer::N,magister,müəllim
515,Geld::N,aes,pul
516,Geld::N,pecunia,pul
517,Geschäft::N,negotium,ticarət
518,Laden::N,taberna,dükan
519,Preis::N,pretium,qiymət
520,Ware::N,merx,mal
521,Nutzen::N,utilitas,fayda
522,Reichtum::N,opes,zənginlik
523,Reichtum::N,divitiae,zənginlik
524,Welt::N,mundus,aləm
525,Welt::N,mundus,dünya
526,Land::N,terra,ölkə
527,Staat::N,res publica,dövlət
528,König::N,rex,kral
529,König::N,rex,məlik
530,Macht::N,potestas,qüdrət
531,Grenze::N,limes,hüdud
532,Grenze::N,limes,sərhət
533,Krieg::N,bellum,hərb
534,Krieg::N,bellum,müharibə
535,Feind::N,inimicus,düşmən
536,Gewalt::N,vis,cəbr
537,Kampf::N,pugna,savaş
538,Bogen[Waffe]::N,arcus,yay
539,Pfeil::N,sagitta,ox
540,Gewehr::N,sclopetum,tüfəng
541,Fehler::N,error,xəta
542,Lüge::N,mendacium,yalan
543,Schaden::N,damnum,ziyan
544,Schaden::N,detrimentum,ziyan
545,Unglück::N,miseria,bəla
546,Unglück::N,calamitas,bəla
547,Schuld::N,culpa,təqsir
548,Alter::N,aetas,yaş
549,Schluss::N,finis,son
550,Zeit::N,tempus,vaxt
551,Zeit::N,tempus,zaman
552,Tag::N,dies,gün
553,Morgen::N,mane,sabah
554,Mittag::N,meridies,günorta
555,Abend::N,vesper,axşam
556,Nacht::N,nox,gecə
557,Woche::N,septimana,həftə
558,Monat::N,mensis,ay
559,Jahr::N,annus,il
560,Frühling::N,ver,yaz
561,Frühling::N,ver,bahar
562,Sommer::N,aestas,yay
563,Herbst::N,autumnus,payız
564,Winter::N,hiems,qış
565,Januar::N,Ianuarius,Janvar
566,Februar::N,Februarius,Fevral
567,März::N,Martius,Mart
568,April::N,Aprilis,Aprel
569,Mai::N,Maius,May
570,Juni::N,Iunius,İyun
571,Juli::N,Iulius,İyul
572,August::N,Augustus,Avqust
573,September::N,September,Sentyabr
574,Oktober::N,Octobris,Oktyabr
575,November::N,Novembris,Noyabr
576,Dezember::N,December,Dekabr
577,Montag::N,dies lunae,bazar ertəsi
578,Dienstag::N,dies Martis ,çərşənbə axşamı
579,Mittwoch::N,dies Mercurii,çərşənbə
580,Donnerstag::N,dies Iovis,cüme axşamı
581,Freitag::N,dies Veneris,cüme
582,Samstag::N,dies Saturni,şənbə
583,Sonntag::N,dominicus,bazar
584,Sonntag::N,dies solis,bazar
585,groß::A,magnus,böyük
586,klein::A,parvus,kiçik
587,lang::A,longus,uzun
588,kurz::A,brevis,qısa
589,breit::A,latus,enli
590,breit::A,latus,geniş
591,schmal::A,angustus,dar
592,dicht::A,densus,sıx
593,dick[Gegenstand]::A,crassus,qalın
594,dünn::A,tenuis,nazik
595,fein::A,subtilis,incə
596,fest::A,solidus,bərk
597,fest::A,solidus,möhkəm
598,fest::A,stabilis,bərk
599,fest::A,stabilis,möhkəm
600,flach::A,planus,düz
601,glatt::A,levis,hamar
602,hart::A,durus,sərt
603,weich::A,mollis,yumşaq
604,rund::A,rotundus,yuvarlaq
605,spitz::A,acutus,uclu
606,spitz::A,acutus,sivri
607,scharf::A,acer,kəskin
608,stumpf::A,hebes,küt
609,schwer::A,gravis,ağır
610,schön::A,pulcher,gözəl
611,schön::A,pulcher,gəşəng
612,schön::A,formosus,gözəl
613,schön::A,formosus,gəşəng
614,heiß::A,fervidus,isti
615,warm::A,calidus,ilıq
616,kalt::A,frigidus,soyuq
617,kühl::A,frigidus,sərin
618,frisch::A,recens,təzə
619,feucht::A,umidus,nəm
620,nass::A,madidus,yaş
621,trocken::A,aridus,quru
622,voll::A,plenus,dolu
623,leer::A,vacuus,boş
624,offen::A,apertus,açıq
625,geschlossen::A,clausus,qapalı
626,sauber::A,lautus,təmiz
627,schmutzig::A,sordidus,kirli
628,roh::A,crudus,çiy
629,reif::A,maturus,yetişmiş
630,lecker::A,delicatus,dadlı
631,lecker::A,delicatus,ləzzətli
632,süß::A,dulcis,şirin
633,bitter::A,amarus,acı
634,bitter::A,acerbus,acı
635,sauer::A,acidus,turş
636,hell::A,clarus,aydın
637,dunkel::A,obscurus,qaranlıq
638,schwarz::A,niger,qara
639,weiß::A,albus,ağ
640,rot::A,ruber,qırmızı
641,gelb::A,flavus,sarı
642,blau::A,caeruleus,göy
643,blau::A,caeruleus,mavi
644,grün::A,viridis,yaşıl
645,grau::A,canus,boz
646,bunt::A,varius,əlvan
647,bunt::A,varius,rəngli
648,billig::A,vilis,ucuz
649,teuer::A,carus,bahalı
650,wertvoll::A,pretiosus,qiymətli
651,blind::A,caecus,kor
652,taub::A,surdus,kar
653,kräftig::A,robustus,güclü
654,stark::A,firmus,qüvvətli
655,stark::A,validus,qüvvətli
656,schwach::A,debilis,zəif
657,schwach::A,debilis,gücsüz
658,schwach::A,infirmus,zəif
659,schwach::A,infirmus,gücsüz
660,fett::A,crassus,şişman
661,schlank::A,procerus,zərif
662,hübsch::A,pulcher,göyçək
663,böse::A,improbus,fəna
664,dumm::A,stultus,axmaq
665,dumm::A,stupidus,axmaq
666,faul::A,piger,tənbəl
667,fleißig::A,sedulus,çalışqan
668,geizig::A,avarus,xəsis
669,klug::A,prudens,ağıllı
670,geschickt::A,sollers,bacarıqlı
671,lieb::A,carus,əziz
672,lieb::A,carus,sevimli
673,lustig::A,iocosus,məzəli
674,lustig::A,iocosus,gülməli
675,sanft::A,clemens,mülayim
676,hungrig::A,impastus,ac
677,krank::A,aeger,xəstə
678,nackt::A,nudus,çılpaq
679,traurig::A,maestus,qəmgin
680,traurig::A,maestus,kədərli
681,lebendig::A,vivus,canlı
682,gut::A,bonus,yaxşı
683,schlecht::A,malus,pis
684,richtig::A,rectus,doğru
685,schlimm::A,malus,fəna
686,wahr::A,verus,gərçək
687,alt::A,antiquus,əski
688,alt::A,antiquus,köhnə
689,neu::A,novus,yeni
690,ehemalig::A,pristinus,əvvəlki
691,alt[Lebewesen]::A,vetus,qoca
692,jung::A,iuvenis,gənc
693,arm::A,pauper,kasıb
694,arm::A,pauper,yoxsul
695,reich::A,dives,zəngin
696,bekannt::A,notus,tanış
697,berühmt::A,celeber,məşhur
698,berühmt::A,illustris,məşhur
699,fremd::A,peregrinus,yad
700,verschieden::A,varius,dürlü
701,nah::A,propinquus,yaxın
702,fern::A,longinquus,uzaq
703,linker::A,sinister,sol
704,rechter::A,dexter,sağ
705,anderer::A,alius,başqa
706,erster::A,primus,birinci
707,zweiter::A,secundus,ikinci
708,dritter::A,tertius,üçüncü
709,letzter::A,ultimus,sonuncu
710,letzter::A,ultimus,axırıncı
711,allein::ADV,solum,tək
712,allein::ADV,solum,yalqız
713,auf einmal::ADV,simul,birdən
714,zusammen::ADV,una,birlikdə
715,lange::ADV,diu,uzun
716,plötzlich::ADV,subito,qəfildən
717,plötzlich::ADV,repente,qəfildən
718,sofort::ADV,statim,həmən
719,sofort::ADV,statim,dərhal
720,später::ADV,postea,sonra
721,jetzt::ADV,nunc,indi
722,heute::ADV,hodie,bugün
723,morgen::ADV,cras,sabah
724,bald::ADV,mox,yaxında
725,bald::ADV,mox,tezliklə
726,dann::ADV,deinde,onda
727,gestern::ADV,heri,dünən
728,einst::ADV,olim,əvvəllər
729,damals::ADV,tum,o vaxt
730,danach::ADV,postea,sonra
731,vorher::ADV,antea,qabaqcadan
732,zuerst::ADV,primo,əvvəl
733,einmal::ADV,semel,bir dəfə
734,manchmal::ADV,interdum,hərdənbir
735,oft::ADV,saepe,tez-tez
736,oft::ADV,saepe,çox vaxt
737,immer::ADV,semper,daimi
738,immer::ADV,semper,həmişə
739,niemals::ADV,numquam,əsla
740,niemals::ADV,numquam,heç bir zaman
741,hier::ADV,hic,bura
742,hier::ADV,hic,burada
743,hierhin::ADV,huc,buraya
744,von hier::ADV,hinc,buradan
745,dort::ADV,ibi,ora
746,dort::ADV,ibi,orada
747,dorthin::ADV,eo,oraya
748,geradeaus::ADV,recte,düz
749,vorwärts::ADV,porro,irəli
750,rückwärts::ADV,retro,geri
751,zurück::ADV,retro,geriyə
752,unten::ADV,infra,aşağıda
753,hinab::ADV,pessum,aşağı
754,oben::ADV,supra,yuxarıda
755,hinauf::ADV,sursum,yuxarı
756,überall::ADV,ubique,hər yerdə
757,nicht::ADV,non,-ma-
758,ein wenig::ADV,paulum,bir az
759,kaum::ADV,vix,güclə
760,kaum::ADV,aegre,güclə
761,sehr::ADV,valde,çox
762,sehr::ADV,magnopere,çox
763,so::ADV,ita,belə
764,noch::ADV,etiam,hələ
765,nur::ADV,solum,yalnız
766,nur::ADV,tantum,yalnız
767,schon::ADV,iam,artıq
768,wieder::ADV,rursus,yenə
769,vergebens::ADV,frustra,boş yerə
770,vor::PRP,ante,önündə
771,hinter::PRP,post,arxasında
772,unter::PRP,sub,altında
773,durch::PRP,per,içindən
774,neben::PRP,iuxta,yanında
775,zwischen::PRP,inter,arasında
776,wegen::PRP,propter,üçün
777,wegen::PRP,propter,ötəri
778,dies::PRN,hoc,bu
779,das::PRN,id,o
780,alles::PRN,omnia,hər şey
781,ich::PRN,ego,mən
782,du::PRN,tu,sən
783,er::PRN,is,o
784,er::PRN,ille,o
785,wir::PRN,nos,biz
786,ihr::PRN,vos,siz
787,sie::PRN,ii,onlar
788,sie::PRN,illi,onlar
789,was::FPRN,quid,nə
790,wer::FPRN,quis,kim
791,wo::FADV,ubi,harada
792,wohin::FADV,quo,haraya
793,wie::FADV,quomodo,necə
794,warum::FADV,cur,niyə
795,warum::FADV,cur,nə üçün
796,wieviel::FNUM,quantum,neçə
797,wieviel::FNUM,quantum,nə qədər
798,eins::NUM,unus,bir
799,zwei::NUM,duo,iki
800,drei::NUM,tres,üç
801,vier::NUM,quattuor,dörd
802,fünf::NUM,quinque,beş
803,sechs::NUM,sex,altı
804,sieben::NUM,septem,yeddi
805,acht::NUM,octo,səkkiz
806,neun::NUM,novem,doqquz
807,zehn::NUM,decem,on
808,elf::NUM,undecim,on bir
809,zwölf::NUM,duodecim,on iki
810,zwanzig::NUM,viginti,iyirmi
811,dreißig::NUM,triginta,otuz
812,vierzig::NUM,quadraginta,qırx
813,fünfzig::NUM,quinquaginta,əlli
814,sechzig::NUM,sexaginta,altmış
815,siebzig::NUM,septuaginta,yetmiş
