,Concept_ID,ku,sk
266,Verstand::N,fêm,rozum
267,Sinn::N,aqil,zmysel
268,Grund::N,asas,dôvod
269,Grund::N,asas,príčina
270,Wahrheit::N,rastî,pravda
271,Gespräch::N,guftûgo,reč
272,Gespräch::N,guftûgo,rozhovor
273,Märchen::N,çirok,rozprávka
274,Erzählung::N,çirok,poviedka
275,Erzählung::N,vegotin,poviedka
276,Nachricht::N,nûçe,správa
277,Neuigkeit::N,hewal,novinka
278,Name::N,nav,meno
279,Name::N,paşnav,meno
280,Rätsel::N,tiştonek,záhada
281,Rätsel::N,tiştonek,hádanka
282,Rede::N,gotar,reč
283,Rede::N,axavtin,reč
284,Sprache::N,ziman,reč
285,Sprache::N,ziman,jazyk
286,Stimme::N,pejn,hlas
287,Wort::N,gotin,slovo
288,Zeichen::N,şanek,znak
289,Ruf::N,hawar,volanie
290,Ruf::N,hawar,zavolanie
291,Lärm::N,xarbalix,hluk
292,Lärm::N,xarbalix,hurhaj
293,Laut::N,deng,zvuk
294,Laut::N,hês,zvuk
295,Ton::N,awaz,tón
296,Ton::N,awaz,zvuk
297,Lied::N,sitran,pieseň
298,Ruhe::N,rihetî,pokoj
299,Leute::N,xelk,ľudia
300,Volk::N,xelk,ľud
301,Volk::N,xelk,národ
302,Arbeit::N,xebat,práca
303,Arbeit::N,xebat,robota
304,Gast::N,mêvan,hosť
305,Geschenk::N,diyarî,dar
306,Spiel::N,lîstik,hra
307,Gesellschaft::N,komal,spoločnosť
308,Hilfe::N,alîkarî,pomoc
309,Freund::N,heval,priateľ
310,Kamerad::N,heval,kamarát
311,Angelegenheit::N,pirsgirêk,vec
312,Angelegenheit::N,pirsgirêk,záležitosť
313,Anzahl::N,çend,počet
314,Anzahl::N,çend,množstvo
315,Art::N,çeh,druh
316,Stück::N,lib,kus
317,Stück::N,lib,kúsok
318,Stück::N,parçe,kus
319,Stück::N,parçe,kúsok
320,Teil::N,parçe,časť
321,Hälfte::N,nîvî,polka
322,Hälfte::N,nîvî,polovica
323,Kreis::N,çemil,kruh
324,Kreuz::N,xaç,kríž
325,Linie::N,xezik,línia
326,Strich::N,xezik,čiara
327,Abstand::N,dûrahî,vzdialenosť
328,Entfernung::N,dûrahî,vzdialenosť
329,Gegend::N,dever,kraj
330,Gegend::N,dever,krajina
331,Platz::N,çih,miesto
332,Ort::N,dever,miesto
333,Seite::N,rûpel,bok
334,Seite::N,rûpel,strana
335,Mitte::N,nav,stred
336,Mitte::N,nabênê,stred
337,Gegenstand::N,tişt,predmet
338,Sache::N,tişt,vec
339,Rand::N,kevî,kraj
340,Rand::N,kevî,okraj
341,Kante::N,kevî,hrana
342,Ecke::N,qunç,roh
343,Spitze::N,derzî,hrot
344,Spitze::N,derzî,špička
345,Ende::N,talî,koniec
346,Loch::N,qul,diera
347,Winkel::N,kurnîşk,kút
348,Muster::N,desen,vzor
349,Muster::N,desen,vzorka
350,Größe::N,mezinî,veľkosť
351,Länge::N,dirêjahî,dĺžka
352,Höhe::N,bilindayî,výška
353,Gewicht::N,giranî,váha
354,Menge::N,qas,množstvo
355,Haufen::N,lod,hŕba
356,Reihe::N,rêz,rad
357,Boot::N,kelek,čln
358,Ruder::N,bêrik,veslo
359,Schlitten::N,xîjik,sane
360,Ski::N,lakan,lyža
361,Lagerfeuer::N,agir,táborák
362,Last::N,bar,ťarcha
363,Last::N,bar,bremeno
364,Gang::N,fîtêz,chôdza
365,Schritt::N,gav,krok
366,Norden::N,bakur,sever
367,Süden::N,başur,juh
368,Westen::N,rojava,západ
369,Osten::N,rojhilat,východ
370,Holz::N,dep,drevo
371,Brett::N,dep,doska
372,Platte::N,dep,doska
373,Platte::N,dep,platňa
374,Stütze::N,destek,opora
375,Stange::N,sing,tyč
376,Stock::N,çam,palica
377,Stab::N,qat,palica
378,Rohr::N,borî,rúra
379,Haus::N,mal,dom
380,Haus::N,xanî,dom
381,Heim::N,mal,domov
382,Ofen::N,sobe,pec
383,Ofen::N,sobe,kachle
384,Fußboden::N,binpê,dlážka
385,Fußboden::N,binpê,podlaha
386,Tisch::N,mase,stôl
387,Stuhl::N,kursî,stolička
388,Wiege::N,derguş,kolíska
389,Bett::N,qerewêle,lôžko
390,Bett::N,qerewêle,posteľ
391,Regal::N,rêbaz,regál
392,Regal::N,rêbaz,polica
393,Kiste::N,sindoq,debna
394,Fenster::N,çam,okno
395,Fenster::N,çam,oblok
396,Fenster::N,şibeke,okno
397,Fenster::N,şibeke,oblok
398,Tür::N,derî,dvere
399,Tor::N,derge,vráta
400,Zaun::N,hejik,plot
401,Zaun::N,hejik,ohrada
402,Dach::N,sere xanî,krov
403,Dach::N,sere xanî,strecha
404,Leiter::N,pêling,rebrík
405,Leiter::N,pêling,rebrina
406,Besen::N,melkes,metla
407,Spaten::N,mer,rýľ
408,Schaufel::N,bêr,lopata
409,Gabel::N,çetel,vidlička
410,Löffel::N,kevçî,lyžica
411,Messer::N,kêr,nôž
412,Nagel::N,bizmar,klinec
413,Netz::N,tor,sieť
414,Haken::N,çenqel,hák
415,Haken::N,çenqel,háčik
416,Griff::N,destî,rukoväť
417,Schloss::N,qonax,zámka
418,Bild::N,dimen,obraz
419,Figur::N,figûr,figúra
420,Puppe::N,bûk,bábka
421,Puppe::N,bûk,bábika
422,Beutel::N,kîsik,vrece
423,Beutel::N,kîsik,vrecko
424,Bündel::N,pêçek,uzlík
425,Bündel::N,pêçek,zväzok
426,Tasche::N,bêrîk,taška
427,Tasche::N,bêrîk,kabelka
428,Eimer::N,dewl,vedro
429,Deckel::N,devik,vrchnák
430,Deckel::N,devik,pokrývka
431,Geschirr::N,ferax,nádoba
432,Sack::N,tûr,mech
433,Sack::N,tûr,vrece
434,Tasse::N,kada,šálka
435,Topf::N,beroş,hrniec
436,Kessel::N,şîril,kotol
437,Essen::N,xwarin,jedlo
438,Nahrung::N,xwarin,strava
439,Nahrung::N,xwarin,potrava
440,Speise::N,xwarin,jedlo
441,Fleisch::N,goşt,mäso
442,Getreide::N,zad,obilie
443,Brei::N,hewdêl,kaša
444,Brot::N,,chlieb
445,Scheibe::N,parçe,kotúč
446,Scheibe::N,parçe,krajec
447,Fett::N,rûn,tuk
448,Fett::N,rûn,masť
449,Butter::N,rûn,maslo
450,Öl::N,rûn,olej
451,Salz::N,xwe,soľ
452,Suppe::N,şorbe,polievka
453,Honig::N,hingiv,med
454,Milch::N,şîr,mlieko
455,Tee::N,çay,čaj
456,Leder::N,çerm,koža
457,Wolle::N,herî,vlna
458,Stoff::N,paç,súkno
459,Nadel::N,derzî,ihla
460,Faden::N,ta,niť
461,Faden::N,ta,vlákno
462,Knopf::N,bişkok,gombík
463,Knoten::N,girêk,uzol
464,Farbe::N,boyax,farba
465,Kleidung::N,çil,šaty
466,Kleidung::N,çil,šatstvo
467,Hemd::N,qutik,košeľa
468,Hemd::N,miltan,košeľa
469,Kragen::N,stûvang,golier
470,Ärmel::N,hûçik,rukáv
471,Hose::N,şewel,nohavice
472,Gürtel::N,qayiş,pás
473,Gürtel::N,qayiş,opasok
474,Mütze::N,fîno,čiapka
475,Schuh::N,şêkal,obuv
476,Schuh::N,şêkal,topánka
477,Stiefel::N,gizme,čižma
478,Stiefel::N,çizme,čižma
479,Ring::N,xelek,prsteň
480,Band::N,band,stuha
481,Kamm::N,şeh,hrebeň
482,Spiegel::N,eynik,zrkadlo
483,Riemen::N,qayiş,remeň
484,Schnur::N,doxin,šnúra
485,Leine::N,şirît,vodidlo
486,Decke::N,bataniye,deka
487,Decke::N,bataniye,prikrývka
488,Kissen::N,balgî,poduška
489,Tuch::N,şar,šatka
490,Handtuch::N,dezmal,uterák
491,Kraft::N,hêz,moc
492,Kraft::N,qewet,moc
493,Stärke::N,xurtî,sila
494,Gesundheit::N,nojdarî,zdravie
495,Krankheit::N,nexweşî,nemoc
496,Krankheit::N,nexweşî,choroba
497,Schmerz::N,êş,bolesť
498,Wunde::N,kul,rana
499,Fieber::N,ta,horúčka
500,Arznei::N,derman,liek
501,Brücke::N,kopî,most
502,Brunnen::N,çal,studňa
503,Brunnen::N,kani,studňa
504,Weide::N,beyar,pastva
505,Pfad::N,xaçirek,chodník
506,Weg::N,rê,cesta
507,Straße::N,rê,hradská
508,Dorf::N,gund,dedina
509,Stadt::N,baçar,mesto
510,Brief::N,name,list
511,Buch::N,kitêb,kniha
512,Buch::N,pirtûk,kniha
513,Buchstabe::N,herf,litera
514,Buchstabe::N,herf,písmeno
515,Zeitung::N,rojname,noviny
516,Leben::N,jiyan,život
517,Tod::N,mirin,smrť
518,Grab::N,mezel,hrob
519,Kirche::N,gilyas,kostol
520,Sünde::N,guneh,hriech
521,Gott::N,xwedê,boh
522,Arbeiter::N,hîşçî,robotník
523,Arbeiter::N,hîşçî,pracnovík
524,Chef::N,bêg,šéf
525,Chef::N,bêg,riaditeľ
526,Meister::N,hoste,majster
527,Arzt::N,doktor,lekár
528,Lehrer::N,mamoste,učiteľ
529,Geld::N,pere,peniaze
530,Geschäft::N,firoşgeh,obchod
531,Laden::N,dikan,obchod
532,Preis::N,buha,cena
533,Ware::N,tişt,tovar
534,Nutzen::N,fêde,osoh
535,Nutzen::N,fêde,úžitok
536,Reichtum::N,serwet,bohatstvo
537,Welt::N,dinya,svet
538,Land::N,welat,územie
539,Land::N,welat,krajina
540,Staat::N,dewlet,štát
541,König::N,şah,kráľ
542,König::N,qral,kráľ
543,Macht::N,qewet,moc
544,Macht::N,qewet,mocnosť
545,Macht::N,destihilat,moc
546,Macht::N,destihilat,mocnosť
547,Grenze::N,kevî,hranica
548,Krieg::N,çeng,vojna
549,Krieg::N,sêwaş,vojna
550,Feind::N,dijmin,nepriateľ
551,Gewalt::N,zor,násilie
552,Kampf::N,şer,boj
553,Bogen[Waffe]::N,kêvan,luk
554,Pfeil::N,çîrik,šíp
555,Pfeil::N,çîrik,strela
556,Gewehr::N,tifing,puška
557,Fehler::N,şaşî,omyl
558,Fehler::N,şaşî,chyba
559,Lüge::N,derew,lož
560,Schaden::N,xisar,ujma
561,Schaden::N,xisar,škoda
562,Unglück::N,bêbextî,nešťastie
563,Schuld::N,suç,vina
564,Schuld::N,suç,previnenie
565,Alter::N,temen,vek
566,Schluss::N,girtin,záver
567,Schluss::N,girtin,koniec
568,Zeit::N,çax,čas
569,Tag::N,roj,deň
570,Morgen::N,sibeh,ráno
571,Mittag::N,nîro,poludnie
572,Abend::N,êvar,večer
573,Nacht::N,şev,noc
574,Woche::N,heftî,týždeň
575,Monat::N,meh,mesiac
576,Jahr::N,sal,rok
577,Frühling::N,bihar,jar
578,Sommer::N,havîn,leto
579,Herbst::N,payîz,jeseň
580,Winter::N,zistan,zima
581,Januar::N,çile,január
582,Februar::N,sibat,február
583,März::N,adar,marec
584,April::N,nîsan,apríl
585,Mai::N,gûlan,máj
586,Juni::N,hezîran,jún
587,Juli::N,tîmeh,júl
588,August::N,tebax,august
589,September::N,îlon,september
590,Oktober::N,çotmeh,október
591,November::N,mijdar,november
592,Dezember::N,kanûn,december
593,Montag::N,duşemb,pondelok
594,Dienstag::N,sêşem,utorok
595,Mittwoch::N,çarşemb,streda
596,Donnerstag::N,pêşemb,štvrtok
597,Freitag::N,în,piatok
598,Samstag::N,şemî,sobota
599,Sonntag::N,yekşemb,nedeľa
600,groß::A,mezin,veľký
601,klein::A,çûçik,malý
602,lang::A,dirêj,dlhý
603,kurz::A,kin,krátky
604,breit::A,fireh,široký
605,schmal::A,tenik,úzky
606,dicht::A,gir,hustý
607,dick[Gegenstand]::A,şîşman,tlstý
608,dünn::A,zirav,tenký
609,fein::A,tenik,jemný
610,fest::A,saxlem,pevný
611,flach::A,pahn,rovný
612,flach::A,pahn,plochý
613,glatt::A,dûz,hladký
614,glatt::A,şayîk,hladký
615,hart::A,hişk,tvrdý
616,weich::A,nerm,mäkký
617,rund::A,gilover,guľatý
618,rund::A,gilover,okrúhly
619,spitz::A,pîj,končitý
620,scharf::A,tûj,ostrý
621,stumpf::A,ne tûj,tupý
622,schwer::A,giran,ťažký
623,schön::A,xweş,pekný
624,schön::A,xweş,krásny
625,schön::A,xweşik,pekný
626,schön::A,xweşik,krásny
627,heiß::A,kelandî,horúci
628,warm::A,germ,teplý
629,kalt::A,sar,studený
630,kühl::A,jemîrî,chladný
631,frisch::A,ter,svieži
632,feucht::A,şil,vlhký
633,feucht::A,şil,zvlhnutý
634,nass::A,şilek,mokrý
635,trocken::A,zuwa,suchý
636,voll::A,tijî,plný
637,leer::A,vala,prázdny
638,offen::A,vekirî,otvorený
639,geschlossen::A,asê,zavretý
640,sauber::A,pakij,čistý
641,schmutzig::A,lewitî,špinavý
642,roh::A,xav,surový
643,reif::A,gihaştî,zrelý
644,lecker::A,xweş,chutný
645,süß::A,şîrîn,sladký
646,bitter::A,tahl,horký
647,sauer::A,tirş,kyslý
648,hell::A,ronî,jasný
649,hell::A,ronî,svetlý
650,dunkel::A,tarî,temný
651,schwarz::A,reş,čierny
652,weiß::A,sipî,biely
653,rot::A,sor,červený
654,gelb::A,zer,žltý
655,blau::A,şîn,modrý
656,blau::A,şîn,belasý
657,grün::A,şîn,zelený
658,grau::A,gewr,šedý
659,bunt::A,rengîn,pestrý
660,billig::A,erzan,lacný
661,teuer::A,biha,drahý
662,wertvoll::A,hêja,cenný
663,wertvoll::A,giranbiha,cenný
664,blind::A,kor,slepý
665,taub::A,kerr,hluchý
666,kräftig::A,gir,silný
667,kräftig::A,xurt,silný
668,stark::A,xurt,silný
669,schwach::A,kesad,slabý
670,schwach::A,kesad,bezvládny
671,fett::A,qelew,tučný
672,schlank::A,zirav,štíhly
673,hübsch::A,xweşik,šumný
674,hübsch::A,xweşik,švárny
675,böse::A,xerab,zlý
676,böse::A,aciz,zlý
677,dumm::A,gêj,hlúpy
678,faul::A,têmbêl,lenivý
679,fleißig::A,jêhatî,snaživý
680,fleißig::A,jêhatî,usilovný
681,geizig::A,destgirtî,skupý
682,geizig::A,destgirtî,lakomý
683,klug::A,baqil,múdry
684,klug::A,baqil,bystrý
685,geschickt::A,zîrek,zručný
686,geschickt::A,zîrek,šikovný
687,geschickt::A,ziring,zručný
688,geschickt::A,ziring,šikovný
689,lieb::A,delal,milý
690,lustig::A,kêfxweş,veselý
691,sanft::A,nazenîn,nežný
692,hungrig::A,birçî,lačný
693,hungrig::A,birçî,hladný
694,krank::A,nexweş,chorý
695,krank::A,nexweş,nemocný
696,nackt::A,rût,nahý
697,nackt::A,tazî,nahý
698,traurig::A,xemgîn,smutný
699,lebendig::A,bisaxî,živý
700,gut::A,baş,dobrý
701,schlecht::A,xerab,zlý
702,richtig::A,rast,správny
703,richtig::A,saxlem,správny
704,schlimm::A,nebaş,zlý
705,schlimm::A,nebaş,nepríjemný
706,wahr::A,rast,pravý
707,wahr::A,rast,pravdivý
708,alt::A,pîr,starý
709,alt::A,kevn,starý
710,neu::A,nû,nový
711,ehemalig::A,kevnar,bývalý
712,ehemalig::A,peşidar,bývalý
713,alt[Lebewesen]::A,pîr,starý
714,jung::A,xort,mladý
715,arm::A,feqîr,chudobný
716,arm::A,desteng,chudobný
717,reich::A,dewlemend,bohatý
718,bekannt::A,naskirî,známy
719,berühmt::A,navdar,slávny
720,berühmt::A,navdar,povestný
721,fremd::A,xerîb,cudzí
722,verschieden::A,çîhê,rôzny
723,verschieden::A,çîhê,rozličný
724,nah::A,nêzîk,blízky
725,fern::A,dûr,ďaleký
726,linker::A,çepê,ľavý
727,rechter::A,rastê,pravý
728,anderer::A,yê din,iný
729,anderer::A,yê din,druhý
730,erster::A,yekemîn,prvý
731,zweiter::A,duda,druhý
732,dritter::A,sisêya,tretí
733,letzter::A,paşîn,ostatný
734,letzter::A,paşîn,posledný
735,allein::ADV,tenê,sám
736,auf einmal::ADV,jar kê,zároveň
737,zusammen::ADV,tev,spolu
738,zusammen::ADV,tev,spoločne
739,zusammen::ADV,bi hev re,spolu
740,zusammen::ADV,bi hev re,spoločne
741,lange::ADV,dirêj,dlho
742,plötzlich::ADV,ji nişkave,náhle
743,sofort::ADV,yekser,hneď
744,sofort::ADV,yekser,ihneď
745,später::ADV,paşiyê,neskoršie
746,jetzt::ADV,nuha,teraz
747,heute::ADV,îro,dnes
748,morgen::ADV,sibeh,zajtra
749,bald::ADV,nêzîk,skoro
750,dann::ADV,paşê,nato
751,dann::ADV,paşê,potom
752,gestern::ADV,do,včera
753,einst::ADV,jar ke,kedysi
754,einst::ADV,jar ke,niekedy
755,damals::ADV,hîngî,vtedy
756,danach::ADV,piştra,potom
757,danach::ADV,piştra,podľa toho
758,vorher::ADV,pîşî,napred
759,vorher::ADV,pîşî,predtým
760,zuerst::ADV,bere,najprv
761,einmal::ADV,çarik,raz
762,einmal::ADV,çarik,jedenkrát
763,manchmal::ADV,çarna,občas
764,manchmal::ADV,çarna,niekedy
765,oft::ADV,gelek çaran,často
766,immer::ADV,daîm,vždy
767,immer::ADV,daîm,ustavične
768,niemals::ADV,tu çar,nikdy
769,hier::ADV,li vir,tu
770,hierhin::ADV,vir,sem
771,hierhin::ADV,vir,tade
772,von hier::ADV,ji vir,odtiaľto
773,dort::ADV,li wê derê,tam
774,dorthin::ADV,wêda,ta
775,dorthin::ADV,wêda,tam
776,geradeaus::ADV,rastê rast,rovno
777,geradeaus::ADV,rastê rast,priamo
778,vorwärts::ADV,ber bi pêş,napred
779,rückwärts::ADV,paşpê,nazad
780,zurück::ADV,paşdo,späť
781,zurück::ADV,paşdo,naspäť
782,zurück::ADV,paşvê,späť
783,zurück::ADV,paşvê,naspäť
784,unten::ADV,jêrî,dolu
785,unten::ADV,jêrî,naspodku
786,hinab::ADV,berjêr,dolu
787,oben::ADV,banî,hore
788,oben::ADV,banî,navrchu
789,hinauf::ADV,banî,hore
790,hinauf::ADV,banî,navrch
791,überall::ADV,li her derê,všade
792,nicht::ADV,ne,nie
793,nicht::ADV,nîn,nie
794,nicht::ADV,tine,nie
795,ein wenig::ADV,hebkî,trocha
796,kaum::ADV,tema,ledva
797,kaum::ADV,himangi,ledva
798,sehr::ADV,gelek,veľmi
799,so::ADV,weha,tak
800,so::ADV,weha,takto
801,noch::ADV,hêj,ešte
802,noch::ADV,dîsa,ešte
803,nur::ADV,tenê,len
804,nur::ADV,bes,len
805,schon::ADV,hew,už
806,wieder::ADV,jar din,zasa
807,wieder::ADV,dîsa,zasa
808,vergebens::ADV,deya çun,márne
809,vergebens::ADV,deya çun,nadarmo
810,vergebens::ADV,îfleh bûn,márne
811,vergebens::ADV,îfleh bûn,nadarmo
812,vor::PRP,li ber,pred
813,hinter::PRP,li pişt,za
814,unter::PRP,li bin,pod
815,durch::PRP,kura,cez
816,neben::PRP,li ba,pri
817,neben::PRP,li ba,vedľa
818,zwischen::PRP,nabeyne,medzi
819,zwischen::PRP,di nav...da,medzi
