,Concept_ID,br,cv
246,Sinn::N,ster,тупсӑм
247,Sinn::N,ster,пӗлтерӗш
248,Grund::N,kaoz,сӑлтав
249,Wahrheit::N,gwirionez,чӑнлӑх
250,Gespräch::N,kaozeadenn,калаҫу
251,Märchen::N,kaoz korriganez,юмах
252,Erzählung::N,kontadenn,акалав
253,Erzählung::N,kontadenn,каласа пани
254,Nachricht::N,keloù,хыпар
255,Neuigkeit::N,kelaouenn,ҫӗнӗ хыпар
256,Name::N,anv,ят
257,Rätsel::N,divinatez,сутмалли юмах
258,Rede::N,diskour,сӑмах
259,Sprache::N,yezh,чӗлхе
260,Stimme::N,mouezh,сасӑ
261,Wort::N,ger,сӑмах
262,Zeichen::N,sin,паллӑ
263,Ruf::N,galv,йыхрав
264,Ruf::N,galv,чӗнӳ
265,Lärm::N,trouz,шав
266,Ton::N,ton,сасӑ
267,Lied::N,kanaouenn,юрӑ
268,Ruhe::N,sioulded,канӑҫлӑх
269,Ruhe::N,sioulded,лӑпкӑлӑх
270,Leute::N,tud,ҫамрӑксем
271,Leute::N,tud,ҫамрӑк ҫынсем
272,Volk::N,pobl,халӑх
273,Arbeit::N,labour,ӗҫхӗл
274,Arbeit::N,labour,ӗҫлев
275,Gast::N,kouviad,хӑна
276,Geschenk::N,prof,парне
277,Geschenk::N,prof,кучченеҫ
278,Spiel::N,c'hoari,вӑйӑ
279,Gesellschaft::N,kompagnunezh,общество
280,Gesellschaft::N,kavandad,общество
281,Hilfe::N,sikour,пулӑшу
282,Freund::N,mignon,тус
283,Kamerad::N,kamarad,юлташ
284,Kamerad::N,kamarad,тус
285,Angelegenheit::N,afer,ӗҫ
286,Anzahl::N,niver,йыш
287,Anzahl::N,niver,хисеп
288,Art::N,sort,тӗс
289,Stück::N,tamm,татӑк
290,Teil::N,pezh,пай
291,Hälfte::N,hanterenn,ҫурӑ
292,Kreis::N,kelc'h,ункӑ
293,Kreis::N,kelc'h,ҫавракӑш
294,Kreuz::N,kroaz,хӗрес
295,Linie::N,linenn,йӗр
296,Strich::N,tenn,йӗр
297,Abstand::N,distok,хушӑ
298,Entfernung::N,keid,хушӑ
299,Entfernung::N,kehid,хушӑ
300,Gegend::N,korn-bro,вырӑн
301,Platz::N,plasenn,хутлӑх
302,Ort::N,lec'h,вырӑн
303,Seite::N,tu,ен
304,Seite::N,tu,аяк
305,Seite::N,tu,айӑк
306,Mitte::N,kreiz,варӑ
307,Gegenstand::N,tra,япала
308,Sache::N,tra,япала
309,Rand::N,kantenn,вӗҫ
310,Rand::N,kantenn,хӗрӗ
311,Rand::N,kantenn,хӗрри
312,Kante::N,kantenn,хайкача
313,Kante::N,kantenn,хысак
314,Ecke::N,korn,кӗтес
315,Spitze::N,begell,вӗҫ
316,Ende::N,dibenn,вӗҫ
317,Loch::N,toull,шӑтӑк
318,Muster::N,tresadenn,эреш
319,Größe::N,ment,пысӑкӑш
320,Länge::N,hirder,вӑрӑмӑш
321,Höhe::N,uhelder,ҫӳллӗш
322,Gewicht::N,pouez,виҫе
323,Gewicht::N,pouez,йывӑрӑш
324,Menge::N,bern,йыш
325,Haufen::N,bern,купа
326,Reihe::N,steud,рет
327,Boot::N,bag,кимӗ
328,Ruder::N,roeñv,кӗсмен
329,Schlitten::N,trainell,ҫуна
330,Ski::N,ski,йӗлтӗр
331,Last::N,karg,сулмаклӑх
332,Last::N,karg,йывӑр япала
333,Gang::N,kerzh,куҫӑм
334,Schritt::N,paz,утӑм
335,Schritt::N,paz,пусӑм
336,Norden::N,norzh,ҫурҫӗр
337,Norden::N,hanternoz,ҫурҫӗр
338,Süden::N,su,кӑнтӑр
339,Süden::N,kreisteiz,кӑнтӑр
340,Westen::N,kuzh-heol,анӑҫ
341,Westen::N,kuzh-heol,хӗвел анӑҫ
342,Osten::N,reter,хӗвел тухӑҫ
343,Osten::N,sav-heol,хӗвел тухӑҫ
344,Holz::N,koad,йывӑҫ
345,Brett::N,plankenn,хӑма
346,Platte::N,plakenn,плита
347,Stütze::N,harp,ура
348,Stange::N,sparl,шерте
349,Stock::N,bazh,патак
350,Stab::N,bazh,шӑчӑ
351,Rohr::N,tub,пӑрӑх
352,Rohr::N,korz,пӑрӑх
353,Haus::N,ti,ҫурт
354,Heim::N,kêr,кил
355,Ofen::N,forn,кӑмака
356,Fußboden::N,plañchod,урай
357,Tisch::N,taol,сӗтел
358,Stuhl::N,kador,пукан
359,Wiege::N,kavell,сӑпка
360,Bett::N,gwele,кравать
361,Regal::N,estajerenn,ҫӳлӗк
362,Regal::N,estajerenn,сентре
363,Kiste::N,kased,ещӗк
364,Kiste::N,kased,сунтӑх
365,Fenster::N,prenestr,чӳрече
366,Tür::N,dor,алӑк
367,Tor::N,portal,хапха
368,Zaun::N,sklotur,хӳме
369,Dach::N,toenn,тӑрӑ
370,Leiter::N,skeul,пусма
371,Besen::N,skubell,шӑпӑр
372,Spaten::N,pal,кӗреҫе
373,Schaufel::N,pal,кӗреҫе
374,Gabel::N,fourchetez,вилка
375,Löffel::N,loa,кашӑк
376,Messer::N,kontell,ҫӗҫӗ
377,Nagel::N,tach,пӑта
378,Netz::N,roued,тетел
379,Haken::N,krog,йӑрхах
380,Haken::N,krog,ҫекӗл
381,Griff::N,kemer,хӑлӑп
382,Schloss::N,potenn,ҫӑра
383,Bild::N,skeudenn,сӑн
384,Bild::N,skeudenn,сӑнлӑх
385,Bild::N,skeudenn,картина
386,Figur::N,skeud,кӗлетке
387,Figur::N,figur,кӗлетке
388,Puppe::N,merc'hodenn,пукане
389,Beutel::N,sac'h,михӗ
390,Bündel::N,feskenn,ҫыхӑ
391,Bündel::N,feskenn,тӗрке
392,Tasche::N,sac'h,сумка
393,Eimer::N,sailh,витре
394,Deckel::N,pallenn,хупӑ
395,Geschirr::N,listriaj,савӑт-сапа
396,Sack::N,sac'h,михӗ
397,Tasse::N,tas,курка
398,Topf::N,pod,кастрюль
399,Kessel::N,chaodouron,хуран
400,Essen::N,pred,апат
401,Nahrung::N,boued,апат-ҫимӗс
402,Speise::N,meuz,апат
403,Speise::N,meuz,ҫимӗҫ
404,Fleisch::N,kig,аш
405,Fleisch::N,kig,какай
406,Getreide::N,ed,тырӑ
407,Brei::N,yod,пӑтӑ
408,Brot::N,bara,ҫӑкӑр
409,Scheibe::N,tailhenn,чӗлӗ
410,Scheibe::N,tailhenn,касӑк
411,Fett::N,lard,ҫу
412,Butter::N,amann,ҫу
413,Öl::N,eoul,ҫу
414,Salz::N,holen,тӑвар
415,Suppe::N,soubenn,яшка
416,Honig::N,mel,пыл
417,Milch::N,laezh,сӗт
418,Tee::N,te,чей
419,Leder::N,lêr,сӑран
420,Wolle::N,gloan,ҫӑм
421,Stoff::N,danvez,тӗртӗм
422,Nadel::N,nadoz,йӗп
423,Faden::N,neudenn,ҫип
424,Knopf::N,bouton,тӳме
425,Knoten::N,skoulm,йӑлӑ
426,Farbe::N,liv,сӑрӑ
427,Kleidung::N,dilhad,тум
428,Kleidung::N,dilhad,ҫипуҫ
429,Kleidung::N,dilhad,тум-тир
430,Hemd::N,roc'hed,кӗпе
431,Kragen::N,gouzoug,ҫуха
432,Ärmel::N,milgin,ҫанӑ
433,Hose::N,bragoù,шӑлавар
434,Gürtel::N,gouriz,пиҫиххи
435,Mütze::N,boned,ҫӗлӗк
436,Schuh::N,botez,пушмак
437,Schuh::N,botez,ботинок
438,Stiefel::N,botez,атӑ
439,Ring::N,gwalenn,ҫӗрӗ
440,Band::N,bagad,хаю
441,Band::N,bagad,йӗсме
442,Kamm::N,krib,тура
443,Spiegel::N,melezour,тӗкӗр
444,Spiegel::N,melezour,куҫ кӗски
445,Riemen::N,lerenn,чӗн
446,Schnur::N,kordenn,кантра
447,Leine::N,roll,касмӑк
448,Decke::N,golo,утиял
449,Kissen::N,goubenner,ҫытар
450,Kissen::N,goubenner,минтер
451,Tuch::N,mezher,тутӑр
452,Handtuch::N,toailhon,ал шӑлли
453,Kraft::N,nerzh,вӑй
454,Kraft::N,nerzh,хӑват
455,Stärke::N,nerzhder,хал
456,Stärke::N,nerzhder,хӑват
457,Gesundheit::N,yec'hed,хал
458,Gesundheit::N,yec'hed,сывлӑх
459,Krankheit::N,klañved,чир
460,Schmerz::N,poan,ырату
461,Schmerz::N,droug,ырату
462,Wunde::N,gloazadenn,суран
463,Fieber::N,terzhienn,сив чир
464,Arznei::N,louzoù,эмел
465,Brücke::N,pont,кӗпер
466,Brunnen::N,puñs,ҫӑл
467,Brunnen::N,puñs,пусӑ
468,Weide::N,prad,ҫаран
469,Pfad::N,gwenodenn,йӗр
470,Pfad::N,gwenodenn,сукмак
471,Weg::N,hent,ҫул
472,Weg::N,hent,ҫул-йӗр
473,Straße::N,ru,ҫӳрев
474,Straße::N,ru,ҫул ҫӳрени
475,Straße::N,hent,ҫӳрев
476,Straße::N,hent,ҫул ҫӳрени
477,Dorf::N,kêr,ял
478,Dorf::N,kêriadenn,ял
479,Stadt::N,kêr,хула
480,Brief::N,lizher,ҫыру
481,Buch::N,levr,кӗнеке
482,Buchstabe::N,lizherenn,сас палли
483,Zeitung::N,kazetenn,хаҫат
484,Leben::N,buhez,пурнӑҫ
485,Tod::N,marv,вилӗм
486,Grab::N,bez,масар шӑтӑкӗ
487,Kirche::N,iliz,чиркӳ
488,Sünde::N,pec'hed,ҫылӑх
489,Gott::N,doue,турӑ
490,Arbeiter::N,labourer,рабочи
491,Arbeiter::N,micherour,рабочи
492,Chef::N,penn,пуҫлӑх
493,Meister::N,mestr,ӑста
494,Meister::N,mestr,мастер
495,Arzt::N,mezeg,врач
496,Arzt::N,mezeg,тухтӑр
497,Arzt::N,medisin,врач
498,Arzt::N,medisin,тухтӑр
499,Lehrer::N,skolaer,учитель
500,Lehrer::N,skolaer,вӗрентекен
501,Lehrer::N,kelenner,учитель
502,Lehrer::N,kelenner,вӗрентекен
503,Geld::N,arc'hant,укҫа
504,Geschäft::N,stal,бизнес
505,Laden::N,stal,магазин
506,Preis::N,priz,хак
507,Ware::N,marc'hadourezh,тавар
508,Nutzen::N,gounidegezh,пайта
509,Nutzen::N,lañs,пайта
510,Nutzen::N,profit,пайта
511,Nutzen::N,spleit,пайта
512,Reichtum::N,pinvidigezh,мул
513,Welt::N,douar,тӗнче
514,Land::N,bro,ҫӗр-шыв
515,Staat::N,stad,патшàлӑх
516,König::N,roue,король
517,Macht::N,galloud,власть
518,Grenze::N,harzoù,чикӗ
519,Krieg::N,brezel,вӑрҫӑ
520,Feind::N,eneber,тӑшман
521,Gewalt::N,tâerder,ирӗксӗрлӳ
522,Kampf::N,kann,кӗрешӳ
523,Bogen[Waffe]::N,gwareg,ухӑ
524,Pfeil::N,saezh,ҫӗмрен
525,Pfeil::N,saezh,ухӑ йӗппи
526,Gewehr::N,fuzuilh,пӑшал
527,Fehler::N,fazi,йӑнӑш
528,Lüge::N,gaou,суя
529,Lüge::N,gaou,ултав
530,Schaden::N,gwall,сиен
531,Unglück::N,gwalleur,шар
532,Unglück::N,gwalleur,инкек
533,Schuld::N,kablusted,айӑп
534,Schuld::N,pec'hedigezh,айӑп
535,Alter::N,oad,ҫул шучӗ
536,Schluss::N,diwezh,пӗтни
537,Schluss::N,diwezh,пӗтмӗш
538,Zeit::N,amzer,вӑхӑт
539,Tag::N,deizh,кун
540,Morgen::N,beure,ир
541,Morgen::N,mintin,ир
542,Mittag::N,kreisteiz,кӑнтӑрла
543,Abend::N,abardaez,каҫ
544,Nacht::N,noz,каҫ
545,Woche::N,sizhun,эрне
546,Monat::N,miz,уйӑх
547,Jahr::N,bloaz,ҫулталӑк
548,Frühling::N,nevezamzer,ҫур
549,Frühling::N,nevezamzer,ҫуркунне
550,Sommer::N,hañv,ҫу
551,Sommer::N,hañv,ҫулла
552,Herbst::N,diskaramzer,кӗр
553,Herbst::N,diskaramzer,кӗркунне
554,Winter::N,goañv,хӗл
555,Winter::N,goañv,хӗлле
556,Januar::N,Genver,январь
557,Februar::N,C'hwevrer,февраль
558,Februar::N,C'hwevrer,кӗҫӗн кӑрлач
559,März::N,Meurzh,март
560,März::N,Meurzh,пуш уйӑхӗ
561,April::N,Ebrel,апрель
562,Mai::N,Mae,май
563,Juni::N,Mezheven,июнь
564,Juli::N,Gouhere,июль
565,August::N,Eost,август
566,September::N,Gwengolo,сентябрь
567,September::N,Gwengolo,авӑн уйӑхӗ
568,Oktober::N,Here,октябрь
569,November::N,Du,ноябрь
570,Dezember::N,Kerzu,раштав
571,Dezember::N,Kerzu,декабрь
572,Montag::N,Lun,тунти кун
573,Dienstag::N,Meurzh,ытлари кун
574,Mittwoch::N,Merc'her,юн кун
575,Donnerstag::N,Yaou,кӗҫнерни кун
576,Freitag::N,Gwener,эрне кун
577,Samstag::N,Sadorn,шӑмат кун
578,Sonntag::N,Sul,вырсарни кун
579,groß::A,bras,пысӑк
580,klein::A,bihan,пӗчӗк
581,lang::A,hir,вӑрӑм
582,kurz::A,berr,кӗске
583,breit::A,ledan,сарлака
584,schmal::A,strizh,ансӑр
585,dicht::A,stank,йӑвӑ
586,dick[Gegenstand]::A,tev,хулӑн
587,dünn::A,moan,ҫинҫе
588,dünn::A,moan,ҫӳхе
589,fein::A,munut,тарай
590,fein::A,munut,вӗлтӗрти
591,fest::A,start,тӗреклӗ
592,flach::A,plaen,лаптак
593,glatt::A,lintr,такӑр
594,glatt::A,levn,такӑр
595,hart::A,kalet,хытӑ
596,weich::A,blot,ҫемҫе
597,rund::A,ront,ҫавра
598,spitz::A,poentet,шӗвӗр
599,scharf::A,dremm,ҫивӗч
600,stumpf::A,talsoc'h,мӑка
601,stumpf::A,talsoc'h,пуклак
602,stumpf::A,talsoc'h,тӗрӗнчӗк
603,stumpf::A,talsoc'h,ӑнкарусӑр
604,schwer::A,pounner,йывӑр
605,schön::A,kaer,илемлӗ
606,heiß::A,tomm,вӗри
607,warm::A,tomm,ӑшӑ
608,kalt::A,yen,сивӗ
609,kühl::A,yen,уҫӑ
610,frisch::A,fresk,уҫӑ
611,feucht::A,gleb,йӗпе
612,nass::A,gleb,нӳрӗ
613,trocken::A,sec'h,типӗ
614,voll::A,leun,тулли
615,leer::A,goullo,пушӑ
616,offen::A,digor,уҫӑ
617,geschlossen::A,serr,хупӑ
618,sauber::A,naet,таса
619,schmutzig::A,lous,пылчӑклӑ
620,schmutzig::A,lous,вараланчӑк
621,roh::A,kriz,чӗрӗ
622,reif::A,darev,пулнӑ
623,reif::A,darev,пиҫӗхнӗ
624,reif::A,darev,аталаннӑ
625,reif::A,darev,пиҫсе ҫитнӗ
626,lecker::A,lipous,тутлӑ
627,lecker::A,lipous,техӗмлӗ
628,lecker::A,saourus,тутлӑ
629,lecker::A,saourus,техӗмлӗ
630,süß::A,dous,пылак
631,bitter::A,c'hwerv,йӳҫӗ
632,sauer::A,trenk,йӳҫӗ
633,sauer::A,trenk,йӳҫек
634,sauer::A,trenk,кӑвасак
635,hell::A,sklaer,ҫутӑ
636,dunkel::A,teñval,тӗттӗм
637,schwarz::A,du,хура
638,weiß::A,gwenn,шурӑ
639,rot::A,ruz,хӗрлӗ
640,gelb::A,melen,сарӑ
641,blau::A,glas,кӑвак
642,grün::A,gwer,симӗс
643,grün::A,gwer,пиҫмен
644,grün::A,gwer,ӑс пухман
645,grau::A,louet,кӑвак
646,bunt::A,liesliv,чӑпар
647,billig::A,marc'had-mat,йӳнӗ
648,teuer::A,ker,хаклӑ
649,wertvoll::A,prizius,паха
650,blind::A,dall,суккӑр
651,taub::A,bouzar,хӑлхасӑр
652,kräftig::A,start,хӑватлӑ
653,stark::A,kreñv,вирлӗ
654,schwach::A,gwan,халсӑр
655,fett::A,lard,самӑр
656,fett::A,lard,мӑнтӑр
657,schlank::A,sinkl,йӑрӑс
658,schlank::A,sinkl,яштака
659,hübsch::A,koant,хитре
660,böse::A,gwall,усал
661,dumm::A,glep,ухмах
662,faul::A,lezirek,наян
663,faul::A,lezirek,юлхав
664,faul::A,lezirek,ӳркенчӗк
665,fleißig::A,studius,хастар
666,geizig::A,tost,хытӑ
667,klug::A,speredek,ӑслӑ
668,geschickt::A,dornet,ӑста
669,lieb::A,koant,савнӑ
670,lustig::A,laouen,хаваслӑ
671,sanft::A,flour,ачаш
672,hungrig::A,marnaon,выҫӑ
673,krank::A,klañv,чирлӗ
674,nackt::A,noazh,ҫара
675,traurig::A,trist,салхуллӑ
676,lebendig::A,bev,чӗрӗ
677,gut::A,mad,аван
678,gut::A,mad,лайӑх
679,schlecht::A,fall,япӑх
680,schlecht::A,fall,начар
681,schlecht::A,gwall,япӑх
682,schlecht::A,gwall,начар
683,richtig::A,reizh,тӗрӗс
684,schlimm::A,gwall,йӗрӗнчӗк
685,wahr::A,gwir,чӑн
686,alt::A,kozh,кивӗ
687,neu::A,nevez,ҫӗнӗ
688,ehemalig::A,kozh,пулнӑ
689,alt[Lebewesen]::A,kozh,ватӑ
690,jung::A,yaouank,яш
691,jung::A,yaouank,ҫамрӑк
692,arm::A,paour,чухӑн
693,reich::A,pinvidik,пуян
694,bekannt::A,anavezet,пӗлӗш
695,berühmt::A,brudet,чаплӑ
696,fremd::A,dizanav,ют
697,verschieden::A,disheñel,расна
698,nah::A,nes,ҫывӑх
699,nah::A,nes,ҫывӑхри
700,fern::A,diabell,инҫе
701,fern::A,diabell,аякри
702,linker::A,kleiz,сулахай
703,rechter::A,dehoù,сылтӑм
704,anderer::A,all,урӑх
705,erster::A,kentañ,пӗрремӗш
706,zweiter::A,eil,иккӗмӗш
707,dritter::A,trede,виҫҫӗмӗш
708,letzter::A,diwezhañ,юлашки
709,allein::ADV,e-unan,пӗччен
710,auf einmal::ADV,ar un dro,кӗмӗрккен
711,zusammen::ADV,asambles,пӗрле
712,lange::ADV,pell,вӑрах
713,plötzlich::ADV,en un taol,сасартӑк
714,sofort::ADV,diouzhtu,тӳрех
715,später::ADV,diwezhatoc'h,кайран
716,jetzt::ADV,bremañ,халь
717,jetzt::ADV,bremañ,халӗ
718,heute::ADV,hiziv,паян
719,morgen::ADV,arc'hoazh,ыран
720,bald::ADV,hepdale,халех
721,bald::ADV,hepdale,кӗҫех
722,dann::ADV,a-c'houde,унтан
723,gestern::ADV,dec'h,ӗнер
724,einst::ADV,gwechall,пӗррехинче
725,damals::ADV,neuze,ун чухне
