,Concept_ID,mn,ku
145,Zweig::N,салаа,şax
146,Blatt::N,навч,pel
147,Birke::N,хус,dara sipî
148,Kiefer[Baum]::N,нарс,dara bî
149,Weide[Baum]::N,уд,dara belalûk
150,Weide[Baum]::N,бургас,dara belalûk
151,Tanne::N,гачуур,merx
152,Horn::N,эвэр,strô
153,Feder::N,өд,pîrtîk
154,Fell::N,арьс,heyar
155,Flügel::N,жигүүр,per
156,Flügel::N,далавч,per
157,Klaue::N,савар,napîk
158,Klaue::N,хумс,napîk
159,Kralle::N,савар,dinik
160,Kralle::N,савар,dirnax
161,Schwanz::N,сүүл,dûv
162,Ei::N,өндөг,hêk
163,Nest::N,үүр,hêlîn
164,Bau::N,нүх,avahî
165,Bau::N,элүү,avahî
166,Tier::N,амьтан,heywan
167,Tier::N,адгуус,heywan
168,Herde::N,сүрэг,hoz
169,Kuh::N,үнээ,çêlek
170,Bulle::N,бух,ga
171,Pferd::N,морь,hesp
172,Pferd::N,адуу,hesp
173,Schaf::N,хонь,mîh
174,Schwein::N,гахай,beraz
175,Hund::N,нохой,seh
176,Katze::N,муур,pişîk
177,Katze::N,мигуй,pişîk
178,Bär::N,баавгай,hirç
179,Eichhörnchen::N,хэрэм,pilûr
180,Elch::N,хандгай,pazkovî
181,Fuchs::N,үнэг,rovî
182,Hase::N,туулай,kîroşk
183,Maus::N,хулгана,mişk
184,Wolf::N,чоно,gur
185,Vogel::N,шувуу,çûk
186,Schwarm::N,сүрэг,lufik
187,Huhn::N,тахиа,mirîşk
188,Hahn::N,эр тахиа,dîk
189,Gans::N,галуу,qaz
190,Adler::N,бүргэд,eylo
191,Ente::N,нугас,werdek
192,Eule::N,ууль,bûm
193,Eule::N,ууль,kund
194,Kranich::N,тогоруу,quling
195,Krähe::N,хэрээ,qijik
196,Kuckuck::N,хөхөө,pepûk
197,Schwan::N,хун,qû
198,Fisch::N,загас,masî
199,Barsch::N,алгана,okûn
200,Hecht::N,цурхай,mesîyê lûf
201,Schlange[Tier]::N,могой,mar
202,Wurm::N,өт,kurm
203,Wurm::N,хорхой,kurm
204,Spinne::N,аалз,pîrê
205,Ameise::N,шоргоолж,mîro
206,Ameise::N,шоргоолж,gêrîk
207,Laus::N,бөөс,spi
208,Mücke::N,шумуул,mêş
209,Fliege::N,ялаа,mêş
210,Schmetterling::N,эрвээхэй,perperîk
211,Beere::N,жимсгэнэ,hirç
212,Apfel::N,алим,sêv
213,Pilz::N,мөөг,bîrov
214,Zwiebel::N,сонгино,pîvaz
215,Saat::N,тариа,tov
216,Korn::N,үр,dexl
217,Korn::N,мөхлөг,dexl
218,Heu::N,өвс,sap
219,Schale::N,хальс,qaşik
220,Grube::N,алам,çahl
221,Grube::N,нүх,çahl
222,Falle::N,хавх,dafik
223,Falle::N,занга,dafik
224,Schlinge::N,урхи,dahf
225,Spur::N,мөр,rêç
226,Asche::N,үнс,xweli
227,Dreck::N,хир,gemarî
228,Eisen::N,төмөр,hesing
229,Gold::N,алт,zêr
230,Silber::N,мөнгө,zîv
231,Kohle::N,нүүрс,komir
232,Glas::N,шил,qedeh
233,Lehm::N,шавар,kelpîç
234,Sand::N,элс,qûm
235,Mensch::N,хүн,mirov
236,Mann::N,эр,mêr
237,Mann::N,эрэгтэй,mêr
238,Frau::N,эмэгтэй,jin
239,Frau::N,хатагтай,jin
240,Kind::N,хүүхэд,zarok
241,Junge::N,хүү,kur
242,Mädchen::N,охин,keç
243,Mädchen::N,охин,keçik
244,Mädchen::N,бүсгүй,keç
245,Mädchen::N,бүсгүй,keçik
246,Familie::N,айл,malbat
247,Großvater::N,өвгөн аав,bapîr
248,Großmutter::N,эмэг эх,pîrik
249,Großmutter::N,эмгээ,pîrik
250,Eltern::N,эцэг эх,bavudê
251,Vater::N,аав,bav
252,Vater::N,эцэг,bav
253,Mutter::N,эх,dê
254,Mutter::N,эх,dayik
255,Mutter::N,ээж,dê
256,Mutter::N,ээж,dayik
257,Sohn::N,хүү,kur
258,Tochter::N,охин,keç
259,Bruder::N,ах,bira
260,Bruder::N,дүү,bira
261,Schwester::N,эгч,xweh
262,Schwester::N,охин дүү,xweh
263,Onkel::N,авга ах,am
264,Onkel::N,авга ах,xal
265,Onkel::N,нагац ах,am
266,Onkel::N,нагац ах,xal
267,Tante::N,авга эгч,metik
268,Tante::N,авга эгч,xaltîk
269,Tante::N,нагац эгч,metik
270,Tante::N,нагац эгч,xaltîk
271,Ehemann::N,нөхөр,mêr
272,Ehefrau::N,эхнэр,kulfet
273,Ehefrau::N,гэргий,kulfet
274,Freude::N,баяр,kêfxweşî
275,Freude::N,баясгалан,kêfxweşî
276,Gelächter::N,инээдэм,pîrqînî
277,Glück::N,жаргалан,bext
278,Kummer::N,гаслан,derd
279,Wunsch::N,ерөөл,daxwaz
280,Wunsch::N,ерөөл,xwestek
281,Lust::N,дур,şewq
282,Lust::N,хүсэл,şewq
283,Geist::N,оюун,aqil
284,Gedanke::N,сэтгэл,fikir
285,Gedächtnis::N,ой,aqil
286,Gedächtnis::N,цээж,aqil
287,Verstand::N,ухаан,fêm
288,Sinn::N,утга,aqil
289,Grund::N,учир,asas
290,Wahrheit::N,үнэн,rastî
291,Gespräch::N,яриа,guftûgo
292,Märchen::N,явган үлгэр,çirok
293,Erzählung::N,тууж,çirok
294,Erzählung::N,тууж,vegotin
295,Nachricht::N,мэдээ,nûçe
296,Neuigkeit::N,сонин,hewal
297,Name::N,нэр,nav
298,Name::N,нэр,paşnav
299,Rätsel::N,оньсого,tiştonek
300,Rede::N,хэлсэн үг,gotar
301,Rede::N,хэлсэн үг,axavtin
302,Sprache::N,хэл,ziman
303,Stimme::N,дуу,pejn
304,Wort::N,үг,gotin
305,Zeichen::N,тамга,şanek
306,Zeichen::N,тэмдэг,şanek
307,Ruf::N,дуудлага,hawar
308,Lärm::N,шуугиан,xarbalix
309,Lärm::N,чимээ,xarbalix
310,Laut::N,анир,deng
311,Laut::N,анир,hês
312,Laut::N,дуу,deng
313,Laut::N,дуу,hês
314,Ton::N,авиа,awaz
315,Ton::N,аялгуу,awaz
316,Lied::N,дуу,sitran
317,Ruhe::N,энх,rihetî
318,Ruhe::N,тайван,rihetî
319,Leute::N,хүмүүс,xelk
320,Volk::N,улс,xelk
321,Arbeit::N,ажил,xebat
322,Arbeit::N,хөдөлмөр,xebat
323,Gast::N,зочин,mêvan
324,Gast::N,айлчин,mêvan
325,Geschenk::N,бэлэг,diyarî
326,Spiel::N,наадам,lîstik
327,Spiel::N,тоглоом,lîstik
328,Gesellschaft::N,хамт байх,komal
329,Hilfe::N,тусламж,alîkarî
330,Freund::N,найз,heval
331,Freund::N,нөхөр,heval
332,Kamerad::N,хань,heval
333,Kamerad::N,нөхөр,heval
334,Angelegenheit::N,хэрэг,pirsgirêk
335,Anzahl::N,тоо,çend
336,Art::N,төрөл,çeh
337,Art::N,янз,çeh
338,Stück::N,хэсэг,lib
339,Stück::N,хэсэг,parçe
340,Teil::N,хувь,parçe
341,Teil::N,хэсэг,parçe
342,Hälfte::N,хагас,nîvî
343,Kreis::N,тойрог,çemil
344,Kreis::N,хүрээ,çemil
345,Kreuz::N,загалмай,xaç
346,Linie::N,шугам,xezik
347,Strich::N,зураас,xezik
348,Abstand::N,зай,dûrahî
349,Entfernung::N,зай,dûrahî
350,Entfernung::N,хол ойр,dûrahî
351,Gegend::N,хавь,dever
352,Gegend::N,газар,dever
353,Platz::N,зай,çih
354,Platz::N,завсар,çih
355,Ort::N,газар,dever
356,Ort::N,байр,dever
357,Seite::N,тал,rûpel
358,Seite::N,этгээд,rûpel
359,Mitte::N,төв,nav
360,Mitte::N,төв,nabênê
361,Mitte::N,дунд,nav
362,Mitte::N,дунд,nabênê
363,Gegenstand::N,юм,tişt
364,Sache::N,үйл,tişt
365,Sache::N,хэрэг,tişt
366,Rand::N,зах,kevî
367,Rand::N,хөвөө,kevî
368,Kante::N,ирмэг,kevî
369,Ecke::N,өнцөг,qunç
370,Spitze::N,үзүүр,derzî
371,Ende::N,зах,talî
372,Ende::N,үзүүр,talî
373,Loch::N,цоорхой,qul
374,Loch::N,онгорхой,qul
375,Winkel::N,өнцөг,kurnîşk
376,Muster::N,хээ,desen
377,Muster::N,угалз,desen
378,Größe::N,хэмжээ,mezinî
379,Länge::N,урт,dirêjahî
380,Höhe::N,өндөр,bilindayî
381,Gewicht::N,жин,giranî
382,Menge::N,тоо,qas
383,Haufen::N,бөөн,lod
384,Reihe::N,эгнээ,rêz
385,Boot::N,завь,kelek
386,Ruder::N,сэлүүр,bêrik
387,Schlitten::N,чарга,xîjik
388,Ski::N,цана,lakan
389,Lagerfeuer::N,түүдэг,agir
390,Last::N,ачаа,bar
391,Gang::N,явдал,fîtêz
392,Schritt::N,алхам,gav
393,Norden::N,умар,bakur
394,Süden::N,урд,başur
395,Süden::N,өмнө,başur
396,Westen::N,өрнө,rojava
397,Westen::N,баруун,rojava
398,Osten::N,зүүн,rojhilat
399,Osten::N,дорно,rojhilat
400,Holz::N,мод,dep
401,Brett::N,банз,dep
402,Platte::N,хавтан,dep
403,Stütze::N,тулгуур,destek
404,Stütze::N,тулга,destek
405,Stange::N,сургааг,sing
406,Stock::N,саваа,çam
407,Stab::N,таяг,qat
408,Rohr::N,хоолой,borî
409,Haus::N,гэр,mal
410,Haus::N,гэр,xanî
411,Haus::N,байшин,mal
412,Haus::N,байшин,xanî
413,Heim::N,гэр,mal
414,Ofen::N,зуух,sobe
415,Ofen::N,пийшин,sobe
416,Fußboden::N,шал,binpê
417,Tisch::N,ширээ,mase
418,Stuhl::N,сандал,kursî
419,Wiege::N,өлгий,derguş
420,Bett::N,ор,qerewêle
421,Regal::N,тавиур,rêbaz
422,Kiste::N,авдар,sindoq
423,Kiste::N,хайрцаг,sindoq
424,Fenster::N,гэгээвч,çam
425,Fenster::N,гэгээвч,şibeke
426,Tür::N,үүд,derî
427,Tür::N,хаалга,derî
428,Tor::N,хаалга,derge
429,Zaun::N,хашаа,hejik
430,Dach::N,дээвэр,sere xanî
431,Leiter::N,шат,pêling
432,Besen::N,хамуур,melkes
433,Besen::N,туужуу,melkes
434,Spaten::N,хүрз,mer
435,Schaufel::N,хүрз,bêr
436,Gabel::N,сэрээ,çetel
437,Löffel::N,халбага,kevçî
438,Messer::N,хутга,kêr
439,Nagel::N,хадаас,bizmar
440,Netz::N,өөш,tor
441,Netz::N,тор,tor
442,Haken::N,гох,çenqel
443,Griff::N,иш,destî
444,Griff::N,сэнж,destî
445,Schloss::N,цуурга,qonax
446,Schloss::N,цоож,qonax
447,Bild::N,зураг,dimen
448,Figur::N,баримал,figûr
449,Puppe::N,хүүхэлдэй,bûk
450,Beutel::N,агсаа,kîsik
451,Beutel::N,уут,kîsik
452,Bündel::N,боодол,pêçek
453,Tasche::N,цүнх,bêrîk
454,Eimer::N,хөнөг,dewl
455,Eimer::N,хувин,dewl
456,Deckel::N,таг,devik
457,Deckel::N,хавхаг,devik
458,Geschirr::N,сав суулга,ferax
459,Sack::N,шуудай,tûr
460,Tasse::N,аяга,kada
461,Topf::N,тогоо,beroş
462,Kessel::N,тогоо,şîril
463,Essen::N,идээ,xwarin
464,Nahrung::N,хүнс,xwarin
465,Speise::N,идээ,xwarin
466,Fleisch::N,мах,goşt
467,Getreide::N,будаа,zad
468,Brei::N,богшмол,hewdêl
469,Brei::N,будаа,hewdêl
470,Brot::N,талх,
471,Scheibe::N,зүсэм,parçe
472,Scheibe::N,хэрчим,parçe
473,Fett::N,өөх,rûn
474,Butter::N,тос,rûn
475,Öl::N,тос,rûn
476,Salz::N,давс,xwe
477,Suppe::N,шөл,şorbe
478,Honig::N,бал,hingiv
479,Milch::N,сүү,şîr
480,Tee::N,цай,çay
481,Leder::N,арьс,çerm
482,Leder::N,савхи,çerm
483,Wolle::N,ноос,herî
484,Wolle::N,унгас,herî
485,Stoff::N,бөс,paç
486,Nadel::N,зүү,derzî
487,Faden::N,боолт,ta
488,Faden::N,утас,ta
489,Knopf::N,товч,bişkok
490,Knoten::N,зангилаа,girêk
491,Farbe::N,будаг,boyax
492,Kleidung::N,хувцас,çil
493,Hemd::N,цамц,qutik
494,Hemd::N,цамц,miltan
495,Kragen::N,зах заам,stûvang
496,Ärmel::N,ханцуй,hûçik
497,Hose::N,өмд,şewel
498,Gürtel::N,бүс,qayiş
499,Mütze::N,малгай,fîno
500,Mütze::N,бүрх,fîno
501,Schuh::N,туфли,şêkal
502,Stiefel::N,гутал,gizme
503,Stiefel::N,гутал,çizme
504,Ring::N,бөгж,xelek
505,Band::N,тууз,band
506,Kamm::N,сам,şeh
507,Spiegel::N,толь,eynik
508,Riemen::N,тасам,qayiş
509,Riemen::N,сур,qayiş
510,Schnur::N,татлага,doxin
511,Leine::N,оосор,şirît
512,Decke::N,хөнжил,bataniye
513,Decke::N,хучлага,bataniye
514,Kissen::N,дэр,balgî
515,Tuch::N,алчуур,şar
516,Tuch::N,даавуу,şar
517,Handtuch::N,алчуур,dezmal
518,Kraft::N,чадал,hêz
519,Kraft::N,чадал,qewet
520,Kraft::N,хүч,hêz
521,Kraft::N,хүч,qewet
522,Stärke::N,эрч,xurtî
523,Stärke::N,тэнхээ,xurtî
524,Gesundheit::N,бие,nojdarî
525,Gesundheit::N,эрүүл мэнд,nojdarî
526,Krankheit::N,эмгэг,nexweşî
527,Schmerz::N,өвчин,êş
528,Wunde::N,шарх,kul
529,Fieber::N,халуун,ta
530,Arznei::N,эм,derman
531,Brücke::N,гүүр,kopî
532,Brunnen::N,худаг,çal
533,Brunnen::N,худаг,kani
534,Weide::N,бэлчээр,beyar
535,Pfad::N,жим,xaçirek
536,Pfad::N,зөрөг,xaçirek
537,Weg::N,зам,rê
538,Weg::N,харгуй,rê
539,Straße::N,зам,rê
540,Straße::N,харгуй,rê
541,Dorf::N,тосгон,gund
542,Dorf::N,гацаа,gund
543,Stadt::N,хот,baçar
544,Brief::N,захидал,name
545,Brief::N,захиа,name
546,Buch::N,ном,kitêb
547,Buch::N,ном,pirtûk
548,Buch::N,бичиг,kitêb
549,Buch::N,бичиг,pirtûk
550,Buchstabe::N,үсэг,herf
551,Zeitung::N,сонин,rojname
552,Leben::N,амь,jiyan
553,Leben::N,амьдрал,jiyan
554,Tod::N,үхэл,mirin
555,Grab::N,булш,mezel
556,Kirche::N,сүм,gilyas
557,Sünde::N,нүгэл,guneh
558,Sünde::N,хилэнц,guneh
559,Gott::N,бурхан,xwedê
560,Arbeiter::N,ажилчин,hîşçî
561,Arbeiter::N,хөдөлмөрчин,hîşçî
562,Chef::N,дарга,bêg
563,Meister::N,дархан,hoste
564,Arzt::N,эмч,doktor
565,Lehrer::N,багш,mamoste
566,Geld::N,цаас,pere
567,Geld::N,мөнгө,pere
568,Geschäft::N,наймаа,firoşgeh
569,Laden::N,дэлгүүр,dikan
570,Preis::N,үнэ,buha
571,Ware::N,таваар,tişt
572,Ware::N,бараа,tişt
573,Nutzen::N,ашиг,fêde
574,Reichtum::N,баялаг,serwet
575,Welt::N,дэлхий,dinya
576,Welt::N,орчлон,dinya
577,Land::N,улс,welat
578,Land::N,орон,welat
579,Staat::N,төр,dewlet
580,Staat::N,гүрэн,dewlet
581,König::N,ван,şah
582,König::N,ван,qral
583,Macht::N,засаг,qewet
584,Macht::N,засаг,destihilat
585,Grenze::N,хил,kevî
586,Krieg::N,дайн,çeng
587,Krieg::N,дайн,sêwaş
588,Feind::N,дайсан,dijmin
589,Gewalt::N,хүчирхэх,zor
590,Kampf::N,тэмцэл,şer
591,Kampf::N,байлдаан,şer
592,Bogen[Waffe]::N,нум,kêvan
593,Pfeil::N,годил,çîrik
594,Pfeil::N,сум,çîrik
595,Gewehr::N,буу,tifing
596,Fehler::N,эндэл,şaşî
597,Fehler::N,алдаа,şaşî
598,Lüge::N,худал,derew
599,Schaden::N,хор,xisar
600,Schaden::N,хөнөөл,xisar
601,Unglück::N,гай,bêbextî
602,Unglück::N,гамшиг,bêbextî
603,Schuld::N,гэм,suç
604,Schuld::N,буруу,suç
605,Alter::N,нас,temen
606,Schluss::N,эцэс,girtin
607,Schluss::N,төгсгөл,girtin
608,Zeit::N,цаг,çax
609,Tag::N,өдөр,roj
610,Morgen::N,өглөө,sibeh
611,Mittag::N,үд,nîro
612,Abend::N,үдэш,êvar
613,Nacht::N,шөнө,şev
614,Woche::N,долоо хоног,heftî
615,Monat::N,сар,meh
616,Jahr::N,жил,sal
617,Frühling::N,хавар,bihar
618,Sommer::N,зун,havîn
619,Herbst::N,намар,payîz
620,Winter::N,өвөл,zistan
621,Januar::N,нэгдүгээр сар,çile
622,Februar::N,хоёрдугаар сар,sibat
623,März::N,гуравдугаар сар,adar
624,April::N,дөрөвдүгээр сар,nîsan
625,Mai::N,тавдугаар сар,gûlan
626,Juni::N,зургаадугаар сар,hezîran
627,Juli::N,долдугаар сар,tîmeh
628,August::N,наймдугаар сар,tebax
629,September::N,есдүгээр сар,îlon
630,Oktober::N,аравдугаар сар,çotmeh
631,November::N,арван нэгдүгээр сар,mijdar
632,Dezember::N,арван хоёрдугаар сар,kanûn
633,Montag::N,даваа,duşemb
634,Dienstag::N,мягмар,sêşem
635,Mittwoch::N,лхагва,çarşemb
636,Donnerstag::N,пүрэв,pêşemb
637,Freitag::N,баасан,în
638,Samstag::N,бямба,şemî
639,Sonntag::N,ням,yekşemb
640,groß::A,их,mezin
641,groß::A,том,mezin
642,klein::A,бага,çûçik
643,klein::A,жаахан,çûçik
644,lang::A,урт,dirêj
645,kurz::A,охор,kin
646,kurz::A,богино,kin
647,breit::A,өргөн,fireh
648,schmal::A,уйтан,tenik
649,schmal::A,нарийн,tenik
650,dicht::A,нягт,gir
651,dicht::A,чигжүү,gir
652,dick[Gegenstand]::A,зузаан,şîşman
653,dünn::A,нимгэн,zirav
654,fein::A,нарийн,tenik
655,fest::A,бөх,saxlem
656,fest::A,хатуу,saxlem
657,flach::A,хавтгай,pahn
658,glatt::A,цагаан,dûz
659,glatt::A,цагаан,şayîk
660,hart::A,хатуу,hişk
661,weich::A,зөөлөн,nerm
662,rund::A,дугуй,gilover
663,rund::A,дугариг,gilover
664,spitz::A,шовх,pîj
665,spitz::A,шовгор,pîj
666,scharf::A,хурц,tûj
667,scharf::A,иртэй,tûj
668,stumpf::A,мохоо,ne tûj
669,schwer::A,хүнд,giran
670,schön::A,гуа,xweş
671,schön::A,гуа,xweşik
672,schön::A,сайхан,xweş
673,schön::A,сайхан,xweşik
674,heiß::A,халуун,kelandî
675,warm::A,дулаан,germ
676,kalt::A,хүйтэн,sar
677,kühl::A,сэрүүн,jemîrî
678,frisch::A,эрүүл,ter
679,frisch::A,жихүүн,ter
680,feucht::A,чийгтэй,şil
681,nass::A,нойтон,şilek
682,trocken::A,хатсан,zuwa
683,voll::A,дүүрэн,tijî
684,leer::A,хоосон,vala
685,offen::A,онгорхой,vekirî
686,geschlossen::A,битүү,asê
687,geschlossen::A,хаалтай,asê
688,sauber::A,цэвэр,pakij
689,sauber::A,хиргүй,pakij
690,schmutzig::A,бохир,lewitî
691,schmutzig::A,хиртэй,lewitî
692,roh::A,түүхий,xav
693,reif::A,болсон,gihaştî
694,lecker::A,амттай,xweş
695,süß::A,амттай,şîrîn
696,süß::A,чихэрлэг,şîrîn
697,bitter::A,гашуун,tahl
698,sauer::A,эсгэлэн,tirş
699,hell::A,гэгээн,ronî
700,hell::A,гэрэлтэй,ronî
701,dunkel::A,бараан,tarî
702,dunkel::A,харанхуй,tarî
703,schwarz::A,хар,reş
704,weiß::A,цагаан,sipî
705,rot::A,улаан,sor
706,gelb::A,шар,zer
707,blau::A,хөх,şîn
708,blau::A,цэнхэр,şîn
709,grün::A,ногоон,şîn
710,grau::A,орог,gewr
711,grau::A,саарал,gewr
712,bunt::A,эрээн,rengîn
713,billig::A,хямд,erzan
714,teuer::A,үнэтэй,biha
715,wertvoll::A,үнэт,hêja
716,wertvoll::A,үнэт,giranbiha
717,blind::A,сохор,kor
718,taub::A,чих хатуу,kerr
719,kräftig::A,чийрэг,gir
720,kräftig::A,чийрэг,xurt
721,stark::A,хүчтэй,xurt
722,stark::A,чадалтай,xurt
723,schwach::A,сул,kesad
724,fett::A,тарган,qelew
725,fett::A,голигор,qelew
726,schlank::A,голшиг,zirav
727,hübsch::A,сайхан,xweşik
728,hübsch::A,хөөрхөн,xweşik
729,böse::A,муу,xerab
730,böse::A,муу,aciz
731,böse::A,хортой,xerab
732,böse::A,хортой,aciz
733,dumm::A,тэнэг,gêj
734,faul::A,залхуу,têmbêl
735,fleißig::A,чармайлтгай,jêhatî
736,geizig::A,харамч,destgirtî
737,klug::A,цэцэн,baqil
738,geschickt::A,дүйтэй,zîrek
739,geschickt::A,дүйтэй,ziring
740,lieb::A,хайрт,delal
741,lustig::A,цэнгэлтэй,kêfxweş
742,sanft::A,наалинхай,nazenîn
743,hungrig::A,өлөн,birçî
744,hungrig::A,өлссөн,birçî
745,krank::A,өвчтэй,nexweş
746,nackt::A,нүцгэн,rût
747,nackt::A,нүцгэн,tazî
748,traurig::A,гунигт,xemgîn
749,lebendig::A,амьд,bisaxî
750,lebendig::A,амьтай,bisaxî
751,gut::A,сайн,baş
752,schlecht::A,муу,xerab
753,schlecht::A,өөдгүй,xerab
754,richtig::A,зөв,rast
755,richtig::A,зөв,saxlem
756,richtig::A,зүйтэй,rast
757,richtig::A,зүйтэй,saxlem
758,schlimm::A,муухай,nebaş
759,wahr::A,үнэн,rast
760,wahr::A,жинхэнэ,rast
761,alt::A,хуучин,pîr
762,alt::A,хуучин,kevn
763,neu::A,шинэ,nû
764,ehemalig::A,агсан,kevnar
765,ehemalig::A,агсан,peşidar
766,ehemalig::A,байсан,kevnar
767,ehemalig::A,байсан,peşidar
768,alt[Lebewesen]::A,өвгөн,pîr
769,alt[Lebewesen]::A,хижээл,pîr
770,jung::A,залуу,xort
771,arm::A,ядуу,feqîr
772,arm::A,ядуу,desteng
773,reich::A,баян,dewlemend
774,reich::A,баялаг,dewlemend
775,bekannt::A,танил,naskirî
776,berühmt::A,цуутай,navdar
777,berühmt::A,алдартай,navdar
778,fremd::A,харь,xerîb
779,fremd::A,гадаад,xerîb
780,verschieden::A,ондоо,çîhê
781,verschieden::A,янз янзын,çîhê
782,nah::A,ойрын,nêzîk
783,nah::A,дөтийн,nêzîk
784,fern::A,холын,dûr
785,linker::A,буруу,çepê
786,rechter::A,баруун,rastê
787,anderer::A,өөр,yê din
788,anderer::A,нөгөө,yê din
789,erster::A,нэгдэх,yekemîn
790,erster::A,нэгдүгээр,yekemîn
791,zweiter::A,хоёрдугаар,duda
792,dritter::A,гуравдугаар,sisêya
793,letzter::A,сүүлийн,paşîn
794,allein::ADV,ганцаараа,tenê
795,auf einmal::ADV,нэгмөсөн,jar kê
