,Concept_ID,lt,el
129,Quelle::N,šaltinis,πηγή
130,Quelle::N,šaltinis,βρύση
131,Bach::N,upelis,ρυάκι
132,Fluss::N,upė,ποτάμι
133,Fluss::N,upė,ποταμός
134,Ufer::N,krantas,όχθη
135,Küste::N,pajūris,ακτή
136,Küste::N,pajūris,ακρογιαλιά
137,Festland::N,sausuma,στεριά
138,Meer::N,jūra,θάλασσα
139,Bucht::N,įlanka,κόλπος
140,Bucht::N,užutekis,κόλπος
141,Insel::N,sala,νησί
142,Insel::N,sala,νήσος
143,Blume::N,gėlė,άνθος
144,Blume::N,gėlė,λουλούδι
145,Gras::N,žolė,χόρτο
146,Gras::N,žolė,χορτάρι
147,Wurzel::N,šaknis,ρίζα
148,Baum::N,medis,δέντρο
149,Stamm::N,kamienas,κορμός
150,Rinde::N,žievė,φλούδα
151,Ast::N,šaka,κλαδί
152,Zweig::N,šakelė,κλαδί
153,Zweig::N,šakelė,κλάδος
154,Blatt::N,lapas,φύλλο
155,Birke::N,beržas,σημύδα
156,Kiefer[Baum]::N,pušis,πεύκο
157,Weide[Baum]::N,karklas,ιτιά
158,Tanne::N,eglė,έλατο
159,Tanne::N,kėnis,έλατο
160,Horn::N,ragas,κέρας
161,Horn::N,ragas,κέρατο
162,Feder::N,plunksna,φτερό
163,Fell::N,kailis,δέρμα
164,Fell::N,kailis,τομάρι
165,Flügel::N,sparnas,πτερύγιο
166,Klaue::N,kanopa,κουλό
167,Kralle::N,nagas,νύχι
168,Schwanz::N,uodega,ουρά
169,Ei::N,kiaušinis,αβγό
170,Nest::N,gūžta,φωλιά
171,Nest::N,lizdas,φωλιά
172,Bau::N,ola,φωλιά
173,Tier::N,gyvūnas,ζώο
174,Herde::N,banda,κοπάδι
175,Herde::N,kaimenė,κοπάδι
176,Kuh::N,karvė,αγελάδα
177,Bulle::N,bulius,ταύρος
178,Pferd::N,arklys,άλογο
179,Schaf::N,avis,πρόβατο
180,Schwein::N,kiaulė,γουρούνι
181,Hund::N,šuo,σκυλί
182,Hund::N,šuo,σκύλος
183,Katze::N,katė,γάτα
184,Bär::N,lokys,άρκτος
185,Bär::N,lokys,αρκούδα
186,Eichhörnchen::N,voveraitė,βερβερίτσα
187,Elch::N,briedis,άλκη
188,Fuchs::N,lapė,αλεπού
189,Hase::N,kiškas,λαγός
190,Maus::N,pelė,ποντικός
191,Wolf::N,vilkas,λύκος
192,Vogel::N,paukštis,πουλί
193,Schwarm::N,spiečius,σμήνος
194,Huhn::N,višta,κότα
195,Huhn::N,višta,όρνιθα
196,Hahn::N,gaidys,πετεινός
197,Gans::N,žąsis,χήνα
198,Adler::N,erelis,αετός
199,Ente::N,antis,πάπια
200,Eule::N,pelėda,κουκουβάγια
201,Kranich::N,gervė,γερανός
202,Krähe::N,varna,καρακάξα
203,Kuckuck::N,gegužė,κούκος
204,Schwan::N,gulbė,κύκνος
205,Fisch::N,žuvis,ψάρι
206,Barsch::N,ešerys,πέρκα
207,Hecht::N,lydeka,λούτσος
208,Schlange[Tier]::N,gyvatė,φίδι
209,Wurm::N,kirmėlė,σκουλήκι
210,Spinne::N,voras,αράχνη
211,Ameise::N,skruzdė,μυρμήγκι
212,Laus::N,utėlė,ψείρα
213,Mücke::N,uodas,κουνούπι
214,Fliege::N,musė,μύγα
215,Schmetterling::N,drugys,πεταλούδα
216,Schmetterling::N,peteliškė,πεταλούδα
217,Beere::N,uoga,ρόγα
218,Apfel::N,obuolys,μήλο
219,Pilz::N,grybas,μανιτάρι
220,Zwiebel::N,svogūnas,κρεμμύδι
221,Saat::N,sėkla,σπόρος
222,Korn::N,grūdai,σπυρί
223,Heu::N,šienas,σανός
224,Schale::N,žievelė,τσόφλι
225,Grube::N,duobė,λάκκος
226,Falle::N,pinklės,παγίδα
227,Falle::N,žabangai,παγίδα
228,Schlinge::N,kilpa,θηλειά
229,Spur::N,vėžė,ίχνος
230,Spur::N,pėdos,ίχνος
231,Spur::N,pėdsakas,ίχνος
232,Asche::N,pelenai,στάχτη
233,Dreck::N,purvas,βρωμιά
234,Eisen::N,geležis,σίδερο
235,Gold::N,auksas,μάλαμα
236,Gold::N,auksas,χρυσάφι
237,Silber::N,sidabras,ασήμι
238,Silber::N,sidabras,άργυρος
239,Kohle::N,anglis,κάρβουνο
240,Glas::N,stiklas,γυαλί
241,Lehm::N,molis,πηλός
242,Sand::N,smėlis,άμμος
243,Mensch::N,žmogus,άνθρωπος
244,Mann::N,vyras,άνδρας
245,Mann::N,vyriškis,άνδρας
246,Frau::N,moteris,γυναίκα
247,Kind::N,vaikas,παιδί
248,Junge::N,vaikinas,αγόρι
249,Junge::N,berniukas,αγόρι
250,Mädchen::N,mergytė,κοπέλα
251,Mädchen::N,mergytė,κορίτσι
252,Mädchen::N,mergaitė,κοπέλα
253,Mädchen::N,mergaitė,κορίτσι
254,Familie::N,šeima,οικογένεια
255,Großvater::N,senelis,παππούς
256,Großmutter::N,senelė,γιαγιά
257,Eltern::N,tėvai,γονείς
258,Vater::N,tėvas,πατέρας
259,Mutter::N,motina,μητέρα
260,Sohn::N,sūnus,γιος
261,Tochter::N,duktė,κόρη
262,Bruder::N,brolis,αδελφός
263,Schwester::N,sesuo,αδελφή
264,Onkel::N,dėdė,θείος
265,Tante::N,teta,θεία
266,Ehemann::N,vyras,σύζυγος
267,Ehefrau::N,žmona,σύζυγος
268,Freude::N,džiaugsmas,χαρά
269,Gelächter::N,juokas,γέλια
270,Glück::N,laimė,ευτυχία
271,Kummer::N,vargas,έγνοια
272,Kummer::N,rūpestis,έγνοια
273,Wunsch::N,troškimas,επιθυμία
274,Wunsch::N,pageidavimas,επιθυμία
275,Lust::N,noras,όρεξη
276,Lust::N,geidulys,όρεξη
277,Geist::N,dvasia,πνέυμα
278,Gedanke::N,mintis,σκέψη
279,Gedächtnis::N,atmintis,μνήμη
280,Verstand::N,protas,νους
281,Sinn::N,prasmė,νόημα
282,Grund::N,priežastis,λόγος
283,Wahrheit::N,tiesa,αλήθεια
284,Wahrheit::N,teisybė,αλήθεια
285,Gespräch::N,pokalbis,συνομιλία
286,Märchen::N,pasaka,παραμύθι
287,Erzählung::N,apsakymas,διήγημα
288,Erzählung::N,pasakojimas,διήγημα
289,Nachricht::N,žinia,είδηση
290,Neuigkeit::N,naujiena,νέο
291,Name::N,vardas,όνομα
292,Rätsel::N,mįslė,αίνιγμα
293,Rede::N,kalba,λόγος
294,Rede::N,kalba,ομιλία
295,Sprache::N,kalba,γλώσσα
296,Stimme::N,balsas,φωνή
297,Wort::N,žodis,λέξη
298,Zeichen::N,žymė,σημείο
299,Zeichen::N,ženklas,σημείο
300,Ruf::N,šauksmas,κραυγή
301,Lärm::N,triukšmas,θόρυβος
302,Laut::N,garsas,ήχος
303,Ton::N,tonas,ήχος
304,Ton::N,tonas,τόνος
305,Ton::N,garsas,ήχος
306,Ton::N,garsas,τόνος
307,Lied::N,daina,τραγούδι
308,Lied::N,giesmė,τραγούδι
309,Ruhe::N,ramybė,ησυχία
310,Ruhe::N,ramumas,ησυχία
311,Leute::N,žmonės,κόσμος
312,Leute::N,žmonės,άνθρωποι
313,Volk::N,tauta,λαός
314,Arbeit::N,darbas,εργασία
315,Arbeit::N,triūsas,εργασία
316,Gast::N,svečias,επισκέπτης
317,Geschenk::N,dovana,δώρο
318,Spiel::N,žaismas,παιχνίδι
319,Spiel::N,žaidimas,παιχνίδι
320,Gesellschaft::N,draugija,κοινωνία
321,Gesellschaft::N,kompanija,κοινωνία
322,Hilfe::N,pagalba,βοήθεια
323,Freund::N,draugas,φίλος
324,Freund::N,bičiulis,φίλος
325,Kamerad::N,draugas,σύντροφος
326,Angelegenheit::N,dalykas,υπόθεση
327,Angelegenheit::N,reikalas,υπόθεση
328,Anzahl::N,kiekis,αριθμός
329,Anzahl::N,skaičius,αριθμός
330,Art::N,rūšis,είδος
331,Stück::N,gabalas,κομμάτι
332,Teil::N,dalis,μέρος
333,Hälfte::N,pusė,μισό
334,Kreis::N,ratas,κύκλος
335,Kreis::N,apskritis,κύκλος
336,Kreis::N,apskritimas,κύκλος
337,Kreuz::N,kryžius,σταυρός
338,Linie::N,linija,γραμμή
339,Strich::N,brėžis,γραμμή
340,Strich::N,brūkšnys,γραμμή
341,Abstand::N,atstumas,απόσταση
342,Entfernung::N,atstumas,απόσταση
343,Gegend::N,vietovė,περιοχή
344,Gegend::N,vietovė,τοποθεσία
345,Platz::N,vieta,χώρος
346,Ort::N,vieta,τόπος
347,Ort::N,vietovė,τόπος
348,Seite::N,pusė,πλευρά
349,Seite::N,šonas,πλευρά
350,Mitte::N,vidurys,μέση
351,Gegenstand::N,dalykas,αντικείμενο
352,Sache::N,daiktas,πράγμα
353,Rand::N,kraštas,άκρη
354,Rand::N,kraštas,χείλος
355,Rand::N,pakraštys,άκρη
356,Rand::N,pakraštys,χείλος
357,Kante::N,kraštas,άκρη
358,Ecke::N,kertė,γωνιά
359,Ecke::N,kampas,γωνιά
360,Spitze::N,priekis,μύτη
361,Spitze::N,priešakys,μύτη
362,Ende::N,galas,άκρη
363,Loch::N,skylė,τρύπα
364,Winkel::N,kampas,γωνία
365,Winkel::N,kampelis,γωνία
366,Muster::N,raštas,σχέδιο
367,Größe::N,dydis,μέγεθος
368,Größe::N,didumas,μέγεθος
369,Länge::N,ilgis,μήκος
370,Länge::N,ilgumas,μήκος
371,Höhe::N,aukštis,ύψος
372,Höhe::N,aukštuma,ύψος
373,Gewicht::N,svoris,βάρος
374,Gewicht::N,svarstis,βάρος
375,Menge::N,kiekis,ποσότητα
376,Menge::N,daugybė,ποσότητα
377,Haufen::N,krūva,σωρός
378,Haufen::N,šūsnis,σωρός
379,Reihe::N,greta,αράδα
380,Boot::N,valtis,βάρκα
381,Boot::N,laivelis,βάρκα
382,Ruder::N,irklas,κουπί
383,Schlitten::N,rogės,έλκηθρο
384,Schlitten::N,rogutės,έλκηθρο
385,Ski::N,slidė,σκι
386,Lagerfeuer::N,laužas,φωτιά
387,Last::N,našta,φορτίο
388,Last::N,nešulys,φορτίο
389,Gang::N,eisena,δρόμος
390,Schritt::N,žingsnis,βήμα
391,Norden::N,šiaurė,βορράς
392,Norden::N,žiemiai,βορράς
393,Süden::N,pietūs,νότος
394,Westen::N,vakarai,δύση
395,Osten::N,rytai,ανατολή
396,Holz::N,mediena,ξύλο
397,Brett::N,lenta,σανίδι
398,Platte::N,plokštė,πλάκα
399,Stütze::N,atrama,στήριγμα
400,Stütze::N,atspara,στήριγμα
401,Stange::N,lazda,ραβδί
402,Stange::N,lazda,κοντός
403,Stange::N,kartis,ραβδί
404,Stange::N,kartis,κοντός
405,Stock::N,lazda,ξύλο
406,Stock::N,lazda,μπαστούνι
407,Stab::N,kartis,ραβδί
408,Rohr::N,vamzdis,σωλήνας
409,Haus::N,namas,σπίτι
410,Heim::N,namai,σπίτι
411,Ofen::N,krosnis,σόμπα
412,Ofen::N,krosnis,θερμάστρα
413,Fußboden::N,grindys,πάτωμα
414,Tisch::N,stalas,τραπέζι
415,Stuhl::N,kėdė,καρέκλα
416,Wiege::N,lopšys,κούνια
417,Bett::N,lova,κρεβάτι
418,Bett::N,patalai,κρεβάτι
419,Regal::N,lentyna,ράφι
420,Kiste::N,dėžė,κιβώτιο
421,Fenster::N,langas,παράθυρο
422,Tür::N,durys,πόρτα
423,Tor::N,vartai,πύλη
424,Zaun::N,tvora,φράχτης
425,Dach::N,stogas,στέγη
426,Leiter::N,kopėčios,σκάλα
427,Leiter::N,kopėčios,κλίμακα
428,Besen::N,šluota,σκούπα
429,Spaten::N,lopeta,φτυάρι
430,Spaten::N,kastuvas,φτυάρι
431,Schaufel::N,semtuvas,φτυάρι
432,Gabel::N,šakutė,πιρούνι
433,Löffel::N,šaukštas,κουτάλι
434,Messer::N,peilis,μαχαίρι
435,Nagel::N,vinis,καρφί
436,Netz::N,tinklas,δίχτυ
437,Haken::N,vagis,γάντζος
438,Haken::N,vagis,αγκίστρι
439,Haken::N,kablys,γάντζος
440,Haken::N,kablys,αγκίστρι
441,Griff::N,kotas,λαβή
442,Griff::N,rankena,λαβή
443,Schloss::N,spyna,κλειδαριά
444,Schloss::N,užraktas,κλειδαριά
445,Bild::N,paveikslas,εικόνα
446,Figur::N,figūra,ανάστημα
447,Puppe::N,lėlė,κούκλα
448,Beutel::N,krepšys,πουγγί
449,Beutel::N,maišelis,πουγγί
450,Bündel::N,ryšulys,δεμάτι
451,Tasche::N,krepšelis,τσάντα
452,Eimer::N,kibiras,κουβάς
453,Deckel::N,dangtis,καπάκι
454,Geschirr::N,indai,σκεύη
455,Sack::N,maišas,σάκος
456,Tasse::N,puodukas,φλιτζάνι
457,Topf::N,puodas,χύτρα
458,Kessel::N,katilas,καζάνι
459,Essen::N,valgis,φαγητό
460,Nahrung::N,penas,τροφή
461,Nahrung::N,maistas,τροφή
462,Speise::N,patiekalas,φαγητό
463,Fleisch::N,mėsa,κρέας
464,Getreide::N,javai,σιτάρι
465,Brei::N,košė,χυλός
466,Brot::N,duona,ψωμί
467,Brot::N,duona,άρτος
468,Scheibe::N,riekė,φέτα
469,Fett::N,taukai,πάχος
470,Fett::N,riebalai,πάχος
471,Butter::N,sviestas,βούτυρο
472,Öl::N,aliejus,λάδι
473,Salz::N,druska,αλάτι
474,Suppe::N,sriuba,σούπα
475,Honig::N,medus,μέλι
476,Milch::N,pienas,γάλα
477,Tee::N,arbata,τσάι
478,Leder::N,oda,πετσί
479,Wolle::N,vilna,μαλλί
480,Stoff::N,audeklas,ύφασμα
481,Nadel::N,adata,βελόνα
482,Faden::N,gija,κλωστή
483,Faden::N,siūlas,κλωστή
484,Knopf::N,saga,κουμπί
485,Knoten::N,mazgas,κόμπος
486,Farbe::N,dažai,μπογιά
487,Kleidung::N,rūbai,ρούχα
488,Kleidung::N,rūbai,ενδυμασία
489,Kleidung::N,drabužiai,ρούχα
490,Kleidung::N,drabužiai,ενδυμασία
491,Hemd::N,marškiniai,πουκάμισο
492,Kragen::N,apykaklė,κολάρο
493,Ärmel::N,rankovė,μανίκι
494,Hose::N,kelnės,πανταλόνι
495,Gürtel::N,juosta,ζώνη
496,Gürtel::N,diržas,ζώνη
497,Mütze::N,kepurė,σκούφος
498,Schuh::N,batas,παπούτσι
499,Stiefel::N,auliniai batai,μπότα
500,Ring::N,žiedas,δαχτυλίδι
501,Band::N,kaspinas,κορδέλα
502,Kamm::N,šukos,χτένα
503,Spiegel::N,veidrodis,καθρέφτης
504,Riemen::N,diržas,λουρί
505,Schnur::N,virvė,κορδόνι
506,Leine::N,pavadėlis,σχοινί
507,Decke::N,antklodė,κουβέρτα
508,Kissen::N,pagalvė,μαξιλάρι
509,Kissen::N,priegalvis,μαξιλάρι
510,Tuch::N,skarelė,πανί
511,Tuch::N,skarelė,μαντήλι
512,Handtuch::N,rankšluostis,πετσέτα
513,Kraft::N,jėga,δύναμη
514,Stärke::N,stiprumas,ισχύς
515,Stärke::N,stiprumas,δύναμη
516,Gesundheit::N,sveikata,υγεία
517,Krankheit::N,liga,αρρώστια
518,Schmerz::N,skausmas,πόνος
519,Wunde::N,žaizda,πληγή
520,Fieber::N,karštis,πυρετός
521,Arznei::N,vaistas,φάρμακο
522,Brücke::N,tiltas,γέφυρα
523,Brunnen::N,šulinys,πηγάδι
524,Weide::N,ganykla,βοσκή
525,Weide::N,gluosnis,βοσκή
526,Pfad::N,takas,μονοπάτι
527,Weg::N,kelias,δρόμος
528,Straße::N,gatvė,οδός
529,Straße::N,gatvė,δρόμος
530,Dorf::N,kaimas,χωριό
531,Dorf::N,sodžius,χωριό
532,Stadt::N,miestas,πόλη
533,Brief::N,laiškas,γράμμα
534,Brief::N,laiškas,επιστολή
535,Buch::N,knyga,βιβλίο
536,Buchstabe::N,raidė,γράμμα
537,Zeitung::N,laikraštis,εφημερίδα
538,Leben::N,gyvybė,ζωή
539,Leben::N,gyvybė,βίος
540,Leben::N,gyvenimas,ζωή
541,Leben::N,gyvenimas,βίος
542,Tod::N,mirtis,θάνατος
543,Grab::N,kapas,τάφος
544,Kirche::N,bažnyčia,εκκλησία
545,Sünde::N,nuodėmė,αμαρτία
546,Sünde::N,nusidėjimas,αμαρτία
547,Gott::N,dievas,θεός
548,Arbeiter::N,darbininkas,εργάτης
549,Chef::N,šefas,προϊστάμενος
550,Chef::N,vadovas,προϊστάμενος
551,Chef::N,viršininkas,προϊστάμενος
552,Meister::N,meistras,μάστορας
553,Meister::N,meistras,αρχιτεχνίτης
554,Arzt::N,gydytojas,γιατρός
555,Lehrer::N,mokytojas,δάσκαλος
556,Geld::N,pinigai,λεφτά
557,Geld::N,pinigai,χρήματα
558,Geschäft::N,biznis,συναλλαγή
559,Laden::N,krautuvė,μαγαζί
560,Laden::N,krautuvė,κατάστημα
561,Laden::N,parduotuvė,μαγαζί
562,Laden::N,parduotuvė,κατάστημα
563,Preis::N,kaina,τιμή
564,Ware::N,prekė,εμπόρευμα
565,Nutzen::N,nauda,όφελος
566,Nutzen::N,pelnas,όφελος
567,Reichtum::N,turtas,πλούτος
568,Welt::N,pasaulis,κόσμος
569,Land::N,žemė,χώρα
570,Land::N,šalis,χώρα
571,Staat::N,valstija,κράτος
572,Staat::N,valstija,πολιτεία
573,König::N,karalius,βασιλιάς
574,Macht::N,galia,εξουσία
575,Macht::N,valdžia,εξουσία
576,Grenze::N,riba,σύνορα
577,Grenze::N,siena,σύνορα
578,Krieg::N,karas,πόλεμος
579,Feind::N,priešas,εχθρός
580,Gewalt::N,jėga,βία
581,Gewalt::N,smurtas,βία
582,Gewalt::N,prievarta,βία
583,Kampf::N,kova,αγώνας
584,Bogen[Waffe]::N,lankas,τόξο
585,Pfeil::N,strėlė,σαΐτα
586,Gewehr::N,šautuvas,τουφέκι
587,Fehler::N,klaida,λάθος
588,Fehler::N,klaida,σφάλμα
589,Lüge::N,melas,ψέμα
590,Lüge::N,melas,ψεύδος
591,Schaden::N,nuostolis,ζημία
592,Schaden::N,apgadinimas,ζημία
593,Unglück::N,nelaimė,δυστυχία
594,Schuld::N,kaltė,ενοχή
595,Schuld::N,kaltė,φταίξιμο
596,Alter::N,amžius,ηλικία
597,Schluss::N,pabaiga,τέλος
598,Zeit::N,laikas,χρόνος
599,Tag::N,diena,μέρα
600,Tag::N,diena,ημέρα
601,Morgen::N,rytas,πρωί
602,Mittag::N,vidurdienis,μεσημέρι
603,Abend::N,vakaras,βράδυ
604,Nacht::N,naktis,νύχτα
605,Woche::N,savaitė,εβδομάδα
606,Monat::N,mėnuo,μήνας
607,Jahr::N,metai,έτος
608,Jahr::N,metai,χρόνος
609,Frühling::N,pavasaris,άνοιξη
610,Sommer::N,vasara,καλοκαίρι
611,Herbst::N,ruduo,φθινόπωρο
612,Winter::N,žiema,χειμώνας
613,Januar::N,sausis,Ιανουάριος
614,Februar::N,vasaris,Φεβρουάριος
615,März::N,kovas,Μάρτιος
616,April::N,balandis,Απρίλιος
617,Mai::N,gegužė,Μάιος
618,Juni::N,birželis,Ιούνιος
619,Juli::N,liepa,Ιούλιος
620,August::N,rugpjūtis,Αύγουστος
621,September::N,rugsėjis,Σεπτέμβριος
622,Oktober::N,spalis,Οκτώβριος
623,November::N,lapkritis,Νοέμβριος
624,Dezember::N,gruodis,Δεκέμβριος
625,Montag::N,pirmadienis,Δευτέρα
626,Dienstag::N,antradienis,Τρίτη
627,Mittwoch::N,trečiadienis,Τετάρτη
628,Donnerstag::N,ketvirtadienis,Πέμπτη
629,Freitag::N,penktadienis,Παρασκευή
630,Samstag::N,šeštadienis,Σάββατο
631,Sonntag::N,sekmadienis,Κυριακή
632,groß::A,didis,μεγάλος
633,groß::A,didelis,μεγάλος
634,klein::A,mažas,μικρός
635,lang::A,ilgas,μακρύς
636,kurz::A,trumpas,κοντός
637,breit::A,platus,φαρδύς
638,schmal::A,smulkus,στενός
639,dicht::A,tankus,πυκνός
640,dick[Gegenstand]::A,storas,παχύς
641,dick[Gegenstand]::A,storas,χοντρός
642,dünn::A,plonas,ψιλός
643,dünn::A,plonas,λεπτός
644,fein::A,smulkus,ψιλός
645,fest::A,kietas,στερεός
646,fest::A,tvirtas,στερεός
647,flach::A,lėkštas,επίπεδος
648,flach::A,plokščias,επίπεδος
649,glatt::A,slidus,λείος
650,glatt::A,slidus,ομαλός
651,hart::A,kietas,σκληρός
652,weich::A,minkštas,μαλακός
653,rund::A,apvalus,στρογγυλός
654,rund::A,apskritas,στρογγυλός
655,spitz::A,aštrus,μυτερός
656,spitz::A,smailus,μυτερός
657,scharf::A,aštrus,κοφτερός
658,stumpf::A,bukas,αμβλύς
659,stumpf::A,atšipęs,αμβλύς
660,schwer::A,sunkus,βαρύς
661,schön::A,gražus,ωραίος
662,schön::A,gražus,όμορφος
663,heiß::A,karštas,ζεστός
664,warm::A,šiltas,θερμός
665,kalt::A,šaltas,κρύος
666,kalt::A,šaltas,ψυχρός
667,kühl::A,vėsus,δροσερός
668,kühl::A,bejausmis,δροσερός
669,frisch::A,šviežias,νωπός
670,frisch::A,šviežias,φρέσκος
671,feucht::A,drėgnas,υγρός
672,nass::A,šlapias,βρεγμένος
673,trocken::A,sausas,ξηρός
674,trocken::A,sausas,στεγνός
675,voll::A,pilnas,γεμάτος
676,leer::A,tuščias,άδειος
677,offen::A,atviras,ανοιχτός
678,geschlossen::A,uždaras,κλειστός
679,geschlossen::A,uždarytas,κλειστός
680,sauber::A,švarus,καθαρός
681,schmutzig::A,nešvarus,βρώμικος
682,schmutzig::A,nešvarus,λερωμένος
683,schmutzig::A,purvinas,βρώμικος
684,schmutzig::A,purvinas,λερωμένος
685,roh::A,žalias,ωμός
686,reif::A,prinokęs,ώριμος
687,reif::A,pribrendęs,ώριμος
688,lecker::A,gardus,νόστιμος
689,süß::A,saldus,γλυκός
690,bitter::A,kartus,πικρός
691,sauer::A,gižus,ξινός
692,sauer::A,rūgštus,ξινός
693,hell::A,šviesus,φωτεινός
694,hell::A,skaistus,φωτεινός
695,dunkel::A,tamsus,σκοτεινός
696,schwarz::A,juodas,μαύρος
697,schwarz::A,juodas,μελανός
698,weiß::A,baltas,άσπρος
699,rot::A,raudonas,κόκκινος
700,gelb::A,geltonas,κίτρινος
701,blau::A,mėlynas,μπλε
702,blau::A,mėlynas,γαλανός
703,grün::A,žalias,πράσινος
704,grau::A,pilkas,γκρίζος
705,bunt::A,margas,ποικιλόχρωπος
706,bunt::A,spalvotas,ποικιλόχρωπος
707,billig::A,pigus,φτηνός
708,teuer::A,brangus,ακριβός
709,wertvoll::A,vertingas,πολύτιμος
710,blind::A,aklas,τυφλός
711,taub::A,kurčias,κουφός
712,kräftig::A,stiprus,δυνατός
713,stark::A,stiprus,γερός
714,schwach::A,silpnas,αδύνατος
