,Concept_ID,et,lv
171,Feuer::N,tuli,uguns
172,Licht::N,valgus,югӧр
173,Licht::N,valgus,gaisma
174,Schatten::N,vari,вуджӧр
175,Schatten::N,vari,ēna
176,Wetter::N,ilm,поводдя
177,Wetter::N,ilm,laiks
178,Nebel::N,udu,ру
179,Nebel::N,udu,онь
180,Nebel::N,udu,migla
181,Wolke::N,pilv,кымӧр
182,Wolke::N,pilv,mākonis
183,Regen::N,sadu,зэр
184,Regen::N,sadu,lietus
185,Schnee::N,lumi,лым
186,Schnee::N,lumi,sniegs
187,Eis::N,jää,йи
188,Eis::N,jää,ledus
189,Frost::N,pakane,кӧдзыд
190,Frost::N,pakane,sals
191,Kälte::N,külm,кӧдзыд
192,Kälte::N,külm,saltums
193,Kälte::N,külm,aukstums
194,Kälte::N,külmus,кӧдзыд
195,Kälte::N,külmus,saltums
196,Kälte::N,külmus,aukstums
197,Hitze::N,kuumus,пӧсь
198,Hitze::N,kuumus,гожӧд
199,Hitze::N,kuumus,karstums
200,Hitze::N,palavus,пӧсь
201,Hitze::N,palavus,гожӧд
202,Hitze::N,palavus,karstums
203,Raureif::N,härmatis,пуж
204,Raureif::N,härmatis,гыӧр
205,Raureif::N,härmatis,sarma
206,Regenbogen::N,vikerkaar,ӧшкамӧшка
207,Regenbogen::N,vikerkaar,varavīksne
208,Donner::N,kõu,гым
209,Donner::N,kõu,pērkons
210,Donner::N,müristamine,гым
211,Donner::N,müristamine,pērkons
212,Strömung::N,voolus,ва ныр
213,Strömung::N,voolus,визувтӧм
214,Strömung::N,voolus,straume
215,Strömung::N,voolus,strāvojums
216,Strömung::N,jõevool,ва ныр
217,Strömung::N,jõevool,визувтӧм
218,Strömung::N,jõevool,straume
219,Strömung::N,jõevool,strāvojums
220,Tropfen::N,tilk,войт
221,Tropfen::N,tilk,lāse
222,Schaum::N,vaht,быг
223,Schaum::N,vaht,быгзьӧм
224,Schaum::N,vaht,putas
225,Schmutz::N,pori,няйт
226,Schmutz::N,pori,dubļi
227,Schmutz::N,mustus,няйт
228,Schmutz::N,mustus,dubļi
229,See::N,järv,ты
230,See::N,järv,ezers
231,Sumpf::N,soo,гыбад
232,Sumpf::N,soo,кад
233,Sumpf::N,soo,dumbrājs
234,Sumpf::N,soo,staignājs
235,Moor::N,raba,нюр
236,Moor::N,raba,purvs
237,Moor::N,raba,muklājs
238,Wiese::N,aas,видз
239,Wiese::N,aas,pļava
240,Wiese::N,nurm,видз
241,Wiese::N,nurm,pļava
242,Wald::N,mets,вӧр
243,Wald::N,mets,mežs
244,Hügel::N,küngas,дзиб
245,Hügel::N,küngas,мыльк
246,Hügel::N,küngas,нӧрыс
247,Hügel::N,küngas,paugurs
248,Anhöhe::N,küngas,мыльк
249,Anhöhe::N,küngas,нӧрыс
250,Anhöhe::N,küngas,paugurs
251,Berg::N,mägi,чой
252,Berg::N,mägi,керӧс
253,Berg::N,mägi,kalns
254,Gipfel::N,mäetipp,чук
255,Gipfel::N,mäetipp,virsotne
256,Höhle::N,koobas,рудӧг
257,Höhle::N,koobas,ala
258,Abhang::N,nõlvak,ньывк
259,Abhang::N,nõlvak,бокша
260,Abhang::N,nõlvak,nogāze
261,Quelle::N,allikas,ӧшмӧс
262,Quelle::N,allikas,avots
263,Bach::N,oja,шор
264,Bach::N,oja,urga
265,Bach::N,oja,strauts
266,Fluss::N,jõgi,ю
267,Fluss::N,jõgi,upe
268,Ufer::N,kallas,вадор
269,Ufer::N,kallas,krasts
270,Küste::N,rannik,вадор
271,Küste::N,rannik,piekraste
272,Festland::N,mander,му
273,Festland::N,mander,sauszeme
274,Festland::N,maismaa,му
275,Festland::N,maismaa,sauszeme
276,Meer::N,meri,саридз
277,Meer::N,meri,jūra
278,Bucht::N,laht,куръя
279,Bucht::N,laht,līcis
280,Insel::N,saar,ді
281,Insel::N,saar,sala
282,Blume::N,lill,дзоридз
283,Blume::N,lill,puķe
284,Blume::N,lill,zieds
285,Gras::N,rohi,турун
286,Gras::N,rohi,zāle
287,Wurzel::N,juur,вуж
288,Wurzel::N,juur,sakne
289,Baum::N,puu,пу
290,Baum::N,puu,koks
291,Stamm::N,tüvi,пучер
292,Stamm::N,tüvi,stumbrs
293,Rinde::N,koor,кырсь
294,Rinde::N,koor,miza
295,Ast::N,oks,ув
296,Ast::N,oks,zars
297,Zweig::N,oks,вож
298,Zweig::N,oks,nozare
299,Blatt::N,leht,кор
300,Blatt::N,leht,lapa
301,Birke::N,kask,кыдз
302,Birke::N,kask,bērzs
303,Kiefer[Baum]::N,mänd,пожӧм
304,Kiefer[Baum]::N,mänd,priede
305,Weide[Baum]::N,paju,бадь
306,Weide[Baum]::N,paju,kārkls
307,Tanne::N,nulg,коз
308,Tanne::N,nulg,egle
309,Horn::N,sarv,сюр
310,Horn::N,sarv,rags
311,Feder::N,sulg,гӧн
312,Feder::N,sulg,тывборд
313,Feder::N,sulg,spalva
314,Fell::N,karvkate,ку
315,Fell::N,karvkate,āda
316,Fell::N,karusnahk,ку
317,Fell::N,karusnahk,āda
318,Flügel::N,tiib,борд
319,Flügel::N,tiib,spārns
320,Flügel::N,tiivik,борд
321,Flügel::N,tiivik,spārns
322,Klaue::N,küüs,гыж
323,Klaue::N,küüs,nags
324,Kralle::N,küünis,гыж
325,Kralle::N,küünis,nags
326,Schwanz::N,saba,бӧж
327,Schwanz::N,saba,ļipa
328,Ei::N,muna,кольк
329,Ei::N,muna,ola
330,Nest::N,pesa,поз
331,Nest::N,pesa,ligzda
332,Bau::N,urg,горс
333,Bau::N,urg,пырмӧс
334,Bau::N,urg,гу
335,Bau::N,urg,ala
336,Tier::N,loom,пемӧс
337,Tier::N,loom,dzīvnieks
338,Herde::N,kari,стада
339,Herde::N,kari,кельӧб
340,Herde::N,kari,ganāmpulks
341,Kuh::N,lehm,мӧс
342,Kuh::N,lehm,govs
343,Bulle::N,pull,ӧш
344,Bulle::N,pull,bullis
345,Pferd::N,hobune,вӧв
346,Pferd::N,hobune,zirgs
347,Schaf::N,lammas,ыж
348,Schaf::N,lammas,aita
349,Schwein::N,siga,порсь
350,Schwein::N,siga,cūka
351,Hund::N,koer,пон
352,Hund::N,koer,suns
353,Katze::N,kass,кань
354,Katze::N,kass,kaķis
355,Bär::N,karu,ош
356,Bär::N,karu,lācis
357,Eichhörnchen::N,orav,ур
358,Eichhörnchen::N,orav,vāvere
359,Elch::N,põder,йӧра
360,Elch::N,põder,alnis
361,Fuchs::N,rebane,руч
362,Fuchs::N,rebane,lapsa
363,Hase::N,jänes,кӧч
364,Hase::N,jänes,zaķis
365,Maus::N,hiir,шыр
366,Maus::N,hiir,pele
367,Wolf::N,hunt,кӧин
368,Wolf::N,hunt,vilks
369,Vogel::N,lind,кай
370,Vogel::N,lind,лэбач
371,Vogel::N,lind,putns
372,Schwarm::N,parv,чукӧр
373,Schwarm::N,parv,spiets
374,Huhn::N,kana,курӧг
375,Huhn::N,kana,vista
376,Hahn::N,kukk,петук
377,Hahn::N,kukk,gailis
378,Gans::N,hani,дзодзӧг
379,Gans::N,hani,zoss
380,Adler::N,kotkas,кутш
381,Adler::N,kotkas,ērglis
382,Ente::N,part,утка
383,Ente::N,part,pīle
384,Eule::N,kakk,сюзь
385,Eule::N,kakk,pūce
386,Eule::N,öökull,сюзь
387,Eule::N,öökull,pūce
388,Kranich::N,kurg,тури
389,Kranich::N,kurg,dzērve
390,Krähe::N,vares,рака
391,Krähe::N,vares,vārna
392,Kuckuck::N,kägu,кӧк
393,Kuckuck::N,kägu,dzeguze
394,Schwan::N,luik,юсь
395,Schwan::N,luik,gulbis
396,Fisch::N,kala,чери
397,Fisch::N,kala,zivs
398,Barsch::N,ahven,ёкыш
399,Barsch::N,ahven,asaris
400,Hecht::N,haug,сир
401,Hecht::N,haug,līdaka
402,Schlange[Tier]::N,uss,кый
403,Schlange[Tier]::N,uss,čūska
404,Wurm::N,uss,номыр
405,Wurm::N,uss,tārps
406,Wurm::N,vagel,номыр
407,Wurm::N,vagel,tārps
408,Spinne::N,ämblik,черань
409,Spinne::N,ämblik,zirneklis
410,Ameise::N,sipelgas,кодзувкот
411,Ameise::N,sipelgas,skudra
412,Laus::N,täi,той
413,Laus::N,täi,uts
414,Mücke::N,sääsk,ном
415,Mücke::N,sääsk,ods
416,Fliege::N,kärbes,гут
417,Fliege::N,kärbes,muša
418,Schmetterling::N,liblikas,бобув
419,Schmetterling::N,liblikas,tauriņš
420,Beere::N,mari,тусь
421,Beere::N,mari,вотӧс
422,Beere::N,mari,oga
423,Apfel::N,õun,яблӧг
424,Apfel::N,õun,ābols
425,Pilz::N,seen,тшак
426,Pilz::N,seen,sēne
427,Zwiebel::N,sibul,луккок
428,Zwiebel::N,sibul,йӧнгыль
429,Zwiebel::N,sibul,sīpols
430,Saat::N,seeme,тусь
431,Saat::N,seeme,кӧйдыс
432,Saat::N,seeme,sēkla
433,Korn::N,iva,тусь
434,Korn::N,iva,grauds
435,Korn::N,tera,тусь
436,Korn::N,tera,grauds
437,Heu::N,hein,турун
438,Heu::N,hein,siens
439,Schale::N,koor,кор
440,Schale::N,koor,čaula
441,Schale::N,koor,čaumala
442,Grube::N,kaevand,гу
443,Grube::N,kaevand,bedre
444,Falle::N,lõks,лэч
445,Falle::N,lõks,slazds
446,Falle::N,lõks,lamatas
447,Falle::N,püünis,лэч
448,Falle::N,püünis,slazds
449,Falle::N,püünis,lamatas
450,Schlinge::N,aas,лэч
451,Schlinge::N,aas,cilpa
452,Spur::N,jälg,туй
453,Spur::N,jälg,pēda
454,Asche::N,tuhk,пӧм
455,Asche::N,tuhk,pelni
456,Dreck::N,saast,няйт
457,Dreck::N,saast,dubļi
458,Dreck::N,mustus,няйт
459,Dreck::N,mustus,dubļi
460,Eisen::N,raud,кӧрт
461,Eisen::N,raud,dzelzs
462,Gold::N,kuld,зарни
463,Gold::N,kuld,zelts
464,Silber::N,hõbe,эзысь
465,Silber::N,hõbe,sudrabs
466,Kohle::N,süsi,шом
467,Kohle::N,süsi,ogle
468,Glas::N,klaas,стеклӧ
469,Glas::N,klaas,stikls
470,Lehm::N,savi,сёй
471,Lehm::N,savi,māls
472,Sand::N,liiv,лыа
473,Sand::N,liiv,smiltis
474,Mensch::N,inimene,морт
475,Mensch::N,inimene,cilvēks
476,Mann::N,mees,аймӧрт
477,Mann::N,mees,мужичӧй
478,Mann::N,mees,vīrietis
479,Frau::N,naine,ань
480,Frau::N,naine,нывбаба
481,Frau::N,naine,sieviete
482,Kind::N,laps,кага
483,Kind::N,laps,bērns
484,Junge::N,poiss,пи
485,Junge::N,poiss,zēns
486,Junge::N,poiss,puika
487,Junge::N,poiss,puisis
488,Mädchen::N,tüdruk,ныв
489,Mädchen::N,tüdruk,meiča
490,Mädchen::N,tüdruk,skuķis
491,Mädchen::N,tüdruk,meitene
492,Familie::N,perekond,семья
493,Familie::N,perekond,ģimene
494,Großvater::N,vanaisa,пӧль
495,Großvater::N,vanaisa,vecaistēvs
496,Großmutter::N,vanaema,баб
497,Großmutter::N,vanaema,vecāmāte
498,Eltern::N,vanemad,ай-мам
499,Eltern::N,vanemad,бать-мам
500,Eltern::N,vanemad,vecāki
501,Vater::N,isa,бать
502,Vater::N,isa,ай
503,Vater::N,isa,tēvs
504,Mutter::N,ema,мам
505,Mutter::N,ema,māte
506,Sohn::N,poeg,пи
507,Sohn::N,poeg,dēls
508,Tochter::N,tütar,ныв
509,Tochter::N,tütar,meita
510,Bruder::N,vend,вок
511,Bruder::N,vend,brālis
512,Schwester::N,õde,чой
513,Schwester::N,õde,māsa
514,Onkel::N,onu,дядь
515,Onkel::N,onu,tēvocis
516,Tante::N,tädi,тьӧт
517,Tante::N,tädi,tante
518,Ehemann::N,mees,верӧс
519,Ehemann::N,mees,vīrs
520,Ehemann::N,abikaasa,верӧс
521,Ehemann::N,abikaasa,vīrs
522,Ehefrau::N,naine,гӧтыр
523,Ehefrau::N,naine,sieva
524,Ehefrau::N,abikaasa,гӧтыр
525,Ehefrau::N,abikaasa,sieva
526,Freude::N,rõõm,радлун
527,Freude::N,rõõm,prieks
528,Gelächter::N,naer,серам
529,Gelächter::N,naer,smiekli
530,Glück::N,õnn,шуд
531,Glück::N,õnn,laime
532,Kummer::N,mure,шог
533,Kummer::N,mure,bēdas
534,Kummer::N,mure,raizes
535,Kummer::N,kurbus,шог
536,Kummer::N,kurbus,bēdas
537,Kummer::N,kurbus,raizes
538,Wunsch::N,soov,кӧсйӧм
539,Wunsch::N,soov,vēlme
540,Wunsch::N,soov,vēlējums
541,Lust::N,himu,кыскӧм
542,Lust::N,himu,радейтӧм
543,Lust::N,himu,kāre
544,Geist::N,vaim,лов
545,Geist::N,vaim,gars
546,Gedanke::N,mõte,мӧвп
547,Gedanke::N,mõte,doma
548,Gedächtnis::N,mälu,паметь
549,Gedächtnis::N,mälu,atmiņa
550,Verstand::N,aru,вежӧр
551,Verstand::N,aru,prāts
552,Verstand::N,mõistus,вежӧр
553,Verstand::N,mõistus,prāts
554,Sinn::N,tähendus,мог
555,Sinn::N,tähendus,вежӧртас
556,Sinn::N,tähendus,nozīme
557,Grund::N,põhjus,помка
558,Grund::N,põhjus,pamats
559,Grund::N,põhjus,iemesls
560,Wahrheit::N,tõde,збыль
561,Wahrheit::N,tõde,збыльтор
562,Wahrheit::N,tõde,taisnība
563,Wahrheit::N,tõde,patiesība
564,Gespräch::N,kõne,сёрни
565,Gespräch::N,kõne,saruna
566,Gespräch::N,vestlus,сёрни
567,Gespräch::N,vestlus,saruna
568,Märchen::N,muinasjutt,мойд
569,Märchen::N,muinasjutt,pasaka
570,Erzählung::N,jutustus,висьт
571,Erzählung::N,jutustus,stāsts
572,Erzählung::N,jutustus,nostāsts
573,Nachricht::N,teade,юӧртӧм
574,Nachricht::N,teade,ziņa
575,Neuigkeit::N,uudis,выльтор
576,Neuigkeit::N,uudis,jaunums
577,Name::N,nimi,ним
578,Name::N,nimi,vārds
579,Rätsel::N,mõistatus,нӧдкыв
580,Rätsel::N,mõistatus,mīkla
581,Rede::N,kõne,сёрни
582,Rede::N,kõne,runa
583,Sprache::N,keel,кыв
584,Sprache::N,keel,valoda
585,Stimme::N,hääl,гӧлӧс
586,Stimme::N,hääl,вом шы
587,Stimme::N,hääl,balss
588,Wort::N,sõna,кыв
589,Wort::N,sõna,vārds
590,Zeichen::N,märk,пас
591,Zeichen::N,märk,zīme
592,Ruf::N,hüüe,чукӧстчӧм
593,Ruf::N,hüüe,корӧм
594,Ruf::N,hüüe,sauciens
595,Lärm::N,müra,шы
596,Lärm::N,müra,зык
597,Lärm::N,müra,зычитӧм
598,Lärm::N,müra,troksnis
599,Laut::N,hääl,шы
600,Laut::N,hääl,skaņa
601,Ton::N,toon,шы
602,Ton::N,toon,tonis
603,Lied::N,laul,сьылан
604,Lied::N,laul,сьыланкыв
605,Lied::N,laul,dziesma
606,Ruhe::N,rahu,чӧв
607,Ruhe::N,rahu,miers
608,Ruhe::N,vaikus,чӧв
609,Ruhe::N,vaikus,miers
610,Leute::N,inimesed,йӧз
611,Leute::N,inimesed,войтыр
612,Leute::N,inimesed,ļaudis
613,Leute::N,inimesed,cilvēki
614,Volk::N,rahvas,йӧз
615,Volk::N,rahvas,войтыр
616,Volk::N,rahvas,tauta
617,Arbeit::N,töö,удж
618,Arbeit::N,töö,darbs
619,Gast::N,külaline,гӧсть
620,Gast::N,külaline,viešņa
621,Gast::N,külaline,ciemiņš
622,Geschenk::N,kingitus,козин
623,Geschenk::N,kingitus,dāvana
624,Spiel::N,mäng,ворсан
625,Spiel::N,mäng,rotaļa
626,Gesellschaft::N,selts,котыр
627,Gesellschaft::N,selts,biedrība
628,Gesellschaft::N,selts,kompānija
629,Hilfe::N,abi,отсӧг
630,Hilfe::N,abi,palīdzība
631,Freund::N,sõber,ёрт
632,Freund::N,sõber,draugs
633,Kamerad::N,sõber,ёрт
634,Kamerad::N,sõber,biedrs
635,Angelegenheit::N,asi,мог
636,Angelegenheit::N,asi,делӧ
637,Angelegenheit::N,asi,darīšana
638,Anzahl::N,arv,лыд
639,Anzahl::N,arv,тшӧт
640,Anzahl::N,arv,skaits
641,Anzahl::N,arv,daudzums
642,Anzahl::N,hulk,лыд
643,Anzahl::N,hulk,тшӧт
644,Anzahl::N,hulk,skaits
645,Anzahl::N,hulk,daudzums
646,Art::N,liik,сикас
647,Art::N,liik,suga
648,Art::N,liik,šķira
649,Stück::N,tükk,тор
650,Stück::N,tükk,gabals
651,Teil::N,osa,юкӧн
652,Teil::N,osa,daļa
653,Hälfte::N,pool,пӧв
654,Hälfte::N,pool,джын
655,Hälfte::N,pool,puse
656,Kreis::N,ring,кытш
657,Kreis::N,ring,aplis
658,Kreis::N,ring,riņķis
659,Kreuz::N,rist,перна
660,Kreuz::N,rist,крест
661,Kreuz::N,rist,krusts
662,Linie::N,joon,визь
663,Linie::N,joon,līnija
664,Strich::N,joon,визь
665,Strich::N,joon,svītra
666,Abstand::N,vahe,кост
667,Abstand::N,vahe,коласт
668,Abstand::N,vahe,atstarpe
669,Entfernung::N,kaugus,ылна
670,Entfernung::N,kaugus,attālums
671,Entfernung::N,kaugus,atstatums
672,Entfernung::N,vahemaa,ылна
673,Entfernung::N,vahemaa,attālums
674,Entfernung::N,vahemaa,atstatums
675,Gegend::N,ümbrus,му-ва
676,Gegend::N,ümbrus,apvidus
677,Gegend::N,ümbrus,apgabals
678,Platz::N,ruum,ылдӧс
679,Platz::N,ruum,йир
680,Platz::N,ruum,гӧгӧртас
681,Platz::N,ruum,vieta
682,Ort::N,paik,ин
683,Ort::N,paik,места
684,Ort::N,paik,vieta
685,Seite::N,pool,бок
686,Seite::N,pool,ӧтарладор
687,Seite::N,pool,sāns
688,Mitte::N,keskpaik,шӧр
689,Mitte::N,keskpaik,vidus
690,Gegenstand::N,ese,кӧлуй
691,Gegenstand::N,ese,priekšmets
692,Sache::N,ese,добра
693,Sache::N,ese,lieta
694,Rand::N,äär,дор
695,Rand::N,äär,mala
696,Rand::N,äär,apmale
697,Rand::N,serv,дор
698,Rand::N,serv,mala
699,Rand::N,serv,apmale
700,Kante::N,kant,дор
701,Kante::N,kant,šķautne
702,Ecke::N,nurk,пельӧс
703,Ecke::N,nurk,kakts
704,Ecke::N,nurk,stūris
705,Spitze::N,teravik,йыв
706,Spitze::N,teravik,smaile
707,Spitze::N,teravik,galotne
708,Ende::N,ots,пом
709,Ende::N,ots,gals
710,Ende::N,ots,uzgalis
711,Ende::N,jupp,пом
712,Ende::N,jupp,gals
713,Ende::N,jupp,uzgalis
714,Loch::N,auk,розь
715,Loch::N,auk,caurums
716,Winkel::N,nurk,пельӧс
717,Winkel::N,nurk,leņķis
718,Muster::N,muster,сер
719,Muster::N,muster,piemērs
720,Größe::N,suurus,ыджда
721,Größe::N,suurus,lielums
722,Länge::N,pikkus,кузьта
723,Länge::N,pikkus,garums
724,Höhe::N,kõrgus,джуджда
725,Höhe::N,kõrgus,augstums
726,Gewicht::N,kaal,сьӧкта
727,Gewicht::N,kaal,сьӧкталун
728,Gewicht::N,kaal,svars
729,Gewicht::N,kaal,smagums
730,Gewicht::N,raskus,сьӧкта
731,Gewicht::N,raskus,сьӧкталун
732,Gewicht::N,raskus,svars
733,Gewicht::N,raskus,smagums
734,Menge::N,arv,лун
735,Menge::N,arv,числӧ
736,Menge::N,arv,masa
737,Menge::N,arv,daudzums
738,Menge::N,hulk,лун
739,Menge::N,hulk,числӧ
740,Menge::N,hulk,masa
741,Menge::N,hulk,daudzums
742,Haufen::N,hunnik,чукӧр
743,Haufen::N,hunnik,čupa
744,Haufen::N,hunnik,grēda
745,Haufen::N,hunnik,kaudze
746,Reihe::N,rivi,рад
747,Reihe::N,rivi,rinda
748,Reihe::N,rivi,virkne
749,Boot::N,paat,пыж
750,Boot::N,paat,laiva
751,Ruder::N,aer,пелыс
752,Ruder::N,aer,ӧпаснӧй
753,Ruder::N,aer,airis
754,Ruder::N,aer,irklis
755,Schlitten::N,saan,дадь
756,Schlitten::N,saan,ragavas
757,Ski::N,suusk,лызь
758,Ski::N,suusk,slēpe
759,Lagerfeuer::N,lõke,бипур
760,Lagerfeuer::N,lõke,ugunskurs
761,Last::N,koorem,сьӧкыдтор
762,Last::N,koorem,krava
763,Gang::N,käik,мунӧм
764,Gang::N,käik,ветлӧм
765,Gang::N,käik,eja
766,Gang::N,käik,gājums
767,Schritt::N,samm,воськов
768,Schritt::N,samm,воськовтӧм
769,Schritt::N,samm,solis
770,Norden::N,põhi,войвыв
771,Norden::N,põhi,ziemeļi
772,Süden::N,lõuna,лунвыв
773,Süden::N,lõuna,dienvidi
774,Westen::N,lääs,рытыв
775,Westen::N,lääs,rietumi
776,Osten::N,ida,асыв
777,Osten::N,ida,austrumi
778,Holz::N,puu,пу
779,Holz::N,puu,koks
780,Holz::N,puu,koksne
781,Brett::N,saelaud,пӧв
782,Brett::N,saelaud,dēlis
783,Platte::N,plaat,плита
784,Platte::N,plaat,plate
785,Platte::N,plaat,plāksne
786,Stütze::N,tugi,пыкӧд
787,Stütze::N,tugi,мыджӧд
788,Stütze::N,tugi,balsts
789,Stütze::N,tugi,atspaids
790,Stange::N,latt,потш
791,Stange::N,latt,maikste
792,Stange::N,teivas,потш
793,Stange::N,teivas,maikste
794,Stock::N,kepp,бедь
795,Stock::N,kepp,boze
796,Stock::N,kepp,spieķis
797,Stab::N,varras,зир
798,Stab::N,varras,zizlis
799,Rohr::N,toru,труба
800,Rohr::N,toru,caurule
801,Haus::N,maja,керка
802,Haus::N,maja,māja
803,Heim::N,kodu,горт
804,Heim::N,kodu,mājas
805,Ofen::N,ahi,пач
806,Ofen::N,ahi,krāsns
807,Fußboden::N,põrand,джодж
808,Fußboden::N,põrand,grīda
809,Tisch::N,laud,пызан
810,Tisch::N,laud,galds
811,Stuhl::N,tool,улӧс
