,Concept_ID,sv,eu
104,Donner::N,åska,ostots
105,Donner::N,åska,ihurtzuri
106,Donner::N,dunder,ostots
107,Donner::N,dunder,ihurtzuri
108,Strömung::N,strömning,laster
109,Tropfen::N,dropper,xorta
110,Schaum::N,skum,bits
111,Schmutz::N,lort,lohi
112,Schmutz::N,lort,zikin
113,Schmutz::N,smuts,lohi
114,Schmutz::N,smuts,zikin
115,See::N,sjö,laku
116,See::N,sjö,aintzira
117,Sumpf::N,träsk,zingira
118,Moor::N,myr,zohikaztegi
119,Moor::N,mosse,zohikaztegi
120,Wiese::N,äng,larre
121,Wiese::N,äng,belardi
122,Wald::N,skog,baso
123,Wald::N,skog,oihan
124,Hügel::N,höjd,muino
125,Hügel::N,höjd,pentoka
126,Hügel::N,kulle,muino
127,Hügel::N,kulle,pentoka
128,Anhöhe::N,höjd,garai
129,Anhöhe::N,höjd,goragune
130,Anhöhe::N,backe,garai
131,Anhöhe::N,backe,goragune
132,Berg::N,berg,mendi
133,Berg::N,fjäll,mendi
134,Gipfel::N,topp,gain
135,Gipfel::N,topp,tontor
136,Höhle::N,håla,kobazulo
137,Höhle::N,grotta,kobazulo
138,Abhang::N,slänt,aldapa
139,Abhang::N,sluttning,aldapa
140,Quelle::N,källa,iturri
141,Quelle::N,källa,iturbegi
142,Bach::N,bäck,lats
143,Bach::N,bäck,erreka
144,Fluss::N,älv,ibai
145,Fluss::N,älv,uhaitz
146,Fluss::N,flod,ibai
147,Fluss::N,flod,uhaitz
148,Ufer::N,strand,bazter
149,Küste::N,kust,itsasalde
150,Festland::N,fastland,lehor
151,Meer::N,hav,itsaso
152,Bucht::N,vik,golko
153,Bucht::N,bukt,golko
154,Insel::N,ö,irla
155,Insel::N,ö,uharte
156,Blume::N,blomma,lili
157,Blume::N,blomster,lili
158,Gras::N,gräs,belar
159,Wurzel::N,rot,zuztar
160,Wurzel::N,rot,sustrai
161,Baum::N,träd,zuhaitz
162,Stamm::N,stam,enbor
163,Rinde::N,bark,azal
164,Ast::N,gren,adar
165,Zweig::N,kvist,abar
166,Blatt::N,löv,hosto
167,Blatt::N,blad,hosto
168,Birke::N,björk,urki
169,Kiefer[Baum]::N,tall,ler
170,Weide[Baum]::N,pil,zume
171,Weide[Baum]::N,pil,sahats
172,Weide[Baum]::N,vide,zume
173,Weide[Baum]::N,vide,sahats
174,Tanne::N,gran,izei
175,Horn::N,horn,adar
176,Feder::N,fjäder,luma
177,Feder::N,fjäder,hegaki
178,Fell::N,fäll,ile
179,Fell::N,fäll,larru
180,Fell::N,skinn,ile
181,Fell::N,skinn,larru
182,Flügel::N,vinge,hego
183,Klaue::N,klöv,atzapar
184,Kralle::N,klo,erpe
185,Kralle::N,klo,atzapar
186,Schwanz::N,svans,isats
187,Schwanz::N,svans,buztan
188,Schwanz::N,stjärt,isats
189,Schwanz::N,stjärt,buztan
190,Ei::N,ägg,arrautza
191,Nest::N,rede,habia
192,Nest::N,näste,habia
193,Bau::N,bo,ohantze
194,Tier::N,djur,abere
195,Tier::N,djur,piztia
196,Herde::N,flock,saldo
197,Herde::N,flock,abere talde
198,Kuh::N,ko,behi
199,Bulle::N,tjur,zezen
200,Pferd::N,häst,zaldi
201,Schaf::N,får,ardi
202,Schwein::N,svin,urde
203,Schwein::N,svin,txerri
204,Hund::N,hund,txakur
205,Katze::N,katt,katu
206,Bär::N,björn,hartz
207,Eichhörnchen::N,ekorre,urtxintxa
208,Elch::N,älg,altze
209,Fuchs::N,räv,azeri
210,Hase::N,hare,erbi
211,Maus::N,mus,sagu
212,Wolf::N,varg,otso
213,Vogel::N,fågel,txori
214,Vogel::N,fågel,hegazti
215,Schwarm::N,svärm,aldra
216,Huhn::N,höns,oilo
217,Hahn::N,tupp,oilar
218,Gans::N,gås,antzara
219,Adler::N,örn,arrano
220,Ente::N,anka,ahate
221,Eule::N,uggla,hontza
222,Kranich::N,trana,kurrilo
223,Krähe::N,kråka,bele
224,Kuckuck::N,gök,kuku
225,Schwan::N,svan,beltxarga
226,Fisch::N,fisk,arrain
227,Barsch::N,abborre,perka
228,Hecht::N,gädda,lutxo
229,Schlange[Tier]::N,orm,suge
230,Wurm::N,mask,har
231,Spinne::N,spindel,armiarma
232,Ameise::N,myra,inurri
233,Laus::N,lus,zorri
234,Mücke::N,mygga,eltxo
235,Fliege::N,fluga,euli
236,Schmetterling::N,fjäril,pinpirin
237,Schmetterling::N,fjäril,tximeleta
238,Beere::N,bär,baia
239,Apfel::N,äpple,sagar
240,Pilz::N,svamp,onddo
241,Pilz::N,svamp,perretxiko
242,Zwiebel::N,lök,tipula
243,Saat::N,sådd,haziak
244,Korn::N,korn,ale
245,Korn::N,korn,pikor
246,Heu::N,hö,belar ondu
247,Schale::N,skal,azal
248,Grube::N,grop,hobi
249,Falle::N,fälla,harrapagailu
250,Schlinge::N,snara,bilur
251,Schlinge::N,snara,xedera
252,Spur::N,spår,lorratz
253,Asche::N,aska,errauts
254,Dreck::N,lort,satsukeria
255,Eisen::N,järn,burdina
256,Gold::N,guld,urre
257,Gold::N,guld,urregorri
258,Silber::N,silver,zilar
259,Silber::N,silver,urrezuri
260,Kohle::N,kol,ikatz
261,Glas::N,glas,beira
262,Lehm::N,lera,buztin
263,Sand::N,sand,harea
264,Sand::N,sand,hondar
265,Mensch::N,människa,gizaki
266,Mann::N,man,gizon
267,Frau::N,kvinna,andere
268,Frau::N,kvinna,emakume
269,Kind::N,barn,haur
270,Junge::N,pojke,mutil
271,Mädchen::N,flicka,neska
272,Familie::N,familj,sendi
273,Familie::N,familj,familia
274,Großvater::N,morfar,aitona
275,Großvater::N,morfar,aitatxi
276,Großmutter::N,farmor,amona
277,Großmutter::N,farmor,amatxi
278,Eltern::N,föräldrar,gurasoak
279,Vater::N,far,aita
280,Mutter::N,mor,ama
281,Sohn::N,son,seme
282,Tochter::N,dotter,alaba
283,Bruder::N,bror,neba
284,Bruder::N,bror,anaia
285,Schwester::N,syster,ahizpa
286,Onkel::N,morbror,osaba
287,Tante::N,tant,izeba
288,Ehemann::N,äkta man,senar
289,Ehefrau::N,hustru,emazte
290,Freude::N,fröjd,poz
291,Freude::N,fröjd,pozkari
292,Freude::N,glädje,poz
293,Freude::N,glädje,pozkari
294,Gelächter::N,åtlöje,barre
295,Gelächter::N,åtlöje,karkara
296,Glück::N,lycka,zori
297,Kummer::N,sorg,xangrin
298,Kummer::N,sorg,atsekabe
299,Wunsch::N,önskan,nahi
300,Wunsch::N,önskan,nahikunde
301,Lust::N,lust,gogo
302,Geist::N,ande,gogo
303,Gedanke::N,tanke,gogoeta
304,Gedächtnis::N,minne,oroimen
305,Gedächtnis::N,minne,gogoramen
306,Verstand::N,förstånd,adimen
307,Verstand::N,förstånd,ulermen
308,Sinn::N,mening,zentzu
309,Sinn::N,betydelse,zentzu
310,Grund::N,skäl,zergati
311,Grund::N,grund,zergati
312,Wahrheit::N,sanning,egia
313,Gespräch::N,samtal,hizketa
314,Gespräch::N,samtal,elkarrizketa
315,Märchen::N,saga,ipuin
316,Erzählung::N,berättelse,edesti
317,Erzählung::N,berättelse,kontakizun
318,Nachricht::N,meddelande,albiste
319,Neuigkeit::N,nyhet,berri
320,Name::N,namn,izen
321,Rätsel::N,gåta,asmakizun
322,Rede::N,tal,hitzaldi
323,Rede::N,tal,mintzaldi
324,Sprache::N,språk,hizkuntza
325,Stimme::N,stämma,ahots
326,Wort::N,ord,hitz
327,Zeichen::N,tecken,agerbide
328,Zeichen::N,tecken,agergarri
329,Ruf::N,rop,dei
330,Lärm::N,bråk,zarata
331,Lärm::N,bråk,harrabots
332,Lärm::N,oväsen,zarata
333,Lärm::N,oväsen,harrabots
334,Laut::N,ljud,hots
335,Ton::N,ton,tonu
336,Ton::N,ton,soinu
337,Lied::N,sång,abesti
338,Ruhe::N,ro,nasaitasun
339,Ruhe::N,lugn,nasaitasun
340,Leute::N,folk,jende
341,Volk::N,folk,herri
342,Volk::N,folk,populu
343,Arbeit::N,arbete,lan
344,Gast::N,gäst,arrotz
345,Gast::N,gäst,apopilo
346,Geschenk::N,gåva,opari
347,Geschenk::N,present,opari
348,Spiel::N,lek,jolas
349,Spiel::N,spel,jolas
350,Gesellschaft::N,sällskap,gizarte
351,Hilfe::N,hjälp,helpide
352,Hilfe::N,hjälp,laguntza
353,Freund::N,vän,lagun
354,Kamerad::N,kamrat,adiskide
355,Kamerad::N,kamrat,lagunkide
356,Angelegenheit::N,ärende,afera
357,Angelegenheit::N,angelägenhet,afera
358,Anzahl::N,antal,kopuru
359,Art::N,art,mota
360,Art::N,slag,mota
361,Stück::N,stycke,puska
362,Teil::N,del,atal
363,Hälfte::N,halva,erdi
364,Kreis::N,krets,biribilki
365,Kreis::N,cirkel,biribilki
366,Kreuz::N,kors,gurutze
367,Kreuz::N,kryss,gurutze
368,Linie::N,linje,linea
369,Strich::N,streck,marra
370,Abstand::N,avstånd,tarte
371,Entfernung::N,avstånd,urrunera
372,Gegend::N,trakt,alderdi
373,Gegend::N,trakt,eskualde
374,Platz::N,plats,leku
375,Ort::N,plats,toki
376,Ort::N,ställe,toki
377,Seite::N,sida,albo
378,Mitte::N,mitt,erdi
379,Gegenstand::N,föremål,gauzaki
380,Sache::N,sak,gauza
381,Rand::N,rand,ertz
382,Kante::N,kant,ertz
383,Ecke::N,vrå,kantoi
384,Ecke::N,hörn,kantoi
385,Spitze::N,spets,punta
386,Ende::N,ända,buru
387,Ende::N,ända,mutur
388,Loch::N,hål,zulo
389,Winkel::N,vinkel,zoko
390,Winkel::N,vinkel,bazter
391,Muster::N,mönster,eredu
392,Muster::N,mönster,marrazki
393,Größe::N,storlek,kaizu
394,Größe::N,storlek,tamaina
395,Länge::N,längd,luzera
396,Höhe::N,höjd,goiera
397,Höhe::N,höjd,garaiera
398,Gewicht::N,tyngd,hazta
399,Menge::N,mängd,kopuru
400,Haufen::N,hög,pila
401,Haufen::N,hög,mendoi
402,Reihe::N,rad,ilara
403,Reihe::N,rad,errenkada
404,Boot::N,båt,potin
405,Boot::N,båt,txalupa
406,Ruder::N,åra,arraun
407,Schlitten::N,släde,lera
408,Schlitten::N,släde,narra
409,Ski::N,skida,eski
410,Lagerfeuer::N,lägereld,su
411,Last::N,last,zama
412,Last::N,last,karga
413,Last::N,börda,zama
414,Last::N,börda,karga
415,Gang::N,gång,ibilera
416,Schritt::N,steg,pauso
417,Schritt::N,steg,urrats
418,Norden::N,norr,ipar
419,Norden::N,norr,iparralde
420,Süden::N,söder,hego
421,Süden::N,söder,hegoalde
422,Westen::N,väster,sartalde
423,Westen::N,väster,mendebalde
424,Osten::N,öster,ekialde
425,Osten::N,öster,sortalde
426,Holz::N,trä,zur
427,Brett::N,bräda,ohol
428,Platte::N,platta,lauza
429,Stütze::N,stöd,irozgarri
430,Stütze::N,stöd,bermagailu
431,Stütze::N,stötta,irozgarri
432,Stütze::N,stötta,bermagailu
433,Stange::N,stång,haga
434,Stock::N,käpp,makila
435,Stock::N,pinne,makila
436,Stab::N,stav,makila
437,Rohr::N,rör,hodi
438,Haus::N,hus,etxe
439,Heim::N,hem,etxe
440,Heim::N,hem,etxaleku
441,Ofen::N,ugn,berogailu
442,Fußboden::N,golv,zoru
443,Tisch::N,bord,mahai
444,Stuhl::N,stol,aulki
445,Wiege::N,vagga,kuma
446,Wiege::N,vagga,sehaska
447,Bett::N,säng,ohe
448,Bett::N,säng,ohatze
449,Regal::N,hylla,apalategi
450,Kiste::N,låda,kutxa
451,Fenster::N,fönster,leiho
452,Tür::N,dörr,ate
453,Tor::N,port,atari
454,Zaun::N,staket,hesi
455,Zaun::N,stängsel,hesi
456,Dach::N,tak,teilatu
457,Leiter::N,stege,zurubi
458,Besen::N,kvast,erratz
459,Spaten::N,spade,burdinpala
460,Schaufel::N,skovel,pala
461,Schaufel::N,skyffel,pala
462,Gabel::N,gaffel,sardexka
463,Löffel::N,sked,koilara
464,Messer::N,kniv,aizto
465,Nagel::N,spik,iltze
466,Netz::N,nät,sare
467,Haken::N,krok,mako
468,Griff::N,tag,eskutoki
469,Griff::N,handtag,eskutoki
470,Schloss::N,las,sarraila
471,Bild::N,bild,irudi
472,Figur::N,figur,figura
473,Puppe::N,docka,panpina
474,Puppe::N,docka,andrakila
475,Beutel::N,påse,zorro
476,Bündel::N,bunt,azao
477,Bündel::N,bunt,espal
478,Bündel::N,knippa,azao
479,Bündel::N,knippa,espal
480,Tasche::N,väska,poltsa
481,Eimer::N,hink,treska
482,Eimer::N,ämbar,treska
483,Deckel::N,lock,tapa
484,Deckel::N,lock,estalki
485,Geschirr::N,servis,baxera
486,Geschirr::N,servis,ontziteria
487,Geschirr::N,porslin,baxera
488,Geschirr::N,porslin,ontziteria
489,Sack::N,säck,zaku
490,Tasse::N,kopp,kikara
491,Topf::N,gryta,ontzi
492,Topf::N,gryta,lapiko
493,Topf::N,kastrull,ontzi
494,Topf::N,kastrull,lapiko
495,Kessel::N,kittel,pazia
496,Essen::N,mål,janaldi
497,Nahrung::N,näring,jan
498,Speise::N,maträtt,jaki
499,Fleisch::N,kött,okela
500,Fleisch::N,kött,haragi
501,Getreide::N,säd,labore
502,Getreide::N,spannmål,labore
503,Brei::N,gröt,ahi
504,Brei::N,gröt,pure
505,Brot::N,bröd,ogi
506,Scheibe::N,skiva,xerra
507,Scheibe::N,skiva,pirripita
508,Fett::N,fett,urin
509,Fett::N,fett,koipe
510,Butter::N,smör,gurin
511,Öl::N,olja,olio
512,Salz::N,salt,gatz
513,Suppe::N,soppa,zopa
514,Suppe::N,soppa,salda
515,Honig::N,honung,ezti
516,Milch::N,mjölk,esne
517,Tee::N,te,te
518,Leder::N,läder,larru
519,Wolle::N,ull,artile
520,Wolle::N,ylle,artile
521,Stoff::N,tyg,ehun
522,Stoff::N,stoff,ehun
523,Nadel::N,nål,orratz
524,Nadel::N,nål,jostorratz
525,Faden::N,tråd,hari
526,Knopf::N,knapp,botoi
527,Knoten::N,knut,korapilo
528,Farbe::N,färg,pintura
529,Kleidung::N,klädsel,arropa
530,Kleidung::N,klädsel,jantziak
531,Hemd::N,skjorta,atorra
532,Hemd::N,skjorta,alkandora
533,Kragen::N,krage,idun
534,Ärmel::N,ärm,mahuka
535,Hose::N,byxor,prakak
536,Hose::N,byxor,galtzak
537,Gürtel::N,bälte,gerriko
538,Mütze::N,mössa,txano
539,Mütze::N,mössa,txapel
540,Schuh::N,sko,oski
541,Schuh::N,sko,oinetako
542,Stiefel::N,stövel,bota
543,Ring::N,ring,uztai
544,Band::N,band,zinta
545,Band::N,band,xingola
546,Kamm::N,kam,orrazi
547,Spiegel::N,spegel,mirail
548,Riemen::N,rem,uhal
549,Schnur::N,snöre,lokailu
550,Leine::N,lina,lotura
551,Decke::N,täcke,burusi
552,Kissen::N,dyna,kuxin
553,Kissen::N,kudde,kuxin
554,Tuch::N,sjal,zapi
555,Tuch::N,sjal,oihal
556,Handtuch::N,handduk,eskuzapi
557,Handtuch::N,handduk,eskuoihal
558,Kraft::N,kraft,indar
559,Stärke::N,styrka,indar
560,Gesundheit::N,hälsa,osasun
561,Krankheit::N,sjukdom,eritasun
562,Krankheit::N,sjukdom,gaixotasun
563,Schmerz::N,smärta,min
564,Wunde::N,sår,zauri
565,Fieber::N,feber,sukar
566,Arznei::N,medicin,osagai
567,Arznei::N,medicin,sendagai
568,Arznei::N,läkemedel,osagai
569,Arznei::N,läkemedel,sendagai
570,Brücke::N,bro,zubi
571,Brunnen::N,brunn,putzu
572,Weide::N,bete,alha
573,Weide::N,bete,bazkaleku
574,Pfad::N,stig,zidor
575,Pfad::N,stig,bidexka
576,Weg::N,väg,bide
577,Straße::N,gata,errepide
578,Dorf::N,by,herri
579,Stadt::N,stad,hiri
580,Brief::N,brev,gutun
581,Brief::N,brev,eskutitz
582,Buch::N,bok,liburu
583,Buchstabe::N,bokstav,hizki
584,Zeitung::N,tidning,egunkari
585,Leben::N,liv,bizi
586,Leben::N,liv,bizitza
587,Tod::N,död,herio
588,Tod::N,död,heriotza
589,Grab::N,grav,hobi
590,Grab::N,grav,hilobi
591,Kirche::N,kyrka,eliza
592,Sünde::N,synd,hoben
593,Sünde::N,synd,bekatu
594,Gott::N,gud,jainko
595,Arbeiter::N,arbetare,langile
596,Arbeiter::N,arbetare,behargin
597,Chef::N,chef,nagusi
598,Meister::N,mästare,maisu
599,Arzt::N,läkare,osagile
600,Arzt::N,läkare,sendagile
601,Lehrer::N,lärare,irakasle
602,Geld::N,pengar,diru
603,Geschäft::N,rörelse,negozio
604,Laden::N,affär,denda
605,Laden::N,affär,saltegi
606,Preis::N,pris,prezio
607,Preis::N,pris,salneurri
608,Ware::N,vara,salgai
609,Nutzen::N,gagn,onura
610,Nutzen::N,gagn,probetxu
611,Nutzen::N,nytta,onura
612,Nutzen::N,nytta,probetxu
613,Reichtum::N,rikedom,aberastasun
614,Welt::N,värld,ludi
615,Welt::N,värld,mundu
616,Land::N,land,herrialde
617,Staat::N,stat,estatu
618,König::N,kung,errege
619,König::N,konung,errege
620,Macht::N,makt,botere
621,Grenze::N,gräns,muga
622,Krieg::N,krig,guda
623,Feind::N,fiende,etsai
624,Feind::N,fiende,arerio
625,Gewalt::N,våld,bortxa
626,Gewalt::N,våld,bortizkeria
627,Kampf::N,kamp,gudu
628,Kampf::N,kamp,auska
629,Kampf::N,strid,gudu
630,Kampf::N,strid,auska
631,Bogen[Waffe]::N,båge,arku
632,Pfeil::N,pil,gezi
633,Gewehr::N,gevär,fusil
634,Fehler::N,fel,huts
635,Fehler::N,fel,hutsegin
636,Lüge::N,lögn,gezur
637,Schaden::N,skada,kalte
638,Unglück::N,otur,zoritxar
639,Unglück::N,otur,zorigaitz
640,Unglück::N,olycka,zoritxar
641,Unglück::N,olycka,zorigaitz
642,Schuld::N,skuld,erru
643,Alter::N,ålder,adin
644,Schluss::N,slut,bukaera
645,Zeit::N,tid,aldi
646,Zeit::N,tid,denbora
647,Tag::N,dag,egun
648,Morgen::N,morgon,goiz
649,Mittag::N,middag,eguerdi
650,Abend::N,kväll,arrats
651,Nacht::N,natt,gau
652,Woche::N,vecka,aste
653,Monat::N,månad,hil
654,Jahr::N,år,urte
655,Frühling::N,vår,udalehen
656,Sommer::N,sommar,uda
657,Herbst::N,höst,udazken
658,Herbst::N,höst,neguantz
659,Winter::N,vinter,negu
660,Januar::N,januari,urtarril
661,Februar::N,februari,otsail
662,März::N,mars,martxo
663,April::N,april,apiril
664,Mai::N,maj,maiatz
665,Juni::N,juni,ekain
666,Juli::N,juli,uztail
667,August::N,augusti,abuztu
668,September::N,september,irail
669,Oktober::N,oktober,urri
670,November::N,november,azaro
671,Dezember::N,december,abendu
672,Montag::N,måndag,astelehen
673,Dienstag::N,tisdag,astearte
674,Mittwoch::N,onsdag,asteazken
675,Donnerstag::N,torsdag,ostegun
676,Freitag::N,fredag,ostiral
677,Samstag::N,lördag,larunbat
678,Sonntag::N,söndag,igande
679,groß::A,stor,handi
680,klein::A,liten,txiki
681,lang::A,lång,luze
682,kurz::A,kort,labur
683,breit::A,bred,zabal
684,schmal::A,smal,mehar
685,dicht::A,tät,sarri
686,dicht::A,tät,trinko
687,dick[Gegenstand]::A,tjock,lodi
688,dünn::A,tunn,mehe
689,fein::A,fin,fin
690,fest::A,fast,tinko
691,flach::A,platt,lau
692,flach::A,platt,ordoki
693,glatt::A,glatt,leun
694,hart::A,hård,gogor
695,weich::A,mjuk,bigun
696,weich::A,mjuk,beratz
697,rund::A,rund,biribil
698,spitz::A,toppig,puntadun
699,spitz::A,spetsig,puntadun
700,scharf::A,vass,zorrotz
701,scharf::A,skarp,zorrotz
702,stumpf::A,slö,kamuts
703,schwer::A,tung,astun
704,schwer::A,tung,pisutsu
705,schön::A,skön,eder
706,schön::A,vacker,eder
707,heiß::A,het,bero
708,heiß::A,het,oso bero
709,warm::A,varm,bero
710,kalt::A,kall,hotz
711,kühl::A,sval,hotzil
712,kühl::A,kylig,hotzil
713,frisch::A,färsk,fresko
714,frisch::A,färsk,hozkirri
715,feucht::A,fuktig,heze
716,nass::A,våt,busti
717,trocken::A,torr,siku
718,trocken::A,torr,lehor
719,voll::A,full,bete
720,leer::A,tom,huts
721,offen::A,öppen,ireki
722,geschlossen::A,stängd,itxita
723,sauber::A,ren,xahu
724,sauber::A,ren,garbi
725,schmutzig::A,snuskig,lohi
726,schmutzig::A,snuskig,zikin
727,roh::A,rå,gordin
728,reif::A,mogen,umo
729,reif::A,mogen,heldu
730,lecker::A,läcker,goxo
731,süß::A,söt,goxo
732,bitter::A,besk,karmin
733,bitter::A,besk,garratz
734,bitter::A,bitter,karmin
735,bitter::A,bitter,garratz
736,sauer::A,sur,mingots
737,hell::A,ljus,argi
738,dunkel::A,mörk,ilun
739,schwarz::A,svart,beltz
740,weiß::A,vit,zuri
741,rot::A,röd,gorri
742,gelb::A,gul,hori
743,blau::A,blå,urdin
744,grün::A,grön,berde
745,grün::A,grön,musker
746,grau::A,grå,urdin
747,grau::A,grå,urdinabar
748,bunt::A,brokig,koloretsu
749,billig::A,billig,merke
750,teuer::A,dyr,garesti
751,wertvoll::A,värdefull,baliotsu
752,blind::A,blind,itsu
753,taub::A,döv,gor
754,kräftig::A,kraftig,kementsu
755,stark::A,stark,bizkor
756,stark::A,stark,indartsu
757,schwach::A,svag,ahul
758,schwach::A,svag,indargabe
759,fett::A,fet,gizen
760,schlank::A,slank,lerden
761,hübsch::A,snygg,polit
762,hübsch::A,vacker,polit
763,böse::A,ond,tzar
764,böse::A,ond,gaizto
765,böse::A,elak,tzar
766,böse::A,elak,gaizto
767,dumm::A,dum,lelo
768,dumm::A,dum,pello
769,faul::A,lat,nagi
770,faul::A,lat,alfer
771,fleißig::A,flitig,maratz
772,fleißig::A,flitig,lanzale
773,geizig::A,snål,zeken
774,geizig::A,snål,zikoitz
775,geizig::A,girig,zeken
776,geizig::A,girig,zikoitz
777,klug::A,klok,zuhur
778,geschickt::A,händig,trebe
779,geschickt::A,händig,antzetsu
780,geschickt::A,skicklig,trebe
781,geschickt::A,skicklig,antzetsu
782,lieb::A,kär,maite
783,lieb::A,kär,laztan
784,lieb::A,snäll,maite
785,lieb::A,snäll,laztan
786,lustig::A,rolig,alaitsu
787,lustig::A,lustig,alaitsu
788,sanft::A,mild,eme
789,sanft::A,mild,ezti
790,hungrig::A,hungrig,gose
791,krank::A,sjuk,eri
792,krank::A,sjuk,gaixo
793,nackt::A,naken,biluzi
794,traurig::A,ledsen,itun
795,traurig::A,ledsen,betilun
796,traurig::A,sorgsen,itun
797,traurig::A,sorgsen,betilun
798,lebendig::A,levande,bizirik
799,gut::A,bra,on
800,schlecht::A,dålig,txar
801,richtig::A,riktig,zuzen
802,schlimm::A,illa,larri
803,wahr::A,sann,egiazko
804,alt::A,gammal,zahar
805,neu::A,ny,berri
806,ehemalig::A,forn,lehengo
807,ehemalig::A,tidigare,lehengo
808,alt[Lebewesen]::A,gammal,adindun
809,jung::A,ung,gazte
810,arm::A,fattig,txiro
811,arm::A,fattig,behartsu
812,reich::A,rik,dirudun
813,bekannt::A,känd,ezagun
814,berühmt::A,berömd,entzun
815,berühmt::A,berömd,ospetsu
816,fremd::A,främmande,arrotz
817,verschieden::A,åtskillig,ezberdin
818,verschieden::A,åtskillig,desberdin
819,nah::A,nära,hurre
820,nah::A,nära,hurbil
821,fern::A,fjärran,urrun
822,linker::A,vänster,ezker
823,rechter::A,höger,eskuin
824,anderer::A,annan,beste
825,erster::A,första,lehen
826,erster::A,första,aurren
827,zweiter::A,andra,bigarren
828,dritter::A,tredje,hirugarren
829,letzter::A,sist,azken
830,letzter::A,sist,hondar
831,allein::ADV,allena,bakarrik
832,auf einmal::ADV,på en gång,batera
833,zusammen::ADV,tillsammans,elkarrekin
834,lange::ADV,länge,luzaro
835,plötzlich::ADV,plötsligt,bat-batean
836,sofort::ADV,strax,berehala
837,sofort::ADV,genast,berehala
838,später::ADV,senare,gero
839,jetzt::ADV,nu,orain
840,heute::ADV,i dag,gaur
841,morgen::ADV,i morgon,bihar
842,bald::ADV,snart,aurki
843,bald::ADV,snart,laster
844,dann::ADV,då,ondoren
845,gestern::ADV,i går,atzo
846,einst::ADV,en gång,antzina
847,damals::ADV,då,orduan
848,damals::ADV,den gången,orduan
849,danach::ADV,därefter,gerora
850,danach::ADV,därefter,ondoren
