,Concept_ID,kn,zh
82,Regenbogen::N,ಇಂದ್ರಚಾಪ,虹
83,Donner::N,ಗುಡುಗು,雷
84,Strömung::N,ಪ್ರವಾಹ,水流
85,Tropfen::N,ತೊಟ್ಟು,滴
86,Schaum::N,ನೊರೆ,泡沫
87,Schmutz::N,ಕಸ,赃物
88,See::N,ಸರೋವರ,湖
89,Sumpf::N,ಜೌಗುಸ್ಥಳ,沼泽
90,Moor::N,ಬಂಜರು ಭೂಮಿ,沼泽
91,Wiese::N,ಹುಲ್ಲುಗಾವಲು,草地
92,Wald::N,ಕಾಡು,森林
93,Hügel::N,ಗುಡ್ಡೆ,丘陵
94,Anhöhe::N,ದಿಬ್ಬ,山丘
95,Berg::N,ಮಲೆ,山
96,Berg::N,ಪರ್ವತ,山
97,Gipfel::N,ಶೃಂಗ,峰
98,Höhle::N,ಗುಹೆ,洞穴
99,Abhang::N,ಇಳಿಜಾರು,斜坡
100,Quelle::N,ಮೂಲ,泉
101,Bach::N,ತೊರೆ,溪
102,Fluss::N,ನದಿ,河流
103,Ufer::N,ತೀರ,岸
104,Küste::N,ದಂಡೆ,海岸
105,Festland::N,ಭೂಮಿ,大陆
106,Meer::N,ಕಡಲು,海
107,Bucht::N,ಖಾರಿ,海湾
108,Insel::N,ದ್ವೀಪ,岛
109,Blume::N,ಸುಮ,花
110,Gras::N,ಹುಲ್ಲು,草
111,Wurzel::N,ಬೇರು,根
112,Baum::N,ಮರ,树
113,Stamm::N,ಕಾಂಡ,树干
114,Rinde::N,ತೂಗಟಿ,树皮
115,Ast::N,ಶಾಖೆ,树枝
116,Zweig::N,ರೆಂಬೆ,树枝
117,Blatt::N,ಎಲೆ,叶子
118,Birke::N,ಬರ್ಚ್ ಮರ,桦木
119,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,松树
120,Weide[Baum]::N,ವಿಲೋಮರ,柳树
121,Tanne::N,ಭದ್ರದಾರು,冷杉
122,Horn::N,ಕೊಂಬು,角
123,Feder::N,ಪುಕ್ಕ,羽毛
124,Fell::N,ರೋಮ,皮毛
125,Flügel::N,ರೆಕ್ಕೆ,翅膀
126,Klaue::N,ಪಂಜ,爪子
127,Kralle::N,ಉಗುರು,爪子
128,Schwanz::N,ಬಾಲ,尾巴
129,Ei::N,ಮೊಟ್ಟೆ,蛋
130,Nest::N,ಗೂಡು,巢
131,Bau::N,ಅಡಗುದಾಣ,穴
132,Tier::N,ಪ್ರಾಣಿ,动物
133,Herde::N,ಗುಂಪು,群
134,Kuh::N,ಹಸು,母牛
135,Bulle::N,ಗೂಳಿ,公牛
136,Pferd::N,ಕುದುರೆ,马
137,Schaf::N,ಕುರಿ,羊
138,Schwein::N,ಹಂದಿ,猪
139,Hund::N,ನಾಯಿ,狗
140,Katze::N,ಬೆಕ್ಕು,猫
141,Bär::N,ಕರಡಿ,熊
142,Eichhörnchen::N,ಉಡುತೆ,松鼠
143,Elch::N,ಕಡವೆ,麋鹿
144,Fuchs::N,ನರಿ,狐狸
145,Hase::N,ಮೊಲ,兔子
146,Maus::N,ಇಲಿ,老鼠
147,Wolf::N,ತೋಳ,狼
148,Vogel::N,ಪಕ್ಷಿ,鸟
149,Schwarm::N,ಗುಂಪು,群
150,Huhn::N,ಚಿಕ್,鸡
151,Hahn::N,ಹುಂಜ,公鸡
152,Gans::N,ವರಟೆ,鹅
153,Adler::N,ಗರುಡ,鹰
154,Ente::N,ಬಾತು,鸭
155,Eule::N,ಗೂಬೆ,猫头鹰
156,Kranich::N,ಕೊಕ್ಕರ,鹤
157,Krähe::N,ಕಾಗೆ,乌鸦
158,Kuckuck::N,ಕೋಗಿಲೆ,布谷鸟
159,Schwan::N,ಹಂಸಪಕ್ಷಿ,天鹅
160,Fisch::N,ಮೀನು,鱼
161,Barsch::N,ಪರ್ಚ್ ಮೀನು,鲈鱼
162,Hecht::N,ಪೈಕ್ ಮೀನು,狗鱼
163,Schlange[Tier]::N,ಹಾವು,蛇
164,Wurm::N,ಹುಳು,蠕虫
165,Spinne::N,ಊರ್ಣನಾಭ,蜘蛛
166,Ameise::N,ಇರುವೆ,蚂蚁
167,Laus::N,ಹೇನು,虱子
168,Mücke::N,ಸೊಳ್ಳೆ,蚊子
169,Fliege::N,ನೊಣ,苍蝇
170,Schmetterling::N,ಪತಂಗ,蝴蝶
171,Beere::N,ನಯವಣ್ಣು,将果
172,Apfel::N,ಸೇಬು,苹果
173,Pilz::N,ಅಣಬೆ,蘑菇
174,Zwiebel::N,ನೀರುಳ್ಳಿ,洋葱
175,Saat::N,ಬಿತ್ತ,种子
176,Korn::N,ಬೀಜ,谷粒
177,Heu::N,ಕರಡ,干草
178,Schale::N,ಹೊಟ್ಟು,壳
179,Grube::N,ಗುಂಡಿ,坑
180,Falle::N,ಬೋನು,圈套
181,Schlinge::N,ಉರುಲು,活扣
182,Spur::N,ಜಾಡು,踪迹
183,Asche::N,ಬೂದಿ,灰烬
184,Dreck::N,ಹೊಲಸು,污垢
185,Eisen::N,ಕಬ್ಬಿಣ,铁
186,Gold::N,ಚಿನ್ನ,金子
187,Silber::N,ಬೆಳ್ಳಿ,银
188,Kohle::N,ಕಲ್ಲಿದ್ದಲು,煤
189,Glas::N,ಗಾಜು,玻璃
190,Lehm::N,ಜೇಡಿಮಣ್ಣು,粘土
191,Sand::N,ಮರಳು,沙
192,Mensch::N,ಪುರುಷ,人
193,Mann::N,ಆಳು,男子
194,Frau::N,ಹೆಣ್ಣು,妇女
195,Kind::N,ಮಗು,小孩
196,Junge::N,ಹುಡುಗ,男孩
197,Mädchen::N,ಹುಡುಗಿ,女孩
198,Familie::N,ಕುಟುಂಬ,家庭
199,Großvater::N,ಅಜ್ಜ,祖父
200,Großmutter::N,ಅಮ್ಮ,祖母
201,Eltern::N,ಹೆತ್ತವರು,父母
202,Vater::N,ತಂದೆ,父亲
203,Mutter::N,ಅಮ್ಮ,母亲
204,Sohn::N,ಮಗ ,儿子
205,Tochter::N,ಮಗಳು,女儿
206,Bruder::N,ತಮ್ಮ,兄弟
207,Schwester::N,ತಂಗಿ,姐妹
208,Onkel::N,ಸೋದರಮಾವ,伯父
209,Onkel::N,ದೊಡ್ಡಪ್ಪ,伯父
210,Tante::N,ಚಿಕ್ಕಮ್ಮ,阿姨
211,Ehemann::N,ಗಂಡ,丈夫
212,Ehefrau::N,ಹೆಂಡತಿ,妻子
213,Freude::N,ನಲಿವು,愉快
214,Gelächter::N,ನಗೆ,大笑
215,Glück::N,ಆನಂದ,运气
216,Kummer::N,ದುಃಖ,苦恼
217,Wunsch::N,ಬಯಕೆ,愿望
218,Lust::N,ಇಷ್ಟ,乐趣
219,Geist::N,ಆತ್ಮ,精神
220,Gedanke::N,ಯೋಚನೆ,思想
221,Gedächtnis::N,ಸ್ಮರಣೆ,记性
222,Verstand::N,ಮನಸ್ಸು,理智
223,Sinn::N,ಅರ್ಥ,感觉
224,Grund::N,ಕಾರಣ,理由
225,Wahrheit::N,ಸತ್ಯ,真理
226,Gespräch::N,ಸಂಭಾಷಣೆ,谈话
227,Märchen::N,ಸುಳ್ಳು ಕಥೆ,童话
228,Erzählung::N,ಕಥೆ,故事
229,Nachricht::N,ಸಂದೇಶ,消息
230,Neuigkeit::N,ಸುದ್ದಿ,新闻
231,Name::N,ಹೆಸರು,名字
232,Rätsel::N,ಒಗಟು,谜语
233,Rede::N,ಮಾತು,讲话
234,Sprache::N,ಭಾಷೆ,语言
235,Stimme::N,ಧ್ವನಿ,声音
236,Wort::N,ಮಾತು,词
237,Zeichen::N,ಗುರುತು,标记
238,Ruf::N,ಕೂಗು,呼喊
239,Lärm::N,ಸದ್ದು,噪音
240,Laut::N,ಶಬ್ದ,响声
241,Ton::N,ನಾದ,声音
242,Lied::N,ಗಾನ,歌曲
243,Ruhe::N,ಶಾಂತಿ,安静
244,Leute::N,ಮಂದಿ,人们
245,Volk::N,ಜನಾಂಗ,人民
246,Arbeit::N,ಕೆಲಸ,劳动
247,Gast::N,ಅತಿಥಿ,客人
248,Geschenk::N,ಕಾಣಿಕೆ,礼物
249,Spiel::N,ಆಟ,游戏
250,Gesellschaft::N,ಸಂಗ,陪同
251,Hilfe::N,ಸಹಾಯ,帮助
252,Freund::N,ಸ್ನೇಹಿತ,朋友
253,Kamerad::N,ಜೊತೆಗಾರ,同志
254,Angelegenheit::N,ವಿಚಾರ,事情
255,Anzahl::N,ಎಣಿಕೆ,数目
256,Art::N,ತರ,种类
257,Stück::N,ತುಂಡು,块
258,Teil::N,ಭಾಗ,部分
259,Hälfte::N,ಅರ್ಧ,一半
260,Kreis::N,ವೃತ್ತ,圆
261,Kreuz::N,ಶಿಲುಬೆ,十字架
262,Linie::N,ರೀಖೆ,线条
263,Strich::N,ಗೀಟು,划
264,Abstand::N,ಅಂತರ,距离
265,Entfernung::N,ದೂರ,距离
266,Gegend::N,ವಿಸ್ತೀರ್ಣ,地区
267,Platz::N,ಅಂತರ,场所
268,Ort::N,ಸ್ಥಳ,地点
269,Seite::N,ಪಕ್ಷ,面
270,Mitte::N,ನಡು,中间
271,Gegenstand::N,ವಸ್ತು,物品
272,Sache::N,ವಸ್ತು,物
273,Rand::N,ಅಂಚು,边
274,Kante::N,ಅಂಚು,棱
275,Ecke::N,ಮೂಲೆ,角
276,Spitze::N,ತುದಿ,尖
277,Ende::N,ಕೊನೆ,结尾
278,Loch::N,ತೂತು,洞
279,Winkel::N,ಕೋನ,角度
280,Muster::N,ನಮೂನೆ,模型
281,Größe::N,ಪ್ರಮಾಣ,大小
282,Länge::N,ಉದ್ದ,长度
283,Höhe::N,ಎತ್ತರ,高度
284,Gewicht::N,ತೂಕ,重量
285,Menge::N,ಮೊತ್ತ,数量
286,Haufen::N,ರಾಶಿ,堆
287,Reihe::N,ಸಾಲು,行
288,Boot::N,ದೋಣಿ,小船
289,Ruder::N,ಹುಟ್ಟು,奖
290,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,雪橇
291,Ski::N,ಜಾರುಪಟ್ಟಿ,雪板
292,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,营火
293,Last::N,ಹೊರೆ,负担
294,Gang::N,ತಿರುಗಾಟ,行走
295,Schritt::N,ಹೆಜ್ಜೆ,步伐
296,Norden::N,ಉತ್ತರ,北
297,Süden::N,ದಕ್ಷಿಣ,南
298,Westen::N,ಪಶ್ಚಿಮ,西
299,Osten::N,ಮೂಡಲು,东
300,Holz::N,ಚೌಬೀನೆ,木材
301,Brett::N,ಹಲಗೆ,木板
302,Platte::N,ಹಲಗೆ,平板
303,Stütze::N,ಆಸರೆ,支架
304,Stange::N,ಕಂಬ,杆
305,Stock::N,ಕೋಲು,棒
306,Stab::N,ದೊಣ್ಣೆ,棍
307,Rohr::N,ನಳಿಕೆ,管子
308,Haus::N,ಮನೆ,房屋
309,Heim::N,ಗೃಹ,家
310,Ofen::N,ಒಲೆ,炉子
311,Fußboden::N,ನೆಲ,地板
312,Tisch::N,ಮೇಜು,桌子
313,Stuhl::N,ಕುರ್ಚಿ,椅子
314,Wiege::N,ತೊಟ್ಟಿಲು,摇蓝
315,Bett::N,ಹಾಸಿಗೆ,床
316,Regal::N,ಬೀರು,架子
317,Kiste::N,ಪಟ್ಟಿಗೆ,箱子
318,Fenster::N,ಕಿಟಕಿ,窗户
319,Tür::N,ಬಾಗಿಲು,门
320,Tor::N,ಹೆಬ್ಬಾಗಿಲು,大门
321,Zaun::N,ಬೇಲಿ,篱笆
322,Dach::N,ಮಾಳಿಗೆ,屋顶
323,Leiter::N,ಏಣಿ,梯子
324,Besen::N,ಪೊರಕೆ,扫帚
325,Spaten::N,ಗುದ್ದಲಿ,铁锹
326,Schaufel::N,ಸನಿಕೆ,铁锹
327,Gabel::N,ಕವಲು,叉
328,Löffel::N,ಚಮಚ,食匙
329,Messer::N,ಚಾಕು,刀
330,Nagel::N,ಆಣಿ,钉子
331,Netz::N,ಬಲೆ,网
332,Haken::N,ಕೊಂಡಿ,钩子
333,Griff::N,ಹಿಡಿ,把柄
334,Schloss::N,ವೀಗ,锁
335,Bild::N,ಚಿತ್ರ,图画
336,Figur::N,ಆಕಾರ,人像
337,Puppe::N,ಗೊಂಬೆ,娃娃
338,Beutel::N,ಸಂಚಿ,袋子
339,Bündel::N,ಕಟ್ಟು,捆
340,Tasche::N,ಚೀಲ,手提包
341,Eimer::N,ಬಾನೆ,桶
342,Deckel::N,ಮುಚ್ಚಳ,盖子
343,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,餐具
344,Sack::N,ಮೂಟೆ,袋子
345,Tasse::N,ಬಟ್ಟಲು,杯子
346,Topf::N,ಮಡಕೆ,锅
347,Kessel::N,ಕೆಟಲ್,水壶
348,Essen::N,ಊಟ,进餐
349,Nahrung::N,ಆಹಾರ,食物
350,Speise::N,ಊಟ,菜肴
351,Fleisch::N,ಮಾಂಸ,肉
352,Getreide::N,ಧಾನ್ಯ,谷物
353,Brei::N,ಗಂಜಿ,粥
354,Brot::N,ರೊಟ್ಟಿ,面包
355,Scheibe::N,ಹೋಳು,片
356,Fett::N,ಕೊಬ್ಬು,脂肪
357,Butter::N,ಬೆಣ್ಣೆ,黄油
358,Öl::N,ಎಣ್ಣೆ,油
359,Salz::N,ಉಪ್ಪು,盐
360,Suppe::N,ಎಸರು,汤
361,Honig::N,ಮಧು,蜂蜜
362,Milch::N,ಹಾಲು,奶
363,Tee::N,ಚಹ,茶
364,Leder::N,ಚಕ್ಕಳ,皮革
365,Wolle::N,ಉಣ್ಣೆ,毛线
366,Stoff::N,ಬಟ್ಟೆ,织物
367,Nadel::N,ಸೂಜಿ,针
368,Faden::N,ದಾರ,线
369,Knopf::N,ಗುಂಡು,纽扣
370,Knoten::N,ಗಂಟು,结
371,Farbe::N,ಬಣ್ಣ,颜色
372,Kleidung::N,ಅರಿವೆ,衣服
373,Hemd::N,ಅಂಗಿ,衬衫
374,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,领子
375,Ärmel::N,ತೋಳು,袖子
376,Hose::N,ಇಜಾರ,裤子
377,Gürtel::N,ಬೆಲ್ಟು,腰带
378,Mütze::N,ಟೋಪಿ,帽子
379,Schuh::N,ಪಾದರಕ್ಷೆ,鞋
380,Stiefel::N,ಬೂಟು,靴子
381,Ring::N,ಉಂಗುರ,戒指
382,Band::N,ರಿಬ್ಬನ್,带子
383,Kamm::N,ಹಣಿಗೆ,梳子
384,Spiegel::N,ಕನ್ನಡಿ,镜子
385,Riemen::N,ಬಾರು,皮带
386,Schnur::N,ಹುರಿ,绳子
387,Leine::N,ಹಗ್ಗ,皮带
388,Decke::N,ಕಂಬಳಿ,被子
389,Kissen::N,ದಿಂಬು,软垫
390,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,巾
391,Handtuch::N,ಚೌಕ,手巾
392,Kraft::N,ಬಲ,力
393,Stärke::N,ಶಕ್ತಿ,力量
394,Gesundheit::N,ಆರೋಗ್ಯ,健康
395,Krankheit::N,ರೋಗ,病
396,Schmerz::N,ನೋವು,痛
397,Wunde::N,ಗಾಯ,伤口
398,Fieber::N,ಜ್ವರ,发烧
399,Arznei::N,ಔಷಧ,药
400,Brücke::N,ಸೇತುವೆ,桥
401,Brunnen::N,ಬಾವಿ,井
402,Weide::N,ಗೋಮಾಳ,牧场
403,Pfad::N,ದಾರಿ,小路
404,Weg::N,ಹಾದಿ,路
405,Straße::N,ರಸ್ತೆ,街
406,Dorf::N,ಹಳ್ಳಿ,村庄
407,Stadt::N,ಪಟ್ಟಣ,城市
408,Brief::N,ಕಾಗದ,信
409,Buch::N,ಪುಸ್ತಕ,书
410,Buchstabe::N,ಅಕ್ಷರ,字母
411,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,报纸
412,Leben::N,ಜೀವನ,生命
413,Tod::N,ಮರಣ,死亡
414,Grab::N,ಗೋರಿ,坟墓
415,Kirche::N,ಚರ್ಚು,教堂
416,Sünde::N,ಪಾಪ,罪
417,Gott::N,ದೇವರು,上帝
418,Arbeiter::N,ಕೆಲಸಗಾರ,工人
419,Chef::N,ದಣಿ,上司
420,Meister::N,ಶಿಕ್ಷಕ,师傅
421,Arzt::N,ವೈದ್ಯ,医生
422,Lehrer::N,ಉಪಾಧ್ಯಾಯ,教师
423,Geld::N,ಹಣ,钱
424,Geschäft::N,ವಾಣಿಜ್ಯ,交易
425,Laden::N,ಅಂಗಡಿ,商店
426,Preis::N,ಬೆಲೆ,价格
427,Ware::N,ಸರಕು,商品
428,Nutzen::N,ಲಾಭ,好处
429,Reichtum::N,ಸಂಪತ್ತು,财富
430,Welt::N,ಭೂಲೋಕ,世界
431,Land::N,ದೇಶ,国家
432,Staat::N,ರಾಜ್ಯ,国家
433,König::N,ರಾಜ,国王
434,Macht::N,ಅಧಿಕಾರ,权力
435,Grenze::N,ಗಡಿ,边界
436,Krieg::N,ಯುದ್ಧ,战争
437,Feind::N,ಶತ್ರು,敌人
438,Gewalt::N,ಹಿಂಸೆ,暴力
439,Kampf::N,ಹೋರಾಟ,战斗
440,Bogen[Waffe]::N,ಬಿಲ್ಲು,弓
441,Pfeil::N,ಅಂಬು,箭
442,Gewehr::N,ಬಂದೂಕು,枪
443,Fehler::N,ತಪ್ಪು,错误
444,Lüge::N,ಸುಳ್ಳು,谎话
445,Schaden::N,ಹಾನಿ,损失
446,Unglück::N,ಅಪಾಯ,不幸
447,Schuld::N,ದೋಷ,过错
448,Alter::N,ಮುಪ್ಪು,年龄
449,Schluss::N,ಮುಕ್ತಾಯ,结束
450,Zeit::N,ಕಾಲ,时间
451,Tag::N,ದಿನ,天
452,Morgen::N,ಮುಂಜಾನೆ,早晨
453,Mittag::N,ನಡುಹಗಲು,中午
454,Abend::N,ಸಂಜೆ,晚上
455,Nacht::N,ರಾತ್ರಿ,夜
456,Woche::N,ವಾರ,星期
457,Monat::N,ತಿಂಗಳು,月
458,Jahr::N,ಸಂವತ್ಸರ,年
459,Frühling::N,ವಸಂತ,春天
460,Sommer::N,ಬಿಸಿಲುಕಾಲ,夏天
461,Herbst::N,ಶರತ್ಕಾಲ,秋天
462,Winter::N,ಚಳಿಗಾಲ,冬天
463,Januar::N,ನಾಲ್ಚಳಿ,一月
464,Februar::N,ಅಯ್ಚಳಿ,二月
465,März::N,ಮೊಬ್ಬೇಸಿಗೆ,三月
466,April::N,ಇಬ್ಬೇಸಿಗೆ,四月
467,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,五月
468,Juni::N,ಮೊಮ್ಮಳೆ,六月
469,Juli::N,ಇಮ್ಮಳೆ,七月
470,August::N,ಮುಮ್ಮಳೆ,八月
471,September::N,ನಾಲ್ಮಳೆ,九月
472,Oktober::N,ಮೊಚ್ಚಳಿ,十月
473,November::N,ಇಚ್ಚಳಿ,十一月
474,Dezember::N,ಮುಚ್ಚಳಿ,十二月
475,Montag::N,ಸೋಮುವಾರ,星期一
476,Dienstag::N,ಮಂಗಳವಾರ,星期二
477,Mittwoch::N,ಬುಧವಾರ,星期三
478,Donnerstag::N,ಗುರುವಾರ,星期四
479,Freitag::N,ಶುಕ್ರವಾರ,星期五
480,Samstag::N,ಶನಿವಾರ,星期六
481,Sonntag::N,ಭಾನುವಾರ,星期日
482,groß::A,ದೊಡ್ಡ,大
483,klein::A,ಪುಟ್ಟ,小
484,lang::A,ದೀರ್ಘ,长
485,kurz::A,ಚಕ್ಕ,短
486,breit::A,ಅಗಲವಾದ,宽
487,schmal::A,ಇಕ್ಕಟ್ಟಾದ,细长的
488,dicht::A,ದಟ್ಟ,密
489,dick[Gegenstand]::A,ದಟ್ಟ,厚
490,dünn::A,ತೆಳು,薄
491,fein::A,ಕೋಮಲ,细小
492,fest::A,ಘನ,固体
493,flach::A,ಚಪ್ಪಟೆ,平坦
494,glatt::A,ನಯ,光滑
495,hart::A,ಗಟ್ಟಿ,硬
496,weich::A,ಮೃದುವಾದ,软
497,rund::A,ವರ್ತುಳ,圆
498,spitz::A,ಮೊನಚಾದ,尖
499,scharf::A,ತೀಕ್ಷ್ಣ,锋利
500,stumpf::A,ಮೊಂಡು,钝
501,schwer::A,ಭಾರಿ,重
502,schön::A,ಸುಂದರ,美丽
503,heiß::A,ಬಿಸಿ,烫
504,warm::A,ಬಿಸಿ,暖和
505,kalt::A,ತಣ್ಣನೆಯ,冷
506,kühl::A,ತಂಪಾದ,凉
507,frisch::A,ನಿರ್ಮಲ,新鲜
508,feucht::A,ಒದ್ದೆಯಾದ,潮湿
509,nass::A,ಒದ್ದೆಯಾದ,湿
510,trocken::A,ಶುಷ್ಕ,干
511,voll::A,ತುಂಬಿದ,满
512,leer::A,ಖಾಲಿ,空
513,offen::A,ಮುಚ್ಚಲ್ಲದ,敞开
514,geschlossen::A,ಮುಚ್ಚಿದ,关闭
515,sauber::A,ಶುದ್ಧ,干净
516,schmutzig::A,ಅಶುದ್ಧ,肮脏
517,roh::A,ಹಸಿ,生
518,reif::A,ಹಣ್ಣಾದ,成熟
519,lecker::A,ಗುಚಿಕರ,好吃
520,süß::A,ಸಿಹಿ,甜
521,bitter::A,ಕಹಿ,苦
522,sauer::A,ಹುಳಿಯಾದ,酸
523,hell::A,ಹೊಳೆಯುವ,亮
524,dunkel::A,ಮಬ್ಬಾದ,阴暗
525,schwarz::A,ಕಪ್ಪು,黑
526,weiß::A,ಬಿಳಿಯ,白
527,rot::A,ಕೆಂಪು,红
528,gelb::A,ಹಳದಯ,黄
529,blau::A,ನೀಲ,蓝
530,grün::A,ಕಾಯಾದ,绿
531,grau::A,ಬೂದುಬಣ್ಣದ,灰色
532,bunt::A,ವರ್ಣರಂಜಿತ,五彩
533,billig::A,ಅಗ್ಗ,便宜
534,teuer::A,ದುಬಾರಿಯಾದ,贵
535,wertvoll::A,ಅಮೂಲ್ಯ,贵重
536,blind::A,ಅಂಧ,瞎
537,taub::A,ಕಿವುಡಾದ,聋
538,kräftig::A,ಪ್ರಬಲ,强壮
539,stark::A,ಶಕ್ತಿವಂತ,强壮
540,schwach::A,ದುರ್ಬಲ,弱
541,fett::A,ಕೊಬ್ಬಿದ,胖
542,schlank::A,ತೆಳ್ಳಗಿನ,苗条
543,hübsch::A,ಅಂದವಾದ,漂亮
544,böse::A,ಕೆಟ್ಟ,邪恶
545,dumm::A,ಮಂದ,笨
546,faul::A,ಆಲಸ,懒惰
547,fleißig::A,ಕಡಗುವ,勤奋
548,geizig::A,ಜುಗ್ಗ,吝啬
549,klug::A,ಚತುರ,聪明
550,geschickt::A,ದಕ್ಷ,灵巧
551,lieb::A,ಪ್ರಿಯ,可爱
552,lustig::A,ಖುಷಿಯಾದ,快乐
553,sanft::A,ಸೌಮ್ಯ,柔和
554,hungrig::A,ಹಸಿದ,饥饿
555,krank::A,ಅಸ್ವಸ್ಥ,患病
556,nackt::A,ನಗ್ನ,裸体
557,traurig::A,ದುಃಖಿತ,悲哀
558,lebendig::A,ಜೀವಂತ,活
559,gut::A,ಒಳ್ಳೆಯ,好
560,schlecht::A,ದುಷ್ಟ,坏
561,richtig::A,ಸರಿ,正确
562,schlimm::A,ಅಸಹ್ಯ,糟糕
563,wahr::A,ನಿಜ,真
564,alt::A,ಮುದಿ,旧
565,neu::A,ಹೊಸ,新
566,ehemalig::A,ಮಾಜೀ,以前
567,alt[Lebewesen]::A,ವೃದ್ಧ,老
568,jung::A,ಎಳ,年轻
569,arm::A,ಬಡ,贫穷
570,reich::A,ಶ್ರೀಮಂತ,富裕
571,bekannt::A,ಅಪ್ತ,出名
572,berühmt::A,ಪ್ರಸಿದ್ಧ,著名
573,fremd::A,ಪರಕೀಯ,陌生
574,verschieden::A,ಬೇರೆ,不同
575,nah::A,ಹತ್ತಿರವಾದ,近
576,fern::A,ದೂರದ,遥远
577,linker::A,ಎಡ,左
578,rechter::A,ಬಲ,右
579,anderer::A,ಇತರ,别的
580,erster::A,ಪ್ರಥಮ,第一
581,zweiter::A,ದ್ವಿತೀಯ,第二
