,Concept_ID,ml,zh
148,Hase::N,മുയൽ,兔子
149,Maus::N,ചുണ്ടലി,老鼠
150,Wolf::N,ചെന്നായ,狼
151,Vogel::N,പക്ഷി,鸟
152,Schwarm::N,കൂട്ടം,群
153,Huhn::N,കോഴി,鸡
154,Hahn::N,പൂവൻകോഴി,公鸡
155,Gans::N,അരയന്നം,鹅
156,Adler::N,കഴുകൻ,鹰
157,Ente::N,താറാവ്,鸭
158,Eule::N,മൂങ്ങ,猫头鹰
159,Kranich::N,കൊക്ക്,鹤
160,Krähe::N,കാക്ക,乌鸦
161,Kuckuck::N,കുയിൽ,布谷鸟
162,Schwan::N,അരയന്നം,天鹅
163,Fisch::N,മത്സ്യം,鱼
164,Barsch::N,ഒരിനം മത്സ്യം,鲈鱼
165,Hecht::N,ഒരു മത്സ്യം,狗鱼
166,Schlange[Tier]::N,പാമ്പ്,蛇
167,Wurm::N,വിര,蠕虫
168,Spinne::N,ചിലന്തി,蜘蛛
169,Ameise::N,ഉറുമ്പ്,蚂蚁
170,Laus::N,പേന്,虱子
171,Mücke::N,മശകം,蚊子
172,Fliege::N,ഈച്ച,苍蝇
173,Schmetterling::N,ചിത്രശലഭം,蝴蝶
174,Beere::N,ബെറി,将果
175,Apfel::N,ആപ്പിൾ,苹果
176,Pilz::N,കൂൺ,蘑菇
177,Zwiebel::N,സവാള,洋葱
178,Saat::N,വിത്ത്,种子
179,Korn::N,ധാന്യം,谷粒
180,Heu::N,വയ്ക്കോൽ,干草
181,Schale::N,തൊലി,壳
182,Grube::N,കുഴി,坑
183,Falle::N,കെണി,圈套
184,Schlinge::N,കുടുക്ക്,活扣
185,Spur::N,ചുവട്,踪迹
186,Asche::N,ചാരം,灰烬
187,Dreck::N,അഴുക്ക്,污垢
188,Eisen::N,ഇരുമ്പ്,铁
189,Gold::N,സ്വർണ്ണം,金子
190,Silber::N,വെള്ളി,银
191,Kohle::N,കൽക്കരി,煤
192,Glas::N,ഗ്ലാസ്,玻璃
193,Lehm::N,കളിമണ്ണ്,粘土
194,Sand::N,മണൽ,沙
195,Mensch::N,മനുഷ്യർ,人
196,Mann::N,പുരുഷൻ,男子
197,Frau::N,സ്ത്രീ,妇女
198,Kind::N,കുഞ്ഞ്,小孩
199,Junge::N,ആൺകുട്ടി,男孩
200,Mädchen::N,പെൺകുട്ടി,女孩
201,Familie::N,കുടുംബം,家庭
202,Großvater::N,അപ്പൂപ്പൻ,祖父
203,Großmutter::N,അമ്മുമ്മ,祖母
204,Eltern::N,മാതാപിതാക്കള്,父母
205,Vater::N,അച്ഛൻ,父亲
206,Mutter::N,അമ്മ,母亲
207,Sohn::N,മകൻ,儿子
208,Tochter::N,മകൾ,女儿
209,Bruder::N,ചേട്ടൻ,兄弟
210,Bruder::N,അനിയൻ,兄弟
211,Schwester::N,ചേച്ചി,姐妹
212,Schwester::N,അനിയത്തി,姐妹
213,Onkel::N,അമ്മാവൻ,伯父
214,Tante::N,മാമി,阿姨
215,Ehemann::N,ഭർത്താവ്,丈夫
216,Ehefrau::N,ഭാര്യ,妻子
217,Freude::N,ആഹ്ലാദം,愉快
218,Gelächter::N,ചിരിയുടെ ശബ്ദം,大笑
219,Glück::N,സന്തോഷം,运气
220,Glück::N,സന്തുഷ്ടി,运气
221,Kummer::N,ശോകം,苦恼
222,Wunsch::N,ആഗ്രഹം,愿望
223,Lust::N,ആഗ്രഹം,乐趣
224,Geist::N,ചുറുചുറുക്ക്,精神
225,Gedanke::N,ചിന്ത,思想
226,Gedächtnis::N,ഓർമ്മശക്തി,记性
227,Verstand::N,മനസ്സ്,理智
228,Sinn::N,അർത്ഥം,感觉
229,Grund::N,കാരണം,理由
230,Wahrheit::N,സത്യം,真理
231,Gespräch::N,സല്ലാപം,谈话
232,Märchen::N,യക്ഷിക്കഥ,童话
233,Erzählung::N,കഥ,故事
234,Nachricht::N,സന്ദേശം,消息
235,Neuigkeit::N,വാർത്ത,新闻
236,Name::N,പേര്,名字
237,Rätsel::N,പ്രഹേളിക,谜语
238,Rede::N,സംസാരം,讲话
239,Sprache::N,ഭാഷ,语言
240,Stimme::N,സ്വരം,声音
241,Wort::N,വാക്ക്,词
242,Zeichen::N,സംജ്ഞ,标记
243,Ruf::N,വിളി,呼喊
244,Lärm::N,ആരവം,噪音
245,Laut::N,ശബ്ദം,响声
246,Ton::N,സ്വരഭേദം,声音
247,Lied::N,പാട്ട്,歌曲
248,Ruhe::N,നിശ്ചലത,安静
249,Leute::N,ജനങ്ങൾ,人们
250,Volk::N,രാഷ്ടം,人民
251,Arbeit::N,ജോലി,劳动
252,Gast::N,അതിലി,客人
253,Geschenk::N,സമ്മാനം,礼物
254,Spiel::N,കളി,游戏
255,Gesellschaft::N,കൂട്ടായ്മ,陪同
256,Hilfe::N,സഹായം,帮助
257,Freund::N,സുഹൃത്ത്,朋友
258,Kamerad::N,കൂട്ടാളി,同志
259,Angelegenheit::N,കാര്യം,事情
260,Anzahl::N,എണ്ണം,数目
261,Art::N,തരം,种类
262,Stück::N,കഷണം,块
263,Teil::N,ഭാഗം,部分
264,Hälfte::N,പകുതി,一半
265,Kreis::N,വൃത്തം,圆
266,Kreuz::N,കുരിശടയാളം,十字架
267,Linie::N,വര,线条
268,Linie::N,രേഖ,线条
269,Strich::N,പക്ഷാഘാതം,划
270,Abstand::N,വിടവ്,距离
271,Entfernung::N,അകലം,距离
272,Gegend::N,പ്രദേശം,地区
273,Platz::N,ഇടം,场所
274,Ort::N,സ്ഥലം,地点
275,Seite::N,വശം,面
276,Mitte::N,മധ്യസ്ഥാനം,中间
277,Gegenstand::N,സാധനം,物品
278,Sache::N,വസ്തു,物
279,Rand::N,തൊങ്ങൽ,边
280,Kante::N,അറ്റം,棱
281,Ecke::N,മൂല,角
282,Spitze::N,അഗ്രം,尖
283,Ende::N,അവസാനം,结尾
284,Loch::N,ദ്വാരം,洞
285,Winkel::N,കോൺ,角度
286,Muster::N,ക്രമം,模型
287,Größe::N,വലുപ്പം,大小
288,Länge::N,നീളം,长度
289,Höhe::N,ഉയരം,高度
290,Gewicht::N,കട്ടി,重量
291,Menge::N,അളവ്,数量
292,Haufen::N,കൂമ്പാരം,堆
293,Reihe::N,വരി,行
294,Boot::N,ബോട്ട്,小船
295,Ruder::N,പങ്കായം,奖
296,Schlitten::N,ഉരുളില്ലാവണ്ടി,雪橇
297,Ski::N,ഹിമപാദുകം,雪板
298,Lagerfeuer::N,തീ,营火
299,Last::N,ഭാരം,负担
300,Gang::N,നടത്തം,行走
301,Schritt::N,ചുവട്,步伐
302,Norden::N,വടക്ക്,北
303,Süden::N,തെക്ക്,南
304,Westen::N,പടിഞ്ഞാറ്,西
305,Osten::N,കിഴക്ക്,东
306,Holz::N,തടി,木材
307,Brett::N,ബോർഡ്,木板
308,Platte::N,തകിട്,平板
309,Stütze::N,താങ്ങ്,支架
310,Stange::N,കമ്പ്,杆
311,Stock::N,വടി,棒
312,Stab::N,കുറുവടി,棍
313,Rohr::N,കുഴൽ,管子
314,Haus::N,വീട്,房屋
315,Heim::N,വീട്,家
316,Ofen::N,സ്റ്റൌ,炉子
317,Fußboden::N,തറ,地板
318,Tisch::N,മേശ,桌子
319,Stuhl::N,കസേര,椅子
320,Wiege::N,തൊട്ടിൽ,摇蓝
321,Bett::N,കിടക്ക,床
322,Regal::N,ഷെൽഫ്,架子
323,Kiste::N,പെട്ടി,箱子
324,Fenster::N,ജനൽ,窗户
325,Tür::N,വാതിൽ,门
326,Tor::N,കവാടം,大门
327,Zaun::N,വേലി,篱笆
328,Dach::N,മേൽക്കുര,屋顶
329,Leiter::N,ഏണി,梯子
330,Besen::N,ചൂല്,扫帚
331,Spaten::N,തൂമ്പ,铁锹
332,Schaufel::N,തൂമ്പ,铁锹
333,Gabel::N,മുൾക്കത്തി,叉
334,Löffel::N,സ്പൂൺ,食匙
335,Messer::N,കത്തി,刀
336,Nagel::N,ആണി,钉子
337,Netz::N,വല,网
338,Haken::N,കൊളുത്ത്,钩子
339,Griff::N,കൈപ്പിടി,把柄
340,Schloss::N,പൂട്ട്,锁
341,Bild::N,ചിത്രം,图画
342,Figur::N,കണക്ക്,人像
343,Puppe::N,പാവ,娃娃
344,Beutel::N,ബാഗ്,袋子
345,Bündel::N,കെട്ട്,捆
346,Tasche::N,ബാഗ്,手提包
347,Eimer::N,ബക്കറ്റ്,桶
348,Deckel::N,ഉറ,盖子
349,Geschirr::N,പിഞ്ഞാണം,餐具
350,Sack::N,ചാക്ക്,袋子
351,Tasse::N,കപ്പ്,杯子
352,Topf::N,പാത്രം,锅
353,Kessel::N,കെറ്റ്ല്,水壶
354,Essen::N,ആഹാരസമയം,进餐
355,Nahrung::N,ഭക്ഷണം,食物
356,Speise::N,ഡിഷ്,菜肴
357,Fleisch::N,മാംസം,肉
358,Getreide::N,ചോളം,谷物
359,Brei::N,കഞ്ഞി,粥
360,Brot::N,റോട്ടി,面包
361,Scheibe::N,തുണ്ട്,片
362,Fett::N,കൊഴുപ്പ്,脂肪
363,Butter::N,വെണ്ണ,黄油
364,Öl::N,എണ്ണ,油
365,Salz::N,ഉപ്പ്,盐
366,Suppe::N,സൂപ്പ്,汤
367,Honig::N,തേൻ,蜂蜜
368,Milch::N,പാൽ,奶
369,Tee::N,ചായ,茶
370,Leder::N,തുകൽ,皮革
371,Wolle::N,കമ്പിളി,毛线
372,Stoff::N,തുണി,织物
373,Nadel::N,സൂചി,针
374,Faden::N,നൂല്,线
375,Knopf::N,ബട്ടൺ,纽扣
376,Knoten::N,കുരുക്ക്,结
377,Farbe::N,പെയിൻറ്,颜色
378,Kleidung::N,വസ്ത്രങ്ങൾ,衣服
379,Hemd::N,ഷർട്ട്,衬衫
380,Kragen::N,കുപ്പായക്കഴുത്ത്,领子
381,Ärmel::N,കുപ്പായക്കൈ,袖子
382,Hose::N,ട്രൌസർ,裤子
383,Gürtel::N,ബെൽറ്റ്,腰带
384,Mütze::N,തൊപ്പി,帽子
385,Schuh::N,ഷൂ,鞋
386,Stiefel::N,ബൂട്ട്,靴子
387,Ring::N,മോതിരം,戒指
388,Band::N,റിബൺ,带子
389,Kamm::N,ചീപ്പ്,梳子
390,Spiegel::N,കണ്ണാടി,镜子
391,Riemen::N,സ്ട്രാപ്പ്,皮带
392,Schnur::N,ചരട്,绳子
393,Leine::N,കെട്ടാനുള്ള തോൽവാർ,皮带
394,Decke::N,പുതപ്പ്,被子
395,Kissen::N,തലയിണ,软垫
396,Tuch::N,സ്കാർഫ്,巾
397,Handtuch::N,തോർത്ത്,手巾
398,Kraft::N,ശക്തി,力
399,Stärke::N,ശക്തി,力量
400,Gesundheit::N,ആരോഗ്യം,健康
401,Krankheit::N,അസുഖം,病
402,Schmerz::N,വേദന,痛
403,Wunde::N,മുറിവ്,伤口
404,Fieber::N,പനി,发烧
405,Arznei::N,മരുന്ന്,药
406,Brücke::N,പാലം,桥
407,Brunnen::N,കിണർ,井
408,Weide::N,മേച്ചൽ,牧场
409,Pfad::N,വഴി,小路
410,Weg::N,വഴി,路
411,Straße::N,റോഡ്,街
412,Dorf::N,ഗ്രാമം,村庄
413,Stadt::N,നഗരം,城市
414,Brief::N,കത്ത്,信
415,Buch::N,പുസ്തകം,书
416,Buchstabe::N,അക്ഷരം,字母
417,Zeitung::N,വർത്തമാനപത്രം,报纸
418,Leben::N,ജീവൻ,生命
419,Tod::N,മരണം,死亡
420,Grab::N,ശവക്കുഴി,坟墓
421,Kirche::N,പള്ളി,教堂
422,Sünde::N,പാപം,罪
423,Gott::N,ദൈവം,上帝
424,Arbeiter::N,ജോലിക്കാരൻ,工人
425,Chef::N,മേധാവി,上司
426,Meister::N,യജമാനൻ,师傅
427,Arzt::N,ഡോക്ടർ,医生
428,Lehrer::N,അധ്യാപകൻ,教师
429,Geld::N,പണം,钱
430,Geschäft::N,ബിസിനസ്,交易
431,Laden::N,കട,商店
432,Preis::N,വില,价格
433,Ware::N,ചരക്ക്,商品
434,Nutzen::N,ലാഭം,好处
435,Reichtum::N,ധനം,财富
436,Welt::N,ലോകം,世界
437,Land::N,രാജ്യം,国家
438,Staat::N,രാജ്യം,国家
439,König::N,രാജാവ്,国王
440,Macht::N,അധികാരം,权力
441,Grenze::N,അതിർത്തി,边界
442,Krieg::N,യുദ്ധം,战争
443,Feind::N,ശത്രു,敌人
444,Gewalt::N,അക്രമം,暴力
445,Kampf::N,പോരാട്ടം,战斗
446,Bogen[Waffe]::N,വില്ല്,弓
447,Pfeil::N,അമ്പ്,箭
448,Gewehr::N,തോക്ക്,枪
449,Fehler::N,പിശക്,错误
450,Lüge::N,കള്ളം,谎话
451,Schaden::N,കേടുപാട്,损失
452,Unglück::N,ദൌർഭാഗ്യം,不幸
453,Schuld::N,തെറ്റ്,过错
454,Alter::N,വയസ്സ്,年龄
455,Schluss::N,നിഗമനം,结束
456,Zeit::N,സമയം,时间
457,Tag::N,ദിവസം,天
458,Morgen::N,പ്രഭാതം,早晨
459,Mittag::N,ഉച്ച,中午
460,Abend::N,സായാഹ്നം,晚上
461,Nacht::N,രാത്രി,夜
462,Woche::N,ആഴ്ച,星期
463,Monat::N,മാസം,月
464,Jahr::N,വർഷം,年
465,Frühling::N,വസന്തം,春天
466,Sommer::N,വേനൽ,夏天
467,Herbst::N,ശരത്കാലം,秋天
468,Winter::N,ശൈത്യം,冬天
469,Januar::N,ജനുവരി,一月
470,Februar::N,ഫെബ്രുവരി,二月
471,März::N,മാർച്ച്,三月
472,April::N,ഏപ്രിൾ മാസം,四月
473,Mai::N,മെയ് മാസം,五月
474,Juni::N,ജൂൺ,六月
475,Juli::N,ജൂലൈ,七月
476,August::N,ആഗസ്റ്റ്,八月
477,September::N,സെപ്തംബർ,九月
478,Oktober::N,ഒക്ടോബർ,十月
479,November::N,നവംബർ,十一月
480,Dezember::N,ഡിസംബർ,十二月
481,Montag::N,തിങ്കളാഴ്ച,星期一
482,Dienstag::N,ചൊവ്വ,星期二
483,Mittwoch::N,ബുധനാഴ്ച,星期三
484,Donnerstag::N,വ്യാഴാഴ്ച,星期四
485,Freitag::N,വെള്ളിയാഴ്ച,星期五
486,Samstag::N,ശനിയാഴ്ച,星期六
487,Sonntag::N,ഞായറാഴ്ച,星期日
488,groß::A,വലിയ,大
489,klein::A,ചെറിയ,小
490,lang::A,നീണ്ട,长
491,kurz::A,ഹ്രസ്വമായ,短
492,breit::A,വിശാലമായ,宽
493,schmal::A,ഇടുങ്ങിയ,细长的
494,dicht::A,നിബിഡമായ,密
495,dick[Gegenstand]::A,തടിച്ച,厚
496,dünn::A,മെലിഞ്ഞ,薄
497,fein::A,നേർത്ത,细小
498,fest::A,ഉറപ്പുള്ള,固体
499,flach::A,പരന്ന,平坦
500,glatt::A,മിനുസമുള്ള,光滑
501,hart::A,കട്ടിയുള്ള,硬
502,weich::A,മൃദുവായ,软
503,rund::A,വട്ടത്തിലുള്ള,圆
504,spitz::A,മുനയുള്ള,尖
505,scharf::A,മൂർച്ചയുള്ള,锋利
506,stumpf::A,തുറന്നടിക്കുന്ന,钝
507,schwer::A,ഭാരമുള്ള,重
508,schön::A,മനോഹരമായ,美丽
509,heiß::A,ചൂടുള്ള,烫
510,warm::A,ചൂടുള്ള,暖和
511,kalt::A,തണുത്ത,冷
512,kühl::A,തണുപ്പുള്ള,凉
513,frisch::A,ശുദ്ധമായ,新鲜
514,feucht::A,ഈറനുള്ള,潮湿
515,nass::A,നനഞ്ഞ,湿
516,trocken::A,വരണ്ട,干
517,voll::A,നിറയെ,满
518,leer::A,ഒഴിഞ്ഞ,空
519,offen::A,തുറന്ന,敞开
520,geschlossen::A,അടച്ച,关闭
521,sauber::A,വൃത്തിയുള്ള,干净
522,schmutzig::A,അഴുക്കുനിറഞ്ഞ,肮脏
523,roh::A,അസംസ്കൃതമായ,生
524,reif::A,പഴുത്ത,成熟
525,lecker::A,രുചികരമായ,好吃
526,süß::A,മധുരമുള്ള,甜
527,bitter::A,കടുത്ത,苦
528,sauer::A,പുളിപ്പുള്ള,酸
529,hell::A,ജ്വലിക്കുന്ന,亮
530,dunkel::A,ഇരുണ്ട,阴暗
531,schwarz::A,കറുത്ത,黑
532,weiß::A,വെളുത്ത,白
533,rot::A,ചുവന്ന,红
534,gelb::A,മഞ്ഞനിറമായ,黄
535,blau::A,നീലനിറമുള്ള,蓝
536,grün::A,പച്ചനിറമുള്ള,绿
537,grau::A,ചാരനിറത്തിലുള്ള,灰色
538,bunt::A,വർണ്ണശബളമായ,五彩
539,billig::A,വിലകുറഞ്ഞ,便宜
540,teuer::A,ചെലവേറിയ,贵
541,wertvoll::A,വിലപിടിപ്പുള്ള,贵重
542,blind::A,അന്ധനായ,瞎
543,taub::A,കേൾവിക്കുറവുള്ള,聋
544,kräftig::A,ശക്തിയുള്ള,强壮
545,stark::A,ബലമുള്ള,强壮
546,schwach::A,ക്ഷീണിച്ച,弱
547,fett::A,കൊഴുപ്പുള്ള,胖
548,schlank::A,മെലിഞ്ഞ,苗条
549,hübsch::A,മനോഹരമായ,漂亮
550,böse::A,പാപിയായ,邪恶
551,dumm::A,വിവരംകെട്ട,笨
552,faul::A,അലസനായ,懒惰
553,fleißig::A,അദ്ധ്വാനശീലമുള്ള,勤奋
554,geizig::A,പിശുക്കനായ,吝啬
555,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,聪明
556,geschickt::A,പ്രതിഭാശാലി,灵巧
557,lieb::A,പ്രിയപ്പെട്ട,可爱
558,lustig::A,ആനന്ദകരമായ,快乐
559,sanft::A,സൌമ്യമായ,柔和
560,hungrig::A,വിശപ്പുള്ള,饥饿
561,krank::A,അസുഖമുള്ള,患病
562,nackt::A,നഡമായ,裸体
563,traurig::A,വിഷമമുള്ള,悲哀
564,lebendig::A,ഉപജീവനം,活
565,gut::A,നല്ല,好
566,schlecht::A,മോശമായ,坏
567,richtig::A,ശരിയായ,正确
568,schlimm::A,വൃത്തികെട്ട,糟糕
569,wahr::A,ശരിയായ,真
570,alt::A,പഴയ,旧
571,neu::A,പുതിയ,新
572,ehemalig::A,മുൻ,以前
573,alt[Lebewesen]::A,വയസ്സുള്ള,老
574,jung::A,കൌമാരമായ,年轻
575,arm::A,പാവപ്പെട്ട,贫穷
576,reich::A,സമ്പന്നമായ,富裕
577,bekannt::A,പരിചിതമായ,出名
578,berühmt::A,പ്രശസ്തനായ,著名
579,fremd::A,വൈദേശികമായ,陌生
580,verschieden::A,വ്യത്യസ്തമായ,不同
581,nah::A,അരികത്തുള്ള,近
582,fern::A,അകലെയുള്ള,遥远
583,linker::A,അവശേഷിച്ച,左
584,rechter::A,വലത്തേ,右
585,anderer::A,മറ്റുള്ള,别的
586,erster::A,ആദ്യത്തെ,第一
587,zweiter::A,രണ്ടാം,第二
588,dritter::A,മൂന്നാമത്,第三
589,letzter::A,അവസാനത്തെ,最后
590,allein::ADV,തനിച്ചുള്ള,单独
591,auf einmal::ADV,ഉടന്,同时
592,zusammen::ADV,ഒരുമിച്ച,一起
593,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,许久
594,plötzlich::ADV,പെട്ടെന്ന്,忽然
595,sofort::ADV,തത്ക്ഷണം,立刻
596,später::ADV,പിന്നീട്,以后
597,jetzt::ADV,ഇപ്പോൾ,现在
598,heute::ADV,ഇന്ന്,今天
599,morgen::ADV,നാളെ,明天
600,bald::ADV,ഉടനെ,即将
601,dann::ADV,അപ്പോൾ,然后
602,gestern::ADV,ഇന്നലെ,昨天
603,einst::ADV,പണ്ടൊരിക്കല്,曾经
604,damals::ADV,അപ്പോൾ,当时
605,danach::ADV,പിന്നീട്,随后
606,vorher::ADV,മുൻപ്,事先
607,zuerst::ADV,ആദ്യം,首先
608,einmal::ADV,ഒരിക്കൽ,一次
609,manchmal::ADV,ചിലപ്പോൾ,有时
610,oft::ADV,പലപ്പോഴും,时常
611,immer::ADV,എപ്പോഴും,总是
612,niemals::ADV,ഒരിക്കലും,从未
613,hier::ADV,ഇവിടെ,这里
614,hierhin::ADV,ഇവിടേക്ക്,到这里
615,von hier::ADV,ഇവിടെനിന്ന്,由此
616,dort::ADV,അവിടെ,那里
617,dorthin::ADV,അവിടേക്ക്,到那里
618,geradeaus::ADV,മുമ്പിൽ,一直往前
619,geradeaus::ADV,മുമന്നോട്ട്,一直往前
620,vorwärts::ADV,മുന്നോട്ട്,向前
621,rückwärts::ADV,തലതിരിച്ച്,向后
622,zurück::ADV,പുറകിലേക്ക്,退后
623,unten::ADV,താഴെ,下面
624,hinab::ADV,താഴേക്ക്,向下
625,oben::ADV,മുകളിൽ,上面
626,hinauf::ADV,മുകളിൽ,向上
627,überall::ADV,എല്ലായിടത്തും,到处
628,nicht::ADV,ഇല്ല,不
629,ein wenig::ADV,കുറച്ച്,一点儿
630,kaum::ADV,കഷ്ടിച്ച്,几乎不
631,sehr::ADV,വളരെ,很
632,so::ADV,അങ്ങനെ,如此
633,noch::ADV,ഇപ്പോഴും,还
634,nur::ADV,മാത്രം,只
635,schon::ADV,നേരത്തേ തന്നെ,已经
636,wieder::ADV,വീണ്ടും,又
637,vergebens::ADV,വിഫല,
638,vor::PRP,മുമ്പിൽ,在...面前
639,hinter::PRP,പുറകിൽ,在...背后
640,unter::PRP,കീഴിൽ,在...下面
641,durch::PRP,ഉള്ളിലൂടെ,穿过
642,neben::PRP,അടുത്ത്,在...旁
643,zwischen::PRP,ഇടയ്ക്ക്,在...之间
644,wegen::PRP,നിമിത്തം,由于
645,dies::PRN,ഇത്,这
646,das::PRN,അത്,那
647,alles::PRN,എല്ലാം,一切
648,ich::PRN,ഞാൻ,我
649,du::PRN,നിങ്ങൾ,你
650,er::PRN,അദ്ദേഹം,他
651,er::PRN,അയാൾ,他
