,Concept_ID,br,lv
99,Sehne::N,stir,вез
100,Sehne::N,stir,dzīsla
101,Knochen::N,askorn,лы
102,Knochen::N,askorn,kauls
103,Gehirn::N,empenn,вем
104,Gehirn::N,empenn,smadzenes
105,Herz::N,kalon,сьӧлӧм
106,Herz::N,kalon,sirds
107,Magen::N,stomog,кынӧм
108,Magen::N,stomog,kuņģis
109,Leber::N,avu,мус
110,Leber::N,avu,aknas
111,Atem::N,anal,лов
112,Atem::N,anal,elpa
113,Hunger::N,naon,тшыг
114,Hunger::N,naon,bads
115,Hunger::N,naon,izsalkums
116,Träne::N,daer,синва
117,Träne::N,daer,asara
118,Geschmack::N,blaz,кӧр
119,Geschmack::N,blaz,чӧсмӧс
120,Geschmack::N,blaz,garša
121,Geruch::N,c'hwezh,зын
122,Geruch::N,c'hwezh,дук
123,Geruch::N,c'hwezh,smaka
124,Schlaf::N,kousked,узьӧм
125,Schlaf::N,kousked,miegs
126,Traum::N,hune,вӧт
127,Traum::N,hune,вӧтасьӧм
128,Traum::N,hune,sapnis
129,Himmel::N,oabl,енэж
130,Himmel::N,oabl,debess
131,Sonne::N,heol,шонді
132,Sonne::N,heol,saule
133,Mond::N,loar,тӧлысь
134,Mond::N,loar,mēness
135,Stern::N,steredenn,кодзув
136,Stern::N,steredenn,zvaigzne
137,Luft::N,aer,сынӧд
138,Luft::N,aer,gaiss
139,Wind::N,avel,тӧв
140,Wind::N,avel,vējš
141,Welle::N,houlenn,гы
142,Welle::N,houlenn,vilnis
143,Wasser::N,dour,ва
144,Wasser::N,dour,ūdens
145,Stein::N,maen,из
146,Stein::N,maen,akmens
147,Boden::N,tachenn,му
148,Boden::N,tachenn,augsne
149,Erde::N,douar,му
150,Erde::N,douar,му-ва
151,Erde::N,douar,zeme
152,Staub::N,poultr,бус
153,Staub::N,poultr,putekļi
154,Rauch::N,moged,тшын
155,Rauch::N,moged,dūmi
156,Funke::N,ful,кинь
157,Funke::N,ful,би кинь
158,Funke::N,ful,dzirkstele
159,Feuer::N,tan,би
160,Feuer::N,tan,uguns
161,Licht::N,gouloù,югӧр
162,Licht::N,gouloù,gaisma
163,Schatten::N,disheol,вуджӧр
164,Schatten::N,disheol,ēna
165,Wetter::N,amzer,поводдя
166,Wetter::N,amzer,laiks
167,Nebel::N,brumenn,ру
168,Nebel::N,brumenn,онь
169,Nebel::N,brumenn,migla
170,Wolke::N,koumoulenn,кымӧр
171,Wolke::N,koumoulenn,mākonis
172,Regen::N,glav,зэр
173,Regen::N,glav,lietus
174,Schnee::N,erc'h,лым
175,Schnee::N,erc'h,sniegs
176,Eis::N,skorn,йи
177,Eis::N,skorn,ledus
178,Frost::N,rev,кӧдзыд
179,Frost::N,rev,sals
180,Kälte::N,yen,кӧдзыд
181,Kälte::N,yen,saltums
182,Kälte::N,yen,aukstums
183,Hitze::N,tommder,пӧсь
184,Hitze::N,tommder,гожӧд
185,Hitze::N,tommder,karstums
186,Raureif::N,frim,пуж
187,Raureif::N,frim,гыӧр
188,Raureif::N,frim,sarma
189,Regenbogen::N,gwareg-ar-glav,ӧшкамӧшка
190,Regenbogen::N,gwareg-ar-glav,varavīksne
191,Donner::N,kurun,гым
192,Donner::N,kurun,pērkons
193,Strömung::N,red,ва ныр
194,Strömung::N,red,визувтӧм
195,Strömung::N,red,straume
196,Strömung::N,red,strāvojums
197,Tropfen::N,bannac'h,войт
198,Tropfen::N,bannac'h,lāse
199,Tropfen::N,takenn,войт
200,Tropfen::N,takenn,lāse
201,Schaum::N,spoum,быг
202,Schaum::N,spoum,быгзьӧм
203,Schaum::N,spoum,putas
204,Schmutz::N,fank,няйт
205,Schmutz::N,fank,dubļi
206,See::N,lenn,ты
207,See::N,lenn,ezers
208,Sumpf::N,gwern,гыбад
209,Sumpf::N,gwern,кад
210,Sumpf::N,gwern,dumbrājs
211,Sumpf::N,gwern,staignājs
212,Moor::N,taouarc'heg,нюр
213,Moor::N,taouarc'heg,purvs
214,Moor::N,taouarc'heg,muklājs
215,Wiese::N,prad,видз
216,Wiese::N,prad,pļava
217,Wald::N,koad,вӧр
218,Wald::N,koad,mežs
219,Hügel::N,torgenn,дзиб
220,Hügel::N,torgenn,мыльк
221,Hügel::N,torgenn,нӧрыс
222,Hügel::N,torgenn,paugurs
223,Anhöhe::N,run,мыльк
224,Anhöhe::N,run,нӧрыс
225,Anhöhe::N,run,paugurs
226,Berg::N,menez,чой
227,Berg::N,menez,керӧс
228,Berg::N,menez,kalns
229,Gipfel::N,barr,чук
230,Gipfel::N,barr,virsotne
231,Höhle::N,kav,рудӧг
232,Höhle::N,kav,ala
233,Abhang::N,naou,ньывк
234,Abhang::N,naou,бокша
235,Abhang::N,naou,nogāze
236,Quelle::N,feunteun,ӧшмӧс
237,Quelle::N,feunteun,avots
238,Bach::N,gwazh,шор
239,Bach::N,gwazh,urga
240,Bach::N,gwazh,strauts
241,Fluss::N,stêr,ю
242,Fluss::N,stêr,upe
243,Ufer::N,ribl,вадор
244,Ufer::N,ribl,krasts
245,Küste::N,aod,вадор
246,Küste::N,aod,piekraste
247,Festland::N,douar,му
248,Festland::N,douar,sauszeme
249,Meer::N,mor,саридз
250,Meer::N,mor,jūra
251,Bucht::N,mor-bihan,куръя
252,Bucht::N,mor-bihan,līcis
253,Insel::N,enez,ді
254,Insel::N,enez,sala
255,Blume::N,bleunienn,дзоридз
256,Blume::N,bleunienn,puķe
257,Blume::N,bleunienn,zieds
258,Gras::N,geot,турун
259,Gras::N,geot,zāle
260,Wurzel::N,gwrizienn,вуж
261,Wurzel::N,gwrizienn,sakne
262,Baum::N,gwezenn,пу
263,Baum::N,gwezenn,koks
264,Stamm::N,kef,пучер
265,Stamm::N,kef,stumbrs
266,Rinde::N,rusk,кырсь
267,Rinde::N,rusk,miza
268,Ast::N,barr,ув
269,Ast::N,barr,zars
270,Zweig::N,bod,вож
271,Zweig::N,bod,nozare
272,Blatt::N,delienn,кор
273,Blatt::N,delienn,lapa
274,Birke::N,bezvenn,кыдз
275,Birke::N,bezvenn,bērzs
276,Kiefer[Baum]::N,pinenn,пожӧм
277,Kiefer[Baum]::N,pinenn,priede
278,Weide[Baum]::N,halegenn,бадь
279,Weide[Baum]::N,halegenn,kārkls
280,Tanne::N,sapenn,коз
281,Tanne::N,sapenn,egle
282,Horn::N,korn,сюр
283,Horn::N,korn,rags
284,Feder::N,pluñv,гӧн
285,Feder::N,pluñv,тывборд
286,Feder::N,pluñv,spalva
287,Fell::N,kreoñ,ку
288,Fell::N,kreoñ,āda
289,Flügel::N,askell,борд
290,Flügel::N,askell,spārns
291,Klaue::N,skilf,гыж
292,Klaue::N,skilf,nags
293,Kralle::N,skilf,гыж
294,Kralle::N,skilf,nags
295,Schwanz::N,lost,бӧж
296,Schwanz::N,lost,ļipa
297,Ei::N,vi,кольк
298,Ei::N,vi,ola
299,Nest::N,neizh,поз
300,Nest::N,neizh,ligzda
301,Bau::N,douarenn,горс
302,Bau::N,douarenn,пырмӧс
303,Bau::N,douarenn,гу
304,Bau::N,douarenn,ala
305,Tier::N,loen,пемӧс
306,Tier::N,loen,dzīvnieks
307,Herde::N,tropell,стада
308,Herde::N,tropell,кельӧб
309,Herde::N,tropell,ganāmpulks
310,Kuh::N,buoc'h,мӧс
311,Kuh::N,buoc'h,govs
312,Bulle::N,tarv,ӧш
313,Bulle::N,tarv,bullis
314,Pferd::N,marc'h,вӧв
315,Pferd::N,marc'h,zirgs
316,Schaf::N,dañvad,ыж
317,Schaf::N,dañvad,aita
318,Schwein::N,pemoc'h,порсь
319,Schwein::N,pemoc'h,cūka
320,Hund::N,ki,пон
321,Hund::N,ki,suns
322,Katze::N,kazh,кань
323,Katze::N,kazh,kaķis
324,Bär::N,arzh,ош
325,Bär::N,arzh,lācis
326,Eichhörnchen::N,gwiñver,ур
327,Eichhörnchen::N,gwiñver,vāvere
328,Elch::N,karv-dour,йӧра
329,Elch::N,karv-dour,alnis
330,Fuchs::N,louarn,руч
331,Fuchs::N,louarn,lapsa
332,Hase::N,gad,кӧч
333,Hase::N,gad,zaķis
334,Maus::N,logodenn,шыр
335,Maus::N,logodenn,pele
336,Wolf::N,bleiz,кӧин
337,Wolf::N,bleiz,vilks
338,Vogel::N,labous,кай
339,Vogel::N,labous,лэбач
340,Vogel::N,labous,putns
341,Schwarm::N,nijad,чукӧр
342,Schwarm::N,nijad,spiets
343,Huhn::N,yar,курӧг
344,Huhn::N,yar,vista
345,Hahn::N,kilhog,петук
346,Hahn::N,kilhog,gailis
347,Gans::N,gwazenn,дзодзӧг
348,Gans::N,gwazenn,zoss
349,Adler::N,erer,кутш
350,Adler::N,erer,ērglis
351,Ente::N,houad,утка
352,Ente::N,houad,pīle
353,Eule::N,toud,сюзь
354,Eule::N,toud,pūce
355,Kranich::N,garan,тури
356,Kranich::N,garan,dzērve
357,Krähe::N,bran,рака
358,Krähe::N,bran,vārna
359,Kuckuck::N,koukoug,кӧк
360,Kuckuck::N,koukoug,dzeguze
361,Schwan::N,alarc'h,юсь
362,Schwan::N,alarc'h,gulbis
363,Fisch::N,pesk,чери
364,Fisch::N,pesk,zivs
365,Barsch::N,brell,ёкыш
366,Barsch::N,brell,asaris
367,Hecht::N,beked,сир
368,Hecht::N,beked,līdaka
369,Schlange[Tier]::N,naer,кый
370,Schlange[Tier]::N,naer,čūska
371,Wurm::N,preñv,номыр
372,Wurm::N,preñv,tārps
373,Spinne::N,kevnidenn,черань
374,Spinne::N,kevnidenn,zirneklis
375,Ameise::N,merion,кодзувкот
376,Ameise::N,merion,skudra
377,Laus::N,laouenn,той
378,Laus::N,laouenn,uts
379,Mücke::N,moustik,ном
380,Mücke::N,moustik,ods
381,Fliege::N,kelienenn,гут
382,Fliege::N,kelienenn,muša
383,Schmetterling::N,balafenn,бобув
384,Schmetterling::N,balafenn,tauriņš
385,Beere::N,hog,тусь
386,Beere::N,hog,вотӧс
387,Beere::N,hog,oga
388,Apfel::N,aval,яблӧг
389,Apfel::N,aval,ābols
390,Pilz::N,kabell-touseg,тшак
391,Pilz::N,kabell-touseg,sēne
392,Zwiebel::N,ognonenn,луккок
393,Zwiebel::N,ognonenn,йӧнгыль
394,Zwiebel::N,ognonenn,sīpols
395,Saat::N,had,тусь
396,Saat::N,had,кӧйдыс
397,Saat::N,had,sēkla
398,Korn::N,ed,тусь
399,Korn::N,ed,grauds
400,Heu::N,foenn,турун
401,Heu::N,foenn,siens
402,Schale::N,peliadur,кор
403,Schale::N,peliadur,čaula
404,Schale::N,peliadur,čaumala
405,Falle::N,pech,лэч
406,Falle::N,pech,slazds
407,Falle::N,pech,lamatas
408,Schlinge::N,krouglas,лэч
409,Schlinge::N,krouglas,cilpa
410,Asche::N,ludu,пӧм
411,Asche::N,ludu,pelni
412,Dreck::N,fank,няйт
413,Dreck::N,fank,dubļi
414,Eisen::N,houarn,кӧрт
415,Eisen::N,houarn,dzelzs
416,Gold::N,aour,зарни
417,Gold::N,aour,zelts
418,Silber::N,arc'hant,эзысь
419,Silber::N,arc'hant,sudrabs
420,Kohle::N,glaou,шом
421,Kohle::N,glaou,ogle
422,Glas::N,gwer,стеклӧ
423,Glas::N,gwer,stikls
424,Sand::N,traezh,лыа
425,Sand::N,traezh,smiltis
426,Mensch::N,den,морт
427,Mensch::N,den,cilvēks
428,Mann::N,den,аймӧрт
429,Mann::N,den,мужичӧй
430,Mann::N,den,vīrietis
431,Frau::N,maouez,ань
432,Frau::N,maouez,нывбаба
433,Frau::N,maouez,sieviete
434,Kind::N,bugel,кага
435,Kind::N,bugel,bērns
436,Junge::N,paotr,пи
437,Junge::N,paotr,zēns
438,Junge::N,paotr,puika
439,Junge::N,paotr,puisis
440,Mädchen::N,plac'h,ныв
441,Mädchen::N,plac'h,meiča
442,Mädchen::N,plac'h,skuķis
443,Mädchen::N,plac'h,meitene
444,Familie::N,familh,семья
445,Familie::N,familh,ģimene
446,Großvater::N,tad-kozh,пӧль
447,Großvater::N,tad-kozh,vecaistēvs
448,Großmutter::N,mamm-gozh,баб
449,Großmutter::N,mamm-gozh,vecāmāte
450,Eltern::N,kerent,ай-мам
451,Eltern::N,kerent,бать-мам
452,Eltern::N,kerent,vecāki
453,Vater::N,tad,бать
454,Vater::N,tad,ай
455,Vater::N,tad,tēvs
456,Mutter::N,mamm,мам
457,Mutter::N,mamm,māte
458,Sohn::N,mab,пи
459,Sohn::N,mab,dēls
460,Tochter::N,merc'h,ныв
461,Tochter::N,merc'h,meita
462,Bruder::N,breur,вок
463,Bruder::N,breur,brālis
464,Schwester::N,c'hoar,чой
465,Schwester::N,c'hoar,māsa
466,Onkel::N,eontr,дядь
467,Onkel::N,eontr,tēvocis
468,Tante::N,moereb,тьӧт
469,Tante::N,moereb,tante
470,Ehemann::N,gwaz,верӧс
471,Ehemann::N,gwaz,vīrs
472,Ehefrau::N,gwreg,гӧтыр
473,Ehefrau::N,gwreg,sieva
474,Freude::N,levenez,радлун
475,Freude::N,levenez,prieks
476,Gelächter::N,c'hoarzherezh,серам
477,Gelächter::N,c'hoarzherezh,smiekli
478,Glück::N,chañs,шуд
479,Glück::N,chañs,laime
480,Kummer::N,doan,шог
481,Kummer::N,doan,bēdas
482,Kummer::N,doan,raizes
483,Wunsch::N,c'hoant,кӧсйӧм
484,Wunsch::N,c'hoant,vēlme
485,Wunsch::N,c'hoant,vēlējums
486,Lust::N,c'hoant,кыскӧм
487,Lust::N,c'hoant,радейтӧм
488,Lust::N,c'hoant,kāre
489,Geist::N,spered,лов
490,Geist::N,spered,gars
491,Gedanke::N,soñj,мӧвп
492,Gedanke::N,soñj,doma
493,Gedächtnis::N,eñvor,паметь
494,Gedächtnis::N,eñvor,atmiņa
495,Verstand::N,skiant,вежӧр
496,Verstand::N,skiant,prāts
497,Sinn::N,ster,мог
498,Sinn::N,ster,вежӧртас
499,Sinn::N,ster,nozīme
500,Grund::N,kaoz,помка
501,Grund::N,kaoz,pamats
502,Grund::N,kaoz,iemesls
503,Wahrheit::N,gwirionez,збыль
504,Wahrheit::N,gwirionez,збыльтор
505,Wahrheit::N,gwirionez,taisnība
506,Wahrheit::N,gwirionez,patiesība
507,Gespräch::N,kaozeadenn,сёрни
508,Gespräch::N,kaozeadenn,saruna
509,Märchen::N,kaoz korriganez,мойд
510,Märchen::N,kaoz korriganez,pasaka
511,Erzählung::N,kontadenn,висьт
512,Erzählung::N,kontadenn,stāsts
513,Erzählung::N,kontadenn,nostāsts
514,Nachricht::N,keloù,юӧртӧм
515,Nachricht::N,keloù,ziņa
516,Neuigkeit::N,kelaouenn,выльтор
517,Neuigkeit::N,kelaouenn,jaunums
518,Name::N,anv,ним
519,Name::N,anv,vārds
520,Rätsel::N,divinatez,нӧдкыв
521,Rätsel::N,divinatez,mīkla
522,Rede::N,diskour,сёрни
523,Rede::N,diskour,runa
524,Sprache::N,yezh,кыв
525,Sprache::N,yezh,valoda
526,Stimme::N,mouezh,гӧлӧс
527,Stimme::N,mouezh,вом шы
528,Stimme::N,mouezh,balss
529,Wort::N,ger,кыв
530,Wort::N,ger,vārds
531,Zeichen::N,sin,пас
532,Zeichen::N,sin,zīme
533,Ruf::N,galv,чукӧстчӧм
534,Ruf::N,galv,корӧм
535,Ruf::N,galv,sauciens
536,Lärm::N,trouz,шы
537,Lärm::N,trouz,зык
538,Lärm::N,trouz,зычитӧм
539,Lärm::N,trouz,troksnis
540,Ton::N,ton,шы
541,Ton::N,ton,tonis
542,Lied::N,kanaouenn,сьылан
543,Lied::N,kanaouenn,сьыланкыв
544,Lied::N,kanaouenn,dziesma
545,Ruhe::N,sioulded,чӧв
546,Ruhe::N,sioulded,miers
547,Leute::N,tud,йӧз
548,Leute::N,tud,войтыр
549,Leute::N,tud,ļaudis
550,Leute::N,tud,cilvēki
551,Volk::N,pobl,йӧз
552,Volk::N,pobl,войтыр
553,Volk::N,pobl,tauta
554,Arbeit::N,labour,удж
555,Arbeit::N,labour,darbs
556,Gast::N,kouviad,гӧсть
557,Gast::N,kouviad,viešņa
558,Gast::N,kouviad,ciemiņš
559,Geschenk::N,prof,козин
560,Geschenk::N,prof,dāvana
561,Spiel::N,c'hoari,ворсан
562,Spiel::N,c'hoari,rotaļa
563,Gesellschaft::N,kompagnunezh,котыр
564,Gesellschaft::N,kompagnunezh,biedrība
565,Gesellschaft::N,kompagnunezh,kompānija
566,Gesellschaft::N,kavandad,котыр
567,Gesellschaft::N,kavandad,biedrība
568,Gesellschaft::N,kavandad,kompānija
569,Hilfe::N,sikour,отсӧг
570,Hilfe::N,sikour,palīdzība
571,Freund::N,mignon,ёрт
572,Freund::N,mignon,draugs
573,Kamerad::N,kamarad,ёрт
574,Kamerad::N,kamarad,biedrs
575,Angelegenheit::N,afer,мог
576,Angelegenheit::N,afer,делӧ
577,Angelegenheit::N,afer,darīšana
578,Anzahl::N,niver,лыд
579,Anzahl::N,niver,тшӧт
580,Anzahl::N,niver,skaits
581,Anzahl::N,niver,daudzums
582,Art::N,sort,сикас
583,Art::N,sort,suga
584,Art::N,sort,šķira
585,Stück::N,tamm,тор
586,Stück::N,tamm,gabals
587,Teil::N,pezh,юкӧн
588,Teil::N,pezh,daļa
589,Hälfte::N,hanterenn,пӧв
590,Hälfte::N,hanterenn,джын
591,Hälfte::N,hanterenn,puse
592,Kreis::N,kelc'h,кытш
593,Kreis::N,kelc'h,aplis
594,Kreis::N,kelc'h,riņķis
595,Kreuz::N,kroaz,перна
596,Kreuz::N,kroaz,крест
597,Kreuz::N,kroaz,krusts
598,Linie::N,linenn,визь
599,Linie::N,linenn,līnija
600,Strich::N,tenn,визь
601,Strich::N,tenn,svītra
602,Abstand::N,distok,кост
603,Abstand::N,distok,коласт
604,Abstand::N,distok,atstarpe
605,Entfernung::N,keid,ылна
606,Entfernung::N,keid,attālums
607,Entfernung::N,keid,atstatums
608,Entfernung::N,kehid,ылна
609,Entfernung::N,kehid,attālums
610,Entfernung::N,kehid,atstatums
611,Gegend::N,korn-bro,му-ва
612,Gegend::N,korn-bro,apvidus
613,Gegend::N,korn-bro,apgabals
614,Platz::N,plasenn,ылдӧс
615,Platz::N,plasenn,йир
616,Platz::N,plasenn,гӧгӧртас
617,Platz::N,plasenn,vieta
618,Ort::N,lec'h,ин
619,Ort::N,lec'h,места
620,Ort::N,lec'h,vieta
621,Seite::N,tu,бок
622,Seite::N,tu,ӧтарладор
623,Seite::N,tu,sāns
624,Mitte::N,kreiz,шӧр
625,Mitte::N,kreiz,vidus
626,Gegenstand::N,tra,кӧлуй
627,Gegenstand::N,tra,priekšmets
628,Sache::N,tra,добра
629,Sache::N,tra,lieta
630,Rand::N,kantenn,дор
631,Rand::N,kantenn,mala
632,Rand::N,kantenn,apmale
633,Kante::N,kantenn,дор
634,Kante::N,kantenn,šķautne
635,Ecke::N,korn,пельӧс
636,Ecke::N,korn,kakts
637,Ecke::N,korn,stūris
638,Spitze::N,begell,йыв
639,Spitze::N,begell,smaile
640,Spitze::N,begell,galotne
641,Ende::N,dibenn,пом
642,Ende::N,dibenn,gals
643,Ende::N,dibenn,uzgalis
644,Loch::N,toull,розь
645,Loch::N,toull,caurums
646,Muster::N,tresadenn,сер
647,Muster::N,tresadenn,piemērs
648,Größe::N,ment,ыджда
649,Größe::N,ment,lielums
650,Länge::N,hirder,кузьта
651,Länge::N,hirder,garums
652,Höhe::N,uhelder,джуджда
653,Höhe::N,uhelder,augstums
654,Gewicht::N,pouez,сьӧкта
655,Gewicht::N,pouez,сьӧкталун
656,Gewicht::N,pouez,svars
657,Gewicht::N,pouez,smagums
658,Menge::N,bern,лун
659,Menge::N,bern,числӧ
660,Menge::N,bern,masa
661,Menge::N,bern,daudzums
662,Haufen::N,bern,чукӧр
663,Haufen::N,bern,čupa
664,Haufen::N,bern,grēda
665,Haufen::N,bern,kaudze
666,Reihe::N,steud,рад
667,Reihe::N,steud,rinda
668,Reihe::N,steud,virkne
669,Boot::N,bag,пыж
670,Boot::N,bag,laiva
671,Ruder::N,roeñv,пелыс
672,Ruder::N,roeñv,ӧпаснӧй
673,Ruder::N,roeñv,airis
674,Ruder::N,roeñv,irklis
675,Schlitten::N,trainell,дадь
676,Schlitten::N,trainell,ragavas
677,Ski::N,ski,лызь
678,Ski::N,ski,slēpe
679,Last::N,karg,сьӧкыдтор
680,Last::N,karg,krava
681,Gang::N,kerzh,мунӧм
682,Gang::N,kerzh,ветлӧм
683,Gang::N,kerzh,eja
684,Gang::N,kerzh,gājums
685,Schritt::N,paz,воськов
686,Schritt::N,paz,воськовтӧм
687,Schritt::N,paz,solis
688,Norden::N,norzh,войвыв
689,Norden::N,norzh,ziemeļi
690,Norden::N,hanternoz,войвыв
691,Norden::N,hanternoz,ziemeļi
692,Süden::N,su,лунвыв
693,Süden::N,su,dienvidi
694,Süden::N,kreisteiz,лунвыв
695,Süden::N,kreisteiz,dienvidi
696,Westen::N,kuzh-heol,рытыв
697,Westen::N,kuzh-heol,rietumi
698,Osten::N,reter,асыв
699,Osten::N,reter,austrumi
700,Osten::N,sav-heol,асыв
701,Osten::N,sav-heol,austrumi
702,Holz::N,koad,пу
703,Holz::N,koad,koks
704,Holz::N,koad,koksne
705,Brett::N,plankenn,пӧв
706,Brett::N,plankenn,dēlis
707,Platte::N,plakenn,плита
708,Platte::N,plakenn,plate
709,Platte::N,plakenn,plāksne
710,Stütze::N,harp,пыкӧд
711,Stütze::N,harp,мыджӧд
712,Stütze::N,harp,balsts
713,Stütze::N,harp,atspaids
714,Stange::N,sparl,потш
715,Stange::N,sparl,maikste
716,Stock::N,bazh,бедь
717,Stock::N,bazh,boze
718,Stock::N,bazh,spieķis
719,Stab::N,bazh,зир
720,Stab::N,bazh,zizlis
721,Rohr::N,tub,труба
722,Rohr::N,tub,caurule
723,Rohr::N,korz,труба
724,Rohr::N,korz,caurule
725,Haus::N,ti,керка
726,Haus::N,ti,māja
727,Heim::N,kêr,горт
728,Heim::N,kêr,mājas
729,Ofen::N,forn,пач
730,Ofen::N,forn,krāsns
731,Fußboden::N,plañchod,джодж
732,Fußboden::N,plañchod,grīda
733,Tisch::N,taol,пызан
734,Tisch::N,taol,galds
735,Stuhl::N,kador,улӧс
736,Stuhl::N,kador,krēsls
737,Wiege::N,kavell,зыбка
738,Wiege::N,kavell,šūpulis
739,Bett::N,gwele,вольпась
740,Bett::N,gwele,gulta
741,Regal::N,estajerenn,джадж
742,Regal::N,estajerenn,plaukts
743,Kiste::N,kased,куд
744,Kiste::N,kased,ящик
745,Kiste::N,kased,kaste
746,Kiste::N,kased,šķirsts
747,Fenster::N,prenestr,ӧшинь
748,Fenster::N,prenestr,logs
749,Tür::N,dor,ӧдзӧс
750,Tür::N,dor,durvis
751,Tor::N,portal,дзиръя
752,Tor::N,portal,vārti
753,Zaun::N,sklotur,потшӧс
754,Zaun::N,sklotur,žogs
755,Dach::N,toenn,вевт
756,Dach::N,toenn,jumts
757,Leiter::N,skeul,пос
758,Leiter::N,skeul,kāpnes
759,Leiter::N,skeul,redeles
760,Besen::N,skubell,рос
761,Besen::N,skubell,slota
762,Spaten::N,pal,зыр
763,Spaten::N,pal,lāpsta
764,Schaufel::N,pal,тэльӧб
765,Schaufel::N,pal,liekšķere
766,Gabel::N,fourchetez,вилки
767,Gabel::N,fourchetez,dakšiņa
768,Löffel::N,loa,пань
769,Löffel::N,loa,karote
770,Messer::N,kontell,пурт
771,Messer::N,kontell,nazis
772,Nagel::N,tach,тув
773,Nagel::N,tach,кӧрт тув
774,Nagel::N,tach,nagla
775,Netz::N,roued,тыв
776,Netz::N,roued,tīkls
777,Haken::N,krog,крук
778,Haken::N,krog,āķis
779,Haken::N,krog,kāsis
780,Haken::N,krog,krampis
781,Griff::N,kemer,нуд
782,Griff::N,kemer,kāts
783,Griff::N,kemer,rokturis
784,Schloss::N,potenn,томан
785,Schloss::N,potenn,aizslēgs
786,Bild::N,skeudenn,серпас
787,Bild::N,skeudenn,glezna
788,Figur::N,skeud,пертас
789,Figur::N,skeud,вежньӧг
790,Figur::N,skeud,figūra
791,Figur::N,figur,пертас
792,Figur::N,figur,вежньӧг
793,Figur::N,figur,figūra
794,Puppe::N,merc'hodenn,акань
795,Puppe::N,merc'hodenn,lelle
796,Beutel::N,sac'h,мешӧк
797,Beutel::N,sac'h,kule
