,Concept_ID,ta,da
182,Schale::N,தோல்,skræl
183,Grube::N,குழி,grav
184,Falle::N,பொறி,fælde
185,Schlinge::N,கண்ணி,snare
186,Spur::N,சுவடு,spor
187,Asche::N,சாம்பல்,aske
188,Dreck::N,அழுக்கு,snavs
189,Eisen::N,இரும்பு,jern
190,Gold::N,தங்கம்,guld
191,Silber::N,வெள்ளி,sølv
192,Kohle::N,நிலக்கரி,kul
193,Glas::N,கண்ணாடி,glas
194,Lehm::N,களிமண்,ler
195,Sand::N,மணல்,sand
196,Mensch::N,மனிதர்கள்,mennesge
197,Mann::N,மனிதன்,mand
198,Frau::N,பெண்,kvinde
199,Kind::N,குழந்தை,barn
200,Junge::N,பையன்,dreng
201,Mädchen::N,சிறுமி,pige
202,Familie::N,குடும்பம்,familie
203,Großvater::N,தாத்தா,bedstefar
204,Großmutter::N,பாட்டி,bedstemor
205,Eltern::N,பெற்றோர்,forældre
206,Vater::N,தந்தை,far
207,Mutter::N,தாய்,mor
208,Sohn::N,மகன்,søn
209,Tochter::N,மகள்,datter
210,Bruder::N,சகோதரன்,bror
211,Schwester::N,அக்கா,søster
212,Onkel::N,தாய் மாமன்,onkel
213,Tante::N,அத்தை,tante
214,Ehemann::N,கணவன்,ægtemand
215,Ehefrau::N,மனைவி,hustru
216,Freude::N,கொண்டாட்டம்,glæde
217,Gelächter::N,சிரிப்பு,latter
218,Glück::N,மகிழ்ச்சி,lykke
219,Kummer::N,துயரம்,sorg
220,Wunsch::N,விருப்பம்,ønske
221,Lust::N,விருப்பம்,lyst
222,Geist::N,ஆன்மா,ånd
223,Gedanke::N,எண்ணம்,tanke
224,Gedächtnis::N,ஞாபகம்,hukommelse
225,Verstand::N,மனம்,forstand
226,Sinn::N,அர்த்தம்,mening
227,Sinn::N,அர்த்தம்,betydning
228,Grund::N,காரணம்,grund
229,Wahrheit::N,உண்நை,sandhed
230,Gespräch::N,பெசு,samtale
231,Märchen::N,நம்பத்தகாத கதை,eventyr
232,Erzählung::N,கதை,fortælling
233,Nachricht::N,செய்தி,efterretning
234,Neuigkeit::N,செய்தி,nyhed
235,Name::N,பெயர்,navn
236,Rätsel::N,புதிர்,gåde
237,Rede::N,பேச்சு,tale
238,Sprache::N,மொழி,sprog
239,Stimme::N,குரல்,stemme
240,Wort::N,வார்த்தை,ord
241,Zeichen::N,குறி,tegn
242,Ruf::N,அழைப்பு,råb
243,Lärm::N,சத்தம்,larm
244,Laut::N,ஒலி,lyd
245,Ton::N,குரல்,tone
246,Lied::N,பாட்டு,sang
247,Ruhe::N,அமைதி,ro
248,Ruhe::N,அமைதி,hvile
249,Leute::N,மக்கள்,folk
250,Leute::N,மக்கள்,mennesker
251,Volk::N,மக்கள்,folk
252,Arbeit::N,வேலை,arbejde
253,Gast::N,விருந்தாளி,gæst
254,Geschenk::N,பரிசுப் பொருள்,gave
255,Spiel::N,விளையாட்டு,leg
256,Gesellschaft::N,சமுதாயம்,selskab
257,Hilfe::N,உதவி,hjælp
258,Freund::N,நண்பன்,ven
259,Kamerad::N,உடனிருப்பவன்,kammerat
260,Angelegenheit::N,செய்தி,sag
261,Angelegenheit::N,செய்தி,anliggende
262,Anzahl::N,எண்ணிக்கை,antal
263,Art::N,வகை,art
264,Stück::N,துண்டம்,stykke
265,Teil::N,பகுதி,del
266,Hälfte::N,பாதி,halvdel
267,Kreis::N,வட்டம்,cirkel
268,Kreuz::N,சிலுவை,kors
269,Kreuz::N,சிலுவை,kryds
270,Linie::N,கோடு,linie
271,Strich::N,வாத நோய்,streg
272,Abstand::N,இடைவெளி,afstand
273,Entfernung::N,தூரம்,afstand
274,Gegend::N,வட்டாரம்,egn
275,Platz::N,வெற்றிடம்,plads
276,Ort::N,இடம்,sted
277,Seite::N,பக்கம்,side
278,Mitte::N,இடைப்பகுதி,midte
279,Gegenstand::N,உருப்படி,genstand
280,Sache::N,பொருள்,sag
281,Rand::N,தொங்கு,rand
282,Kante::N,விளிம்பு,kant
283,Ecke::N,மூலை,hjørne
284,Spitze::N,முனை,spids
285,Ende::N,முடிவு,ende
286,Loch::N,துளை,hul
287,Winkel::N,கோணம்,vinkel
288,Muster::N,பாங்கு,mønster
289,Größe::N,அளவு,størrelse
290,Länge::N,நீளம்,længde
291,Höhe::N,உயரம்,højde
292,Gewicht::N,எடை,vægt
293,Menge::N,தொகை,mængde
294,Haufen::N,குவியல்,bunke
295,Reihe::N,வரிசை,række
296,Boot::N,படகு,båd
297,Ruder::N,துடுப்பு,åre
298,Schlitten::N,சகடையிலா வண்டி,kælk
299,Schlitten::N,சகடையிலா வண்டி,slæde
300,Ski::N,பனிச் சறுக்கல்,ski
301,Lagerfeuer::N,மூட்டம்,lejrbål
302,Last::N,பாரம்,last
303,Last::N,பாரம்,byrde
304,Gang::N,நடை,gang
305,Schritt::N,காலடி,skridt
306,Norden::N,வடக்கு,nord
307,Süden::N,தெற்கு,syd
308,Westen::N,மேற்கு திசை,vest
309,Osten::N,கிழக்கு,øst
310,Holz::N,மரக்கட்டை,træ
311,Brett::N,பலகை,bræt
312,Platte::N,பலகம்,plade
313,Stütze::N,அடைப்புகன்,støtte
314,Stange::N,கம்பம்,stang
315,Stock::N,குச்சி,stok
316,Stab::N,கம்பு,stav
317,Rohr::N,குழாய்,rør
318,Haus::N,வீடு,hus
319,Heim::N,வீடு,hjem
320,Ofen::N,அடுப்பு,ovn
321,Fußboden::N,தரை,gulv
322,Tisch::N,மேசை,bord
323,Stuhl::N,நாற்காலி,stol
324,Wiege::N,தொட்டில்,vugge
325,Bett::N,படுக்கை,seng
326,Regal::N,அலமாரி,reol
327,Kiste::N,பெட்டி,kasse
328,Fenster::N,சாளரம்,vindue
329,Tür::N,கதவு,dør
330,Tor::N,வாசற்கதவு,port
331,Zaun::N,வேலி,stakit
332,Dach::N,கூரை,tag
333,Leiter::N,ஏணி,stige
334,Besen::N,விளக்குமாறு,kost
335,Spaten::N,மண்வெட்டி,spade
336,Schaufel::N,அடிதண்டா,skovl
337,Gabel::N,முட்கரண்டி,gaffel
338,Löffel::N,கரண்டி,ske
339,Messer::N,கத்தி,kniv
340,Nagel::N,ஆணி,søm
341,Netz::N,வலை,net
342,Haken::N,கொக்கி,krog
343,Griff::N,கைப்பிடி,tag
344,Griff::N,கைப்பிடி,håndtag
345,Schloss::N,பூட்டு,lås
346,Bild::N,படம்,billede
347,Figur::N,எண்ணிக்கை,figur
348,Puppe::N,பொம்மை,dukke
349,Beutel::N,பை,pose
350,Bündel::N,பொதி,bylt
351,Bündel::N,பொதி,bundt
352,Tasche::N,பை,taske
353,Eimer::N,வாளி,spand
354,Deckel::N,உறை,låg
355,Geschirr::N,பாத்திரம்,husgeråd
356,Sack::N,பை,sæk
357,Tasse::N,கிண்ணம்,kop
358,Topf::N,பானை,gryde
359,Kessel::N,கெண்டி,kedel
360,Essen::N,உணவருந்துதல்,måltid
361,Nahrung::N,உணவு,mad
362,Nahrung::N,உணவு,næring
363,Speise::N,உணவு வகை,ret
364,Fleisch::N,இறைச்சி,kød
365,Getreide::N,மக்காச்சோளம்,korn
366,Brei::N,கஞ்சி,grød
367,Brot::N,ரொட்டி,brød
368,Scheibe::N,துண்டு,skive
369,Fett::N,கொழுப்பு,fedt
370,Butter::N,வெண்ணெய்,smør
371,Öl::N,எண்ணெய்,olie
372,Salz::N,உப்பு,salt
373,Suppe::N,ரசம்,suppe
374,Honig::N,தேன்,honning
375,Milch::N,பால்,mælk
376,Tee::N,தெனீர்,te
377,Leder::N,பதம் செய்யப்பட்ட தோல்,skind
378,Wolle::N,கம்பளி,uld
379,Stoff::N,துணி,stof
380,Nadel::N,ஊசி,nål
381,Faden::N,நூல்,tråd
382,Knopf::N,பொத்தான்,knap
383,Knoten::N,முடிச்சு,knude
384,Farbe::N,வண்ணக் குழம்பு,farve
385,Kleidung::N,ஆடைகள்,påklædning
386,Hemd::N,சட்டை,skjorte
387,Kragen::N,கழுத்துப் பட்டை,krave
388,Ärmel::N,சட்டைக்கை,ærme
389,Hose::N,கால்சட்டை,bukser
390,Gürtel::N,பெல்ட்,bælte
391,Mütze::N,தொப்பி,hue
392,Schuh::N,காலணி,sko
393,Stiefel::N,காலணி,støvle
394,Ring::N,மோதிரம்,ring
395,Band::N,நாடா,bånd
396,Kamm::N,கீப்பு,kam
397,Spiegel::N,ஆடி,spejl
398,Spiegel::N,கண்ணாடி,spejl
399,Riemen::N,வார்,rem
400,Schnur::N,கயிறு,snor
401,Leine::N,தோல்வார்,snor
402,Decke::N,போர்வை,tæppe
403,Kissen::N,தலையணை,pude
404,Tuch::N,துணி,sjaltørklæde
405,Handtuch::N,தண்டு,håndklæde
406,Kraft::N,நிர்பந்தம்,kraft
407,Stärke::N,பலம்,styrke
408,Gesundheit::N,ஆரோக்கியம்,sundhed
409,Krankheit::N,நோய்,sygdom
410,Schmerz::N,வலி,smerte
411,Wunde::N,காயம்,sår
412,Fieber::N,காய்ச்சல்,feber
413,Arznei::N,மருந்து,medicin
414,Arznei::N,மருந்து,lægemiddel
415,Brücke::N,பாலம்,bro
416,Brunnen::N,கேணி,brønd
417,Weide::N,மேய்ச்சல் நிலம்,græsgang
418,Pfad::N,நடை வழி,sti
419,Weg::N,வழி,vej
420,Straße::N,சாலை,gade
421,Dorf::N,கிராமம்,landsby
422,Stadt::N,நகரம்,by
423,Brief::N,கடிதம்,brev
424,Buch::N,புத்தகம்,bog
425,Buchstabe::N,எழத்து,bogstav
426,Zeitung::N,செய்தித்தாள்,avis
427,Leben::N,வாழ்க்கை,liv
428,Tod::N,மரணம்,død
429,Grab::N,சமாதி,grav
430,Kirche::N,தேவாலயம்,kirke
431,Sünde::N,பாவம்,synd
432,Gott::N,கடவுள்,gud
433,Arbeiter::N,தொழிலாளி,arbejder
434,Chef::N,மேலாளர்,chef
435,Meister::N,தலைவன்,mester
436,Arzt::N,மருத்துவர்,læge
437,Lehrer::N,ஆசிரியர்,lærer
438,Geld::N,பணம்,penge
439,Geschäft::N,வாணிபம்,forretning
440,Laden::N,கடை,butik
441,Laden::N,கடை,forretning
442,Preis::N,விலை,pris
443,Ware::N,சாமன்கள்,vare
444,Nutzen::N,இலாபம்,nytte
445,Reichtum::N,சொத்து,rigdom
446,Welt::N,உலகம்,verden
447,Land::N,நாடு,land
448,Staat::N,நாடு,stat
449,König::N,அரசன்,konge
450,Macht::N,அதிகாரம்,magt
451,Grenze::N,எல்லை,grænse
452,Krieg::N,போர்,krig
453,Feind::N,எதிரி,fjende
454,Gewalt::N,வன்முறை,vold
455,Kampf::N,போராட்டம்,kamp
456,Bogen[Waffe]::N,வில்,bue
457,Pfeil::N,அம்பு,pil
458,Gewehr::N,துப்பாக்கி,gevær
459,Fehler::N,தவறு,fejl
460,Lüge::N,பொய்,løgn
461,Schaden::N,சேதாரம்,skade
462,Unglück::N,இடையூறு,uheld
463,Unglück::N,இடையூறு,ulykke
464,Schuld::N,குற்றம்,skyld
465,Alter::N,வயது,alder
466,Schluss::N,முடிவு,slut
467,Schluss::N,முடிவு,slutning
468,Zeit::N,காலம்,tid
469,Tag::N,நாள்,dag
470,Morgen::N,காலை நேரம்,morgen
471,Mittag::N,மதியம்,middag
472,Abend::N,மாலைப் பொழுது,aften
473,Nacht::N,இரவு,nat
474,Woche::N,வாரம்,uge
475,Monat::N,மாதம்,måned
476,Jahr::N,வருடம்,år
477,Frühling::N,வசந்தம்,forår
478,Sommer::N,கோடை,sommer
479,Herbst::N,இலையுதிர் காலம்,efterår
480,Winter::N,குளிர்காலம்,vinter
481,Januar::N,ஜனவரி,januar
482,Februar::N,பிபரவரி மாதம்,februar
483,März::N,மார்ச் மாதம்,marts
484,April::N,ஏப்ரல் மாதம்,april
485,Mai::N,மே மாதம்,maj
486,Juni::N,ஜூன் மாதம்,juni
487,Juli::N,ஜூலை மாதம்,juli
488,August::N,ஆகஸ்ட் மாதம்,august
489,September::N,செப்டம்பர் மாதம்,september
490,Oktober::N,அக்டோபர் மாதம்,oktober
491,November::N,நவம்பர் மாதம்,november
492,Dezember::N,டிசம்பர்,december
493,Montag::N,திங்கட் கிழமை,mandag
494,Dienstag::N,செவ்வாய்க்கிழமை,tirsdag
495,Mittwoch::N,புதன் கிழமை,onsdag
496,Donnerstag::N,வியாழக் கிழமை,torsdag
497,Freitag::N,வெள்ளிக்கிழமை,fredag
498,Samstag::N,சனிக்கிழமை,lørdag
499,Sonntag::N,ஞாயிறுக் கிழமை,søndag
500,groß::A,பெரிய,stor
501,klein::A,சிறிய,lille
502,lang::A,நீண்ட,lang
503,kurz::A,குட்டையான,kort
504,breit::A,அகலமான,bred
505,schmal::A,குறுகலான,smal
506,dicht::A,அடர்த்தியான,tæt
507,dick[Gegenstand]::A,தடித்த,tyk
508,dünn::A,சன்னமான,tynd
509,fein::A,மெல்லிய,fin
510,fest::A,உறுதியாள,fast
511,flach::A,தட்டையான,flad
512,glatt::A,வழுவழுப்பான,glat
513,hart::A,கடினமான,hård
514,weich::A,மென்மையான,blød
515,rund::A,உருண்டையான,rund
516,spitz::A,திகந்தமாக,spids
517,scharf::A,கூரான,skarp
518,stumpf::A,உளம் திறந்த,sløv
519,stumpf::A,உளம் திறந்த,stump
520,schwer::A,கனமான,tung
521,schön::A,அழகான,skøn
522,heiß::A,சூடான,hed
523,warm::A,இதமான,varm
524,kalt::A,குளிர்ச்சியான,kold
525,kühl::A,குளிர்ச்சியான,kølig
526,frisch::A,சுத்தமான,frisk
527,feucht::A,ஈரமான,fugtig
528,nass::A,ஈரமான,våd
529,trocken::A,உலர்ந்த,tør
530,voll::A,நிரம்பிய,fuld
531,leer::A,காலியான,tom
532,offen::A,திறந்த,åben
533,geschlossen::A,மூடப்பட்ட,lukket
534,sauber::A,சுத்தமான,ren
535,schmutzig::A,அழக்கான,snavset
536,roh::A,கச்சா,rå
537,reif::A,பழுத்த,moden
538,lecker::A,சுவைமிக்க,lækker
539,süß::A,இனிப்பான,sød
540,bitter::A,கசப்பான,bitter
541,sauer::A,புளிப்பாக,sur
542,hell::A,பளபளப்பான,lys
543,dunkel::A,கருமையான,mørk
544,schwarz::A,கருப்பு வண்ண,sort
545,weiß::A,வெண்மையன,hvid
546,rot::A,சிவப்பு,rød
547,gelb::A,மஞ்சள் வண்ணம்,gul
548,blau::A,நீல வண்ண,blå
549,grün::A,பச்சை வண்ண,grøn
550,grau::A,சாம்பல் நிற,grå
551,bunt::A,வண்ண மயமான,broget
552,billig::A,மலிவான,billig
553,teuer::A,விலை அதிகமான,dyr
554,wertvoll::A,மதிப்புள்ள,værdifuld
555,blind::A,பார்வையற்ற,blind
556,taub::A,செவிடான,døv
557,kräftig::A,வலிமையான,kraftig
558,stark::A,பலமான,stærk
559,schwach::A,பலவீனமான,svag
560,fett::A,பருமனாக,fed
561,schlank::A,ஒல்லியான,slank
562,hübsch::A,அழகிய,køn
563,böse::A,கேடு விளைவிக்கும்,ond
564,böse::A,கேடு விளைவிக்கும்,slem
565,dumm::A,முட்டாள்தனமான,dum
566,faul::A,சோம்பலான,doven
567,fleißig::A,ஊக்கந்தளராத,flittig
568,geizig::A,கஞேசத்தனமான,gerrig
569,klug::A,சாதுரியமான,klog
570,geschickt::A,திறமையள்ள,dygtig
571,geschickt::A,திறமையள்ள,behændig
572,lieb::A,அன்புக்குரிய,rar
573,lustig::A,களிப்புமிக்க,lystig
574,sanft::A,சாதுவான,blid
575,hungrig::A,பசியுடன்,sulten
576,krank::A,நோயுற்று,syg
577,nackt::A,ஆடையற்ற,nøgen
578,traurig::A,சோகமான,bedrøvet
579,lebendig::A,பிழைப்பு,levende
580,gut::A,நல்ல,god
581,schlecht::A,கெட்ட,dårlig
582,richtig::A,சரியான,rigtig
583,schlimm::A,அருவருப்பான,slem
584,wahr::A,உண்மையான,sand
585,alt::A,பழைய,gammel
586,neu::A,புதிய,ny
587,ehemalig::A,முன்நாள்,forhenværende
588,alt[Lebewesen]::A,வயதான,gammel
589,jung::A,இளமையான,ung
590,arm::A,ஏழ்மையான,fattig
591,reich::A,செல்வம் படைத்த,rig
592,bekannt::A,பழக்கப்பட்ட,kendt
593,berühmt::A,புகழ்பெற்ற,berømt
594,fremd::A,அயல் நாட்டு,fremmed
595,verschieden::A,வித்தியாசமான,forskellig
596,nah::A,பக்கத்தில் உள்ள,nær
597,fern::A,தொலை தூரத்தில்,fjern
598,linker::A,மீந்திருக்கும்,venstre
599,rechter::A,வலதுபக்கம்,højre
600,anderer::A,மற்ற,anden
601,erster::A,முதனமையான,første
602,zweiter::A,இரண்டாவது,anden
603,dritter::A,மூன்றாவது,tredje
604,letzter::A,கடைசி,sidste
605,allein::ADV,தனியாக,alene
606,auf einmal::ADV,தடீரென்று,på én gang
607,zusammen::ADV,சேர்ந்து,sammen
608,lange::ADV,அதிக நோம்,længe
609,plötzlich::ADV,தடீரென்று,pludselig
610,sofort::ADV,உடனடியாக,straks
611,später::ADV,பிறகு,senere
612,jetzt::ADV,இப்பொழது,nu
613,heute::ADV,இன்று,i dag
614,morgen::ADV,நாளைக்கு,i morgen
615,bald::ADV,சீக்கிரம்,snart
616,dann::ADV,அப்பொழுது,så
617,gestern::ADV,நேற்று,i går
618,einst::ADV,ஒரே முறை,engang
619,damals::ADV,அப்பொழுது,dengang
620,danach::ADV,பிற்பாடு,derefter
621,vorher::ADV,முன்பாக,før
622,vorher::ADV,முன்பாக,forud
623,zuerst::ADV,முதலில்,først
624,einmal::ADV,ஒரே முறை,en gang
625,manchmal::ADV,சில நேரங்களில்,sommetider
626,oft::ADV,அடிக்கடி,ofte
627,immer::ADV,எப்பொழுதும்,altid
628,niemals::ADV,ஒருபோதும் இல்லை,aldrig
629,hier::ADV,இங்கே,her
630,hierhin::ADV,இவ்விடத்திற்கு,hid
631,hierhin::ADV,இவ்விடத்திற்கு,herhen
632,von hier::ADV,இனி,herfra
633,dort::ADV,அங்கே,der
634,dorthin::ADV,அவ்விடத்திற்கு,derhen
635,geradeaus::ADV,முன்னாலிருக்கும்,lige ud
636,vorwärts::ADV,முன்புறமாக,fremad
637,rückwärts::ADV,பின்னோக்கி,baglæns
638,zurück::ADV,பின்பக்கம்,tilbage
639,unten::ADV,கீழாக,nede
640,unten::ADV,கீழாக,forneden
641,hinab::ADV,கீழ் நோக்கி,ned
642,hinab::ADV,கீழ் நோக்கி,nedad
643,oben::ADV,மேலே,oppe
644,oben::ADV,மேலே,ovenpå
645,hinauf::ADV,மேலே,op
646,hinauf::ADV,மேலே,opad
647,überall::ADV,எல்லா இடத்திலும்,overalt
648,nicht::ADV,இல்லை,ikke
649,ein wenig::ADV,கொஞ்சம்,lidt
650,kaum::ADV,அரிதாக,knap
651,kaum::ADV,அரிதாக,næppe
652,sehr::ADV,மிக்க,meget
653,so::ADV,மிகவும்,så
654,noch::ADV,இப்பொழுதும்,endnu
655,nur::ADV,மட்டும்,kun
656,nur::ADV,மட்டும்,bare
657,schon::ADV,ஏற்கனவே,alt
658,schon::ADV,ஏற்கனவே,allerede
659,wieder::ADV,மறுபடியும்,igen
660,vergebens::ADV,வீண்,forgæves
661,vor::PRP,முன்,foran
662,vor::PRP,முன்,uden for
663,hinter::PRP,பின்பக்கம்,bag
664,hinter::PRP,பின்பக்கம்,bagved
665,unter::PRP,கீழே,under
666,durch::PRP,ஊடே,gennem
667,durch::PRP,ஊடே,igennem
668,neben::PRP,அடுத்து,ved siden af
669,zwischen::PRP,இடையில்,mellem
670,wegen::PRP,ஏனெனில்,på grund af
671,dies::PRN,இது,dette
672,das::PRN,அது,det
673,alles::PRN,ஒவ்வொன்றும்,alt
674,ich::PRN,நான்,jeg
675,du::PRN,நீ,du
676,er::PRN,அவன்,han
677,wir::PRN,நாம்,vi
678,wir::PRN,நாங்கள்,vi
679,ihr::PRN,நீங்கள்,I
680,sie::PRN,அவர்கள்,de
681,was::FPRN,என்ன,hvad
682,wer::FPRN,யார்,hvem
683,wo::FADV,எங்கே,hvor
684,wohin::FADV,எதற்கு,hvorhen
685,wie::FADV,எப்படி,hvordan
686,warum::FADV,ஏன்,hvorfor
687,wieviel::FNUM,எவ்வளவு,hvor meget
688,eins::NUM,ஒன்று,én
689,zwei::NUM,இரண்டு,to
690,drei::NUM,மூன்று,tre
691,vier::NUM,நான்கு,fire
692,fünf::NUM,ஐந்து,fem
693,sechs::NUM,ஆறு,seks
694,sieben::NUM,ஏழு,syv
695,acht::NUM,எட்டு,otte
696,neun::NUM,ஒன்பது,ni
697,zehn::NUM,பத்து,ti
698,elf::NUM,பதினொன்று,elleve
699,zwölf::NUM,பன்னிரண்டு,tolv
700,zwanzig::NUM,இருபது,tyve
701,dreißig::NUM,முப்பது,tredive
702,vierzig::NUM,நாற்பது,fyrre
703,vierzig::NUM,நாற்பது,fyrretyve
704,fünfzig::NUM,ஐமபது,halvtreds
