,Concept_ID,ro,ga
97,Schatten::N,umbră,scáth
98,Wetter::N,timp,aimsir
99,Wetter::N,vreme,aimsir
100,Nebel::N,ceață,ceo
101,Nebel::N,negură,ceo
102,Wolke::N,nor,néal
103,Wolke::N,nor,scamall
104,Regen::N,ploaie,báisteach
105,Regen::N,ploaie,fearthainn
106,Schnee::N,zăpadă,sneachta
107,Eis::N,gheață,oighear
108,Frost::N,ger,sioc
109,Kälte::N,frig,fuacht
110,Hitze::N,arșiță,teas
111,Hitze::N,arșiță,teocht
112,Hitze::N,căldură,teas
113,Hitze::N,căldură,teocht
114,Raureif::N,chiciură,sioc bán
115,Regenbogen::N,curcubeu,stua ceatha
116,Regenbogen::N,curcubeu,bogha báistí
117,Donner::N,tunet,toirneach
118,Strömung::N,curent,sruth
119,Tropfen::N,picătură,deoir
120,Schaum::N,spumă,cúr
121,Schmutz::N,murdărie,salachar
122,See::N,lac,loch
123,Sumpf::N,mlaștină,portach
124,Moor::N,bărăgan,caorán
125,Moor::N,bărăgan,móinteán
126,Wiese::N,fânaț,cluain
127,Wiese::N,fânaț,móinéar
128,Wiese::N,livadă,cluain
129,Wiese::N,livadă,móinéar
130,Wald::N,codru,coill
131,Wald::N,codru,foraois
132,Wald::N,pădure,coill
133,Wald::N,pădure,foraois
134,Hügel::N,deal,ard
135,Hügel::N,movilă,ard
136,Anhöhe::N,deal,ard
137,Anhöhe::N,deal,ardán
138,Anhöhe::N,ridicătură,ard
139,Anhöhe::N,ridicătură,ardán
140,Berg::N,munte,sliabh
141,Gipfel::N,pisc,barr
142,Gipfel::N,pisc,mullach
143,Höhle::N,peșteră,uaimh
144,Höhle::N,peșteră,pluais
145,Abhang::N,pantă,fána
146,Abhang::N,versant,fána
147,Quelle::N,izvor,foinse
148,Bach::N,gârlă,sruthán
149,Fluss::N,râu,abhainn
150,Fluss::N,fluviu,abhainn
151,Ufer::N,mal,bruach
152,Ufer::N,țărm,bruach
153,Küste::N,coastă,cósta
154,Küste::N,coastă,cladach
155,Festland::N,uscat,míntír
156,Meer::N,mare,muir
157,Meer::N,mare,farraige
158,Bucht::N,golf,bá
159,Bucht::N,golf,cuan
160,Insel::N,insulă,inis
161,Insel::N,insulă,oileán
162,Blume::N,floare,bláth
163,Gras::N,iarbă,féar
164,Wurzel::N,rădăcină,rúta
165,Wurzel::N,rădăcină,fréamh
166,Baum::N,copac,crann
167,Baum::N,arbore,crann
168,Stamm::N,tulpină,stoc
169,Stamm::N,tulpină,tamhan
170,Rinde::N,scoarță,coirt
171,Rinde::N,scoarță,craiceann
172,Ast::N,cracă,géag
173,Ast::N,creangă,géag
174,Zweig::N,ramură,géag
175,Zweig::N,ramură,craobh
176,Zweig::N,creangă,géag
177,Zweig::N,creangă,craobh
178,Blatt::N,frunză,duille
179,Blatt::N,frunză,duilleog
180,Birke::N,mesteacăn,beith
181,Birke::N,mesteacăn,crann beithe
182,Kiefer[Baum]::N,pin,péine
183,Weide[Baum]::N,salcie,saileach
184,Weide[Baum]::N,răchită,saileach
185,Tanne::N,brad,giúis
186,Horn::N,corn,adharc
187,Feder::N,pană,cleite
188,Fell::N,piele,clúmh
189,Flügel::N,aripă,eite
190,Flügel::N,aripă,sciathán
191,Klaue::N,gheară,crúb
192,Klaue::N,gheară,crobh
193,Kralle::N,labă,crobh
194,Kralle::N,gheară,crobh
195,Schwanz::N,coadă,eireaball
196,Ei::N,ou,ubh
197,Nest::N,cuib,nead
198,Bau::N,bârlog,brocais
199,Bau::N,vizuină,brocais
200,Tier::N,animal,ainmhí
201,Tier::N,animal,beithíoch
202,Herde::N,turmă,tréad
203,Herde::N,cireadă,tréad
204,Kuh::N,vacă,bó
205,Bulle::N,taur,tarbh
206,Pferd::N,cal,each
207,Pferd::N,cal,capall
208,Schaf::N,oaie,caora
209,Schwein::N,porc,muc
210,Hund::N,câine,madra
211,Katze::N,pisică,cat
212,Bär::N,urs,béar
213,Eichhörnchen::N,veveriță,iora
214,Elch::N,elan,eilc
215,Fuchs::N,vulpe,sionnach
216,Fuchs::N,vulpe,madra rua
217,Hase::N,iepure,giorria
218,Maus::N,șoarece,luch
219,Wolf::N,lup,mac tíre
220,Vogel::N,pasăre,éan
221,Schwarm::N,cârd,saithe
222,Huhn::N,găină,cearc
223,Hahn::N,cocoș,coileach
224,Gans::N,gâscă,gé
225,Adler::N,vultur,iolar
226,Ente::N,rață,lacha
227,Eule::N,bufniță,ulchabhán
228,Kranich::N,cocor,grús
229,Krähe::N,cioară,caróg
230,Krähe::N,cioară,préachán
231,Kuckuck::N,cuc,cuach
232,Schwan::N,lebădă,eala
233,Fisch::N,pește,iasc
234,Barsch::N,biban,péirse
235,Hecht::N,știucă,liús
236,Schlange[Tier]::N,șarpe,nathair
237,Wurm::N,vierme,péist
238,Spinne::N,păianjen,damhán alla
239,Ameise::N,furnică,seangán
240,Laus::N,păduche,míol
241,Mücke::N,țânțar,muiscít
242,Mücke::N,țânțar,corrmhíol
243,Fliege::N,muscă,cuil
244,Fliege::N,muscă,cuileog
245,Schmetterling::N,fluture,féileacán
246,Beere::N,boabă,caor
247,Apfel::N,măr,úll
248,Pilz::N,burete,beacán
249,Pilz::N,burete,muisiriún
250,Pilz::N,ciupercă,beacán
251,Pilz::N,ciupercă,muisiriún
252,Zwiebel::N,ceapă,oinniún
253,Saat::N,semănătură,síol
254,Korn::N,grâu,gráinne
255,Heu::N,fân,féar
256,Schale::N,coajă,scaimh
257,Grube::N,groapă,poll
258,Falle::N,cursă,gaiste
259,Falle::N,capcană,gaiste
260,Schlinge::N,laț,sealán
261,Spur::N,dâră,rian
262,Asche::N,cenușă,luaith
263,Dreck::N,noroi,salachar
264,Dreck::N,murdărie,salachar
265,Eisen::N,fier,iarann
266,Gold::N,aur,ór
267,Silber::N,argint,airgead
268,Kohle::N,cărbune,gual
269,Glas::N,sticlă,gloine
270,Lehm::N,lut,cré
271,Lehm::N,humă,cré
272,Sand::N,nisip,gaineamh
273,Mensch::N,om,duine
274,Mensch::N,persoană,duine
275,Mann::N,om,fear
276,Mann::N,bărbat,fear
277,Frau::N,femeie,bean
278,Kind::N,copil,gasúr
279,Kind::N,copil,páiste
280,Junge::N,băiat,buachaill
281,Junge::N,flăcău,buachaill
282,Mädchen::N,fată,cailín
283,Familie::N,familie,teaghlach
284,Familie::N,familie,comhluadar
285,Großvater::N,bunic,seanathair
286,Großvater::N,tată mare,seanathair
287,Großmutter::N,bunică,seanmháthair
288,Großmutter::N,mamă mare,seanmháthair
289,Eltern::N,părinți,tuismitheoirí
290,Vater::N,tată,athair
291,Vater::N,părinte,athair
292,Mutter::N,mamă,máthair
293,Sohn::N,fiu,mac
294,Sohn::N,fecior,mac
295,Tochter::N,fiică,iníon
296,Bruder::N,frate,deartháir
297,Schwester::N,soră,deirfiúr
298,Onkel::N,unchi,uncail
299,Tante::N,mătușă,aintín
300,Ehemann::N,soț,fear céile
301,Ehemann::N,bărbat,fear céile
302,Ehefrau::N,soție,bean chéile
303,Freude::N,bucurie,áthas
304,Gelächter::N,râset,gáire
305,Glück::N,fericire,séan
306,Glück::N,fericire,sonas
307,Kummer::N,mâhnire,brón
308,Kummer::N,mâhnire,buairt
309,Wunsch::N,dorință,guí
310,Wunsch::N,dorință,achainí
311,Wunsch::N,deziderat,guí
312,Wunsch::N,deziderat,achainí
313,Lust::N,poftă,fonn
314,Lust::N,înclinare,fonn
315,Geist::N,duh,meon
316,Geist::N,duh,spiorad
317,Geist::N,minte,meon
318,Geist::N,minte,spiorad
319,Geist::N,suflet,meon
320,Geist::N,suflet,spiorad
321,Gedanke::N,gând,smaoineamh
322,Gedanke::N,cuget,smaoineamh
323,Gedächtnis::N,memorie,cuimhne
324,Verstand::N,minte,ciall
325,Verstand::N,minte,intinn
326,Verstand::N,intelect,ciall
327,Verstand::N,intelect,intinn
328,Sinn::N,sens,brí
329,Sinn::N,sens,ciall
330,Sinn::N,înțeles,brí
331,Sinn::N,înțeles,ciall
332,Grund::N,cauză,fáth
333,Grund::N,pricină,fáth
334,Wahrheit::N,adevăr,fírinne
335,Gespräch::N,convorbire,comhrá
336,Gespräch::N,conversație,comhrá
337,Märchen::N,basm,scéal
338,Märchen::N,poveste,scéal
339,Erzählung::N,poveste,scéal
340,Nachricht::N,veste,teachtaireacht
341,Neuigkeit::N,noutate,scéala
342,Neuigkeit::N,actualitate,scéala
343,Name::N,nume,ainm
344,Rätsel::N,ghicitoare,tomhas
345,Rede::N,discurs,óráid
346,Rede::N,discurs,aitheasc
347,Sprache::N,limbă,teanga
348,Sprache::N,limbaj,teanga
349,Stimme::N,glas,guth
350,Wort::N,cuvânt,focal
351,Zeichen::N,semn,comhartha
352,Zeichen::N,semnal,comhartha
353,Ruf::N,chemare,glaoch
354,Lärm::N,zgomot,torann
355,Lärm::N,tărăboi,torann
356,Laut::N,sunet,fuaim
357,Ton::N,ton,ton
358,Lied::N,cântec,amhrán
359,Ruhe::N,odihnă,suaimhneas
360,Ruhe::N,liniște,suaimhneas
361,Leute::N,lume,muintir
362,Leute::N,oameni,muintir
363,Volk::N,popor,pobal
364,Volk::N,națiune,pobal
365,Arbeit::N,lucru,obair
366,Gast::N,musafir,aoi
367,Geschenk::N,dar,féirín
368,Geschenk::N,dar,bronntanas
369,Geschenk::N,cadou,féirín
370,Geschenk::N,cadou,bronntanas
371,Spiel::N,joc,cluiche
372,Gesellschaft::N,societate,comhluadar
373,Hilfe::N,ajutor,cúnamh
374,Hilfe::N,ajutor,cabhair
375,Freund::N,amic,cara
376,Freund::N,prieten,cara
377,Kamerad::N,tovarăș,comrádaí
378,Angelegenheit::N,afacere,ábhar
379,Anzahl::N,număr,líon
380,Anzahl::N,cantitate,líon
381,Art::N,fel,sórt
382,Art::N,fel,saghas
383,Art::N,specie,sórt
384,Art::N,specie,saghas
385,Stück::N,bucată,píosa
386,Teil::N,parte,cuid
387,Teil::N,parte,páirt
388,Teil::N,porție,cuid
389,Teil::N,porție,páirt
390,Hälfte::N,jumătate,leath
391,Kreis::N,cerc,ciorcal
392,Kreuz::N,cruce,cros
393,Linie::N,linie,líne
394,Strich::N,linie,stríoc
395,Strich::N,trăsătură,stríoc
396,Abstand::N,distanță,achar
397,Abstand::N,depărtare,achar
398,Entfernung::N,distanță,fad
399,Entfernung::N,depărtare,fad
400,Gegend::N,regiune,ceantar
401,Platz::N,loc,áit
402,Platz::N,loc,spás
403,Ort::N,loc,áit
404,Seite::N,latură,taobh
405,Mitte::N,centru,lár
406,Gegenstand::N,obiect,ball
407,Gegenstand::N,obiect,ábhar
408,Sache::N,lucru,ní
409,Sache::N,lucru,rud
410,Sache::N,chestie,ní
411,Sache::N,chestie,rud
412,Rand::N,bordură,imeall
413,Rand::N,bordură,ciumhais
414,Kante::N,muchie,corr
415,Kante::N,muchie,colbha
416,Kante::N,bordură,corr
417,Kante::N,bordură,colbha
418,Ecke::N,colț,coirnéal
419,Spitze::N,vârf,gob
420,Spitze::N,vârf,barr
421,Spitze::N,creștet,gob
422,Spitze::N,creștet,barr
423,Ende::N,capăt,ceann
424,Ende::N,capăt,foirceann
425,Loch::N,gaură,poll
426,Winkel::N,colț,cúinne
427,Winkel::N,colț,uillinn
428,Muster::N,desen,patrún
429,Größe::N,mărime,méid
430,Größe::N,mărime,toise
431,Länge::N,lungime,fad
432,Höhe::N,înălțime,airde
433,Gewicht::N,greutate,meáchan
434,Menge::N,cantitate,méid
435,Haufen::N,grămadă,cnap
436,Reihe::N,șir,líne
437,Reihe::N,șir,sraith
438,Reihe::N,rând,líne
439,Reihe::N,rând,sraith
440,Boot::N,barcă,bád
441,Boot::N,luntre,bád
442,Ruder::N,vâslă,rámh
443,Ruder::N,vâslă,maide rámha
444,Ruder::N,lopată,rámh
445,Ruder::N,lopată,maide rámha
446,Schlitten::N,sanie,carr sleamhnáin
447,Ski::N,schi,scí
448,Lagerfeuer::N,foc de tabără,tine champa
449,Last::N,povară,ualach
450,Last::N,sarcină,ualach
451,Gang::N,mers,siúlóid
452,Gang::N,umblet,siúlóid
453,Schritt::N,pas,céim
454,Schritt::N,pas,coiscéim
455,Norden::N,nord,tuaisceart
456,Norden::N,miazănoapte,tuaisceart
457,Süden::N,sud,deisceart
458,Süden::N,miazăzi,deisceart
459,Westen::N,apus,iarthar
460,Osten::N,est,oirthear
461,Osten::N,răsărit,oirthear
462,Holz::N,lemn,adhmad
463,Brett::N,scândură,clár
464,Platte::N,placă,leac
465,Stütze::N,proptea,taca
466,Stange::N,bară,polla
467,Stange::N,bară,cuaille
468,Stange::N,prăjină,polla
469,Stange::N,prăjină,cuaille
470,Stock::N,băț,bata
471,Stock::N,băț,maide
472,Stock::N,baston,bata
473,Stock::N,baston,maide
474,Stab::N,baston,maide
475,Stab::N,baston,bachall
476,Stab::N,prăjină,maide
477,Stab::N,prăjină,bachall
478,Rohr::N,tub,píopa
479,Rohr::N,țeavă,píopa
480,Haus::N,casă,teach
481,Heim::N,casă,baile
482,Heim::N,cămin,baile
483,Ofen::N,sobă,sornóg
484,Fußboden::N,podea,urlár
485,Fußboden::N,dușumea,urlár
486,Tisch::N,masă,bord
487,Tisch::N,masă,tábla
488,Stuhl::N,scaun,cathaoir
489,Wiege::N,leagăn,cliabhán
490,Bett::N,pat,leaba
491,Regal::N,rafturi,seilf
492,Kiste::N,ladă,bosca
493,Kiste::N,cutie,bosca
494,Fenster::N,fereastră,fuinneoig
495,Tür::N,ușă,doras
496,Tor::N,poartă,geata
497,Zaun::N,gard,fál
498,Zaun::N,gard,claí
499,Dach::N,acoperiș,díon
500,Leiter::N,scară,dréimire
501,Besen::N,mătură,scuab
502,Spaten::N,cazma,spád
503,Spaten::N,cazma,rámhainn
504,Spaten::N,hârleț,spád
505,Spaten::N,hârleț,rámhainn
506,Schaufel::N,lopată,sluasaid
507,Gabel::N,furculiță,forc
508,Gabel::N,furculiță,gabhlóg
509,Löffel::N,lingură,spúnóg
510,Messer::N,cuțit,scian
511,Nagel::N,cui,tairne
512,Netz::N,plasă,líon
513,Netz::N,plasă,eangach
514,Haken::N,cârlig,croch
515,Griff::N,mâner,cos
516,Griff::N,mâner,hanla
517,Schloss::N,lacăt,glas
518,Bild::N,tablou,pictiúr
519,Bild::N,imagine,pictiúr
520,Figur::N,chip,fíor
521,Figur::N,figură,fíor
522,Puppe::N,păpușă,bábóg
523,Beutel::N,pungă,mála
524,Beutel::N,pungă,mealbhóg
525,Beutel::N,săculeț,mála
526,Beutel::N,săculeț,mealbhóg
527,Bündel::N,mănunchi,beart
528,Tasche::N,geantă,mála
529,Eimer::N,găleată,buicéad
530,Deckel::N,capac,clár
531,Deckel::N,capac,claibín
532,Geschirr::N,vase,soithí
533,Geschirr::N,vase,gréithe
534,Geschirr::N,tacâmuri,soithí
535,Geschirr::N,tacâmuri,gréithe
536,Sack::N,sac,sac
537,Sack::N,sac,mála
538,Tasse::N,ceașcă,cupán
539,Topf::N,oală,pota
540,Kessel::N,cazan,citeal
541,Kessel::N,căldare,citeal
542,Essen::N,mâncare,béile
543,Nahrung::N,hrană,bia
544,Nahrung::N,aliment,bia
545,Speise::N,bucate,mias
546,Speise::N,fel de bucate,mias
547,Fleisch::N,carne,feoil
548,Getreide::N,cereale,grán
549,Getreide::N,cereale,arbhar
550,Brei::N,pireu,brúitín
551,Brot::N,pâine,arán
552,Scheibe::N,felie,píosa
553,Scheibe::N,felie,slisne
554,Scheibe::N,bucată,píosa
555,Scheibe::N,bucată,slisne
556,Fett::N,untură,saill
557,Fett::N,untură,méathras
558,Fett::N,grăsime,saill
559,Fett::N,grăsime,méathras
560,Butter::N,unt,im
561,Öl::N,ulei,ola
562,Salz::N,sare,salann
563,Suppe::N,supă,sú
564,Suppe::N,supă,anraith
565,Suppe::N,ciorbă,sú
566,Suppe::N,ciorbă,anraith
567,Honig::N,miere,mil
568,Milch::N,lapte,bainne
569,Tee::N,ceai,tae
570,Leder::N,piele,leathar
571,Wolle::N,lână,olann
572,Stoff::N,stofă,éadach
573,Nadel::N,ac,snáthaid
574,Faden::N,ață,snáth
575,Knopf::N,buton,cnaipe
576,Knoten::N,nod,snaidhm
577,Farbe::N,vopsea,péint
578,Kleidung::N,haine,éadaí
579,Kleidung::N,îmbrăcăminte,éadaí
580,Hemd::N,cămașă,léine
581,Kragen::N,guler,bóna
582,Ärmel::N,mânecă,muinchille
583,Hose::N,pantaloni,bríste
584,Hose::N,pantaloni,treabhsar
585,Gürtel::N,cordon,crios
586,Mütze::N,șapcă,caipín
587,Schuh::N,gheată,bróg
588,Stiefel::N,cizmă,buatais
589,Ring::N,inel,fáinne
590,Ring::N,verigă,fáinne
591,Band::N,panglică,ribín
592,Band::N,șiret,ribín
593,Kamm::N,pieptene,cíor
594,Spiegel::N,oglindă,scáthán
595,Riemen::N,curea,iall
596,Riemen::N,curea,strapa
597,Schnur::N,funie,téad
598,Schnur::N,funie,sreangán
599,Schnur::N,sfoară,téad
600,Schnur::N,sfoară,sreangán
601,Leine::N,lesă,iall
602,Leine::N,curea,iall
603,Decke::N,pătură,pluid
604,Decke::N,pătură,blaincéad
605,Kissen::N,pernă,piliúr
606,Kissen::N,pernă,adhartán
607,Tuch::N,batic,scaif
608,Handtuch::N,prosop,tuáille
609,Handtuch::N,ștergar,tuáille
610,Kraft::N,forță,fórsa
611,Kraft::N,putere,fórsa
612,Stärke::N,tărie,neart
613,Stärke::N,vigoare,neart
614,Gesundheit::N,sănătate,sláinte
615,Krankheit::N,boală,tinneas
616,Krankheit::N,boală,breoiteacht
617,Krankheit::N,maladie,tinneas
618,Krankheit::N,maladie,breoiteacht
619,Schmerz::N,durere,pian
620,Wunde::N,rană,goin
621,Fieber::N,febră,fiabhras
622,Arznei::N,leac,cógas
623,Arznei::N,medicament,cógas
624,Brücke::N,pod,droichead
625,Brücke::N,punte,droichead
626,Brunnen::N,puț,tobar
627,Weide::N,izlaz,féarach
628,Weide::N,pășune,féarach
629,Pfad::N,cărare,cosán
630,Pfad::N,cărare,conair
631,Weg::N,drum,slí
632,Weg::N,drum,bealach
633,Straße::N,cale,bóthar
634,Straße::N,stradă,bóthar
635,Dorf::N,sat,sráidbhaile
636,Stadt::N,oraș,baile
637,Stadt::N,oraș,cathair
638,Brief::N,scrisoare,litir
639,Buch::N,carte,cín
640,Buch::N,carte,leabhar
641,Buchstabe::N,literă,litir
642,Buchstabe::N,caracter,litir
643,Zeitung::N,ziar,nuachtán
644,Zeitung::N,gazetă,nuachtán
645,Leben::N,viață,saol
646,Leben::N,viață,beatha
647,Tod::N,moarte,bás
648,Grab::N,groapă,uaigh
649,Grab::N,mormânt,uaigh
650,Kirche::N,biserică,eaglais
651,Sünde::N,păcat,peaca
652,Gott::N,zeu,dia
653,Arbeiter::N,muncitor,oibrí
654,Chef::N,șef,saoiste
655,Chef::N,șef,ceannasaí
656,Meister::N,meșter,máistir
657,Meister::N,maestru,máistir
658,Arzt::N,medic,lia
659,Arzt::N,medic,dochtúir
660,Arzt::N,doctor,lia
661,Arzt::N,doctor,dochtúir
662,Lehrer::N,profesor,oide
663,Lehrer::N,profesor,múinteoir
664,Lehrer::N,învățător,oide
665,Lehrer::N,învățător,múinteoir
666,Geld::N,bani,airgead
667,Geld::N,parale,airgead
668,Geschäft::N,treabă,gnó
669,Geschäft::N,afacere,gnó
670,Laden::N,magazin,siopa
671,Laden::N,prăvălie,siopa
672,Preis::N,preț,praghas
673,Ware::N,marfă,earra
674,Nutzen::N,folos,tairbhe
675,Nutzen::N,profit,tairbhe
676,Reichtum::N,avuție,rachmas
677,Reichtum::N,avuție,saibhreas
678,Reichtum::N,bogăție,rachmas
679,Reichtum::N,bogăție,saibhreas
680,Welt::N,lume,domhan
681,Land::N,țară,tír
682,Staat::N,stat,stát
683,König::N,rege,rí
684,Macht::N,putere,cumhacht
685,Macht::N,putință,cumhacht
686,Grenze::N,hotar,críoch
687,Grenze::N,hotar,teorainn
688,Grenze::N,graniță,críoch
689,Grenze::N,graniță,teorainn
690,Grenze::N,frontieră,críoch
691,Grenze::N,frontieră,teorainn
692,Krieg::N,război,cogadh
693,Feind::N,dușman,namhaid
694,Gewalt::N,violență,foréigean
695,Kampf::N,luptă,troid
696,Bogen[Waffe]::N,arc,bogha
697,Pfeil::N,săgeată,saighead
698,Gewehr::N,armă,gunna
699,Gewehr::N,pușcă,gunna
700,Fehler::N,eroare,botún
701,Fehler::N,eroare,meancóg
702,Fehler::N,greșeală,botún
703,Fehler::N,greșeală,meancóg
704,Lüge::N,minciună,bréag
705,Lüge::N,minciună,éitheach
706,Schaden::N,daună,dochar
707,Schaden::N,daună,damáiste
708,Schaden::N,pagubă,dochar
709,Schaden::N,pagubă,damáiste
710,Unglück::N,nenorocire,drochrath
711,Schuld::N,vină,locht
712,Schuld::N,vină,milleán
713,Alter::N,etate,aois
714,Alter::N,vârstă,aois
715,Schluss::N,sfârșit,deireadh
716,Zeit::N,timp,am
717,Zeit::N,timp,aimsir
718,Zeit::N,vreme,am
719,Zeit::N,vreme,aimsir
720,Tag::N,zi,lá
721,Morgen::N,dimineață,maidin
722,Mittag::N,prânz,nóin
723,Mittag::N,amiază,nóin
724,Abend::N,seară,tráthnóna
725,Nacht::N,noapte,oíche
726,Woche::N,săptămână,seachtain
727,Monat::N,lună,mí
728,Jahr::N,an,bliain
729,Frühling::N,primăvară,earrach
730,Sommer::N,vară,samhradh
731,Herbst::N,toamnă,fómhar
732,Winter::N,iarnă,geimhreadh
733,Januar::N,ianuarie,Eanáir
734,Februar::N,februarie,Feabhra
735,März::N,martie,Márta
736,April::N,aprilie,Aibreán
737,Mai::N,mai,Bealtaine
738,Juni::N,iunie,Meitheamh
739,Juli::N,iulie,Iúil
740,August::N,august,Lúnasa
741,September::N,septembrie,Meán Fómhair
742,Oktober::N,octombrie,Deireadh Fómhair
743,November::N,noiembrie,Samhain
744,November::N,noiembrie,Mí na Samhna
745,Dezember::N,decembrie,Mí na Nollag
746,Montag::N,luni,Luan
747,Montag::N,luni,Dé Luain
748,Dienstag::N,marți,Máirt
749,Dienstag::N,marți,Dé Máirt
750,Mittwoch::N,miercuri,Céadaoin
751,Mittwoch::N,miercuri,Dé Céadaoin
752,Donnerstag::N,joi,Déardaoin
753,Freitag::N,vineri,Aoine
754,Freitag::N,vineri,Dé hAoine
755,Samstag::N,sâmbătă,Satharn
756,Samstag::N,sâmbătă,Dé Sathairn
757,Sonntag::N,duminică,Domhnach
758,Sonntag::N,duminică,Dé Domhnaigh
759,groß::A,mare,mór
760,klein::A,mic,beag
761,lang::A,lung,fada
762,kurz::A,scurt,gearr
763,kurz::A,scurt,gairid
764,breit::A,lat,leathan
765,breit::A,lat,fairsing
766,breit::A,larg,leathan
767,breit::A,larg,fairsing
768,schmal::A,strâmt,cúng
769,dicht::A,des,dlúth
770,dick[Gegenstand]::A,gros,tiubh
771,dünn::A,subțire,caol
772,dünn::A,subțire,tanaí
773,fein::A,fin,scáinte
774,fein::A,fin,fíneálta
775,fein::A,subțire,scáinte
776,fein::A,subțire,fíneálta
777,fest::A,tare,daingean
778,fest::A,solid,daingean
779,flach::A,șes,cothrom
780,flach::A,plan,cothrom
781,glatt::A,lins,mín
782,glatt::A,lins,sleamhain
783,hart::A,dur,crua
784,weich::A,moale,bog
785,rund::A,rotund,cruinn
786,rund::A,circular,cruinn
787,spitz::A,ascuțit,gobach
788,spitz::A,ascuțit,biorach
789,scharf::A,tăios,géar
790,scharf::A,tăios,faobhrach
791,scharf::A,ascuțit,géar
792,scharf::A,ascuțit,faobhrach
793,stumpf::A,tocit,maol
794,schwer::A,greu,trom
795,schön::A,frumos,álainn
796,heiß::A,cald,te
797,heiß::A,fierbinte,te
798,warm::A,cald,te
799,warm::A,fierbinte,te
800,kalt::A,rece,fuar
801,kühl::A,rece,fionnuar
802,kühl::A,răcoros,fionnuar
803,frisch::A,răcoros,úr
804,frisch::A,răcoros,friseáilte
805,frisch::A,proaspăt,úr
806,frisch::A,proaspăt,friseáilte
807,feucht::A,umed,tais
808,feucht::A,jilav,tais
809,nass::A,ud,fliuch
810,trocken::A,sec,tirim
811,trocken::A,uscat,tirim
812,voll::A,plin,lán
813,leer::A,gol,folamh
814,offen::A,deschis,oscailte
815,geschlossen::A,închis,dúnta
816,geschlossen::A,închis,druidte
817,sauber::A,curat,glan
818,schmutzig::A,murdar,salach
819,roh::A,crud,amh
820,reif::A,copt,aibí
821,lecker::A,gustos,blasta
822,süß::A,dulce,milis
823,bitter::A,amar,searbh
824,sauer::A,acru,géar
825,sauer::A,acru,searbh
826,hell::A,clar,geal
