,Concept_ID,et,bg
257,Ehemann::N,abikaasa,съпруг
258,Ehefrau::N,naine,съпруга
259,Ehefrau::N,abikaasa,съпруга
260,Freude::N,rõõm,радост
261,Gelächter::N,naer,смях
262,Glück::N,õnn,щастие
263,Kummer::N,mure,тъга
264,Kummer::N,kurbus,тъга
265,Wunsch::N,soov,желание
266,Lust::N,himu,желание
267,Geist::N,vaim,дух
268,Gedanke::N,mõte,мисъл
269,Gedächtnis::N,mälu,памет
270,Verstand::N,aru,ум
271,Verstand::N,aru,разум
272,Verstand::N,mõistus,ум
273,Verstand::N,mõistus,разум
274,Sinn::N,tähendus,смисъл
275,Grund::N,põhjus,причина
276,Wahrheit::N,tõde,правда
277,Gespräch::N,kõne,разговор
278,Gespräch::N,vestlus,разговор
279,Märchen::N,muinasjutt,приказка
280,Erzählung::N,jutustus,разказ
281,Nachricht::N,teade,вест
282,Nachricht::N,teade,известие
283,Neuigkeit::N,uudis,новина
284,Name::N,nimi,име
285,Rätsel::N,mõistatus,гатанка
286,Rede::N,kõne,реч
287,Rede::N,kõne,слово
288,Sprache::N,keel,език
289,Stimme::N,hääl,глас
290,Wort::N,sõna,дума
291,Zeichen::N,märk,знак
292,Ruf::N,hüüe,зов
293,Lärm::N,müra,шум
294,Lärm::N,müra,глъчка
295,Laut::N,hääl,звук
296,Ton::N,toon,тон
297,Lied::N,laul,песен
298,Ruhe::N,rahu,тишина
299,Ruhe::N,rahu,спокойствие
300,Ruhe::N,vaikus,тишина
301,Ruhe::N,vaikus,спокойствие
302,Leute::N,inimesed,хора
303,Volk::N,rahvas,народ
304,Arbeit::N,töö,труд
305,Arbeit::N,töö,работа
306,Gast::N,külaline,гост
307,Geschenk::N,kingitus,дар
308,Geschenk::N,kingitus,подарък
309,Spiel::N,mäng,игра
310,Gesellschaft::N,selts,общество
311,Hilfe::N,abi,помощ
312,Freund::N,sõber,приятел
313,Kamerad::N,sõber,другар
314,Angelegenheit::N,asi,работа
315,Anzahl::N,arv,брой
316,Anzahl::N,arv,количество
317,Anzahl::N,hulk,брой
318,Anzahl::N,hulk,количество
319,Art::N,liik,вид
320,Stück::N,tükk,къс
321,Stück::N,tükk,парче
322,Teil::N,osa,дял
323,Teil::N,osa,част
324,Hälfte::N,pool,половина
325,Kreis::N,ring,кръг
326,Kreuz::N,rist,кръст
327,Linie::N,joon,черта
328,Strich::N,joon,щрих
329,Strich::N,joon,черта
330,Abstand::N,vahe,дистанция
331,Abstand::N,vahe,разстояние
332,Entfernung::N,kaugus,разстояние
333,Entfernung::N,vahemaa,разстояние
334,Gegend::N,ümbrus,местност
335,Platz::N,ruum,място
336,Ort::N,paik,място
337,Seite::N,pool,страна
338,Mitte::N,keskpaik,среда
339,Gegenstand::N,ese,предмет
340,Sache::N,ese,вещ
341,Rand::N,äär,ръб
342,Rand::N,serv,ръб
343,Kante::N,kant,ръб
344,Kante::N,kant,кант
345,Ecke::N,nurk,ъгъл
346,Spitze::N,teravik,връх
347,Spitze::N,teravik,острие
348,Ende::N,ots,край
349,Ende::N,jupp,край
350,Loch::N,auk,дупка
351,Winkel::N,nurk,кът
352,Winkel::N,nurk,ъгъл
353,Muster::N,muster,десен
354,Muster::N,muster,образец
355,Größe::N,suurus,големина
356,Länge::N,pikkus,дължина
357,Höhe::N,kõrgus,висота
358,Höhe::N,kõrgus,височина
359,Gewicht::N,kaal,тегло
360,Gewicht::N,kaal,тежест
361,Gewicht::N,raskus,тегло
362,Gewicht::N,raskus,тежест
363,Menge::N,arv,количество
364,Menge::N,hulk,количество
365,Haufen::N,hunnik,куп
366,Haufen::N,hunnik,грамада
367,Reihe::N,rivi,ред
368,Reihe::N,rivi,редица
369,Boot::N,paat,лодка
370,Ruder::N,aer,весло
371,Ruder::N,aer,гребло
372,Schlitten::N,saan,шейна
373,Ski::N,suusk,ски
374,Lagerfeuer::N,lõke,огнище
375,Last::N,koorem,товар
376,Gang::N,käik,ход
377,Gang::N,käik,вървеж
378,Schritt::N,samm,стъпка
379,Norden::N,põhi,север
380,Süden::N,lõuna,юг
381,Westen::N,lääs,запад
382,Osten::N,ida,изток
383,Holz::N,puu,дърво
384,Brett::N,saelaud,дъска
385,Platte::N,plaat,
386,Stütze::N,tugi,
387,Stange::N,latt,прът
388,Stange::N,latt,върлина
389,Stange::N,teivas,прът
390,Stange::N,teivas,върлина
391,Stock::N,kepp,прът
392,Stock::N,kepp,тояга
393,Stab::N,varras,прът
394,Rohr::N,toru,цев
395,Rohr::N,toru,тръба
396,Haus::N,maja,къща
397,Heim::N,kodu,дом
398,Ofen::N,ahi,печка
399,Fußboden::N,põrand,под
400,Tisch::N,laud,маса
401,Stuhl::N,tool,стол
402,Wiege::N,häll,люлка
403,Wiege::N,kätki,люлка
404,Bett::N,voodi,легло
405,Bett::N,voodi,креват
406,Regal::N,riiul,рафт
407,Regal::N,riiul,етажерка
408,Kiste::N,kast,кутия
409,Kiste::N,kast,сандък
410,Fenster::N,aken,прозорец
411,Tür::N,uks,врата
412,Tor::N,värav,врата
413,Zaun::N,aed,ограда
414,Zaun::N,tara,ограда
415,Dach::N,katus,покрив
416,Leiter::N,redel,стълба
417,Besen::N,luud,метла
418,Spaten::N,labidas,лопата
419,Schaufel::N,kühvel,лопата
420,Gabel::N,kahvel,вилица
421,Löffel::N,lusikas,лъжица
422,Messer::N,nuga,нож
423,Nagel::N,nael,гвоздей
424,Netz::N,võrk,мрежа
425,Haken::N,haak,кука
426,Haken::N,haak,закачалка
427,Haken::N,konks,кука
428,Haken::N,konks,закачалка
429,Griff::N,sang,ръчка
430,Griff::N,sang,дръжка
431,Griff::N,käepide,ръчка
432,Griff::N,käepide,дръжка
433,Schloss::N,lukk,брава
434,Schloss::N,lukk,ключалка
435,Bild::N,pilt,картина
436,Figur::N,kuju,фигура
437,Figur::N,kujund,фигура
438,Puppe::N,nukk,кукла
439,Beutel::N,paun,кесия
440,Bündel::N,kimp,връзка
441,Tasche::N,kott,чанта
442,Eimer::N,pang,кофа
443,Eimer::N,ämber,кофа
444,Deckel::N,kaas,капак
445,Deckel::N,kaas,похлупак
446,Geschirr::N,nõud,съдове
447,Sack::N,kott,чувал
448,Tasse::N,tass,чаша
449,Topf::N,pada,гърне
450,Topf::N,pada,тенджера
451,Kessel::N,pada,котел
452,Essen::N,söök,ядене
453,Nahrung::N,toit,храна
454,Speise::N,roog,ястие
455,Fleisch::N,liha,месо
456,Getreide::N,teravili,зърнено храни
457,Brei::N,puder,каша
458,Brot::N,sai,хляб
459,Brot::N,leib,хляб
460,Scheibe::N,viil,резен
461,Scheibe::N,viilukas,резен
462,Fett::N,rasv,мазнина
463,Butter::N,või,масло
464,Öl::N,õli,олио
465,Öl::N,õli,оливия
466,Salz::N,sool,сол
467,Suppe::N,supp,супа
468,Honig::N,mesi,мед
469,Milch::N,piim,мляко
470,Tee::N,tee,чай
471,Leder::N,nahk,кожа
472,Wolle::N,vill,вълна
473,Stoff::N,kangas,плат
474,Stoff::N,kangas,материал
475,Nadel::N,nõel,игла
476,Faden::N,niit,конец
477,Knopf::N,nööp,копче
478,Knoten::N,sõlm,възел
479,Farbe::N,värv,боя
480,Kleidung::N,riided,дрехи
481,Kleidung::N,riided,облекло
482,Kleidung::N,riietus,дрехи
483,Kleidung::N,riietus,облекло
484,Hemd::N,särk,риза
485,Kragen::N,krae,яка
486,Ärmel::N,varrukas,ръкав
487,Hose::N,püksid,панталони
488,Gürtel::N,vöö,пояс
489,Gürtel::N,vöö,колан
490,Mütze::N,müts,каскет
491,Mütze::N,müts,фуражка
492,Schuh::N,king,обувка
493,Stiefel::N,saabas,ботуш
494,Ring::N,sõrmus,пръстен
495,Band::N,lint,лента
496,Band::N,lint,връзка
497,Kamm::N,kamm,гребен
498,Spiegel::N,peegel,огледало
499,Riemen::N,rihm,каиш
500,Riemen::N,rihm,ремък
501,Schnur::N,nöör,връв
502,Leine::N,jalutusrihm,връв
503,Leine::N,jalutusrihm,въже
504,Decke::N,tekk,покривка
505,Kissen::N,padi,възглавница
506,Tuch::N,kalev,сукно
507,Handtuch::N,käterätik,пешкир
508,Handtuch::N,käterätik,кърпа за лице
509,Kraft::N,jõud,мощ
510,Kraft::N,jõud,сила
511,Stärke::N,tugevus,сила
512,Gesundheit::N,tervis,здраве
513,Krankheit::N,haigus,болест
514,Schmerz::N,valu,болка
515,Wunde::N,haav,рана
516,Fieber::N,palavik,треска
517,Fieber::N,palavik,температура
518,Arznei::N,ravim,лек
519,Arznei::N,ravim,лекарство
520,Brücke::N,sild,мост
521,Brunnen::N,kaev,чешма
522,Brunnen::N,kaev,кладенец
523,Weide::N,karjamaa,паша
524,Weide::N,karjamaa,пасище
525,Pfad::N,rada,пътека
526,Weg::N,tee,път
527,Straße::N,tee,шосе
528,Dorf::N,küla,село
529,Stadt::N,linn,град
530,Brief::N,kiri,писмо
531,Buch::N,raamat,книга
532,Buchstabe::N,täht,буква
533,Zeitung::N,ajaleht,вестник
534,Leben::N,elu,живот
535,Tod::N,surm,смърт
536,Grab::N,haud,гроб
537,Kirche::N,kirik,църква
538,Sünde::N,patt,грях
539,Gott::N,jumal,бог
540,Arbeiter::N,tööline,работник
541,Chef::N,ülemus,шеф
542,Chef::N,ülemus,началник
543,Chef::N,juhataja,шеф
544,Chef::N,juhataja,началник
545,Meister::N,meister,майстор
546,Arzt::N,arst,лекар
547,Lehrer::N,õpetaja,учител
548,Geld::N,raha,пари
549,Geschäft::N,äri,сделка
550,Laden::N,pood,дюкян
551,Laden::N,pood,магазин
552,Laden::N,kauplus,дюкян
553,Laden::N,kauplus,магазин
554,Preis::N,hind,цена
555,Ware::N,kaup,стока
556,Nutzen::N,tulu,полза
557,Nutzen::N,tulu,облага
558,Nutzen::N,kasulikkus,полза
559,Nutzen::N,kasulikkus,облага
560,Reichtum::N,rikkus,богатство
561,Welt::N,maailm,свят
562,Land::N,maa,страна
563,Staat::N,riik,щат
564,Staat::N,riik,държава
565,König::N,kuningas,крал
566,Macht::N,võim,мощ
567,Macht::N,võim,власт
568,Grenze::N,piir,граница
569,Krieg::N,sõda,война
570,Feind::N,vaenlane,враг
571,Feind::N,vaenlane,неприятел
572,Gewalt::N,väevõim,сила
573,Gewalt::N,väevõim,насилие
574,Kampf::N,võitlus,борба
575,Kampf::N,võitlus,сражение
576,Bogen[Waffe]::N,vibu,лък
577,Pfeil::N,nool,стрела
578,Gewehr::N,püss,пушка
579,Fehler::N,viga,грешка
580,Lüge::N,vale,лъжа
581,Schaden::N,kahju,повреда
582,Unglück::N,häda,нещастие
583,Unglück::N,õnnetus,нещастие
584,Schuld::N,süü,вина
585,Alter::N,iga,възраст
586,Schluss::N,lõpp,край
587,Zeit::N,aeg,време
588,Tag::N,päev,ден
589,Morgen::N,hommik,утро
590,Morgen::N,hommik,сутрин
591,Mittag::N,lõuna,обед
592,Mittag::N,lõuna,пладне
593,Mittag::N,keskpäev,обед
594,Mittag::N,keskpäev,пладне
595,Abend::N,õhtu,вечер
596,Nacht::N,öö,нощ
597,Woche::N,nädal,седмица
598,Monat::N,kuu,месец
599,Jahr::N,aasta,година
600,Frühling::N,kevad,пролет
601,Sommer::N,suvi,лято
602,Herbst::N,sügis,есен
603,Winter::N,talv,зима
604,Januar::N,jaanuar,януари
605,Februar::N,veebruar,февруари
606,März::N,märts,март
607,April::N,aprill,април
608,Mai::N,mai,май
609,Juni::N,juuni,юни
610,Juli::N,juuli,юли
611,August::N,august,август
612,September::N,september,септември
613,Oktober::N,oktoober,октомври
614,November::N,november,ноември
615,Dezember::N,detsember,декември
616,Montag::N,esmaspäev,понеделник
617,Dienstag::N,teisipäev,вторник
618,Mittwoch::N,kesknädal,сряда
619,Donnerstag::N,neljapäev,четвъртък
620,Freitag::N,reede,петък
621,Samstag::N,laupäev,събота
622,Sonntag::N,pühapäev,неделя
623,groß::A,suur,едър
624,groß::A,suur,голям
625,klein::A,väike,малък
626,klein::A,väike,дребен
627,klein::A,pisike,малък
628,klein::A,pisike,дребен
629,lang::A,pikk,дълъг
630,kurz::A,lühike,къс
631,breit::A,lai,широк
632,schmal::A,kitsas,тесен
633,dicht::A,tihe,гъст
634,dick[Gegenstand]::A,jäme,дебел
635,dünn::A,õhuke,тънък
636,dünn::A,peenike,тънък
637,fein::A,peen,фин
638,fein::A,peen,тънък
639,fein::A,õhuke,фин
640,fein::A,õhuke,тънък
641,fest::A,püsiv,твърд
642,fest::A,püsiv,плътен
643,fest::A,kindel,твърд
644,fest::A,kindel,плътен
645,flach::A,lame,равен
646,flach::A,lame,плосък
647,flach::A,tasane,равен
648,flach::A,tasane,плосък
649,glatt::A,sile,гладък
650,hart::A,kõva,твърд
651,hart::A,kõva,корав
652,weich::A,pehme,мек
653,rund::A,ümar,кръгъл
654,spitz::A,torkav,островръх
655,scharf::A,terav,остър
656,stumpf::A,nüri,тъп
657,schwer::A,raske,тежък
658,schön::A,kena,хубав
659,schön::A,kena,красив
660,heiß::A,kuum,жарък
661,heiß::A,palav,жарък
662,warm::A,soe,топъл
663,kalt::A,külm,студен
664,kühl::A,jahe,хладен
665,frisch::A,värske,свеж
666,feucht::A,niiske,влажен
667,nass::A,märg,мокър
668,trocken::A,kuiv,сух
669,voll::A,täis,пълен
670,leer::A,tühi,празен
671,offen::A,avatud,откровен
672,offen::A,lahtine,откровен
673,geschlossen::A,suletud,закрит
674,geschlossen::A,suletud,затворен
675,sauber::A,puhas,чист
676,schmutzig::A,räpane,мръсен
677,schmutzig::A,määrdunud,мръсен
678,roh::A,toores,суров
679,reif::A,küps,зрял
680,lecker::A,hõrk,вкусен
681,lecker::A,maitsev,вкусен
682,süß::A,magus,сладък
683,bitter::A,mõru,горчив
684,sauer::A,hapu,кисел
685,hell::A,hele,ясен
686,hell::A,hele,светъл
687,dunkel::A,pime,тъмен
688,schwarz::A,must,черен
689,weiß::A,valge,бял
690,rot::A,punane,червен
691,gelb::A,kollane,жълт
692,blau::A,sinine,син
693,grün::A,roheline,зелен
694,grau::A,hall,сив
695,bunt::A,kirju,шарен
696,bunt::A,kirju,пъстър
697,bunt::A,värviline,шарен
698,bunt::A,värviline,пъстър
699,billig::A,odav,евтин
700,teuer::A,kallis,скъп
701,wertvoll::A,väärtuslik,ценен
702,blind::A,pime,сляп
703,taub::A,kurt,глух
704,kräftig::A,jõuline,силен
705,stark::A,tugev,здрав
706,stark::A,tugev,силен
707,schwach::A,nõrk,слаб
708,schwach::A,jõuetu,слаб
709,fett::A,rasvane,тлъст
710,schlank::A,sale,тънък
711,schlank::A,sale,строен
712,hübsch::A,kena,хубав
713,böse::A,tige,зъл
714,dumm::A,juhm,глупав
715,dumm::A,rumal,глупав
716,faul::A,laisk,ленив
717,faul::A,laisk,мързелив
718,fleißig::A,virk,прилежен
719,fleißig::A,hoolas,прилежен
720,geizig::A,ihne,скъпернически
721,klug::A,tark,умен
722,klug::A,tark,разумен
723,klug::A,arukas,умен
724,klug::A,arukas,разумен
725,klug::A,mõistlik,умен
726,klug::A,mõistlik,разумен
727,geschickt::A,osav,умел
728,geschickt::A,osav,сръчен
729,lieb::A,armas,мил
730,lieb::A,armas,драг
731,lustig::A,lõbus,весел
732,sanft::A,õrn,нежен
733,sanft::A,õrn,кротък
734,hungrig::A,näljane,гладен
735,krank::A,haige,болен
736,nackt::A,alasti,гол
737,traurig::A,kurb,тъжен
738,traurig::A,kurb,печален
739,lebendig::A,elus,жив
740,gut::A,hea,добър
741,schlecht::A,halb,лош
742,richtig::A,õige,правилен
743,schlimm::A,paha,лош
744,wahr::A,tõene,верен
745,wahr::A,tõene,истински
746,alt::A,vana,стар
747,alt::A,vana,древен
748,neu::A,uus,нов
749,ehemalig::A,endine,бивш
750,alt[Lebewesen]::A,vana,стар
751,jung::A,noor,млад
752,arm::A,vaene,беден
753,reich::A,rikas,богат
754,bekannt::A,teada,познат
755,bekannt::A,teada,известен
756,bekannt::A,tuttav,познат
757,bekannt::A,tuttav,известен
758,berühmt::A,tuntud,почут
759,berühmt::A,tuntud,известен
760,fremd::A,võõras,чужд
761,verschieden::A,erinev,разен
762,verschieden::A,erinev,различен
763,nah::A,lähedane,близък
764,fern::A,kauge,далечен
765,linker::A,vasak,ляв
766,rechter::A,parem,прав
767,anderer::A,muu,друг
768,anderer::A,teine,друг
769,erster::A,esimene,пръв
770,erster::A,esimene,първи
771,zweiter::A,teine,втори
772,dritter::A,kolmas,трети
773,letzter::A,viimane,последен
774,allein::ADV,üksi,само
775,auf einmal::ADV,korraga,същевременно
776,auf einmal::ADV,ühekorraga,същевременно
777,zusammen::ADV,koos,заедно
778,zusammen::ADV,üheskoos,заедно
779,lange::ADV,kaua,дълго
780,plötzlich::ADV,äkki,изведнъж
781,plötzlich::ADV,järsku,изведнъж
782,sofort::ADV,kohe,веднага
783,später::ADV,hiljem,по-късно
784,jetzt::ADV,nüüd,сега
785,heute::ADV,täna,днес
786,morgen::ADV,homme,утре
787,bald::ADV,pea,скоро
788,bald::ADV,varsti,скоро
789,dann::ADV,siis,после
790,dann::ADV,siis,тогава
791,gestern::ADV,eile,вчера
792,einst::ADV,vanasti,някога
793,damals::ADV,tookord,тогава
794,danach::ADV,seejärel,после
795,danach::ADV,seejärel,след това
796,vorher::ADV,enne,преди
797,vorher::ADV,enne,преди това
798,zuerst::ADV,enne,най-напред
799,zuerst::ADV,esmalt,най-напред
800,einmal::ADV,kord,веднъж
801,einmal::ADV,kord,един път
802,einmal::ADV,üks kord,веднъж
803,einmal::ADV,üks kord,един път
804,manchmal::ADV,mõnikord,понякога
805,oft::ADV,tihti,често
806,oft::ADV,sageli,често
807,immer::ADV,ikka,винаги
808,immer::ADV,alati,винаги
809,niemals::ADV,mitte kunagi,никога
810,hier::ADV,siin,тук
811,hier::ADV,siin,тука
812,hierhin::ADV,siia,насам
813,von hier::ADV,siit,оттук
814,von hier::ADV,siit,оттука
815,dort::ADV,seal,там
816,dorthin::ADV,sinna,натам
817,dorthin::ADV,sinna,нататък
818,geradeaus::ADV,otse edasi,направо
819,vorwärts::ADV,edasi,напред
820,rückwärts::ADV,tagurpidi,назад
821,zurück::ADV,tagasi,обратно
822,unten::ADV,all,долу
823,unten::ADV,allpool,долу
824,hinab::ADV,alla,надолу
825,oben::ADV,ülal,горе
826,hinauf::ADV,üles,нагоре
827,überall::ADV,kõikjal,навсякъде
828,nicht::ADV,ei,не
829,nicht::ADV,mitte,не
830,ein wenig::ADV,veidi,малко
831,ein wenig::ADV,natuke,малко
832,kaum::ADV,vaevalt,едва
833,kaum::ADV,vaevalt,едвам
834,sehr::ADV,väga,много
835,sehr::ADV,väga,твърде
836,so::ADV,nii,тъй
837,so::ADV,nii,така
838,noch::ADV,veel,още
839,nur::ADV,ainult,само
840,schon::ADV,juba,вече
841,wieder::ADV,jälle,пак
842,wieder::ADV,jälle,отново
843,vergebens::ADV,asjata,напразно
844,vor::PRP,ees,пред
845,hinter::PRP,taha,зад
846,unter::PRP,all,под
847,durch::PRP,läbi,през
848,durch::PRP,kaudu,през
849,neben::PRP,kõrval,до
850,neben::PRP,kõrval,при
851,zwischen::PRP,vahel,между
852,zwischen::PRP,vahel,помежду
853,wegen::PRP,tõttu,заради
854,wegen::PRP,pärast,заради
855,dies::PRN,see,този
856,das::PRN,see,туй
857,das::PRN,see,това
858,alles::PRN,kõik,всичко
859,ich::PRN,mina,аз
860,du::PRN,sina,ти
861,er::PRN,tema,той
