,Concept_ID,sq,he
158,Pferd::N,kalë,סוס
159,Schaf::N,dele,כבשה
160,Schwein::N,derr,חזיר
161,Hund::N,qen,כלב
162,Katze::N,mace,חתול
163,Bär::N,ari,דב
164,Eichhörnchen::N,ketër,סנאי
165,Elch::N,dre brilopatë,דישון
166,Fuchs::N,dhelpër,שועל
167,Hase::N,lepur,ארנב
168,Maus::N,mi,עכבר
169,Wolf::N,ujk,זאב
170,Vogel::N,zog,צפור
171,Vogel::N,shpend,צפור
172,Schwarm::N,luzmë,נחיל
173,Schwarm::N,luzmë,להקה
174,Huhn::N,pulë,תרנגלת
175,Hahn::N,gjel,תרנגול
176,Hahn::N,këndes,תרנגול
177,Gans::N,patë,אוז
178,Adler::N,shqiponjë,עיט
179,Ente::N,rosë,ברוז
180,Eule::N,buf,ינשוף
181,Kranich::N,lejlek,עגור
182,Kranich::N,lejlek,כרוכיה
183,Kranich::N,kurrillë,עגור
184,Kranich::N,kurrillë,כרוכיה
185,Krähe::N,sorrë,עורב
186,Kuckuck::N,qyqe,קוקיה
187,Schwan::N,mjellmë,ברבור
188,Fisch::N,peshk,דג
189,Barsch::N,purtekë,אוקונוס
190,Hecht::N,mlysh,זאב הים
191,Schlange[Tier]::N,gjarpër,נחש
192,Wurm::N,krimb,תולעת
193,Spinne::N,marimangë,עכביש
194,Ameise::N,thnegël,נמלה
195,Ameise::N,milingonë,נמלה
196,Laus::N,morr,כנה
197,Mücke::N,kunup,יתוש
198,Mücke::N,mushkonjë,יתוש
199,Fliege::N,mizë,זבוב
200,Schmetterling::N,flutur,פרפר
201,Beere::N,frutë,ענבה
202,Beere::N,manaferrë,ענבה
203,Apfel::N,mollë,תפוח
204,Pilz::N,kërpudhë,פטריה
205,Zwiebel::N,qepë,בצל
206,Saat::N,farë,זרעים
207,Korn::N,grurë,גרעין
208,Korn::N,kokërr,גרעין
209,Heu::N,sanë,חציר
210,Schale::N,lëkurë,קלפה
211,Grube::N,gropë,בור
212,Grube::N,gropë,שוחה
213,Falle::N,kurth,מלכדת
214,Falle::N,grackë,מלכדת
215,Schlinge::N,nyjë,לולאה
216,Spur::N,gjurmë,עקבה
217,Asche::N,hi,אפר
218,Dreck::N,baltë,זהמה
219,Eisen::N,hekur,ברזל
220,Gold::N,ar,זהב
221,Gold::N,flori,זהב
222,Silber::N,argjend,כסף
223,Kohle::N,qymyr,פחם
224,Glas::N,qelq,זכוכית
225,Lehm::N,argjilë,חרסית
226,Sand::N,rërë,חול
227,Mensch::N,njeri,אדם
228,Mann::N,burrë,איש
229,Mann::N,burrë,גבר
230,Mann::N,mashkull,איש
231,Mann::N,mashkull,גבר
232,Frau::N,grua,אשה
233,Frau::N,grua,גברת
234,Frau::N,femër,אשה
235,Frau::N,femër,גברת
236,Kind::N,kalama,ילד
237,Junge::N,djalë,ילד
238,Mädchen::N,gocë,נערה
239,Mädchen::N,vajzë,נערה
240,Familie::N,familje,משפחה
241,Großvater::N,gjysh,סבא
242,Großmutter::N,gjyshe,סבתא
243,Eltern::N,prindër,הורים
244,Vater::N,atë,אב
245,Mutter::N,nënë,אם
246,Sohn::N,bir,בן
247,Tochter::N,bijë,בת
248,Bruder::N,vëlla,אח
249,Schwester::N,motër,אחות
250,Onkel::N,dajë,דוד
251,Onkel::N,xhaxha,דוד
252,Tante::N,teze,דודה
253,Tante::N,hallë,דודה
254,Ehemann::N,burrë,איש
255,Ehemann::N,burrë,בעל
256,Ehemann::N,bashkëshort,איש
257,Ehemann::N,bashkëshort,בעל
258,Ehefrau::N,grua,אשה
259,Ehefrau::N,bashkëshorte,אשה
260,Freude::N,gaz,שמחה
261,Freude::N,gëzim,שמחה
262,Gelächter::N,qeshje,צחוק
263,Glück::N,lumturi,אשר
264,Kummer::N,brengë,יגון
265,Kummer::N,brengë,עגמה
266,Kummer::N,pikëllim,יגון
267,Kummer::N,pikëllim,עגמה
268,Wunsch::N,dëshirë,אחול
269,Wunsch::N,dëshirë,משאלה
270,Lust::N,epsh,חשק
271,Lust::N,epsh,תשוקה
272,Lust::N,dashuri,חשק
273,Lust::N,dashuri,תשוקה
274,Geist::N,frymë,רוח
275,Geist::N,shpirt,רוח
276,Gedanke::N,ide,מחשבה
277,Gedanke::N,mendim,מחשבה
278,Gedächtnis::N,kujtesë,זכרון
279,Verstand::N,mend,שכל
280,Sinn::N,kuptim,מובן
281,Sinn::N,kuptim,משמעות
282,Grund::N,arsye,סבה
283,Wahrheit::N,vërtetë,אמת
284,Gespräch::N,bisedim,דיון
285,Märchen::N,përrallë,אגדה
286,Erzählung::N,tregim,ספור
287,Nachricht::N,lajm,ידיעה
288,Neuigkeit::N,risi,חדשה
289,Name::N,emër,שם
290,Rätsel::N,gjëzë,תעלומה
291,Rätsel::N,gjëegjëzë,תעלומה
292,Rede::N,fjalim,נאום
293,Sprache::N,gjuhë,לשון
294,Stimme::N,zë,קול
295,Wort::N,fjalë,מלה
296,Zeichen::N,shenjë,סימן
297,Ruf::N,thirrmë,קריאה
298,Lärm::N,zhurmë,רעש
299,Laut::N,tingull,הגה
300,Ton::N,ton,צליל
301,Lied::N,këngë,שיר
302,Ruhe::N,qetësi,שלוה
303,Leute::N,botë,אנשים
304,Leute::N,njerëz,אנשים
305,Volk::N,popull,עם
306,Arbeit::N,punë,עבודה
307,Gast::N,mik,אורח
308,Gast::N,mysafir,אורח
309,Geschenk::N,dhuratë,מתנה
310,Geschenk::N,peshqesh,מתנה
311,Spiel::N,lojë,משחק
312,Gesellschaft::N,shoqëri,חברה
313,Hilfe::N,ndihmë,עזרה
314,Freund::N,mik,חבר
315,Freund::N,mik,ידיד
316,Kamerad::N,shok,רע
317,Angelegenheit::N,punë,ענין
318,Anzahl::N,sasi,מספר
319,Art::N,lloj,סוג
320,Stück::N,copë,חתיכה
321,Teil::N,pjesë,פרק
322,Hälfte::N,gjysmë,חצי
323,Kreis::N,qark,מעגל
324,Kreis::N,rreth,מעגל
325,Kreuz::N,kryq,צלב
326,Linie::N,vijë,קו
327,Strich::N,vizë,קו קצר
328,Abstand::N,distancë,מרחק
329,Entfernung::N,largim,מרחק
330,Gegend::N,vise,נוף
331,Gegend::N,krahinë,נוף
332,Platz::N,shesh,שטח
333,Ort::N,vend,אתר
334,Ort::N,vend,מקום
335,Seite::N,anë,צד
336,Mitte::N,mes,אמצע
337,Gegenstand::N,send,אוביקט
338,Sache::N,gjë,דבר
339,Sache::N,send,דבר
340,Rand::N,qoshe,פרור
341,Kante::N,teh,קצה
342,Ecke::N,qoshe,פנה
343,Spitze::N,majë,קצה
344,Ende::N,skaj,סוף
345,Ende::N,bisht,סוף
346,Loch::N,vrimë,חר
347,Winkel::N,kënd,פנה
348,Muster::N,mostër,תבנית
349,Größe::N,madhësi,גדל
350,Länge::N,gjatësi,ארך
351,Höhe::N,lartësi,קומה
352,Höhe::N,lartësi,גבה
353,Gewicht::N,peshë,משקל
354,Menge::N,sasi,כמות
355,Haufen::N,grumbull,ערמה
356,Reihe::N,radhë,רצף
357,Reihe::N,rresht,רצף
358,Boot::N,barkë,סירה
359,Boot::N,lundër,סירה
360,Ruder::N,rrem,משוט
361,Schlitten::N,sajë,מזחלת
362,Ski::N,ski,מגלשים
363,Lagerfeuer::N,flakadan,מדורה
364,Lagerfeuer::N,zjarr i madh,מדורה
365,Last::N,barrë,משא
366,Gang::N,ecje,הליכה
367,Schritt::N,hap,צעד
368,Norden::N,veri,צפון
369,Süden::N,jug,דרום
370,Westen::N,perëndim,מערב
371,Osten::N,lindje,מזרח
372,Holz::N,dru,עץ
373,Brett::N,dërrasë,קרש
374,Platte::N,pllakë,לוח
375,Stütze::N,shtyllë,משען
376,Stütze::N,mbështetesë,משען
377,Stange::N,shufër,מוט
378,Stock::N,dajak,מקל
379,Stab::N,shkop,מוט
380,Rohr::N,tub,צנור
381,Haus::N,shtëpi,בית
382,Heim::N,konak,בית
383,Heim::N,shtëpi,בית
384,Ofen::N,sobë,תנור
385,Ofen::N,stufë,תנור
386,Fußboden::N,dysheme,רצפה
387,Tisch::N,tryezë,שלחן
388,Stuhl::N,karrige,כסא
389,Wiege::N,djep,ערש
390,Bett::N,shtrat,מטה
391,Regal::N,raft,מדף
392,Kiste::N,kuti,תבה
393,Kiste::N,kuti,ארגז
394,Fenster::N,dritare,חלון
395,Tür::N,derë,דלת
396,Tor::N,portë,שער
397,Zaun::N,gardh,גדר
398,Dach::N,çati,גג
399,Leiter::N,shkallë,סלם
400,Besen::N,fshesë,מטאטא
401,Spaten::N,lopatë,את
402,Schaufel::N,qyrek,את
403,Gabel::N,pirun,מזלג
404,Löffel::N,lugë,כף
405,Messer::N,thikë,סכין
406,Nagel::N,gozhdë,מסמר
407,Netz::N,rrjetë,רשת
408,Haken::N,grep,וו
409,Haken::N,grep,קרס
410,Haken::N,grremç,וו
411,Haken::N,grremç,קרס
412,Griff::N,dorak,ידית
413,Griff::N,dorezë,ידית
414,Schloss::N,bravë,מנעול
415,Bild::N,tablo,תמונה
416,Bild::N,pikturë,תמונה
417,Figur::N,figurë,פסל
418,Puppe::N,kukull,בבה
419,Beutel::N,qese,שק
420,Beutel::N,trastë,שק
421,Bündel::N,deng,צרור
422,Tasche::N,çantë,שקית
423,Eimer::N,kovë,דלי
424,Deckel::N,kapak,מכסה
425,Deckel::N,mbulesë,מכסה
426,Geschirr::N,enë,כלים
427,Sack::N,thes,שק
428,Sack::N,torbë,שק
429,Tasse::N,filxhan,ספל
430,Topf::N,kusi,סיר
431,Topf::N,tenxhere,סיר
432,Kessel::N,kazan,קנקן
433,Essen::N,ngrënie,אכל
434,Essen::N,ngrënie,ארוחה
435,Nahrung::N,ushqim,הזנה
436,Nahrung::N,ushqim,תזונה
437,Speise::N,gatesë,מאכל
438,Speise::N,gatesë,ארוחה
439,Fleisch::N,mish,בשר
440,Getreide::N,drithë,דגן
441,Brei::N,qull,מחית
442,Brot::N,bukë,לחם
443,Scheibe::N,fetë,עגול
444,Scheibe::N,fetë,פרוסה
445,Fett::N,lyrë,שמן
446,Fett::N,yndyrë,שמן
447,Butter::N,gjalpë,חמאה
448,Öl::N,vaj,שמן
449,Salz::N,kripë,מלח
450,Suppe::N,supë,מרק
451,Suppe::N,çorbë,מרק
452,Honig::N,mjaltë,דבש
453,Milch::N,qumësht,חלב
454,Tee::N,çaj,תה
455,Leder::N,lëkurë,עור
456,Wolle::N,lesh,צמר
457,Stoff::N,pëlhurë,בד
458,Stoff::N,pëlhurë,אריג
459,Nadel::N,gjilpërë,מחט
460,Faden::N,pe,חוט
461,Faden::N,fije,חוט
462,Knopf::N,kopsë,כפתור
463,Knoten::N,komb,קשר
464,Farbe::N,bojë,צבע
465,Kleidung::N,veshje,בגדים
466,Hemd::N,këmishë,חלצה
467,Kragen::N,jakë,צוארון
468,Ärmel::N,mëngë,שרוול
469,Hose::N,brekë,מכנסים
470,Gürtel::N,rrip,חגורה
471,Mütze::N,kësulë,כובע
472,Schuh::N,këpucë,נעל
473,Stiefel::N,çizme,מגף
474,Ring::N,unazë,טבעת
475,Band::N,shirit,סרט
476,Kamm::N,krehër,מסרק
477,Spiegel::N,pasqyrë,מראה
478,Riemen::N,rrip,רצועה
479,Schnur::N,litar,חבל
480,Schnur::N,cikomë,חבל
481,Leine::N,rrip,מושכות
482,Decke::N,batanije,שמיכה
483,Kissen::N,jastëk,כרית
484,Tuch::N,shami,צעיף
485,Handtuch::N,peshqir,מגבת
486,Kraft::N,forcë,כוח
487,Stärke::N,koll,און
488,Gesundheit::N,shëndet,בריאות
489,Krankheit::N,sëmundje,מחלה
490,Schmerz::N,dhimbje,כאב
491,Wunde::N,plagë,פציעה
492,Fieber::N,ethe,חם
493,Arznei::N,ilaç,תרופה
494,Brücke::N,urë,גשר
495,Brunnen::N,pus,באר
496,Weide::N,kullotë,אחו
497,Weide::N,kullotë,מרעה
498,Pfad::N,ravë,שביל
499,Pfad::N,ravë,מדרכה
500,Pfad::N,shteg,שביל
501,Pfad::N,shteg,מדרכה
502,Weg::N,udhë,דרך
503,Weg::N,shteg,דרך
504,Straße::N,rrugë,כביש
505,Dorf::N,fshat,כפר
506,Dorf::N,katund,כפר
507,Stadt::N,qytet,עיר
508,Brief::N,letër,מכתב
509,Buch::N,libër,ספר
510,Buchstabe::N,shkronjë,אות
511,Zeitung::N,gazetë,עתון
512,Leben::N,jetë,חיים
513,Tod::N,mortje,מות
514,Grab::N,varr,קבר
515,Kirche::N,kishë,כנסיה
516,Sünde::N,mëkat,חטא
517,Sünde::N,gjynah,חטא
518,Gott::N,hy,אל
519,Gott::N,zot,אל
520,Arbeiter::N,punëtor,פועל
521,Chef::N,shef,ראש
522,Chef::N,shef,מנהל
523,Chef::N,drejtues,ראש
524,Chef::N,drejtues,מנהל
525,Meister::N,mjeshtër,ממחה
526,Arzt::N,mjek,רופא
527,Arzt::N,doktor,רופא
528,Lehrer::N,mësues,מורה
529,Lehrer::N,arsimtar,מורה
530,Geld::N,para,כסף
531,Geld::N,holla,כסף
532,Geschäft::N,ujdi,עסקה
533,Geschäft::N,biznes,עסקה
534,Laden::N,dyqan,חנות
535,Preis::N,çmim,מחיר
536,Ware::N,mall,סחורה
537,Nutzen::N,dobi,תועלת
538,Nutzen::N,leverdi,תועלת
539,Reichtum::N,kamje,עשר
540,Reichtum::N,pasuri,עשר
541,Welt::N,botë,עולם
542,Land::N,vend,ארץ
543,Staat::N,shtet,מדינה
544,König::N,mbret,מלך
545,Macht::N,fuqi,כוח
546,Macht::N,pushtet,כוח
547,Grenze::N,kufi,גבול
548,Krieg::N,luftë,מלחמה
549,Feind::N,armik,אויב
550,Gewalt::N,dhunë,אלימות
551,Kampf::N,luftim,קרב
552,Kampf::N,luftim,לחימה
553,Bogen[Waffe]::N,hark,קשת
554,Pfeil::N,shigjetë,חץ
555,Gewehr::N,pushkë,רובה
556,Fehler::N,gafë,טעות
557,Fehler::N,gabim,טעות
558,Lüge::N,gënjeshtër,שקר
559,Schaden::N,dëm,נזק
560,Schaden::N,zarar,נזק
561,Unglück::N,fatkeqësi,מזל רע
562,Schuld::N,faj,אשמה
563,Alter::N,moshë,גיל
564,Schluss::N,fund,סיום
565,Zeit::N,kohë,זמן
566,Tag::N,ditë,יום
567,Morgen::N,mëngjes,בקר
568,Mittag::N,mesditë,צהרים
569,Abend::N,mbrëmje,ערב
570,Nacht::N,natë,לילה
571,Woche::N,javë,שבוע
572,Monat::N,muaj,חדש
573,Jahr::N,vit,שנה
574,Frühling::N,pranverë,אביב
575,Sommer::N,verë,קיץ
576,Herbst::N,vjeshtë,סתו
577,Winter::N,dimër,חרף
578,Januar::N,janar,ינואר
579,Februar::N,shkurt,פברואר
580,März::N,mars,מרץ
581,April::N,prill,אפריל
582,Mai::N,maj,מאי
583,Juni::N,qershor,יוני
584,Juli::N,korrik,יולי
585,August::N,gusht,אוגוסט
586,September::N,shtator,ספטמבר
587,Oktober::N,tetor,אוקטובר
588,November::N,nëntor,נובמבר
589,Dezember::N,dhjetor,דצמבר
590,Montag::N,hënë,יום שני
591,Dienstag::N,martë,יום שלישי
592,Mittwoch::N,mërkurë,יום רביעי
593,Donnerstag::N,enjte,יום חמישי
594,Freitag::N,premte,יום ששי
595,Samstag::N,shtunë,יום שבת
596,Sonntag::N,diel,יום ראשון
597,groß::A,madh,גדול
598,klein::A,vogël,קטן
599,lang::A,gjatë,ארך
600,kurz::A,shkurtër,קצר
601,breit::A,gjerë,רחב
602,schmal::A,ngushtë,צר
603,dicht::A,dendur,צפוף
604,dick[Gegenstand]::A,trashë,עבה
605,dünn::A,hollë,דק
606,fein::A,imët,מעדן
607,fest::A,fortë,מוצק
608,flach::A,sheshtë,שטוח
609,glatt::A,rrafshët,חלק
610,hart::A,fortë,קשיח
611,weich::A,butë,רך
612,rund::A,rrumbullakët,עגל
613,spitz::A,majëmprehtë,חד
614,scharf::A,mprehtë,חד
615,stumpf::A,topitur,קהה
616,schwer::A,rëndë,כבד
617,schön::A,bukur,יפה
618,heiß::A,nxehtë,חם
619,warm::A,ngrohtë,חם
620,kalt::A,ftohtë,קר
621,kühl::A,freskët,צונן
622,frisch::A,pastër,טרי
623,feucht::A,lagësht,לח
624,nass::A,lagur,רטוב
625,trocken::A,thatë,יבש
626,voll::A,plotë,מלא
627,leer::A,bosh,ריק
628,leer::A,zbrazët,ריק
629,offen::A,hapur,פתוח
630,geschlossen::A,mbyllur,סגור
631,sauber::A,dëlirë,נקי
632,schmutzig::A,ndyrë,מלכלך
633,roh::A,gjallë,חי
634,reif::A,arrirë,בשל
635,lecker::A,shijshëm,טעים
636,süß::A,ëmbël,מתוק
637,bitter::A,hidhur,מר
638,sauer::A,thartë,חמוץ
639,hell::A,me dritë,בהיר
640,dunkel::A,errët,עמום
641,schwarz::A,i zi,שחר
642,weiß::A,bardhë,לבן
643,rot::A,kuq,אדם
644,gelb::A,verdhë,צהב
645,blau::A,blu,כחל
646,blau::A,kaltër,כחל
647,grün::A,blertë,ירק
648,grün::A,gjelbër,ירק
649,grau::A,hirtë,אפר
650,grau::A,bojë hiri,אפר
651,bunt::A,shumëngjyrëshëm,צבעוני
652,billig::A,lirë,זול
653,teuer::A,shtrenjtë,יקר
654,wertvoll::A,çmuar,יקר ערך
655,wertvoll::A,vlershëm,יקר ערך
656,blind::A,qorr,עור
657,blind::A,verbër,עור
658,taub::A,shurdhër,חרש
659,kräftig::A,fuqishëm,חסן
660,stark::A,fortë,חזק
661,schwach::A,dobët,חלש
662,fett::A,dhjamur,שמן
663,schlank::A,hollë,רזה
664,hübsch::A,bukur,יפה תאר
665,hübsch::A,hijshëm,יפה תאר
666,böse::A,keq,רשע
667,dumm::A,teveqel,טפש
668,faul::A,dembel,עצלן
669,fleißig::A,zellshëm,חרוץ
670,geizig::A,kurnac,קמצן
671,geizig::A,dorështrënguar,קמצן
672,klug::A,mençur,נבון
673,klug::A,mençur,פקח
674,geschickt::A,aftë,מימן
675,lieb::A,dashur,יקר
676,lieb::A,dashur,אהוב
677,lustig::A,gëzuar,עליז
678,sanft::A,butë,עדין
679,hungrig::A,uritur,רעב
680,krank::A,sëmurë,חולה
681,nackt::A,lakuriq,ערום
682,nackt::A,zhveshur,ערום
683,traurig::A,trishtuar,עצוב
684,lebendig::A,gjallë,חי
685,gut::A,mirë,טוב
686,schlecht::A,keq,גרוע
687,richtig::A,drejtë,נכון
688,schlimm::A,keq,רע
689,wahr::A,vërtetë,אמתי
690,alt::A,vjetër,ישן
691,neu::A,i ri,חדש
692,ehemalig::A,dikurshëm,לשעבר
693,alt[Lebewesen]::A,plak,זקן
694,jung::A,i ri,צעיר
695,arm::A,varfër,עני
696,arm::A,vobektë,עני
697,reich::A,pasur,עשיר
698,bekannt::A,njohur,ידוע
699,berühmt::A,famshëm,מפרסם
700,fremd::A,huaj,זר
701,verschieden::A,ndryshëm,שונה
702,nah::A,afërt,קרוב
703,fern::A,largët,רחוק
704,linker::A,majtë,שמאלי
705,rechter::A,djathtë,ימין
706,anderer::A,tjetër,אחר
707,erster::A,parë,ראשון
708,zweiter::A,dytë,שני
709,dritter::A,i tretë,שלישי
710,letzter::A,fundit,אחרון
711,allein::ADV,vetëm,לבד
712,auf einmal::ADV,njëkohësisht,בו-זמנית
713,zusammen::ADV,bashkë,ביחד
714,zusammen::ADV,së bashku,ביחד
715,lange::ADV,për një kohë të gjatë,הרבה זמן
716,plötzlich::ADV,befas,לפתע
717,plötzlich::ADV,befas,פתאום
718,sofort::ADV,menjëherë,מיד
719,sofort::ADV,aty për aty,מיד
720,später::ADV,më vonë,לאחר זמן
721,später::ADV,më vonë,יותר מאחר
722,jetzt::ADV,tash,עכשיו
723,heute::ADV,sot,היום
724,morgen::ADV,nesër,מחר
725,bald::ADV,shpejt,בקרוב
726,bald::ADV,së shpejti,בקרוב
727,dann::ADV,pastaj,אחר-כך
728,gestern::ADV,dje,אתמול
729,einst::ADV,dikur,לפנים
730,damals::ADV,atëherë,אז
731,danach::ADV,mandej,אחר-כך
732,vorher::ADV,më parë,לפני זה
733,zuerst::ADV,së pari,קדם
734,einmal::ADV,njëherë,פעם
735,manchmal::ADV,nganjëherë,לפעמים
736,oft::ADV,shpesh,לעתים קרובות
737,immer::ADV,përherë,תמיד
738,immer::ADV,gjithnjë,תמיד
739,niemals::ADV,kurrë,אף פעם
740,niemals::ADV,asnjëherë,אף פעם
741,hier::ADV,këtu,כאן
742,hierhin::ADV,knej,פה
743,von hier::ADV,që këtej,מפה
744,von hier::ADV,prej këtej,מפה
745,dort::ADV,aty,שם
746,dort::ADV,atje,שם
747,dorthin::ADV,anej,שם
748,geradeaus::ADV,drejt,ישר
749,vorwärts::ADV,mbroth,קדימה
750,vorwärts::ADV,përpara,קדימה
751,rückwärts::ADV,mbrapsht,לאחור
752,zurück::ADV,prapa,בחזרה
753,zurück::ADV,prapa,אחורנית
754,zurück::ADV,mbrapsht,בחזרה
755,zurück::ADV,mbrapsht,אחורנית
756,unten::ADV,poshtë,למטה
757,hinab::ADV,përposh,למטה
758,oben::ADV,lart,מעל
759,oben::ADV,lart,למעלה
760,oben::ADV,sipër,מעל
761,oben::ADV,sipër,למעלה
762,hinauf::ADV,lart,למעלה
763,hinauf::ADV,përpjetë,למעלה
764,überall::ADV,kudo,בכל מקום
765,nicht::ADV,s',לא
766,nicht::ADV,nuk,לא
767,ein wenig::ADV,një tis,קצת
768,kaum::ADV,mezi,בקשי
769,sehr::ADV,fort,מאוד
770,sehr::ADV,shumë,מאוד
771,so::ADV,ashtu,כך
772,so::ADV,ashtu,ככה
773,so::ADV,kështu,כך
774,so::ADV,kështu,ככה
775,noch::ADV,ende,עוד
776,noch::ADV,ende,עדין
777,noch::ADV,akoma,עוד
778,noch::ADV,akoma,עדין
779,nur::ADV,vetëm,רק
780,schon::ADV,tashmë,כבר
781,wieder::ADV,përsëri,שוב
782,vergebens::ADV,kot,לריק
783,vergebens::ADV,kot,לשוא
784,vor::PRP,para,מול
785,hinter::PRP,prapa,מאחורי
786,hinter::PRP,mbrapa,מאחורי
787,unter::PRP,nën,מתחת
788,durch::PRP,nëpër,דרך
789,neben::PRP,pranë,ליד
790,neben::PRP,pranë,על-יד
791,neben::PRP,përbri,ליד
792,neben::PRP,përbri,על-יד
793,zwischen::PRP,midis,בין
794,zwischen::PRP,ndërmjet,בין
