,Concept_ID,tr,ab
1403,messen::V,ölçmek,ашəара
1404,zählen::V,saymak,аҧхьаӡара
1405,rechnen::V,hesap etmek,аҳасабра
1406,lesen::V,okumak,аҧхьара
1407,malen::V,resmini yapmak,
1408,zeichnen::V,çizmek,
1409,schreiben::V,yazmak,
1410,besitzen::V,haiz olmak,амазаара
1411,besitzen::V,sahip olmak,амазаара
1412,kaufen::V,almak,Аахəара
1413,verkaufen::V,satmak,аҭира
1414,bezahlen::V,ödemek,ахҭынҵара
1415,bezahlen::V,ödemek,ашəара
1416,zahlen::V,ödemek,ашəара
1417,beherrschen::V,hâkim olmak,
1418,ertragen::V,dayanmak,ачҳара
1419,ertragen::V,katlanmak,ачҳара
